,name,bar_code,brand,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,packaging,categories,additives,allergens,nova_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,ingredients_origins,markets,traceability_code,manufacturing,link,generic_name,palm_ingredients,brand_owner,producer_info
1545,3259353144009,3259353144009,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,Gruyère Suisse,2480220027755,,['Fabriqué en Suisse'],['France'],[],[],?,398,32,0,27,1665 kj(398 kcal),19,0,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,Vertuo - Nespresso,7630047602085,['Nespresso'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,Petit Navire,61024762,['Petit Navire'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,Miel de figuier de Barbarie - Famille Mary - 230g,3760115097452,['Famille Mary'],,['France'],[],[],?,?,?,?,?,,,,,,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,230 g,['Italie'],,,,,,,,
1550,Terrine de canard à l'écorce d'orange et Cointreai -,3383740001382,,,['France'],[],[],?,372,34,"3,2",13,1556 kj(372 kcal),11,1,"1,7","0,68",E,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",,,,,+22%,+29%,+86%,-8%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,34 g,en quantité élevée,11 g,en quantité élevée,1 g,en faible quantité,1.7 g,en quantité élevée,+22%,+16%,+61%,+11%,+11%,21,+17%,E,+17%,,,,,,,,,,
1551,Tome du limousin - Le fromager des halles - 1,2488043019353,['Le fromager des halles'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"['FR 69.273.010 CE', 'Corbas (Rhône, France)']",,,,,,
1552,4 Côtes de Porc sans Os - Les bon morceaux,3181238928858,['Les bon morceaux'],,['France'],[],[],?,?,?,?,?,,,,,,E,,"['Viandes', 'Porc', 'Côtes de porc']",,,,,,,,,77.5%,16.7%,3.3%,1.3%,0.8%,0.5%,21,,,,,,,,,,,,,,,,,,,,,"['FR 49.099.002 CE', 'Cholet (Maine-et-Loire, France)']",,,,,,
1553,0201375014436,0201375014436,,['Bio'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,Rillettes d'espadon au basilic,3760012692507,,,['France'],[],[],?,173,"10,8","1,8",17,724 kj(173 kcal),"3,2","0,2","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,Jus De Raisin Kedem -,0073490000096,,,['France'],[],[],?,56,0,0,"13,6",234 kj(56 kcal),0,0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,Paris Roubaix - Vinage,2480616017254,,,['France'],[],[],?,1,"25,7",1,1,4 kj(1 kcal),1,1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,Gelée Royale à L'orange Bio - 25G - Apidis,3263627882412,,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,569,"0,5",18,15,2381 kj(569 kcal),"0,5",13,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,Citrus Punch,0095188012518,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,Saucisse de montbeliard IGP Bleu Blanc Coeur,2866862029454,,"['Sans lactose', 'Bleu Blanc Cœur']",['France'],[],[],?,361,27,1,17,1510 kj(361 kcal),"9,9","0,8","2,3","0,92",D,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Montbéliard']",,,,,+10%,-4%,+15%,+5%,72.4%,18.3%,4.1%,1.4%,0.8%,3.0%,28,27 g,en quantité élevée,9.9 g,en quantité élevée,0.8 g,en faible quantité,2.3 g,en quantité élevée,+10%,-12%,+14%,+5%,+5%,23,+3%,E,+3%,,,,,,,,,,
1560,Roti de porc cuit superieur,2471248018504,,,['France'],[],[],?,139,"5,2","0,9","22,2",582 kj(139 kcal),"2,1","0,8","1,98","0,792",E,,"['Viandes', 'Porc', 'Rôtis de porc']",,,,,-3%,+3%,+10%,-1%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,5.2 g,en quantité modérée,2.1 g,en quantité modérée,0.8 g,en faible quantité,1.98 g,en quantité élevée,-2%,+0%,+28%,+15%,+15%,11,+54%,D,+54%,,,,,,,,,,
1561,Soft drink real aloe vera 100%,8801861931609,,,['France'],[],[],?,21,0,13,0,88 kj(21 kcal),0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,Grand Mie Nature - Chabrior - 825g,04578970,['Chabrior'],,['France'],"['farine de blé ', 'UE', ' 63%', 'eau', 'levure', 'sucre', 'huile de colza', 'sel', ""émulsifiants: mono-et diglycerides d'acide gras et stéaroyl-2-lactylate de sodium"", 'conservateur : propionate de calcium', 'farine de fève ', 'UE', 'vinaigre', 'arôme ', 'contient alcool', 'épaississant : gomme guar', 'antioxidant : acide ascorbique']","[""Pourrait contenir de l'huile de palme""]",?,?,?,?,?,,,,,,,['Plastique'],,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E282 - Propionate de calcium', 'E412 - Gomme de guar', 'E300 - Acide ascorbique']",['Gluten'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825g,,['intermarché'],,,,,,,
1563,les pralines,5425002517533,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,Escalopes de dindes,2865526040934,,,['France'],[],[],?,?,?,?,?,,,,,,D,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,Noir 88% - Klaus,3025640159533,['Klaus'],,['France'],"['PATE DE CACAO', 'SUCRE', 'BEURRE DE CACAO ÉMULSIFIANT LÉCITHINE DE SOJA', 'EXTRAIT DE VANILLE', ' CACAO 88 % MINIMUM', ' TRACES POSSIBLE DE FRUITS À COQUE', 'GLUTEN', 'LAIT', 'OEUF', 'SÉSAME']",['Non végétalien'],?,568,49,18,10,2377 kj(568 kcal),31,11,"0,06","0,024",E,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,4,,+2%,+24%,-53%,+31%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,49 g,en quantité élevée,31 g,en quantité élevée,11 g,en quantité modérée,0.06 g,en faible quantité,+2%,+34%,-65%,+28%,+28%,19,-10%,E,-10%,,,,,,,,,,
1566,Grignotte de poulet Indienne,0201663017255,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,Fromage du Perigord Fermier aux herbes,3770002429327,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 24.471.003 CE', 'Sainte-Nathalène (Dordogne, France)']",,,,,,
1568,Château larrouqey,3760279702032,,,['France'],[],[],?,?,?,?,?,,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,5010752000406,5010752000406,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,eclairs,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,Cuba Punch Exotic,3800103482591,,,['France'],[],[],?,2,0,1,0,8 kj(2 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,2 filets de poulet blanc,0253055022040,,,['France'],[],[],?,104,"1,3",0,23,435 kj(104 kcal),"0,4",0,"0,11","0,044",D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,-21%,-55%,-100%,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,-20%,-46%,-100%,-85%,-85%,-4,,A,,,,,"['FR 70.190.003 CE', 'Cubry-lès-Faverney (Haute-Saône, France)']",,,,,,
1573,3537100000069,3537100000069,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,Tzatziki -,5413208200014,,,['France'],[],[],?,27,"1,5",5,"5,7",113 kj(27 kcal),1,0,"0,69","0,276",,,"['Epicerie', 'Sauces', 'Tzatzíki']",,,,,-81%,-86%,+32%,+15%,,,,,,,,1.5 g,en faible quantité,1 g,en faible quantité,0 g,en faible quantité,0.69 g,en quantité modérée,-80%,-65%,-100%,-21%,-21%,0,-100%,B,-100%,,,,,,,,,,
1575,Chlorella Bio - 500 Comprimés - SFB,3499569731109,['SFB'],['Bio'],"['France', 'Guyane']",[],[],?,0,0,0,"2,08",0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,
1576,Organic Black Pepper Kampot Cambodia -100G,8847103550016,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cambodge'],,,,,,,,
1577,Crème stérilisée U. H. T,3387270662242,,,['France'],[],[],?,177,18,"3,3","1,1",741 kj(177 kcal),6,"3,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,Cotechino - Coop,8001120783479,['Coop'],['en:gluten-free'],['France'],[],[],?,297,23,"0,5",22,1243 kj(297 kcal),"7,7","0,5","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Sucre Cristal - Saint Louis,3220035565009,['Saint Louis'],,['France'],[],[],?,400,0,100,0,1674 kj(400 kcal),0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,Fromage de tete au vin de Jasnieres - Maison Prunier,2477865021521,['Maison Prunier'],"['Point Vert', 'Sans colorants']",['France'],[],[],?,187,15,1,12,782 kj(187 kcal),"5,5",1,"1,9","0,76",D,,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de tête']",,,,,-4%,+9%,+32%,-22%,76.6%,14.8%,4.7%,2.2%,1.3%,0.4%,42,15 g,en quantité modérée,5.5 g,en quantité élevée,1 g,en faible quantité,1.9 g,en quantité élevée,-0%,+6%,+182%,+10%,+10%,15,+27%,D,+27%,,,,,,,,,,
1581,Gaufrette arôme chocolat noisette,3760215891301,,,['France'],[],[],?,479,"22,6","31,6","36,5",2004 kj(479 kcal),"13,9","14,4","0,49","0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Jardin des reines - Palais des Thés - 128g,2700973001285,['Palais des Thés'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128 g,,,,,,,,,
1583,Château RUDELLE -,3700898214882,,,['France'],[],[],?,?,?,?,?,,,,,,C,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,,['France'],,,,,,,,
1584,Oeuf bio,3329422915066,,"['Bio', 'Bio européen', 'FR-BIO-10']",['France'],[],[],?,?,?,?,?,,,,,,C,,"[""Produits d'élevages"", 'Œufs']",,,,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,,,,,,,,,,,,,,,"['FR 13.110.005 CE', 'Trets (Bouches-du-Rhône, France)']",,,,,,
1585,Languedoc -  - 75cl,3250392228446,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75cl,,,,,,,,,
1586,Boisson bio énergisante - Les fous de terroirs,3393190038395,['Les fous de terroirs'],['Bio'],['France'],[],[],?,34,"0,3","7,4","0,3",142 kj(34 kcal),"0,1","5,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Fourreau 3 Boîtes Ovales 50 g - Les anis de Flavigny - 3 * 50g,3360100220102,['Les anis de Flavigny'],,['France'],[],[],?,398,0,"99,2","0,2",1665 kj(398 kcal),0,"97,1","0,003","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 * 50g,,,,,,,,,
1588,"RIBS à la provençale - Brocéliande - 0,455kg",0238432035684,['Brocéliande'],"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,455 kg",,,,,,,,,
1589,Brochette Candy bear,3800500099934,,,['France'],[],[],?,341,"0,1",81,"4,1",1427 kj(341 kcal),"0,1",70,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,"Cosse Noir, Roquefort en portion individuelle, la barquette de 4",3151380034257,,,['France'],[],[],?,364,32,0,"18,7",1523 kj(364 kcal),24,0,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 12.203.036 CE', 'Roquefort-sur-Soulzon (Aveyron, France)']",,,,,,
1591,Quinoa,8718781600402,,,['France'],[],[],?,354,"6,1","57,2","14,1",1481 kj(354 kcal),"0,7","4,9","0,03","0,012",C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Quinoa']",,,,,+8%,+13%,+4%,+19%,80.5%,0.0%,5.8%,10.4%,3.3%,0.0%,70,6.1 g,en quantité modérée,0.7 g,en faible quantité,4.9 g,en faible quantité,0.03 g,en faible quantité,+7%,+7%,+94%,-82%,-82%,0,,B,,,,,,,,,,,
1592,Cheese & onion rolls - Marks & Spencer,00868020,['Marks & Spencer'],,['France'],[],[],?,320,"20,7","23,4","8,1",1339 kj(320 kcal),"9,3","1,2","0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Black seed honey,4002918602280,,,['France'],[],[],?,332,"4,6","71,3","0,5",1389 kj(332 kcal),0,"66,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Gateau de chocolate blanco - St Michel,3178530411751,['St Michel'],"['Plein air', 'Œufs de poules élevées en plein air']",['France'],[],[],?,473,20,50,"5,1",1979 kj(473 kcal),"6,3",32,"0,42","0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,Foie Gras entier de canard - Canard Passion - 250g,3295080412899,['Canard Passion'],,['France'],"['Foie gras de canard entier', 'Côteaux du layon', 'sel', 'poivre', 'conservateur: nitrite de sodium', 'antioxydant: ascorbate de sodium']","['Non végétalien', 'Non végétarien']",?,515,52,"2,9","7,7",2155 kj(515 kcal),23,"0,8","1,1","0,44",B,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",,3,,-3%,-4%,+22%,+2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,52 g,en quantité élevée,23 g,en quantité élevée,0.8 g,en faible quantité,1.1 g,en quantité modérée,-2%,-1%,-39%,-8%,-8%,20,-4%,E,-4%,250 g,,,"['FR 56.109.001 CE', 'Lauzach (Morbihan, France)']",,,,,,
1596,L'oli de Rabasse,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Petales de boeuf séché,2296562024013,,,['France'],[],[],?,367,"31,3","0,4","30,3",1536 kj(367 kcal),"12,4","0,4","2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 67.447.004 CE', 'Schiltigheim (Bas-Rhin, France)']",,,,,,
1598,Chinois Crème Pâtissière Avec Fondant - Patid'Or - 500g,3760105568078,"[""Patid'Or""]",['Fabriqué en France'],['France'],"['Pâte 55%  ', 'farine de blé', 'eau', ' oeufs ', 'sucre', 'huile de colza', 'sirop de sucre inverti', 'levure', 'arômes ', 'contient alcool', 'émulsifiant ', 'E471', 'sel', 'lait écrémé', 'protéines de lait', 'protéines végétales de pois', 'conservateur ', 'E282', 'gluten de blé hydrolysé', ' Crème pâtissière 35% ', ' eau', 'sucre', 'sirop de sucre inverti', ""blanc d'oeuf "", 'amidon modifié', 'poudre de lait entier', 'arômes ', 'contient alcool', ' ', 'amidon de maïs', 'poudre de lait écrémé', 'épaississant ', 'E401', 'émulsifiant ', 'E471', 'sel', 'épices', 'conservateur ', 'E282', ' ', ' Fondant 10% ', ' sucre', 'sirop de glucose', 'eau ']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,274,"6,4","48,4","5,1",1146 kj(274 kcal),"2,41",20,"0,65","0,26",,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E282 - Propionate de calcium', 'E14XX - Amidons modifiés', 'E401 - Alginate de sodium']","['Œufs', 'Gluten', 'Lait']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500g,,['Intermarché'],,['France'],,,,,
1599,Poissonnier traiter - Eminces de saumon fumé d'Ecosse,5060374372511,,,['France'],[],[],?,?,?,?,?,,,,,,E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', 'en:smoked-salmons-from-scotland']",,,,,,,,,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,Poissonnier traiter - Eminces de saumon fumé d'Ecosse,5060374372511,,,['France'],[],[],?,?,?,?,?,,,,,,E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', 'en:smoked-salmons-from-scotland']",,,,,,,,,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,Chaat masala - 100g,0633152001481,,,['France'],[],[],?,183,8,51,7,766 kj(183 kcal),0,2,28,"11,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,
1602,Fromages blancs fermiers,3770002913017,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 69.110.031 CE', 'Larajasse (Rhône, France)']",,,,,,
1603,Lasagna riccia - De Cecco,8001250001771,['De Cecco'],,['France'],[],[],?,352,"1,5","70,2",13,1473 kj(352 kcal),"0,3","3,4","0,004","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,Éclairs chocolat x2,0287354013782,,,['France'],[],[],?,256,"8,2",41,"3,6",1071 kj(256 kcal),1,33,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Chorizo extra picante - Goikoa - 1,8420962144277,['Goikoa'],['en:gluten-free'],['France'],[],[],?,468,41,"2,2",27,1958 kj(468 kcal),12,0,"3,5","1,4",D,,"['Viandes', 'Charcuteries', 'Saucissons', 'Chorizo']",,,,,+15%,+21%,-25%,+18%,76.1%,16.6%,0.6%,1.8%,1.0%,3.9%,35,41 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,3.5 g,en quantité élevée,+15%,-7%,-100%,-7%,-7%,25,+5%,E,+5%,1,,,,,,,,,
1606,mieszanka wedlowska - wedel - 356g,5901588047829,['Wedel'],,"['France', 'Pologne']",[],[],?,?,?,?,?,,,,,,,['Sachet'],"['Snacks', 'Snacks sucrés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356 g,['pl:Pologne'],,,['Pologne'],,,,,
1607,Fuet Espetec Extra - Splendid - 1,8425214001483,['Splendid'],,['France'],[],[],?,470,"35,6",49,0,1966 kj(470 kcal),"12,5","3,3",0,0,,,['ca:Fuet'],,,,,+5%,+1%,+1072%,-100%,,,,,,,,35.6 g,en quantité élevée,12.5 g,en quantité élevée,3.3 g,en faible quantité,0 g,en faible quantité,+5%,-5%,+42%,-100%,-100%,15,-40%,D,-40%,1,,,,,,,,,
1608,La pizza +1,8019290998647,,,['France'],[],[],?,262,"8,6","38,3","6,6",1096 kj(262 kcal),"1,6",3,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,Arôme Naturel Mangue 50 ML - Scrapcooking,3700392444280,['Scrapcooking'],['Fabriqué en France'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,Les fritons de canard,3760082242657,,,['France'],[],[],?,321,29,0,16,1343 kj(321 kcal),"9,2",0,"1,6","0,64",,,"['Friton de canard', 'Fritons de canard']",,,,,,,,,,,,,,,,29 g,en quantité élevée,9.2 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,,,,,,20,,E,,,,,,,,,,,
1611,Labeyrie,3033610029786,['Labeyrie'],,['France'],[],[],?,?,?,?,?,,,,,,,['Conserve'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Coconut oil,0071164323786,,,['France'],[],[],?,0,0,0,0,0 kj(0 kcal),0,0,0,0,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']",,,,,-100%,-100%,-100%,-100%,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,,
1613,Glucosamine + Chondroitin + MSM - Jarrow - 240capsules,0790011190226,"['Jarrow', 'Formulas']",['en:No wheat'],['France'],"['Supplement Facts Serving Size 4 Capsules Amount Per Serving 60 mg Servings Per Container 60 1 mg 1,500 mg 1,200 mg 300 mg Vitamin C ', 'as Ascorbic Acid', ' Manganese ', 'as Manganese Gluconate', ' 4 Glucosamine Sulfate trom 2,000 mg Glucosamine Sulfate 2 R Chandroitin Sulfate Wom 1,440 mg Chondroitin Sulfate Sodium', ' Methylsulfonylmethane Other Ingredients: Magnesium stearate ', 'vegetable sourcel sillc diaxide and cellulose', ' Capsule consists of bovine gelatin', ' Contains: Shellfish ', 'shrimp or crab shell', ' T Daily Value not established', ' No wheat', 'gluten', 'soybeans', 'dairy', 'egg', 'fish', 'or peanuts tree s 02118GCM240 PROD #118 Distributed Exclusively by Jarrow FORMULAS Superior Nutrition and Formulation P', 'O', 'Box 35994 coS Angeles', 'CA 90035-4317 www', 'larrow', 'com 7 90011 201 Jarrow 20 A7 GE']","['Non végétalien', 'Non végétarien']",?,?,?,?,?,,,,,,,['container plastique'],['en:Complément médical'],"['E572 - Stéarate de magnésium', 'E460 - Cellulose', 'E428 - Gélatine']","['Œufs', 'Poisson', 'Gluten', 'Lait', 'Soja']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240 capsules,['en:Etats Unis'],['Amazon'],,['Los Angelos'],,,,,
1614,Huile d'olive,3760150440022,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Piment,8690804152801,,,['France'],[],[],?,21,"0,2","6,8","1,1",88 kj(21 kcal),"0,1",1,"4,7","1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,8045874290692,8045874290692,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,préparation guacamole,3211172010071,,,['France'],[],[],?,?,?,?,?,,,,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices"", ""Mélange d'épices pour guacamole""]",,,,,,,,,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,Requeijao,5606456008079,,,['France'],[],[],?,869,17,4,10,3636 kj(869 kcal),11,3,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,Thank you for looking after my dog,0704039020236,,,['France'],[],[],?,180,"2,6",36,1,753 kj(180 kcal),1,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Lacasitos - lacasa - 20g,8410740911597,['Lacasa'],,"['France', 'Espagne']",[],[],?,484,19,70,6,2025 kj(484 kcal),12,69,"0,18","0,072",,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées']",,,,,-7%,-38%,+31%,-2%,,,,,,,,19 g,en quantité modérée,12 g,en quantité élevée,69 g,en quantité élevée,0.18 g,en faible quantité,-7%,-27%,+46%,-8%,-8%,26,+7%,E,+7%,20g,,,,,,,,,
