,name,bar_code,quantity,traceability_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,allergens,packaging,additives,nova_score,generic_name,palm_ingredients,manufacturing,link,ingredients_origins,markets,brand_owner
1563,Préparation Créme Brulée Au Citron 1L - President,3428200386606,,,['France'],[],[],?,203,849 kj(203 kcal),"14,5",10,"16,5","13,3","1,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['President'],,,,,,,,,,,
1564,Yoco tube - Nestlé,3428200387344,,,['France'],[],[],?,97,406 kj(97 kcal),"2,6","1,7",13,12,"5,3","0,1","0,04",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",2.6 g,en faible quantité,1.7 g,en quantité modérée,12 g,en quantité modérée,0.1 g,en faible quantité,,-71%,-70%,-90%,-90%,+974%,+1517%,-74%,-92%,-92%,1,-93%,B,-93%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Nestlé'],,,,,,,,,,,
1565,Tomme de chevre - President,3428200387955,,,['France'],[],[],?,378,1582 kj(378 kcal),32,20,"1,5","0,5",21,"1,5","0,6",,E,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre', 'Tomme de chèvre']",32 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,,-0%,+0%,+1%,-11%,+95%,+101%,-4%,-10%,-10%,15,-15%,D,-15%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,['President'],,,,,,,,,,,
1566,Beurre Doux Plaquette - Ker Bihan,3428203079512,,,['France'],"['BEURRE DOUX PASTEURISÉ 82% MAT', 'GR', ' Ingrédienb : Crème ', 'origine : UE', 'fennenb laciques', ' A conserver entre +20C et +80C A consommer de préférence avant le : ', 'voir sur le coté', ' Fabriqué pour: LCHF- Les Placis- 35230 Bourgbarré - France', ' 90075942']",['Non végétalien'],?,745,3117 kj(745 kcal),82,57,1,1,"0,7","0,03","0,012",['Fabriqué en France'],,['Matières grasses'],82 g,en quantité élevée,57 g,en quantité élevée,1 g,en faible quantité,0.03 g,en faible quantité,,-7%,-7%,-7%,+150%,+346%,+517%,+295%,-85%,-85%,19,+68%,E,+68%,,,,,,,,['Ker Bihan'],['Lait'],,,,,,,,,,
1567,Lait écrémé -,3428203798260,,,['France'],[],[],?,33,138 kj(33 kcal),"0,1",0,"4,8","4,8","3,2","0,11","0,044",,D,"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits UHT', 'Laits écrémés']",0.1 g,en faible quantité,0 g,en faible quantité,4.8 g,en faible quantité,0.11 g,en faible quantité,,-51%,-55%,-75%,-100%,-52%,-51%,-49%,-39%,-39%,0,,B,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,,,,,,
1568,Lactel ecr bp 6x1l faites vs plaisir avec - 6x 1l,3428271140022,6 x 1 l,,['France'],[],[],?,43,180 kj(43 kcal),"1,2","0,8","4,8","4,8","3,2","0,11","0,044",,D,"['Produits laitiers', 'Laits']",1.2 g,en faible quantité,0.8 g,en faible quantité,4.8 g,en faible quantité,0.11 g,en faible quantité,,-35%,-34%,-42%,-33%,-20%,-12%,-10%,-11%,-11%,0,-100%,B,-100%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['Lactel'],['Lait'],,,,,,,,,,
1569,Lait Écrémé - Lactel - 1L,3428271940066,1 L,,"[""Côte d'Ivoire"", 'France']",['Lait écrémé'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,33,138 kj(33 kcal),"0,1",0,"4,8","4,8","3,2","0,11","0,044",,C,"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits UHT', 'Laits écrémés']",0.1 g,en faible quantité,0 g,en faible quantité,4.8 g,en faible quantité,0.11 g,en faible quantité,,-51%,-55%,-75%,-100%,-52%,-51%,-49%,-39%,-39%,0,,B,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['Lactel'],['Lait'],"['Brique', 'Carton']",,1,,,,,,,
1570,Lactel Bio,3428272956417,,,['France'],['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,45,188 kj(45 kcal),"1,5",1,"4,8","4,8","3,2","0,11","0,044",['Bio'],D,"['Produits laitiers', 'Laits']",1.5 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.11 g,en faible quantité,,-32%,-31%,-27%,-16%,-20%,-12%,-10%,-11%,-11%,0,-100%,B,-100%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['Lactel'],['Lait'],,,1,,,,,,,
1571,Lait demi écrémé - Vilactee,3428272963057,,,['France'],[],[],?,45,188 kj(45 kcal),"1,5",1,"4,8","4,8","3,2","0,11","0,044","['Bio', 'Bio européen', 'AB Agriculture Biologique']",C,"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT']",1.5 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.11 g,en faible quantité,,-4%,-5%,-11%,-3%,0%,+0%,-1%,-1%,-1%,0,-100%,B,-100%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['Vilactee'],,,,,,,,,,,
1572,Lait écrémé bio en bouteille,3428273140099,,,['France'],[],[],?,33,138 kj(33 kcal),0,0,"4,8","4,8","3,2","0,11","0,044",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,SPORTÉUS - Lactel,3428273160011,,"['FR 35.360.001 CE', 'Vitré (Ille-et-Vilaine, France)']",['France'],"['Lait écrémé délactosé ', '91%', ' ', 'lait écémé', 'lactase ', 'Protéines de lait ', '4,5%', ' dont ', 'protéines solubles du lait', 'sucre', 'maltodextdne', 'arôme', 'stabilisant : 232', 'B 72', 'colorant : bêta-carotène']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,66,276 kj(66 kcal),"0,1","0,1",9,"8,3","7,3","0,2","0,08",,D,"['Produits laitiers', 'Laits']",0.1 g,en faible quantité,0.1 g,en faible quantité,8.3 g,en quantité modérée,0.2 g,en faible quantité,,0%,+1%,-95%,-92%,+50%,+53%,+106%,+61%,+61%,-3,-622%,A,-622%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,"['Lactel', 'Lactalis']",['Lait'],,['E160ai - Bêta-carotène'],4,,,,,,,
1574,Jour après Jour Jeunesse Écrémé - Lactel - 1L,3428273950209,1 L,"['FR 35.360.001 CE', 'Vitré (Ille-et-Vilaine, France)', 'FR 60.157.031 CE', 'Clermont (Oise, France)']",['France'],"['Lait écrémé', 'filtrat de lait', ""correcteur d'acidité : citrate de sodium"", 'saccharose', 'sulfate de zinc', 'sélénite de sodium', 'vitamines D et E']",['Non végétalien'],144,?,144 kj(34 kcal),"0,2","0,1","5,1","5,1","3,1","0,127","0,051","['Point Vert', 'Eco-Emballages']",D,"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits UHT', 'Laits écrémés']",0.2 g,en faible quantité,0.1 g,en faible quantité,5.1 g,en quantité modérée,0.127 g,en faible quantité,-67%,,-53%,-50%,-45%,-49%,-48%,-50%,-29%,-29%,0,,B,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,"['Lactel', 'Jour après Jour']",['Lait'],"['Bouteille', 'Plastique 02', 'Bouchon', 'Plastique 5 (PP)', 'Opercule', 'Métal']",['E331 - Citrates de sodium'],3,"Boisson lacté stérilisée UHT écrémée, source de vitamines E, D, de zinc et de sélénium",,"['Société Laitière de Vitré (Filiale Groupe Lactalis) - Les Guichardières - 35500 Vitré', 'Ille-et-Vilaine', 'Bretagne', 'Société Laitière de Clermont (Filiale Groupe Lactalis) - 2 Rue Henri Breuil - 60600 Clermont', 'Oise', 'Picardie', 'France']",,,['Banque alimentaire'],
1575,Matin léger - Lactel,3428273974458,,,['France'],[],[],?,43,180 kj(43 kcal),"1,2","0,8","4,8","4,8","3,2","0,1","0,04",['Sans lactose'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lactel'],,,,,,,,,,,
1576,L'acte bio - Lactel,3428274056313,,,['France'],[],[],?,114,477 kj(114 kcal),"3,7","2,5",12,12,8,"0,11","0,044",['Bio'],D,"['Produits laitiers', 'Laits']",3.7 g,en quantité modérée,2.5 g,en quantité modérée,12 g,en quantité modérée,0.11 g,en faible quantité,,+73%,+74%,+80%,+110%,+99%,+121%,+125%,-11%,-11%,1,+74%,B,+74%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['Lactel'],,,,,,,,,,,
1577,Lactel lait vitamine,3428274060044,,,['France'],[],[],?,43,180 kj(43 kcal),"1,2","0,8","4,8","4,8","3,2","0,11","0,044",,D,"['Produits laitiers', 'Laits']",1.2 g,en faible quantité,0.8 g,en faible quantité,4.8 g,en faible quantité,0.11 g,en faible quantité,,-35%,-34%,-42%,-33%,-20%,-12%,-10%,-11%,-11%,0,-100%,B,-100%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['Lactel'],,,,,,,,,,,
1578,Lactel Eveil Bio Lait U.h.t. De 10mois à 3ans Bouteille 6x1l,3428274090027,,,['France'],[],[],?,63,264 kj(63 kcal),3,"1,4","7,2","3,2","1,9","0,1","0,04","['Bio', 'Fabriqué en France']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lactel'],,,,,,,,,,['Magasins U'],
1579,Eveil 2ème âge Nature Sans Sucres Ajoutés Bouteil? - Lactel,3428274090089,,,['France'],"['Lait ', 'lactosérum concentré déminéralisé partiellement réhydraté ', 'lait', 'eau', 'maltodextcines', 'huiles végétales ', 'colza', 'tournesol', 'minéraux ', 'Lait', ' ', 'citrate de calcium', 'phosphate de calcium', 'citrate de sodium', 'citrate de potassium', 'gluconate de zinc', 'sulfate ferreux', 'iodure de potassium', 'sélénite de sodium', 'gluconate de cuivre', 'gluconate de manganèse', 'émulsifiant ', 'lécithine de tournesol', 'vitamines ', 'Lait', ' ', 'C', '89,E', 'PP', '03', 'A', 'Kl', '85', 'H', '812', '86', 'BI', '82', ' Utilisation : agiter avant']",['Non végétalien'],?,65,272 kj(65 kcal),"3,2","1,5","7,5","4,8","2,2","0,08","0,032",['Entrepreneurs + Engagés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lactel'],['Lait'],,['E322i - Lécithine'],4,,,,,,['Magasins U'],
1580,Lactel lait demi écrémé,3428274130051,,,['France'],[],[],?,45,188 kj(45 kcal),"1,5",1,"4,8","4,8","3,2","0,1","0,04",['Enrichi en vitamines'],D,"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT']",1.5 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.1 g,en faible quantité,,-4%,-5%,-11%,-3%,0%,+0%,-1%,-10%,-10%,0,-100%,B,-100%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['Lactel'],,,,,,,,,,,
1581,Lactel  café  au. Lait,3428274130082,,,['France'],"['écrémé', 'kctase', 'sucre ', '3%', 'arôme naturel de café', 'café en poudre cof6rant : caramel', 'stabilisant : phosphate de potassium', 'vitamine D']",[],?,52,218 kj(52 kcal),"0,7","0,5","8,2","7,9","3,3","0,13","0,052",,,"['Boissons', 'Boissons avec sucre ajouté']",0.7 g,en faible quantité,0.5 g,en faible quantité,7.9 g,en quantité élevée,0.13 g,en faible quantité,,-39%,-41%,+87%,+201%,-59%,-57%,+512%,+248%,+248%,14,+18%,E,+18%,,,,,,,,['Lactel'],,,"['E340 - Orthophosphates de potassium', '', 'Risque élevé de sur-exposition']",4,,,,,,['Magasins U'],
1582,Lait Chocolaté,3428274140036,,,['France'],[],[],?,80,335 kj(80 kcal),"1,4","0,8","14,5",11,"2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Lait - Lactel - 1l,3428274140043,1 l,,['France'],"['Lait à 1,2% de matières grasses', 'vitamine D']",[],?,43,180 kj(43 kcal),"1,2","0,8","4,8","4,8","3,2","0,11","0,044",,D,"['Produits laitiers', 'Laits']",1.2 g,en faible quantité,0.8 g,en faible quantité,4.8 g,en faible quantité,0.11 g,en faible quantité,,-35%,-34%,-42%,-33%,-20%,-12%,-10%,-11%,-11%,0,-100%,B,-100%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['Lactel'],['Lait'],['Bouteille plastique'],,,,,,,,,
1584,Caffé latte clasico - Lactel,3428274170088,,,['France'],[],[],?,74,310 kj(74 kcal),"3,4","2,2","7,7","7,5","3,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lactel'],,,,,,,,,,,
1585,Pruneaux,3428290000093,,,['France'],[],[],?,250,1046 kj(250 kcal),"0,5","0,5",55,37,"1,4","0,1","0,04",,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Pruneaux']",0.5 g,en faible quantité,0.5 g,en faible quantité,37 g,en quantité élevée,0.1 g,en faible quantité,,+5%,+5%,+35%,+307%,+4%,+2%,-26%,+554%,+554%,6,+170%,C,+170%,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,,,,,,,,,,,,
1586,Pâté de Sanglier,3428290000154,,,['France'],[],[],?,289,1209 kj(289 kcal),24,9,3,"0,5",16,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Pâté de sanglier aux châtaignes - Costa,3428290000239,,,['France'],[],[],?,274,1146 kj(274 kcal),"21,7","8,4","4,2","1,1","15,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Costa'],,,,,,,,,,,
1588,Costa Jambon 100G,3428290000420,,,['France'],[],[],?,175,732 kj(175 kcal),"5,9","2,2","0,5",0,30,"5,8","2,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,Pancetta Tranché - Costa,3428290000444,,,['France'],[],[],?,397,1661 kj(397 kcal),"33,3","13,8","0,27",0,"24,1","4,4","1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Costa'],,,,,,,,,,,
1590,Paré de campagne supérieur à l'eau de vie,3428290000543,,,['France'],[],[],?,249,1042 kj(249 kcal),"18,5","7,2","3,9","1,8","16,9","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Paté des Maures,3428290000727,,,['France'],[],[],?,274,1146 kj(274 kcal),"27,1","8,41","4,19","1,11","15,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,Pate Superieur pur porc Bio,3428290000857,,,['France'],[],[],?,284,1188 kj(284 kcal),"23,1","8,57","3,2","3,2","15,9","1,58","0,632",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Charcuterie de l'ile de beauté,3428294240006,,,['France'],[],[],?,397,1661 kj(397 kcal),"33,3","13,8","0,27",0,"24,1","4,4","1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Privilège Côtes d'Auvergne 2015 - Saint Verny Vignobles - 75cl,3428370303007,75 cl,,['France'],['Contient des sulfites'],[],?,?,,?,,?,,?,,,"['Point Vert', 'Déconseillé aux femmes enceintes']",B,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', ""Côtes d'Auvergne""]",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['Saint Verny Vignobles'],['Anhydride sulfureux et sulfites'],"['Bouteille', 'Verre']",,3,,,,,['France'],,
1595,Chateau Chalus AOC Côtes d'Auvergne blanc 2014 - Selia - 75cl,3428370503001,75cl,,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', ""AOP Côtes d'Auvergne""]",,,,,,,,,,,,,,,,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,['Selia'],,['bouteille verre'],,,,,,,,,
1596,Petites grappes sur Basalte AOC Côtes d'Auvergne rouge 2013 - SELIA - 75cl,3428372503085,75cl,,['France'],[],[],?,?,,?,,?,,?,,,['IGP'],D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', ""IGP Côtes d'Auvergne""]",,,,,,,,,,,,,,,,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,['SELIA'],,['bouteille verre'],,,,,,,,,
1597,Concept IGP Puy de Dôme Pinot noir 2011 - Saint Verny - 75cl,3428373003003,75cl,,['France'],[],[],?,?,,?,,?,,?,,,"['IGP', 'IGP Puy de Dôme']",D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,,,,,,,,,,,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,['Saint Verny'],,,,,,,,,,,
1598,Les Volcans - Saint Verny - 750ml,3428375103008,750 ml,,['France'],"['Vin rouge Puy de Dôme IGP', ' Contient des sulfites']",[],?,?,,?,,?,,?,,,"['IGP', 'Point Vert', 'Fabriqué en France', 'Contient des sulfites', 'Déconseillé aux femmes enceintes']",B,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Puy de Dôme']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['Saint Verny'],['Anhydride sulfureux et sulfites'],"['Verre', 'Bouteille']",,,,,['France'],,['France'],,
1599,Les Volcans - Saint Roch de Chadeleuf - 750ml,3428375503006,750 ml,,['France'],"['Vin rouge Puy de Dôme IGP', ' Contient des sulfites']",[],?,?,,?,,?,,?,,,"['Déconseillé à certaines catégories de personnes', 'IGP', 'Point Vert', 'Fabriqué en France', 'Contient des sulfites', 'Déconseillé aux femmes enceintes']",B,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Puy de Dôme']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,"['Saint Roch de Chadeleuf', 'Saint Verny']",['Anhydride sulfureux et sulfites'],"['Bouteille', 'Verre']",,,Pinot Noir-Gamay / Les Volcans,,['France'],,['France'],,
1600,Le padirac,3428380000675,,,['France'],[],[],?,323,1351 kj(323 kcal),27,"1,1","0,5","0,5",19,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,Rocamadour - L'Étoile du Quercy - 175g (5 * 35g),3428380002433,175 g (5 * 35 g),"['FR 46.177.001 CE', 'Loubressac (Lot, France)']",['France'],['Lait cru'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,292,1222 kj(292 kcal),24,17,16,"0,5",18,1,"0,4","['AOP', 'Point Vert']",E,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages de chèvre', 'Fromages au lait cru', 'Fromages à pâte molle à croûte naturelle', 'Rocamadour']",24 g,en quantité élevée,17 g,en quantité élevée,0.5 g,en faible quantité,1 g,en quantité modérée,,+7%,+6%,+8%,+7%,+1424%,+64%,+7%,-12%,-12%,12,-2%,D,-2%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,"[""L'Étoile du Quercy""]",['Lait'],"['Frais', 'Plastique', 'Bois']",,3,Fromage de chèvre au lait cru.,,['France'],,,['Auchan'],
1602,Le Provençal- Étoile du sud - 80g,3428380003881,80 g,"['FR 46.177.001 CE', 'Loubressac (Lot, France)']",['France'],"['fromage de chèvre 87', '4% ', 'lait de chèvre pasteurisé', 'ferments lactiques ', 'lait', 'présure', 'eau', 'herbes saveur provençale 2', '5%', ""pâte d'olives noires assaisonnée 2"", '3% ', ""pulpe d'olives noires"", 'câpres', ""huile d'olive"", 'vinaigre de vin', 'ail', 'sel', 'poivre', 'olives Coquillos nature entières ', 'olives', 'eau', 'sel', 'huile de tournesol', 'acidifiant ', 'E330', 'sel', 'conservateur ', 'E202', 'stabilisant ', 'E415', 'acidifiant ', 'E330']",['Non végétalien'],?,246,1029 kj(246 kcal),20,13,"2,6","1,5",14,1,"0,4",,E,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre']",20 g,en quantité modérée,13 g,en quantité élevée,1.5 g,en faible quantité,1 g,en quantité modérée,,-13%,-13%,-12%,-19%,+56%,+55%,-19%,-26%,-26%,12,-10%,D,-10%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,['Étoile du sud'],['Lait'],"['Green dot', 'Triman', 'Opercule plastique', 'Barquette plastique', 'Frais', 'Atmosphère protectrice']","['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",4,Spécialité à base de fromage de chèvre frais à l'olivade et herbes de Provence,,"[""L'Étoile du Quercy"", '46130', 'Loubressac', 'France']",,,['Lidl'],
1603,Roves des Garrigues - Étoile de Provence - 72g,3428380003928,72 g,"['FR 46.177.001 CE', 'Loubressac (Lot, France)', 'FR 48.177.001 CE', 'Saint-Pierre-le-Vieux (Lozère, France)']",['France'],"['Fromage de chèvre frais pasteurisé 99,7% ', 'lait entier pasteurisé de chèvre - lait origine: France', 'ferments lactiques ', 'lait', 'sel', 'présure', 'arôme naturel de Thym', 'conservateur : sorbate de potassium', 'arôme naturel de Citron']",['Non végétalien'],?,273,1142 kj(273 kcal),22,15,"2,7","1,8",16,"0,7","0,28",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre', 'Fromages à la crème']",22 g,en quantité élevée,15 g,en quantité élevée,1.8 g,en faible quantité,0.7 g,en quantité modérée,,-4%,-3%,-4%,-6%,+62%,+86%,-8%,-48%,-48%,11,-17%,D,-17%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,['Étoile de Provence'],['Lait'],"['Boite', 'Frais', 'Plastique']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,Fromage de chèvre frais aromatisé au thym et au citron,,,,"['France', 'Lait de chèvre origine France']",,
1604,3428380004789,3428380004789,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Brique Brebis Selection - Etoile du Quercy - 200g,3428380788733,200g,,['France'],[],[],1341,?,1341 kj(321 kcal),27,20,"1,1","< 0,5",19,"1,1","0,44",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages pasteurisés', 'Fromages de brebis']",27 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,1.1 g,en quantité modérée,-5%,,-11%,-12%,-4%,+22%,+84%,-5%,-55%,-55%,13,-25%,D,-25%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,['Etoile du Quercy'],,"['Plastique', 'Film']",,,,,['France'],,,,
1606,Pâté Gascon à l'Armagnac,3428390000177,,,['France'],[],[],?,556,2326 kj(556 kcal),"29,3","10,5",1,"0,2","13,9","1,39","0,556",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Pate gascon,3428390000245,,,['France'],[],[],?,320,1339 kj(320 kcal),"29,3","10,5",1,"0,2","13,9","1,39","0,556",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Boudin recette de campagne,3428390001167,,,['France'],[],[],?,227,950 kj(227 kcal),18,7,"0,5","0,5","15,9","1,71","0,684",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,Pâté au foie de canard - Torres,3428390001181,,,['France'],"['Viande et gras de porc', 'bloc de foie de canard 30% ', '28% foie de canard', 'eau', 'sel', 'poivre', 'Viandes Origine France', '/ œufs', 'sel', 'poivre', ' SERVIR FRAIS Sans']","['Non végétalien', 'Non végétarien']",?,376,1573 kj(376 kcal),"35,8","13,4","1,3","0,7","12,3","1,3","0,52","['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Torres'],,,,,,,,,,,
1610,Grattons de Canard à l'Échalote - Torrès - 180g.,3428390001327,180 g.,"['FR 47.159.001 CE', ""Mas-d'Agenais (Lot-et-Garonne, France)""]",['France'],"['Gras et maigre de canard ', '93%', '[canard origine France] - échalote ', '3%', ' - sel - poivre']",[],?,170,711 kj(170 kcal),"10,1","3,4","0,5","0,5","19,7","1,72","0,688","['Viande-francaise', 'Canard Français', 'Point Vert', 'Sans colorants', 'Sans conservateurs', 'Maitre Artisan']",C,"['Conserves', 'Viandes', 'Volailles', 'Canards']",10.1 g,en quantité modérée,3.4 g,en quantité modérée,0.5 g,en faible quantité,1.72 g,en quantité élevée,,-35%,-35%,-48%,-47%,-49%,+11%,+1%,+33%,+33%,12,+3%,D,+3%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,['Torrès'],,['bocal verre'],,3,Grattons de canard,,"['France', 'Lot-et-Garonne']",,['France'],,
1611,Rillettes de canard -,3428390008364,,"['FR 47.159.001 CE', ""Mas-d'Agenais (Lot-et-Garonne, France)""]",['France'],[],[],?,233,975 kj(233 kcal),"18,5",6,"1,3","0,9","15,3","1,93","0,772","['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",18.5 g,en quantité modérée,6 g,en quantité élevée,0.9 g,en faible quantité,1.93 g,en quantité élevée,,-42%,-42%,-50%,-52%,+125%,+259%,-6%,+41%,+41%,15,-22%,D,-22%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,
1612,Pâté piment d' Espelette,3428390008845,,,['France'],[],[],?,341,1427 kj(341 kcal),"32,3","12,2","0,1","0,1","12,5","1,76","0,704","['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
