,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,brand,categories,traceability_code,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,nova_score,packaging,ingredients_origins,allergens,manufacturing,generic_name,link,additives,palm_ingredients
1503,Jus d'orange - Fruima,01330588,['France'],[],[],?,42,176 kj(42 kcal),"0,5","0,1","8,7","8,7","0,7",,,,,['Fruima'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,KERIA HNS250,8881300090012,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,Dhardelot biscuit Caraïbes,3760143672416,['France'],[],[],?,547,2289 kj(547 kcal),35,19,48,20,10,"0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,Religieuse café,0202291017389,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,Panache - Lidl,4056489323389,['France'],[],[],?,28,117 kj(28 kcal),"0,5","0,1","6,5","6,3","0,5",,,,,['Lidl'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,Sorbet Lemon & Lime Flavour,4056489116783,['France'],[],[],?,87,364 kj(87 kcal),0,0,"21,1","19,8",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,Galettes d’aquitaine,3555081198926,['France'],[],[],?,382,1598 kj(382 kcal),13,"8,6",57,21,"7,9","0,99","0,396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,Barre de protéines à 6 couches - Matcha,5056379507416,['France'],[],[],?,357,1494 kj(357 kcal),13,"7,9",30,"4,3",33,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,Filetes de atún pescado a caña aceite de oliva,8410155070575,['France'],[],[],?,331,1385 kj(331 kcal),"27,4","4,2","0,5","0,5","21,1","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,Shrimp Crackers,0031146200122,['France'],[],[],?,506.66666666667,2120 kj(506 kcal),"25,333","9,333",64,4,"6,667","1,367","0,547",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,Miel d'Auvergne de Sapin,3770011028184,['France'],[],[],?,?,,?,,?,,?,,,B,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,
1514,Galettes put beurre,3229580024764,['France'],[],[],?,444,1858 kj(444 kcal),16,10,66,31,5,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,Sardines à L'huile,3106000015130,['France'],[],[],?,271,1134 kj(271 kcal),20,3,0,0,23,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,Bûchette fromage cendré - Gaec de l'Ouche - 130g,3760166110100,['France'],[],[],?,?,,?,,?,,?,,,D,130g,"[""Gaec de l'Ouche""]","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
1517,Confiture Fraise Intense,3700422201630,['France'],[],[],?,146,611 kj(146 kcal),"0,2",0,"33,8","33,5","0,7",,,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,,0.2 g,en faible quantité,0 g,en faible quantité,33.5 g,en quantité élevée,,,,-33%,-33%,-17%,-100%,-36%,-34%,+58%,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,
1518,Chapelure,5601009986781,['France'],[],[],?,370,1548 kj(370 kcal),"3,6","0,5","7,1",5,"11,1","4,4","1,76",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Chapelure']",,,3.6 g,en quantité modérée,0.5 g,en faible quantité,5 g,en quantité modérée,4.4 g,en quantité élevée,,+1%,-0%,+1%,-34%,-90%,+11%,-1%,+224%,+224%,15,+140%,D,+140%,,,,,,,,,,,,,,,,,
1519,Canistrelli - 300g,3348710201032,['France'],[],[],?,393,1644 kj(393 kcal),15,"1,7",57,20,"6,3","0,54","0,216",C,300 g,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,15 g,en quantité modérée,1.7 g,en quantité modérée,20 g,en quantité élevée,0.54 g,en quantité modérée,,-17%,-17%,-28%,-83%,-11%,-32%,-3%,-8%,-8%,11,-44%,D,-44%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,
1520,Beignets,0260566019681,['France'],[],[],?,404,1690 kj(404 kcal),20,"2,4",50,20,"5,2","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,Noix de coco,0299682011156,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,Brioche tranchée cannelle raisin,2006050009879,['France'],[],[],?,300,1255 kj(300 kcal),"6,7","2,3",50,20,"8,3","0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Film en plastique'],,,,,,,
1523,Sauce cocktail,5410803007949,['France'],[],[],?,656,2745 kj(656 kcal),"68,8","5,2",8,"5,9","1,2","1,35","0,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,Mayonnaise,3760090082115,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,Yaourt vanille au lait entier de vache,3770012771010,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,Poppi Fruti,3395502879177,['France'],[],[],?,363,1519 kj(363 kcal),0,0,"90,8","90,8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,Trio De Thé Vert - 3 X 70 G,3564884010427,['France'],[],[],?,0,0 kj(0 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Pot en plastique'],,,,,,,
1528,Gigolettes de lapin,2666884062916,['France'],[],[],?,425,1778 kj(425 kcal),10,"3,1","0,8",0,19,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,Aiguillettes de dinde,2201266040870,['France'],[],[],?,114,477 kj(114 kcal),2,"0,7",0,0,25,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,Palomitas dulces,8413365016982,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,Cuisse de poulet,2201264022960,['France'],[],[],?,?,,?,,?,,?,,,D,,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
1532,Vendée souvenir,3700524800250,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,alheira - Continente,5601312305361,['France'],[],[],?,239,1000 kj(239 kcal),15,"4,8",12,"0,6",14,"1,7","0,68",,,['Continente'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,Mini nougat collection,5203937009572,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,E,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",,,,,,,,,,,,-100%,-100%,,,,,,,,,,,,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,
1535,Bouteille orange 100 cl,,['France'],[],[],?,44,184 kj(44 kcal),0,0,"9,3","8,2","0,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,Pâte d’arachide,3051106678805,['France'],[],[],?,625,2615 kj(625 kcal),"51,4",6,"9,3","5,9","27,2","0,5","0,2",C,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']",,,51.4 g,en quantité élevée,6 g,en quantité élevée,5.9 g,en quantité modérée,0.5 g,en quantité modérée,,+4%,+5%,+7%,-28%,-35%,-7%,+11%,-6%,-6%,15,+36%,D,+36%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,,,,,,,
1537,Crevette decortiquées,5415195000011,['France'],[],[],?,9,38 kj(9 kcal),10,"0,4","0,01","0,01","22,6","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,Jambon sec,2452153087243,['France'],[],[],?,248,1038 kj(248 kcal),16,6,"0,3","0,3",26,"4,7","1,88",E,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,,16 g,en quantité modérée,6 g,en quantité élevée,0.3 g,en faible quantité,4.7 g,en quantité élevée,,+6%,+6%,+25%,+23%,-49%,-20%,-10%,-6%,-6%,18,+8%,D,+8%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,
1539,Hache au couteau pur boeuf,3257980493019,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,Le poulet de ma region,2208448031220,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Barquette', 'Film en plastique']",,,,,,,
1541,Escalopes de jambon,2667824024407,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,Huiles de noix,3760056670097,['France'],[],[],?,828,3464 kj(828 kcal),92,"8,95",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,Nustikao,03748316,['France'],[],[],?,494,2067 kj(494 kcal),22,"7,5",65,40,"7,5","0,64","0,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,Eistee,4058172631979,['France'],[],[],?,10,42 kj(10 kcal),"0,5","0,1","2,5","2,5","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'en:EG-Öko-Verordnung']",,,,,,,,,
1545,Miel de fleurs de Bretagne - Famille Mary - 230g,3760115093897,['France'],['Miel de fleurs de Bretagne'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1350,297,,"0,11",,"77,4",,"0,339",,,A,230g,['Famille Mary'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,['Web'],,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['Fabriqué en France'],2,"['Pot verre', 'Couvercle métal']","['France', 'Bretagne']",,['Miellerie de Beau Rivage (Anjou)'],Miel de fleurs,,,
1546,"Les envoûtants, Verveine huile essentielle d'orange -",9585939793274,['France'],[],[],?,477,1996 kj(477 kcal),17,"1,6",77,20,"3,3","0,2","0,08",C,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,17 g,en quantité modérée,1.6 g,en quantité modérée,20 g,en quantité élevée,0.2 g,en faible quantité,,+1%,+0%,-18%,-84%,+20%,-32%,-49%,-66%,-66%,8,-60%,C,-60%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,
1547,Olives vertes picholine,3548670003701,['France'],[],[],?,177,741 kj(177 kcal),18,"2,7","3,3","0,5","1,3","3,7","1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,La belle automnale,3760174250157,['France'],[],[],?,4,17 kj(4 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,
1549,Légumes d'été rôtis & pesto d'herbes fraîches - Seazon - 400g,0748367059070,['France'],[],[],?,79,331 kj(79 kcal),6,1,3,2,3,0,0,,400 g,['Seazon'],['Kits repas'],,,6 g,en quantité modérée,1 g,en faible quantité,2 g,en faible quantité,0 g,en faible quantité,,-67%,-67%,+18%,-3%,-92%,-40%,-55%,-100%,-100%,-1,-117%,A,-117%,,,,,,,,['Sans gluten'],,,,,,,,,
1550,Mandarine - L'Odyssée des Glaces,3760255320175,['France'],"['Purée de mandarine 61%', 'sucre', 'eau', 'dextrose', 'fibre alimentaire', 'fructose', 'jus de citron', 'stabilisants ', 'E440i', 'E410', 'E412']",['Sans huile de palme'],?,126,527 kj(126 kcal),"0,063","0,001","30,6",30,"0,45",,,C,,"[""L'Odyssée des Glaces""]","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la mandarine']",,,0.063 g,en faible quantité,0.001 g,en faible quantité,30 g,en quantité élevée,,,,+11%,+10%,-56%,+1399%,+11%,+32%,+60%,,,,,,,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,4,,,,,,,"['E440i - Pectine non amidée', 'E410 - Gomme de caroube', 'E412 - Gomme de guar']",
1551,maletti regnani,8022734111922,['France'],[],[],?,331,1385 kj(331 kcal),0,0,77,77,"1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,Billes chocolat croustillantes caramel papillotées,3663350111214,['France'],[],[],?,520,2176 kj(520 kcal),31,19,56,47,"6,9","0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,Tortilla POCKETS Kit,8410076474728,['France'],[],[],?,234,979 kj(234 kcal),"6,9","0,4","35,5","4,4","6,4","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,Ouija,5053083109820,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,Mélange pour infusion,3760280271855,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,"Mini Drops, Pissenlit, 75 G",4047974603338,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,Mayonnaise,3662444003350,['France'],[],[],?,650,2720 kj(650 kcal),"70,4",5,"3,58","1,5","0,6","1,29","0,516",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,Fizz bears,5032860010788,['France'],[],[],?,328,1372 kj(328 kcal),0,0,83,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,Confiture de rhubarbe-fraises - André Guépratte,3278930014221,['France'],[],[],?,252,1054 kj(252 kcal),"0,5",0,62,62,"0,4",,,,,['André Guépratte'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
1560,Jus d’orange,0203419012460,['France'],[],[],?,45,188 kj(45 kcal),0,0,"9,6","9,6","0,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,M&m's peanut,4004059477550,['France'],[],[],?,516,2159 kj(516 kcal),26,11,58,53,10,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,Haricots beurre trés fins - Leaderprice,3263851376961,['France'],[],[],?,23,96 kj(23 kcal),0,0,"2,5","0,6","1,7","0,55","0,22",,,['Leaderprice'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,Emotion,9031100001810,['France'],[],[],?,16,67 kj(16 kcal),0,0,"3,7","3,7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,taboule au poulet roti,2283993024408,['France'],[],[],?,186,778 kj(186 kcal),8,"0,6",21,"1,4","6,6","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,Assortiment de chocolat,2080250200038,['France'],[],[],?,536,2243 kj(536 kcal),"32,2","19,3","52,7","50,8","5,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,Boudin noir aux oignons,2463697024205,['France'],[],[],?,293,1226 kj(293 kcal),"27,5","10,6","0,8","0,8","10,6","1,26","0,504",D,,,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins noirs', 'Boudins noirs aux oignons']","['FR 61.071.012 CE', 'Camembert (Orne, France)']",,27.5 g,en quantité élevée,10.6 g,en quantité élevée,0.8 g,en faible quantité,1.26 g,en quantité modérée,,+15%,+16%,+27%,+27%,-74%,-60%,-9%,-5%,-5%,18,+15%,D,+15%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,,,,,,,
1567,Breizh thé glacé,3484700001074,['France'],[],[],?,31.7,133 kj(31 kcal),"0,5","0,5","7,6","7,4","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,Pain du chateau,0203014007878,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,Coco morceaux,2427412018696,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,Pop corne beurre sale movies star,3760018854442,['France'],[],[],?,390,1632 kj(390 kcal),"13,7","6,8","52,8","1,1",9,"2,05","0,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,Côte  de carré filet 1ère,2264706019614,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Confiture d'abricot,3501560101246,['France'],[],[],?,?,,?,,?,,?,,,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,,,,,,,,,,,,,,,,,,,,,,,,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,
1573,Chocolat noir 70% - Kaoka,3477730001220,['France'],[],[],?,563,2356 kj(563 kcal),40,24,35,29,"9,7",0,0,,,['Kaoka'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,,40 g,en quantité élevée,24 g,en quantité élevée,29 g,en quantité élevée,0 g,en faible quantité,,+2%,+2%,+10%,+14%,-24%,-29%,+34%,-100%,-100%,23,-2%,E,-2%,,,,,,,,,,,,,,,,,
1574,Limonad'Oc,0745110293804,['France'],[],[],?,22,92 kj(22 kcal),0,0,"5,46","5,46",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Jus de pommes de Sées,3521820000027,['France'],[],[],?,36,151 kj(36 kcal),"0,3","0,1","8,5","0,5","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Miel du niolu,3770003559054,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,Brownie pocket,3660140951401,['France'],[],[],?,445,1862 kj(445 kcal),25,6,46,29,"5,3","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,Suisse chocolat,0202908019683,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Lingettes,8711252386775,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,Mini wafer - Balconi,62319423,['France'],[],[],?,?,,?,,?,,?,,,,,['Balconi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,Saucisse sèche,2292298046053,['France'],[],[],?,427,1787 kj(427 kcal),33,12,29,"3,4","1,7","5,003","2,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Dragées,3700586601765,['France'],[],[],?,412,1724 kj(412 kcal),6,"3,3","87,5",74,"1,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Nine framboise et chia,15394118,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,Poliakov lemon,3147699100363,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Poulet Fermier Jaune Pac Des Landes Avec Tarses,2475401070385,['France'],[],[],?,50,209 kj(50 kcal),10,1,25,0,64,8,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Sirop de banane jaune - Vedrenne,3376370122213,['France'],[],[],?,361,1510 kj(361 kcal),0,0,90,64,0,"0,26","0,104",,,['Vedrenne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Salade coffret,29004553,['France'],[],[],?,189,791 kj(189 kcal),11,"2,2",15,"5,1","5,9","0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,
1588,Dos de cabillaud,3061432110276,['France'],[],[],?,?,,?,,?,,?,,,E,,,"['Produits de la mer', 'Poissons', 'Morues', 'Dos de cabillaud']",,,,,,,,,,,,,,,,,,,,,,,,,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,,,,,,,,,,
1589,Mix-Batido,8436014440327,['France'],[],[],?,252.38999938965,1056 kj(252 kcal),"0,3",0,"57,67","41,7","4,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,Duchesse Anne,3484703000012,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Salsa tartufata,8001120601650,['France'],[],[],?,148,619 kj(148 kcal),13,"2,2","5,6","4,9","2,1","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,Amandes,2600112045463,['France'],[],[],?,645,2699 kj(645 kcal),"49,9","3,8","21,5","4,2","21,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Bierre Blonde,3760123203388,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Fruit taffeez pesach,5412865029570,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,Burger vegana - Bonarea,00613223400420001402,['France'],[],[],?,177,741 kj(177 kcal),7,"0,8",23,"0,9","4,5","2,1","0,84",,,['Bonarea'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Semoule de maïs bio,20261801,['France'],[],[],?,350,1464 kj(350 kcal),"1,1","0,1","73,8","1,5","8,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
1597,Stortky,3760280622213,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,Tropical,3257983844665,['France'],[],[],?,27,113 kj(27 kcal),"0,5",0,"6,5","6,5","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Leggero olio extra virgine di olivia,8034041250126,['France'],[],[],?,824,3448 kj(824 kcal),"91,6",14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,Beurre de baratte,3499170000007,['France'],[],[],?,779,3259 kj(779 kcal),86,62,"0,2",0,"0,5",,,E,,,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres de baratte']",,,86 g,en quantité élevée,62 g,en quantité élevée,0 g,en faible quantité,,,,+6%,+7%,+6%,+15%,-71%,-100%,-29%,,,,,,,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,,,,,,,
1601,Pâte à sucre,3700392498153,['France'],[],[],?,402,1682 kj(402 kcal),7,4,85,80,"0,2","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Marguerite aux pépites de chocolat,3522870014545,['France'],[],[],?,339,1418 kj(339 kcal),"9,7","6,5",55,"2,3","9,5","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
