,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,packaging,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,additives,nova_score,quantity,brand,generic_name,eco_score,categories,labels,markets,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,manufacturing,ingredients_origins,traceability_code,link,palm_ingredients,brand_owner,origin_detail
1817,Miel de fleurs des Pays de l'Ain,3423570003016,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,
1818,plantation café moulu - marque repère,356470012794002,['France'],[],[],?,?,?,?,?,,,,,,,,,,['marque repère'],,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Huile de bourrache et d onagre,7001375007932,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,Garam Massala - Sarabar,0701197123250,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Sarabar'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,Biosens,3456300009323,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Muffins - Jacquet,029330001546,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Jacquet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Twinning,055953900582,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Twinning'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,chicoree - u,32562203213,['France'],[],[],?,?,?,?,?,,,,,,,,,,['U'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Huile vierge de cameline,3770018171005,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Matières grasses', 'Céréales et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de céréales', 'Huiles de cameline']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Repère,564700814581,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Repère'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Pain de mie - Grandes tranches - Nature - Marque repère Leclerc,356470001935102,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Marque repère Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Eau gazeuse Citron vert - Perrier,6149805137918,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Perrier'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Lait écrémé - Delisse,356470000556909,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Delisse'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,bio equitable 5 doigts,3347761000,['France'],[],[],?,?,?,?,?,,,,,,,,,,['bio equitable 5 doigts'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,bio eleveurs,483190000079,['France'],[],[],?,?,?,?,?,,,,,,,,,,['bio eleveurs'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,vinaigre balsamique - carapelli,002470029200,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Carapelli'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,GRAN MORAVIA - BRAZZALE,8032618612735,['France'],[],[],?,?,?,?,?,,,,,,,,,,['BRAZZALE'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Saumur Champigny - sélection franprix,3263851680914,['France'],[],[],?,?,?,?,?,,,,,,,,,,['sélection franprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,0205974041190,0205974041190,['France'],[],[],?,?,?,?,?,,,,,,,,,,['.'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,Pur jus de clémentine - Auchan,3254566095845,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Auchan'],,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,MAGRET FARCI FOIE GRAS - FERME GENDRON,2760046000010,['France'],[],[],?,?,?,?,?,,,,,,,,,,['FERME GENDRON'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,Nature Bio- Aliment complet pour chat Volaille/Poulet,3257985491171,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Hepar,7613135975681,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Hepar'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,savimiel -,3429961111,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Jambon supérieur - TRADILEGE,366111205,['France'],[],[],?,?,?,?,?,,,,,,,,,,['TRADILEGE'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,cornichons - bio village,564707143684,['France'],[],[],?,?,?,?,?,,,,,,,,,,['bio village'],,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",['Bio'],['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,Bellarom - Lidl,405648923305,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Lidl'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Bellarom - LIDL,05648923305,['France'],[],[],?,?,?,?,?,,,,,,,,,,['LIDL'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,cookies tout chocolat - bio village,356470708096504,['France'],[],[],?,?,?,?,?,,,,,,,,,,['bio village'],,,,['Bio'],['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,Crème fleurette - Délisse,356470050610304,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Délisse'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,CARTE NOIRE,000070200289,['France'],[],[],?,?,?,?,?,,,,,,,,,,['CARTE NOIRE'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,dr oetker,018930047580,['France'],[],[],?,?,?,?,?,,,,,,,,,,['dr oetker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,Porto - CRUZ,147690089704,['France'],[],[],?,?,?,?,?,,,,,,,,,,['CRUZ'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,NESCAFE,7613036311,['France'],[],[],?,?,?,?,?,,,,,,,,,,['NESCAFE'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,Sirop fruit de la passion - LEADER PRICE,326385509,['France'],[],[],?,?,?,?,?,,,,,,,,,,['LEADER PRICE'],,,,,['Leader Price'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,Choco noisette sans gluten et sans lactose - Gerblé,317568126,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Gerblé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,léugmes bio - notre jardin,356470056672502,['France'],[],[],?,?,?,?,?,,,,,,,,,,['notre jardin'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,comté extra v.réserve - carrefour,0200157042445,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Carrefour'],,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,['Carrefour'],,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,
1855,Algue Dulse - algues-armorique.com,3770001220024,['France'],[],[],?,?,?,?,?,,,,,,,,,,['algues-armorique.com'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,mangue noix de coco - Comptoir des confitures,3770003241591,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Comptoir des confitures'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,pâte à tartiner - carrefourBIO,35600712356,['France'],[],[],?,?,?,?,?,,,,,,,,,,['carrefourBIO'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,Chargement… - gerble,4174096338180,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Gerble'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,Orange - Confit de Provence,8472200005000,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Confit de Provence'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,Morbier app lait cru - Perrin,0200967026444,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Perrin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,tartines craquantes fibres - léa nature,345630001,['France'],[],[],?,?,?,?,?,,,,,,,,,,['léa nature'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,Huile olive - BIO VILLAGE,356470712783704,['France'],[],[],?,?,?,?,?,,,,,,,,,,['BIO VILLAGE'],,,,['Bio'],['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,BIO VILLAGE,356470708256301,['France'],[],[],?,?,?,?,?,,,,,,,,,,['BIO VILLAGE'],,,,['Bio'],['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,FETA WHITE CHEESE - NADEC,6281057040001,['France'],[],[],?,?,?,?,?,,,,,,,,,,['NADEC'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,Velouté de tomates de Provence à la pointe d’ail - Grandeur Nature,3101848429217,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Grandeur Nature'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,bio - lactel,3428272950,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Lactel'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,nectar exotique - bio village,3564707163,['France'],[],[],?,?,?,?,?,,,,,,,,,,['bio village'],,,,['Bio'],['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,Le brassé à l’abricot - Tante Hélène,8102031887727,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Tante Hélène'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,pur sirop d\'érable - eric bur,31445500038,['France'],[],[],?,?,?,?,?,,,,,,,,,,['eric bur'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,Ma,3329488160455,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Ma'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,Una - 1l,16015951,['France'],[],[],?,?,?,?,?,['liquide vaisselle'],,,,,,,,1l,['Una'],,,['Liquide vaisselle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,dessert noir corsé - Kaoka,3517730111137,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Kaoka'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,fromage de chèvre - carrefour,3270190023,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Carrefour'],,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,sauce 6 légumes - Silvia bio - 190g,33440019,['France'],[],[],?,?,?,?,?,['Verre'],,,,,,,,190 g,['Silvia bio'],,,"['Epicerie', 'Sauces', 'Sauces aux légumes']","['Bio', 'Solvia bio']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,Noir 70% - Kaoka,0411140001206,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Kaoka'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,tzaziki - carrefour,245412956515,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Carrefour'],,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,Sacrements du médoc - Chocolaterie de margaux,0184182120289,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Chocolaterie de margaux'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,délice de potiron chataignes - liebig,30368113656,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Liebig'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,cardigan gris,3760115646339,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,lentilles - franprix,32638518693,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Franprix'],,,,,['Franprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,grana padano - U,32562202769,['France'],[],[],?,?,?,?,?,,,,,,,,,,['U'],,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Grana Padano']",,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,
1883,pates d\'alsace - nos régions ont du talent,356470901732702,['France'],[],[],?,?,?,?,?,,,,,,,,,,['nos régions ont du talent'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,Poivre noir - Artisans du monde,34138800,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Artisans du monde'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,Pâte d\'amande - Maitre prunille,502490009664,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Maitre prunille'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,huile d\'olive vierge extra - marque repère rustica,356470652093602,['France'],[],[],?,?,?,?,?,,,,,,,,,,['marque repère rustica'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,Tilleul - La Ferme du Kalblin,,['France'],[],[],?,?,?,?,?,,,,,,,,,,['La Ferme du Kalblin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,espresso intense - meo,326134200,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Meo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,African sweety - Comptoit français du thé,3700809362138,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Comptoit français du thé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,Tortelloni Cèpes - Toque du chef - 250g,405648900207,['France'],[],[],1102,262,"7,6","36,8","9,2",,1102 kj(262 kcal),"2,4","3,5","0,97","0,388",,,250 g,['Toque du chef'],,,['Plats préparés'],,,+70%,+63%,+6%,+175%,+32%,,,,,,,,,7.6 g,en quantité modérée,2.4 g,en quantité modérée,3.5 g,en faible quantité,0.97 g,en quantité modérée,+64%,+5%,+68%,+3%,+3%,4,+2%,C,+2%,,,,,,,
1891,huile d\'olive vierge extra - marque repère rustica,356740652093602,['France'],[],[],?,?,?,?,?,,,,,,,,,,['marque repère rustica'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,Eau de source de Montagne - Auchan,3126710387761,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Auchan'],,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,mousse à la sardine - petite balade - 1,3700281510317,['France'],[],[],?,?,?,?,?,['boîte metal'],,,,,,,,1,['petite balade'],,,['Sans gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['France'],['Péchés française'],"['FR22067005', ""Grâces (Côtes-d'Armor, France)""]",,,,
1894,Bardane Pensée Sauvage,3401581695208,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,lait de producteurs du Massif Central - Mont Lait,359724000,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Mont Lait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,Quinoa - BIO VILLAGE,3564707995202,['France'],[],[],?,?,?,?,?,,,,,,,,,,['BIO VILLAGE'],,,,['Bio'],['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,Plain Chocolate Digestive Biscuits,5000169230381,['France'],[],[],?,499,"23,8","62,9","6,4",,2088 kj(499 kcal),"12,2","26,7","0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,graines courge - Leclerc bio vrac,2218437028216,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Leclerc bio vrac'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,Galettes de riz complet saveur choco-noisettes - Carrefour,32454135045,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Carrefour'],,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,pois cassés jardinière - Karine & Jeff,37600522305,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Karine & Jeff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,Lait frais demi écrémé - Auchan,1429984617681,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Auchan'],,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,Céréales vanille avec quinoa - Babybio,3288131100708,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Babybio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,Beurre demi sel - Grand fermage,3523410070755,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Grand fermage'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,fond de teint zero défaut - Yves rocher - 30ml,3660005880044,['France'],[],[],?,?,?,?,?,,,,,,,,,30 ml,['Yves rocher'],,,['Flacon verres'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,petits pois - bonduelle,303681097627,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Bonduelle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,Argan perfect - Sweo,3700098604407,['France'],[],[],?,?,?,?,?,['Plastique'],,,,,,,,,['Sweo'],,,['Shampoing'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,ferme des voisins - M\'pates,3760278090116,['France'],[],[],?,?,?,?,?,,,,,,,,,,"[""M\\'pates""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,000123456789,000123456789,['France'],[],[],?,150,3,6,12,,628 kj(150 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,lait demi-écrémé de vache - biocoop,760121213662,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Biocoop'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,Cidre de Bretagne - Casino,3040718074211,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Casino'],,B,"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidre de Bretagne']",,['Casino'],,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,,,,,,,,,,,,,,,,['France'],,,,,
1911,almond cookies - monte turina,841025100,['France'],[],[],?,?,?,?,?,,,,,,,,,,['monte turina'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,L’original lait - Côte d’or,0414022201220,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Côte d’or'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,nems au poulet - carte nature - 4x60g,3700471602297,['France'],[],[],?,?,?,?,?,['Plastique'],,,,,,,,4x60 g,['carte nature'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,châtaignes pelées au feu - repère,356470051404703,['France'],[],[],?,?,?,?,?,,,,,,,,,,['repère'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,épeautre noisette sans sucre ajouté - bjorg,229820783338,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Bjorg'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,flakes 5 céréales chocolat - terres et céréales,421557501715,['France'],[],[],?,?,?,?,?,,,,,,,,,,['terres et céréales'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,Raphael,2006050010424,['France'],[],[],?,?,?,?,?,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,eco+ - pain d\'épice,345097007091103,['France'],[],[],?,?,?,?,?,,,,,,,,,,"[""pain d\\'épice""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,Plantation - Marque Repère,359470070241302,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Marque Repère'],,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,hrissa,10498170,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,Intense abricot - Bonne maman,2608508813412,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Bonne maman'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,aubier de tilleul - botanic,03355671,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Botanic'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,Fromage frais nature - Bio village,356470700090102,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Bio village'],,,,['Bio'],['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,metformine - arrow generiques - 1000mg,3400927974977,['France'],[],[],?,?,?,?,?,['respecter les doses prescrites'],,,,,,,,1000mg,['arrow generiques'],,,,['Arrow lab'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,koroneiki - Terra Creta,520010180,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Terra Creta'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,Le Sorbais Maroilles de Nöel - Lesire,3276310000277,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Lesire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,Miel de Châtaignier - Le rucher de l\'école - Virginie Duchet - William Gay,0080070000001,['France'],[],[],?,?,?,?,?,,,,,,,,,,"[""Le rucher de l\\'école - Virginie Duchet - William Gay""]",,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,
1928,pains au lait - Pasquier,3256540000,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Pasquier'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,Box hiver - Ayumi,9100113220102,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Ayumi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,SAFRA\'NOV BIO - PHYTOSUD LABORATOIRES,3760235030629,['France'],[],[],?,?,?,?,?,,,,,,,,,,['PHYTOSUD LABORATOIRES'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,patamilka - milka,7622210585,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Milka'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,Coquilles chocolat,2030000025428,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,Boisson épeautre - Bio village,356470714297701,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Bio village'],,,,['Bio'],['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,merci - Intermarché,32503925597748,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Intermarché'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,paupiettes de saumon frais - intermarché,0209000008591,['France'],[],[],?,?,?,?,?,,,,,,,,,,['intermarché'],,,"['Produits de la mer', 'Poissons']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,beurre moulé - bio village,356470700089503,['France'],[],[],?,?,?,?,?,,,,,,,,,,['bio village'],,,,['Bio'],['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,boisson epeautre - bio village,35647071429,['France'],[],[],?,?,?,?,?,,,,,,,,,,['bio village'],,,,['Bio'],['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
