,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,packaging,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,additives,nova_score,quantity,brand,generic_name,eco_score,categories,labels,markets,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,manufacturing,ingredients_origins,traceability_code,link,palm_ingredients,brand_owner,origin_detail
1701,pineau - reynac,325051030260,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Reynac'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,château laroze labatisse - haut médoc,3663316011022,['France'],[],[],?,?,?,?,?,,,,,,,,,,['haut médoc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,chateau tour d\'horable - castillon côtes de bordeaux,571960004348,['France'],[],[],?,?,?,?,?,,,,,,,,,,['castillon côtes de bordeaux'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Biere brune CRAT\'R -,3701281300748,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,chips nature - leader price - 30g,3263853,['France'],[],[],?,?,?,?,?,['30 g'],,,,,,,,30g,['leader price'],,,['en:Chips'],,['Leader Price'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,clan corrigeant Spice,3163937163341,['France'],[],[],?,?,?,?,?,,,,,,,,,,['clan corrigeant Spice'],,,"['Boissons', 'Boissons alcoolisées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,Bio Curcuma - Sunday Natural,42604611134,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Sunday Natural'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Petit Navire,3760253432665,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Petit Navire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,Side eyes - Mikkeller,5704255119344,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Mikkeller'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,Roland Cottes - pérènes,33507400,['France'],[],[],?,?,?,?,?,,,,,,,,,,['pérènes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,jambon serrano - casino,3222472606,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Casino'],,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,confiture de cerises noires - fougerolles,3123020000939,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Fougerolles'],,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de cerises']",,,,,,,,73.9%,8.9%,10.5%,4.6%,1.7%,0.4%,50,,,,,,,,,,,,,,,,,,,,,,,,,
1713,Fine crema - Nescafé,7613034612243,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Nescafé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,Sel Fin épices Gingembre Thé Vert Shot,3760057472461,['France'],[],[],?,0,?,?,?,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Chocolat noir fourré tamarin - Mascarin,2443258312002,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Mascarin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Bott Geyl - riesling,8000110431009,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Riesling'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Givry,3491330006393,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Givry'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,Raclette,9230151818396,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,émietté de thon Germon a l algue wakame - la compagnie Bretonne - 90g,09718328,['France'],[],[],?,?,?,?,?,['Bocal verre'],,,,,,,,90g,['la compagnie Bretonne'],,,['en:Conserverie'],['en:conserverie familiale en Bretagne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,HEXA CONDOR NOIR - ALAIN DUCASSE,3700829007279,['France'],[],[],?,?,?,?,?,,,,,,,,,,['ALAIN DUCASSE'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,Chute saumon fumé - Andric,2216770042647,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Andric'],,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,,,,,,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,,,,,,,,,,,,
1722,Duracell Plus AA,5000394017641,['France'],[],[],?,?,?,?,?,"['hdpe-sleeve', 'card-carton']",,,,,,,,,['Duracell'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,Saveur d\'Ailleurs - CASINO,32224764636,['France'],[],[],?,?,?,?,?,,,,,,,,,,['CASINO'],,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,Séléction noir 72% - CARREFOUR,32701901565,['France'],[],[],?,?,?,?,?,,,,,,,,,,['CARREFOUR'],,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,Jambon supérieur - Félix Lucien,3302740025,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Félix Lucien'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,biscuits roses - FOSSIER,435071010011,['France'],[],[],?,?,?,?,?,,,,,,,,,,['FOSSIER'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,canapés seigle - netto,25039137357,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Netto'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,MACHE - SAINT ELOI,250390523970,['France'],[],[],?,?,?,?,?,,,,,,,,,,['SAINT ELOI'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,Fromage blanc au lait de brebis - BIO VILLAGE,356470712902202,['France'],[],[],?,?,?,?,?,,,,,,,,,,['BIO VILLAGE'],,C,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs', 'Fromages blancs au lait de brebis', 'Fromage blanc de brebis']",['Bio'],['Leclerc'],,,,,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,,,,,,,,,,,,,,,,,,,,
1730,briquette de loubressac -,342838001870,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,chateau Lagarde - Bordeaux Bio,3459181016152,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Bordeaux Bio'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,Cépage libre - Innowine,36760167391904,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Innowine'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,Couscous - Casino Bio,0322473592234,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Casino Bio'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,Pecan Biscotti Flavour - Nespresso Variations Italia,76300477812429,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Nespresso Variations Italia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,rooiboss - alter eco,700214613450,['France'],[],[],?,?,?,?,?,,,,,,,,,,['alter eco'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,Carafe avec fruit eau de vie de poire Williams 70cl - 70cL,3371732010337,['France'],[],[],?,?,?,?,?,,,,,,,,,70 cL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,gâteau orange,10079285590080,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,tarama avec oeufs de cabill - Blini,329207000,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Blini'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,huile d\'olive vierge extra - bouton d\'or,3250391594,['France'],[],[],?,?,?,?,?,,,,,,,,,,"[""bouton d\\'or""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,"Fromage blanc nature à 3,2%de MG - Super U",0149114080475,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Super U'],,C,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs']",,,,,,,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,,,,,,,,,,,,,,,,,,,,
1741,pu rjus de tomates - recoltons l\'avenir,356470661128301,['France'],[],[],?,?,?,?,?,,,,,,,,,,"[""recoltons l\\'avenir""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,Bourgogne Hautes cotes de Beaune - Nuiton Beaunoy,3340778000190,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Nuiton Beaunoy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,emmental français rapé - paturages,3250390793,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Paturages'],,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,
1744,Cristalo,0181140121111,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Cristalo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,Sirop de liège - Du vrai sirop de liège,9009162304408,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Du vrai sirop de liège'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,Grande Tranches Céréales et Graines - La Boulangère Bio,2181118724298,['France'],[],[],?,?,?,?,?,,,,,,,,,,['La Boulangère Bio'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,beurre demi sel aux cristaux de sel de Guérande - paysan Breton,1184476001125,['France'],[],[],?,?,?,?,?,,,,,,,,,,['paysan Breton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,Framboise et pralin chocolat noir - Grain de sel,3160888261218,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Grain de sel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,Après-repas - L\'esprit des plantes,3481890100020,['France'],[],[],?,?,?,?,?,,,,,,,,,,"[""L\\'esprit des plantes""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,Knacki original - Herta,761303843,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Herta'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,A.O.P huile d\'olive de Nyons biologique - NYONSOLIVE,261415150101,['France'],[],[],?,?,?,?,?,,,,,,,,,,['NYONSOLIVE'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,NYONSOLIVE - vignolis,26141515010,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Vignolis'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,classique - Carte noire,80000700166,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Carte noire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,SAUMON EDEN - eden gourmet - 3,990530101011818826,['France'],[],[],?,?,?,?,?,,,,,,,,,3,['eden gourmet'],INTER AGRO,,['Produits de la mer'],['Jamais congelé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,Le mas de la grange - PAPILLON,376028698055,['France'],[],[],?,?,?,?,?,,,,,,,,,,['PAPILLON'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,Fourrés abricots - Bjorg,3219220791767,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Bjorg'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,Gaec Rousset - Fromage au lait cru,3770000907148,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Fromage au lait cru'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,salade de la mee - Algues gastronomes,35099001051328,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Algues gastronomes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,vegan - biedermann bio,7619900231348,['France'],[],[],?,?,?,?,?,,,,,,,,,,['biedermann bio'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,Algues de Bretagne - CELNAT,3273120018096,['France'],[],[],?,?,?,?,?,,,,,,,,,,['CELNAT'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,foie gras entier -,32935401619,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,Suzi Wan,4002359516,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Suzi Wan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,Pastis bio - JANOT,30479600102,['France'],[],[],?,?,?,?,?,,,,,,,,,,['JANOT'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,aceto balsamico di modena biologico - Monari federsoni,800318500,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Monari federsoni'],,B,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",['Bio'],,,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,,,,,,,,,,,,,['Italie'],,,,,
1765,Oignon rouge,3760232560389,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,pure canne - bio village,356700709183104,['France'],[],[],?,?,?,?,?,,,,,,,,,,['bio village'],,,,['Bio'],['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,pure canne - marque repère,356470709183104,['France'],[],[],?,?,?,?,?,,,,,,,,,,['marque repère'],,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,pure canne - marque repère,35670709183104,['France'],[],[],?,?,?,?,?,,,,,,,,,,['marque repère'],,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,pure canne - marque repère,35647070918304,['France'],[],[],?,?,?,?,?,,,,,,,,,,['marque repère'],,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,pure canne - repère,35647074,['France'],[],[],?,?,?,?,?,,,,,,,,,,['repère'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,Foie gras - Lafitte,34108411,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Lafitte'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,Filet de truite fumée - Les Viviers du moulin,2275224044804,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Les Viviers du moulin'],,E,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",,,,,,,,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,,,,,,,,,,,,,,,,,,,,,,,
1773,Faux filet,2411896179479,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,Pain de mis sans croute à la farine complete - WW,3760049792059,['France'],[],[],?,?,?,?,?,,,,,,,,,,['WW'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,langues chocolatées - Fortwenger,3279130101,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Fortwenger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,fleur de colza - lesueur,265470005574,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Lesueur'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,Roquefort - CASINO,222471018446,['France'],[],[],?,?,?,?,?,,,,,,,,,,['CASINO'],,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,Le beurre Bio - Consommateurs,2700307357125,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Consommateurs'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,cafè salvador classic,8411012002810,['France'],[],[],?,?,?,?,?,,,,,,,,,,['cafè salvador classic'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,Cafè salvador classic,8411010200281,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Cafè salvador classic'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,beurre moulé doux - Grand Fermage,352323009362,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Grand Fermage'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,Grandes tranches moelleuses - U complet,32562226469,['France'],[],[],?,?,?,?,?,,,,,,,,,,['U complet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,Vype,3664581018334,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,Enorme zizi,15190,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,café éphémère - MALONGO,3187571131993,['France'],[],[],?,?,?,?,?,,,,,,,,,,['MALONGO'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,BAGUETTE RUSTIQUE - CARREFOUR,32765595264,['France'],[],[],?,?,?,?,?,,,,,,,,,,['CARREFOUR'],,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,COMTE EXTRA - CARREFOUR,356007093,['France'],[],[],?,?,?,?,?,,,,,,,,,,['CARREFOUR'],,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,['Carrefour'],,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,
1788,3564700667743,3564700667743,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,Extincteur,3588321126540,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,Pain aux graines Bio - Carrefour,523680357,['France'],[],[],?,?,?,?,?,,,,,,,,,,"['Carrefour', 'Carrefour Bio']",,,,['Bio'],['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,15% - Brideligt,3155250008232,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Brideligt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,Eau de source de Montagne d\'Auvergne Grand Barbier - Carrefour,0114190113508,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Carrefour'],,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,Flocons avoine complets - Terres et céréales bio,3482912455111,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Terres et céréales bio'],,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]",['Bio'],,,,,,,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,,,,,,,,,,,,,,,,,,,,,,,,,
1794,bio village - marque repere leclerc,30564707000598,['France'],[],[],?,?,?,?,?,,,,,,,,,,['marque repere leclerc'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,00058247,00058247,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,mûre myrtilles badiane - Comptoire des confitures,3770003241638,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Comptoire des confitures'],,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,,,,,,,,,,,,
1797,le blanc bordeaux - cosyns et fils,770010135067,['France'],[],[],?,?,?,?,?,,,,,,,,,,['cosyns et fils'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,equateur cacao 80% - ethiquable,376009172,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Ethiquable'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,vertuo double espresso chiaro - nespresso,76300476528,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Nespresso'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Beghin Say,174660000896,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Beghin Say'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,EPINARDS - NOTRE JARDIN,356470000572906,['France'],[],[],?,?,?,?,?,,,,,,,,,,['NOTRE JARDIN'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,Knacks d\'Alsace - Reflets de France,560070382828,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Reflets de France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Variation paris macaron,5364639690915,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,extra virgin olive oil ecologico - la tajana,0764549055937,['France'],[],[],?,?,?,?,?,,,,,,,,,,['la tajana'],,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['Bio'],,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,,,,,,,,,,,,
1805,rhum vieux agricole - rhum bielle,3361622110018,['France'],[],[],?,?,?,?,?,,,,,,,,,,['rhum bielle'],,C,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums', 'Rhums agricoles']",,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,,,,,,,,,,,,,,,,,
1806,lait Demi écrémé - Biocoop,0211210034208,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Biocoop'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,pâte à tartiner - Demelin,0511050001225,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Demelin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,Bavette de flachet caissette - Leclerc,0206006050319,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,eau de source - Montagnes d\'Arrée,3430690000,['France'],[],[],?,?,?,?,?,,,,,,,,,,"[""Montagnes d\\'Arrée""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,"Journal D'un Dégonflé, Tome 4 : Ca Fait Suer !",9782021041910,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,knacki végétale - Herta,0761303593742,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Herta'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,LINARD - U,325622416087,['France'],[],[],?,?,?,?,?,,,,,,,,,,['U'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Liqueur à la violette,3106760010123,['France'],[],[],?,?,?,?,?,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Twinings,50559539024,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Twinings'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,Confiture extra framboise,3556009995801,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,Sarrasin/chanvre - Les pâtes Celtes,37600995,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Les pâtes Celtes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
