,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,packaging,brand,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,allergens,nova_score,quantity,ingredients_origins,manufacturing,additives,markets,palm_ingredients,generic_name,link,origin_detail
102,Vinaigre de cidre,3165352121159,['France'],[],[],?,4,17 kj(4 kcal),"0,1",0,"0,9","0,9","0,1",,,B,,,"['Vinaigres', 'Vinaigres de cidre']",,0.1 g,en faible quantité,0 g,en faible quantité,0.9 g,en faible quantité,,,,-73%,-72%,-5%,-100%,-40%,+20%,-32%,,,,,,,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,,,,,,,,,,,,
103,Échalote,2802997001514,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Bière rocroy,5425032458172,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Foie gras de Canadá entier,3439496605708,['France'],[],[],?,534,2234 kj(534 kcal),55,23,"2,4","1,9","7,3","1,23","0,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 40261A', 'Saint-Geours-de-Maremne (Landes, France)']",,,,,,,,,,,
106,Pecan pie,3770014104212,['France'],[],[],?,353,1477 kj(353 kcal),21,"5,3",28,"8,4","9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Volvic au jus de fraise,53435682,['France'],[],[],?,20,84 kj(20 kcal),"0,5",0,"4,9","4,9","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Cordon bleu de dinde - Aljadid - 800g,8794114530288,['France'],"['55% viande volaille traitée en salaison ', 'viande de volaille et peau ', 'dinde : halal', 'eau', 'protéines végétales ', 'SOJA', ' et fibre de BLE', 'dextrose', 'sel', 'acidifiant : E262', 'antioxygène : E316', 'épices', 'arômes naturels', 'panure 22% ', 'farine de BLE', 'eau', 'sel', 'levures et épices', 'jambon de dinde cuit 10% ', 'cuisse de dinde', 'eau', 'protéines végétales ', 'SOJA', 'LACTOSE', 'dextrose', 'sel', 'stabilisants : E451 E452', 'exhausteur de goût : E621', 'arômes', 'sel', 'gélifiant : E407', 'antioxygène : E316', 'arômes de fumée', 'conservateur : E250', 'FROMAGE fondu 10% ', 'FROMAGES', 'eau', 'amidons modifiés', 'BEURRE', 'protéine de LAIT', 'LAIT écrémé en poudre', 'sel de fonte', 'E331 E452', 'gélifiant : E407', ""correcteur d'acidité"", 'E330', 'huile de tournesol', ' : 3%']","['Non végétalien', 'Non végétarien']",?,216,904 kj(216 kcal),13,"3,4",13,"2,4",12,"1,7","0,68",D,,['Aljadid'],"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Dindes', 'Préparations à la dinde', 'Cordons bleus', 'Cordons bleus de dinde']",,13 g,en quantité modérée,3.4 g,en quantité modérée,2.4 g,en faible quantité,1.7 g,en quantité élevée,,-4%,-3%,+7%,+7%,-10%,+36%,-5%,+28%,+28%,12,+69%,D,+69%,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,"['FR 41.053.002 CE', 'Choue (Loir-et-Cher, France)']","['Gluten', 'Lait', 'Soja']",4,800 g,,,"['E262 - Acétates de sodium', 'E316 - Érythorbate de sodium', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E331 - Citrates de sodium', 'E330 - Acide citrique']",,,,,
109,Halloumi,5290093000192,['France'],[],[],?,320,1339 kj(320 kcal),25,16,"1,9","1,8",3,"2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Noir dégustation République Dominicaine,3257986904830,['France'],[],[],?,582,2435 kj(582 kcal),43,26,35,31,"8,3",0,0,,,,,"['Bio', 'Bio européen', 'Nutriscore', 'Nutriscore D', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Nougat tendre,3105560082903,['France'],[],[],?,447,1870 kj(447 kcal),16,"1,3",65,59,"8,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Foie gras de canard entier mi-cuit - Panache des Landes - 320g,3356650005221,['France'],"['Foie gras de canard', 'sel', 'poivre', ' Canard origine: France']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,485,2029 kj(485 kcal),"50,1","22,9","1,6",0,"6,9","1,02","0,408",B,,['Panache des Landes'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers', 'Foies gras mi-cuits']","['Concours général agricole', 'IGP', 'Label Rouge', 'Médaille de bronze du Concours général agricole', 'Médaille de bronze du concours général agricole 2020']",50.1 g,en quantité élevée,22.9 g,en quantité élevée,0 g,en faible quantité,1.02 g,en quantité modérée,,-8%,-7%,-8%,-1%,-32%,-100%,-0%,-12%,-12%,20,-3%,E,-3%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,"['FR 40.126.003 CE', 'Hinx (Landes, France)']",,3,320 g,['France'],,,,,,,
113,Roti cuit tranches fines X8,2238077016923,['France'],[],[],?,139,582 kj(139 kcal),"4,2","1,6","0,5","0,5",25,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 28.027.005 CE', 'Bazoche-Gouet (Eure-et-Loir, France)']",,,,,,,,,,,
114,Filets poulets,2467751064282,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 56.017.001 CE', 'Bignan (Morbihan, France)']",,,,,,,,,,,
115,Escargot,3760195989449,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Haribo red love,3103220045718,['France'],[],[],?,346,1448 kj(346 kcal),"0,5","0,1",79,51,6,,,,,['Haribo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Krem Peynir,3073781122596,['France'],[],[],?,1003,4197 kj(1003 kcal),17,11,7,3,18,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Ganga,8410525215827,['France'],[],[],?,321,1343 kj(321 kcal),0,0,76,52,6,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Fromage de brebis,2995020005129,['France'],[],[],?,332,1389 kj(332 kcal),28,"19,9",0,0,20,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Beyaz Çikolatalı Gofret - Ülker,8690504136521,['France'],['Beyaz çikolata'],"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",?,0,0 kj(0 kcal),0,0,26,18,"2,7","0,13","0,052",,,['Ülker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Préparation chocolat chaud,1000036135904,['France'],[],[],?,80,335 kj(80 kcal),"2,5","1,1",80,60,"4,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Cookies Fruits Secs,3760074410514,['France'],[],[],?,471,1971 kj(471 kcal),23,11,56,32,"7,3","0,97","0,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Doğal kaynak su,8680763480176,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Coffee Popayán Supremo,5060495240027,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Saumon frais fumé,0291858090859,['France'],[],[],?,260,1088 kj(260 kcal),20,"2,4",0,0,20,"2,9","1,16",E,,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,20 g,en quantité modérée,2.4 g,en quantité modérée,0 g,en faible quantité,2.9 g,en quantité élevée,,+41%,+41%,+90%,+17%,-100%,-100%,-10%,+3%,+3%,15,+15%,D,+15%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,
126,Fruit sec,3325352055049,['France'],[],[],?,274,1146 kj(274 kcal),"0,37","0,09","65,6","54,7","2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Crevettes Coriandre et citron - Monoprix Bio,3350033760271,['France'],[],[],?,121,506 kj(121 kcal),"4,3","0,6",0,0,20,"0,95","0,38",,,['Monoprix Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Terrîe forestiere,3701011402544,['France'],[],[],?,293,1226 kj(293 kcal),"25,6","8,4","1,6","0,2",14,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Saint albray l affiné,2812823026895,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Baguette bio graine -,0200639007870,['France'],"['Farine pour baguette BIO Graines ', 'Farine Bio T65 ', 'Farine de BLE ', 'GLUTEN type 65', 'Farine de maïs torréfié', 'Germe de BLE', ""Extrait d'acerola"", 'Eau', 'Mélange graines 4 et Flocons ', ""Flocons d'AVOINE bio"", 'graines de lin jaune Bio', 'graines de Tournesol décortiqué bio et graines de millet décortiqué bio', 'sel', 'levure']",[],?,210,879 kj(210 kcal),"2,3","0,4",39,"0,9",7,"1,3","0,52",,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Avoine']",,,,,,,,,,
131,Velouté de Potimarron,3339332500665,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Extrait de plante verte,0705632866238,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Sel de guėrande,3305041000352,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,TOOKY,3180194010041,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Truffes fantaisie,3481290040964,['France'],[],[],?,591,2473 kj(591 kcal),44,37,43,39,"4,2","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Hummus trio,8719172050400,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Noir orange,7640159890454,['France'],[],[],?,559,2339 kj(559 kcal),39,24,39,34,8,,,,,,,"['Bio', 'Bio européen', 'CH-BIO-006']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['FSC-C106875'],,,,,,,,,,,
138,Sucette chocolat noir,3474340025615,['France'],[],[],?,548,2293 kj(548 kcal),37,22,44,41,"5,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Sucette chocolat,5414730411329,['France'],[],[],?,559,2339 kj(559 kcal),35,21,52,52,"8,3","0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,BLEU DE LAQUEUILLE,2488710018177,['France'],[],[],?,334,1397 kj(334 kcal),28,19,"0,5","0,5",20,"2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Galette frangipane delifrance,3291810193328,['France'],[],[],?,408,1707 kj(408 kcal),"29,4","16,7","28,8",9,"6,1","0,61","0,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Pimiento baby rellenos de Aceituna,8411102016400,['France'],[],[],?,460,1925 kj(460 kcal),48,"5,4","1,2","1,2","1,3","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,S'mores Bites - Whole Foods Market,0099482498788,['France'],[],[],?,150,628 kj(150 kcal),7,"3,5",21,16,1,,,,,['Whole Foods Market'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Peanut butter &Jelly,0034017442188,['France'],[],[],?,220,920 kj(220 kcal),15,8,19,15,5,"0,112","0,045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Truffes fantaisie,3290041001426,['France'],[],[],?,612,2561 kj(612 kcal),"46,8","42,2","41,9","38,1","3,7","0,19","0,076",,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Truffes en chocolat']",,46.8 g,en quantité élevée,42.2 g,en quantité élevée,38.1 g,en quantité élevée,0.19 g,en faible quantité,,+5%,+5%,+8%,+29%,+4%,+4%,-22%,+45%,+45%,25,+5%,E,+5%,,,,,,,,,,,,,,,,,,,
146,Sauternes reserve 2013,3660989158900,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Fig & quinoa,0837246004611,['France'],[],[],?,230,962 kj(230 kcal),14,10,22,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Sardine Portoghesi All'olio Di Oliva 125G,80038672,['France'],[],[],?,227,950 kj(227 kcal),"14,8","3,7",0,0,"23,5","1,25","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Saumon fumé du Loch -,2282180138416,['France'],"['SALMO SALAR', ' SAUMON Atlantique Label Rouge élevé en Écosse', 'sel']",[],708,169,708 kj(169 kcal),"9,11","2,45",0,0,"21,8",,,E,,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,9.11 g,en quantité modérée,2.45 g,en quantité modérée,0 g,en faible quantité,,,-8%,-9%,-8%,-13%,+19%,-100%,-100%,-1%,,,,,,,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,"['FR 56.046.022 CE', 'Crach (Morbihan, France)']",['Poisson'],3,,,,,,,,,
150,Chocolat - Maison Guinguet,3760052690532,['France'],[],[],?,567,2372 kj(567 kcal),"39,6","18,6","41,6","37,6","8,39","0,113","0,045",,,['Maison Guinguet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Chocolat,3700956434078,['France'],[],[],?,525,2197 kj(525 kcal),31,11,52,50,"6,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Libeert,5411901461268,['France'],[],[],?,505,2113 kj(505 kcal),30,17,50,45,"5,4","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Sel Bleu Saphir De Perse,3760057478562,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Vin domaine brunely,3770003548331,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Lipton ice tea peche,3168930161158,['France'],[],[],?,46,192 kj(46 kcal),4,0,46,"4,5",0,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Halloumi,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Vigne rouge bio,3286010059116,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Dolcetti al cioccolato,8001667006857,['France'],[],[],?,526,2201 kj(526 kcal),"30,6","7,3","53,9","5,2","7,6","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Bloc de foie gras de canard,3460080000098,['France'],[],[],?,?,,?,,?,,?,,,B,,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard']",,,,,,,,,,,,,,,,,,,,,,,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,
160,KitKat Christmas break,8000300401530,['France'],[],[],?,537,2247 kj(537 kcal),"31,4","17,3","55,6","50,4","6,2","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Pur jus de pomme bio,3760039400055,['France'],[],[],?,44,184 kj(44 kcal),0,0,11,11,0,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Amandins verger d'été,3465170900425,['France'],[],[],?,401,1678 kj(401 kcal),17,0,57,51,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Melange d olives au thym de provence -,3760112142506,['France'],"['Olives vertes et tournantes tailladées importées', 'olives Picholines de Provence', 'olives noires et Coquillos importées', 'saumure ', 'eau', 'vinaigre de vin', 'sel', 'acidifiant : acide citrique E330', 'huile de tournesol', 'thym de Provence ', '0,23%']",[],?,231,967 kj(231 kcal),"23,1","3,2","4,6","0,4","1,2","1,86","0,744",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Anhydride sulfureux et sulfites'],,,,,['E330 - Acide citrique'],,,,,
164,Mamy Broniz,3760146531208,['France'],[],[],?,473.6,1982 kj(473 kcal),"31,3","20,6",40,"31,1","6,4","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Sophie /,3760169521750,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Olives Grecques de Amfissa,5200134920488,['France'],[],[],?,148,619 kj(148 kcal),"13,6","5,4","1,54","1,54",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Bloc de foie gras de canard,3700766400607,['France'],[],[],?,471,1971 kj(471 kcal),"48,8",18,"1,5","1,5","5,6","1,3","0,52",B,,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard']",,48.8 g,en quantité élevée,18 g,en quantité élevée,1.5 g,en faible quantité,1.3 g,en quantité modérée,,-8%,-8%,-8%,-20%,-36%,+11%,-19%,+7%,+7%,20,-3%,E,-3%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,
168,Buche chemin de fer,0278999058382,['France'],[],[],?,282,1180 kj(282 kcal),"5,8","1,8",47,29,10,"0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Civet de canard aux cépes,3700744301940,['France'],[],[],?,112,469 kj(112 kcal),"5,3","2,5","3,2",0,"12,9","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Cacao maigre aromatisé caramel biologique,3760057475998,['France'],[],[],?,?,,?,,?,,?,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,couronne des rois - GIE BPGR - 450gr,3256540003767,['France'],[],[],?,?,,?,,?,,?,,,,['plat alu et poche plastique'],['GIE BPGR'],['Decongelee'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450 gr,['Inconnu'],['aubigny en Artois'],,,,,,
172,Saucisson de porc fumé de l'île de beauté,2228230033522,['France'],[],[],?,366,1531 kj(366 kcal),"26,3","10,15","0,4","0,2","31,8","4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Pâté du Limousin -,3760239753548,['France'],"['Viande de Porc', 'foie de volaille', 'châtaignes 4%', 'vin blanc ', 'SULFITES', 'Porto', 'sel', 'échalote', 'ail', 'poivre', 'persil']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,337,1410 kj(337 kcal),30,10,"2,7",0,14,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Anhydride sulfureux et sulfites'],,,,,,,,,,
174,Fois gras de canard,2800106003008,['France'],[],[],?,526,2201 kj(526 kcal),"54,6",23,"0,026","0,026","8,41","1,11","0,444",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Pâtes d’esize 380,7600000003280,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,The noir detox,3701229000006,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Chouquettes,0211779010828,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Chocolats fourrés,3701424401974,['France'],[],[],?,492,2059 kj(492 kcal),"31,2",18,"47,5","42,5","5,2","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Three oceans,5060061303491,['France'],[],[],?,?,,?,,?,,?,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Anondance,2489467037008,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,APERO DE PATATE DOUCE,274753,['France'],[],[],?,88,368 kj(88 kcal),"1,6","0,2","15,3","5,8","1,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Pâté en croûte richelieu - Auchan,3596710488353,['France'],[],[],?,355,1485 kj(355 kcal),24,"9,2",24,"0,8",10,"1,7","0,68",,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,
183,Filet de poulet extra tendre,2276746042514,['France'],[],[],?,?,,?,,?,,?,,,D,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
184,vinaigre de cidre,3701220204595,['France'],[],[],?,?,,?,,?,,?,,,B,,,"['Vinaigres', 'Vinaigres de cidre']",,,,,,,,,,,,,,,,,,,,,,,,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,,,,,,,,,,,,
185,Pintade farcie aux pruneaux et a l’armagnac de Gascogne,3435660776526,['France'],[],[],?,197,824 kj(197 kcal),11,"3,4",6,"2,5",18,"0,81","0,324",,,,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Шпроти в олії - Sprotid oils,4820062443357,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Croustillants myrtilles enrobage chocolat,3281580301856,['France'],[],[],?,498,2084 kj(498 kcal),"23,4","13,44","63,3","40,3","6,6","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Noix de coco jeune fraîche,8588696608493,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Carré d’Aurillac,0205054011389,['France'],[],[],?,307,1284 kj(307 kcal),25,18,"1,5",0,19,"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Sedani,8008647000331,['France'],[],[],?,330,1381 kj(330 kcal),1,"0,4",58,"0,3",15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Vin blanc Fleur de Charlotte,3760143731540,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Le petit bergue,3760199350191,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Cooking sauce for two Tikka masala,0608171075089,['France'],[],[],?,199,833 kj(199 kcal),18,"9,7","7,7","4,8","2,6","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,La feverie,3760312260307,['France'],[],[],?,639,2674 kj(639 kcal),55,34,24,0,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Abricot seché,8681851008340,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Bière,0634065997809,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Noodle japanese teriyaki,8719992250707,['France'],[],[],?,133,556 kj(133 kcal),"0,5",0,"27,6",5,45,"1,23","0,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Fois gras de canard entier,3513261200371,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Les traditionnelles Abricot Framboise,3760264920021,['France'],[],[],?,230,962 kj(230 kcal),0,0,54,54,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
