,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,additives,nova_score,allergens,generic_name,traceability_code,markets,manufacturing,ingredients_origins,palm_ingredients,link,brand_owner
74,Brioche nature décor sucre,3173310020093,['France'],[],[],?,423,1770 kj(423 kcal),"16,6",12,"57,2","19,5","9,7","0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,
75,Papaye cube déshydratée,2600127020271,['France'],[],[],?,342,1431 kj(342 kcal),0,0,85,76,0,"0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Jambon Serrano - Filière Qualité Carrefour - 400g,8410789006762,['France'],"['Jambon de porc', 'sel', 'antioxydant : ascorbate de sodium', 'conservateurs : nitrate de potassium et nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1211,?,1211 kj(289 kcal),18,"6,6","0,5","< 0,5",32,"5,3","2,12","['Filière Qualité Carrefour', 'Carrefour']",E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",18 g,en quantité modérée,6.6 g,en quantité élevée,0.5 g,en faible quantité,5.3 g,en quantité élevée,+21%,,+21%,+43%,+41%,-30%,+12%,+5%,+13%,+13%,19,+16%,E,+16%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,"['Fabriqué en Espagne', 'en:traditional-speciality-guaranteed']",400 g,"['Barquette', 'Plastique']","['E301 - Ascorbate de sodium', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",3,,,['ES 10.19227/TE CE'],['Carrefour'],['Espagne'],['Espagne'],,,
77,Dragées amandes avola,3078810602100,['France'],[],[],?,492,2059 kj(492 kcal),24,"1,8",55,54,11,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Mandarine 1kg - 1kg,8400085050013,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],1 kg,,,,,,,,,,,,
79,Kartoffelpfanne - Hofgut,4306205538628,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,['Hofgut'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Carambar de Noël,3664346310185,['France'],"['Sucre', 'sirop de glucose', 'huiles végétales ', 'palme', 'colza', 'acidifiants ', 'acide citrique', 'acide tartrique', 'acide malique', 'arômes', 'gélatine', ""correcteur d'acidité "", 'malates de sodium', 'colorants ', 'anthocyanes', 'lutéine', 'E133', 'émulsifiants ', 'E473', 'E471', 'amidon']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,395,1653 kj(395 kcal),"5,6","2,8",83,60,"0,5","0,36","0,144",['Carambar'],E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Bonbons']",5.6 g,en quantité modérée,2.8 g,en quantité modérée,60 g,en quantité élevée,0.36 g,en quantité modérée,,-11%,-11%,-77%,-68%,+80%,+54%,-93%,+173%,+173%,17,-5%,D,-5%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,"['Carton', 'boîte', 'Plastique']","['E330 - Acide citrique', 'E334 - Acide L-tartrique', 'E296 - Acide malique', 'E428 - Gélatine', 'E350 - Malates de sodium', 'E163 - Anthocyanes', 'E161b - Lutéine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E473 - Sucroester', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,,"Confiseries aromatisées, parfums assortis.",,,,,['Huile de palme'],,
81,Maple Syrup - Selection,0059749873611,"['Canada', 'France']",[],[],?,220,920 kj(220 kcal),0,0,54,48,0,0,0,['Selection'],,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",0 g,en faible quantité,0 g,en faible quantité,48 g,en quantité élevée,0 g,en faible quantité,,-19%,-19%,-100%,-100%,-21%,-21%,-100%,-100%,-100%,12,-9%,D,-9%,,,,,,,,,,['Bouteille'],,,,,,,,,,,
82,Black Tiger,0635131582561,['France'],[],[],?,85,356 kj(85 kcal),"0,8","0,3",0,0,20,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Süßkartoffel Püree - Werner’s,4014223067708,"['France', 'Allemagne']",[],['Végétarien'],?,?,,?,,?,,?,,,['Werner’s'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Préparations à base de pommes de terre', 'Purées', 'Purées de pommes de terre']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Sans lactose']",,['Paket'],,,,,,,,,,,
84,2000530170196,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Calendrier de l'avant nativité - Jacquot - 75g,3173287205608,['France'],"['Sucre', 'poudre de lait entier', 'beurre de cacao', 'pâte de cacao', 'émulsifiants : lécithine de tournesol', 'polyricinoléate de polyglycérol', 'arôme naturel de vanille']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,517,2163 kj(517 kcal),26,16,63,61,"6,5","0,15","0,06",['Jacquot'],,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Aliments et boissons de Noël', 'Chocolats', ""Calendriers de l'avent"", 'Assortiments de chocolats']",26 g,en quantité élevée,16 g,en quantité élevée,61 g,en quantité élevée,0.15 g,en faible quantité,,-6%,-6%,-29%,-24%,+37%,+47%,-9%,+11%,+11%,26,+7%,E,+7%,,,,,,,,,75g,,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]",4,,,,,,,,,
86,Jean de brie - Fromagère de la Brie - 250g,3390010003342,['France'],"['lait cru', 'ferments lactiques', 'sel', 'présure animale']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,389,1628 kj(389 kcal),38,"25,7","1,8","1,76",10,"1,3","0,52",['Fromagère de la Brie'],B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Fromages au lait cru', 'Bries', ""Fromages d'Ile de France""]",38 g,en quantité élevée,25.7 g,en quantité élevée,1.76 g,en faible quantité,1.3 g,en quantité modérée,,+25%,+25%,+47%,+41%,+158%,+363%,-47%,-18%,-18%,14,-6%,D,-6%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Produit en Ile de France'],250g,['Frais'],,3,['Lait'],,,,,"['France', 'Lait origine France']",,,
87,"Edelmarzipan Brot, Süß",22117793,['France'],[],[],?,470,1966 kj(470 kcal),"23,8","5,4",52,52,"8,2","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,multifruits 100 0/0  pur jus - U - 50cl,3246125416747,['France'],[],[],?,?,,?,,?,,?,,,['U'],D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits', 'Jus de fruits pur jus', 'Jus multifruits pur jus']",,,,,,,,,,,,,,,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,50 cl,['Bouteille'],,,,,,,,,,,
89,Jus de pomme,0009952895207,['France'],[],[],?,?,,?,,?,,?,,,,C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",,,,,,,,,,,,,,,,,,,,,,,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,,,,,,,
90,Chouquette,2030500241649,['France'],[],[],?,?,,?,,?,,?,,,,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chouquettes']",,,,,,,,,,,,,,,,,,,,,,,77.4%,13.4%,5.7%,3.0%,0.4%,0.0%,72,,,,,,,,,,,,,,
91,Confit de manchon de canard,3067162191486,['France'],[],[],?,256,1071 kj(256 kcal),"17,6","5,5","0,1","0,1","24,3",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Chocolat au mait,2010081999993,['France'],[],[],?,532,2226 kj(532 kcal),"30,5","18,3",57,"55,6","5,8","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Maison montfort - grand heritage foie gras de canard entier recette a l'ancienne torchon - origine igp sud-ouest pi - 200g,3104544019652,['France'],"['Foie gras de canard ', 'origine France', 'sel', 'poivres 0,28%', 'sucre', 'conservateur : nitrite de sodium', ' Bouillon de cuisson : eau', 'fond de volaille ', 'carcasses de volailles', 'eau', 'carotte', 'oignon', 'poivre noir', 'girofle', 'thym,', ' sel', 'purée de tomate', ""extraits d'oignon et de carotte"", 'thym']","['Non végétalien', 'Non végétarien']",?,503,2105 kj(503 kcal),51,22,3,1,"7,6","1,175","0,47",['Maison Montfort'],B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard']",51 g,en quantité élevée,22 g,en quantité élevée,1 g,en faible quantité,1.18 g,en quantité modérée,,-2%,-2%,-4%,-2%,+29%,-26%,+9%,-3%,-3%,21,+2%,E,+2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,['IGP Sud-Ouest'],200g,['Torchon'],"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",3,,,,,,,,,
94,Feine Leberwurst -,4007695026700,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de foie', 'de:Feine Leberwürste']",,,,,,,,,,,,,,,,,,,,,,,88.6%,4.9%,1.5%,1.3%,0.8%,2.9%,27,,,,,,,Leberwurst,,,,,,,
95,10 mini beignets -,0201417024270,['France'],[],[],?,395,1653 kj(395 kcal),22,10,42,13,"6,9","0,92","0,368",,,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",22 g,en quantité élevée,10 g,en quantité élevée,13 g,en quantité élevée,0.92 g,en quantité modérée,,+11%,+11%,+39%,+188%,-7%,-20%,+9%,+25%,+25%,19,+58%,E,+58%,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,Beignets natures,,,,,,,
96,Bierschinken - Metzgerfrisch,20196639,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,['Metzgerfrisch'],,"['Viandes', 'Charcuteries', 'Saucisses']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brühwurst mit Einlagen,,,,,,,
97,Refresco Po Laranja,5604260251353,['France'],[],[],?,376,1573 kj(376 kcal),2,"1,4","75,3","67,7","0,1","2,34","0,936",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Griebenschmalz mit Tomaten und Basilikum,20833114,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Pruneaux vrac,2003556019685,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Pruneaux vrac,2003556019685,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Sadellen Filets - Zarotti - 65g,80258575,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,['Zarotti'],B,"['Produits de la mer', 'Poissons', 'Anchois', 'Filets de poissons', ""Filets d'anchois""]",,,,,,,,,,,,,,,,,,,,,,,64.2%,0.0%,6.1%,25.8%,3.1%,0.8%,78,,65g,['Glas'],,,,,,,,,,,
102,Gusparo Roll Cacao 200G,8007380000561,['France'],[],[],?,341,1427 kj(341 kcal),"10,5","5,1","56,1","30,9","4,9","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,,,,,
103,Chocolat au lait,8006423200678,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,,,,,
104,essentiel vitalité - Tropicana,5410188079586,['France'],[],[],?,?,,?,,?,,?,,,['Tropicana'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Foie gras de canard entier du sud-ouest - Delpeyrat,3067163631356,['France'],[],[],?,550,2301 kj(550 kcal),57,25,"2,7","1,5","7,1","0,93","0,372",['Delpeyrat'],B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",57 g,en quantité élevée,25 g,en quantité élevée,1.5 g,en faible quantité,0.93 g,en quantité modérée,,+4%,+4%,+5%,+8%,+13%,+14%,-6%,-22%,-22%,20,-4%,E,-4%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,,
106,Haché au Bœuf Oignons - Bigard,3273230050269,['France'],"['Viande de boeuf 92 % ', 'origine France', ' eau', 'oignons déshydrates 1,13 %', 'arôme naturel', 'vinaigre blanc', 'dextrose', 'sel', 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1107,?,1107 kj(265 kcal),19,8,"2,6","1,4",16,"0,65","0,26",['Bigard'],,"['Viandes', 'Bœuf', 'Viandes fraîches', 'Préparations de viande', 'Préparations de viande bovine', 'Préparations de viande fraîches', 'Préparations de viande hachée', 'Réfrigérés', 'Préparations de viande hachées fraîches', 'Préparations de viande bovine hachée', 'Préparations de viande bovine hachée fraîches']",19 g,en quantité modérée,8 g,en quantité élevée,1.4 g,en faible quantité,0.65 g,en quantité modérée,+30%,,+28%,+30%,+36%,+20%,+112%,+5%,-24%,-24%,12,+33%,D,+33%,,,,,,,,,,"['Frais', 'Plastique']",['E300 - Acide ascorbique'],4,,"Préparation de viande hachée au bœuf à l'oignon, aromatisée.",,,['France'],['France'],,,
107,Muscat luberon - Saveurs des Terroirs,3760125981444,['France'],[],[],?,60,251 kj(60 kcal),"0,5","0,1",15,15,"0,5","0,01","0,004",['Saveurs des Terroirs'],,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,+22%,+26%,-77%,-86%,+204%,+585%,-72%,-98%,-98%,,,,,,,,,,,,,,,,,,,,,,,,,
108,Jus de raisin Pétillant Champ d'Or,3497850009098,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Calendrier de l'Avent - Cora,3257984638874,['France'],[],[],2281,?,2281 kj(545 kcal),32,17,58,57,"5,7","0,18","0,072",['Cora'],,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Aliments et boissons de Noël', 'Bonbons de chocolat', ""Calendriers de l'avent""]",32 g,en quantité élevée,17 g,en quantité élevée,57 g,en quantité élevée,0.18 g,en faible quantité,+2%,,+6%,+9%,-3%,+3%,+10%,-4%,-6%,-6%,25,-0%,E,-0%,,,,,,,,"['Point Vert', 'Triman']",,"['Carton', 'Plastique']",,,"['Lait', 'Fruits à coque']",Assortiment de bonbons de chocolat.,"['EMB 10387', 'Troyes (Aube, France)']",['Cora'],,,,,
110,Dessert Triology - 378g,4059699007414,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378 g,,,,,,,,,,,,
111,Schokoladen Eiscreme Dessert - 396g,1018699001399,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",,,,,,,,,,,,,,,,,,,,,,,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,396 g,,,,,,,,,,,,
112,Dolce Fiore - 378g,4059699001405,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378 g,,,,,,,,,,,,
113,Maria chocolate,8434165460003,['France'],[],[],?,466,1950 kj(466 kcal),17,"4,2",69,24,"7,6","0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Poulet fermier jaune label rouge élevé en liberté,0221565024533,['France'],[],[],?,?,,?,,?,,?,,,,,"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Label Rouge'],,,,,,,,,,,,,
115,12 oeufs moyens,3760196960041,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Sauternes - Château Voigny - 75cl,3442990102000,['France'],[],[],?,?,,?,,?,,?,,,['Château Voigny'],C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux', 'Vins blancs', 'Vins liquoreux', 'Sauternes']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,75cl,,,,,,,,,['France'],,,
117,Saucisson sec pur porc -,2688499021584,['France'],[],[],?,454,1900 kj(454 kcal),38,"15,7","5,3","2,12","22,7","3,88","1,552",,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs pur porc']",38 g,en quantité élevée,15.7 g,en quantité élevée,2.12 g,en faible quantité,3.88 g,en quantité élevée,,+10%,+10%,+17%,+23%,+127%,+39%,-17%,-17%,-17%,25,+3%,E,+3%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,,,,
118,Roasted almond Les recettes de l'atelier - Nestlé,7613036240925,['France'],[],[],?,565,2364 kj(565 kcal),"38,6","17,1","40,9","37,4","9,1","0,01","0,004",['Nestlé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Saucisses de Toulouse,3273625860244,['France'],[],[],?,248,1038 kj(248 kcal),21,"7,6","0,7","0,7",14,"2,2","0,88",,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Toulouse']",21 g,en quantité élevée,7.6 g,en quantité élevée,0.7 g,en faible quantité,2.2 g,en quantité élevée,,+14%,+13%,+28%,+19%,-58%,+14%,-7%,+28%,+28%,19,+26%,E,+26%,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,
120,Aiguillettes de poulet,2227487031626,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,"['FR 89.069.001 CE', 'Chailley (Yonne, France)']",,,,,,
121,Nougat noir - Fruidoraix - 80g,3364474464278,['France'],"['Amandes 45% ', 'miel', 'sucre', 'sirop de glucose', 'pistaches 3', '33%', 'pain azyme ', 'fécule de pomme de terre', 'eau,', 'vanilline', ' Ce produit peut contenir des traces de fruits à coque', 'lait et du gluten']","['Sans huile de palme', 'Non végétalien']",?,425,1778 kj(425 kcal),"12,5","1,85","72,5","67,5","7,5","0,065","0,026",['Fruidoraix'],E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats', 'Nougats noirs']",12.5 g,en quantité modérée,1.85 g,en quantité modérée,67.5 g,en quantité élevée,0.0648 g,en faible quantité,,-18%,-18%,-60%,-30%,+63%,+82%,-36%,+199%,+199%,14,-3%,D,-3%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,80g,,,4,['Fruits à coque'],,,,,,,https://www.fruidoraix.com/boutique/barre-oncle-dur/,
122,Gran Pasticceria,8029044106013,['France'],[],[],?,559,2339 kj(559 kcal),35,17,51,41,"8,2","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Bâtonnets torsades 7/8 mm,3437340046721,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"Chocolate Protein Bites,Yoghurt - Bulkpowders",5055950603462,['France'],[],[],?,526,2201 kj(526 kcal),31,19,32,28,31,"0,48","0,192",['Bulkpowders'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Saucisse fumée à Cuire Supérieure,0248085057131,['France'],[],[],?,288,1205 kj(288 kcal),24,10,"0,4","0,4",17,"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Reblochon de Savoie au lait cru de vache - Nos régions ont du talent,2860121043564,['France'],[],[],?,328,1372 kj(328 kcal),27,19,0,0,0,"1,3","0,52",['Nos régions ont du talent'],D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'en:aoc-cheeses', 'en:labeled-cheeses']",27 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.3 g,en quantité modérée,,+1%,+2%,+1%,+1%,-100%,-100%,-100%,-3%,-3%,19,+33%,E,+33%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,
127,Jambon cuit superieur - 0.217kg,0211405023093,['France'],[],[],?,115,481 kj(115 kcal),"2,9","1,1","0,5","0,5","21,8","1,42","0,568",,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",2.9 g,en faible quantité,1.1 g,en faible quantité,0.5 g,en faible quantité,1.42 g,en quantité modérée,,-13%,-12%,-40%,-40%,-25%,-16%,+3%,-24%,-24%,3,-57%,C,-57%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['Viande Française', 'Viande Porcine Française', 'Qualité supérieure']",0.217 kg,,,,,,"['FR 29.247.022 CE', 'Saint-Évarzec (Finistère, France)']",,,,,,
128,Chorizo Doux,2688497017848,['France'],[],[],?,476,1992 kj(476 kcal),43,17,"2,3","1,8",20,"3,9","1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,,
129,Madeleine,8411037770057,['France'],[],[],?,447,1870 kj(447 kcal),22,4,58,45,4,1,"0,4",,B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",22 g,en quantité élevée,4 g,en quantité modérée,45 g,en quantité élevée,1 g,en quantité modérée,,+1%,+2%,-4%,-42%,+10%,+64%,-30%,+23%,+23%,21,+14%,E,+14%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,,,,,,,
130,Panettone Classico - Pasticceria del Casato - 1kg,8002331006869,['France'],[],[],?,380,1590 kj(380 kcal),"16,4","9,6","50,9","21,6","7,2","0,3","0,12",['Pasticceria del Casato'],C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",16.4 g,en quantité modérée,9.6 g,en quantité élevée,21.6 g,en quantité élevée,0.3 g,en quantité modérée,,+2%,+2%,+9%,+7%,-1%,-17%,+5%,-32%,-32%,18,-3%,D,-3%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,1 kg,"['Carton', 'Plastique']",,,,,,,,,,,
131,Pain campagne 400GR LS,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
132,dis brule graisse - 500ml,0164990711145,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 ml,,,,,,,,,,,,
133,Deli Leberwurst,4032687109093,['France'],[],[],?,336,1406 kj(336 kcal),"29,8",10,"0,4","0,4","16,4",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['DE BW-05038 EG'],,,,,,
134,Coquillettes mais riz quinoa - Valpibio - 500g,01535036,['France'],"['farine de mais blanc* 20%', 'farine de mais jaune* 20%', 'farine de riz* 20%', 'farine de quinoa* 20%', 'amidon de riz*', "" \r *Issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,360,1506 kj(360 kcal),"1,8","0,5",78,"0,9","6,6",0,0,"['Valpibio', 'Valpiform', 'Valpi Bio']",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Produits sans gluten', 'Pâtes sèches', 'Pâtes alimentaires sans gluten', 'Pâtes de maïs', 'Pâtes de riz', 'Coquillettes']",1.8 g,en faible quantité,0.5 g,en faible quantité,0.9 g,en faible quantité,0 g,en faible quantité,,+1%,+1%,+38%,+94%,+1%,+22%,-2%,-100%,-100%,-2,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,"['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'IT-BIO-009', 'Fabriqué en Italie']",500 g,"['Sec', 'Carton']",,3,,Spécialité céréalière sans gluten biologique,,['Biocoop'],['Italie'],,,https://www.gourmetsansgene.com/pates-semoules-riz/472-coquillettes-mais-riz-quinoa-sans-gluten-bio-valpibio-500g-lppr-280.html,
