,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,additives,nova_score,allergens,generic_name,traceability_code,markets,manufacturing,ingredients_origins,palm_ingredients,link,brand_owner
883,Cuisses de poulet fermier - Loué,0217810026308,['France'],[],[],?,?,,?,,?,,?,,,['Loué'],D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['IGP', 'Label Rouge']",,,,,,,,,,,,,
884,Filet de poulet roti - Le Gaulois,2431628042772,['France'],[],[],?,151,632 kj(151 kcal),"5,8","1,4",0,0,24,"1,4","0,56",['Le Gaulois'],D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",5.8 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,,+15%,+16%,+101%,+88%,-100%,-100%,+5%,+87%,+87%,3,,C,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Sans conservateurs'],,,,,,,,,,,,,
885,Gelée de Goyave -,6091115000072,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits', 'Gelées de goyave']",,,,,,,,,,,,,,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,
886,Quiche flamande,3573400005731,['France'],[],[],?,207,866 kj(207 kcal),12,"6,4",15,"2,4","8,9","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 59.034.001 CE', 'Avelin (Nord, France)']",,,,,,
887,Calendrier avant Justice League,5056086521323,['France'],[],[],?,503,2105 kj(503 kcal),23,14,68,56,7,"0,2","0,08",,,"['Aliments et boissons de Noël', ""Calendriers de l'avent""]",23 g,en quantité élevée,14 g,en quantité élevée,56 g,en quantité élevée,0.2 g,en faible quantité,,-1%,-2%,-22%,-20%,+21%,+9%,+18%,+4%,+4%,26,+4%,E,+4%,,,,,,,,,,,,,,,,,,,,,
888,Boudin de campagne,2245885017387,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,Miel d'acacia au safran,3770007397171,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,
890,Aiguilettes de poulet - La Nouvelle Agriculture,0213329018766,['France'],[],[],?,104,435 kj(104 kcal),"1,3","0,4",0,0,23,"0,1","0,04",['La Nouvelle Agriculture'],D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,,-17%,-17%,-30%,-16%,-100%,-100%,+1%,-77%,-77%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
891,Houmous pois chiches poivrons -,3389090021360,['France'],"['Pois chiche* 32 % ', 'origine France', 'eau', 'poivron rouge 18 %', 'huile de tournesol', ""huile d'olive vierge extra*"", 'jus de citron', 'huile de sésame*', 'sel de Guérande IGP 0,6 %', 'sucre*', 'ail*', 'cumin*', 'coriandre""', 'gingembre*', "" *100 % d'ingrédients agricoles biologiques"", ' Traces de poissons', 'crustacés', 'mollusques', 'gluten', 'céleri', 'œufs et sulfites']",[],?,304,1272 kj(304 kcal),24,"2,9",13,2,"6,5","0,72","0,288",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",24 g,en quantité élevée,2.9 g,en quantité modérée,2 g,en faible quantité,0.72 g,en quantité modérée,,+16%,+16%,+19%,+18%,+23%,+49%,+0%,-31%,-31%,4,-20%,C,-20%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,"['Bio', 'Bio européen', 'Fabriqué en France', 'AB Agriculture Biologique']",,,,3,['Graines de sésame'],,,,,,,,
892,"Carrefour - 0,308kg",0219965026967,['France'],[],[],?,?,,?,,?,,?,,,['Carrefour'],C,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Viande Française', 'Volaille-francaise']","0,308 kg","['Barquette', 'Plastique', 'Frais']",,,,,"['FR 03.236.001 CE', 'Saint-Germain-des-Fossés (Allier, France)']",['Carrefour'],,['France'],,,
893,Iso Sensation Cafe Brazil 5LB,0099071002884,['France'],[],[],?,130,544 kj(130 kcal),0,0,1,1,30,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,Estipharm Racines Naturelles De Réglisse 40 G,3760270170113,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,Tourte du pêcheur,0206500024342,['France'],[],[],?,260,1088 kj(260 kcal),14,"1,9",27,"2,9","6,7","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,Tomme des Pyrenees IGP,2225661019156,['France'],[],[],?,343,1435 kj(343 kcal),29,19,1,0,20,"1,75","0,7",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'Tomme des Pyrénées']",29 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.75 g,en quantité élevée,,-1%,-1%,+2%,-5%,-22%,-100%,-7%,-2%,-2%,16,-1%,D,-1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,"['FR 63.113.081 CE', 'Clermont-Ferrand (Puy-de-Dôme, France)']",,,,,,
897,Pain surprise -,3263859821418,['France'],"['Pain aux céréales 65,8% [farine de blé ', 'contient farine de blé malté', '- eau - préparation à base de céréales 3,6% ', 'graines et concassés 32,6% ', 'avoine - millet - lin - mais', ' - farine de froment - gluten de blé - sel - farine de seigle', "" - huile de tournesol - remoulage de blé - lin brun 0,9% - millet 0,9% - levure - sel - émulsifiants : mono - et diglycérides d'acides gras"", 'stéaroyl-2-lactylate de sodium - acidifiant : acide citrique] fromage blanc - fromage de chèvre au lait pasteurisé 5,7% - mousse de canard au foie de canard 4,7% ', 'graisse de canard - foie maigre de canard - foie gras de canard 0,9% - lait - oeuf entier porto épices et plantes aromatiques ', 'contient : céleri et moutarde', ' - sel - amidon de blé - caséinates de lait - dextrose - arôme et préparation aromatisante - antioxydant : acide ascorbique', '- fromage frais 3% ', 'fromage sel', ' - tomate aux herbes 2,7% ', ""tomate 2,6% - huile de tournesol - sel - mélange d'herbes 0,01% "", 'origan - marjolaine - persil', ' - ail', ' - saumon cuit 2,1% ', 'Salmo salar', ' - saumon fumé 2% ', 'Salmo salar - sel', ' - jambon cuit supérieur au torchon 1,7% [jambon de porc - bouillon ', 'eau - os et viande de porc - arômes naturels', ' - sel dextrose antioxydant : érythorbate de sodium - conservateur : nitrite de sodium] - eau - abricot sec 0,6% ', 'abricot - antioxydant : anhydride sulfureux', ' - figues 0,5% ', 'figues - farine de riz', ' - ciboulette 0,5% - crème fraîche préparation pour sauce béchamel ', 'lactosérum - amidon transformé de pomme de terre - huile de colza - poudre de lait écrémé - sel - farine de blé - protéines de lait - sirop de glucose - arômes naturels', ' - noisette 0,3% - échalote 0,2% - basilic 0,1% - miel - amidon transformé de tapioca - épaississants : farine de graines de caroube', 'gomme xanthane - protéines de lait - jus de citron concentré 0,03% - antioxydants acide ascorbique', 'vitamine E - poivre', ' Traces de soja', 'crustacés et graines de sésame', ' Les informations en gras sont destinées aux personnes allergiques ou intolérantes']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,234,979 kj(234 kcal),8,3,29,6,9,1,"0,4",,,"['Sandwichs', 'Pains surprise']",8 g,en quantité modérée,3 g,en quantité modérée,6 g,en quantité modérée,1 g,en quantité modérée,,-9%,-9%,-25%,-29%,-1%,+45%,-2%,-18%,-18%,4,-59%,C,-59%,,,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E300 - Acide ascorbique', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E410 - Gomme de caroube', 'E415 - Gomme xanthane']",4,"['Céleri', 'Poisson', 'Gluten', 'Lait', 'Moutarde', 'Fruits à coque', 'Avoine']",,,,,,,,
898,Fiore aux œufs,3760033830261,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,
899,Gouter - President,6191513502359,['France'],[],[],?,?,,?,,?,,?,,,['President'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,Pommes de terre,3770004281077,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,Turrón duro - Marcona,8410740902359,"['France', 'Espagne']","['Amandes ', '60%', 'sucre', 'miel ', '10%', 'sirop de glucose et fructose', 'oublie ', 'fécule de pomme de terre', 'huile végétale de tournesol', "" et blanc d'oeuf déshydraté"", ' Peut contenir des traces de cacahuète', ""d'autres fruits à coque et de sésame""]","['Sans huile de palme', 'Non végétalien']",?,545,2280 kj(545 kcal),33,"2,4",43,39,16,"0,05","0,02",['Marcona'],E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux amandes', 'Tourons croquants aux amandes']",33 g,en quantité élevée,2.4 g,en quantité modérée,39 g,en quantité élevée,0.05 g,en faible quantité,,+1%,+2%,-1%,-15%,+1%,+4%,+16%,+41%,+41%,15,+5%,D,+5%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,4,['Fruits à coque'],,,,,,,,
902,Glacier - Glaces Ruiz,3557340003316,['France'],[],[],?,?,,?,,?,,?,,,['Glaces Ruiz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 59.122.001 CE', 'Cambrai (Nord, France)']",,,,,,
903,Soybean paste with chilli,8850206161126,['France'],[],[],?,142,594 kj(142 kcal),"2,1","0,4",25,18,5,"9,9","3,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,Jarret de porc - Bigard,2222604035365,['France'],[],[],?,161,674 kj(161 kcal),"7,4","2,6","1,7","0,5",22,"1,1","0,44",['Bigard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,matcha - Mymuesli,4260188785427,['France'],[],[],?,388,1623 kj(388 kcal),11,"1,6",56,7,13,"0,08","0,032",['Mymuesli'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,Palette à la diable  rôtie d'Alsace,0298218037134,['France'],[],[],?,136,569 kj(136 kcal),"8,4","3,6","1,1","0,5",14,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Purée de tomates bio (Demeter),8025093140077,['France'],[],[],?,43,180 kj(43 kcal),"0,2",0,9,6,"1,2","1,1","0,44",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Sauces', 'Sauces tomate', 'Purées de tomates']",0.2 g,en faible quantité,0 g,en faible quantité,6 g,en quantité modérée,1.1 g,en quantité modérée,,-17%,-12%,-82%,-100%,+56%,+33%,-24%,+147%,+147%,0,,B,,22.8%,37.1%,17.7%,10.6%,8.4%,3.3%,96,['Bio'],,,,,,,,,,,,,
908,Choc Chip Cookies - Campbells,5010909006220,['France'],[],[],?,528,2209 kj(528 kcal),30,"19,3","60,8","22,5","5,5",1,"0,4",['Campbells'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,Rate de porc confite,2856124027489,['France'],[],[],?,145,607 kj(145 kcal),"6,3","2,8",0,0,22,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,,
910,Rôti dinde farce marrons raisins,3435660693724,['France'],[],[],?,208,870 kj(208 kcal),14,4,"3,9",2,16,"0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,Chicken crustiers,5411431788408,['France'],[],[],?,206,862 kj(206 kcal),9,"1,5",15,1,16,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,Jambon de Bayonne - Aoste - 286g,3449865281846,['France'],[],[],?,247,1033 kj(247 kcal),15,6,1,1,27,5,2,['Aoste'],E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'Jambons de Bayonne', 'en:raw-cured-ham']",15 g,en quantité modérée,6 g,en quantité élevée,1 g,en faible quantité,5 g,en quantité élevée,,+1%,+0%,+7%,+1%,+58%,+117%,-8%,+5%,+5%,18,+1%,D,+1%,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,,286 g,,,,,,,,,,,,
913,Ades morango,7891150001923,"['Brésil', 'France']",[],[],?,42,176 kj(42 kcal),"1,8","0,35","3,1","2,5","3,2","0,089","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,Crème glacée cacao,3760288410089,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,
915,Pâte de foie de porc -,2408487016336,['France'],[],[],?,?,,?,,?,,?,,,,,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de foie']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,Véritable andouillette de Guémené,0219963045526,['France'],[],[],?,245,1025 kj(245 kcal),20,10,"0,5","0,5",16,"2,4","0,96",,E,"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Andouillettes', 'Andouilletes', 'Andouillette de Guéméné']",20 g,en quantité modérée,10 g,en quantité élevée,0.5 g,en faible quantité,2.4 g,en quantité élevée,,-1%,-1%,+1%,+0%,+2%,+31%,+5%,+5%,+5%,22,+3%,E,+3%,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,,,,,,,,"['EMB 56012A', 'Beignon (Morbihan, France)']",,,,,,
917,Nougat aux amandes,3760115963221,['France'],[],[],?,398,1665 kj(398 kcal),"1,7","1,7",92,83,"3,3","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,Häagen-Dazs,8266853,['France'],[],[],?,?,,?,,?,,?,,,['Häagen-Dazs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,Toulouse paysanne 100GR x3 S/AT,3485310001652,['France'],[],[],?,244,1021 kj(244 kcal),"18,5","6,8","5,8","0,8","13,5","2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,
920,Pruneaux,3361291954043,['France'],[],[],?,210,879 kj(210 kcal),"0,2",0,49,49,3,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,Mi-cho-Co,3664346309943,['France'],[],[],?,461,1929 kj(461 kcal),21,17,63,50,"3,6","0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,"Boudin noir d.auvergne - 0,450kg",2079074026443,['France'],[],[],?,148,619 kj(148 kcal),"10,61","5,97","2,89","0,97","10,3","1,63","0,652",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,450 kg",,,,,,"['FR 03.185.006 CE', 'Montluçon (Allier, France)', 'EMB 03185', 'Montluçon (Allier, France)']",,,,,,
923,Løv is pure,3760118779942,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,Chocolat au lait,3770002656112,['France'],[],[],?,582,2435 kj(582 kcal),40,21,45,43,"7,8","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,Assiette de charcuterie,2281532036608,['France'],[],[],?,253,1059 kj(253 kcal),"20,9","8,4","0,5","0,5","16,2","2,71","1,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,Choco mix,2600123022378,['France'],[],[],?,563,2356 kj(563 kcal),"40,8","17,5","39,9","37,6","9,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,Filets de sardines marinade Citron Basilic - Mer & Marées,3499602210462,['France'],[],[],?,?,,?,,?,,?,,,"['Mer & Marées', 'LM']",D,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', 'Filets de poissons', 'Filets de sardines', 'Sardines sans huile']",,,,,,,,,,,,,,,,,,,,,,,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,,,,,,,,,,,,
928,8 fajitas au poulet - Picard,3270160340460,['France'],[],[],?,149,623 kj(149 kcal),"4,9",1,17,3,"7,7","0,93","0,372",['Picard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Picard'],,,,,
929,Pain court farine,0209953008532,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,,,,,,,
930,Travers de boeuf - Bigard,2222603033782,['France'],[],[],?,183,766 kj(183 kcal),10,"5,5","3,3","0,6",20,"1,1","0,44",['Bigard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,Amandes poudre,3336627000534,['France'],[],[],?,628,2628 kj(628 kcal),56,"4,5",4,4,21,0,0,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Fruits à coques et dérivés', 'Farines de fruits à coques', 'Amandes en poudre']",56 g,en quantité élevée,4.5 g,en quantité modérée,4 g,en faible quantité,0 g,en faible quantité,,+1%,+1%,+5%,+7%,-54%,-5%,-9%,-100%,-100%,11,+97%,D,+97%,,,,,,,,,,,,,,,,,,,,,
932,Gourde de fruits,3760015559302,['France'],[],[],?,61,255 kj(61 kcal),"0,5","0,1",13,12,"0,6","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,BerriBonz,8992741944403,['France'],[],[],?,27,113 kj(27 kcal),0,0,80,53,4,"0,012","0,005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Mikawa Mirin - Clearspring,5021554987604,"['France', 'Espagne']",[],[],?,163,682 kj(163 kcal),"0,4","0,1",39,32,"0,5","0,13","0,052",['Clearspring'],B,"['Vinaigres', 'Vinaigres de riz']",0.4 g,en faible quantité,0.1 g,en faible quantité,32 g,en quantité élevée,0.13 g,en faible quantité,,+462%,+473%,+645%,+983%,+653%,+1805%,+41%,-74%,-74%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,"['Bio', 'Sans sucre ajouté']",,,,,,,,,,,,,
935,Mini beignet fourrés chocolat noisettes,3021990107514,['France'],[],[],?,428,1791 kj(428 kcal),24,"8,5",45,19,"6,8","0,72","0,288",,,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",24 g,en quantité élevée,8.5 g,en quantité élevée,19 g,en quantité élevée,0.72 g,en quantité modérée,,+21%,+20%,+52%,+145%,-0%,+17%,+7%,-2%,-2%,20,+67%,E,+67%,,,,,,,,"['Point Vert', 'Fabriqué en France']",,,,,,,,,,,,,
936,Abricots tendres - Delhaize - 250g,5400111321677,"['Belgique', 'France']",[],[],?,252,1054 kj(252 kcal),0,0,"57,1","29,5",2,0,0,['Delhaize'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,['Delhaize'],,,,,
937,Triangles au nougat,8594014080261,['France'],[],[],?,521,2180 kj(521 kcal),"35,6","14,5",47,"33,7","3,6","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,Hanoi - Delhaize - 30g,5400113586074,"['Belgique', 'France']",[],[],?,357,1494 kj(357 kcal),"5,9","0,6",60,40,11,"4,6","1,84",['Delhaize'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 g,,,,,,,['Delhaize'],,,,,
939,Chili Peppers - Sprouts,0874875008986,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,['Sprouts'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Croq'noisette,3760231700069,['France'],[],[],?,458,1916 kj(458 kcal),26,"2,1",44,42,"0,05","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Digesta - Cuétara,8434165453241,['France'],[],[],?,459,1920 kj(459 kcal),18,"3,6",62,20,"7,9","0,73","0,292",['Cuétara'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,La ferme du manege - 180g,3384079935522,['France'],[],[],?,105,439 kj(105 kcal),"2,7","1,4",16,16,"4,3","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 g,,,,,,,,,,,,
943,Croquants aux amandes - Le Verger des Abeilles,3335445220728,['France'],[],[],?,382,1598 kj(382 kcal),"6,6","0,8",64,53,"7,6","0,05","0,02",['Le Verger des Abeilles'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Coeur de chocolat - Alix,3760165751700,['France'],"['sucre', 'pâte de cacao', 'poudre de LAIT entier', 'beurre de cacao', 'NOISETTES', 'sirop de sucre inverti', 'crème stérilisée ', 'crème de LAIT', 'stabilisant: carraghénanes', ""émulsifiant : esters lactiques des mono - et diglycérides d'acides gras"", 'sirop de glucose', 'émulsifiant : lécithine de SOJA', 'cacao maigre en poudre', 'AMANDES', 'cassonade', 'stabilisant : sorbitol', 'arôme naturel de vanille', 'pâte parfum pistache', 'café', 'préparation en pâte naturelle de thé', 'arôme naturel de caramel', 'colorants pour les décors : E100', 'E133', 'E171', 'E172', ' Ce produit peut contenir des traces de SESAME']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,525,2197 kj(525 kcal),"32,3","17,1","48,7","44,7","7,6","0,04","0,016",['Alix'],,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",32.3 g,en quantité élevée,17.1 g,en quantité élevée,44.7 g,en quantité élevée,0.04 g,en faible quantité,,-3%,-3%,-4%,-3%,-5%,-5%,+26%,-72%,-72%,25,0%,E,0%,,,,,,,,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E322i - Lécithine', 'E420 - Sorbitol', 'E100 - Curcumine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E171 - Oxyde de titane', 'E172 - Oxyde et hydroxyde de fer']",4,"['Lait', 'Fruits à coque', 'Soja']",,,,,,,,
945,Crêpe,0208515018965,['France'],[],[],?,244,1021 kj(244 kcal),"6,7","3,8",39,18,"6,7","0,54","0,216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,Le petit beurre mayennais,3699887450021,['France'],[],[],?,510,2134 kj(510 kcal),"23,9","23,9","67,3","67,3","6,6","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,"La dinde nourrie aux graines de lin - Maître Coq - 0,331kg",0215243030046,['France'],[],[],?,101,423 kj(101 kcal),"0,5",0,0,0,24,"0,1","0,04",['Maître Coq'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,331 kg",,,,,,,,,,,,
948,Chips,6105401223219,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,Appel - perensap,8714363753313,['France'],[],[],?,41,172 kj(41 kcal),"0,1",0,10,"9,6","0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans additifs'],,,,,,,,,,,,,
950,Curcuma complément alimentaire - 70g,3700446495763,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70 g,,,,,,,,,,,,
951,Douceurs moelleuses amande et chocolat - Maison Taillefer,3564884018140,['France'],[],[],?,449,1879 kj(449 kcal),"26,2",13,43,"30,9","8,9","0,28","0,112",['Maison Taillefer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,Vin - M’adorant - 75,3270250382554,['France'],[],[],?,?,,?,,?,,?,,,['M’adorant'],,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,
