,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,categories,labels,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,allergens,generic_name,packaging,additives,markets,manufacturing,ingredients_origins,link,palm_ingredients,brand_owner
1521,Quenelles nature recette de tradition - Sans marque - 320g,3153571507212,"['Sans marque', 'Tradition Traiteur']",['France'],"['Oeufs frais 34,2 %', 'semoule de blé dur', 'beurre 17,1 %', 'lait demi-écrémé', 'eau', ""blancs d'œufs"", 'arôme naturel', 'sel']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1044,?,1044 kj(250 kcal),"17,1","11,3","16,2","1,1","7,4","1,31","0,524",C,320 g,"['Plats préparés', 'Frais', 'Plats préparés frais', 'Quenelles', 'Quenelles nature']",,4,17.1 g,en quantité modérée,11.3 g,en quantité élevée,1.1 g,en faible quantité,1.31 g,en quantité modérée,+15%,,+12%,+19%,+167%,+1%,+32%,+10%,+25%,+25%,18,+129%,D,+129%,76.7%,10.9%,5.4%,4.0%,2.4%,0.6%,65,"['FR 69.273.004 CE', 'Corbas (Rhône, France)']","['Œufs', 'Gluten', 'Lait']",,"['Barquette', 'Plastique']",,['Carrefour'],['France'],,,,
1522,Quenelles Gastronomiques de Brochet - Ecochard - 4x80g,3153571517112,['Ecochard'],['France'],"['OEUFS frais', 'semoule de BLÉ dur', 'BROCHET 19%', 'BEURRE', 'LAIT demi-écrémé', 'eau', ""blancs d'OEUFS"", 'arôme naturel', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,210,879 kj(210 kcal),"12,7","7,4","14,6","2,5","8,6","0,9","0,36",,4x80g,"['Plats préparés', 'Plats préparés au poisson', 'Quenelles', 'Quenelles de poisson', 'Quenelles de brochet']",,4,12.7 g,en quantité modérée,7.4 g,en quantité élevée,2.5 g,en faible quantité,0.9 g,en quantité modérée,,+9%,+9%,+3%,+46%,+13%,+225%,+18%,-13%,-13%,12,+44%,D,+44%,,,,,,,,"['FR 69.273.004 CE', 'Corbas (Rhône, France)']","['Œufs', 'Poisson', 'Gluten', 'Lait']",,['Frais'],,,['Corbas'],,,,
1523,Quenelles de brochet recette de tradition - Sans marque - 320g,3153571517211,"['Sans marque', 'Tradition Traiteur']",['France'],"['Oeufs frais 30,8 %', 'semoule de blé dur', 'brochet 20,6 %', 'beurre 13,8 %', 'lait demi-écrémé', 'eau', ""blancs d'oeufs"", 'arôme naturel', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",883,?,883 kj(211 kcal),"12,8","7,3","14,8","1,6","8,8",1,"0,4",,320 g,"['Plats préparés', 'Frais', 'Plats préparés au poisson', 'Plats préparés frais', 'Quenelles', 'Quenelles de poisson', 'Quenelles de brochet']",,4,12.8 g,en quantité modérée,7.3 g,en quantité élevée,1.6 g,en faible quantité,1 g,en quantité modérée,+16%,,+10%,+4%,+44%,+15%,+108%,+21%,-3%,-3%,13,+56%,D,+56%,,,,,,,,"['FR 69.273.004 CE', 'Corbas (Rhône, France)']","['Œufs', 'Poisson', 'Gluten', 'Lait']",,"['Plastique', 'Frais']",,['Carrefour'],['France'],,,,
1524,Quenelles nature a poêler,3153571700057,,['France'],[],[],?,192,803 kj(192 kcal),11,"1,5","15,4","1,6","6,9","0,86","0,344",C,,"['Plats préparés', 'Quenelles', 'Quenelles nature']",,,11 g,en quantité modérée,1.5 g,en quantité modérée,1.6 g,en faible quantité,0.86 g,en quantité modérée,,-15%,-14%,-24%,-65%,-4%,+93%,+3%,-18%,-18%,2,-75%,B,-75%,76.7%,10.9%,5.4%,4.0%,2.4%,0.6%,65,,,,,,,,,,,
1525,DELICE SOUFFLES JBON OS - Ecochard - 400g (4x100g),3153572168016,['Ecochard'],['France'],[],[],?,?,,?,,?,,?,,,,400 g (4x100g),"['Plats préparés', 'Quenelles']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,Délices Soufflés Saumon - Ecochard - 4x100g,3153572189219,['Ecochard'],['France'],"['OEUFS frais', 'farine de BLE', 'eau', 'chair de SAUMON 12', '7%', 'huile de colza', ""blancs d'OEUFS"", 'concentré de tomate', 'arôme naturel de SAUMON', 'sel']","['Non végétalien', 'Non végétarien']",?,220,920 kj(220 kcal),"14,5","2,8",15,"1,4","7,4","0,82","0,328",,4x100g,"['Plats préparés', 'Plats préparés au poisson', 'Quenelles', 'Quenelles de poisson', 'Plats préparés au saumon']",,4,14.5 g,en quantité modérée,2.8 g,en quantité modérée,1.4 g,en faible quantité,0.82 g,en quantité modérée,,+15%,+16%,+19%,-45%,+19%,+83%,+3%,-22%,-22%,2,-77%,B,-77%,,,,,,,,"['FR 69.273.004 CE', 'Corbas (Rhône, France)']","['Œufs', 'Poisson', 'Gluten']",,['Frais'],,,['Corbas'],,,,
1527,Mini Délices à poêler Nature - Ecochard - 300g,3153572400116,['Ecochard'],['France'],"['OEUFS frais', 'eau', 'farine de BLÉ', 'semoule de BLÉ dur', 'huile de colza', ""blancs d'OEUFS"", 'lactose et protéines de lait', 'sel', 'arôme naturel']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,186,778 kj(186 kcal),"10,4","1,3","15,5","3,6","6,5","0,74","0,296",,300g,"['Plats préparés', 'Quenelles']",,4,10.4 g,en quantité modérée,1.3 g,en faible quantité,3.6 g,en faible quantité,0.74 g,en quantité modérée,,-7%,-6%,-19%,-73%,+14%,+352%,-2%,-29%,-29%,1,-88%,B,-88%,,,,,,,,"['FR 69.273.004 CE', 'Corbas (Rhône, France)']","['Œufs', 'Gluten', 'Lait']",,['Frais'],,,['Corbas'],,,,
1528,Ravioli 1kg - La pasta di Luigi - 1kg,3153575511314,"['La pasta di Luigi', 'La pasta di angelo']",['France'],"['Pâte 65% [semoule de blé dur de qualité supérieure 50,4% - eau - oeufs frais 7,1% ', ""soit 140 g d'oeufs par kg de semoule"", '] - viande de boeuf 9,7% ', 'origine : France', ' - chapelure ', 'farine de blé - levure - sel', ' - viande de dinde 7,2% ', 'origine : UE', ' - peau de poulet 3,0% ', 'origine : UE', ' - couscous 1,5% - eau - sel - céleri 0,5% - carottes 0,5% - oignons 0,4% - protéines de pois - épices', "" Pourcentages exprimés sur l'ensemble du produit Présence possible de lait et dérivés""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,271,1134 kj(271 kcal),"5,6","2,1","42,5","1,6","11,2","1,2","0,48",,1 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 73.065.007 CE', 'Chambéry (Savoie, France)']","['Céleri', 'Œufs', 'Gluten']",,,,,,,,,
1529,Ravioli Boeuf sans porc - Pasta Lorenzo - 1kg,3153575511345,"['Pasta Lorenzo', 'Tradition Traiteur']",['France'],"['Pâte ', '65 %', ' : semoule de blé dur de qualité supérieure', 'eau', 'oeufs frais 10,85 % ', 'soit 140 g/kg de semoule', '\r Farce ', '35 %', ' : viande de boeuf 28,5 %', 'chapelure ', 'farine de blé', 'eau', 'levure', 'sel', 'viande de poulet', 'peau de dinde', 'semoule de blé dur', 'eau', 'sel', 'céleri', 'carottes', 'oignons', 'protéines de pois', 'épices']","['Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,E,1 kg,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes alimentaires', 'Pâtes farcies', 'Plats au bœuf', 'Pates farcies à la viande', 'Ravioli', 'Ravioli à la viande', 'Raviolis au bœuf']",,3,,,,,,,,,,,,,,,,,,,,,,,92.9%,3.7%,1.3%,1.1%,0.6%,0.4%,19,"['FR 73.065.007 CE', 'Chambéry (Savoie, France)']","['Céleri', 'Œufs', 'Gluten']",Pâtes farcies à la viande de boeuf,"['Sachet', 'Plastique']",,['Carrefour'],,,,,
1530,Ravioli au Jambon - Ecochard - 800g,3153575516814,['Ecochard'],['France'],"['Pâte 60% ', 'semoule de BLÉ dur de qualité supérieure 46', '5% - eau - OEUFS frais 6', ""5% [soit 140g d'OEUFS par kg de semoule"", '] - jambon cuit 12', '8% ', 'jambon de porc - sel - conservateurs : chlorure de potassium et nitrite de sodium - dextrose de BLÉ - arômes - antioxydant : érythorbate de sodium', ' - flocons de pomme de terrer déshydratés ', ""pomme de terre - émulsifiant : mono et diglycérides d'acides gras - stabilisant : diphosphates"", ' - semoule de BLÉ 4% - ricotta ', 'sérum de LAIT - LAIT - acidifiant : acide citrique', ' - eau - CRÈME ', 'CRÈME de LAIT - stabilisant : carraghénanes', ' - huile de tournesol - lardons fumés ', 'poitrine de porc - sel - dextrose de BLÉ - antioxydant : ascorbate de sodium - conservateur : nitrite de sodium', ' - FROMAGE frais - sel - arôme ', 'contient du LAIT', ' - poivre', ' Porc origine : UE/']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,266,1113 kj(266 kcal),5,"1,7","42,2","4,4","10,8","0,8","0,32",E,800g,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Pates farcies à la viande', 'Ravioli', 'Ravioli à la viande', 'Ravioli au jambon']",,4,5 g,en quantité modérée,1.7 g,en quantité modérée,4.4 g,en faible quantité,0.8 g,en quantité modérée,,+8%,+8%,-11%,-24%,+14%,+77%,0%,-15%,-15%,0,-100%,B,-100%,92.9%,3.7%,1.3%,1.1%,0.6%,0.4%,19,"['EMB 73065A', 'Chambéry (Savoie, France)']","['Œufs', 'Gluten', 'Lait']",,"['Frais', 'Sachet']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",,['Chambéry'],,,,
1531,Ravioli à la viande,3153575519310,,['France'],[],[],?,271,1134 kj(271 kcal),"5,6","2,1","42,5","1,6","11,2","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,Tortellini à la Viande - Ecochard - 500g,3153575532012,['Ecochard'],['France'],"['Pâte 70% [semoule de BLÉ dur de qualité supérieure 54', '3%', 'eau', 'OEUFS frais 7', '6% ', ""soit 140 g d'OEUFS par kg de semoule"", ']', 'viande de bœuf 8', '3%', 'chapelure ', 'farine de BLÉ', 'levure', 'sel', 'viande de dinde 6', '2%', 'peau de poulet 2', '6%', 'couscous 1', '2%', 'eau', 'sel', 'CÉLERI 0', '4%', 'carottes 0', '4%', 'oignons 0', '3%', 'protéines de pois', 'épices', ' Bœuf origine : France ', ' dinde et poulet origine : UE']","['Non végétalien', 'Non végétarien']",?,274,1146 kj(274 kcal),"5,1","1,9","44,3","1,6","10,4","1,1","0,44",,500g,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Tortellini', 'Tortellini à la viande']",,3,5.1 g,en quantité modérée,1.9 g,en quantité modérée,1.6 g,en faible quantité,1.1 g,en quantité modérée,,-2%,+1%,-28%,-30%,+10%,-30%,-5%,-11%,-11%,0,-100%,B,-100%,,,,,,,,"['EMB 73065A', 'Chambéry (Savoie, France)']","['Céleri', 'Œufs', 'Gluten']",,"['Frais', 'Sachet']",,,['Chambéry'],,,,
1533,Tortellini Reblochon - Ecochard - 500g,3153575536614,['Ecochard'],['France'],"['Pâte 60% [semoule de BLÉ dur de qualité supérieure 46', '5%', 'eau', '_OEUF_S frais 6', '5% ', 'soit 140g d’œufs par kg de semoule', ']', 'REBLOCHON 15', '6%', 'flocons de pomme de terre déshydratés ', 'pomme de terre', ""émulsifiants : mono et diglycérides d'acides gras"", 'stabilisant : diphosphates', 'CRÈME ', 'crème', 'stabilisant : carraghénanes', 'semoule de BLÉ dur 4', '4%', 'arômes', 'oignons rissolés déshydratés ', 'oignons', 'huile de tournesol', 'antioxydant : extrait de romarin', 'eau', 'huile de tournesol', 'sel', 'ail']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,305,1276 kj(305 kcal),"8,6","5,4","42,2","3,8","11,4",1,"0,4",,500 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Pâtes aux œufs', 'Pâtes fraîches', 'Tortellini', 'Pâtes de Savoie', 'Pâtes fraîches crues farcies au fromage']","['Fabriqué en Savoie', 'Oeufs frais']",4,8.6 g,en quantité modérée,5.4 g,en quantité élevée,3.8 g,en faible quantité,1 g,en quantité modérée,,+21%,+22%,+21%,+78%,+17%,+36%,+19%,-12%,-12%,9,+41%,C,+41%,,,,,,,,"['EMB 73065A', 'Chambéry (Savoie, France)']","['Œufs', 'Gluten', 'Lait']",Pâtes fraîches aux oeufs farcies au reblochon,['Frais'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E392 - Extrait de romarin']",,['Chambéry'],,https://www.ecochard.com/nos-produits/pates-fraiches/les-farcies/tortellini-reblochon/,,
1534,Tortellini au Jambon cru et Beaufort - Ecochard - 500g,3153575536812,['Ecochard'],['France'],"['Pâte 60% ', 'semoule de BLÉ dur de qualité supérieure 46%', 'eau', 'OEUFS frais 6,5% ', 'soit 140g d’œufs/kg de semoule', 'BEAUFORT 11%', 'jambon cru 9,5% ', 'viande de porc ', 'origine UE', 'sel', 'conservateur : nitrate de sodium', 'flocons de pomme de terre ', 'pomme de terre déshydratée', 'émulsifiant : E471', 'FROMAGE frais', 'lardon fumés  ', 'poitrine de porc ', 'origine UE', ' eau', 'sel', 'dextrose', 'anti-oxydants : E301 - E316', 'conservateurs : E250 - E325']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,300,1255 kj(300 kcal),"8,8","4,5",40,"1,5",14,"0,97","0,388",,500g,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Tortellini', 'Pâtes de Savoie']",,4,8.8 g,en quantité modérée,4.5 g,en quantité modérée,1.5 g,en faible quantité,0.97 g,en quantité modérée,,+19%,+20%,+24%,+49%,+11%,-46%,+46%,-15%,-15%,9,+41%,C,+41%,,,,,,,,"['EMB 73065A', 'Chambéry (Savoie, France)', 'EMB 73055A', 'Bozel (Savoie, France)']","['Œufs', 'Gluten', 'Lait']",,"['Frais', 'Sachet']","['E251 - Nitrate de sodium', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E301 - Ascorbate de sodium', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E325 - Lactate de sodium']",,['Chambéry'],,https://www.ecochard.com/,,
1535,Gnoccichi,3153575548075,,['France'],[],[],?,173,724 kj(173 kcal),"0,6","0,16","34,2","0,5",5,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 73065A', 'Chambéry (Savoie, France)']",,,,,,,,,,
1536,Gnocchi - Tradition Traiteur - 800g,3153575549041,['Tradition Traiteur'],['France'],"['Fabri on SAVOIE Gnocchi Gnocchi aux flocons de pommes de terre', ' INGREDIENTS ', ' Eau - semoule de blé dur de qualité supérieure 27,5% flocons de pommes de terre déshydratés 15,2% ', ""pommes de terre - émulsifiants : mono et diglycérides d'acides gras - diphosphates de sodium - acidifiant : acide citrique - extrait de curcuma à pouvoir colorant"", ' - farine de riz ', 'enrobage', ' - sel', ' CONSEILS DE CUISSON ', "" portez à ébullition un grand volume d'eau salée"", "" Plongez les gnocchi dans l'eau"", "" Laissez cuire 1 minute 30 dans l'eau frémissante en remuant de temps en temps"", ' Egouttez et servez aussitôt']","[""Pourrait contenir de l'huile de palme""]",?,172,720 kj(172 kcal),"0,9","0,2","34,3","0,4","4,9","1,6","0,64",B,800 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi']",,4,0.9 g,en faible quantité,0.2 g,en faible quantité,0.4 g,en faible quantité,1.6 g,en quantité élevée,,-1%,-2%,-53%,-64%,+4%,-70%,+6%,+36%,+36%,4,+2%,C,+2%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450i - Pyrophosphate de sodium acide', 'E330 - Acide citrique', 'E100 - Curcumine']",,,,,,
1537,Tagliatelles - La ronde des gourmands,3153575550078,['La ronde des gourmands'],['France'],"['Semoule de blé dur de qualité supérieure', 'eau', 'œufs frais 10,8% ', ""soit 140g d'œufs par kg de semoule""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,271,1134 kj(271 kcal),"2,1","0,5","52,6","1,3","9,6","0,039","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Œufs'],,,,,,,,,
1538,Tagliatelle,3153575551013,,['France'],[],[],?,271,1134 kj(271 kcal),"2,1","0,5","52,6","1,3","9,6","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,Pâtes Fraîches Tagliatelles - Bien vu - 500g,3153575552058,['Bien vu'],['France'],"['semoule de blé dur de qualité supérieure ', 'contient gluten', 'eau', 'œufs frais 10,8% ', 'soit 140g/kg de semoule']",['Non végétalien'],?,279,1167 kj(279 kcal),"1,5","0,4","52,1","0,9","12,7","0,05","0,02",,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten']",,,,,,,,,
1540,Lunes 3 Fromages d'Auvergne - Georges Ecochard - 250g,3153575610611,['Georges Ecochard'],['France'],"['Pâte 45 % : semoule de blé dur de qualité supérieure', 'eau', 'oeufs 4,7 % ', ""soit 140 g d'oeufs par kg de semoule"", '\r Farce 55 % : ricotta 19,7 % ', 'sérum de lait', 'crème de lait', 'sel', ""correcteur d'acidité : acide citrique"", ""Bleu d'Auvergne AOP 12,1 % "", 'lait', 'chapelure ', 'farine de blé', 'eau', 'sel', 'huile de tournesol', 'crème fraîche ', 'lait', 'Cantal AOP 2,7 % ', 'lait', 'St Nectaire AOP 2,2 % ', 'lait', 'sel', 'arômes naturels poivre']",['Non végétalien'],1267,?,1267 kj(303 kcal),16,"7,3",28,2,11,"0,96","0,384",,250 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Frais', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Plats préparés frais', 'Pâtes fraîches', 'Ravioli', 'Ravioli frais', 'Pâtes farcies au fromage', 'Ravioli au fromage']",,4,16 g,en quantité modérée,7.3 g,en quantité élevée,2 g,en faible quantité,0.96 g,en quantité modérée,+18%,,+21%,+112%,+121%,-17%,-33%,+11%,-15%,-15%,12,+79%,D,+79%,,,,,,,,"['EMB 31467C', 'Saint-Alban (Haute-Garonne, France)']","['Œufs', 'Gluten', 'Lait']",,"['Barquette', 'Plastique', 'Frais']",['E330 - Acide citrique'],['Carrefour Market'],,,,,
1541,Ravioli au boeuf - Landier Nord - 800g,3153575616385,['Landier Nord'],['France'],[],[],?,295,1234 kj(295 kcal),"7,7","2,9",43,"1,4",12,"1,1","0,44",D,800 g,"['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes farcies', 'Plats au bœuf', 'Pates farcies à la viande', 'Ravioli', 'Ravioli à la viande', 'Raviolis au bœuf']",,,7.7 g,en quantité modérée,2.9 g,en quantité modérée,1.4 g,en faible quantité,1.1 g,en quantité modérée,,+117%,+119%,+122%,+140%,+131%,-44%,+118%,+24%,+24%,1,-54%,B,-54%,92.9%,3.7%,1.3%,1.1%,0.6%,0.4%,19,,,,,,,,['France'],,,
1542,"Tagliatelles Aux ufs, Bio, 250 Grammes, Marque Leader Price - 250g",3153575650006,['Leader Price'],['France'],[],[],?,264,1105 kj(264 kcal),"2,1","0,5","51,3","5,8","9,9","0,08","0,032",,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leader Price'],,,,,
1543,3153577210062,3153577210062,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,Le Taboulé Poulet - Garbit - 270g,3153577720035,['Garbit'],['France'],[],[],859,?,859 kj(205 kcal),"9,7","1,1","22,4","5,4","6,1","0,87","0,348",A,270 g,"['Plats préparés', 'Taboulés']","['Sans exhausteur de goût', 'Sans colorants']",,9.7 g,en quantité modérée,1.1 g,en faible quantité,5.4 g,en quantité modérée,0.87 g,en quantité modérée,+22%,,+22%,+50%,+54%,+5%,+66%,+38%,-8%,-8%,2,-26%,B,-26%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,"['FR 78.003.001 CE', 'Ablis (Yvelines, France)']",,,"['Etui', 'Carton']",,,,,,,
1545,Me taboulé aux olives Kalamata - Garbit - 270g,3153577720073,['Garbit'],['France'],[],[],?,?,,?,,?,,?,,,B,270 g,"['Plats préparés', 'Taboulés']",['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,,,,,,,,,,
1546,Emmental francais - Domisavoie,3154110003493,['Domisavoie'],['France'],"['Emmental : [Lait de vache pasteurisé ', 'origine : France', 'sel', 'ferments lactiques', 'enzymes coagulantes', 'fécule de pomme de terre', '  transformé et conditionné en France']",['Non végétalien'],?,388,1623 kj(388 kcal),30,21,"2,5","0,5",27,"0,64","0,256",D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,3,30 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,0.64 g,en quantité modérée,,+2%,+3%,+2%,+6%,+311%,+6%,-3%,+9%,+9%,11,-2%,D,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,['Lait'],,,,,,,,,
1547,"Allumettes, Fumées (- 25 % de Sel) - Herta - 150g (2x 75g)",3154230001898,"['Herta', 'Nestlé']",['France'],"['Poitrine de porc', 'Viande de porc', 'Conservateurs : nitrite de sodium', 'lactate de potassium', 'acétate de sodium ', ' Sel', 'Dextrose', 'Chlorure de potassium', 'Antioxydant : isoascorbate de sodium ', ' Fumée']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1040,?,1040 kj(249 kcal),20,"7,8","0,4","0,4",17,"1,93","0,772",,150 g (2 x 75 g),"['Viandes', 'Charcuteries', 'Frais', 'Charcuteries diverses', 'Porc', 'Produits à teneur réduite en sel', 'Allumettes de porc', 'Charcuteries à teneur réduite en sel', 'Charcuteries à cuire', 'Allumettes-de-porc-fumees']","['Peu ou pas de sel', 'Peu de sel', 'Allégé en sel', 'Moins 25% de sel', 'Point Vert', 'Fabriqué en France', 'Qualité supérieure', 'Eco-Emballages', ""Herta s'engage""]",4,20 g,en quantité modérée,7.8 g,en quantité élevée,0.4 g,en faible quantité,1.93 g,en quantité élevée,-3%,,-4%,-7%,-6%,-59%,-41%,+7%,-11%,-11%,18,-4%,D,-4%,,,,,,,,"['FR 62.767.005 CE', 'Saint-Pol-sur-Ternoise (Pas-de-Calais, France)']",,Viande de porc traitée en salaison et fumée,"['Frais', 'Barquette', 'Plastique', 'Opercule', 'Film plastique', 'Barquettes détachables', 'Sous atmosphère protectrice']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E326 - Lactate de potassium', 'E262i - Acétate de sodium', 'E316 - Érythorbate de sodium']",['Leclerc'],"[""Herta SAS - Route d'Ostreville - Zone Industrielle - 62130 Saint-Pol-sur-Ternoise"", 'Pas-de-Calais', 'Nord-Pas-de-Calais', 'France']","['Union européenne', 'Viande de Porc']",http://www.corners.croquonslavie.fr/marques/herta/gammes/ficheproduit.aspx?ProductId=bf6f4b58-16e8-441e-9505-a24df436c902,,
1548,Herta Tendre Noix Fume,3154230009399,['Herta'],['France'],[],[],?,?,,?,,?,,?,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,"Le Bon Paris, À l'Étouffée (8 Tranches) - Herta - 340g",3154230012146,"['Herta', 'Nestlé', 'Le Bon Paris']",['France'],"['Jambon frais de porc', 'bouillon ', 'eau', 'couennes de porc,oignons,carottes', 'sel', 'persil', 'ail', 'clou de girofle', 'poivre', 'laurier', ' ', ' sel', 'dextrose', 'arômes naturels', 'Conservateur ', 'nitrite de sodium', ' ', ' Antioxydant ', 'isocarbonate de sodium']","['Non végétalien', 'Non végétarien']",445,?,445 kj(106 kcal),"2,5",1,"0,5","0,5",20,"1,829","0,732",E,340 g,"['Viandes', 'Charcuteries', 'Frais', 'Jambons', 'Porc', 'Jambons blancs', 'Charcuteries cuites']","['Point Vert', 'Fabriqué en France', 'Qualité supérieure', 'Eco-Emballages', ""Herta s'engage"", 'Qualité Supérieure - Source Naturelle de Protéines']",4,2.5 g,en faible quantité,1 g,en faible quantité,0.5 g,en faible quantité,1.83 g,en quantité élevée,-28%,,-34%,-70%,-69%,-64%,-31%,+7%,-4%,-4%,4,-58%,C,-58%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['FR 62.767.005 CE', 'Saint-Pol-sur-Ternoise (Pas-de-Calais, France)']",,Jambon cuit supérieur,"['Frais', 'Barquette', 'Plastique', 'Opercule', 'Film plastique', 'Sous atmosphère protectrice']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Carrefour'],"[""Herta SAS - Route d'Ostreville - Zone Industrielle - 62130 Saint-Pol-sur-Ternoise"", 'Pas-de-Calais', 'Nord-Pas-de-Calais', 'France']","['Union européenne', 'Viande de Porc']",http://www.corners.croquonslavie.fr/marques/herta/gammes/ficheproduit.aspx?ProductId=29855df0-0148-421d-9e53-4add43fa97f4,,
1550,Lardons - Herta - 150g,3154230016595,['Herta'],['France'],[],[],?,?,,?,,?,,?,,,C,150 g,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Allumettes de porc', 'Lardons de porc']",,,,,,,,,,,,,,,,,,,,,,,,,85.6%,9.1%,2.1%,1.8%,1.1%,0.3%,36,"['FR 62.767.005 CE', 'Saint-Pol-sur-Ternoise (Pas-de-Calais, France)']",,,"['Sachet', 'Frais']",,,,['France'],,,
