,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,categories,labels,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,allergens,generic_name,packaging,additives,markets,manufacturing,ingredients_origins,link,palm_ingredients,brand_owner
1551,"Dés de Lardons, Fumés - Herta - 200g (2x 100g)",3154230018261,"['Herta', 'Nestlé']",['France'],"['Poitrine de porc', 'Conservateurs ', 'nitrite de sodium', 'lactate de potassium', 'acétate de sodium', ' Sel', 'Dextrose', 'Antioxydant ', 'isoascorbate de sodium', ' ', ' Fumée']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1040,?,1040 kj(249 kcal),20,"7,8","0,4","0,4",17,"2,337","0,935",D,200 g (2 x 100 g),"['Viandes', 'Charcuteries', 'Frais', 'Charcuteries diverses', 'Porc', 'Allumettes de porc', 'Lardons de porc', 'Poitrine de porc', 'Lardons de porc fumés', 'Charcuteries à cuire', 'Dés de lardons']","['Point Vert', 'Fabriqué en France', 'Qualité supérieure', 'Eco-Emballages', 'Fumage traditionnel au Bois de Hêtre', ""Herta s'engage""]",4,20 g,en quantité modérée,7.8 g,en quantité élevée,0.4 g,en faible quantité,2.34 g,en quantité élevée,-7%,,-9%,-10%,-8%,-57%,-39%,+3%,-0%,-0%,20,+4%,E,+4%,85.6%,9.1%,2.1%,1.8%,1.1%,0.3%,36,"['FR 62.767.005 CE', 'Saint-Pol-sur-Ternoise (Pas-de-Calais, France)']",,Lardons fumés,"['Frais', 'Barquette', 'Plastique', 'Opercule', 'Film plastique', 'Barquettes détachables', 'Sous atmosphère protectrice']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E326 - Lactate de potassium', 'E262i - Acétate de sodium', 'E316 - Érythorbate de sodium']",['Leclerc'],"[""Herta SAS - Route d'Ostreville - Zone Industrielle - 62130 Saint-Pol-sur-Ternoise"", 'Pas-de-Calais', 'Nord-Pas-de-Calais', 'France']","['Union européenne', 'Viande de Porc']",http://www.corners.croquonslavie.fr/marques/herta/gammes/ficheproduit.aspx?ProductId=5163e567-8e12-4ad4-927d-c6dffd17df0a,,
1552,"Tendre Noix, à la Broche (2 Tranches) - Herta - 80g",3154230021704,"['Herta', 'Nestlé', 'Tendre Noix']",['France'],"['Jambon frais de porc', 'bouillon ', 'eau', 'couennes de porc', 'oignons', 'os de porc', 'carottes', 'sel', 'persil', 'ail', 'clou de girofle', 'poivre', 'laurier', 'sel', 'dextrose', 'arômes naturels', 'antioxydant : isoascorbate de sodium', 'conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",477,?,477 kj(114 kcal),3,"1,2","0,5","0,5",21,"2,032","0,813",E,80 g,"['Viandes', 'Charcuteries', 'Frais', 'Jambons', 'Porc', 'Jambons blancs', 'Charcuteries cuites']","['Point Vert', 'Fabriqué en France', 'Qualité supérieure', 'Eco-Emballages', 'Garantie Sélection Noix Entières', ""Herta s'engage""]",4,3 g,en quantité modérée,1.2 g,en faible quantité,0.5 g,en faible quantité,2.03 g,en quantité élevée,-23%,,-29%,-65%,-63%,-64%,-31%,+12%,+7%,+7%,11,+15%,D,+15%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['FR 67.218.001 CE', 'Illkirch-Graffenstaden (Bas-Rhin, France)']",,Jambon cuit supérieur,"['Frais', 'Barquette et film plastique à jeter', 'Sous atmosphère protectrice']","['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,"['Herta SAS - 2 Route Jean Pierre Clause - ZI de la Hardt - 67400 Illkirch-Graffenstaden', 'Bas-Rhin', 'Alsace', 'France']","['Union européenne', 'Viande de Porc']",http://www.corners.croquonslavie.fr/marques/herta/gammes/ficheproduit.aspx?ProductId=2a121de5-1dc8-4e5e-be3c-295b1d1e8020,,
1553,Tendre Noix Tranches Fines - Herta - 90g,3154230022404,['Herta'],['France'],[],[],?,?,,?,,?,,?,,,E,90 g,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,,,,,,,,,,,,,,,,,,,,,,,,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,"['Barquette', 'Plastique']",,,,,,,
1554,Dés de lardons fumés au bois de hêtre découenné sans cartilage Herta - 200g,3154230034186,['Herta'],['France'],[],[],?,?,,?,,?,,?,,,D,200 g,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Allumettes de porc', 'Lardons de porc']",,,,,,,,,,,,,,,,,,,,,,,,,85.6%,9.1%,2.1%,1.8%,1.1%,0.3%,36,,,Lardons,['barquette plastique'],,['Carrefour'],,,,,
1555,"10 Original Knacki, 100 % Pur Porc (Sel Réduit de 25 %) - Herta - 350g",3154230041399,"['Herta', 'Nestlé', 'Original Knacki']",['France'],[],[],?,93,389 kj(93 kcal),?,,?,,?,,,E,350 g,"['Viandes', 'Charcuteries', 'Frais', 'Saucisses', 'Saucisses françaises', 'Porc', 'Produits à teneur réduite en sel', 'Saucisses de Strasbourg', 'Knacks industrielles', 'Charcuteries à teneur réduite en sel', 'Knacks industrielles à teneur réduite en sel']","['Peu ou pas de sel', 'Peu de sel', 'Allégé en sel', 'Moins 25% de sel', 'Pur porc']",,,,,,,,,,,,,,,,,,,,,,,,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,,Saucisse de Strasbourg à teneur en sel réduite de 25 %,"['Frais', 'Plastique', 'Sous-vide']",,,['France'],,http://www.corners.croquonslavie.fr/marques/herta/gammes/ficheproduit.aspx?ProductId=15a22d60-a970-43b0-b05d-2e726d87c883,,
1556,"Le Bon Paris (- 25 % de sel, Cuit à l'Étouffée) 4 Tranches + 1 Barquette Gratuite - Herta - 120g + 120g = 240g",3154230053392,"['Herta', 'Nestlé', 'Le Bon Paris']",['France'],"['Jambon frais de porc', 'bouillon ', 'eau', 'couennes de porc', 'oignons', 'os de porc', 'carottes', 'sel', 'persil', 'ail', 'clou de girofle', 'poivre', 'laurier', ' sel', 'dextrose de maïs', 'arômes', 'conservateur : nitrite de sodium ', ' chlorure de potassium', 'antioxydant : isoascorbate de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",439,?,439 kj(105 kcal),"2,5",1,"0,4","0,4",20,"1,4","0,56",E,120 g + 120 g = 240 g,"['Viandes', 'Charcuteries', 'Frais', 'Jambons', 'Porc', 'Produits sans gluten', 'Jambons blancs', 'Charcuteries cuites', 'Produits à teneur réduite en sel', 'Charcuteries à teneur réduite en sel', 'Jambons blancs à teneur réduite en sel']","['Peu ou pas de sel', 'Peu de sel', 'en:gluten-free', 'Allégé en sel', 'Moins 25% de sel', 'Point Vert', 'Qualité supérieure', ""Cuit à l'Étouffée"", 'Eco-Emballages', ""Herta s'engage""]",4,2.5 g,en faible quantité,1 g,en faible quantité,0.4 g,en faible quantité,1.4 g,en quantité modérée,-8%,,-8%,-13%,-7%,-38%,-35%,-5%,-1%,-1%,2,-16%,B,-16%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,Jambon cuit supérieur de Paris à teneur en sel réduite de 25 %,"['Frais', 'Barquette et film plastique à jeter', 'Sous atmosphère protectrice']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",,,"['Union européenne', 'Viande de Porc']",http://www.corners.croquonslavie.fr/marques/herta/gammes/ficheproduit.aspx?ProductId=0eca3a5b-379f-4253-947e-c096a0201ecd,,
1557,"Le Bon Paris, À l'Étouffée (6 Tranches) - Herta - 270g",3154230053712,"['Herta', 'Nestlé', 'Le Bon Paris']",['France'],"['Jambon frais de porc', 'sel', 'bouillon ', 'eau', 'couennes de porc', 'oignons', 'os de porc carottes', 'sel', 'persil', 'ail', 'clou de girofle', 'poivre', 'laurier', 'dextrose', 'arômes naturels', 'Conservateur ', 'nitrite de sodium', 'antioxydant ', 'isoascorbate de sodium']","['Non végétalien', 'Non végétarien']",455,?,455 kj(109 kcal),"2,5",1,"0,4","0,4",21,"1,93","0,772",E,270 g,"['Viandes', 'Charcuteries', 'Frais', 'Jambons', 'Porc', 'Produits sans gluten', 'Jambons blancs', 'Charcuteries cuites']","['en:gluten-free', 'Point Vert', 'Fabriqué en France', 'Qualité supérieure', 'Eco-Emballages', ""Herta s'engage"", 'Qualité Supérieure - Source Naturelle de Protéines']",4,2.5 g,en faible quantité,1 g,en faible quantité,0.4 g,en faible quantité,1.93 g,en quantité élevée,-61%,,-64%,-51%,-10%,-99%,-86%,+165%,+199%,+199%,4,+215%,C,+215%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['FR 62.767.004 CE', 'Saint-Pol-sur-Ternoise (Pas-de-Calais, France)']",,Jambon cuit supérieur de Paris,"['Frais', 'Barquette', 'Plastique', 'Opercule', 'Film plastique', 'Sous atmosphère protectrice']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",,"[""Herta SAS - Route d'Ostreville - Zone Industrielle - 62130 Saint-Pol-sur-Ternoise"", 'Pas-de-Calais', 'Nord-Pas-de-Calais', 'France']","['Union européenne', 'Viande de Porc']",http://www.corners.croquonslavie.fr/marques/herta/gammes/ficheproduit.aspx?ProductId=29855df0-0148-421d-9e53-4add43fa97f4,,
1558,Le bon paris,3154230059295,,['France'],[],[],?,?,,?,,?,,?,,,E,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,,,,,,,,,,,,,,,,,,,,,,,,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,['Barquette'],,,,,,,
1559,"Le Bon Paris, Avec Couenne (4 Tranches) - Herta - 180g",3154230068587,"['Herta', 'Nestlé', 'Le Bon Paris']",['France'],"['Jambon frais de porc', 'couenne de porc', 'bouillon ', 'eau', 'couennes de porc', 'oignons', 'os de porc', 'carottes', 'sel', 'persil', 'ail', 'clou de girofle', 'poivre', 'laurier', ' ', ' sel', 'dextrose de maïs', 'arômes naturels', 'conservateur : nitrite de sodium ', ' antioxydant : isoascorbate de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",571,?,571 kj(136 kcal),6,"2,3","0,5","0,5",20,"1,9","0,76",E,180 g,"['Viandes', 'Charcuteries', 'Frais', 'Jambons', 'Porc', 'Produits sans gluten', 'Jambons blancs', 'Charcuteries cuites']","['en:gluten-free', 'Point Vert', 'Qualité supérieure', 'Avec couenne', 'Eco-Emballages', ""Herta s'engage"", 'Qualité Supérieure - Source Naturelle de Protéines']",4,6 g,en quantité modérée,2.3 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,-51%,,-54%,+17%,+107%,-99%,-82%,+152%,+195%,+195%,11,+766%,D,+766%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,Jambon cuit supérieur,"['Frais', 'Barquette et film plastique à jeter', 'Sous atmosphère protectrice']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",['Dia'],['France'],"['Union européenne', 'Viande de Porc']",http://www.corners.croquonslavie.fr/marques/herta/gammes/ficheproduit.aspx?ProductId=c3967e95-8b0c-498e-bee1-3b94149b0e54,,
1560,Le Bon Paris Fumé (lot de 2+1) - Herta - 3 * 120g (360g),3154230154709,"['Herta', 'Le Bon Paris']",['France'],"['Jambon frais de porc', 'Bouillon ', 'eau', 'couennes de porc', 'oignons', 'os de porc', 'carottes', 'sel', 'persil', 'ail', 'clou de girofle', 'poivre', 'laurier', 'sel', 'dextrose de maïs', 'conservateur : nitrite de sodium', 'antioxydant : isoascorbate de sodium', 'fumée']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",453,?,453 kj(108 kcal),"2,4","0,9","0,4","0,4",21,"1,8","0,72",E,3 * 120 g (360 g),"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Jambons blancs fumés']","['en:gluten-free', 'Point Vert', 'Fabriqué en France', 'Qualité supérieure', 'Eco-Emballages', 'Fumage au Bois de Hêtre', ""Herta s'engage""]",4,2.4 g,en faible quantité,0.9 g,en faible quantité,0.4 g,en faible quantité,1.8 g,en quantité élevée,-18%,,-20%,-55%,-56%,-53%,-39%,+3%,-9%,-9%,3,-62%,C,-62%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['FR 67.218.001 CE', 'Illkirch-Graffenstaden (Bas-Rhin, France)']",,Jambon cuit supérieur,"['Barquette', 'Plastique']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",['Cora'],,"['Union européenne', 'Viande de Porc']",,,
1561,Jambon,3154230209393,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,"Tendre Noix, Braisé Doré au Four (4 Tranches + 2 Gratuites) - Herta - 120g + 60g gratuits = 180g",3154230214700,"['Herta', 'Nestlé', 'Tendre Noix']",['France'],"['Jambon frais de porc', 'bouillon ', 'eau', 'couennes de porc', 'oignons', 'os de porc', 'carottes', 'sel', 'persil', 'ail', 'clou de girofle', 'poivre', 'laurier', 'sel', 'dextrose', 'arômes naturels', 'huile de tournesol', 'antioxydant : isoascorbate de sodium', 'conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",476,?,476 kj(114 kcal),"2,9","1,3","0,7","0,7",21,"2,032","0,813",E,120 g + 60 g gratuits = 180 g,"['Viandes', 'Charcuteries', 'Frais', 'Jambons', 'Porc', 'Jambons blancs', 'Charcuteries cuites', 'Jambons braisés']","['Point Vert', 'Fabriqué en France', 'Qualité supérieure', 'Eco-Emballages', 'Garantie Sélection Noix Entières', ""Herta s'engage""]",4,2.9 g,en faible quantité,1.3 g,en faible quantité,0.7 g,en faible quantité,2.03 g,en quantité élevée,-9%,,-20%,-52%,-34%,+12%,+39%,-2%,+6%,+6%,11,+37%,D,+37%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['FR 67.218.001 CE', 'Illkirch-Graffenstaden (Bas-Rhin, France)']",,Jambon cuit supérieur,"['Frais', 'Barquette et film plastique à jeter', 'Sous atmosphère protectrice']","['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,"['Herta SAS - 2 Route Jean Pierre Clause - ZI de la Hardt - 67400 Illkirch-Graffenstaden', 'Bas-Rhin', 'Alsace', 'France']","['Union européenne', 'Viande de Porc']",http://www.corners.croquonslavie.fr/marques/herta/gammes/ficheproduit.aspx?ProductId=001ef6f9-a012-4b9a-97df-d3a07caba3c1,,
1563,"Le Bon Paris (- 25 % de Sel, Cuit à l'Étouffée - 4 Tranches) Lot de 2 + 1 Gratuite - Herta - 240g + 120g = 360g",3154230230403,"['Herta', 'Nestlé', 'Le Bon Paris']",['France'],"['Jambon frais de porc', 'bouillon : eau', 'couennes de porc', 'oignons', 'os de porc', 'carottes', 'sel', 'persil', 'ail', 'clou de girofle', 'poivre', 'laurier ', ' sel', 'dextrose de maïs', 'arômes', 'conservateur : nitrite de sodium ', ' chlorure de potassium', 'antioxydant : isoascorbate de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",439,?,439 kj(105 kcal),"2,5",1,"0,4","0,4",20,"1,4","0,56",E,240 g + 120 g = 360 g,"['Viandes', 'Charcuteries', 'Frais', 'Jambons', 'Porc', 'Produits sans gluten', 'Jambons blancs', 'Charcuteries cuites', 'Produits à teneur réduite en sel', 'Charcuteries à teneur réduite en sel', 'Jambons blancs à teneur réduite en sel']","['Peu ou pas de sel', 'Peu de sel', 'en:gluten-free', 'Allégé en sel', 'Moins 25% de sel', 'Point Vert', 'Qualité supérieure', ""Cuit à l'Étouffée"", 'Eco-Emballages', ""Herta s'engage""]",4,2.5 g,en faible quantité,1 g,en faible quantité,0.4 g,en faible quantité,1.4 g,en quantité modérée,-8%,,-8%,-13%,-7%,-38%,-35%,-5%,-1%,-1%,2,-16%,B,-16%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,Jambon cuit supérieur de Paris à teneur en sel réduite de 25 %,"['Frais', 'Barquette et film plastique à jeter', 'Sous atmosphère protectrice']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",,['France'],"['Union européenne', 'Viande de Porc']",http://www.corners.croquonslavie.fr/marques/herta/gammes/ficheproduit.aspx?ProductId=0eca3a5b-379f-4253-947e-c096a0201ecd,,
1564,"Tendre Noix, Virginie Fumé & Adouci au miel (4 Tranches + 2 Gratuites) - Herta - 120g + 60g Gratuits = 180g",3154230367833,"['Herta', 'Nestlé', 'Tendre Noix']",['France'],"['Jambon frais de porc', 'bouillon ', 'eau', 'couennes de porc', 'oignons', 'os de porc', 'carottes', 'sel', 'persil', 'ail', 'clou de girofle', 'poivre', 'laurier', 'sel', 'arômes naturels', 'dextrose', 'miel 0,1 %', 'antioxydant : isoascorbate de sodium', 'conservateur : nitrite de sodium', 'agent de dorage : caramel', 'fumée']","['Non végétalien', 'Non végétarien']",475,?,475 kj(114 kcal),"2,8","1,09","0,6","0,6",21,"1,829","0,732",E,120 g + 60 g Gratuits = 180 g,"['Viandes', 'Charcuteries', 'Frais', 'Jambons', 'Porc', 'Jambons blancs', 'Charcuteries cuites', 'Jambons blancs fumés']","['Point Vert', 'Fabriqué en France', 'Qualité supérieure', 'Eco-Emballages', 'Garantie Sélection Noix Entières', ""Herta s'engage""]",4,2.8 g,en faible quantité,1.09 g,en faible quantité,0.6 g,en faible quantité,1.83 g,en quantité élevée,-14%,,-16%,-47%,-47%,-29%,-8%,+3%,-7%,-7%,5,-38%,C,-38%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['FR 67.218.001 CE', 'Illkirch-Graffenstaden (Bas-Rhin, France)']",,Jambon cuit supérieur,"['Frais', 'Barquette et film plastique à jeter', 'Sous atmosphère protectrice']","['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Intermarché'],"['Herta SAS - 2 Route Jean Pierre Clause - ZI de la Hardt - 67400 Illkirch-Graffenstaden', 'Bas-Rhin', 'Alsace', 'France']","['Union européenne', 'Viande de Porc']",http://www.corners.croquonslavie.fr/marques/herta/gammes/ficheproduit.aspx?ProductId=d0263f2b-9a65-4bfb-b0b1-150b4bcf7b46,,
1565,Tendre croque campagnard - Herta - 600g,3154230508199,['Herta'],['France'],[],[],?,?,,?,,?,,?,,,,600 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,Tendre Noix au Torchon (lot de 2+1 gratuit) - Herta - 480g,3154230771203,"['Herta', 'Tendre Noix']",['France'],"['Jambon frais de porc', 'bouillon ', 'eau', 'couennes de porc', 'oignons', 'os de porc', 'carottes', 'sel', 'persil', 'ail', 'clou de girofle', 'poivre', 'laurier', 'sel', 'dextrose de maïs', 'arômes naturels', 'antioxydant : isoascorbate de sodium', ' conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",480,?,480 kj(115 kcal),"3,5","1,4","0,6","0,6",20,"1,8","0,72",C,480 g,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']","['en:gluten-free', 'Qualité supérieure', 'Viande-francaise', 'Viande-porcine-francaise']",4,3.5 g,en quantité modérée,1.4 g,en faible quantité,0.6 g,en faible quantité,1.8 g,en quantité élevée,-5%,,-12%,-27%,-24%,-10%,+1%,-5%,-4%,-4%,4,-43%,C,-43%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['FR 67.218.001 CE', 'Illkirch-Graffenstaden (Bas-Rhin, France)']",,Jambon cuit supérieur,"['Barquette', 'Plastique']","['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Cora'],['France'],['France'],,,
1567,Iñaki hertz,3154230832478,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,Tendre croque chêvre - Herta - 600g,3154231061488,['Herta'],['France'],[],[],?,?,,?,,?,,?,,,,600 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,Les fruits en fête ( banane et pomme ),3154260000014,,['France'],[],[],?,70,293 kj(70 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,"Flamiche au maroilles LE BEFFROI, 30%MG",3154270001964,['Le Beffroi'],['France'],"['Maroilles 45 % M', 'G', ' au lait cru 30 % sans croûte,lait', 'œufs,crème', ' sel', 'levure']",['Non végétalien'],?,374,1565 kj(374 kcal),"26,5","16,9","18,5","0,4","14,6","1,25","0,5",D,,"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées', 'Tartes au maroilles', 'Flamiches']",,3,26.5 g,en quantité élevée,16.9 g,en quantité élevée,0.4 g,en faible quantité,1.25 g,en quantité modérée,,+29%,+30%,+68%,+59%,-16%,-79%,+14%,-8%,-8%,18,+7%,D,+7%,74.9%,11.5%,2.8%,3.1%,1.6%,6.0%,49,,"['Œufs', 'Lait']",,,,,,,,,
1571,Flamiche au maroilles,3154270002022,,['France'],[],[],?,374,1565 kj(374 kcal),"26,5","16,9","18,5","0,4","14,5","1,3","0,52",D,,"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées', 'Tartes au maroilles', 'Flamiches']",,,26.5 g,en quantité élevée,16.9 g,en quantité élevée,0.4 g,en faible quantité,1.3 g,en quantité modérée,,+29%,+30%,+68%,+59%,-16%,-79%,+13%,-4%,-4%,19,+12%,E,+12%,74.9%,11.5%,2.8%,3.1%,1.6%,6.0%,49,,,,,,,,,,,
1572,L'Avesnois - Sans marque - 200g,3154270050160,"['Sans marque', 'Prolaidis']",['France'],"['Lait de vache pasteurisé', 'sel', 'ferments lactiques', ""ferments d'aromatisation"", 'présure']",['Non végétalien'],?,?,,26,,?,,?,,,C,200 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages pasteurisés']",['Saveurs en Or'],3,26 g,en quantité élevée,,,,,,,,,,0%,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['FR 02.725.002 CE', 'Sommeron (Aisne, France)']",['Lait'],,"['Film', 'Plastique']",,,,,,,
1573,Beurre demi-sel -  - 250g,3154270197872,,['France'],"['Beurre', 'sel ', '2 %']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,726,3038 kj(726 kcal),80,56,1,1,"0,5",2,"0,8",,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],,,,,,,,,
1574,My little cheddar,3154270489588,,['France'],[],[],?,406,1699 kj(406 kcal),"32,9","20,4","3,7","3,7","23,9","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Tripes à la mode Vendéenne - Tripes Paillard - 1kg,3155060000358,"['Tripes Paillard', 'Paillard']",['France'],"['Estomacs et pieds de bœuf 73,7 %', 'fond de sauce : eau', 'carottes', 'vin blanc', 'oignons', 'sel', 'muscadet', 'épices et aromates', 'acidifiant : acide citrique']",[],461,109,461 kj(109 kcal),3,"1,5",~ 0,~ 0,20,"1,1","0,44",,1 kg,"['Poissons et viandes et oeufs', 'Abats', 'Produits tripiers', 'Tripes']","['Viande Française', 'Viande-bovine-francaise']",3,3 g,en quantité modérée,1.5 g,en quantité modérée,0 g,en faible quantité,1.1 g,en quantité modérée,+11%,+9%,+10%,-9%,+6%,-100%,-100%,+22%,-4%,-4%,0,-100%,B,-100%,,,,,,,,"['FR 76.159.003 CE', 'Cany-Barville (Seine-Maritime, France)']",,,['Plastique'],['E330 - Acide citrique'],['Auchan'],['France'],['France'],,,
1576,Tripes à la mode de Caen au Calvados - Tripes Paillard - 1kg,3155060000624,['Tripes Paillard'],['France'],"['Estomacs et pieds de bœuf', 'fond de sauce : eau', 'carottes', 'oignons', 'vin aromatisé', 'sel', 'calvados 0,4 %', 'épices', 'acidifiant : acide citrique', ""pulpe d'ail""]",[],?,109,456 kj(109 kcal),3,"1,5",0,0,20,"1,1","0,44",E,1 kg,"['Plats préparés', 'Poissons et viandes et oeufs', 'Frais', 'Produits à la viande', 'Plats préparés à la viande', 'Abats', 'Plats au bœuf', 'Plats préparés frais', 'Spécialités à base de tripes', 'Produits tripiers', 'Tripes à la mode de Caen', 'Tripes']","['Point Vert', 'Cuisinées en Normandie', 'Eco-Emballages']",3,3 g,en quantité modérée,1.5 g,en quantité modérée,0 g,en faible quantité,1.1 g,en quantité modérée,,+9%,+9%,-9%,+6%,-100%,-100%,+22%,-4%,-4%,1,-24%,B,-24%,96.2%,1.8%,0.7%,0.7%,0.4%,0.3%,8,"['FR 76.159.003 CE', 'Cany-Barville (Seine-Maritime, France)']",,Tripes à la mode de Caen au Calvados,"['Frais', 'Terrine micro-ondes', 'Opercule', 'Film plastique', 'Sous-vide']",['E330 - Acide citrique'],,"['Les Tripes Paillard - ZI de la Vallée - 76450 Cany-Barville', 'Seine-Maritime', 'Haute-Normandie', 'France']",,,,
