,name,bar_code,brand,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,categories,markets,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,manufacturing,additives,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,ingredients_origins,link,traceability_code,palm_ingredients,brand_owner,producer_info
973,Sandwich,9011600001343,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,Cub Sandwich Thon - Denner - 165g,9011600004658,['Denner'],"['Pêche durable', 'Pêche durable MSC']","['France', 'États-Unis']","['Thon à tartiner 56% ', 'thon ', 'thunnus alalunga', 'FAO 67', '77', ' 28%', 'séré maigre', 'huile de colza', 'beurre', 'yogourt nature avec 3,5% graisse du lait', ' concombres', 'câpres', ""vinaigre d'alcool"", 'sel de cuisine', 'jaune d’œuf ', 'en plein air', 'graines de moutarde', 'sucre', 'amidon modifié de maïs', 'gélatine alimentaire', 'épices', 'épaississant : gomme xanthane', 'farine de graines de guar', 'farine de graines de caroube', 'conservateur : sorbate de potassium', 'colorant : caramel ordinaire', 'arômes', 'pain de froment 44% ', 'farine de froment', 'eau', 'sel de cuisine', 'huile de palme', 'levure', 'sucre', 'émulsifiant : lécithine de soja']",[],?,258,1079 kj(258 kcal),14,4,23,"2,6","9,4","1,7","0,68",165 g,,"['Sandwichs', 'Sandwichs au poisson', 'Sandwichs au thon']",,,,14 g,en quantité modérée,4 g,en quantité modérée,2.6 g,en faible quantité,1.7 g,en quantité élevée,,+16%,+15%,+65%,+288%,-9%,-6%,-3%,+57%,+57%,13,+1515%,D,+1515%,,,C,74.8%,8.9%,5.2%,8.3%,2.3%,0.6%,64,Sandwich avec préparation au thon,,,['MSC-C-51756'],,,
975,Wiener Gelierzucker 2:1 - Wiener Zucker - 500g,9012501001012,['Wiener Zucker'],,"['Autriche', 'France', 'Allemagne']",[],[],?,398,1665 kj(398 kcal),?,,98,98,?,,,500g,['Packung(en)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,Almdudler Still,9015160101307,['Almdudler'],"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,22,92 kj(22 kcal),0,0,"5,2","5,2",0,"0,1","0,04",,,['Boissons'],,,,0 g,en faible quantité,0 g,en faible quantité,5.2 g,en quantité modérée,0.1 g,en faible quantité,,-61%,-62%,-100%,-100%,-54%,-45%,-100%,+141%,+141%,8,+4%,D,+4%,,,,,,,,,,,,,,,,,
977,Alpquell Tirol - Alpquell Tirol Eau,9015260068012,['Alpquell Tirol Eau'],,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,['Boissons'],,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,
978,Twist and drink,9015340101301,,,['France'],[],[],?,38,159 kj(38 kcal),0,0,"9,3","9,2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Galettes tofu & riz,9017359140104,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'DE-ÖKO-007']",['France'],[],"['Végétalien', 'Végétarien']",?,191,799 kj(191 kcal),11,"1,3",11,"3,7",11,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Filets de tofu à l'ail des ours -,9017359144102,,"['Bio', 'Bio européen', 'DE-ÖKO-007']",['France'],[],[],1063,256,1063 kj(256 kcal),19,"2,8",3,"0,8",17,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,Hazelnut Noisette,9019328000013,,"['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien', 'Sans sucre ajouté', 'Sans lactose']",['France'],[],"['Végétalien', 'Végétarien']",?,32,134 kj(32 kcal),"2,6","0,4","1,3","0,3","0,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Apfel 8 vitamine+calcium,90113147,,,['France'],[],[],?,30,126 kj(30 kcal),0,0,"7,2","7,2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Almdudler Original -  - 1.5l,90151668,,,"['Autriche', 'Belgique', 'France']",[],[],?,33,138 kj(33 kcal),0,0,"7,9","7,9",0,"0,1","0,04",1.5 l,['Frais'],"[""en:Limonade aux herbes alpines d'Autriche""]",['Spar'],,,0 g,en faible quantité,0 g,en faible quantité,7.9 g,en quantité modérée,0.1 g,en faible quantité,,,,,,,,,,,1,,B,,,,,,,,,,,,,['en:Autriche'],,,,,
984,Twist And Drink Framboos Pet 20CL,90153440,['Twist'],,['France'],"['eau', 'sucre', 'jus de fruits à base de contentrés ', 'framboise 0,6%', 'cerise 0,4%', 'acide citrique', 'arôme', 'conservateur E202']",[],?,42,176 kj(42 kcal),0,0,10,10,0,0,0,,,"['Boissons', 'Boissons avec sucre ajouté']",,,4,0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0 g,en faible quantité,,-51%,-52%,-100%,-100%,-49%,-45%,-100%,-100%,-100%,13,+9%,E,+9%,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,,,,,,,,,,
985,Manner,90155697,['Manner'],,['France'],[],[],?,524,2192 kj(524 kcal),30,24,56,37,"5,6","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Ice tea - lemon lime,90167751,,"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,27,113 kj(27 kcal),"0,5","0,1","6,6","6,5","0,5","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Rauch - ice tea,90169076,['Rauch'],,['France'],[],[],?,28,117 kj(28 kcal),"0,1","0,1","6,9","6,9","0,1","0,005","0,002",,,['Boissons'],,,,0.1 g,en faible quantité,0.1 g,en faible quantité,6.9 g,en quantité élevée,0.005 g,en faible quantité,,-50%,-51%,-71%,-15%,-39%,-27%,-80%,-88%,-88%,9,+17%,D,+17%,,,,,,,,,,,,,,,,,
988,Jus D'orange - Rauch,90169380,"['Rauch', 'Bravo']",,['France'],[],[],?,33,138 kj(33 kcal),"0,2","0,2","7,4","6,9",0,"0,2","0,08",,['pet-bottle'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",,,,0.2 g,en faible quantité,0.2 g,en faible quantité,6.9 g,en quantité élevée,0.2 g,en quantité modérée,,-23%,-24%,+20%,+633%,-24%,-24%,-100%,+2242%,+2242%,0,-100%,B,-100%,,,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
989,T Sojajook Shokolaadi - Joya,9020200006900,['Joya'],"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,61,255 kj(61 kcal),"1,9","0,4","7,3","7,1","3,2","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,Happy Oats - Drink Avena,9020200017715,['Drink Avena'],['Sans sucre ajouté'],['France'],"['Eau', 'avoine 9 7%', 'huile tournesol', 'calcium', 'stabilisant ', 'carraghénane', 'arôme', 'sel']",[],?,38,159 kj(38 kcal),"0,9","0,1","6,5","3,8","0,6","0,09","0,036",,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de céréales', ""Boissons à l'avoine""]",,['Avoine'],4,0.9 g,en faible quantité,0.1 g,en faible quantité,3.8 g,en quantité modérée,0.09 g,en faible quantité,,-21%,-21%,-30%,-52%,-17%,-26%,-22%,-5%,-5%,0,-100%,B,-100%,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",B,9.3%,2.1%,32.4%,31.8%,19.1%,5.3%,88,,,,,,,
991,Hafer Chia - Joya,9020200018972,['Joya'],['Sans sucre ajouté'],['France'],[],[],?,47,197 kj(47 kcal),"1,3","0,2","7,8","4,6","0,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,Erdbeere - Joya,9020200019351,['Joya'],"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,87,364 kj(87 kcal),3,"2,6","12,1","9,2","1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,Oats Hafer Schoko kokos - Joya,9020200019481,['Joya'],"['Végétarien', 'Végétalien', 'Sans sucre ajouté']",['France'],[],"['Végétalien', 'Végétarien']",?,38,159 kj(38 kcal),"0,6","0,4","6,7","3,8","0,9","0,1","0,04",,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de céréales', ""Boissons à l'avoine""]",,,,0.6 g,en faible quantité,0.4 g,en faible quantité,3.8 g,en quantité modérée,0.1 g,en faible quantité,,-21%,-21%,-53%,+93%,-15%,-26%,+17%,+6%,+6%,0,-100%,B,-100%,,,B,9.3%,2.1%,32.4%,31.8%,19.1%,5.3%,88,,,,,,,
994,Soja cuisine - Joya - 200ml,9020200020012,['Joya'],"['Bio', 'Végétarien', 'Bio européen', 'en:FSC', 'en:gluten-free', 'Végétalien', 'AT-BIO-301', 'Agriculture UE', 'FSC Mix', 'Point Vert', 'en:The Vegan Society']","['France', 'Espagne']","['base de soja* 79,4% ', 'agua ', 'habas de soja* 7,3%', 'aceite de girasol*', 'jarabe de glucosa*', 'espesante: gama garrofín*: sal', ' ', '*Procedente de la agricultura ecológica']","['Végétalien', 'Végétarien']",?,182,761 kj(182 kcal),17,2,"5,3","1,2","2,6","0,1","0,04",200 ml,['Tetra Pak'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Crèmes végétales', 'Crèmes végétales pour cuisiner', 'Crèmes végétales à base de soja pour cuisiner']",['Carrefour'],['Soja'],4,17 g,en quantité modérée,2 g,en quantité modérée,1.2 g,en faible quantité,0.1 g,en faible quantité,,+17%,+18%,+16%,+17%,+96%,-31%,-11%,-7%,-7%,2,+24%,B,+24%,['Austria'],,A,50.8%,26.4%,8.8%,8.6%,5.3%,0.0%,91,"Crema de soja para cocinar, procedente de la agricultura ecológica (UHT)",,https://es.joya.info/produkt/soja-ecologica-cuisine/,['FSC-C014047'],,,
995,Dessert Lacté Vanille Nappé de Caramel - La Yaourtière - 110g,9020689000208,['La Yaourtière'],['Fabriqué en France'],['France'],"['Lait entier BIO', 'sucre de canne', 'œufs plein air', 'arôme naturel de vanille', 'caramel aromatique']",['Non végétalien'],?,102,427 kj(102 kcal),"6,96","4,12","14,1","14,1","3,61","0,33","0,132",110 g,"['Pot', 'Verre', 'Frais']","['Produits laitiers', 'Desserts', 'Desserts lactés', 'Desserts lactés à la vanille']",,"['Œufs', 'Lait']",4,6.96 g,en quantité modérée,4.12 g,en quantité modérée,14.1 g,en quantité élevée,0.33 g,en quantité modérée,,-26%,-25%,+39%,+30%,-22%,-7%,+11%,+148%,+148%,7,+20%,C,+20%,['France'],,,,,,,,,,,,,"['FR 01.333.069 CE', 'Saint-André-de-Corcy (Ain, France)']",,,
996,Trink  joghurt,9021700161106,,,['France'],[],[],?,68,285 kj(68 kcal),"0,9","0,6",12,"11,8","2,9","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,"Living Earth Raw Unfiltered Organic Apple Cider Vinegar With the Mother, 500 ML",9024718970753,['Living Earth'],"['Bio', 'Bio européen', 'ES-ECO-027-RI']",['France'],['Organic apple Cider vinegar'],[],?,19,79 kj(19 kcal),0,0,0,0,0,"0,006","0,002",500 mL,,['Boissons'],,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.006 g,en faible quantité,,-66%,-67%,-100%,-100%,-100%,-100%,-100%,-86%,-86%,3,-61%,C,-61%,,,,,,,,,,,,,,,,,
998,Limoncello della Scogliera -,9030135687716,,,['France'],[],[],?,?,,?,,?,,?,,,,"['Bouteille', 'Verre']","['Boissons', 'Boissons alcoolisées', 'Liqueurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,E,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,,,,,,,
999,Butter Brioche - Bäckerland,9032400005805,['Bäckerland'],,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,ölz Frischbackwaren Bäckerland Brioche,9032400005928,,,['France'],"['farine de ble', 'sucre', 'ceuf entier* 10%', 'graisse de palme', 'eau', 'humidifiant: sorbitol', 'huile de colza', 'sel de table', 'levure', 'émulsifiants ', 'e471', 'e481', 'lait entier en poudre', 'gluten de ble', 'arome', 'conservateur: acide sorbique', 'épice', 'acidifiant: acide citrique', '*de poules élevées au sol', 'peut contenir des traces de noisettes', ""d'amandes et de noix"", 'ungeaftnet mindestens haltbar bis siehe datumseindruck packungseie/non ouvert', 'à consommer']","['Huile de palme', 'Non végétalien']",?,?,,?,,?,,?,,,,,,,['Gluten'],4,,,,,,,,,,,,,,,,,,,,,,,,"['E420 - Sorbitol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",,,,,,,,,,,,,['Huile de palme'],,
1001,Antiox,90331275,,,['France'],[],[],?,40,167 kj(40 kcal),"0,8",0,"9,7","9,7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,Cappy Multivitamin,90338229,['Cappy'],,['France'],"['iszibarack', ' ital houéadott 5ik:viz', 'gyümôlcslevekés gyümôlcspüré ', 'süritménybil', ': naraXé 40%', ' almalé ', '5 citromlé ', '2,7 %', 'szi151é ', '1,8 %', ' és iszibarack üré Cukor', 'vitaminok: Niacin ', 'B3', 'E-vitamin', 'Pantoténsav ', 'B5', 'Bhifiin', 'ayomék', ' Min5#gét meg5rzi ', 'nppIh61év', ': lésda plack nyakin', ' kiyilis természetes eredetü és nem befolyésolja a engedélyéveL MLT:Nxrhat/ Mnk With mult fait jutes and puree from tonentate', 'ddedftmInsFrultcontentÙinum50%PastcurEeLl Il Water', 'Sugar', 'Peach Puree ', '0,8 frcm concentrate', 'Vi• ŒMLi:à5622291ü']",[],?,46,192 kj(46 kcal),0,0,"10,8","10,8",0,0,0,,,"['Boissons', 'Boissons avec sucre ajouté']",,,,0 g,en faible quantité,0 g,en faible quantité,10.8 g,en quantité élevée,0 g,en faible quantité,,-46%,-48%,-100%,-100%,-45%,-41%,-100%,-100%,-100%,15,+26%,E,+26%,,,,,,,,,,,,,,,,,
1003,Organic tea lemon & honey - Honest,90357411,['Honest'],['Fabriqué en Italie'],['France'],[],[],?,19,79 kj(19 kcal),0,0,"4,5","4,5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Rani - Coca-cola,90370281,"['Coca-cola', 'Rani', 'Pulpy']",,"['France', 'Maroc']",[],[],?,48,201 kj(48 kcal),0,0,12,"10,1",0,"0,05","0,02",,,['Boissons'],,,,0 g,en faible quantité,0 g,en faible quantité,10.1 g,en quantité élevée,0.05 g,en faible quantité,,-14%,-17%,-100%,-100%,+6%,+7%,-100%,+20%,+20%,14,+83%,E,+83%,,,,,,,,,,,,,,,,,
1005,Fanta Orange,90377884,['Fanta'],,['France'],[],[],?,174,728 kj(174 kcal),0,0,"43,1","43,1",0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Pulpy pesca,90399770,,,['France'],[],[],?,55,230 kj(55 kcal),0,0,"13,4","13,4",0,"0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,Limunska Trava,90399831,,,['France'],[],[],?,59,247 kj(59 kcal),0,0,"4,3","4,3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,Ice tea,9040400006845,,['Fabriqué en Espagne'],['France'],[],[],?,20,84 kj(20 kcal),0,0,5,5,0,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,Sachet PEZ - 85g,9044400822320,['PEZ'],['Sans lactose'],['France'],"['Sucre', 'sirop de glucose', 'acidifiant ', 'acide citrique', ""correcteur d'acidité "", 'citrates de sodium', 'graisse de palme totalement hydrogénée', 'émulsifiant ', ""mono - et diglycérides d'acides gras"", 'arômes', 'concentrés-couleur ', 'concentrés de pomme', 'cassis', 'carotte', 'carthame', 'carotte noire', 'patate douce', 'raisin', 'citron']",['Huile de palme'],?,400,1674 kj(400 kcal),"1,6","1,6",95,95,0,"0,83","0,332",85g,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"['E330 - Acide citrique', 'E331 - Citrates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,,,,,,Bonbons au goût de fruits,,,,['Huile de palme'],,
1010,Trolls - PEZ - 34g,9044400838697,['PEZ'],"['en:gluten-free', 'Sans lactose']",['France'],"['sucre', 'sirop de glucose', 'acidifiant ', 'acide citrique', 'correcteur d’acidité ', 'citrates de sodium', 'graisse de palme totalement hydrogénée', 'émulsifiant ', ""mono - et diglycérides d'acides gras"", 'arômes', 'concentrés-couleur ', 'concentrés de pomme', 'cassis', 'carotte', 'carthame', 'carotte noire', 'patate douce', 'raisin', 'citron']",['Huile de palme'],1697,400,1697 kj(400 kcal),"1,6","1,6",95,95,0,"0,83","0,332",34 g,"['Carton', 'Plastique']","['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",['Carrefour'],,4,1.6 g,en faible quantité,1.6 g,en quantité modérée,95 g,en quantité élevée,0.83 g,en quantité modérée,+9%,+12%,+13%,-14%,+51%,+14%,+64%,-100%,+586%,+586%,19,+32%,E,+32%,,"['E330 - Acide citrique', 'E331 - Citrates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",E,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,['Huile de palme'],,
1011,Pot au Feu de legumes - Liebig - 1L,9046111357078,['Liebig'],"['Cuisiné en France', 'Sans colorants', 'Sans conservateurs']",['France'],"['eau', 'légumes 27% ', 'carotte', 'navet', 'poireau', 'pomme de terre', 'chou vert', 'céleri', 'oignon', 'viande de bœuf cuite 2,2%', 'amidon transformé de pomme de terre', 'sel', 'arômes ', 'contient lait', 'céleri', 'huile de colza', 'girofle en poudre', 'exhausteur de goût : glutamate de sodium', 'extraits naturels de thym', 'de laurier et de poivre']","['Non végétalien', 'Non végétarien']",108,?,108 kj(26 kcal),"0,7","0,1",3,"0,9","1,4","0,8","0,32",1 L,"['Brique', 'Carton']","['Plats préparés', 'Soupes']",,"['Céleri', 'Lait']",4,0.7 g,en faible quantité,0.1 g,en faible quantité,0.9 g,en faible quantité,0.8 g,en quantité modérée,-50%,,-54%,-64%,-83%,-48%,-48%,-36%,-8%,-8%,3,+83%,C,+83%,,"['E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",,,,,,,,,,,,,,,
1012,Minute Maid Original Orange - 1L,9049000000000,['Minute Maid'],,"['France', 'Luxembourg']","[""JUS D'ORANGE À BASE DE CONCENTRÉ"", ' Naturellement riche en vitamine C']",[],?,51,213 kj(51 kcal),0,0,"12,1","12,1",0,0,0,1 L,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', ""Jus d'orange"", ""Jus d'orange à base de concentré""]",,,1,0 g,en faible quantité,0 g,en faible quantité,12.1 g,en quantité élevée,0 g,en faible quantité,,+19%,+17%,-100%,-100%,+25%,+33%,-100%,-100%,-100%,7,+133%,D,+133%,,,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
1013,Red Bull-energy Drink -tropical-250ml-the Summer Edition T-austria - 250ml,90415579,['Red bull'],,"['Autriche', 'France', 'Suisse']","['Wasser', 'glucose', 'taurin', 'caféine', 'vitamine', 'arôme,']",[],?,46,192 kj(46 kcal),0,0,11,11,0,"0,1","0,04",250 ml,['Alu'],"['Boissons', 'Boissons sans alcool', 'Boissons avec sucre ajouté']",,,,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0.1 g,en faible quantité,,+21%,+15%,-100%,-100%,+27%,+50%,-100%,+381%,+381%,15,+113%,E,+113%,['5330 Fuschl am See'],,,,,,,,,,,,http://www.redbull.at,,,,
1014,Powerade Passionfruit Ion4 Pet,90418136,['Powerade'],,['France'],[],[],?,16,67 kj(16 kcal),0,0,"3,9","3,9",0,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Redbull green - Red Bull - 250ml,90424168,['Red Bull'],,"['France', 'Allemagne']",[],[],?,46,192 kj(46 kcal),"0,001","0,001",11,11,"0,001","0,1","0,04",250 ml,['Dose'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,RedBull Orange Edition - 25c',90424203,['RedBull'],,['France'],[],[],?,?,,?,,?,,?,,,25 c',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,RedBull Orange - Red bull - 250ml,90424403,"['Red bull', 'RedBull']",,['France'],[],[],?,45,188 kj(45 kcal),0,0,11,11,0,"0,1","0,04",250 ml,,['Boissons'],,,,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0.1 g,en faible quantité,,-20%,-22%,-100%,-100%,-3%,+17%,-100%,+141%,+141%,15,+96%,E,+96%,,,,,,,,,,,,,,,,,
1018,RedBull Orange - 250ml,90424413,['RedBull'],,['France'],[],[],?,?,,?,,?,,?,,,250 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,Redbull Cola - 250ml,90424588,['RedBull'],"['Bio', 'Bio européen', 'CH-BIO-004']","['France', 'Suède']","['Water', 'sugar', 'caramel sugar syrup', 'carbonic acid', 'lemon juice concentrate', 'natural flavors from plant extracts ', '0', '28%', ': ', 'caffeine from coffe beans ', '0', '013%', 'lemon', 'lime', 'vanilla', 'licorice', 'galangal', 'cinnamon', 'kola nut', 'cacao', 'orange', 'cardamom', 'mint', 'pine', 'mace', 'clove']",[],?,38,159 kj(38 kcal),0,0,"9,2","8,8",0,0,0,250 ml,['Can'],"['Boissons', 'Boissons gazeuses', 'Sodas', 'Boissons avec sucre ajouté']",,,3,0 g,en faible quantité,0 g,en faible quantité,8.8 g,en quantité élevée,0 g,en faible quantité,,+41%,+37%,-100%,-100%,+36%,+33%,-100%,-100%,-100%,12,+30%,E,+30%,,,,,,,,,,,RedBull Simply Cola,,http://www.redbullsimplycola.com/se/sv,,,,
1020,Organics Ginger ale - Red Bull,90433146,['Red Bull'],,['France'],[],[],?,37,155 kj(37 kcal),0,0,"8,9","8,8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,Organics Tonic water,90433153,,,['France'],[],[],?,37,155 kj(37 kcal),0,0,"8,8","8,8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,Minute Maid Orange Brik 20CL 4-pack - 200ml,90494000,['Minute Maid'],,"['Belgique', 'France']","[""Jus d'orange à base de concentré\rTeneur en fruits 100%""]",[],?,51,213 kj(51 kcal),0,0,"12,1","12,1","0,01","0,01","0,004",200 ml,['Tetra Brik'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', ""Jus d'orange"", ""Jus d'orange à base de concentré""]",,,,0 g,en faible quantité,0 g,en faible quantité,12.1 g,en quantité élevée,0.01 g,en faible quantité,,+19%,+17%,-100%,-100%,+25%,+33%,-98%,+21%,+21%,7,+133%,D,+133%,,,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,Jus de fruit,,https://www.coca-cola-france.fr/gamme/minute-maid/orange,['13-0350-BNLFR'],,,
1023,Jus d'orange  - Minute Maid - 330ml,90494027,['Minute Maid'],,['France'],[],[],?,?,,?,,?,,?,,,330 ml,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
1024,Dr. Pepper - 500ml e,90494581,['Dr. Pepper'],,['France'],"['Carbonated Water', ' Sugar', ' Colour ', 'Caramel El 50d', ' Phosphoric Acid', ' Preservative ', 'Potassium Sorbate', 'Flavourings Including Caffeine', ' Sweeteners ', 'Aspartame', 'AcesulfameKl Contains a Source of Phenylatanine']",[],?,29,121 kj(29 kcal),0,0,"7,2","7,2",0,0,0,500 ml e,"['Bouteille', 'Plastique']","['Boissons', 'Boissons gazeuses', 'Sodas', 'Sodas au cola', 'Boissons avec sucre ajouté']",,,4,0 g,en faible quantité,0 g,en faible quantité,7.2 g,en quantité élevée,0 g,en faible quantité,,+38%,+36%,-100%,-100%,+34%,+37%,-100%,-100%,-100%,10,+36%,E,+36%,,"['E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E951 - Aspartame']",,,,,,,,,,,,,,,
