,name,bar_code,brand,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,categories,markets,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,manufacturing,additives,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,ingredients_origins,link,traceability_code,palm_ingredients,brand_owner,producer_info
580,Coconut Chips,8859342000078,,,['France'],[],[],?,120,502 kj(120 kcal),8,7,6,6,0,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,True ginger,8859352100010,,['Sans arômes artificiels'],['France'],[],[],?,292,1222 kj(292 kcal),"0,1","0,1",72,50,"0,5","0,39","0,156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Twinkies Banana - Hostess - 385g,88810900400,['Hostess'],['Contient des OGMs'],['France'],"['Farine de blé enrichie [farine', 'fer', 'vitamines B ', 'Niacine', 'mononitrate de thiamine ', 'B1', 'Riboflavine ', 'B2', 'acide folique', ']', 'eau', 'sirop de maïs', 'sucre', 'sirop de maïs à haute teneur en fructose', 'matières grasses végétales et / ou animales partiellement hydrogénés ', 'huile de graines de soja', 'huile de graines de coton', 'huile de colza', 'graisse de bœuf', 'dextrose', 'œufs entiers', 'amidon de maïs modifié', 'poudres à lever ', 'Bicarbonate de sodium ', 'E500', ' phosphates de disodium ', 'E450', 'phosphates de calcium ', 'E341', 'émulsifiants ', 'lécithine de soja', ""mono- et diglycérides d'acides gras "", 'E471', 'polysorbate 60 ', 'E435', 'stéarol-2 lactylate de sodium ', 'E481', 'glucose', 'protéines de lait', 'glycérine', 'huile de graines de soja', 'purée de banane ', '0,6%', 'sel', 'conservateurs : acide sorbique ', 'E200', 'sorbate de potassium ', 'E202', 'sulfate de calcium ', 'E226', 'stabilisants ', 'gomme xanthane ', 'E415', 'gomme de cellulose ', 'E468', 'arômes', 'colorants artificiels ', 'tartrazine ', 'E102', 'rouge allura ', 'E129']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']","1461,7",?,"1461,7 kj(349 kcal)","11,7","5,8","59,7","42,9","2,6","1,2","0,48",385 g,"['Boîte', 'Carton', 'Plastique']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']",,"['Œufs', 'Gluten', 'Lait', 'Soja']",4,11.7 g,en quantité modérée,5.8 g,en quantité élevée,42.9 g,en quantité élevée,1.2 g,en quantité modérée,-14%,,-13%,-40%,-24%,+20%,+54%,-52%,+97%,+97%,23,+28%,E,+28%,,"['E500ii - Carbonate acide de sodium', 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E435 - Monostéarate de polyoxyéthylène sorbitane', '', 'Risque modéré de sur-exposition', 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E422 - Glycérol', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E226 - Sulfite de calcium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E466 - Carboxyméthylcellulose', 'E468 - Carboxyméthylcellulose de sodium réticulée', 'E102 - Tartrazine', 'E129 - Rouge allura AC']",,,,,,,,,Golden sponge cake with a creamy banana flavour filling,,http://www.hostesscakes.com/products,,,,
583,8884431104924,8884431104924,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Nouilles Udon - Orient,8885000830084,['Orient'],['Sans conservateurs'],['France'],"['farine de blé', 'eau', 'amidon de tapioca modifié', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,139,582 kj(139 kcal),"0,29","0,09","30,6","0,19","3,69","0,32","0,128",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Udon']",,['Gluten'],3,0.29 g,en faible quantité,0.09 g,en faible quantité,0.19 g,en faible quantité,0.32 g,en quantité modérée,,-42%,-41%,-75%,-50%,-38%,-78%,-46%,-74%,-74%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,
585,Gourmet salted egg yolk - fish skin crisps - The golden duck - 125g,8885014850115,['The golden duck'],,['France'],[],[],?,?,,?,,?,,?,,,125g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Kopiko - 800g,8886001100145,['Kopiko'],,"['France', 'Espagne']",[],[],?,436,1824 kj(436 kcal),"9,9","7,6","86,2","67,1","0,6","0,28","0,112",800 g,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Sucettes']",,,,9.9 g,en quantité modérée,7.6 g,en quantité élevée,67.1 g,en quantité élevée,0.28 g,en faible quantité,,+16%,+15%,+899%,+1326%,-3%,-6%,-37%,+175%,+175%,23,+56%,E,+56%,,,E,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,
587,Good Time Double Chocochip,8886015203115,,,['France'],[],[],?,200,837 kj(200 kcal),22,15,67,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Crème de coco - Kara - 425ml,8886303221012,['Kara'],,['France'],"['Crème de coco 99,7% ', 'extrait de noix de coco', 'eau', 'Stabilisants ', 'E466 et E415']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,425 ml,"['Conserve', 'Conserve']","['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Crèmes végétales', 'Laits de coco']",['Leclerc'],,4,,,,,,,,,,,,,,,,,,,,,,,,"['E466 - Carboxyméthylcellulose', 'E415 - Gomme xanthane']",B,30.3%,10.4%,21.2%,23.2%,11.5%,3.4%,75,Crème de coco stérilisée,['Indonésie'],,,,,
589,Smooze fruit ice simpky coco,8886303245162,['Smooze'],,['France'],"['Coconut milk 80%', 'natural cane sugar', 'maltodextrin', 'fructose', 'stabdisers ', 'tara gum', 'xanthan gum', 'natural flavour', ' salt']",[],?,430,1799 kj(430 kcal),"5,1","4,6","13,5","10,9",0,"0,003","0,001",,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"['E417 - Gomme tara', 'E415 - Gomme xanthane']",,,,,,,,,,,,,,,
590,Fruit ice - SMOOZE - 65ml,8886303245179,['SMOOZE'],"['Végétarien', 'en:Vegetarian Society']",['France'],"['Lait de coco 70 % ', 'extrait de noix de coco', 'eau', 'purée de banane 17%', 'sucre de canne', 'arômes naturels', 'stabilisant ', 'gomme de tara', 'gélifiant ', 'pectine de fruits', ""régulateur d'acidité "", 'acide citrique', 'antioxydant ', 'acide ascorbique', 'colorant naturel ', 'béta-carotène']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Végétarien']",?,122,510 kj(122 kcal),"4,7","4,4","19,3",18,"0,8","0,02","0,008",65 ml,"['Berlingo', 'Carton']",['Glace aux fruits'],['place à la nature'],,4,4.7 g,en quantité modérée,4.4 g,en quantité modérée,18 g,en quantité élevée,0.02 g,en faible quantité,,,,,,,,,,,3,,C,,['Indonesie'],"['E417 - Gomme tara', 'E440 - Pectines', 'E330 - Acide citrique', 'E300 - Acide ascorbique', 'E160ai - Bêta-carotène']",,,,,,,,,glace aux fruits,"['Équateur', 'Indonésie', 'Sumatra']",,['SM5-D-BN-UK/DE'],,,
591,SMOOZE glace aux fruits coco/goyave rose - 65ml,8886303245445,['SMOOZE'],"['Végétarien', 'en:gluten-free', 'Sans conservateurs', 'en:Vegetarian Society']",['France'],"['Purée de goyave rose 47%', 'lait de coco 40% ', 'extrait de noix de coco', 'eau', 'sucre de canne', 'gélifiant ', 'pectine de fruits', ""régulateur d'acidité "", 'acide citrique', 'arômes naturels', 'antioxydants ', 'acide ascorbique']",['Végétarien'],422,?,422 kj(101 kcal),"3,4",3,"16,9",16,"0,5","0,03","0,012",65 ml,"['Berlingo', 'Carton']",['Glace aux fruits'],['place à la nature'],,4,3.4 g,en quantité modérée,3 g,en quantité modérée,16 g,en quantité élevée,0.03 g,en faible quantité,,,,,,,,,,,6,,C,,['Indonesie'],"['E440 - Pectines', 'E330 - Acide citrique', 'E300 - Acide ascorbique']",,,,,,,,,glace aux fruits,"['Équateur', 'Indonésie', 'Sumatra']",,['SM5-DP-PG-UK/DE'],,,
592,Lait de coco UHT CLASSIC - Kara - 200ml,8886303870838,['Kara'],,['France'],"['Extrait de noix de coco ', '90%', ' eau', 'épaississants ', 'gomme Xanthane', 'gomme guar', 'Carraghenanes']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,724 kj(173 kcal),"17,6","15,7","2,1","1,8","1,6","0,02","0,008",200 ml,"['Brique', 'Carton']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Laits de coco']",,,4,17.6 g,en quantité élevée,15.7 g,en quantité élevée,1.8 g,en faible quantité,0.0196 g,en faible quantité,,,+10%,+13%,+15%,-24%,+7%,+26%,-73%,-73%,7,-26%,C,-26%,,"['E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",B,30.3%,10.4%,21.2%,23.2%,11.5%,3.4%,75,Lait de coco,['Indonésie'],,,,,
593,PT Ready-to-cook Kit For Singapore Curry - Prima Taste,8886350061203,['Prima Taste'],,['France'],"['SINGAPORE CURRY PASTE ', 'HEAT STERILISED', ' VEGETABLE 011 ', 'PALM OLEIN', 'I WATER', 'SHALLOTI CURRY POWDER ', 'CORIANDERÎ CHILLII FENNEC DHAL', 'TURMERICI CUMIN', 'BLACK PEPPER', 'CINNAMON', 'STAR ANISE', 'CLOVE', 'CARDAMOM', 'GALANGALÎ SALTI CANDLENUT', 'DRIED CHILLIÎ GARLICÎ LEMON GRASSI TURMERIC', 'GINGE SUGARI SPICS', 'SHRIMP PAS SALT', ' SINGAPO CURRY PREMIX', 'DEHYDRATE OCONUT MILK POWDER ', 'cocÔNUT MILK SOLIDS', 'MALTODDffRlN', 'SODIUM CASEINATE', 'SUGAR/ SALTI YEAST D', 'TRACT THIS PRODUCT CONTAINS: CRUSTACEANS', 'TREE NUTS', 'MILK PRODUCTS MANUFACTURED ON EQUIPMENT']","['Huile de palme', 'Non végétalien']",?,442,1849 kj(442 kcal),"42,1",30,"9,1","5,7","6,6","1,414","0,566",,,,,"['Crustacés', 'Lait', 'Fruits à coque']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Juzz's mee,8886350068127,,,['France'],[],[],?,439,1837 kj(439 kcal),"21,8","11,6","51,4","6,1","8,8",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Peche rouge -,8886367902025,,,['France'],"['Sucre', 'cacao traité avec alcali', 'lécithine de soja', 'carraghénane', 'sel', 'arôme naturel', 'épice', 'vitamines et minéraux: ascorbate de sodium ', 'vitamine C', 'gluconate de pyrophosphate ferrique', 'sulfate de manganèse', 'biotine']",[],?,200,837 kj(200 kcal),0,0,0,0,"0,6",12,"4,8",,,,,['Soja'],4,,,,,,,,,,,,,,,,,,,,,,,,"['E322i - Lécithine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,,,,,,,,,,,,,,
596,Pad Thai Noodles Spice Paste - Asian home gourmet - 50g,8886390200044,['Asian home gourmet'],,"['France', 'Allemagne']","['Sucre', ' de soja', 'sauce de poisson ', ""exftralt d'anchois"", ' El', 'sucre', 'ajl', 'radis sucré ', 'radis', 'sucre', ' paprika', 'tamarin', 'sel', 'vinaigre naturel', ""correcteuf d'acidité: acide citrique""]",[],?,244,1021 kj(244 kcal),10,"1,9",32,27,"3,2","8,8","3,52",50 g,['Karton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Cantonese stir-fried Rice - 50g,8886390203069,,,['France'],[],[],?,166,695 kj(166 kcal),13,"2,1","9,2","8,2","2,9","16,3","6,52",50 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Prep. Nouille Chow Mein Cantonai Ahg - 1.75oz,8886390203137,,,['France'],[],[],?,166,695 kj(166 kcal),13,"2,1","9,2","8,2","2,9","16,3","6,52",1.75 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Dried cranberry,8886398111359,,,['France'],[],[],?,358,1498 kj(358 kcal),7,"0,1","89,9","71,8","0,3",4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Pringles Salt And Vinegar,8886467100383,['Pringles'],,['France'],[],[],?,498,2084 kj(498 kcal),30,"14,5",56,"2,4","4,2","2,3","0,92",,,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']",,,,30 g,en quantité élevée,14.5 g,en quantité élevée,2.4 g,en faible quantité,2.3 g,en quantité élevée,,-2%,-2%,+1%,+332%,+1%,-31%,-5%,+53%,+53%,26,+94%,E,+94%,,,B,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,,,
601,Tortilla Corn Chips - Cheese Supreme - Pringles - 130g,8886467104480,['Pringles'],,"['Australie', 'France']",[],[],2200,?,2200 kj(526 kcal),"29,2","2,8","59,2","3,2",6,"1,7","0,679",130g,"['Aluminium', 'Cardboard Tube', 'Plastic']","['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de maïs', 'Tuiles salées']",['Coles'],,,29.2 g,en quantité élevée,2.8 g,en quantité modérée,3.2 g,en faible quantité,1.7 g,en quantité élevée,+3%,,+3%,-1%,-17%,+7%,-8%,+36%,+13%,+13%,13,-3%,D,-3%,['United States'],,B,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,https://www.pringles.com/us/products/tortillas.html,,,,
602,Schweppes Dry Ginger Ale Drink 330ML - Scheweppes,8888002066000,"['Scheweppes', 'Schweppes']",,['France'],"['CARBONATED WATER', 'SUCROSE', 'HIGH FRUCTOSE CORN SYRUP', 'CITRIC ACID', 'FLAVOURING', 'SODIUM ClTRATE', 'PRESERVATIVE ', 'SODIUM BENZOATE', ' AND CARAMEL COLOUR']",[],?,37,155 kj(37 kcal),0,0,"9,1","9,1",0,8,"3,2",,,['Boissons'],,,,0 g,en faible quantité,0 g,en faible quantité,9.1 g,en quantité élevée,8 g,en quantité élevée,,-34%,-36%,-100%,-100%,-19%,-4%,-100%,+19177%,+19177%,23,+200%,E,+200%,,"['E330 - Acide citrique', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",,,,,,,,,,,,,,,
603,Brioche Pandan 300G - Surgeles,8888003041228,,,['France'],[],[],?,273,1142 kj(273 kcal),"0,6","0,4","58,9","9,3","7,2","0,027","0,011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Galette De Blé 50F 250G - Surgeles - 250g,8888003125508,,,"['France', 'Allemagne']",[],[],?,307,1284 kj(307 kcal),"4,9","3,9","58,4","1,4","7,4","0,9","0,36",250 g,['Produkt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Enriched Soft White Bread - Sunshine,8888010101755,['Sunshine'],,['France'],[],[],?,263,1100 kj(263 kcal),"4,5","2,1",0,0,"10,3","0,366","0,146",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains blancs']",,,,4.5 g,en quantité modérée,2.1 g,en quantité modérée,0 g,en faible quantité,0.366 g,en quantité modérée,,-11%,-11%,-23%,+64%,-100%,-100%,+21%,-71%,-71%,1,-78%,B,-78%,,,,,,,,,,,,,,,,,
606,Smart Carb Low G.I Bread,8888010101847,,,['France'],[],[],?,210,879 kj(210 kcal),"4,2","0,7","26,9","2,3","16,1","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,100% juice orange - MariGold - 1L,8888026432812,['MariGold'],"['en:FSC', 'Halal', 'Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs', 'en:Healthier Choice Singapore']","['France', 'Singapour']","['Water', 'Orange Juice concentrate', 'Vitamin C']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,38,159 kj(38 kcal),0,0,9,"8,9","0,5","0,005","0,002",1 L,['Cardboard'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",['Redmart'],,1,0 g,en faible quantité,0 g,en faible quantité,8.9 g,en quantité élevée,0.00508 g,en faible quantité,,-12%,-13%,-100%,-100%,-7%,-2%,-20%,-41%,-41%,2,-33%,C,-33%,['Malaysia'],,C,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,['FSC-C014047'],,,
608,Koka Pot Noodles Chicken,8888056705108,,,['France'],[],[],?,80,335 kj(80 kcal),"3,4","1,6","10,3","0,6","1,9","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,KOKA Nudler I KOP M / Karrysmag,8888056706600,['Koka'],,"['France', 'Nouvelle-Calédonie']",[],[],?,80,335 kj(80 kcal),"3,4","1,6","10,3","0,6","1,8","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Spicy stir fried noodle,8888056708109,,,['France'],"['ENTS/INGRÉDIENTS/INGREDIENSER/ 5Id: wheat flour', 'palm oil', 'salt', 'canola oil', 'salt', 'sugar', 'flavouring ', 'contains sesame', 'flavour enhancer li', 'garlic', 'soy sauce powder ', 'soy', 'salt', 'wheat', 'maltodextrin', 'colour chives', 'spices ne de blé', 'huile de palme', 'sel', 'erient: huile de canola', 'sel', 'sucre', 'saveur ', 'contient: sésame', 'de goût ', 'E621', 'piment', 'ail', 'sauce soja en poudre ', 'soja', 'sel', 'blé', 'The', 'couleur ', 'caramel', 'ciboulette', 'épices', 'edemel', 'palme olie', 'salt', 'canola olie', 'salt', 'sukker', 'aroma ', 'indeholder sesam', 'smagsforstærker Eli', 'hvidløg soja sauce pulver ', 'soja', 'salt', 'hvedemel', 'maltodextrin', 'kuler kaburløg', 'kryddeer', 'N 顏粉', '食用棕 鹽。調味料:芥花籽油,鹽,糖', '香料', '含芝麻', ',味 精大蒜,醬 黃互,鹽,小麥,麥芽糊精', '焦糖,青葱', '香料。 الشعيرية: دقيق القمح، زيت نخيل صالح للطعام، ملح التوابل برت الكانولا، ملح، سكر، نكهة ', 'يحتوي على سمسم', '، مدعم تكهة ', 'اي 621', '، فلفل حار، توم، مسحوق نو، قم، مالتودکسترین', '، الون ', 'كراميل معمر،,']",['Huile de palme'],?,383,1602 kj(383 kcal),"15,7","5,4","50,6","4,5","8,6","2,1","0,84",,,,,"['Gluten', 'Graines de sésame', 'Soja']",4,,,,,,,,,,,,,,,,,,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E150 - Caramel']",,,,,,,,,,,,,['Huile de palme'],,
611,Fettucine de Riz Instantanées saveur Poulet Pho - Koka,8888056801107,['Koka'],"['en:gluten-free', 'Sans colorants', 'Sans conservateurs', 'Sans glutamate ajouté', 'Sans colorants artificiels']",['France'],[],[],?,51,213 kj(51 kcal),3,"1,5","10,2",2,4,"1,4","0,56",,"['Sachet', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Plats préparés déshydratés', 'Nouilles instantanées', 'Soupes de nouilles instantanées']",,,,,,,,,,,,,-77%,-77%,-59%,-55%,-65%,+15%,-10%,-29%,-29%,,,,,,,B,61.6%,18.9%,5.5%,9.0%,3.5%,1.5%,81,Instant Fettucine Rice Chicken Pho Flavor,,,,,,
612,Nouilles chinoises,8888056813124,,"['Sans colorants', 'Sans conservateurs']",['France'],[],[],?,390,1632 kj(390 kcal),16,8,4,4,8,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Biscuit Meiji Yanyan Stick Fraise Hello Kitty 50G Chine,8888077101125,['Meiji'],,['France'],"['Farine de blé ', '38,7%', 'huile végétale ', 'huiles de palme', 'huile de canola', 'sucre', 'lactose', 'lait entier en poudre', 'agent levant ', 'E503', 'E500', 'levure', 'fromage cheddar ', 'contient lait', 'culture de fromage', 'sel', 'sel', 'poudre de fraise', 'émulsifiant ', 'lécithine de soja', 'colorant ', 'E160', 'E150a', 'arômes artificiels de fraise et de yogourt', 'acide citrique', 'enzyme ', 'papaïne']","['Huile de palme', 'Non végétalien']",?,544,2280 kj(544 kcal),"31,6","10,4","59,6","27,8","5,4","0,747","0,299",50g,,"['Snacks', 'Snacks sucrés']",,"['Gluten', 'Lait', 'Soja']",4,31.6 g,en quantité élevée,10.4 g,en quantité élevée,27.8 g,en quantité élevée,0.747 g,en quantité modérée,,+21%,+21%,+56%,+5%,+4%,-22%,-10%,+96%,+96%,24,+26%,E,+26%,,"[""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E322i - Lécithine', 'E160 - Caroténoïdes', 'E150a - Caramel E150a', 'E330 - Acide citrique', 'E1101 - Protéases']",,,,,,,,,,,,,['Huile de palme'],,
614,Yanyan Choco&straw -  - 44g,8888077101224,,,['France'],"['Cracker ', '45,4%', 'farine de blé 30%', 'huile végétale 8,2%', 'sucre 5,7%', 'sel', 'poudres à lever ', 'bicarbonate de sodium', ""bicarbonate d'ammonium"", 'poudre de fromage', 'lait entier en poudre', 'levure', 'enzymes ', 'papaïne', 'colorant ', 'bêtacarotène', ' E160a ', 'i', ' crème au chocolat ', '36,4%', 'huile végétale 14,0%', 'sucre 13,0%', 'poudre de lait entier 3,0%', 'lait en poudre écrémé 2,6%', 'cacao en pâte 2,0%', 'cacao en poudre', 'émulsifiant ', 'lécithine de soja', 'arôme artificiel ', 'vanille', 'chocolat', 'crème de banane ', '18,2%', 'huile végétales 7,3%', 'sucre 5,0%', 'lactose 2,3%', 'poudre de lait entier 2,0% lait en poudre écrémé', 'poudre de banane', 'émulsifiant ', 'lécithine de soja', 'arôme artificiel de banane', 'colorant naturel jaune']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,539,2250 kj(539 kcal),"30,9",10,"58,6","29,1","6,36","0,606","0,242",44g,,"['Snacks', 'Snacks sucrés']",,"['Gluten', 'Lait', 'Soja']",4,30.9 g,en quantité élevée,10 g,en quantité élevée,29.1 g,en quantité élevée,0.606 g,en quantité modérée,,+20%,+20%,+52%,+1%,+2%,-18%,+7%,+59%,+59%,22,+16%,E,+16%,,"['E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium"", 'E1101 - Protéases', 'E322i - Lécithine']",,,,,,,,,,,,,,,
615,Meiji Yan Yan Chocolate - 50g,8888077101378,['Meiji'],,['France'],"['farine de blé', 'huiles végétales ', 'huile de palme', 'soja', 'tournesol à haute teneur en acide oléique', 'colza hydrogéné', 'sucre', 'lait entier en poudre', 'lait écrémé en poudre', 'pâte de cacao', 'pâte de noisette', 'poudre de cacao', 'sel', 'levants ', 'bicarbonate de sodium', ""bicarbonate d'ammonium"", ' émulsifiants ', 'lécithine de soja', ""esters de saccharose d'acides gras"", 'fromage en poudre ', 'fromage cheddar: ', 'enzyme microbienne', ' lactosérum', 'émulsifiant ', 'E339 ', 'ii', 'acide lactique', 'levure', 'vanille artificielle', 'chocolat', 'noisettes et arômes grillés aux noix']","['Huile de palme', 'Non végétalien']",?,532,2226 kj(532 kcal),"29,7","10,2","58,8","24,8","7,4","0,288","0,115",50g,,"['Snacks', 'Snacks sucrés']",,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,29.7 g,en quantité élevée,10.2 g,en quantité élevée,24.8 g,en quantité élevée,0.288 g,en faible quantité,,+19%,+18%,+46%,+3%,+2%,-30%,+24%,-24%,-24%,22,+16%,E,+16%,,"['E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium"", 'E322i - Lécithine', 'E473 - Sucroester', '', 'Risque élevé de sur-exposition', 'E339ii - Phosphate disodique', 'E270 - Acide lactique']",,,,,,,,,,,,,['Huile de palme'],,
616,Hello Panda Galleta De Leche (50GR) - Meiji - 50g,8888077109206,['Meiji'],,['France'],"['meiji flovouree Fun Filled Biscuit Troots Net wt', ': 500']",[],?,566,2368 kj(566 kcal),"30,06",16,58,"29,2","6,2","0,7","0,28",50 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Carbonara Pasta Bake - Meiji,8888077109220,"['Meiji', 'Dolmio']",,['France'],"['Biscuit - Farine de blé 34', '6%', 'Huile végétale ', 'Huile de palme', ' 11', '3%', 'Sucre 7%', 'Assaisonnement [Maltodextrine', 'Protéine végétale hydrolysée', 'Yaourt en poudre ', 'Lait écrémé en poudre', 'lactosérum en poudre', 'matière grasse du lait', 'Exhausteurs de goût ', 'E627', 'E631 Ferments ', 'E503', 'ii', 'E500', 'ii', 'sel', 'Émulsifiant ', 'E473', 'Extrait de malt ', 'Orge', ' Levure en poudre', 'Colorant naturel ', 'El 50a', 't Arômes artificiels butter en lait', ' Chocolat crème aromatisée ', '44,0%', ' - Sucre 18,3%', 'Huile végétale ', 'Huile de palme', ' 14', '4%', 'Pâte de cacao 7,4%', 'Lait entier en poudre 3,8%', 'Émulsifiant ', 'Lécithine de soja E322', 'Arômes artificiels vanille et chocolat', ' Allergène Conseils: Pour les allergènes', 'y compris les céréales contenant du gluten', 'voir ingrédients en Gras', "" Conserver dans un endroit frais et à l'abri de l'humidité""]","['Huile de palme', 'Non végétalien']",?,526,2201 kj(526 kcal),"29,1","15,8","59,6","30,7","6,3","0,7","0,28",,"['card-box', 'mixed plastic-bag']",,,['Gluten'],4,,,,,,,,,,,,,,,,,,,,,,,,"['E627 - Guanylate disodique', 'E631 - Inosinate disodique', ""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E473 - Sucroester', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine']",,,,,,,,,,,,,['Huile de palme'],,
