,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,labels,packaging,markets,generic_name,manufacturing,additives,allergens,nova_score,traceability_code,ingredients_origins,link,palm_ingredients,brand_owner
58,Noël en blanc - Comptoir Français Du Thé - 40g,3700476830633,['France'],"['thé blanc', 'poivre rouge', 'carthame', 'arômes Peut contenir des traces de fruits coques', 'lait et soja']",[],?,1,4 kj(1 kcal),0,0,0,0,0,0,0,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Thés blancs']",,,,,,,,,,-88%,-87%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,40 g,['Comptoir Français Du Thé'],,,,,,,['Fruits à coque'],4,,,,,
59,Pizza 4 Saisons Sans Gluten - Ma vie sans gluten - 150g,3700477601454,['France'],"['Pâte à pizza* 50%: Farine de riz* complet', 'farine de mais*', 'farine de sarrasin*', 'eau', 'levure*', ""huile d'olive*"", 'Psyllium blond*', ""épaississant: gomme d'acacia*"", 'sel', ' garniture* 50%: Sauce tomate* cuisinée 34% ', '1', ' ', 'Purée de tomates* mi-réduite', 'oignons*', 'eau', 'huile de tournesol*', 'sel', 'persil*', 'basilic*', 'ail*', 'poivre*', 'poivrons* 19% ', '1', 'courgettes* 19% ', '1', 'emmental* 19%', '1', '*', 'olives noires* 5', '9% ', '1', 'origan*', ' ', '1', ' Pourcentage exprimé sur chaque phase']",['Non végétalien'],?,190,795 kj(190 kcal),"6,5","3,4","22,5","2,2","7,4","0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 g,['Ma vie sans gluten'],"['Bio', 'en:gluten-free']",,,,,"[""E414 - Gomme d'acacia""]",['Lait'],4,,,,,
60,PIZZA MARGARITA SANS GLUTEN - Ma Vie Sans Gluten,3700477601461,['France'],"['Pâte à pizza* 54% : Farine de riz* complet', 'farine de mais*', 'eau', 'farine de sarrasin*', 'levure*', ""huile d'olive* 3"", '1% ', '1', 'Psyllium blond*', ""épaississant: gomme d'acacia*"", 'sel', ' Garniture* 46% : Sauce tomate* cuisinée 69%', '1', ' ', 'Purée de tomates* mi-réduite', 'oignons*', 'eau', 'huile de tournesol*', 'sel', 'persil*', 'basilic*', 'ail*', 'poivre*', 'emmental* 23% ', '1', 'olives noires* dénoyautées 7% ', '1', 'origan*', ' ', '1', ' Pourcentage exprimé sur chaque phase']",['Non végétalien'],?,215,900 kj(215 kcal),"8,4","4,6","22,7","2,1","9,1",1,"0,4",B,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas margherita']",8.4 g,en quantité modérée,4.6 g,en quantité modérée,2.1 g,en faible quantité,1 g,en quantité modérée,,-5%,-5%,+12%,+31%,-22%,-22%,-3%,-21%,-21%,5,-30%,C,-30%,52.9%,15.6%,6.3%,7.9%,3.6%,13.7%,84,,['Ma Vie Sans Gluten'],"['Bio', 'en:gluten-free']",,,,,"[""E414 - Gomme d'acacia""]",['Lait'],4,,,,,
61,Salade Sans Gluten Riz Sésame Citron,3700477605063,['France'],[],[],?,183,766 kj(183 kcal),"9,2","1,8","21,2","0,8","2,8","0,63","0,252",,"['Plats préparés', 'Salades', 'Salades composées']",9.2 g,en quantité modérée,1.8 g,en quantité modérée,0.8 g,en faible quantité,0.63 g,en quantité modérée,,+20%,+21%,+3%,+33%,+110%,-65%,-49%,-28%,-28%,4,+163%,C,+163%,,,,,,,,,,"['Bio', 'Bio européen', 'Sans gluten', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'Point Vert']",,,,,,,,,,,,
62,Croquettes De Riz Petits Legumes - Ma Vie Sans Gluten,3700477605230,['France'],"['Riz complet* 55%', 'oignons* 1:2% carottes* 11%', 'oeufs* 100/c', 'petits pois* 7%', 'graines de tournesol* ', 'persil* ', 'sel', 'Psyllium blond*', ""épaississant: gomme d'acacia* "", 'poivre noir*']",[],?,180,753 kj(180 kcal),"3,5","0,67","29,4",2,"6,1","1,73","0,692",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Ma Vie Sans Gluten'],"['Bio', 'en:gluten-free']",,,,,"[""E414 - Gomme d'acacia""]",['Œufs'],4,,,,,
63,Croquettes De Riz Emmental - Ma Vie Sans Gluten,3700477605247,['France'],"['Riz complet* 71%', 'oeufs+ 14%', 'emmental* 13%', 'sel', 'Psyllium blond*', ""épaississant: gomme d'acacia*"", 'poivre noir', 'muscade*', "" *Ingrédients issus de l'agriculture biologique""]",['Non végétalien'],?,312,1305 kj(312 kcal),"10,4","5,16","39,3","0,8","13,7","1,63","0,652",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Ma Vie Sans Gluten'],"['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,"[""E414 - Gomme d'acacia""]","['Œufs', 'Lait']",4,"['FR 32.426.037 CE', 'Seissan (Gers, France)']",,,,
64,Pizza Marguerita Bio - Carte nature - 400g,3700477606138,['France'],"['Garniture* 55% ', ' sauce tomate* cuisinée 33% ', 'purée de tomate* 24%', 'oignons*', 'huile de tournesol*', 'sel', 'persil*', 'basilic*', 'ail*', 'poivre* origan*', 'herbes de Provence*', 'emmental* 21%', 'olives noires*', 'herbes de Provence', ' Pâte* 45 %', ' farine de blé*', 'eau', 'levure boulangère*', 'sel', 'poudre à lever* ', 'amidon de blé*', 'bicarbonate de sodium', 'bitartrate de potassium']",['Non végétalien'],?,233,975 kj(233 kcal),"8,2","5,1",28,"3,7",11,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,['Carte nature'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,['E500ii - Carbonate acide de sodium'],"['Gluten', 'Lait']",,,,,,
65,Pizza champignon sans gluten - Ma Vie Sans Gluten,3700477606398,['France'],"['Pâte à pizza* 51%: Farine de riz* complet* farine de mais*', 'farine de sarrasin*', 'eau', 'levure*', ""huile d'olive* Psyllium blond*"", ""épaississant'"", "" gomme d'acacia*"", 'sel', ' Garniture* 49%: Sauce tomate* cuisinée 40%', '1', ' ', 'Purée de tomates* mi-réduite', 'oignons*', ""e huile de tournesol'"", 'sel', 'persil*', 'basilic*', 'ail*', 'poivre*', 'champignons* 32% emmental* 20% ', '1', 'olives noires* 6', '1% ', '1h origan*']",[],?,194,812 kj(194 kcal),"6,7","3,4","23,2",2,"7,4","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Ma Vie Sans Gluten'],"['Bio', 'en:gluten-free']",,,,,"[""E414 - Gomme d'acacia""]",,4,,,,,
66,Pizza mediterraneenne,3700477606404,['France'],[],[],?,213,891 kj(213 kcal),"8,6",4,"23,1","2,3",8,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'en:gluten-free', 'Fabriqué en France']",,,,,,,,,,,,
67,Tarte Au Fromage 2X115G - Carte Nature,3700477606657,['France'],[],[],?,302,1264 kj(302 kcal),20,"13,2",20,"3,9","9,4","1,2","0,48",C,"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées', 'Tartes au fromage']",20 g,en quantité modérée,13.2 g,en quantité élevée,3.9 g,en faible quantité,1.2 g,en quantité modérée,,+18%,+17%,+32%,+58%,+1%,+66%,+7%,+30%,+30%,18,+38%,D,+38%,70.7%,13.4%,3.3%,3.6%,1.9%,7.2%,56,,['Carte Nature'],"['Bio', 'Bio européen']",,,,,,,,,,,,
68,Riz façon paëlla - Bio par Coeur - 250g,3700477609085,['France'],"['Riz long complet 39 %', 'eau', 'légumes 18,4 % ', 'morceaux de poivrons rouges', 'tomates cubées', 'petits pois', ""morceaux d'oignons"", 'double concentré de tomate', ""huile d'olive vierge extra"", 'morceaux de chorizo 2,8 % ', 'viande de porc', 'sel marin', 'épices', 'sucre brut de canne', 'lactose', 'sirop de glucose', 'ferments', 'antioxydant : acide ascorbique', 'préparation de poulet 2,8 % ', 'viande de poulet', 'eau', 'fécule de pomme de terre', 'sucre brut de canne', 'sel marin', ""purée d'ail"", 'épices']","['Non végétalien', 'Non végétarien']",621,147,621 kj(147 kcal),"2,8","0,6","25,5","2,1","4,2","0,75","0,3",,"['Plats préparés', 'Plats à base de riz', 'Céréales préparées', 'Plats préparés à réchauffer au micro-ondes', 'Riz préparés']",2.8 g,en faible quantité,0.6 g,en faible quantité,2.1 g,en faible quantité,0.75 g,en quantité modérée,-10%,-10%,-10%,-23%,-6%,-3%,+74%,-14%,-16%,-16%,1,-48%,B,-48%,,,,,,,,250 g,['Bio par Coeur'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']","['Sachet', 'Plastique']","[""L'Eau Vive""]",,,['E300 - Acide ascorbique'],['Lait'],4,,,,,
69,Bio par coeur - 330g,3700477609221,['France'],"['Petits pois', 'extra fins', 'eau', 'sucre de canne*', 'sel marin', 'arome naturel']",[],?,88,368 kj(88 kcal),"0,9","0,2",11,"3,7","5,8","0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330 g,['Bio par coeur'],['Bio'],,,,,,,4,,,,,
70,Petits Pois Et Carottes 660G Bio P Coeur Bio - Bio par coeur,3700477609245,['France'],[],[],?,61,255 kj(61 kcal),"0,4","0,1","8,7","4,8","3,5","0,5","0,2",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois et carottes en conserve']",0.4 g,en faible quantité,0.1 g,en faible quantité,4.8 g,en faible quantité,0.5 g,en quantité modérée,,+5%,+6%,-19%,-21%,+7%,+41%,+13%,-15%,-15%,-8,,A,,26.6%,34.8%,16.3%,8.2%,7.5%,6.7%,88,,['Bio par coeur'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
71,"Lentilles et Saucisses bio, 740g - Bio par coeur - 740g",3700477609542,['France'],"['iNGRÉçiENTS_ de précuites 26294 ', ""fende porc'"", ""gras de porc'"", 'sel', 'épices*', 'p}antes aromatinua4J Izcto:2t', 'conservateurs : de sodium et de', ' sodium', 'arômes naturels', 'vertes* sèches trempées 21%', 'concentré de morceaw„ oigrtcns• en morceetrx', 'de légume} en poudre ', 'sel r:run', ""amidcn de rnzîs'"", 'extrait de huae de tournette', 'ctî0ttcs•', "" poireaux'"", ""aromatiques'"", ""4-'"", ""tïi'"", 'scl mzrin', 'persil*', ""jus de citron' concentré"", "" purée a'c,i'"", 'Ituri:-r•', 'romannb', 'poivre noi?', ' Produits issus de ttzgfjcuaute biologique ingrédients oflgirt2 France Fabriqué dans notre conserverie du Lot et Ceronrte Produit élaboré dans un atelier qui utilise : œuf', 'sé%me', 'g:utcn et solo,']",['Non végétalien'],?,146,611 kj(146 kcal),"9,9","3,3","5,3","0,7","7,7","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740 g,['Bio par coeur'],['Bio'],,,,,,,4,,,,,
72,RISOTTO POULET PARMESAN CHAMPIGNON - Bio par coeur,3700477609580,['France'],[],[],?,202,845 kj(202 kcal),?,"1,9",?,"0,8","6,9","0,49","0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio par coeur'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
73,Aubergines à la provençale - Primeal,3700477609597,['France'],"['aubergines* ', '56,2%', 'puré&de tomates* mi?réduite', 'tomates concassées*', 'oignons*', 'double concentré de tomates*', 'eau', 'poivrons verts*', ""huile d'olive* vierge extra"", 'huile 4e tournesol* sel marin', 'ail*', 'herbes aromatiques*', '[agr', 'iculture biologique', ' Soulionés : cultivés en France a ngrédients agricoles biologiques']",[],?,41,172 kj(41 kcal),"0,7","0,2",6,"3,3","1,3","0,52","0,208",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Aubergines', 'Légumes préparés', 'Aubergines préparées', ""Ristes d'aubergines"", 'Aubergines à la provençale']",0.7 g,en faible quantité,0.2 g,en faible quantité,3.3 g,en faible quantité,0.52 g,en quantité modérée,,-58%,-58%,-89%,-73%,-10%,-29%,+10%,-33%,-33%,-1,-129%,A,-129%,,,,,,,,,['Primeal'],['Bio'],,,,,,,3,,,,,
74,Potee De Legumes Aux Lardons - Bio par coeur,3700477609696,['France'],"['Légütbes* cdisinés 56% de nitrite de sodium', 'bouif}on de légumes extrait de levure', 'amidon de poireaux*', 'épices*', ""plantes* aromatiques purée d'air"", 'persiP', 'laurier', 'poivre noirs', ' *Ptoduits biologique ingrédients origine France Fabriqué dans notre conserverie du LotetGa:cr2 Produit élaboré dans un atetier qui glutan et sola', ' PENSEZ']",[],?,37,155 kj(37 kcal),1,"0,4","3,6","2,1","2,2","0,89","0,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio par coeur'],['Bio'],,,,,,,,,,,,
75,Bio par coeur,3700477609788,['France'],['HARICOTS BEURRE EXTRA FINS COUPÉS'],[],?,32,134 kj(32 kcal),"0,5","0,1","4,1","0,7","1,4","0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio par coeur'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
76,Epicerie / Plats Et Produits Cuisinés / Légumes Cuisinés Bio - Bio par coeur,3700477609795,['France'],"['BIO Carottes* 60%', 'eau', ""sel marina issus de l'agriculture b"", 'c net 680 g']",[],?,28,117 kj(28 kcal),"0,2",0,"4,9","3,4","0,7","0,54","0,216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio par coeur'],['Bio'],,,,,,,,,,,,
77,Salade repas taboulé doré semoule maïs riz - Jardin bio,3700477660130,['France'],"['semoule de maïs - riz réhydratée* 56%', 'poivron* 17%', 'pois chiche* 8,9%', 'huile de tournesol*', ""huile d'olive"", 'vinaigre de cidre*', 'raisin*', 'jus de citron* 1,4%', 'sel', 'menthe en huile* 1,1% ', 'menthe*', 'huile de tournesol*', 'sel', 'jus de citron*', "" *Ingrédients issus de l'agriculture biologique Peut contenir : œuf"", 'moutarde', 'graine de sésame', 'poisson,soja', 'lait,fruits à coque', 'céleri']",[],?,187,782 kj(187 kcal),10,"1,2","20,7","2,1","2,7","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jardin bio'],"['Bio', 'Bio européen', 'Sans gluten', 'AB Agriculture Biologique']",,,,,,,,,,,,
78,Mini cakes aux legumes gourmands - Jardin bio,3700477660161,['France'],"['Crème*', 'petits pois* 17%,carotte* 17%', 'oeuC 16%', 'farine de riz* 6', 'amidon de mais*', 'oignons* 3,4%', 'sel', 'psyllium blond*', ""épaississant : gomme d'acacia*"", 'muscade*', "" *Ingrédients issus de l'agriculture biologique""]",['Non végétalien'],?,209,874 kj(209 kcal),"14,5","9,3","13,5","2,8","5,2","0,95","0,38",,"['Snacks', 'Snacks salés', 'Cake aux legumes']",14.5 g,en quantité modérée,9.3 g,en quantité élevée,2.8 g,en faible quantité,0.95 g,en quantité modérée,,-23%,-22%,-20%,+116%,-18%,-19%,-41%,-31%,-31%,15,+38%,D,+38%,,,,,,,,,['Jardin bio'],"['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,"[""E414 - Gomme d'acacia""]",['Lait'],4,"['FR 32.426.037 CE', 'Seissan (Gers, France)']",,,,
79,Mini cakes à la provencale - Jardin Bio,3700477660178,['France'],"['Crème*', 'tomate* 17%', 'poivron* 17%', 'oeuc 16%', 'farine de riz* 6,7%', 'amidon de mais*', 'emmental* 3,4%', 'sel', 'psyllium blond*', ""épaississant : gomme d'acacia*"", "" *Ingrédients issus de l'agriculture biologique""]",['Non végétalien'],?,211,883 kj(211 kcal),"15,5",10,"12,2","2,3","5,4","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jardin Bio'],"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,"[""E414 - Gomme d'acacia""]",['Lait'],4,"['FR 32.426.037 CE', 'Seissan (Gers, France)']",,,,
80,Cake salé sans gluten à base petit pois et carottes - Ma Vie sans Gluten - 150g,3700477660222,['France'],[],[],?,209,874 kj(209 kcal),"14,5","9,3","13,5","2,8","5,2","0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 g,['Ma Vie sans Gluten'],"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France']",,,,,,,,,,,,
81,Moelleux courgettes et chevres,3700477660239,['France'],[],[],?,206,862 kj(206 kcal),"15,3","9,9","11,7","1,8","5,2",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'en:gluten-free']",,,,,,,,"['FR 32.426.037 CE', 'Seissan (Gers, France)']",,,,
82,Moelleux tomates et poivrons - Ma Vie sans Gluten,3700477660246,['France'],[],[],?,211,883 kj(211 kcal),"15,5",10,"12,2","2,3","5,4","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Ma Vie sans Gluten'],"['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France']",,,,,,,,,,,,
83,Salade repas tortis et jambon - Jardin Bio,3700477660307,['France'],"['pâte* 43% ', 'sembule de blé dur*', '?uf*', ""vinaigrette* huile de tournesol*,eau,vinaigred'alcool*"", ""moutarde* vinaigre d'alcool*"", 'graines de moutarde*', 'eau', 'sel]', 'sel', 'épaississants : gomme xanthane - gomme guar*', 'jambon cuit superieur* 10% ', 'jambon de porc ', 'sel', 'dextrose* ', 'sucre de canne* ', 'lactose* ', 'conservateurs : ascorbate de sodium', 'nitrite de sodium', 'tomate* ', 'petit pois*', 'maïs*', 'poivron vert* ', ""moutarde à l'ancienne* "", 'eau', 'graine de moutarde* ', ""vinaigre d'alcool*"", 'sel', 'basilic*', 'sel']","['Non végétalien', 'Non végétarien']",?,141,590 kj(141 kcal),"8,1","1,1","10,4","1,3","5,6","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jardin Bio'],['Bio'],,,,,"['E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Lait', 'Moutarde']",4,,,,,
84,Salade repas Taboulé poulet - Jardin Bio - 240g,3700477660314,['France'],[],[],?,183,766 kj(183 kcal),"8,1","1,1","19,5","3,2","6,7","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240 g,['Jardin Bio'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
85,Pizza Bio - Jardin Bio - 350g,3700477660369,['France'],"['Garniture* 53 % : poivrons*', 'emmental*', 'crème fraiche* 11%', 'de sel', 'origan*', 'huile de tournesol*', 'poivre*', ' Pate à pizza*47% : farine de blé*', 'eau', 'levure boulangère*', 'sel', 'poudre à lever*', 'amidon de blé* ', 'bicarbonate de sodium', 'bitartrate de potassium']",['Non végétalien'],?,240,1004 kj(240 kcal),"9,7","6,4","27,3","2,7",10,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350 g,['Jardin Bio'],['Bio'],,,,,['E500ii - Carbonate acide de sodium'],['Lait'],,,,,,
86,"Pizza épinards, poivrons et noisettes - Jardin Bio",3700477660383,['France'],"['Garniture* 52 % : épinard* 23 %', 'poivron* 9,5%', 'huile de tournesol*', 'noisette* 6,9%', 'olive noire* 1,4%', 'graine de courge* ', 'ail* ', 'sel', ' Pâte àpizza* : farine de blé* ', 'eau', 'levure boulangère* ', 'sel', 'poudre à lever* ', 'amidon de blé* ', 'bicarbonate de sodium', 'bitartrate de potassium', ' Pourcentage exprimé sur le produit total']","['Végétalien', 'Végétarien']",?,292,1222 kj(292 kcal),"17,9","1,8","25,4","1,7","7,4","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jardin Bio'],"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'AB Agriculture Biologique']",,,,,['E500ii - Carbonate acide de sodium'],['Fruits à coque'],,,,,,
87,Pizza legumes soleil - Carte Nature - 350g,3700477660413,['France'],"['Garniture* 52 % : sauce tomate* cuisinée 26 % ', 'purée de tomate*', 'eau', 'oignons*', 'huile de tournesol*', 'sel', 'persil*', 'basilic*', 'ail*', 'poivre*', 'origan*', 'herbes de Provence*', 'poivron* 12 %', 'MOZZARELLA * 8,3 %', 'champignon* 4,3 %', 'olive noire* 1,4 %', 'herbes de Provence*', 'Pâte à pizza* 48 % : farine de BLÉ* ', 'eau', 'levure boulangère* ', 'sel', 'poudre à lever* ', 'amidon de BLÉ* ', 'bicarbonate de sodium', 'bitartrate de potassium', "" * Ingrédients issus de l'agriculture biologique"", ' Pourcentage exprimé sur le produit total']",['Non végétalien'],?,179,749 kj(179 kcal),"3,9","1,7","27,1","2,2","7,7","1,6","0,64",B,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Réfrigérés', 'Plats préparés réfrigérés', 'Pizza aux légumes']",3.9 g,en quantité modérée,1.7 g,en quantité modérée,2.2 g,en faible quantité,1.6 g,en quantité élevée,,-9%,-8%,-37%,-29%,+4%,-40%,+4%,+61%,+61%,6,+96%,C,+96%,63.5%,14.6%,5.7%,4.9%,2.4%,8.9%,66,350 g,['Carte Nature'],"['Bio', 'Bio européen', 'FR-BIO-01', 'Fabriqué en France', 'AB Agriculture Biologique']","['Carton', 'Plastique']",,,['France'],['E500ii - Carbonate acide de sodium'],"['Gluten', 'Lait']",3,,,http://www.carte-nature.fr/traiteur/pizzas,,
88,Salade Repas Andine - Ma Vie sans Gluten,3700477660420,['France'],[],[],?,150,628 kj(150 kcal),"7,4","0,8","16,6",6,"3,1","0,79","0,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Ma Vie sans Gluten'],"['Bio', 'en:gluten-free', 'Agriculture UE/Non UE', 'Fabriqué en France']",,,,,,,,,,,,
89,Salade repas Orientale - Ma Vie sans Gluten - 220g,3700477660437,['France'],[],[],?,234,979 kj(234 kcal),"13,4",1,"21,6","3,5","5,6","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220 g,['Ma Vie sans Gluten'],"['Bio', 'en:gluten-free']",,,,,,,,,,,,
90,Taboulé du soleil - Ma Vie sans Gluten - 220g,3700477660444,['France'],[],[],?,187,782 kj(187 kcal),10,"1,2","20,7","2,1","2,7","1,2","0,48",B,"['Plats préparés', 'Taboulés']",10 g,en quantité modérée,1.2 g,en faible quantité,2.1 g,en faible quantité,1.2 g,en quantité modérée,,+11%,+11%,+55%,+68%,-3%,-36%,-39%,+27%,+27%,7,+157%,C,+157%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,220 g,['Ma Vie sans Gluten'],"['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France']",,,,,,,,,,,,
91,Salade repas quinoa coleslaw - Léa NATURE,3700477660451,['France'],"['Salade de quinoas et légumes ngrédients : quinoas* 45%', 'chou* 15%', 'carot 15%', 'vinaigre de riz* ', 'huile de sésame*', 'vinaigret ', 'huile de tournesol* ', 'eau', ""vinaigre d'alco moutarde* "", ""vinaigre d'alcool "", 'graines moutarde* ', 'eau', 'sel', 'sel', 'épaississants : gom xanthane - gomme guar*', 'graine de tournes graine de sesame*', 'sel', "" *Ingrédients issus de l'agriculture biologique Fabriqué dans un atelier utilisant : gluten"", 'œuf', 'pois soja', '[ait', 'fruit à coque', 'céleri', "" A consommer jusqu'au : voir film"", ' A consommer rapidement après ouvertur A conserver entre OOC et +40C', ' Conditionné sous al juospl', 'ère p10tectrice']",[],?,204,854 kj(204 kcal),12,"1,6",17,"1,5","4,6","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Léa NATURE'],['Bio'],,,,,['E412 - Gomme de guar'],['Moutarde'],4,,,,,
92,Salade repas legumineuses citron confit - Jardin Bio,3700477660468,['France'],"['lentille blonde*37%', 'petit pois* 20%', 'chou rouge* 18%', 'vinaigrette* ', 'huile de tournesol* ', ""eau,vinaigre d'alcool* "", 'moutarde* ', ""vinaigre d'alcool*"", 'graines de moutarde* ', 'eau', 'sel', 'sel', 'épaississants : gomme xanthane - gomme guar*', 'écorce de citron confite* 6,3% ', ""sirop d'amidon de maïs*"", 'écorce de citron* ', 'sel', 'poireau* ', 'jus de citron* ', 'menthe*', 'huile de tournesol* ', 'sel', "" *Ingrédients issus de l'agriculture biologique Fabriqué dans un atelier utilisant : gluten"", 'œuf', 'poisson', 'soja', 'lait', 'fruit à coque', 'céleri', 'graines de sésame']",['Sans huile de palme'],?,131,548 kj(131 kcal),"5,6","0,6",14,"6,1","4,4","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jardin Bio'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,"['E415 - Gomme xanthane', 'E412 - Gomme de guar']",['Moutarde'],4,,,,,
