,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,labels,packaging,markets,generic_name,manufacturing,additives,allergens,nova_score,traceability_code,ingredients_origins,link,palm_ingredients,brand_owner
1008,Le Sablé Cerise - Les Petits Cagniotes,3700796303121,['France'],[],[],?,502,2100 kj(502 kcal),22,"14,2","69,8","32,4","6,1","0,22","0,088",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",22 g,en quantité élevée,14.2 g,en quantité élevée,32.4 g,en quantité élevée,0.22 g,en faible quantité,,+2%,+2%,-6%,+2%,+11%,+28%,-2%,-68%,-68%,23,+5%,E,+5%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,['Les Petits Cagniotes'],"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,
1009,Sablé Pêche-Lavande,3700796303138,['France'],[],[],?,502,2100 kj(502 kcal),22,"14,2","69,8","32,4","6,1","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,
1010,Compote de pomme patisserie - 4250g,3700798000585,['France'],[],[],?,129,540 kj(129 kcal),"0,5","0,2",30,28,"0,05","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4250 g,,,,,,,,,,,,,,
1011,Demi abricot sirop,3700798001360,['France'],[],[],?,62,259 kj(62 kcal),0,0,15,12,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Rosette de Lyon,3700798003708,['France'],[],[],?,358,1498 kj(358 kcal),29,12,"1,6","1,2",23,"4,1","1,64",D,"['Viandes', 'Charcuteries', 'Saucissons', 'Rosettes']",29 g,en quantité élevée,12 g,en quantité élevée,1.2 g,en faible quantité,4.1 g,en quantité élevée,,-2%,-2%,+1%,+5%,-18%,-17%,-10%,-9%,-9%,24,+2%,E,+2%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,,,,,
1013,Fondant pâtissier - 1kg,3700798004248,['France'],[],[],?,350,1464 kj(350 kcal),0,0,"87,5",77,0,"0,007","0,003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 kg,,,,,,,,,,,,,,
1014,Liothyss Laboratoire - Boisson Cappuccino - Liothyss Nutrition - Liohyss,3700800301112,['France'],"['BEBIDA SABOR CAPPUCCINO Preparaci6n dietética en polvo', 'rica en proteinas e hipocalôrica para bebida sabor cappuccino', 'pobre en glücidos y en lipidos cuyo valor energético es de']",[],?,365,1527 kj(365 kcal),"3,9","2,6","7,2","1,9",72,"0,93","0,372",,"['Boissons', 'Boissons édulcorées']",3.9 g,en quantité modérée,2.6 g,en quantité élevée,1.9 g,en faible quantité,0.93 g,en quantité élevée,,+2333%,+2488%,+4715%,+9978%,+168%,-19%,+56593%,+2565%,+2565%,16,+271%,E,+271%,,,,,,,,,['Liohyss'],,,,,,,,,,,,,
1015,Barre caramel & cacao,3700800303260,['France'],[],[],?,160,669 kj(160 kcal),5,"3,5",13,8,15,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Les siphonés chèvre,3700803500048,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Mousse au chocolat aux oeufs by Norbert - Les Siphonés - 220g,3700803500055,['France'],"['Crème fraîche pasteurisée ', 'crème de lait et lait', 'eau', 'sucre de canne liquide', 'œuf entier pasteurisé 8,20%', 'cacao maigre en poudre 8,20% ', 'beurre de cacao 10%', 'chocolat 5,60% ', 'pâte de cacao', 'sucre', 'cacao maigre en poudre', 'sel', 'épaississant E407 ', 'carraghénane', 'gaz propulseur E942 ', 'N2O']",['Non végétalien'],1009,?,1009 kj(241 kcal),"18,4","12,5","12,8","11,3","4,4","0,18","0,072",D,"['Desserts', 'Desserts au chocolat', 'Mousses au chocolat']",18.4 g,en quantité modérée,12.5 g,en quantité élevée,11.3 g,en quantité modérée,0.18 g,en faible quantité,-4%,,-11%,+12%,+24%,-42%,-43%,-26%,-18%,-18%,15,+14%,D,+14%,86.6%,6.7%,1.9%,3.5%,1.0%,0.3%,35,220 g,['Les Siphonés'],,['Aluminium'],['Auchan'],Mousse au chocolat sous pression,['France'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', ""E942 - Protoxyde d'azote""]","['Œufs', 'Lait']",4,"['FR 85.034.005 CE', 'Bournezeau (Vendée, France)']",,http://www.les-siphones.fr/les-siphons/la-mousse-au-chocolat,,
1018,"Crème fluide pasteurisée 32,6%mg au sucre de canne sous pression LES SIPHONES 220G",3700803500079,['France'],[],[],?,333,1393 kj(333 kcal),?,"23,3",?,"8,1",2,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Les Siphonés'],,,,,,,,,,,,,
1019,Gelee au gingembre bio - Asieco,3700803900213,['France'],"['qngembre bio* ', '55,5 Eau purifiée ', '159', 'Sucre de canne complet bio* ', '299', 'Acide Citrique ', '0,25 t', 'Carraéohénane *Prou issu de ', 'avicutlurt - l', 'kologique Sans conservateur', 'ni colorant Fabriqué au Vietnam']",[],?,242,1013 kj(242 kcal),0,0,"58,3","57,6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Asieco'],"['Bio', 'Sans colorants', 'Sans conservateurs']",,,,,['E330 - Acide citrique'],,,,,,,
1020,Jiaogulan infusion,3700803900350,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,Gimgembre - Asieco,3700803900374,['France'],"['Gingembre Bio* ', '48,75%', 'Sucre de canne complet Bio* ', '50,5%', 'Acide ascorbique ', '0,5%', 'Carraghénane ', '0,25%', "" *Produit issu de l'agriculture biologique"", 'certifié bio par Ecocert']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,273,1142 kj(273 kcal),0,0,"68,1","57,4","0,24","0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Asieco'],"['Bio', 'Ecocert', 'Bio européen', 'AB Agriculture Biologique']",,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,4,,,,,
1022,Aloé vera Hibiscus,3700803900381,['France'],[],[],?,61,255 kj(61 kcal),0,0,"66,4","55,7","0,04","0,026","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1023,Aloevera bio ananas,3700803900398,['France'],[],[],?,254,1063 kj(254 kcal),0,0,"63,4","55,7","0,04",29,"11,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1024,Aloe Vera Bio Citronnelle,3700803900404,['France'],[],[],?,61,255 kj(61 kcal),0,0,"63,4","55,7","0,04","0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1025,African dream bio - 100g,3700809350562,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,['Bio'],,,,,,,,,,,,
1026,Tico 100% Arabica,3700809363142,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,Tari Mountain - Lugat,3700809373554,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Nespresso']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lugat'],,,,,,,,,,['Papouasie-Nouvelle-Guinée'],,,
1028,Café en grains,3700809375008,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Grains de café']",,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,,,,,,,,,,,,,,,
1029,Abricot - 1kg,3700812411052,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 kg,,,,,,,,,,,,,,
1030,Yaourts vanille - Laitière De Bourgogne,3700817700021,['France'],"['lait entier ', 'origine : France', 'sucre', 'poudre de lait écrémé', 'ferments lactiques', 'arôme naturel de vanille', ' LAITIE SAINTE-']",['Non végétalien'],?,98,410 kj(98 kcal),"3,1","2,2",13,12,7,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Laitière De Bourgogne'],,,,,,,['Lait'],4,,,,,
1031,Yaourt laitiere de Bourgogne arome abticot,3700817700045,['France'],[],[],?,97,406 kj(97 kcal),"3,3","2,4",12,11,4,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,Yaourts brassés fraise cassis - Delin - 500g,3700817700052,['France'],"['Lait entier', 'fraise', 'sucre', 'poudre de lait écrémé', 'cassis de Bourgogne', 'ferments lactiques', 'amidon modifié de maïs', 'arômes naturels', 'conservateur : sorbate  de potassium']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,81,339 kj(81 kcal),"1,8","1,3",12,"9,8","3,4","0,1","0,04",C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits']",1.8 g,en faible quantité,1.3 g,en faible quantité,9.8 g,en quantité modérée,0.1 g,en faible quantité,,-19%,-18%,-42%,-34%,-10%,-21%,-7%,-12%,-12%,2,-28%,B,-28%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,500g,"['Delin', 'Laitière de Bourgogne']",,"['Pot', 'Frais']",,,,"['E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],4,"['FR 21.558.001 CE', ""Sainte-Marie-la-Blanche (Côte-d'Or, France)""]",,,,
1033,Yaourt - Laitière de Bourgogne - 125g,3700817700069,['France'],"['ait entier ', 'origine : France', 'pêche 10,26%', 'sucre', 'poudre de lait écrémé', 'pêche de vigne 1,44%', 'ferments lactiques', 'amidon modifié de maïs', 'arômes naturels', 'conservateur : sorbate de potassium', 'antioxydant : acide ascorbique']",['Non végétalien'],?,95,397 kj(95 kcal),3,"2,02",13,11,"3,6","0,1","0,04",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",3 g,en quantité modérée,2.02 g,en quantité modérée,11 g,en quantité modérée,0.1 g,en faible quantité,,+3%,+3%,-8%,-1%,+18%,+9%,-5%,-13%,-13%,2,-35%,B,-35%,,,,,,,,125 g,['Laitière de Bourgogne'],,,,,,"['E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']",['Lait'],4,"['FR 21.558.001 CE', ""Sainte-Marie-la-Blanche (Côte-d'Or, France)""]",,,,
1034,Yaourt lait entier brassé aux fruits -,3700817700083,['France'],[],[],?,95,397 kj(95 kcal),"3,1","2,3",13,13,"3,8","0,11","0,044",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts brassés', 'Yaourts brassés aux fruits']",3.1 g,en quantité modérée,2.3 g,en quantité modérée,13 g,en quantité élevée,0.11 g,en faible quantité,,-3%,-3%,+1%,+18%,-4%,+2%,+10%,-4%,-4%,3,+1%,C,+1%,,,,,,,,,,,,,,,,,,"['FR 21.558.001 CE', ""Sainte-Marie-la-Blanche (Côte-d'Or, France)""]",,,,
1035,Le petit blanc - Laitière de Bourgogne - 2kg,3700817700120,['France'],[],[],?,69,289 kj(69 kcal),3,"2,4","4,4",4,5,"0,1","0,04",C,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs', 'Fromages blancs au lait de vache', 'Fromages blancs natures']",3 g,en quantité modérée,2.4 g,en quantité modérée,4 g,en faible quantité,0.1 g,en faible quantité,,-32%,-30%,-41%,-27%,-18%,-19%,-26%,-37%,-37%,-1,-206%,A,-206%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,2 kg,['Laitière de Bourgogne'],,,,,,,,,"['FR 21.558.001 CE', ""Sainte-Marie-la-Blanche (Côte-d'Or, France)""]",,,,
1036,Yaourt Bi-Couche rhubarbe - Laitière de Bourgogne,3700817700397,['France'],"['LAIT ENTIER ', 'origine: France', 'sucre', 'rhubarbe hachée 8%', 'POUDRE DE LAIT ÉCRÉMÉ', 'FERMENTS LACTIQUES épaississant: pectine et carraghénanes', 'conservateur :sorbate de potassium', 'arômes']",['Non végétalien'],?,102,427 kj(102 kcal),"1,8","1,3",18,18,3,"0,09","0,036",B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts au lait de vache', 'Yaourts à la rhubarbe']",1.8 g,en faible quantité,1.3 g,en faible quantité,18 g,en quantité élevée,0.09 g,en faible quantité,,+3%,+3%,-42%,-34%,+28%,+37%,-7%,-15%,-15%,4,+22%,C,+22%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,['Laitière de Bourgogne'],,,,,,"['E440 - Pectines', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],4,,,,,
1037,Mélange pour sauce chien,3700818901380,['France'],[],[],?,1,4 kj(1 kcal),"1,18","0,02","9,94","1,47","2,46","0,1","0,04",,"['Epicerie', 'Sauces', 'Sauces chien']",1.18 g,en faible quantité,0.02 g,en faible quantité,1.47 g,en faible quantité,0.1 g,en faible quantité,,-100%,-100%,-93%,-99%,+0%,-77%,-9%,-96%,-96%,-1,-109%,A,-109%,,,,,,,,,,,,,,,,,,,,,,
1038,"Vivaneaux rouges ecaillés vidés - 1,5kg",3700818903834,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,5 kg",,,,,,,,,,"['FR 76.351.092 CE', 'Havre (Seine-Maritime, France)', 'EMB 76351A', 'Havre (Seine-Maritime, France)']",,,,
1039,Moule du pacifique decoquillés cuite congelées - 460g,3700818906972,['France'],[],[],?,83,347 kj(83 kcal),"2,9","0,7","0,1",0,"14,2","0,6","0,24",C,"['Produits de la mer', 'Mollusques', 'Moules', 'Moules du Pacifique']",2.9 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,0.6 g,en quantité modérée,,-29%,-29%,-38%,-53%,-97%,-100%,+1%,-32%,-32%,-2,-256%,A,-256%,50.0%,0.0%,15.2%,14.1%,7.7%,13.0%,56,460 g,,,,,,,,,,,,,,
1040,Nectar de rhubarbe de normandie,3700819500209,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Lait demi ecrémé - Fairefrance,3700819800095,['France'],[],[],?,46,192 kj(46 kcal),"1,55",1,"4,8","4,8","3,2","0,13","0,052",D,"['Produits laitiers', 'Laits']",1.55 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.13 g,en faible quantité,,-30%,-30%,-25%,-16%,-20%,-12%,-10%,+5%,+5%,0,-100%,B,-100%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,['Fairefrance'],,,,,,,,,,,,,
1042,Le lait equitable,3700819844488,['France'],[],[],?,46,192 kj(46 kcal),"1,55",1,"4,8","4,8","3,2","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,ID-FORM,3700820001160,['France'],[],[],?,56,234 kj(56 kcal),"0,5","0,1","0,5","0,5",10,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,8 mini-cheeseburgers,3700820028099,['France'],[],[],?,244,1021 kj(244 kcal),9,"4,5",27,"7,1",13,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,AMANDE BLANCHE 23/25 - 300g,3700821506343,['France'],[],[],?,590,2469 kj(590 kcal),"52,5",4,"18,7","4,6","21,4","0,048","0,019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 g,,,,,,,,,,,,,,
1046,Abricots secs entiers - Usta Brand - 500g,3700821507357,['France'],[],[],?,283,1184 kj(283 kcal),"0,5","0,02","62,6","53,4","3,4","0,02","0,008",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",0.5 g,en faible quantité,0.02 g,en faible quantité,53.4 g,en quantité élevée,0.02 g,en faible quantité,,+8%,+8%,+3%,-67%,+8%,+18%,+10%,-43%,-43%,1,-71%,B,-71%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,500 g,['Usta Brand'],,,,,,,,,,['Turquie'],,,
1047,Saucisse sèche pur-porc,3700821902060,['France'],[],[],?,365,1527 kj(365 kcal),28,11,"1,9","1,65",27,"4,2","1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,,,,,,
1048,Saucisse fine,3700821902909,['France'],[],[],?,217,908 kj(217 kcal),17,"6,1",1,"0,5",15,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française', 'Sans colorants']",,,,,,,,,,,,
1049,Saucisse fine superieure,3700821903029,['France'],[],[],?,217,908 kj(217 kcal),17,"6,1",1,"0,5",15,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,"['FR 12.063.036 CE', 'Cavalerie (Aveyron, France)']",,,,
1050,Terrine de campagne - Jasse Larzou,3700821903326,['France'],['Dési nation Vqleur énergétique K loo'],[],?,363,1519 kj(363 kcal),35,14,"0,6","0,5",13,"2,2","0,88",,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']",35 g,en quantité élevée,14 g,en quantité élevée,0.5 g,en faible quantité,2.2 g,en quantité élevée,,+12%,+13%,+24%,+30%,-74%,-42%,-7%,+38%,+38%,23,+19%,E,+19%,,,,,,,,,['Jasse Larzou'],,,,,,,,,,,,,
1051,Jambon sec de pays,3700821903388,['France'],[],[],?,244,1021 kj(244 kcal),20,10,0,0,16,"2,4","0,96",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",20 g,en quantité modérée,10 g,en quantité élevée,0 g,en faible quantité,2.4 g,en quantité élevée,,+4%,+4%,+56%,+105%,-100%,-100%,-45%,-52%,-52%,22,+32%,E,+32%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,"['FR 12.063.025 CE', 'Cavalerie (Aveyron, France)', 'EMB 12063C', 'Cavalerie (Aveyron, France)']",,,,
1052,Soupe 5 légumes - La P'tite Fabrique,3700827400300,['France'],"[""Eau - poireaux* 16,7% - carottes* Pommes de terre* 11 ,7% - oignons* 8,4% - crème fraiche* - céleri* 1% - amidon de riz - sel - poivren *Ingrédients issus de l'agriculture biologique"", ' pnipa', ""nninm micro-ondes : Agitez la soupe et retirez le couvercle Soulevez l'opercule sur 2 cm et faites chauffer 2 minft5 000 watts"", "" Enlevez l'opercule"", ""mélangez puis le pot peut être chaud à la sortie I normal d'observer un épaississement de la t mélange et réchauffage"", 'voir la ', 'late in', 'liqtibû']",['Non végétalien'],?,30,126 kj(30 kcal),"0,9","0,6","4,3","1,1","0,6","0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""La P'tite Fabrique""]",['Bio'],,,,,,"['Céleri', 'Lait']",,,,,,
1053,Soupe aux tomates et au basilic - La P'tite Fabrique,3700827400317,['France'],"[""Purée de tomate* 55% - eau -pommes IL - oignons * - carottes* - crème fraiche* - céleri  - amidon de riz - sel - basilic* 'ingrédients issus de l'agriculture biologique""]",['Non végétalien'],?,25,105 kj(25 kcal),"0,7","0,7","3,1","2,8","0,8","0,42","0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""La P'tite Fabrique""]",['Bio'],,,,,,"['Céleri', 'Lait']",,,,,,
1054,Soupe aux carottes et lait de coco - La P’tite Fabrique,3700827400324,['France'],[],[],?,58,243 kj(58 kcal),"4,2","3,1","4,1","1,5","0,6","0,54","0,216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La P’tite Fabrique'],"['Bio', 'Fabriqué en France']",,,,,,,,,,,,
1055,Chocolat trinitario 75% - Alain Ducasse,3700829000270,['France'],"['fèves de cacao ', 'Java', 'beurre de cacao', 'sucre émulsifiant : lécithine de tournesol sans OGM', 'gousses de vanille', 'fleur de sel', ' Cacao 75% minimum']",[],?,541,2264 kj(541 kcal),41,25,28,24,"8,6","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Alain Ducasse'],,,,,,['E322i - Lécithine'],,4,,,,,
1056,Trinitario - Alain Ducasse - 75g,3700829000294,['France'],[],[],?,541,2264 kj(541 kcal),41,25,28,24,"8,6","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75 g,['Alain Ducasse'],,,,,,,,,,,,,
1057,Sao Tomé 75% de cacao - Alain Ducasse,3700829000324,['France'],[],[],?,541,2264 kj(541 kcal),41,25,28,24,"8,6","0,07","0,028",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",41 g,en quantité élevée,25 g,en quantité élevée,24 g,en quantité élevée,0.07 g,en faible quantité,,-3%,-2%,+4%,+8%,-27%,-24%,+12%,+50%,+50%,21,-1%,E,-1%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,['Alain Ducasse'],,,,,,,,,,,,,
1058,Le chocolat Pérou 75% porcelana - Alain Ducasse,3700829000331,['France'],[],[],?,541,2264 kj(541 kcal),41,25,28,24,"8,6","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Alain Ducasse'],,,,,,,,,,,,,
1059,Tablette de chocolat Java 45% Cacao - Alain Ducasse,3700829000454,['France'],"['NUTRITIONAL VALUES ', 'for 100g', ': Energy 2284kJ/']",[],?,549,2297 kj(549 kcal),37,22,42,41,"9,7","0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Alain Ducasse'],,,,,,,,,,,,,
1060,Chocolat Ducasse - Alain Ducasse,3700829000492,['France'],[],[],?,553,2314 kj(553 kcal),41,18,27,24,13,"0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Alain Ducasse'],,,,,,,,,,,,,
1061,Mendiant lacté Noisettes caramélisées - Alain Ducasse - 75g,3700829000553,['France'],"['chocolat au lait ', 'fèves de cacao', 'beurre de cacao', 'sucre', 'lait en poudre', 'émulsifiant : lécithine de tournesol sans OGM', 'gousses de vanille', 'fleur de sel', 'noisettes ', '30%', 'sucre', 'fleur de sel']",['Non végétalien'],?,571,2389 kj(571 kcal),41,16,37,36,11,"0,23","0,092",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats aux noisettes']",41 g,en quantité élevée,16 g,en quantité élevée,36 g,en quantité élevée,0.23 g,en faible quantité,,+0%,+1%,+5%,-10%,-16%,-12%,+34%,+64%,+64%,25,+6%,E,+6%,,,,,,,,75 g,['Alain Ducasse'],,['Papier'],,,"['Paris', 'France']",['E322i - Lécithine'],"['Lait', 'Fruits à coque']",4,,,,,
1062,Chocolat de Madagascar non conché 45% - Alain Ducasse,3700829000621,['France'],[],[],?,560,2343 kj(560 kcal),39,24,41,39,"9,1","0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Alain Ducasse'],,,,,,,,,,,,,
1063,Le chocolat Alain ducasse fourrée praliné noisette fleur de sel,3700829000645,['France'],"['Praliné : noisettes ', '60%', 'sucre', 'crêpes dentelle ', 'farine de blé', 'sucre', 'matière grasse de lait', 'sucre de lait', 'sel', 'farine de malt', 'poudre à lever', ' fleur de sel', ' Chocolat noir : fèves de cacao', 'beurre de cacao', 'sucre', 'lait en poudre', 'émulsifiant : lécithine de tournesol sans OGM', 'gousses de vanille', 'fleur de sel', 'Cacao: 75% minimum']",['Non végétalien'],?,570,2385 kj(570 kcal),41,16,38,33,"8,7","0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Alain Ducasse'],,,,,,['E322i - Lécithine'],['Gluten'],4,,,,,
1064,Boîte chocolats - Alain Ducasse - 175g,3700829001956,['France'],[],[],?,18,75 kj(18 kcal),38,18,33,29,"8,9","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175 g,['Alain Ducasse'],,,,,,,,,,,,,
1065,Ganache origine - Alain Ducasse,3700829001994,['France'],[],[],?,503,2105 kj(503 kcal),38,24,29,23,"5,7","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Alain Ducasse'],,,,,,,,,,,,,
1066,Équateur 85% - Alain Ducasse,3700829003943,['France'],[],[],?,567,2372 kj(567 kcal),47,28,19,15,"9,6","0,04","0,016",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",47 g,en quantité élevée,28 g,en quantité élevée,15 g,en quantité élevée,0.04 g,en faible quantité,,+2%,+2%,+19%,+21%,-51%,-53%,+25%,-14%,-14%,20,-6%,E,-6%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,['Alain Ducasse'],,,,,,,,,,,,,
1067,Mendiant lacte - Alain Ducasse,3700829004001,['France'],[],[],?,527,2205 kj(527 kcal),33,17,46,40,9,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Alain Ducasse'],,,,,,,,,,,,,
