,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,packaging,eco_score,generic_name,quantity,categories,labels,ingredients_origins,manufacturing,link,markets,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand_owner,origin_detail,producer_info,traceability_code,additives,palm_ingredients
1567,Mais tostato e salato,8028618013184,['France'],[],[],?,451,1887 kj(451 kcal),15,"3,7",73,"0,5","5,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,Fusilli di farro,8002448875013,['France'],[],[],?,347,1452 kj(347 kcal),"3,5","0,8","65,1","5,9","13,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,CAPD'OR café,3664217000146,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,Fraises déshydratées,2600105039950,['France'],[],[],?,364,1523 kj(364 kcal),0,0,90,74,0,"0,34","0,136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,TramezzinIGPraga e carciofi,8002980003103,['France'],[],[],?,232,971 kj(232 kcal),11,"1,4",24,"1,1","8,5","1,42","0,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Olive verdi denocciolate in salamoia,8002170457990,['France'],[],[],?,142.9,598 kj(142 kcal),"14,2","2,1","2,1",0,"1,1","3,7","1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,Abricots secs,2609842027756,['France'],[],[],?,283,1184 kj(283 kcal),"0,5","0,02","62,6","53,4","3,4",,,,,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,,,,,,,0.5 g,en faible quantité,0.02 g,en faible quantité,53.4 g,en quantité élevée,,,,+8%,+8%,+3%,-67%,+8%,+18%,+10%,,,,,,,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,,
1574,8 étoiles,3418011283126,['France'],[],[],?,429,1795 kj(429 kcal),21,13,56,26,"6,3","0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Passatelli,8032597606510,['France'],[],[],?,293,1226 kj(293 kcal),12,"7,4",29,"0,6",16,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Aranciata zero,8002270096778,['France'],[],[],?,8,33 kj(8 kcal),0,0,"1,9","1,9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,Torq flapjack carotte,5060123414653,['France'],[],[],?,405,1695 kj(405 kcal),13,"1,5",66,37,5,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,Zuppa ai cereali con verdure e legumi,8033520535235,['France'],[],[],?,50,209 kj(50 kcal),"0,9","0,1","7,7","1,4","1,9","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Escalope de dinde extra-fine,0289054036146,['France'],[],[],?,?,,?,,?,,?,0,0,,,D,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,
1580,Алтайские,4260170564306,['France'],[],[],?,278,1163 kj(278 kcal),16,"6,5","23,3","0,8","10,2",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,Penne igp aux poireaux - Seazon,3701456304793,['France'],[],[],?,142,594 kj(142 kcal),8,3,12,1,6,0,0,['Seazon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Gâteaux de Lune aux graines de Lotus et sésame noir - Jin Pai - 4,3364691366683,['France'],"['GRAINES DE LOTUS 24,44%', 'SESAME NOIR 22,44%', 'SUCRE', 'FARINE DE BLE', 'AMIDON DE MAIS', 'HUILE DE COLZA', 'EAU', 'OEUF', 'EPAISSISSANT ', 'E407', 'CONSERVATEUR ', 'E202']",['Non végétalien'],?,?,,21,,55,18,"6,5","0,2","0,08",['Jin Pai'],['Metal box'],,,4,['en:Moon cake'],,['Chine'],['China'],,['Tang Frères'],"['Œufs', 'Gluten']",4,21 g,en quantité élevée,,,18 g,en quantité élevée,0.2 g,en faible quantité,,,,,,,,,,,,,,,,,,,,,,,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",
1583,Pommes de terre de Terroir 2 KG,3201922202078,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,Rib's mexicains cuit sous vide,2442307057130,['France'],[],[],?,202,845 kj(202 kcal),"13,1","4,55","0,4","0,2","20,7","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Petits sablés,3585730034350,['France'],[],[],?,493,2063 kj(493 kcal),"21,7",15,"66,3","32,1","6,8","0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Biere,3119789827559,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Filetti dIGPlatessa impanati e surgelati,8023797011105,['France'],[],[],?,213,891 kj(213 kcal),"9,2","1,2",21,"1,3",11,"0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Sapori di natura fagioli cannellini,8005195015442,['France'],[],[],?,279,1167 kj(279 kcal),"1,6","0,2","45,5","2,9","2,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,S'attend caramel,5060175133243,['France'],[],[],?,353,1477 kj(353 kcal),0,0,"87,7","87,7",0,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,Bisotti al burro,8000590105507,['France'],[],[],?,462,1933 kj(462 kcal),16,"10,5",72,28,"6,5","0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Bolognaise boucherie a la ferme,02378671,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,L’égréné pur boeuf,3181232003803,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Foie Gras de Canard,3760170230634,['France'],[],[],?,535,2238 kj(535 kcal),23,"2,3","2,3","1,7","7,6","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Lidl,2209700006147,['France'],[],[],?,191,799 kj(191 kcal),12,"3,4","0,7","0,7",20,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,"Haricots Verts Jean Nicolas, Extra Fins 2x440g",3156250505714,['France'],[],[],?,26,109 kj(26 kcal),0,0,0,0,"1,6","0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Hamburge coniglio,8008110260040,['France'],[],[],?,125,523 kj(125 kcal),"4,6","1,8",3,0,18,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Sauce pitta,5410803011953,['France'],[],[],?,678,2837 kj(678 kcal),"74,8",2,"0,1",0,"5,18",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,popping boba,0885175010128,['France'],[],[],?,100,418 kj(100 kcal),0,0,25,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Chocolat à fondre,3700699905323,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,Peperoncino Frantumato - Conad,80459675,['France'],[],[],?,?,,?,,?,,?,0,0,['Conad'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,No stress,3770018472010,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,12 Oeufs frais,3252520008128,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,Eristoff,5010617807607,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,Compotée figues au basilic,3700600300346,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Bcaa+ 8:1:1 200CPR,8023826112988,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,Radis rose à croquer,3663362005501,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,"Lebensb Tomaten Gewürzsalz, 150 GR Dose",4012346160504,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Amlou,6111249100209,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,Oberweis Sakura Praline,5452004874326,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,Cocktail Asiatique,3143110080474,['France'],[],[],?,404,1690 kj(404 kcal),"8,9","1,6",69,"6,4",12,"0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,Herrings filets,4810168054793,['France'],[],[],?,196,820 kj(196 kcal),"15,8","3,4",0,0,"13,5","1,71","0,684",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Pure Sesame Oil,0078024311204,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,Ceci umbri,8002448870537,['France'],[],[],?,314,1314 kj(314 kcal),"0,7",0,33,"3,3","20,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,Velouté de tomates,3303640868052,['France'],[],[],?,642,2686 kj(642 kcal),"1,9","0,9","5,3","2,5","0,6","0,71","0,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Baguettes viennoises,3029033067054,['France'],[],[],?,301,1259 kj(301 kcal),"7,1",1,46,"6,3",11,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,Thunfisch Filets In Olivenöl,4004817003717,['France'],[],[],?,172,720 kj(172 kcal),"6,7","1,2",0,0,28,"0,93","0,372",,,D,,,"['Produits de la mer', 'Poissons', 'Thons']",,,,,,,,6.7 g,en quantité modérée,1.2 g,en faible quantité,0 g,en faible quantité,0.93 g,en quantité modérée,,-6%,-5%,-33%,-32%,-100%,-100%,+30%,-10%,-10%,2,-35%,B,-35%,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,,,,,
1617,Miel de fleurs,3572250011282,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,Dragées chocolat blanc vernis,3078815892186,['France'],[],[],?,455,1904 kj(455 kcal),12,"6,5",83,72,"3,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,Ziti tagliati,8005121000337,['France'],[],[],?,100,418 kj(100 kcal),"1,7","0,9",72,"3,99","1,6","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Moringa poudre,6091403671601,['France'],[],[],?,297,1243 kj(297 kcal),5,0,37,0,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,Sardine,3019082000249,['France'],[],[],?,227,950 kj(227 kcal),15,"3,5",0,0,23,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Trio de fruits,3700345904496,['France'],[],[],?,329,1377 kj(329 kcal),0,0,79,59,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,Chocolat noir menthe poivree,3770013837111,['France'],[],[],?,583,2439 kj(583 kcal),42,25,39,34,"7,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Kaluga Grand Chef,5425006728119,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,6892472754291,6892472754291,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Torsade,3264963019555,['France'],[],[],?,343,1435 kj(343 kcal),"1,9","0,3",61,"3,3",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Datte,89235607,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,Moniga olio extravergine di oliva virtuoso,8025585018761,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,['it:Olio extravergine di oliva'],,,,,,,,,,,,,,0 g,en faible quantité,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Olive nere denocciolate,8002470029613,['France'],[],[],?,286,1197 kj(286 kcal),30,"5,2","0,5",0,"1,2",4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Colfiorito Semi Di Girasole GR. 150,8011515944217,['France'],[],[],?,653,2732 kj(653 kcal),"60,4","5,6",4,"2,1",20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Épices tajine Samia,3276650136193,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Strascinati di semola,8005121216189,['France'],[],[],?,281,1176 kj(281 kcal),"1,3","0,37","55,7","1,32","9,9","0,005","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,Peperoncino Macinato,80458876,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Energie chérie,2048062130462,['France'],[],[],?,42,176 kj(42 kcal),0,0,11,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Tonno pinne gialle all'olio extra vergine di oliva - Carrefour,3560070450589,['France'],[],[],?,197,824 kj(197 kcal),10,"1,6",0,0,27,"1,5","0,6",['Carrefour'],,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,Citronnade,3423990006598,['France'],[],[],?,49,205 kj(49 kcal),0,0,"11,6",11,0,"0,286","0,114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,8000070022317,8000070022317,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,Joues de porc aux carottes,3291520006598,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Macinato pe ragu misto suino e bovino adulto,8016652400022,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Vivident Xylit Green Mint S / Z Astuccio,80593973,['France'],[],[],?,165,690 kj(165 kcal),0,0,66,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Strutto,8004225012338,['France'],[],[],?,893,3736 kj(893 kcal),99,41,0,0,"0,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Olio Extra Vergine Peranzana Arcobaleno,8033928640241,['France'],[],[],?,900,3766 kj(900 kcal),90,73,"1,3",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Sauce Barbecue Au Bacon Et à L'érable Avec Arôme Naturel PC,0060383187002,['France'],[],[],?,266.6667,1116 kj(266 kcal),"3,333",0,"53,333","46,667","3,333","3,167","1,267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Zen,3701265100029,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Nourriture sèche pour animaux - Vitakraft - 400g,4008239185570,['France'],"[""De 5 a 7 grammes sois l'équivalent de 1 a 2 cuillères à café Par jours""]",[],?,?,,?,,?,,?,,,['Vitakraft'],['Refermable'],,,400g,"['Non alimentaire', 'Open Pet Food Facts', 'Nourriture pour animaux', 'Nourriture sèche pour animaux']",['en:il y en a pas'],['en:très bien'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Tarallini ai semi di finocchio,8033100804454,['France'],[],[],?,493,2063 kj(493 kcal),22,"3,5",64,"1,6","9,1",25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,Liqueur violette,3180332482013,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,Ocean Sardine O. semi GR. 120,8000935620450,['France'],[],[],?,204,854 kj(204 kcal),12,"1,9",0,0,24,"0,8","0,32",,,D,,,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile""]",,,,,,,,12 g,en quantité modérée,1.9 g,en quantité modérée,0 g,en faible quantité,0.8 g,en quantité modérée,,-15%,-15%,-29%,-48%,-100%,-100%,+13%,-12%,-12%,1,-81%,B,-81%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,,,,
1649,Pomme de Nouvelle-Aquitaine Lavande,3288131540443,['France'],[],[],?,51,213 kj(51 kcal),"0,5","0,1","12,1","10,7","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Pailette d'or,8633383639394,['France'],[],[],?,367,1536 kj(367 kcal),"1,2","0,2",83,53,"4,3","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Tortellini alla bolognese,8012666505937,['France'],[],[],?,296,1238 kj(296 kcal),11,"5,2",31,"1,4",16,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Latte fresco intero alta qualità - Selex,8003100890856,['France'],[],[],?,66,276 kj(66 kcal),"3,6","2,4","4,9","4,9","3,4","0,13","0,052",['Selex'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,Pale lime marmalade medium cut,5053826480810,['France'],[],[],?,272,1138 kj(272 kcal),0,0,68,68,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,Zuppa Orzo e Legumi - Ecor,8019010231283,['France'],[],[],?,27,113 kj(27 kcal),"0,5","0,1","3,9","1,2","1,4","0,75","0,3",['Ecor'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,Samra Arome Orange ( Orange Essence ),5410350006051,['France'],[],[],?,?,,?,,?,,?,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Confiture fraise,5410046990152,['France'],[],[],?,227,950 kj(227 kcal),"0,5","0,1",55,55,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Marmelade d’orange,3770008804449,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Comte bio,0206610030240,['France'],[],[],?,427,1787 kj(427 kcal),35,23,1,0,27,"0,914","0,366",,,D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,,,,,,,35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.914 g,en quantité modérée,,+2%,+2%,+1%,+1%,+116%,-100%,+0%,+9%,+9%,14,+8%,D,+8%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,
1659,Valfrutta Fruit Cocktail,8001440000102,['France'],[],[],?,74,310 kj(74 kcal),"0,1",0,"17,5","17,5","0,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Superpacco famiglia biscotti con zucchero di canna e uova,8006210120011,['France'],[],[],?,460,1925 kj(460 kcal),"14,4","7,6","74,9","25,7","6,8","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Fertitecnica Colfiorito Biondi Fave,8011515904730,['France'],[],[],?,370,1548 kj(370 kcal),3,1,"54,8",5,"27,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Pâté campagne supérieur 204g,2212400014633,['France'],[],[],?,306,1280 kj(306 kcal),26,10,4,1,14,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Poitrine cuite supérieure 3 tranches VPF 219g,2478872020606,['France'],[],[],?,270,1130 kj(270 kcal),"21,4","8,5",1,"0,2","18,3","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 35152B', 'Liffré (Ille-et-Vilaine, France)', 'FR 35.152.002 CE', 'Liffré (Ille-et-Vilaine, France)']",,
1664,Cannella macinata,8003240090192,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Poitrine cuite supérieure 3 tranches VPF 250g,2478872023553,['France'],[],[],?,270,1130 kj(270 kcal),"21,4","8,5",1,"0,2","18,3","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 35152B', 'Liffré (Ille-et-Vilaine, France)', 'FR 35.152.002 CE', 'Liffré (Ille-et-Vilaine, France)']",,
1666,Croissant farcita all'albicocca,8003896012050,['France'],[],[],?,392,1640 kj(392 kcal),20,12,48,22,"4,4","0,38","0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,Poulet bleu-blanc-coeur et purée de carotte bio - Seazon,3701456305813,['France'],[],[],?,78,326 kj(78 kcal),4,1,2,1,8,1,"0,4",['Seazon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Spinaci al limone et pasta chicken champignons de Paris - Seazon,3701456315942,['France'],[],[],?,76,318 kj(76 kcal),1,0,1,1,9,1,"0,4",['Seazon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Pain au chocolat,0260145036085,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Balisto,5000159479127,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,"Épinards fondants, butternut et halloumi grillé, fusilli bio - Seazon",3701456304182,['France'],[],[],?,131,548 kj(131 kcal),7,3,9,1,7,1,"0,4",['Seazon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,2 panes au colin d’Alaska,04130765,['France'],[],[],?,199,833 kj(199 kcal),"7,9","0,8",19,"0,5",12,"0,8","0,32",,,,,,,"['Nutriscore', 'Nutriscore A', 'Pêche durable', 'Pêche durable MSC']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['MSC-C-50004'],,
1673,Risotto tomate et épinards bio - Seazon,3701456303352,['France'],[],[],?,133,556 kj(133 kcal),4,2,19,1,4,1,"0,4",['Seazon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Primeval bio spirales blanches,3380380092459,['France'],[],[],?,351,1469 kj(351 kcal),"1,4","0,4",72,"4,3",11,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Piada biologica fresca,8007780501439,['France'],[],[],?,314,1314 kj(314 kcal),"8,9",2,"50,1","1,2","7,3","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
