,name,bar_code,categories,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_energy_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,markets,quantity,packaging,traceability_code,manufacturing,link,allergens,nova_score,ingredients_origins,generic_name,additives,origin_detail
1668,Pate de campagne,3770013783418,,['France'],[],[],?,,344,,29,,"7,1",,"12,8",,11,"5,6",1439 kj(344 kcal),"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Witte kool chou blanc,4056489134817,,['France'],[],[],?,,4.3,,2,,"4,3",,"1,3",,"0,4","3,6",18 kj(4 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Boudin noir de Clamecy,0233740026201,,['France'],[],[],?,,291,,"25,9",,"3,4",,"11,2",,"10,3","1,3",1218 kj(291 kcal),"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Cookies orange pépite de chocolat,3760310522858,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,Bursali,8682190092199,,['France'],[],[],?,,413,,"11,4",,"74,9",,"2,1",,"4,6","74,9",1728 kj(413 kcal),"3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Champignion eminces,2868020018041,,['France'],[],[],?,,25,,"0,9",,"1,2",,"2,4",,"0,32","0,2",105 kj(25 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Eva pâte de fruits,3325352020542,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Filet mignon,2887575071769,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Calypso black cherry lemonade,0079581184089,,['France'],[],[],?,,200,,0,,49,,0,,0,49,837 kj(200 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Mimolette extra vieille,0210864029394,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes extra vieilles']",['France'],[],[],?,,385,-2%,26,-11%,0,-100%,31,-4%,20,0,1611 kj(385 kcal),3,"1,2",D,,26 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,3 g,en quantité élevée,-2%,-3%,-100%,+0%,+0%,19,-2%,E,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
1678,Test cocktail pouce,1738853908530,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Confiserie Caramel,2608102022630,,['France'],[],[],?,,394,,"4,3",,"88,1",,"0,7",,4,"68,2",1648 kj(394 kcal),"0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,Galette des rois,0202122065275,,['France'],[],[],?,,501,,35,,38,,"8,5",,19,12,2096 kj(501 kcal),"0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Tagliolini a la truffe,8005658018300,,['France'],[],[],?,,280,,"3,3",,51,,11,,1,"2,1",1172 kj(280 kcal),"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Barquette', 'Film en plastique']",,,,,,,,,
1682,Lenticche - Pam & Panorama,8004263689486,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles']",['France'],[],[],?,,344,+42%,"1,1",-25%,53,+61%,25,+40%,"0,1",2,1439 kj(344 kcal),,,B,,1.1 g,en faible quantité,0.1 g,en faible quantité,2 g,en faible quantité,,,+41%,-62%,+61%,,,,,,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,['Pam & Panorama'],,,,,,,,,,,,
1683,Comté,0210844024609,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",['France'],[],[],?,,429,+2%,35,+1%,"1,6",+246%,27,+0%,26,"0,5",1795 kj(429 kcal),"0,9","0,36",D,,35 g,en quantité élevée,26 g,en quantité élevée,0.5 g,en faible quantité,0.9 g,en quantité modérée,+3%,+15%,+87%,+7%,+7%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
1684,Lentilles - 800g,8020204325749,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles']",['France'],[],[],?,,304,+25%,"1,6",+9%,"40,6",+23%,"23,4",+31%,"0,1","0,1",1272 kj(304 kcal),,,B,,1.6 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,,,+25%,-62%,-92%,,,,,,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,800 g,,,,,,,,,,
1685,Jambon bio,2602668042774,,['France'],[],[],?,,211,,13,,"0,5",,22,,5,"0,5",883 kj(211 kcal),1,"0,4",,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,Oeufs,8002790078452,,['France'],[],[],?,,128,,"8,7",,"0,5",,"12,4",,"3,17","0,5",536 kj(128 kcal),"0,342","0,137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Beyond fair trade,7649996549068,,['France'],[],[],?,,659,,52,,36,,"9,4",,"32,2",17,2757 kj(659 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,2688493035297,2688493035297,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 43262', 'Vieille-Brioude (Haute-Loire, France)']",,,,,,,,
1689,Escalope de Dinde,0289054027298,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",['France'],[],[],?,,?,,?,,?,,?,,,,,,,D,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,
1690,8410344101752,8410344101752,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,Canelle poudre,3760147030625,,['France'],[],[],?,,?,,?,,?,,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,Tuna Pâté,5600961110517,,['France'],[],[],?,,354.67,,31,,0,,19,,"4,7",0,1484 kj(354 kcal),"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,nougat de montelimar,3105560083108,,['France'],[],[],?,,444,,16,,65,,"8,3",,"1,3",56,1858 kj(444 kcal),,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,Chocolat au lait,3701117205223,,['France'],[],[],?,,543,,39,,56,,"6,8",,23,55,2272 kj(543 kcal),"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Tisane des futures mamans bio,3770012068035,,['France'],[],[],?,,1,,0,,"0,2",,"0,1",,0,0,4 kj(1 kcal),0,0,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Yaourt au lait entier saveur vanille,3605756564430,,['France'],[],[],?,,97,,"3,1",,14,,"3,3",,2,14,406 kj(97 kcal),"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Quadrette en plastique'],,,,,,,,,
1697,Pur Kerch’up,3361779995452,,['France'],[],[],?,,112,,0,,26,,"1,2",,0,24,469 kj(112 kcal),"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,Cabernet sauvignon,3249382004979,,['France'],[],[],?,,?,,?,,?,,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Pandawaï p!k - Haribo,3103220048009,,['France'],[],[],?,,336,,"0,5",,76,,"5,5",,"0,1",49,1406 kj(336 kcal),"0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,['Haribo'],,,,,,,,,,,,
1700,Poulet nourri aux graines de lin,0215703027296,,['France'],[],[],?,,114,,2,,0,,24,,"0,2",0,477 kj(114 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Palette d'Alsace Emmental,0290779041780,,['France'],[],[],?,,167,,"8,1",,"0,5",,"22,9",,"3,3","0,4",699 kj(167 kcal),"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Lentil Lasagne,5060558350472,,['France'],[],[],?,,79,,"2,4",,"12,1",,"4,3",,"1,5",2,331 kj(79 kcal),"0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Dinde fermière élevée en plein air,2454154026962,,['France'],[],[],?,,107,,"0,9",,0,,24,,"0,2",0,448 kj(107 kcal),"0,14","0,056",,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,,,
1704,2000000349398,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,Caramel Biscuits,18772562,,['France'],[],[],?,,487,,18,,74,,"5,7",,"8,6",34,2038 kj(487 kcal),"0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,conchiglie ai funghi,7640342960063,,['France'],[],[],?,,174,,"6,5",,24,,5,,"2,3","0,5",728 kj(174 kcal),"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,Purée 100% Pruneaux Français,3560000615002,,['France'],[],[],?,,98,,"0,3",,21,,"0,9",,"0,08","15,2",410 kj(98 kcal),0,0,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Green blend (violet Raspberry Taste),4260303291185,,['France'],[],[],?,,1,,"0,1",,"0,1",,"0,2",,"0,1","0,1",4 kj(1 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,Bacon italiano,8004767019116,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,Oreo Macha,6901668009180,,['France'],[],[],?,,527,,"27,5",,"63,5",,6,,0,"12,7",2205 kj(527 kcal),"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,Moussaka boeuf et aubergines,3302741979025,,['France'],[],[],?,,117,,"8,1",,"4,2",,"6,1",,"2,7","3,5",490 kj(117 kcal),"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,Tortelloni 4 fromages U,3256228104779,,['France'],[],[],?,,202,,"4,9",,29,,"9,9",,"2,8","1,1",845 kj(202 kcal),"0,75","0,3",,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,O palets citron,3760040410845,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,Pain aux figues,0260085010503,,['France'],[],[],?,,?,,?,,?,,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Agnolotti Aubergines et tomates séchées,3256228104731,,['France'],[],[],?,,212,,"8,8",,24,,"8,4",,"4,4","4,1",887 kj(212 kcal),"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Fagottini Jambon Cru -,3256228104762,,['France'],[],[],?,,245,,"9,9",,27,,11,,"3,7","2,5",1025 kj(245 kcal),"1,2","0,48",,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,lasagnes verdes - Marie - 2kg,10807682,"['Surgelés', 'Plats préparés', 'Plats préparés surgelés']","['France', 'Espagne']","['eau', 'pâte à lasagnes cuite 22% ', 'eau', 'semoule de blé dur', 'épinard en poudre', 'crème fraîche', 'épinards 6,5%', 'courgettes grillées 5,5%', 'poireaux 5,5%', 'brocolis 4,5%', 'amidon', 'lait écrémé en poudre', 'échalotes 2%', 'emmental', 'fromage blanc', 'farine de blé', 'sel', 'jus de citron à base de concentré', 'graines de courges concassées', 'ciboulette', ""purée d'ail""]","['Non végétalien', 'Végétarien']",?,,104,-30%,"3,5",-50%,14,+7%,"3,6",-47%,"1,9","2,1",435 kj(104 kcal),"0,75","0,3",,['Végétarien'],3.5 g,en quantité modérée,1.9 g,en quantité modérée,2.1 g,en faible quantité,0.75 g,en quantité modérée,-31%,-27%,+0%,-2%,-2%,2,-17%,B,-17%,,,,,,,,['Marie'],['Noz'],2 kg,"['Plastique', 'barquette aluminium']","['FR 79.005.001 CE', 'Airvault (Deux-Sèvres, France)']",['France'],,"['Gluten', 'Lait']",3,,,,
1718,Jarret de porc,2229154038648,,['France'],[],[],?,,161,,10,,"0,7",,17,,"3,4",0,674 kj(161 kcal),"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Etui en carton', 'Sachet en plastique']",,,,,,,,,
1719,Dragées Avola Élysée,3660523336481,,['France'],[],[],?,,494,,"22,4",,65,,"7,31",,"2,1","58,5",2067 kj(494 kcal),"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 45145A', 'Ferrières-en-Gâtinais (Loiret, France)']",,,,,,,,
1720,Haché 100%boeuf,3256228413017,,['France'],[],[],?,,265,,19,,"0,6",,23,,"7,8","0,6",1109 kj(265 kcal),"0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,Jambon d auvergene,6343600001249,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,Saucisse grillée ecrasé de pommes de tetre,03854305,,['France'],[],[],?,,147,,"8,7",,11,,"5,8",,"3,4","0,8",615 kj(147 kcal),"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,Filetti di tonno,8059395060030,"['Produits de la mer', 'Poissons', 'Thons', 'Filets de poissons', 'Filets de thon']",['France'],[],[],?,,218,-6%,13,-2%,0,-100%,26,+7%,"2,7",0,912 kj(218 kcal),"1,2","0,48",D,,13 g,en quantité modérée,2.7 g,en quantité modérée,0 g,en faible quantité,1.2 g,en quantité modérée,-2%,+26%,-100%,+21%,+21%,4,-9%,C,-9%,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,,,,,,,,,,,,
1724,Amande chocolat,3389750076020,,['France'],[],[],?,,629,,42,,29,,15,,15,0,2632 kj(629 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,Flan,0202160024937,,['France'],[],[],?,,195,,8,,27,,3,,5,16,816 kj(195 kcal),"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,Fromage pur Brebis,2446416036864,,['France'],[],[],?,,341,,28,,"2,3",,20,,18,"0,5",1427 kj(341 kcal),"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 43.268.020 CE', 'Yssingeaux (Haute-Loire, France)']",,,,,,,,
1727,"Rôti ficelle, porc francilin",2619004035352,,['France'],[],[],?,,119,,"2,8",,1,,23,,"1,1",1,498 kj(119 kcal),"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,8412197123547,8412197123547,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,Almond daily delight,8719325335422,,['France'],[],[],?,,120,,"7,1",,"5,6",,2,,"2,4","2,9",502 kj(120 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,Poulet,0215930021715,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 03.236.001 CE', 'Saint-Germain-des-Fossés (Allier, France)']",,,,,,,,
1731,Sciroppo D'agave Squeeze,8018848016802,['Sirops'],['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,"Guimauve fantaisie enrobée de chocolat noir - Lutti - 2,5kg",3116742022884,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Guimauves enrobées de chocolat']",['France'],[],[],1606,-1%,381,-4%,"10,1",-11%,"67,8",-1%,"4,6",+16%,"6,3","58,7",1606 kj(381 kcal),"0,03","0,012",,['Fabriqué en France'],10.1 g,en quantité modérée,6.3 g,en quantité élevée,58.7 g,en quantité élevée,0.03 g,en faible quantité,-3%,-11%,+4%,-56%,-56%,20,-4%,E,-4%,,,,,,,,['Lutti'],['iD Stock'],"2,5 kg",['Carton'],"['EMB 59090', 'Bondues (Nord, France)']",['France'],,,,,,,
1733,Mise en place Basilic - Knorr - 5kg,3011362069014,,['France'],[],[],1783,,431,,?,,?,,?,,,,1783 kj(431 kcal),,,,['Produits destinés aux professionnels'],,,,,,,,,,,,,,,,,,,,,,,,,['Knorr'],['iD Stock'],5 kg,"['Pot', 'Plastique']",,,,,,,,,
1734,Mossburn,5060033847107,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,Gingembre poudre - Guayapi - 50g,3471125115035,['Poudre'],['France'],['100% gingembre pur en poudre'],[],?,,?,,?,,?,,?,,,,,,,,['Forest Garden Product'],,,,,,,,,,,,,,,,,,,,,,,,,['Guayapi'],,50 g,['sachet kraft'],,['France'],,,,,,,Sri Lanka
1736,Cumin Poudre - Guayapi - 25g,3471125108259,['Poudre'],['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Guayapi'],,25 g,,,,,,,,,,
1737,Cumin Graines - Guayapi - 25g,3471125107252,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines']",['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Guayapi'],,25 g,,,,,,,,,,
1738,Cannelle Poudre - Guayapi - 25g,3471125104251,,['France'],['Canelle en poudre 100% pure'],[],?,,?,,?,,?,,?,,,,,,,,['Forest Garden Product'],,,,,,,,,,,,,,,,,,,,,,,,,['Guayapi'],,25 g,['sachet kraft'],,['Sri Lanka'],,,,,,,Sri Lanka
1739,Cannelle Bâtons - Guayapi - 25g,3471125103254,,['France'],['100% canelle baton'],[],?,,?,,?,,?,,?,,,,,,,,['Forest Garden Product'],,,,,,,,,,,,,,,,,,,,,,,,,['Guayapi'],,25 g,['sachet kraft'],,['Sri Lanka'],,,,,,,Sri Lanka
1740,Cardamome - Paquet - Guayapi - 25g,3471125101251,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines']",['France'],['Graines de cardamome 100% pures'],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Guayapi'],,25 g,['sachet kraft'],,['Sri Lanka'],,,,,,,Sri Lanka
1741,Warana poudre ( - Guayapi - 250g,3471123311125,['Poudre'],['France'],"['100% poudre de guaraná ', 'paullina cupana var', 'sorbilis', ' pure ', 'noyau du fruit', 'sans additif', 'ni conservateur']",[],1570,+13%,370,+5%,"2,4",-50%,"73,3",+19%,?,,0,"1,7",1570 kj(370 kcal),0,0,,"['Bio', 'Bio européen', 'Sans additifs', 'Sans conservateurs', 'AB Agriculture Biologique', 'Forest Garden Product', 'Sateré Mawé']",2.4 g,en faible quantité,0 g,en faible quantité,1.7 g,en faible quantité,0 g,en faible quantité,+5%,-100%,+9%,-100%,-100%,,,,,,,,,,,,['Guayapi'],,250 g,,,['Brésil'],,,,,,,Brésil
1742,Guarana BIO poudre - Guayapi - 50g,3471123054015,['Poudre'],['France'],['100% poudre de guarana pure'],[],1570,+13%,370,+5%,"2,1",-56%,"74,2",+20%,"13,5",+67%,"0,4",3,1570 kj(370 kcal),0,0,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",2.1 g,en faible quantité,0.4 g,en faible quantité,3 g,en faible quantité,0 g,en faible quantité,+5%,-33%,+92%,-100%,-100%,-1,-218%,A,-218%,,,,,,,,['Guayapi'],,50 g,['boite en carton'],,['France'],,,,,,,Brésil
1743,Unha de Gato - pot - Guayapi - 50g,3471123016037,['Poudre'],['France'],[],[],1552,+12%,365,+3%,"0,6",-88%,89,+44%,"2,3",-72%,0,"5,6",1552 kj(365 kcal),0,0,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Forest Garden Product', 'Sateré Mawé']",0.6 g,en faible quantité,0 g,en faible quantité,5.6 g,en quantité modérée,0 g,en faible quantité,+4%,-100%,+259%,-100%,-100%,4,+373%,C,+373%,,,,,,,,['Guayapi'],,50 g,['boite en carton'],,['France'],,,,,,,Brésil
1744,Thé Vert Culture Biologique Bio - paquet - Guayapi - 100g,3471123011124,,['France'],"['Feuilles de Thé vert ', 'Camellia sinensis', ' 100% pure']",[],?,,?,,?,,?,,?,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,['Guayapi'],,100 g,['Boite en carton'],,['Sri Lanka'],,,,,,,Sri Lanka
1745,Baccharis Poudre - Guayapi - 50g,3471123005055,['Poudre'],['France'],"['100% de poudre de Baccharis Trimera 100% pure', ' Sans additifs ni conservateurs']",[],1525,+10%,359,+1%,"1,7",-65%,"77,6",+26%,"8,4",+4%,"1,1","0,7",1525 kj(359 kcal),"0,01","0,004",,"['Sans additifs', 'Sans conservateurs']",1.7 g,en faible quantité,1.1 g,en faible quantité,0.7 g,en faible quantité,0.01 g,en faible quantité,+2%,+84%,-55%,-79%,-79%,0,-100%,B,-100%,,,,,,,,['Guayapi'],,50 g,['Boite carton'],,['Brésil'],,,,,,,Brésil
1746,Pfaffia Stenophylla Gélules - Guayapi - 50gélules de370mg,3471123004089,,['France'],"[""73% poudre de pfaffia paniculata et enveloppe : gélule d'origine végétale "", 'hydroxypropylmethylcellulose', ' sans conservateur']","['Végétalien', 'Végétarien']",1520,,360,,"1,1",,"78,3",,"8,9",,"0,58",2,1520 kj(360 kcal),"0,3","0,12",,"['Bio', 'Bio européen', 'Sans conservateurs', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,['Guayapi'],,50 gélules de370 mg,['boite en carton'],,['Bresil'],,,4,,,['E464 - Hydroxypropylméthylcellulose'],Brésil
1747,Gomphrena poudre - Guayapi - 65g,3471123002658,['Poudre'],['France'],"['Poudre de gomphrena ', 'gomphrena officinalis mart', ' 100% pure', ' sans additifs', 'ni conservateurs']",[],1569,+13%,369,+4%,"0,6",-88%,"89,3",+45%,3,-63%,"0,32","1,4",1569 kj(369 kcal),"0,01","0,004",,"['Sans additifs', 'Sans conservateurs']",0.6 g,en faible quantité,0.32 g,en faible quantité,1.4 g,en faible quantité,0.01 g,en faible quantité,+5%,-47%,-10%,-79%,-79%,3,+255%,C,+255%,,,,,,,,['Guayapi'],,65 g,['boite en carton'],,['France'],,,,,,,Brésil
1748,Succo di mela pera e lampone,8718096132667,,['France'],[],[],?,,42,,?,,?,,"9,4",,,,176 kj(42 kcal),"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,Melange a grignoter nac,4008239594099,,['France'],[],[],?,,?,,?,,?,,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,Test pate en croute pouce,1738853008537,,['France'],[],[],?,,333,,"22,6",,"22,5",,"9,4",,"8,4","0,5",1393 kj(333 kcal),"1,57","0,628",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,"Piccolo sucré - 1sachet (0,5g)",8055186880139,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Cafés torréfiés']",['France'],"[""Café pur à 100% composé d'arabica et de robusta/Sucre""]",[],1503,,356,+559%,"7,5",+264%,64,+584%,"6,01",+90%,3,53,1503 kj(356 kcal),"0,08","0,032",,"['100% naturel', '100\xa0% nomade', '100\xa0% pur', 'A consommer sans eau', 'A consommer sans source de chaleur', 'Produit non étiqueté OGM', 'Produit non irradié']",,,,,,,,,+346%,+348%,+5096%,,,,,,,,,,,,,,['Piccolo'],,"1 sachet (0,5 g)",['Emballage recyclable'],,,,,3,,,,Italie
1752,"Piccolo intense - 1sachet (0,3g)",8055186880122,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Cafés torréfiés']",['France'],"[""Café pur à 100% composé d'arabica et de robusta""]",[],1289,,308,+470%,"15,07",+632%,"28,21",+202%,"12,19",+286%,"6,02","6,94",1289 kj(308 kcal),"0,147","0,059",,"['100% naturel', '100\xa0% nomade', '100\xa0% pur', 'A consommer sans eau', 'A consommer sans source de chaleur', 'Produit non étiqueté OGM', 'Produit non irradié']",,,,,,,,,+282%,+799%,+580%,,,,,,,,,,,,,,['Piccolo'],,"1 sachet (0,3 g)",['Emballage recyclable'],,,,,,,,,Italie
1753,Plc mélange volaille,3377650853360,,['France'],[],[],?,,0,,"2,91",,0,,0,,0,0,0 kj(0 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 62041I', 'Arras (Pas-de-Calais, France)']",,,,,,,,
