,name,bar_code,categories,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_energy_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,markets,quantity,packaging,traceability_code,manufacturing,link,allergens,nova_score,ingredients_origins,generic_name,additives,origin_detail
87,"Cordon bleu de poulet, emmental -  - 2x 600g",3596690774286,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,"['Viande Française', 'Nutriscore', 'Nutriscore C', 'Volaille-francaise']",,,,,,,,,,,,,,,,,,,,,,,,,,,2 x 600 g,,,,,,,,,,
88,Munstiflette,3384080085001,,['France'],[],[],?,,130,,"7,5",,11,,"4,6",,"4,5","2,3",544 kj(130 kcal),1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,YENI RAKI - TEKEL - 35cl,8690101120015,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['TEKEL'],,35 cl,['Verre'],,,,,,,,,
90,Pecorino romano d o p - Selex,8003100842763,,['France'],[],[],?,,392,,32,,0,,26,,18,0,1640 kj(392 kcal),"5,2","2,08",,,,,,,,,,,,,,,,,,,,,,,,,,,['Selex'],,,,,,,,,,,,
91,samoussa au poulet tikka,3760184321649,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Truite Fumée de nos Terroirs - Breizh Saveurs - 132g,3760114910417,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",['France'],"['Truite ', 'Oncorhynchus mykiss', ' élevée en France 97%', 'Sel 3%']","['Non végétalien', 'Non végétarien']",718,+7%,171,+4%,"8,65",+10%,0,-100%,"23,4",+4%,"2,62",0,718 kj(171 kcal),"3,226","1,29",E,,8.65 g,en quantité modérée,2.62 g,en quantité modérée,0 g,en faible quantité,3.23 g,en quantité élevée,+5%,+62%,-100%,+17%,+17%,14,+19%,D,+19%,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,['Breizh Saveurs'],,132g,"['Carton', 'Plastique']","['FR 35.288.770 CE', 'Saint-Malo (Ille-et-Vilaine, France)']",['Saint-Malo'],http://www.celticfish.fr,['Poisson'],3,,,,
93,Yaourt Brassé Bio - Lidl,4056489143109,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts brassés']",['France'],[],[],?,,89,-4%,"2,9",-20%,12,+10%,"3,6",-1%,"1,9",12,372 kj(89 kcal),"0,1","0,04",,['Bio'],2.9 g,en faible quantité,1.9 g,en quantité modérée,12 g,en quantité modérée,0.1 g,en faible quantité,-4%,-18%,+19%,-13%,-13%,2,-21%,B,-21%,,,,,,,,['Lidl'],,,['Etui en carton'],,,,,,,,,
94,Olio extra vergine di olivia,8006801920105,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Pain au maïs,0202551008539,,['France'],[],[],?,,245,,"3,2",,44,,"8,9",,"0,2","1,1",1025 kj(245 kcal),"1,62","0,648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"Mathez 'Les Parisiennes', Chocolate Truffles With Marc of Champagne, 7.1oz Tin",3481290020812,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Jus de pomme d'ardèche artisanal,2131313000000,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 26166H', 'Loriol-sur-Drôme (Drôme, France)']",,,,,,,,
98,Vin terre des sages,3760040538075,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Saucisses superieure pur porc,3273625210124,,['France'],[],[],?,,277,,24,,"2,2",,13,,"8,5","0,9",1159 kj(277 kcal),"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Palette d'Alsace à la diable,0290701040348,,['France'],[],[],?,,136,,"8,4",,"1,1",,14,,"3,6","0,5",569 kj(136 kcal),"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Terrine bressane à l'aligote,3525168092164,,['France'],[],[],?,,331,,30,,"1,7",,13,,"9,5","0,3",1385 kj(331 kcal),"1,3","0,52",,"['Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Barres chocolat fourrées lait,3173990027481,,['France'],[],[],?,,535,,30,,"59,2",,6,,"15,3","40,4",2238 kj(535 kcal),"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Brioche des rois,3760250680090,,['France'],[],[],?,,396.59,,"19,91",,"43,06",,"8,57",,"12,4","13,43",1659 kj(396 kcal),"0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Fresh Mazafati Dates,4260637860804,,['France'],[],[],?,,267,,0,,61,,"1,4",,0,58,1117 kj(267 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Lasagne - Plant Pioneers,00412902,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Plant Pioneers'],,,"['card-sleeve', 'film', 'mixed plastic-film', 'pet-tray']",,,,,,,,,
106,Clémentine Berkane IGP,3760187782423,,['France'],[],[],?,,?,,?,,?,,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Galette des rois,0202666020990,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"Emmental de Savoie, 90 jours d'affinage minimum -",2218309027033,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français', 'Emmentals de Savoie']",['France'],[],[],?,,396,-0%,31,0%,"0,5",-11%,29,-1%,20,"0,5",1657 kj(396 kcal),"0,3","0,12",C,['IGP'],31 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,0.3 g,en quantité modérée,-0%,-1%,+45%,-3%,-3%,10,0%,C,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,['Film en plastique'],,,,,,,,,
109,Sauce roquefort,3683080541907,,['France'],[],[],?,,143,,13,,3,,"3,3",,"8,4",3,598 kj(143 kcal),"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Saucisse sèche pur porc sous vide -,2610291040807,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 81003C', 'Alban (Tarn, France)']",,,,,,,,
111,Little Chef 12frozen Shrimp Spring Rolls,0016229506100,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Tropézienne,0202804038702,,['France'],[],[],?,,275,,15,,28,,"4,3",,10,13,1151 kj(275 kcal),"0,72","0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Brioche,0209509019616,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,GRAN MAESTRO,8719418014180,,['France'],[],[],?,,1,,0,,"0,3",,"0,2",,0,0,4 kj(1 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Olive et Échalotte fraîches pressées,3547130084328,,['France'],[],[],?,,900,,"99,8",,0,,0,,"15,1",0,3766 kj(900 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Naruto 2,9782871294177,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Maxim's - 110g,3391860003407,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Maxim's""]",,110 g,,,,,,,,,,
118,Cookie Dough Bites,0797258004590,,['France'],[],[],?,,512,,"28,7",,"57,4",,"4,7",,19,"48,3",2142 kj(512 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Roasted corn,8752998440970,,['France'],[],[],?,,434,,12,,72,,"7,4",,"3,8","2,2",1816 kj(434 kcal),2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Meditea,3760177141711,,['France'],[],[],?,,825,,19,,5,,"1,7",,"3,3","1,3",3452 kj(825 kcal),"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 84.036.003 CE', 'Châteauneuf-de-Gadagne (Vaucluse, France)']",,,,,,,,
121,Blans de poulet roti à la broche,,,['France'],[],[],?,,104,,"1,6",,"0,5",,22,,"0,4","0,5",435 kj(104 kcal),"1,8","0,72",,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Galette sablée - Soleil Levai - 320g,3677316142075,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",['France'],"['Farine de blé T65*', 'Beurre*', 'Sucre roux Oeufs*', 'Sel de Guérande', "" *Produits issus de l'Agriculture Biologique""]",['Non végétalien'],?,,?,,?,,?,,?,,,,,,,C,"['Bio', 'Bio européen', 'en:AB', 'en:Nature et Progrès']",,,,,,,,,,,,,,,,,,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,['Soleil Levai'],,320 g,['Plastique'],,,,['Lait'],3,"['en:Beurre de France', 'en:Farine de France', 'en:sel de Guerande (France)', 'en:sucre Roux hors UE (AB)', 'en:œuf de France']",,,
123,Sweet sauce pineapple et chili,8852646101502,,['France'],[],[],?,,154,,0,,38,,0,,0,34,644 kj(154 kcal),"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Crema Con Parmegiano Reggiano Al Tartufo Bianchetto -,8031026407346,,['France'],[],[],?,,843,,"15,8",,"0,9",,"14,3",,"10,6","0,3",3527 kj(843 kcal),"0,225","0,09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crème de Parmigiano Reggiano à la truffe,,
125,3608580755128,3608580755128,,['France'],[],[],?,,?,,?,,?,,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Fruit bars,5999538141499,,['France'],[],[],?,,309,,"0,9",,68,,"2,6",,"0,2",59,1293 kj(309 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Billes aperitives,2006050016709,,['France'],[],[],?,,257,,20,,"3,9",,15,,14,2,1075 kj(257 kcal),"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Bon bombz,3395502899236,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,SAUCISSE SÈCHE SUPÉRIEURE CAMPAGNE PLEIN AIR -,3351160002876,,['France'],[],[],?,,399,,30,,"1,1",,31,,12,"0,5",1669 kj(399 kcal),"4,4","1,76",,['Élevé en plein air'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,8886467052279,8886467052279,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Palmeni bolsa 1 kg,4250239103638,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Beurre fermier cru doux - Ferme de la Grande Mousse - 250g,3760131670011,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres doux']",['France'],[],[],?,,?,,?,,?,,?,,,,,,,E,,,,,,,,,,,,,,,,,,,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,"['Ferme de la Grande Mousse', 'Earl Lory']",,250g,['Frais'],"['FR 72.048.001 CE', 'Briosne-lès-Sables (Sarthe, France)']",,,,,,,,
133,Assortiment potee,2846276065408,,['France'],[],[],?,,537,,"10,6",,"1,4",,"6,2",,"4,1","0,5",2247 kj(537 kcal),"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 56.246.008 CE', 'Sourn (Morbihan, France)']",,,,,,,,
134,Feuilleté de Mousse Saveur Praliné Façon Rocher,3023290052129,,['France'],[],[],?,,221,,"12,6",,"20,5",,"5,2",,"8,2","19,6",925 kj(221 kcal),"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Coca,5000112640861,,['France'],[],[],?,,4.3,,0,,"0,05",,7,,0,0,18 kj(4 kcal),"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Soup pumpkin coconut and turmeric,5600961127263,,['France'],[],[],?,,94,,"3,1",,"9,2",,6,,"2,1","4,7",393 kj(94 kcal),"0,54","0,216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Rillettes de Maquereau à la moutarde à l'ancienne,3760186360660,,['France'],[],[],?,,254,,20,,"3,7",,15,,"9,3","0,5",1063 kj(254 kcal),"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Délice au noix,2200105022503,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Jambon à l’Ancienne,2453637031424,,['France'],[],[],?,,161,,"7,9",,"0,5",,22,,"2,9",0,674 kj(161 kcal),"0,204","0,081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Barquette', 'Film en plastique']","['EMB 29004D', 'Bannalec (Finistère, France)']",,,,,,,,
140,Mini cigarettes,20506483,,['France'],[],[],?,,518,,27,,63,,5,,14,38,2167 kj(518 kcal),"0,44","0,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,thé vert détox bio,5430001360103,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Pâté de caille persillée aux cèpes,3701353300607,,['France'],[],[],?,,244,,19,,"3,6",,15,,"6,4",1,1021 kj(244 kcal),"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"Camembert de normandie AOP 22% MG, terre et saveurs gillot, lait cru vache -",2878369032141,,['France'],[],[],?,,284,,22,,"0,5",,21,,16,"0,5",1188 kj(284 kcal),"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Salchichas frankfurt de pavo y pollo sin gluten,8433329058117,,['France'],[],[],?,,182,,0,,"1,4",,9,,0,"0,4",761 kj(182 kcal),"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Grands Crus Origine Saint Domingue,3760201870334,,['France'],[],[],?,,569,,43,,31,,"7,6",,26,27,2381 kj(569 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Noix du Périgord - Marcou - 250g,3760104220076,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Noix françaises', 'Cerneaux de noix', 'Noix du Périgord']",['France'],['Cerneaux de noix'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,?,,?,,?,,?,,,,,,,D,['AOP'],,,,,,,,,,,,,,,,,,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,['Marcou'],,250g,,,,,,1,,,,
147,Fort,06864628,,['France'],[],[],?,,70,,6,,0,,4,,4,0,293 kj(70 kcal),"0,325","0,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,GRANDS CRUS ORIGINE MADAGASCAR,3760201870785,,['France'],[],[],?,,549,,40,,33,,"7,8",,24,30,2297 kj(549 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,8002309200565,8002309200565,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Anelli Giganti,8032216472090,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Pains au lait nature,0252693379479,,['France'],[],[],?,,357,,12,,54,,"8,2",,1,14,1494 kj(357 kcal),"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,mini flores,8436560022312,,['France'],[],[],?,,370,,0,,88,,0,,0,53,1548 kj(370 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Rillettes d'ours pasteurisées,3180050135239,,['France'],[],[],?,,391,,37,,"0,5",,14,,13,"0,5",1636 kj(391 kcal),1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 72331A', 'Sceaux-sur-Huisne (Sarthe, France)']",,,,,,,,
154,"Couronne des rois, saveur fleur d'oranger -",2030508617453,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Natruly tablette de chocolat,8436575051215,,['France'],[],[],?,,483,,36,,15,,"8,6",,22,"8,9",2021 kj(483 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"Biscuits salés ""Margottes"" Cantal et oignons grillés",3701353301376,,['France'],[],[],?,,407,,"26,3",,"3,6",,9,,"17,08",1,1703 kj(407 kcal),"0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Cubes d’écorce d’orange -,8009293331978,,['France'],[],[],?,,284,,0,,71,,0,,0,"63,03",1188 kj(284 kcal),"0,36","0,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Cube d’écorce de citron,3191220014322,,['France'],[],[],?,,289,,0,,72,,"0,23",,0,"59,7",1209 kj(289 kcal),"0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Rosette Pierre Bertrand,2212398009901,,['France'],[],[],?,,363,,"27,7",,"1,3",,"26,6",,"10,2","0,6",1519 kj(363 kcal),"4,9","1,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 22136A', ""Loudéac (Côtes-d'Armor, France)"", 'FR 22.136.007 CE', ""Loudéac (Côtes-d'Armor, France)""]",,,,,,,,
160,L'audacieux Pâté,3760068390150,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Pizza Vegetariana,8015673010715,,['France'],[],[],?,,193,,"4,5",,29,,"8,2",,"1,8","2,7",808 kj(193 kcal),"1,3","0,52",,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Galette frangipane,0257793058385,,['France'],[],[],?,,476,,33,,36,,"7,7",,18,9,1992 kj(476 kcal),"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Anchois au vinaigre,3218370071354,,['France'],[],[],?,,467,,"2,7",,"0,7",,"20,9",,"1,05","0,09",1954 kj(467 kcal),"13,66","5,464",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Bonbons à l ancienne violette,3328560012811,,['France'],[],[],?,,394,,"0,9",,97,,0,,0,81,1648 kj(394 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,ÜMY sésame-noix de coco,0745110104254,,['France'],[],[],?,,594,,44,,22,,17,,17,15,2485 kj(594 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,MyProtein Golden Bar,5056307356673,,['France'],[],[],?,,374,,15,,27,,33,,6,5,1565 kj(374 kcal),"0,52","0,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Orzo perlato bio,8032947830053,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Gey sauce béarnaise,3193840019206,,['France'],[],[],?,,643,,70,,1,,"1,9",,"7,7","0,5",2690 kj(643 kcal),"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Healthy mix,5420034921907,,['France'],[],[],?,,426,,"2,58",,"62,84",,"37,97",,"1,18","56,2",1782 kj(426 kcal),"0,139","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,My pasta variety pack - 18x 50g,3302762103249,,['France'],[],[],?,,249,,23,,"5,6",,"3,7",,"3,6","4,2",1042 kj(249 kcal),"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 x 50 g,,,,,,,,,,
171,"Tropical Strawberry Preserves, 10 Oz",0070572100361,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,D-Stress sommeil,3760139290518,,['France'],[],[],?,,?,,?,,?,,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2564756629185,2564756629185,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,0051500706596,0051500706596,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Délice au Riesling & champignons Tourte portion,3301091920299,,['France'],[],[],?,,290,,17,,23,,12,,"9,4","1,2",1213 kj(290 kcal),"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 68.166.001 CE', 'Kingersheim (Haut-Rhin, France)']",,,,,,,,
176,Original,3073780997782,,['France'],[],[],?,,352,,"27,5",,"0,1",,26,,"18,5","0,1",1473 kj(352 kcal),"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Pruneau d ‘agen -,2609916024933,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Fruits français', 'Pruneaux', ""Pruneaux d'Agen""]",['France'],"['pruneaux', 'eau', 'sucre glace ', 'sucre', 'amidon', 'conservateurs : E202', 'E200']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,245,+2%,"0,5",+39%,55,+3%,2,+7%,"0,1",35,1025 kj(245 kcal),"0,01","0,004",E,,0.5 g,en faible quantité,0.1 g,en faible quantité,35 g,en quantité élevée,0.01 g,en faible quantité,+1%,-12%,-4%,-28%,-28%,4,+83%,C,+83%,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,,,,,,,,,3,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",
178,Beurre de Cacahuètes crémeux,5903714931088,,['France'],[],[],?,,580,,"46,1",,"11,9",,"25,7",,"6,1","6,2",2427 kj(580 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Thé des trésors,3700256733710,,['France'],[],[],?,,1,,0,,"0,2",,"0,1",,0,0,4 kj(1 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Noix du Brésil,3700216256167,,['France'],[],[],?,,691,,67,,"9,8",,"14,3",,0,0,2891 kj(691 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Confiture de rose,8690799004048,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,8272472255192,8272472255192,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Jujube -,6940596190300,,['France'],[],[],?,,426.86,,"18,9",,"54,81",,"9,41",,"1,8",32,1786 kj(426 kcal),"0,023","0,009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Egg & cegetable croissant bun,8422388073261,,['France'],[],[],?,,295,,"16,7",,"23,9",,"9,4",,"9,2",5,1234 kj(295 kcal),"1,03","0,412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,6 Feuilletés aux St Jacques,3289475005193,,['France'],[],[],?,,214,,11,,23,,"5,7",,7,"1,8",895 kj(214 kcal),"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Confiture artisanale,3760055895095,,['France'],[],[],?,,182.4,,0,,"41,4",,"0,8",,0,"41,4",763 kj(182 kcal),"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Mughetto,2480667015414,,['France'],[],[],?,,?,,?,,?,,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Rhum,3357900010002,,['France'],[],[],?,,?,,?,,?,,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Spagetti integrali biologici,8019730058948,,['France'],[],[],?,,382,,"1,7",,75,,"12,5",,"0,3",4,1598 kj(382 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Pavé de campagne 3 meuniers - Leclerc,0204097005256,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leclerc'],,,,,,,,,,,,
191,Céréales GRANOLA,3760094311167,,['France'],[],[],?,,397,,"21,2",,"39,3",,"12,2",,"2,3",2,1661 kj(397 kcal),,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
