,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,eco_score,quantity,brand,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,packaging,allergens,ingredients_origins,additives,nova_score,markets,generic_name,brand_owner,manufacturing,link,producer_info,palm_ingredients
79,Seitan gourmet grill,2850208002553,['France'],[],"['Végétalien', 'Végétarien']",?,144,"4,6","6,2",19,602 kj(144 kcal),"0,3","0,5","1,3","0,52",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Substituts de viande', 'Seitan']",,-13%,-11%,-22%,-4%,,,,,,,,,,,4.6 g,en quantité modérée,0.3 g,en faible quantité,0.5 g,en faible quantité,1.3 g,en quantité modérée,-13%,-56%,-54%,+17%,+17%,1,-23%,B,-23%,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'BE-BIO-01']",,,,,,,,,,,,
80,Empreinte 72 - Cémoi,3173281736108,['France'],[],[],?,559,40,34,"9,6",2339 kj(559 kcal),25,29,"0,01","0,004",,,,,,,,,,['Cémoi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Pommes de terre quartiers provencales,0200715020731,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Fougasse bleu-noix,0202561023294,['France'],[],[],?,315,14,36,10,1318 kj(315 kcal),"6,7","3,4","1,4","0,56",,"['Snacks', 'Snacks salés', 'Apéritif', 'Fougasses']",,+5%,+28%,-4%,-7%,B,,,40.3%,18.4%,10.8%,8.1%,4.7%,17.7%,91,14 g,en quantité modérée,6.7 g,en quantité élevée,3.4 g,en faible quantité,1.4 g,en quantité modérée,+5%,+39%,+68%,-5%,-5%,15,+11%,D,+11%,,,,,,,,,,,,,
83,Pistaches entieres,3102870046151,['France'],[],[],?,648,52,17,22,2711 kj(648 kcal),"6,2","7,8","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Pastificio agricolo siciliano,2256853453458,['France'],[],[],?,364,"1,36","75,8","12,06",1523 kj(364 kcal),"0,34","1,81","0,108","0,043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Coulis caramel beurre salé/cacahuète,3760253840255,['France'],[],[],?,511,"32,2","49,2",6,2138 kj(511 kcal),"17,9","34,8","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Apéro Sünneli - Coop,7613356684218,['France'],[],[],?,453,17,62,11,1895 kj(453 kcal),"7,9","7,5","3,5","1,4",,,,,,,,,,['Coop'],,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Fabriqué en Suisse']",,,,,,,,,,,,
87,Honey Crispy Chips,9556378303058,['France'],[],[],?,425,11,76,"4,1",1778 kj(425 kcal),"5,3",20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Jus Pomme Casis,3760002090047,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Queues de crevettes decortiquées aux herbes,2298130049206,['France'],[],[],?,126,"4,8","0,5",21,527 kj(126 kcal),"0,6","0,5","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Petit basque lait pasteurisé brebis,0201394043622,['France'],[],[],?,413,"35,9","0,2","22,3",1728 kj(413 kcal),"22,5","0,2","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Filets de poulet fermier - Carrefour Bio,0287565081938,['France'],[],[],?,?,?,?,?,,,,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,C,,"['Carrefour Bio', 'Carrefour']",83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,['Carrefour'],,,,,,
92,Petit reblochon de savoie,30046757,['France'],[],[],?,330,28,0,21,1381 kj(330 kcal),17,0,"1,2","0,48",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'en:aoc-cheeses', 'en:labeled-cheeses']",,+2%,+4%,-100%,+5%,D,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,28 g,en quantité élevée,17 g,en quantité élevée,0 g,en faible quantité,1.2 g,en quantité modérée,+2%,-10%,-100%,-10%,-10%,14,-2%,D,-2%,,,,,,,,,,,,,
93,Crema di melanzane in olio,8032774047013,['France'],[],[],?,24,"0,2","5,7","1,01",100 kj(24 kcal),"0,02","4,2",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Only love - Picard,3270160821877,['France'],[],[],?,267,18,24,"1,8",1117 kj(267 kcal),13,19,"0,9","0,36",,,,,,,,,,['Picard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Picard'],,,,,,
95,Bastoncini du fromaggio,8719274521952,['France'],[],[],?,506,27,52,12,2117 kj(506 kcal),"4,4","1,2","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Rainbow curry bowl,5057545577356,['France'],[],[],?,127,"7,3","10,7","2,9",531 kj(127 kcal),"0,6","4,7","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Xairel Cartaxo 2008,5601971581038,['France'],[],[],?,?,?,?,?,,,,,,,"['Boissons', 'Boissons alcoolisées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Pomodoro al basilico,8005360444442,['France'],[],[],?,36,0,"5,4","1,9",151 kj(36 kcal),0,"4,5","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Kräuter-Pfiff - Le Gusto - 60g,28508090,"['France', 'Allemagne']",[],[],?,290,"4,6","53,5","6,8",1213 kj(290 kcal),2,"45,5","23,5","9,4",,,,,,,,,60g,['Le Gusto'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Tarama à la truffe noire - Dom Petroff,3019898077862,['France'],[],[],?,539,53,"2,5",13,2255 kj(539 kcal),"6,5","0,5","1,5","0,6","['EMB 49007F', 'Angers (Maine-et-Loire, France)']",,,,,,,,,['Dom Petroff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Escalopes de dinde - Volandry,2860129033390,['France'],[],[],?,?,?,?,?,,,,,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,D,,"['Volandry', 'Marque Repère']",84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,,,,,,,,,,,['Leclerc'],,,,,,
102,Roquefort,0209172023750,['France'],[],[],?,365,31,"1,5",19,1527 kj(365 kcal),20,"0,5","3,1","1,24",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages à pâte persillée français', 'Fromages de brebis', 'Roqueforts']",,-1%,-3%,+130%,-2%,D,,,88.4%,4.4%,2.4%,3.1%,1.4%,0.4%,44,31 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,3.1 g,en quantité élevée,-0%,-10%,+1297%,-13%,-13%,19,0%,E,0%,,,,,,,,,,,,,
103,9036280028787,9036280028787,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Jambon,2262796010436,['France'],[],[],?,155,8,"0,8",20,649 kj(155 kcal),"3,5","0,8",2,"0,8","['EMB 14752B', 'Villers-Bocage (Calvados, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,L'explorateur,3390010004059,"['Belgique', 'France']",[],[],?,?,?,?,?,,,,,,"['FR 77.436.001 CE', 'Saint-Siméon (Seine-et-Marne, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,,
106,Blanc poulet,0213044040806,['France'],[],[],?,?,?,?,?,,,,,,"['FR 85.223.001 CE', 'Sainte-Hermine (Vendée, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
107,Terrine de foie de volaille - Esprit Gourmet,3700766400157,['France'],[],[],?,287,24,"1,6",16,1201 kj(287 kcal),"8,8","0,7","1,5","0,6",,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de foie', 'Terrines de foie de volaille']",,-5%,-11%,+7%,+16%,,,['Esprit Gourmet'],,,,,,,,24 g,en quantité élevée,8.8 g,en quantité élevée,0.7 g,en faible quantité,1.5 g,en quantité modérée,-5%,-15%,+27%,0%,0%,17,-7%,D,-7%,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,
108,Rond de chevre,2485369015090,['France'],[],[],?,324,27,0,"20,7",1356 kj(324 kcal),"18,7",0,"1,28","0,512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Noisettes coques,3352395100986,['France'],[],[],?,683,63,"5,62","19,3",2858 kj(683 kcal),"5,2","3,31","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,
110,"Edulcorants, sachets eco recharge - Picard",3270190121176,['France'],[],[],?,294,"0,2",58,15,1230 kj(294 kcal),0,58,"0,13","0,052",,,,,,,,,,['Picard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Picard'],,,,,,
111,Confiture extra rhubarbe - Maison Jougla - 320g,3665030330144,['France'],"['Rhubarbe', 'sucre', 'pectine de fruits']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,243,"0,12",58,"0,6",1017 kj(243 kcal),"0,01",58,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de rhubarbe', 'en:vegetable-jams']",,+10%,-42%,+7%,+29%,C,320 g,['Maison Jougla'],75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,0.12 g,en faible quantité,0.01 g,en faible quantité,58 g,en quantité élevée,0 g,en faible quantité,+10%,-73%,+10%,-100%,-100%,11,+30%,D,+30%,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,['E440 - Pectines'],4,,,,,,,
112,Sirop de Fraise,3760192730068,['France'],[],[],?,?,?,?,?,,,,,,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de fraise']",,,,,,B,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Gingembre sec,3000000001196,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Pommes de terre entières,00359139,['France'],[],[],?,64,"0,5",13,2,268 kj(64 kcal),"0,1","0,7","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Deliciously Greek Tomato & Garlic Sauce,5200107154056,['France'],[],[],?,208,"15,7","12,8","2,7",870 kj(208 kcal),"2,2","11,5","0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,
116,Tralcio - Carrefour,8012666048977,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'IT-BIO-014']",,,,,,,,,,,,
117,2450729049909,2450729049909,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Gruyere suisse aop,2480471057075,['France'],[],[],?,398,33,1,"27,2",1665 kj(398 kcal),"19,3",1,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"makuva - 20. bustine da 4,8g",7640158970096,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,"20. bustine da 4,8g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Aubepine - Naturland,7001375005747,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,['Naturland'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Reblochon de Savoie,1233347002881,['France'],[],[],?,?,"27,6","0,1","20,8",1389 kj(332 kcal),"16,9","0,1","1,19","0,476",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,+3%,-73%,+4%,D,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,27.6 g,en quantité élevée,16.9 g,en quantité élevée,0.1 g,en faible quantité,1.19 g,en quantité modérée,+3%,-10%,-56%,-11%,-11%,14,-2%,D,-2%,,,,,,,,,,,,,
122,Skinny,4260303292571,['France'],[],[],?,1,"0,1","0,1","0,2",4 kj(1 kcal),"0,1","0,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
123,Gouda au cumin,0210861029526,['France'],[],[],?,386,32,"0,5",24,1615 kj(386 kcal),21,"0,5","1,5","0,6",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas au cumin']",,+3%,+4%,+122%,+1%,D,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,32 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,+4%,0%,+131%,-18%,-18%,15,-9%,D,-9%,,,,,,,,,,,,,
124,Nems au poulet,3535000010218,['France'],"['Galette de riz 34% ', 'eau', 'farine de riz', ' sel', 'caramel ', 'sucre', 'eau', 'émulsifiant: Lécithine de soja', 'viande de poulet 9', '9% ', 'origine: UE', 'carottes', 'protéines de soja réhydratées', 'vermicelle de pois réhydraté', 'peaux de poulet 8', '6% ', 'origine: UE', ' oignons', 'eau', 'chapelure ', 'farine de blé', 'sel', ' poudre levante: E503', 'champignons noirs réhydratés', ' sel', ' exhausteur de goût: E621', ' arôme naturel', 'arôme', ' Friture: huile de tournesol', ' Présence éventuelle: crustacés', 'aeufs', 'poissons', 'lait', 'fruits à coques', 'céleri', 'moutarde', 'graines de sésame', 'sulfites', 'Lupin', 'mollusques']","['Non végétalien', 'Non végétarien']",?,198,"8,2","21,8","8,2",828 kj(198 kcal),"1,9","1,6","1,01","0,404","['FR 29.254.022 CE', 'Saint-Martin-des-Champs (Finistère, France)']","['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Nems', 'Nems au poulet']",,-1%,+4%,-4%,+14%,C,,,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,8.2 g,en quantité modérée,1.9 g,en quantité modérée,1.6 g,en faible quantité,1.01 g,en quantité modérée,-0%,+50%,-39%,-20%,-20%,2,-53%,B,-53%,,,"['Céleri', 'Poisson', 'Gluten', 'Lupin', 'Lait', 'Mollusques', 'Moutarde', 'Fruits à coque', 'Graines de sésame', 'Anhydride sulfureux et sulfites']",,"['E322i - Lécithine', ""E503 - Carbonates d'ammonium"", 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",4,,,,,,,
125,Bouillon pot au feu - Knorr,20256067,['France'],[],[],?,13,1,"0,5","0,6",54 kj(13 kcal),"0,8","0,5","2,8","1,12",,,,,,,,,,['Knorr'],,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,
126,Roudor - St Michel,3178530409369,['France'],[],[],?,513,27,61,6,2146 kj(513 kcal),17,24,"1,27","0,508",,,,,,,,,,['St Michel'],,,,,,,,,,,,,,,,,,,,,,,,,"['Plein air', 'Œufs de poules élevées en plein air']",,,,,,,,,,,,
127,Thon en morceaux au naturel,3289131220267,['France'],[],[],?,106,"0,86",0,"24,5",444 kj(106 kcal),"0,42",0,1,"0,4",,"['Produits de la mer', 'Poissons', 'Thons', 'Thons au naturel']",,-8%,-43%,-100%,-2%,E,,,68.8%,7.5%,16.1%,6.6%,0.5%,0.5%,28,0.86 g,en faible quantité,0.42 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,-8%,-10%,-100%,-4%,-4%,0,-100%,B,-100%,,,,,,,,,,,,,
128,Beaufort - Chalet d'Alpage,0200606034113,['France'],[],[],?,?,?,?,?,,,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Beaufort']",,,,,,D,,"[""Chalet d'Alpage""]",82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,"Fromage au lait cru entier de vache, à pâte pressée cuite",,,,,
129,Bière Red Ale,3770006173097,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Comté,0298955017581,['France'],[],[],?,410,34,0,26,1715 kj(410 kcal),22,0,"0,8","0,32",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,+3%,+4%,-100%,+3%,D,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,34 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,0.8 g,en quantité modérée,+4%,+1%,-100%,-18%,-18%,13,-3%,D,-3%,,,,,,,,,,,,,
131,Melange tonus,2600285014501,['France'],[],[],?,460,22,42,20,1925 kj(460 kcal),"2,1",26,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Roti de porc cuit superieur - Carrefour Bio,2227849029452,['France'],[],[],?,169,"7,6","0,6",24,707 kj(169 kcal),3,"0,5","1,4","0,56","['EMB 29004D', 'Bannalec (Finistère, France)']","['Viandes', 'Porc', 'Rôtis de porc']",,+17%,+51%,-27%,+7%,D,,"['Carrefour Bio', 'Carrefour']",77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,7.6 g,en quantité modérée,3 g,en quantité modérée,0.5 g,en faible quantité,1.4 g,en quantité modérée,+19%,+44%,-20%,-19%,-19%,5,-30%,C,-30%,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-13', 'Fabriqué en France']",,,,,,['Carrefour'],,,,,,
133,Poivron cw bicolore,8437017779391,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,La soupe évasion lentilles corail,3760159103478,['France'],[],"['Végétalien', 'Végétarien']",?,23,"0,37","3,17","1,29",96 kj(23 kcal),"0,27","0,85","0,27","0,108",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes']",,-44%,-79%,-31%,+39%,B,,,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,0.37 g,en faible quantité,0.27 g,en faible quantité,0.85 g,en faible quantité,0.27 g,en faible quantité,-44%,-52%,-56%,-59%,-59%,1,-30%,B,-30%,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'AB Agriculture Biologique', 'BE-BIO-01', 'Sans lactose']",,,,,,,,,,,,
135,Jambon cru fumé au bois de hêtre,2640366061598,['France'],[],[],?,156,8,1,20,653 kj(156 kcal),3,1,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,The earl grey,3263850281310,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Frutas de Aragon - Jaysso,8414602001020,['France'],[],[],?,383,"13,3","68,91","3,06",1602 kj(383 kcal),"8,24","65,3","0,19","0,076",,,,,,,,,,['Jaysso'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Jus d'hibiscus,3760040430010,['France'],[],[],?,63,0,"6,8","1,8",264 kj(63 kcal),0,"6,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
139,Museau non bardé,2238076013978,['France'],[],[],?,217,15,"0,5",20,908 kj(217 kcal),"5,2","0,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,
140,Coriandre en grains - Fuchs,4027900567194,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,['Fuchs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Epicerie / Epicerie Sucrée / Miels Bio - Noria,3760005725656,['France'],[],[],?,322,0,"80,5",0,1347 kj(322 kcal),0,"64,5",0,0,,,,,,,,,,['Noria'],,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'ES-ECO-020-CV']",,,,,,,,,,,,
142,Chorizo Pavé,8421395742221,['France'],[],[],?,329,"26,2","2,4","20,7",1377 kj(329 kcal),"10,6","1,5","4,6","1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Cardbury chocolate biscuit sélection,7622210838223,['France'],[],[],?,512,25,63,"6,2",2142 kj(512 kcal),14,40,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,3401574392367,3401574392367,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,
145,La Séche Cancoillotte Ail-Pavot - Billiotte,3760023341784,['France'],[],[],?,390,22,38,"8,6",1632 kj(390 kcal),14,"0,5","2,2","0,88",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte fondue', 'Cancoillottes']",,+157%,+118%,+5383%,-41%,D,,['Billiotte'],78.1%,12.8%,3.1%,3.8%,1.7%,0.5%,52,22 g,en quantité élevée,14 g,en quantité élevée,0.5 g,en faible quantité,2.2 g,en quantité élevée,+158%,+111%,+43%,+58%,+58%,18,+129%,D,+129%,,,,,,,,,,,,,
146,Pain au maïs,,['France'],[],[],?,333,"3,9",61,12,1393 kj(333 kcal),"0,8","3,9","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Silhouette Eclair,0025675031296,['France'],[],[],?,156,60,30,4,653 kj(156 kcal),8,11,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Olive con nocciolo - Monini,8005510004212,['France'],[],[],?,135,14,"1,2",1,565 kj(135 kcal),1,0,"2,25","0,9",,,,,,,,,,['Monini'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Rouleaux de soja aux cinq parfums,3259330021088,['France'],[],[],?,121,"7,7","0,8",12,506 kj(121 kcal),"1,2",0,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Bloc de foie gras,3277160509101,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Fine de Cognac,3245997694017,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Chevre ail et fine herbes,3770003392019,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Bonbon miel - Lucien Georgelin,3330720012036,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,['Lucien Georgelin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,French Onion Dip Chips,0038000138744,"['France', 'États-Unis']","['Dried potatoes', 'vegetable oil ', 'contains one or more of the following: corn oil', 'cottonseed oil', 'soybean oil', 'and/or sunflower oil', 'degerminated yellow corn flour', 'cornstarch', 'rice flour', 'maltodextrin', 'mono - and diglycerides', 'contains 2% or less of salt', 'dextrose', 'onion powder', 'monosodium glutamate', 'coconut oil', 'yeast extract', 'nonfat milk', 'cultured nonfat milk', 'sour cream ', 'cream', 'nonfat milk', 'cultures', 'cream ', 'nonfat milk', 'cream', 'lactic acid', 'cultures', 'natural flavors', 'sugar', 'citric acid', 'garlic powder', 'hydrolyzed soybean and corn protein', 'lactic acid', 'sodium caseinate', 'disodium inosinate', 'disodium guanylate', 'wheat starch']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,536,"32,14","57,14","3,57",2243 kj(536 kcal),"8,93","3,57","1,515","0,606",,['Snacks'],,+19%,+54%,+2%,-43%,,,,,,,,,,,32.1 g,en quantité élevée,8.93 g,en quantité élevée,3.57 g,en faible quantité,1.51 g,en quantité élevée,+19%,-1%,-88%,+188%,+188%,17,-5%,D,-5%,,,['Lait'],,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E270 - Acide lactique', 'E330 - Acide citrique', 'E631 - Inosinate disodique', 'E627 - Guanylate disodique']",4,,,The Kellogg Company,,,,
155,12 mini vol au vent - Mariebel,3255140002422,['France'],[],[],?,545,35,48,8,2280 kj(545 kcal),18,"1,1","1,4","0,56",,"['Plats préparés', 'Feuilleté salé', 'Bouchée à la reine']",,+89%,+74%,+102%,+12%,,,['Mariebel'],,,,,,,,35 g,en quantité élevée,18 g,en quantité élevée,1.1 g,en faible quantité,1.4 g,en quantité modérée,+81%,+61%,-19%,+27%,+27%,22,+67%,E,+67%,,,,,,,,,,,,,
