,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,eco_score,quantity,brand,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,packaging,allergens,ingredients_origins,additives,nova_score,markets,generic_name,brand_owner,manufacturing,link,producer_info,palm_ingredients
1431,Jambon cuit os,0226100036019,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,Melange Vitalite,2609933057860,['France'],[],[],?,328,"2,4","67,8","4,2",1372 kj(328 kcal),"0,3","59,4","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,Cervolat assaisonné aux oignons eminces,2288425019946,['France'],[],[],?,305,30,"2,1","6,3",1276 kj(305 kcal),"5,4","1,2","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,Confit d'oignon,3515580000700,['France'],[],[],?,?,?,?,?,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Plantes condimentaires', 'Produits à tartiner salés', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Oignons et dérivés', ""Confits d'oignons""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,1,3560238920541,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,Haricots Coco Cuisinés aux tomates,3083666440806,['France'],[],[],?,77,"0,6","9,7","5,5",322 kj(77 kcal),"0,1","1,2","0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,Pain de mie complet,6191427600295,['France'],[],[],?,280,"7,7",43,10,1172 kj(280 kcal),"0,6","5,4","1,13","0,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,Terrine de caille à l'armagnac,3397131270066,['France'],[],[],?,200,15,"0,5",15,837 kj(200 kcal),"5,8","0,2","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,Mini Bottereaux Assortis - Auchan,2030506530921,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,
1440,x Korn receta campesina,8421464006834,['France'],[],[],?,443,13,71,"7,8",1854 kj(443 kcal),"4,8",2,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,Old jubilation Ale,0796363001081,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,Salvado - Mondelez,7622300840525,['France'],[],[],?,432,15,61,11,1807 kj(432 kcal),"1,5",5,0,0,,,,,,,,,,['Mondelez'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,Fromage,7340138803849,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,Reblochon fermier,2430587053591,['France'],[],[],?,329,27,"0,5",0,1377 kj(329 kcal),18,"0,5","1,7","0,68",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'en:aoc-cheeses', 'en:labeled-cheeses']",,+2%,+1%,+36%,-100%,D,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,27 g,en quantité élevée,18 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,+2%,-4%,+121%,+27%,+27%,21,+47%,E,+47%,,,,,,,,,,,,,
1445,Huile d'olive vierge extra,8426021010026,['France'],[],[],?,?,?,?,?,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,D,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,Chorizo PP Extra Fort 3g,3346990026369,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,Ain saiss gout pomme,6111128000798,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,Rillette De Porc Medeviale Miel Vanille,3760195250150,['France'],[],[],?,292,"25,6","2,9","12,5",1222 kj(292 kcal),"9,7","1,7",14,"5,6",,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande rouge', 'Rillettes de porc']",,-26%,-30%,+473%,-21%,D,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,25.6 g,en quantité élevée,9.7 g,en quantité élevée,1.7 g,en faible quantité,14 g,en quantité élevée,-26%,-31%,+400%,+994%,+994%,22,+13%,E,+13%,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,
1449,Pavé de viande rouge - Charal,0292473054905,['France'],[],[],?,173,"2,3","0,1",23,724 kj(173 kcal),"0,8","0,1","0,17","0,068",,,,,,,,,,['Charal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,Nougat,6287005005283,['France'],[],[],?,?,?,?,?,,,,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",,,,,,E,,,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,Konbu en poudre,4978326300172,['France'],[],[],?,253,"0,5",49,14,1059 kj(253 kcal),"0,1",41,14,"5,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,Rhum,3760255020013,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,3760150770082,3760150770082,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['IGP'],,,,,,,,,,,,
1454,Peperoncino macinato,8004348113370,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,Rum  flavoured beer,3615004725025,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,Praana Detoxing 20 Bags,7059330071146,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,Emmental Grand Cru,0299102018697,['France'],[],[],?,400,32,0,28,1674 kj(400 kcal),18,0,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,Soupe d'endives - Giraudet,3100080006200,['France'],[],[],?,51,"3,5","3,9","1,1",213 kj(51 kcal),"2,1","0,9","0,8","0,32",,,,,,,,,,['Giraudet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,Boudin blanc au Porto,2700000005200,['France'],[],[],?,204,16,10,14,854 kj(204 kcal),7,1,1,"0,4","['FR 72.267.001 CE', 'Saint-Aubin-des-Coudrais (Sarthe, France)']","['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,-16%,-21%,+133%,+36%,D,,,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,16 g,en quantité modérée,7 g,en quantité élevée,1 g,en faible quantité,1 g,en quantité modérée,-16%,-10%,-49%,-33%,-33%,12,-25%,D,-25%,,,,,,,,,,,,,
1460,10 Oeufs,3276570000109,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,Chai,0658564718147,['France'],[],[],?,98,"1,9",16,4,410 kj(98 kcal),1,14,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,Éclairs assortis décongelé,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,Huile d'olive vierge extra -,8423243626066,['France'],[],[],3700,900,100,0,0,3700 kj(900 kcal),15,0,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",+5%,+5%,+5%,,,D,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+3%,+7%,,-100%,-100%,6,-2%,C,-2%,,,,,,,,,,,,,
1464,Tournedos - Charal,0292451092752,['France'],[],[],?,113,"2,3",0,23,473 kj(113 kcal),"0,8",0,"0,17","0,068","['FR 59.225.104 CE', 'Feignies (Nord, France)', 'FR 49.089.002 CE', 'Chazé-sur-Argos (Maine-et-Loire, France)', 'FR 57.463.001 CE', 'Metz (Moselle, France)']","['Viandes', 'Bœuf', 'Tournedos de boeuf']",,-37%,-76%,-100%,+14%,,,['Charal'],,,,,,,,2.3 g,en faible quantité,0.8 g,en faible quantité,0 g,en faible quantité,0.17 g,en faible quantité,-37%,-80%,-100%,-85%,-85%,-4,-176%,A,-176%,,,,,,,,,,,,,
1465,Poire conférence,5425012947979,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,Rillettes au piment d'espelette,3465130000585,['France'],[],[],?,364,"33,9","0,6","15,4",1523 kj(364 kcal),"13,2","0,6","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,Delice de Noix,3760025855241,['France'],[],[],?,557,35,50,"8,9",2330 kj(557 kcal),"3,3",42,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,Rhum - Clément,3107460005310,['France'],[],[],?,?,?,?,?,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums']",,,,,,C,,['Clément'],0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,Sweet korean pancake mix,0807176709146,['France'],[],[],?,390,"4,2","80,9",7,1632 kj(390 kcal),"0,8",25,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,Andouillettes de Jargeau,0241138048414,['France'],[],[],?,251,20,"1,2",17,1050 kj(251 kcal),"9,2","1,2","1,9","0,76","['EMB 45147', 'Fleury-les-Aubrais (Loiret, France)', 'FR 46.147.004 CE', 'Lagardelle (Lot, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française', 'Sans colorants']",,,,,,,,,,,,
1471,Mini andouille et son lardon,2760060002168,['France'],[],[],?,238,"19,5","1,1","16,8",996 kj(238 kcal),"7,7","0,3","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,Infusion rooibos épices - U - 100g,3368952508294,['France'],"['Morceaux de pomme 31 %', 'rooibos 30 %', 'cannelle 15 %', 'gingembre 10 %', ""écorces d'orange 5 %"", 'amandes 3 %', 'arôme vanille 2 %', 'poivre noir 1 %', 'cardamome 1 %', 'anis étoilé 1 %', 'pétales de roses rouges 1 %']",[],?,?,?,?,?,,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,,,,,A,100 g,"['U', 'U Saveurs']",66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,,,,['Triman'],['boite en métal'],['Fruits à coque'],,,4,['Magasins U'],,,,,,
1473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,Rooibos parfumé - Fauchon - 80gr,3457041146360,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,80 gr,['Fauchon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,Frutti misti - Bennet,8019514058713,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,['Bennet'],,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'IT-BIO-009']",,,,,,,,,,,,
1476,Very Veggie Pizza,00185448,['France'],[],[],?,196,"5,8",27,"7,9",820 kj(196 kcal),2,"4,6","0,78","0,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,Boudin noir aux oignons,2238071015489,['France'],[],[],?,251,22,"2,3",11,1050 kj(251 kcal),8,"2,1","1,2","0,48",,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins noirs', 'Boudin noir sauté', 'Boudins aux oignons']",,+6%,+15%,-14%,-15%,D,,,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,22 g,en quantité élevée,8 g,en quantité élevée,2.1 g,en faible quantité,1.2 g,en quantité modérée,+6%,+14%,+57%,-23%,-23%,15,+1%,D,+1%,,,,,,,,,,,,,
1478,Ronmiel de Canarias - Guajiro - 50cl,8413530011293,['France'],[],[],?,?,?,?,?,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums']",,,,,,C,50 cl,['Guajiro'],0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,Terrine de sanglier,3770003793007,['France'],[],[],?,?,?,?,?,,,,,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de sanglier']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,Maïs chilli,3700066101235,['France'],[],[],?,439,"11,7","76,7","6,4",1837 kj(439 kcal),"4,7","0,5","2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,Creme fraîche - Auchan,3596710471140,['France'],[],[],?,291,30,"2,9","2,4",1218 kj(291 kcal),19,"2,9","0,07","0,028",,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,['Auchan'],,,,,,
1482,Les milanaises - Le Gaulois,0217217032407,['France'],[],[],?,121,"0,8","5,8",22,506 kj(121 kcal),"0,01","1,9","0,7","0,28",,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",,-8%,-49%,-15%,+3%,D,,['Le Gaulois'],84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,0.8 g,en faible quantité,0.01 g,en faible quantité,1.9 g,en faible quantité,0.7 g,en quantité modérée,-8%,-98%,+3%,-22%,-22%,-1,-246%,A,-246%,,,,,,,,,,,,,
1483,6 cheese burgers,3039050167972,['France'],[],[],?,269,14,24,"11,4",1125 kj(269 kcal),"4,1","3,9","1,6","0,64",,"['Sandwichs', 'Cheeseburgers']",,+3%,+13%,+3%,-14%,E,,,92.4%,3.5%,1.0%,0.9%,0.5%,1.8%,15,14 g,en quantité modérée,4.1 g,en quantité modérée,3.9 g,en faible quantité,1.6 g,en quantité élevée,+3%,-22%,-10%,+22%,+22%,14,+10%,D,+10%,"['Viande Française', 'Viande-bovine-francaise']",,,,,,,,,,,,
1484,Premium sesam oil,8801007441375,['France'],[],[],?,829,92,0,0,3469 kj(829 kcal),15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,5425009101612,5425009101612,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,Cacahuète Green lemon,8437000889588,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,
1487,Detox,2090000353457,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1488,Graines de sesame blanc,3760199922763,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,Champignons,3598760314057,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,Mughetto,2480667027356,['France'],[],[],?,381,"36,5","1,54","11,8",1594 kj(381 kcal),26,"1,54","0,67","0,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,Ekoi ener boost,9127583137419,['France'],[],[],?,37,0,9,0,155 kj(37 kcal),0,"5,5","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,Miel de fleurs de printemps,70041828,['France'],[],[],?,?,?,?,?,,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,B,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,Salami Milano bio,3664042002315,['France'],[],[],?,342,"26,8","3,6","21,52",1431 kj(342 kcal),"10,7",0,"4,09","1,636",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'IT-BIO-005']",,,,,,,,,,,,
1494,Vegetable rice,5010034004962,['France'],"['steamed parboiled long grain rice ', '79%', 'red pepper a 796', 'carrot', 'sweetcom', 'lemon juice', 'peas ', '2', '0%', ' sunflower oil', 'natural flavouring', 'salt', 'yeast extract', 'onion powder', 'spices']",[],?,155,"2,2","29,8","3,3",649 kj(155 kcal),"0,2","0,8","0,44","0,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
1495,Chocolat lait biologique équitable - Kaoka,0850557006068,['France'],[],[],?,230,15,21,3,962 kj(230 kcal),9,20,"0,4","0,16",,,,,,,,,,['Kaoka'],,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1496,Jordnöts Olja - Zeta - 500ml,7350002401187,['France'],[],[],?,823,"91,4",0,0,3443 kj(823 kcal),"16,4",0,0,0,,,,,,,,,500 ml,['Zeta'],,,,,,,,,,,,,,,,,,,,,,,,,['sv:Nyckelhål'],,,,,,,,,,,,
1497,Spülmaschinen Salz - Edeka - 2kg,4311536956126,"['France', 'Allemagne', 'Suisse']",[],[],?,?,?,?,?,,,,,,,,,,,,,,2kg,"['Edeka', 'Gut&Günstig']",,,,,,,,,,,,,,,,,,,,,,,,,,['Karton'],,,,,,,,,,,
1498,Cheetos Poulet Epicé,4902443543525,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,Sauce piment,5543954505979,['France'],[],[],?,70,"0,7",15,"0,5",293 kj(70 kcal),"0,2",10,"3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,Bierre double ipa,3760224120164,['France'],[],[],?,?,?,?,?,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Bières', 'en:India Pale Ale']",,,,,,C,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,Charolais 1 X Pavé,2298879030442,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,Delicias de Chocolate,8435474312533,['France'],[],[],?,504,27,61,"1,2",2109 kj(504 kcal),17,54,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,Frollini,8100090000590,['France'],[],[],?,437,13,67,"8,9",1828 kj(437 kcal),"1,1",24,"0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,English Tea Shop Hvit Te øko,0680275030072,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,Coconut hydrate,0019962660832,"['France', 'États-Unis']","['Lemon', 'pineapple', 'coconut water', 'chia']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,21,0,"4,44","1,48",88 kj(21 kcal),0,"2,54","0,012","0,005",,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux']",,-48%,-100%,-47%,+283%,,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,2.54 g,en quantité modérée,0.0125 g,en faible quantité,-48%,-100%,-66%,-49%,-49%,5,-15%,C,-15%,,,,,,1,,,PURE GREEN,,,,
1506,Soy sauce,6970606990583,['France'],[],[],?,82,0,3,"4,7",343 kj(82 kcal),0,3,"7,9","3,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,Snack mix,0019962889158,['France'],[],[],?,360,24,36,4,1506 kj(360 kcal),10,1,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,Sorbet Mangue,3760033264073,['France'],[],[],?,112,"0,1","27,2","0,3",469 kj(112 kcal),0,"26,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,Soupe à l'ognon - Maggi,8585002451750,['France'],[],[],?,308,3,59,"8,2",1289 kj(308 kcal),"0,4",10,"17,3","6,92",,,,,,,,,,"['Maggi', 'Nestlé']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,Unsweetened Applesauce,0011110887672,['France'],[],[],?,50,0,13,"1,1",209 kj(50 kcal),0,"8,8",0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes nature']",,-22%,-100%,-8%,+274%,B,,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,0 g,en faible quantité,0 g,en faible quantité,8.8 g,en quantité modérée,0 g,en faible quantité,-22%,-100%,-34%,-100%,-100%,-4,,A,,,,,,,,,,,,,,
1511,La Tisane de la Parisienne,3554740401568,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,Pain au chocolat,0209311007870,['France'],[],[],?,?,?,?,?,,,,,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,,,,,D,,,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,Muffins frts rouges,0265608018370,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,Sour Big Chewy Nerds Candy,0079200725457,"['France', 'États-Unis']","['Dextrose', 'corn syrup', 'sugar', 'water', 'malic acid', 'cornstarch', 'and less than 2% of modified cornstarch', 'tapioca dextrin', 'natural flavors', 'carnauba wax', 'color added', 'blue 1', 'red 40 lake', 'yellow 6', 'yellow 5']",[],?,323,0,"83,87",0,1351 kj(323 kcal),0,"70,97",0,0,,"['Snacks', 'Snacks sucrés', 'Confiseries']",,-23%,-100%,+26%,-100%,,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,71 g,en quantité élevée,0 g,en faible quantité,-23%,-100%,+43%,-100%,-100%,14,-23%,D,-23%,,,,,"['E296 - Acide malique', 'E1400 - Dextrines', 'E903 - Cire de carnauba', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E129 - Rouge allura AC', 'E110 - Jaune orangé S', 'E102 - Tartrazine']",4,,,Sunmark,,,,
1515,Hershey's 12 Snack Milk Chocolate,0034000070183,['France'],[],[],?,500,"30,76","57,69","7,69",2092 kj(500 kcal),"19,2","53,84","0,07","0,028",,,,,,,,,,"[""Hershey's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,Saveurs Attitudes,1204764066183,['France'],[],[],?,161,"0,3","37,7","0,2",674 kj(161 kcal),0,"34,5","2,8","1,12",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de coings']",,-27%,+35%,-30%,-17%,B,,['Saveurs Attitudes'],38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,0.3 g,en faible quantité,0 g,en faible quantité,34.5 g,en quantité élevée,2.8 g,en quantité élevée,-28%,-100%,-33%,+11518%,+11518%,18,+78%,D,+78%,,,,,,,,,,,,,
1517,Miel de thym - Côté Miel,3520059910008,['France'],[],[],?,?,?,?,?,,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de thym']",,,,,,B,,['Côté Miel'],87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,Jus d'orange - Don Simon,8410261608693,['France'],[],[],?,43,"0,1",10,"0,6",180 kj(43 kcal),0,10,0,0,,,,,,,,,,['Don Simon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
