,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,traceability_code,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,labels,eco_score,categories,ingredients_origins,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,manufacturing,allergens,nova_score,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,generic_name,palm_ingredients,link,brand_owner
1070,Macarons,5400141234008,['France'],[],[],?,459,23,54,"7,5",,,1920 kj(459 kcal),"9,1",53,"0,15","0,06",,"['Agriculture durable', 'en:UTZ Certified']",D,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",,,+8%,+29%,-3%,-12%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,,,,23 g,en quantité élevée,9.1 g,en quantité élevée,53 g,en quantité élevée,0.15 g,en faible quantité,+8%,+101%,+5%,+5%,+5%,24,+36%,E,+36%,,,,,
1071,Chut tranchage truite fumée 500 grammes - Guyader,3355200792352,['France'],[],[],?,169,"8,2","0,6",23,,"['FR 29.027.500 CE', 'Châteauneuf-du-Faou (Finistère, France)']",707 kj(169 kcal),"1,2","0,5","2,9","1,16",['Guyader'],,E,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",,,+3%,+5%,+44%,+2%,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,,,,8.2 g,en quantité modérée,1.2 g,en faible quantité,0.5 g,en faible quantité,2.9 g,en quantité élevée,+3%,-26%,+70%,+5%,+5%,13,+10%,D,+10%,,,,,
1072,confiture extra reine claude,3546940014945,['France'],[],[],?,227,"0,1","55,4","0,4",,,950 kj(227 kcal),"0,02","50,4","0,022","0,009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Mini muffins,0232564025919,['France'],[],[],?,?,?,?,?,,,,,,,,,,,"['Biscuits et gâteaux', 'Gâteaux', 'Muffins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Banane,2800323002167,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,financier aux amandes,0201769009451,['France'],[],[],?,0,27,47,"8,9",,,0 kj(0 kcal),13,35,"0,4","0,16",,,D,"['Biscuits et gâteaux', 'Gâteaux', 'Financiers']",,,-100%,+1%,+9%,+9%,88.7%,6.4%,2.2%,1.6%,1.1%,0.0%,35,,,,,,27 g,en quantité élevée,13 g,en quantité élevée,35 g,en quantité élevée,0.4 g,en quantité modérée,-100%,+2%,+8%,+20%,+20%,18,-17%,D,-17%,,,,,
1076,Carotila,9782723493369,['France'],[],[],?,12,29,36,32,,,50 kj(12 kcal),28,35,12,"4,8",,,,['Non alimentaire'],,,-94%,+164%,+59%,+356%,,,,,,,,,,,,,29 g,en quantité élevée,28 g,en quantité élevée,35 g,en quantité élevée,12 g,en quantité élevée,-94%,+709%,+283%,+1235%,+1235%,,,,,,,,,
1077,"Choco mix - 0,362kg",2600123030632,['France'],[],[],?,563,"40,8","39,9","9,1","0,362 kg",,2356 kj(563 kcal),"17,5","37,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,The Belgian Tabl. Blanc Eclats De Fraise 25X100G - 25x 100g,5413121361311,['France'],"['sucre', 'beurre de cacao', 'poudre de lait entier', 'lactose', 'lactoseérum en poudre ', 'lait', 'fraise 1% ', 'fraise', 'maltodextrine', 'émulsifiant: lécithine de soja', ' arômes', 'acide citrique', ' Peut contenir des traces de noix et de gluten', ' chocolat blanc: cacao: 25,8% minimum']",['Non végétalien'],?,539,"30,1","62,4","4,3",25 x 100 g,,2255 kj(539 kcal),"18,7","62,4","0,24","0,096",['Belgian'],,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs']",,,-5%,-17%,+17%,-36%,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,,,['Lait'],4,,30.1 g,en quantité élevée,18.7 g,en quantité élevée,62.4 g,en quantité élevée,0.24 g,en faible quantité,-4%,-13%,+23%,-7%,-7%,27,+1%,E,+1%,"['E322i - Lécithine', 'E330 - Acide citrique']",,,,
1079,Cocteleo - pacanas,8410564010858,['France'],[],[],?,468,26,47,8,,,1958 kj(468 kcal),"6,9",41,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Sauce de soja supérieur,6923792414142,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,Chateau grand bersan,3295890199386,['France'],[],[],?,?,?,?,?,,,,,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,Pani choc - 280g,5400070031327,['France'],[],[],?,343,"8,7","55,6","9,3",280 g,,1435 kj(343 kcal),"2,4","16,2","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,taillefine aux fruits,3263905477224,['France'],[],[],?,46,"0,1","6,7","4,5",,,192 kj(46 kcal),"0,05","6,5","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,4 PETITS FARCIS DE POULET AUX LEGUMES,2208654031038,['France'],[],[],?,190,14,0,16,,,795 kj(190 kcal),"4,7",0,"0,41","0,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,Filet mignon au piment d'Espelette,2441322032405,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,Strela Kriola,5602492999999,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,"Caille prête à cuire - 0,960kg",3252660000167,['France'],[],[],?,?,?,?,?,"0,960 kg","['FR 49.192.003 CE', 'Maulévrier (Maine-et-Loire, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,Pom Potes - Materne,3021769815602,['France'],[],[],?,63,"0,6","12,8","0,5",,,264 kj(63 kcal),"0,5","11,6","0,01","0,004",['Materne'],['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Boléro,3800048227486,['France'],[],[],?,0,0,0,0,,,0 kj(0 kcal),0,0,0,0,['Bolero'],['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Yogurt breaks,5000168162935,['France'],[],[],?,401,"10,3","72,3","5,1",,,1678 kj(401 kcal),"4,6","35,2","0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,Comte prestige,2887038051628,['France'],[],[],?,?,?,?,?,,,,,,,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Soupe Harira Halal - Maggi,7613036018166,['France'],[],[],?,41,"0,7",6,"1,8",,,172 kj(41 kcal),"0,4","1,4","0,63","0,252",['Maggi'],['Halal'],,"['Plats préparés', 'Soupes']",,,-28%,-64%,+4%,-18%,,,,,,,,,,,,,0.7 g,en faible quantité,0.4 g,en faible quantité,1.4 g,en faible quantité,0.63 g,en quantité modérée,-27%,-34%,-19%,-27%,-27%,1,-39%,B,-39%,,,,,
1093,Gouda aux graines de cumun,0200116006631,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,"Magret de canard - 8,450kg",0283080066450,['France'],[],[],?,?,?,?,?,"8,450 kg",,,,,,,,,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Lunettes de Romans,2245396469668,['France'],[],[],?,439,16,69,"5,5",,,1837 kj(439 kcal),"9,9",31,"0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,Barre chocolat framboise - Scitec Nutrition - 30g,,['France'],"['agent gonflant ', 'polydextrose', 'humectants ', 'sorbitols', 'glycerol', 'enrobage arôme chocolat ', 'sucre', 'huiles de palme et de karité', 'poudre de cacao allégé en matières grasses', 'poudre de lait écrémé', 'poudre de whey enrichie en protéines ', 'à base de lait', 'émulsifiants ', 'lécithine de soja', 'polyglycérol polyricinoléate', ']', 'caséinate de calcium ', 'à base de lait', 'poudre de whey ', 'à base de lait', 'poudre de protéines de soja', 'huile de colza', 'framboises', 'inuline', 'régulateur d’acidité ', 'acide citrique', ' arômes', 'émulsifiant ', 'lécithine de soja']","['Huile de palme', 'Non végétalien']",?,347,11,"25,7","28,7",30 g,,1450 kj(347 kcal),"5,67","11,3","0,333","0,133",['Scitec Nutrition'],['Riche en protéines'],,"['Snacks', 'Snacks sucrés', 'Barres', 'Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",,,-6%,-15%,-21%,-2%,,,,,,,,['Plastique'],,"['Lait', 'Soja']",4,,11 g,en quantité modérée,5.67 g,en quantité élevée,11.3 g,en quantité modérée,0.333 g,en quantité modérée,-6%,-4%,-15%,-32%,-32%,7,-32%,C,-32%,"['E1200 - Polydextrose', 'E420 - Sorbitol', 'E422 - Glycérol', 'E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E330 - Acide citrique']",Barre chocolat framboise,['Huile de palme'],,
1097,Whey hydro isolate Chocolate hazelnuts flavour,5600854620536,['France'],[],[],?,405,"4,2","6,7",85,,,1695 kj(405 kcal),"2,3","0,8","0,57","0,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,Confiture de lait,3700422210946,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Confitures de lait']",,,,,,,46.2%,16.3%,23.6%,9.1%,3.8%,1.0%,85,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,Dark chocolate rice cakes,5060262481790,['France'],[],[],?,500,24,63,"6,1",,,2092 kj(500 kcal),"15,8",23,"0,25","0,1",,['en:gluten-free'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé', 'Galettes de riz au chocolat noir']",,,+4%,+10%,+2%,-11%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,,,24 g,en quantité élevée,15.8 g,en quantité élevée,23 g,en quantité élevée,0.25 g,en faible quantité,+4%,+20%,+1%,+323%,+323%,22,+36%,E,+36%,,,,,
1100,Palmier - Amanhecer,5601227026986,['France'],[],[],?,516,"27,7","56,6","5,9",,,2159 kj(516 kcal),"13,5","13,5","1,1","0,44",['Amanhecer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,Pâte de campagne bloc,3544770000787,['France'],[],[],?,366,12,34,1,,"['FR 89.024.002 CE', 'Auxerre (Yonne, France)']",1531 kj(366 kcal),12,"0,6","2,3","0,92",,,D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",,,+18%,-56%,+1311%,-93%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,12 g,en quantité modérée,12 g,en quantité élevée,0.6 g,en faible quantité,2.3 g,en quantité élevée,+18%,+19%,-35%,+39%,+39%,24,+26%,E,+26%,,,,,
1102,No sugar added - Gullón,0795130041916,['France'],[],[],?,435,18,76,8,,,1820 kj(435 kcal),6,4,"0,24","0,096",['Gullón'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Pain crème,0203040014437,['France'],[],[],?,299,14,38,"5,2",,,1251 kj(299 kcal),9,12,"0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,Arachides sucrées,3700056706174,['France'],[],[],?,517,26,57,15,,,2163 kj(517 kcal),3,43,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,Beurre cru demi-sel bio à la baratte de bois - GAEC Géré-Ogé - 125g,3770007302038,['France'],[],[],?,?,?,?,?,125 g,,,,,,,['GAEC Géré-Ogé'],"['Bio', 'Bio européen', 'Agriculture UE', 'AB Agriculture Biologique', 'Bio-Cohérence']",D,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel']",['Union européenne'],,,,,,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,Canard de barbarie,0202872029459,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Cronions Original Flavour 100G,8717278750286,['France'],[],[],?,599,44,42,6,,,2506 kj(599 kcal),21,8,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,Champignons -  - 400g,3850104257834,"['France', 'Allemagne']",['Champignons'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,400 g,,,,,,,,,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Champignons', 'Champignons de Paris']",,,,,,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,['Dose'],,,1,,,,,,,,,,,,,,,,,,,,,,,
1109,Galettes charentaises au chocolat,3229580023040,['France'],[],[],?,460,19,65,"6,2",,,1925 kj(460 kcal),12,36,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,Decafeiné torrefacrion Dagobert bio - Cafés Dagobert,3770001467030,['France'],[],[],?,?,?,?,?,,,,,,,,['Cafés Dagobert'],"['Bio', 'Commerce équitable', 'Max Havelaar']",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Cafés décaféinés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,Fleur de jasmin - Palais des Thés,3700256703003,['France'],[],[],?,?,?,?,?,,,,,,,,['Palais des Thés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,Merguez - 0.306kg,2688543027883,['France'],[],[],?,162,"7,6","4,5",15,0.306 kg,,678 kj(162 kcal),"3,2","3,3","3,4","1,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Paupiettes porc,0208843045794,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,Escamas del sal,20705763,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,Mini pandoro - Maina - 80g,8005190406740,['France'],[],[],?,?,?,?,?,80 g,,,,,,,['Maina'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,süße Chili Kokos Sauce - Asia Green Garden - 250g,29083053,"['France', 'Allemagne']",[],[],?,?,?,?,?,250 g,,,,,,,['Asia Green Garden'],,,"['Epicerie', 'Sauces']",,,,,,,,,,,,,,['Flasche'],,,,,,,,,,,,,,,,,,,,,,,,,,
1117,Sachet cocottes chocolat lait et blanc,8240478157437,['France'],[],[],?,545,32,57,"6,1",,,2280 kj(545 kcal),20,56,"0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,Bihun Suppe - Shoi,4013200851200,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,['Shoi'],,,"['Conserves', 'Plats préparés', 'Soupes', 'Plats préparés en conserve', 'Soupes en conserve']",,,,,,,,,,,,,,['Dose'],,,,,,,,,,,,,,,,,,,,,,,,,,
1119,Pain aux 2 lins,0260072013128,['France'],[],[],?,264,5,"40,5",10,,,1105 kj(264 kcal),"0,6","3,1","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,Jarret de porc demi-sel,2253648037268,['France'],[],[],?,130,6,0,19,,,544 kj(130 kcal),2,0,"2,55","1,02",,"['Viande-francaise', 'Viande-porcine-francaise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,Auchan,3596710460137,['France'],[],[],?,?,?,?,?,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,
1122,Binky Bunny,00313100,['France'],[],[],?,563,"32,6","58,8","7,7",,,2356 kj(563 kcal),20,"58,8","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,Vinaigre de cidre à la pulpe de carotte - Côté Garrigue,3760015257536,['France'],[],[],?,21,"5,7","2,18","0,15",,,88 kj(21 kcal),"0,14","0,82","0,03","0,012",['Côté Garrigue'],['Bio'],B,"['Vinaigres', 'Vinaigres de cidre']",,,+40%,+5329%,+45%,+2%,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,,,,,,5.7 g,en quantité modérée,0.14 g,en faible quantité,0.82 g,en faible quantité,0.03 g,en faible quantité,+47%,+447%,+9%,+72%,+72%,,,,,,,,,
1124,Muesli croustillant chocolat&quinoa - Bio Village,13650031,['France'],[],[],?,422,14,61,"8,7",,,1766 kj(422 kcal),"8,4",22,"0,05","0,02",['Bio Village'],['Bio'],,,,,,,,,,,,,,,,,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,
1125,couloir pencils - caran d'ache,7610186018329,['France'],"['+ ++ + COLOUR PENCILS Water-soluble colour pencils Wasservenmalbane Farssitte Crayons de couleur aquarellables Lápices de color amarehbles Matite colorate acquarellabili ARF MR ', ' WA FSC + +']",[],?,?,?,?,?,,,,,,,,"[""caran d'ache""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Cervelas lyonnais,2459556016405,['France'],[],[],?,354,"34,4","3,2","7,9",,,1481 kj(354 kcal),7,"0,2","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,Chocolats le reblochon,3558460691124,['France'],[],[],?,569,35,54,0,,,2381 kj(569 kcal),0,0,0,0,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Goudaau pesto fromage de Hollande,0214114012334,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,"Ketchup - 5,5kg",3490950134066,['France'],[],[],?,102,0,24,"0,8","5,5 kg",,427 kj(102 kcal),0,21,"3,7","1,48",,,B,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",,,-4%,-100%,+6%,-38%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,,,,0 g,en faible quantité,0 g,en faible quantité,21 g,en quantité élevée,3.7 g,en quantité élevée,-3%,-100%,+7%,+86%,+86%,15,+24%,D,+24%,,,,,
1130,Flan patissier pur beurre - 320g,0260299017718,['France'],[],[],?,189,"6,8","27,7","3,8",320 g,,791 kj(189 kcal),"4,7","17,3","0,25","0,1",,,B,"['Biscuits et gâteaux', 'Pâtisseries', 'Flans pâtissiers']",,,-9%,-12%,-5%,+4%,71.0%,14.6%,7.1%,3.5%,3.7%,0.0%,81,,,,,,6.8 g,en quantité modérée,4.7 g,en quantité modérée,17.3 g,en quantité élevée,0.25 g,en faible quantité,-10%,+1%,-2%,+3%,+3%,8,-17%,C,-17%,,,,,
1131,Rillettes de volaille,3287890000229,['France'],[],[],?,428,"39,6","0,2","17,7",,,1791 kj(428 kcal),"12,7","0,2","1,1","0,44",,,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille']",,,+13%,+15%,-63%,+9%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,39.6 g,en quantité élevée,12.7 g,en quantité élevée,0.2 g,en faible quantité,1.1 g,en quantité modérée,+13%,+11%,-28%,-16%,-16%,19,+1%,E,+1%,,,,,
1132,Verrine Savoyarde - 180g,3538350007396,['France'],[],[],?,?,?,?,?,180 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,"Donut - 0,224kg",2008416000001,['France'],[],[],?,465,28,"46,3",6,"0,224 kg",,1946 kj(465 kcal),"13,8",18,"0,649","0,26",,,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,+14%,+23%,+3%,+1%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,28 g,en quantité élevée,13.8 g,en quantité élevée,18 g,en quantité élevée,0.649 g,en quantité modérée,+14%,+30%,+7%,-32%,-32%,20,+3%,E,+3%,,,,,
1134,Ethic,5200342702050,['France'],[],[],?,824,92,0,0,,,3448 kj(824 kcal),14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,Rables de lapin. - Volaé,2410711043957,['France'],[],[],?,?,?,?,?,,,,,,,,['Volaé'],,D,"['Viandes', 'Viande de lapin']",,,,,,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,Yaourt myrtille - 180g,3384078944457,['France'],[],[],?,102,"2,7",15,"4,5",180 g,,427 kj(102 kcal),"1,4",14,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,2 chateaubriands dans le filet - Charal,0249890061733,['France'],[],[],?,113,"2,3",0,23,,,473 kj(113 kcal),"0,8",0,"0,17","0,068",['Charal'],"['Viande-francaise', 'Viande-bovine-francaise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,Pommillon,30086371,['France'],[],[],?,42,"0,8",10,"0,5",,,176 kj(42 kcal),"0,8",10,"0,01","0,004",,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,Melange Exotique,2600129029128,['France'],[],[],?,387,11,"69,8","1,9",,,1619 kj(387 kcal),10,"57,2","0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,Liva,5200132440797,['France'],[],[],?,0,0,0,0,,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,Pizza,2606339004665,['France'],[],[],?,255,11,26,11,,,1067 kj(255 kcal),"4,9","2,8","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,Mélange forestier,5414026102153,['France'],[],[],?,251,"3,2","24,3","15,9",,,1050 kj(251 kcal),"0,4","3,9","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,Pâté en croûte supérieur au jambon,0219046010632,['France'],[],[],?,239,13,16,14,,,1000 kj(239 kcal),7,1,"1,7","0,68",,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,Saucisse italienne,3387620015025,['France'],[],[],?,201,16,"0,5",0,,,841 kj(201 kcal),"5,9","0,5","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,Tomate Cerise Ronde,8435000100733,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,Terrine à la Bière d'Alsace - Produits de la Cigogne,3527480180123,['France'],[],[],?,?,?,?,?,,"['FR 68.298.005 CE', 'Sainte-Marie-aux-Mines (Haut-Rhin, France)']",,,,,,['Produits de la Cigogne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Filet mignon de porc cuit cuisiné à la moutarde à l'ancienne,0291500049792,['France'],[],[],?,116,"3,7","0,7",20,,"['FR 22.093.001 CE', ""Lamballe (Côtes-d'Armor, France)""]",485 kj(116 kcal),"1,5","0,3","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,Club aux cereales - 160g,4742865891022,['France'],[],[],?,426,12,58,19,160 g,"['FR 94.065.094 CE', 'Rungis (Val-de-Marne, France)']",1782 kj(426 kcal),"1,7",13,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,Tresse 400G - 400g,2030500025478,['France'],[],[],?,?,?,?,?,400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Jambonneau cuit supérieur,0205756030312,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,weiße Riesenbohnen - Marmara,4012625438409,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,['Marmara'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Paté Di olive,8022079000301,['France'],[],"['Végétalien', 'Végétarien']",?,336,"41,6",2,"1,4",,,1406 kj(336 kcal),"6,63",0,"3,04","1,216",,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'IT-BIO-006']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,Nougat tendre,3486721040506,['France'],[],[],?,451,16,70,"6,55",,,1887 kj(451 kcal),"1,19",58,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
