,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,traceability_code,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,labels,eco_score,categories,ingredients_origins,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,manufacturing,allergens,nova_score,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,generic_name,palm_ingredients,link,brand_owner
1569,Jambon de Paris,0259317028072,['France'],[],[],?,124,"3,7","0,7",22,,"['EMB 95018', ""Argenteuil (Val-d'Oise, France)""]",519 kj(124 kcal),"1,8","0,7","1,9","0,76",,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,,-6%,-23%,+5%,+4%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,3.7 g,en quantité modérée,1.8 g,en quantité modérée,0.7 g,en faible quantité,1.9 g,en quantité élevée,-5%,-2%,+18%,+2%,+2%,5,-29%,C,-29%,,,,,
1570,Terrine de truite aux amandes effilées,3432770043883,['France'],[],[],?,283,26,1,11,,,1184 kj(283 kcal),"2,9","0,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,Pâte d'artichauts,3446000004100,['France'],[],[],?,315,"33,8","0,7","1,2",,,1318 kj(315 kcal),"10,9","0,1","6,7","2,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Fondue d'échalotes - Charal,32521795,['France'],[],[],?,72,"4,9",4,"1,2",,,301 kj(72 kcal),"0,5","2,4","0,95","0,38",['Charal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,Oranges a dessert - 2000g,3276555395329,['France'],[],[],?,?,?,?,?,2000 g,,,,,,,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,Lupuline,3770004761036,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Rôti cuit saumure ls,2800488028149,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,LA CORSETA CHEVRE,3700424704566,['France'],[],[],?,1161,"22,5",1,"15,8",,"['FR 13.085.001 CE', 'Roquefort-la-Bédoule (Bouches-du-Rhône, France)']",4858 kj(1161 kcal),"13,5",0,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,Lumaconi,8000180780527,['France'],[],[],?,356,"1,2","71,3","13,3",,,1490 kj(356 kcal),"0,24",4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,Chiwda,8902050001063,['France'],[],[],?,145,10,10,3,,,607 kj(145 kcal),1,10,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Tramousse a l'orientale,0204847015412,['France'],[],[],?,126,"4,7","8,5",11,,,527 kj(126 kcal),"0,7",0,"3,4","1,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,Waffeln Teig-Mix (Mondamin) - 230ml,4000400312167,"['France', 'Allemagne']",[],[],?,?,?,?,?,230 ml,,,,,,,,,,,,,,,,,,,,,,,,['Flasche'],,,,,,,,,,,,,,,,,,,,,,,,,,
1581,Rice crackers - 0.198kg,2684045023354,['France'],[],[],?,?,?,?,?,0.198 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Crevettes séchées,8719497392193,['France'],[],[],?,115,"1,9",1,22,,,481 kj(115 kcal),"0,4",1,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,"Raviolis figues de corse, fromage de chevre",3562420002356,['France'],[],[],?,212,"2,8","39,1","6,7",,"['FR 13.085.002 CE', 'Roquefort-la-Bédoule (Bouches-du-Rhône, France)']",887 kj(212 kcal),"1,6","5,2",1,"0,4",,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Pâtes fraîches', 'Ravioli', 'Pâtes farcies au fromage', 'Ravioli au fromage', 'Pâtes fraîches au fromage', 'Raviolis fraîs au fromage']",,,-16%,-63%,+10%,-34%,72.9%,12.7%,5.5%,4.6%,2.4%,1.7%,66,,,,,,2.8 g,en faible quantité,1.6 g,en quantité modérée,5.2 g,en quantité modérée,1 g,en quantité modérée,-16%,-58%,+41%,+13%,+13%,4,-41%,C,-41%,,,,,
1584,Fettucine - 500g,8000270016482,['France'],[],[],?,356,"1,9","71,8","11,5",500 g,,1490 kj(356 kcal),"0,8","3,5","0,008","0,003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Mangue lamelle - 0.180kg,0206084018300,['France'],[],[],?,350,0,86,1,0.180 kg,,1464 kj(350 kcal),0,66,"0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,bicarbonate - la baleine - 400g,33470795,['France'],[],[],?,?,?,?,?,400g,,,,,,,['la baleine'],,B,"['Additifs alimentaires', 'Anti-agglomérants', 'Bicarbonates de sodium']",['France'],,,,,,0.0%,86.4%,6.5%,3.7%,3.4%,0.0%,86,,['France'],,,,,,,,,,,,,,,,,,,,,,,,,
1587,Pain d'épautre bio - Auchan,2090000173383,['France'],[],[],?,?,?,?,?,,,,,,,,['Auchan'],['Bio'],,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,
1588,Rillette de truite - Pisciculture du moulin - 200g,3770011487004,['France'],"['60 % Chair de truite et truite fumée', '20 % de beurre Vin blanc', 'échalottes', 'persil', 'sel', 'poivre ']",[],1036,?,"19,4","1,3","17,4",200g,"['FR 39.470.002 CE', 'Rousses (Jura, France)']",1036 kj(248 kcal),"7,7","0,9","0,36","0,144",['Pisciculture du moulin'],,C,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de truite', 'en:preparations-made-from-fish-meat']",,,,+22%,-42%,+23%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,['Verre'],,,3,,19.4 g,en quantité modérée,7.7 g,en quantité élevée,0.9 g,en faible quantité,0.36 g,en quantité modérée,+16%,+40%,+4%,-65%,-65%,11,+23%,D,+23%,,,,,
1589,Filet de canard,2211110004590,['France'],[],[],?,234,18,0,18,,,979 kj(234 kcal),"5,4",0,"0,2","0,08",,,D,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,,+19%,+43%,-100%,-7%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,18 g,en quantité modérée,5.4 g,en quantité élevée,0 g,en faible quantité,0.2 g,en faible quantité,+19%,+46%,-100%,-81%,-81%,2,-55%,B,-55%,,,,,
1590,"Filet de poulet fermier - 0,234kg",0206975046054,['France'],[],[],?,?,?,?,?,"0,234 kg",,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",C,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Jambon cuit superieur decouenne - 0.299kg,0229606037986,['France'],[],[],?,156,8,"0,9",20,0.299 kg,,653 kj(156 kcal),"3,2","0,9",2,"0,8",,['Qualité supérieure'],E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,,+18%,+67%,+35%,-5%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,8 g,en quantité modérée,3.2 g,en quantité modérée,0.9 g,en faible quantité,2 g,en quantité élevée,+19%,+74%,+51%,+7%,+7%,12,+70%,D,+70%,,,,,
1592,Poulet jaune,0212447464950,['France'],[],[],?,170,11,0,20,,,711 kj(170 kcal),"2,8",0,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,"Preparato per pane, pizza e focacce",8018699018970,['France'],[],[],?,347,"1,4",78,"5,5",,,1452 kj(347 kcal),"0,3","2,8","1,5","0,6",,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Haute de cuisse de poulet - La Nouvelle Agriculture,0213323025913,['France'],[],[],?,212,16,0,17,,,887 kj(212 kcal),"4,3",0,"0,18","0,072",['La Nouvelle Agriculture'],,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,+11%,+29%,-100%,-8%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,16 g,en quantité modérée,4.3 g,en quantité modérée,0 g,en faible quantité,0.18 g,en faible quantité,+11%,+28%,-100%,-76%,-76%,1,-72%,B,-72%,,,,,
1595,Boule de campagne,0230223006231,['France'],[],[],?,273,"1,5",54,"8,4",,,1142 kj(273 kcal),"0,3","2,5","0,37","0,148",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,,-17%,-76%,-1%,-12%,,,,,,,,,,,,,1.5 g,en faible quantité,0.3 g,en faible quantité,2.5 g,en faible quantité,0.37 g,en quantité modérée,-17%,-74%,-36%,-71%,-71%,-1,-120%,A,-120%,,,,,
1596,Pizza venezia,5901537005375,['France'],[],[],?,228,7,"34,7","6,5",,,954 kj(228 kcal),"2,1","2,1","1,25","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Weider,8414192304044,['France'],[],[],?,?,?,?,?,,,,,,,,['Weider'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,Viande de boeuf hachée,2116174010351,['France'],[],[],?,170,10,0,20,,,711 kj(170 kcal),6,0,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Chakchouka - Amilcar - 350g,3700604200703,['France'],[],[],?,35,"17,58","1,3",1,350 g,,146 kj(35 kcal),"17,58","1,3",1,"0,4",['Amilcar'],['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,Bouillon KUB - Maggi,00565303,['France'],[],[],?,6,12,27,"5,5",,,25 kj(6 kcal),"6,8",13,51,"20,4",['Maggi'],['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,Burger buns  halal  x12,3255790019481,['France'],[],[],?,241,9,29,10,,,1008 kj(241 kcal),"4,5","3,7","1,4","0,56",,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Confiture d'abricot - Ferme de Rousset - 375g,3760096680230,['France'],[],[],?,?,?,?,?,375 g,,,,,,,['Ferme de Rousset'],"['Bio', 'Bio européen']",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,,,,,,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,Trempettes apero - Le Comptoir de Mathilde,3700961303833,['France'],[],[],?,297,2,48,13,,,1243 kj(297 kcal),"0,4",13,"4,2","1,68",['Le Comptoir de Mathilde'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,Vin rouge,3335200009599,['France'],[],[],?,?,?,?,?,,,,,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Protein Nut Choc,4250350521410,['France'],[],[],?,503,35,39,"21,4",,,2105 kj(503 kcal),"6,7","2,1","0,1","0,04",,"[""Fabriqué dans l'UE""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,L'epicurien Confiture artisanale Mangue,3441260003016,['France'],[],[],?,227,"0,5",55,"0,4",,,950 kj(227 kcal),"0,1",50,"0,03","0,012","[""L'épicurien""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Salsa medium - Auchan - 315g,3596710456543,['France'],[],[],?,?,?,?,?,315 g,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,
1608,Fattorie di galiga e vetrice - 1009g,3547130089682,['France'],[],[],?,900,"99,8",0,0,1009 g,,3766 kj(900 kcal),"15,1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,Reaktor,3178425068725,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,Charbon binchotan,3760269090002,['France'],[],[],?,0,0,0,0,,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,Cœur de boule Brownie & Beurre de cacahuète - Funky Veggie,3770008009349,['France'],[],[],?,452,26,37,12,,,1891 kj(452 kcal),"4,7",33,"0,42","0,168",['Funky Veggie'],['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Weihenstephaner Hefeweissbier Dunkel,4105120573871,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,Sour Pickle,0038200000087,['France'],[],[],?,0,0,1,0,,,0 kj(0 kcal),0,1,"0,36","0,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,"Mini-beignets fourrés au Chocolat noisettes - 0,300kg",0270118018307,['France'],[],[],?,377,19,47,"6,2","0,300 kg",,1577 kj(377 kcal),"8,1",18,"0,71","0,284",,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Salade Méchouia,3700604200208,['France'],[],[],?,209,20,3,4,,,874 kj(209 kcal),7,3,1,"0,4",,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,Pâté persillé de tête,0212271012273,['France'],[],[],?,196,16,"0,5",12,,"['FR 54.246.008 CE', 'Halloville (Meurthe-et-Moselle, France)']",820 kj(196 kcal),6,"0,5",2,"0,8",,"['Viande-francaise', 'Viande-porcine-francaise']",,"['Viandes', 'Charcuteries', 'Charcuteries diverses']",,,-33%,-35%,-71%,-20%,,,,,,,,,,,,,16 g,en quantité modérée,6 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,-32%,-35%,-36%,+3%,+3%,15,-20%,D,-20%,,,,,
1617,Mini gressins au sésame,3760168450686,['France'],[],[],?,448,14,63,12,,,1874 kj(448 kcal),"2,5",2,2,"0,8",,"['Bio', 'Bio européen', 'IT-BIO-014']",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",,,+6%,+30%,-6%,+5%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,14 g,en quantité modérée,2.5 g,en quantité modérée,2 g,en faible quantité,2 g,en quantité élevée,+6%,+11%,-20%,+5%,+5%,15,+17%,D,+17%,,,,,
1618,Mlečni namaz z zelešči,3838800039411,['France'],[],[],?,207,19,"5,4","3,5",,,866 kj(207 kcal),"12,1","4,7","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,Terrine de lapin à la moutarde -  - 180g,3277168000549,['France'],"['Gorge de porc ', 'origine: France', 'fole de porc ', 'origine : France', 'viande de lapin 20%', 'moutarde 4', '5%', ""moutarde à l'ancienne 2%"", 'sel', ""arôme naturel d'ail"", 'poivre', 'assaisonnement ', 'épices moutarde poudre', 'dextrose', 'poudre de jus de citron', 'arôme naturel']","['Non végétalien', 'Non végétarien']",?,320,28,"0,5",17,180 g,,1339 kj(320 kcal),10,"0,5","1,5","0,6",,,C,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de lapin']",,,+16%,+24%,-70%,+10%,77.1%,15.8%,3.3%,2.4%,1.1%,0.3%,38,['pot verre'],,['Moutarde'],4,,28 g,en quantité élevée,10 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,+16%,+18%,-32%,0%,0%,18,+7%,D,+7%,,,,,
1620,Tomme de savoie IGP,2488674021589,['France'],[],[],?,355,28,"1,74","24,1",,,1485 kj(355 kcal),"17,3","0,2","1,45","0,58",,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'en:tomme-cheese-from-mountain-or-savoy']",,,+0%,-0%,+80%,-3%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,28 g,en quantité élevée,17.3 g,en quantité élevée,0.2 g,en faible quantité,1.45 g,en quantité modérée,+0%,-11%,-36%,-1%,-1%,15,+1%,D,+1%,,,,,
1621,Chocolat noir - Shattell - 70g,7755091000332,['France'],"['fèves de cacao*', 'sucre de canne*', 'beurre de cacao*', ' *d agriculture biologique']",[],?,589,44,41,7,70 g,,2464 kj(589 kcal),26,26,"0,1","0,04",['Shattell'],"['Bio', 'Bio européen', 'en:USDA Organic']",D,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,+6%,+12%,+6%,-9%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,3,,44 g,en quantité élevée,26 g,en quantité élevée,26 g,en quantité élevée,0.1 g,en faible quantité,+6%,+13%,-18%,+114%,+114%,22,+4%,E,+4%,,,,,
1622,Donut -,0205116014433,['France'],"['Ingrédients dots sucre ', 'Farine de blé ', 'GLUTEN', 'eau', 'sucre ', '15%', 'graisse végétale ', 'palme', 'dextrose', 'huile végétale ', 'tournesol', 'levure', 'farine de SOJA', 'sérum de lait en poudre', 'poudre à lever ', 'E450', 'E500', 'sel', 'émulsifiants ', 'E471', 'E481', 'arôme ', 'Œuf en poudre', 'colorant ', 'E160a', ' et LAIT écrémé en poudre']","['Huile de palme', 'Non végétalien']",?,437,26,44,"6,1",,,1828 kj(437 kcal),12,44,1,"0,4",,,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,+7%,+14%,-2%,+3%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,"['Œufs', 'Gluten', 'Lait', 'Soja']",4,,26 g,en quantité élevée,12 g,en quantité élevée,44 g,en quantité élevée,1 g,en quantité modérée,+7%,+13%,+162%,+5%,+5%,28,+44%,E,+44%,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E160a - Carotènes mélangés']",,['Huile de palme'],,
1623,Comté JuraFlore,2481231028731,['France'],[],[],?,418,35,0,27,,,1749 kj(418 kcal),23,0,"0,9","0,36",,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,+5%,+7%,-100%,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,+6%,+6%,-100%,-8%,-8%,13,-3%,D,-3%,,,,,
1624,Ka Do Preserved Mandarin Peel,4891147138017,['France'],[],[],?,63,0,10,0,,,264 kj(63 kcal),0,"4,5",19,"7,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Saucisson pur porc -,2274785034835,['France'],"['EPAULE ET BARDIERE DE PORC', 'SEL LACTOSE ', 'LAIT', 'SIROP DE GLUCOSE', 'ÉPICE', 'DEXTROSE CONSERVATEUR E252', 'PLANTE AROMATIQUE', 'EAU', ' FERMENTS', ' ENVELOPPE: BOYAU NATUREL DE PORC']","['Non végétalien', 'Non végétarien']",?,456,"37,1","4,6","25,7",,,1908 kj(456 kcal),"14,4","0,9","5,2","2,08",,,,,,,,,,,,,,,,,,,,['Lait'],4,,,,,,,,,,,,,,,,,,,,,,,
1626,Merlot pays d'oc,3170870005744,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,"Thé vert bio, vert menthe, frais et corsé, Chine - Destination",3700110030900,['France'],[],[],?,?,?,?,?,,,,,,,,['Destination'],['Bio'],B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Thés à la menthe', 'Thés verts à la menthe']",,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,Fourme d'ambert,2281798019155,['France'],[],[],?,338,28,"1,5",20,,,1414 kj(338 kcal),20,"0,5","2,1","0,84",,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', ""Fourme d'Ambert""]",,,-1%,-1%,+52%,-1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,28 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,2.1 g,en quantité élevée,-1%,+1%,+44%,-5%,-5%,18,0%,D,0%,,,,,
1629,Spéciale 2019,3760046090171,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,"Steak haché de 45g - Gulnur - 4,5kg",5901885541143,['France'],['Steak haché pur boeuf'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,?,?,?,"4,5 kg",['PL 18034002 WE'],,,,,,['Gulnur'],['Halal'],E,"['Viandes', 'Surgelés', 'Bœuf', 'Steaks de bœuf']",['Roumanie'],,,,,,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,['Carton'],['Pologne'],,1,,,,,,,,,,,,,,,,,,,,Steak haché,,,
1631,Repas shake protéiné - Kruidvat,8717333790035,['France'],[],[],?,363,8,33,35,,,1519 kj(363 kcal),"1,7",19,"1,2","0,48",['Kruidvat'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Tao,20205874,['France'],[],[],?,159,"4,9",22,"5,9",,,665 kj(159 kcal),"0,6","7,7","0,89","0,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,Sparkling Ice,0016571911225,['France'],[],[],?,0,0,0,0,,,0 kj(0 kcal),0,0,10,4,['Sparkling Ice'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Le superieur -,2602624027623,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Viande-francaise', 'Viande-porcine-francaise']",D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",,,,,,,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,"['Carton', 'Plastique']",,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Baies de goji,3760048455510,['France'],[],[],?,203,"6,8",21,"11,8",,,849 kj(203 kcal),1,"17,3","0,06","0,024",,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,Disco fork lift truck mango pale ale,5034743300436,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Colorant alimentaire en gel concentre,8718531939660,['France'],[],[],?,?,?,?,?,,,,,,,,,,,"['Additifs alimentaires', 'Colorants alimentaires']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,"Constant, l'élégant Noir café - Chocolaterie Castelain - 100g",3514280150043,['France'],"['Pâte de cacao', 'sucre', 'beurre de cacao', 'café 4%', 'vanille bourbon', ' Peut contenir des traces de lait', 'gluten', 'soja', 'œuf', 'arachides et fruits à coques', ' Cacao : 72% minimum']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,562,"42,4","30,1","8,4",100 g,,2351 kj(562 kcal),"25,4","24,1","0,02","0,008",['Chocolaterie Castelain'],,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,+1%,+8%,-22%,+10%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,3,,42.4 g,en quantité élevée,25.4 g,en quantité élevée,24.1 g,en quantité élevée,0.02 g,en faible quantité,+1%,+10%,-24%,-57%,-57%,22,+4%,E,+4%,,,,,
1639,Vegetable oil - Foodtown,0011153243206,['France'],[],[],?,120,14,0,0,,,502 kj(120 kcal),2,0,0,0,['Foodtown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Feves de cacao - Tentation Cacao - 125g,3770003578895,['France'],[],[],?,?,?,?,?,125 g,,,,,,,['Tentation Cacao'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Galantine de jambon,3291510003842,['France'],[],[],?,265,23,"1,2",14,,,1109 kj(265 kcal),"8,7","0,9",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,O'Tahiti,0088009900651,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Poulet Korma,20960155,['France'],[],[],?,179,"8,9",18,"6,8",,,749 kj(179 kcal),"3,3","1,7","0,61","0,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Mint Slice - Pams,9415077075218,['France'],[],[],?,521,"28,7","61,3","4,5",,,2180 kj(521 kcal),"21,6","46,1","0,132","0,053",['Pams'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
