,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,manufacturing,link,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,ingredients_origins,traceability_code,additives,markets,palm_ingredients,brand_owner
799,VLCD MEAL REPLACEMENT SHAKE - Myprotein - 500g,5056104503416,,500 g,,['Myprotein'],,,,,['France'],[],,[],,?,,392,,13,,34,,34,,,,,,,,,,,,,,,,,1640 kj(392 kcal),,"6,2",,27,,"1,8",,"0,72",,,,,,,,,,,,
800,"Skinny Flapjack, Chocolate Flavour - Myprotein - 50g",5056104535820,D,50 g,['Plastique'],['Myprotein'],"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales', 'Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres de céréales au chocolat', 'Barres protéinées']","['Peu ou pas de sucre', 'Peu de sucre', 'Végétarien', 'Allégé en sucre', 'Végétalien', 'Riche en protéines', 'en:Vegetarian Society', 'Avec édulcorants']",['Angleterre'],,['France'],"['Avoine ', '23%', 'Edulcorant ', 'Malitol', 'Protéines de soja ', '14 %', ' ', 'Isolat de protéine de soja', 'Fécule de tapioca', 'sel', 'Fibres de chicorée', 'Humectant ', 'Glycérine', 'Pépite de chocolat ', '9%', ' ', 'Edulcorant', 'Maltitol', 'Masse de cacao', 'Emulsifiant ', 'Lécithine de soja', 'Poudre de cacao faible en matière grasse', 'Aromatisant naturel vanille', 'Protéine de pois ', '7%', 'Poudre de cacao faible en matière grasse ', 'Cacao', ""Régulateur d'acidité "", 'Carbonate de potassium']","['Gluten', 'Lait', 'Avoine', 'Soja']","['Végétalien', 'Végétarien']",4,?,,325,-27%,"5,9",-70%,51,-14%,21,+194%,83.7%,9.1%,3.5%,2.1%,1.6%,0.0%,46,5.9 g,en quantité modérée,2.3 g,en quantité modérée,1.9 g,en faible quantité,0.53 g,en quantité modérée,1360 kj(325 kcal),-28%,"2,3",-77%,"1,9",-94%,"0,53",+42%,"0,212",+42%,-2,-112%,A,-112%,Skinny Flapjack Chocolat,,,"['E422 - Glycérol', 'E965 - Maltitol', 'E322i - Lécithine', 'E501i - Carbonate de potassium']",,,
801,Tesco Salad Cream Squeezy 520G,5057008102965,,,,['Tesco'],,['Végétarien'],,,"['France', 'Royaume-Uni']","['Water', 'Sunflower Oil ', '14%', 'Sugar', 'Spirit Vinegar', 'Cornflour', 'Stabilisers ', 'Guar Gum', 'Xanthan Gum', 'Emulsifier ', 'Polysorbate 60', 'Flavouring', 'Colour ', 'Riboflavin', ' \rSuitable for vegetarians']",,"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",4,?,,223,,"15,4",,"18,2",,"1,2",,,,,,,,,,,,,,,,,933 kj(223 kcal),,"1,7",,"12,5",,"1,1",,"0,44",,,,,,,,,"['E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E435 - Monostéarate de polyoxyéthylène sorbitane', '', 'Risque modéré de sur-exposition', 'E101i - Riboflavine']",,,
802,Tesco Halloumi 225G,5057373126719,C,,['mixed plastic-packet'],['Tesco'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Halloumi']",,['Cyprus'],,"['France', 'Royaume-Uni']","['Halloumi Medium Fat Hard Cheese ', 'Milk', 'Dried Mint']",['Lait'],['Non végétalien'],3,?,,313,-0%,"24,6",+3%,"0,8",-62%,22,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,24.6 g,en quantité élevée,17 g,en quantité élevée,0.5 g,en faible quantité,2.95 g,en quantité élevée,1310 kj(313 kcal),0%,17,+13%,"0,5",-69%,"2,95",+13%,"1,18",+13%,18,+3%,D,+3%,,['Chypre'],,,['Tesco'],,
803,Kulfi Lollies Original Flavor,5060029910020,,,,,,,,,['France'],[],,[],,?,,165,,"6,9",,"21,8",,"3,6",,,,,,,,,,,,,,,,,690 kj(165 kcal),,"4,6",,"18,2",,"0,1",,"0,04",,,,,,,,,,,,
804,Shortbread,5060029968762,C,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Shortbread']",,,,['France'],[],,[],,?,,544,+5%,"30,1",+8%,"62,7",+4%,"4,8",-13%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,30.1 g,en quantité élevée,18.8 g,en quantité élevée,20.5 g,en quantité élevée,0.7 g,en quantité modérée,2276 kj(544 kcal),+5%,"18,8",+13%,"20,5",+7%,"0,7",+6%,"0,28",+6%,23,+8%,E,+8%,,,,,,,
805,Ocado eggs - 6,5060034483083,C,6,,['Ocado'],"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air']","['Végétarien', 'Plein air', 'en:British Lion Quality', 'Œufs de poules élevées en plein air', 'en:Class A', 'en:RSPCA Assured']",['United Kingdom'],https://www.ocado.com/products/ocado-large-free-range-eggs-57293011,"['France', 'Royaume-Uni']",['Eggs'],['Œufs'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1,547,-7%,131,-5%,9,-10%,0,-100%,"12,6",+1%,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,9 g,en quantité modérée,2.5 g,en quantité modérée,0 g,en faible quantité,0.4 g,en quantité modérée,547 kj(131 kcal),-6%,"2,5",+2%,0,-100%,"0,4",+47%,"0,16",+47%,-1,,A,,Large free range eggs,['Royaume-Uni'],,,['Ocado'],,
806,Yakitori - Skyfood,5060037672002,E,,,['Skyfood'],"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Préparations de viande', 'Volailles', 'Brochettes', 'Poulets', 'Brochettes de viande', 'Plats à la volaille', 'Préparations au poulet', 'Plats au poulet', 'Brochettes de volailles', 'Brochettes de poulet', 'Brochettes de poulet Yakitori', 'Yakitori']",,,,['France'],"['viande de cuisse de poulet ', '74%', 'eau', 'sucre', 'dextrose', 'sirop de glucose', 'sel', 'sauce soja ', 'soja', 'farine de blé', 'sel', 'sucre', 'exhausteur de goût ', 'E621', 'farine de blé', 'vinaigre', 'mirin', 'amidon modifié', ""correcteur d'acidité "", 'E508', 'maltodextrine', 'stabilisant ', 'E450', 'E451', 'E420', 'épaississant: carraghénane', 'amidon', 'exhausteur de goût ', 'E621', ""poudre d'oignon"", 'colorant ', 'E150c', 'conservateur ', 'acide citrique']","['Gluten', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,?,,194,+18%,"10,5",+62%,"9,6",+10%,"15,2",-7%,76.9%,15.4%,4.2%,1.9%,0.9%,0.7%,32,10.5 g,en quantité modérée,3.2 g,en quantité modérée,4.2 g,en faible quantité,0.875 g,en quantité modérée,812 kj(194 kcal),+19%,"3,2",+79%,"4,2",-29%,"0,875",-34%,"0,35",-34%,3,-45%,C,-45%,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E508 - Chlorure de potassium', '', 'Risque modéré de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E420 - Sorbitol', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E330 - Acide citrique']",,,
807,Crispy multigrain flakes,5060044771040,,,,,,['Sans gluten'],,,['France'],[],,[],,?,,395,,"3,2",,"84,7",,"8,5",,,,,,,,,,,,,,,,,1653 kj(395 kcal),,"0,7",,"10,2",,"3,86",,"1,544",,,,,,,,,,,,
808,Toxic waste -,5060045050311,,,,,,,,,['France'],"['Sucre', 'sirop de glucose', 'acide citrique', 'dextrose', 'arômes', 'maltodextrine', 'acide malique', 'agents de glaçage', ""cire d'abeille"", 'colorant : E141']",,['Non végétalien'],4,?,,64.6,,0,,"82,4",,0,,,,,,,,,,,,,,,,,270 kj(64 kcal),,0,,"64,6",,"0,01",,"0,004",,,,,,,,,"['E330 - Acide citrique', 'E296 - Acide malique', ""E901 - Cire d'abeille"", 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines']",,,
809,Firefly Pomegranate & Elderflower Natural Drink,5060066440801,,,,['Firefly'],,,,,['France'],[],,[],,?,,29,,0,,"7,1",,"0,1",,,,,,,,,,,,,,,,,121 kj(29 kcal),,0,,"6,2",,"0,01",,"0,004",,,,,,,,,,,,
810,Coco Almond Chocolate Bar - Ombar,5060102662129,,,,['Ombar'],,"['Bio', 'Végétarien', 'Végétalien', 'Pur beurre de cacao']",,,['France'],"['raw cacao?', 'coconut sugar?', 'ray/ almonds ', '13%', '?', ' creamed coconut ', 'II%P', ""cocoa butter'"", 'ground vanilla pods?', ' Allergens highlighted in bold Cocoa solids 60% minimum NUTRITIONAL INFORMATION']",,"['Végétalien', 'Végétarien']",,?,,571,,42,,45,,"8,2",,,,,,,,,,,,,,,,,2389 kj(571 kcal),,28,,30,,"0,1",,"0,04",,,,,,,,,,,,
811,Mediterranean Tonic Water 4 x - Fever-Tree - 4x 200ml,5060108450515,,4 x 200 ml,,['Fever-Tree'],"['Boissons', 'Boissons sans sucre ajouté']",,,,"['Australie', 'Belgique', 'France']",[],,[],,?,,36,-18%,0,-100%,9,+4%,0,-100%,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,7.4 g,en quantité élevée,0 g,en faible quantité,151 kj(36 kcal),-23%,0,-100%,"7,4",+9%,0,-100%,0,-100%,11,+100%,E,+100%,,,,,"['Delhaize', 'Woolworths']",,
812,Fever Tree Sergio Herman Clementine 20 CL Fles,5060108451161,,,,,,,,,['France'],[],,[],,?,,34,,0,,"8,5",,0,,,,,,,,,,,,,,,,,142 kj(34 kcal),,0,,"8,4",,0,,0,,,,,,,,,,,,
813,Mix banana bread,5060113085405,,,,,,['en:gluten-free'],,,['France'],[],,[],,?,,481,,"6,2",,85,,"7,3",,,,,,,,,,,,,,,,,2013 kj(481 kcal),,"0,7",,57,,"0,1",,"0,04",,,,,,,,,,,,
814,Super Sour Mango & Apple Yoyos - Bear Nibbles - 20g,5060139433433,,20 g,['Paper'],"['Bear Nibbles', 'BEAR']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']","['Végétarien', 'Sans gluten', 'Végétalien', 'Sans sucre ajouté']",,https://www.bearsnacks.co.uk/our-products/sour,"['République tchèque', 'France']","['apples', 'pears and pineapple']",,"['Végétalien', 'Végétarien']",,1151,-23%,275,-18%,"0,2",-97%,62,+7%,"1,9",-54%,,,,,,,,0.2 g,en faible quantité,0 g,en faible quantité,38 g,en quantité élevée,0 g,en faible quantité,1151 kj(275 kcal),-18%,0,-100%,38,-12%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,,
815,Green Pesto - Jamie Oliver - 190g,5060170800096,C,190g,['Glass'],['Jamie Oliver'],"['Epicerie', 'Sauces', 'Sauces Pesto', 'Pestos au basilic']",,['Italy'],,"['Australie', 'France']","['Basil ', '38%', 'Extra Virgin Olive Oil ', '18%', ',Sunflower Oil', 'Cashew Nuts', 'Grana Padano', 'Cheese PDO ', 'Milk', ' ', '6', '9%', 'Italian Pine Nuts ', '4%', 'Pecorino Romano CheesePDO ', 'Milk', 'Garlic', 'Sugar', 'Sea Salt', 'Acidity Regulator: Lactic Acid', 'Antioxidant: Ascorbic Acid']","['Lait', 'en:Cashew Nuts']",['Non végétalien'],3,1745,+3%,423,-6%,40,-10%,"7,6",+29%,"6,6",+39%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,40 g,en quantité élevée,6.7 g,en quantité élevée,2.6 g,en faible quantité,0.9 g,en quantité modérée,1745 kj(423 kcal),-7%,"6,7",+3%,"2,6",+14%,"0,9",-64%,"0,36",-64%,14,-28%,D,-28%,,,,"['E270 - Acide lactique', 'E300 - Acide ascorbique']",['Woolworths'],,
816,Organic Maca Powder - Naturya,5060238480017,,,,['Naturya'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,['France'],[],,[],,?,,330,,"0,8",,"60,9",,10,,,,,,,,,,,,,,,,,1381 kj(330 kcal),,"0,2",,"38,3",,"0,1",,"0,04",,,,,,,,,,,,
817,Maca en poudre,5060238481861,,,,,,,,,['France'],[],,[],,?,,327,,"0,8",,61,,10,,,,,,,,,,,,,,,,,1368 kj(327 kcal),,"0,2",,38,,"0,01",,"0,004",,,,,,,,,,,,
818,Viande De Boeuf En Tranche Pour Fondue,5060284559880,,,,,,,,,['France'],[],,[],,?,,250,,"19,4",,"0,4",,"18,5",,,,,,,,,,,,,,,,,1046 kj(250 kcal),,"8,8",,"0,1",,"0,17",,"0,068",,,,,,,,,,,,
819,Monster Energy Ultra Red - 500ml,5060337500807,,500 ml,['Aluminum can'],['Monster'],"['Boissons', 'Boissons édulcorées', 'Boissons énergisantes']",,,,"['Belgique', 'France']","['eau gazéifiée', 'acidifiant ', 'acide citrique', 'taurine 0', '4%', ""correcteur d'acidité "", 'citrate de sodium', 'extrait de racine de ginseng 0', '08%', 'conservateurs ', 'sorbate de potassium', 'benzoate de sodium', 'édulcorants ', 'sucralose', 'acésulfame K', 'arômes', 'caféïne 0', '03%', 'épaississant ', 'pectine', 'huiles végétales ', 'noix de coco', 'graines de navette', 'L-tartarate de L-carnitine 0', '015%', 'amidon modifié', 'vitamines ', 'B3', 'B5', 'B6', 'B12', 'chlorure de sodium', 'colorants ', 'E163', 'E120', 'D-glucuronalactone', 'extrait de guarana 0', '002%', 'inositol']",,"['Non végétalien', 'Non végétarien']",4,?,,3,-92%,0,-100%,"0,9",-89%,0,-100%,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.2 g,en quantité modérée,13 kj(3 kcal),-91%,0,-100%,0,-100%,"0,2",+74%,"0,08",+74%,1,-91%,B,-91%,"Boisson énergisante gazeuse enrichie en vitamines, avec édulcorants",,,"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E955 - Sucralose', 'E950 - Acésulfame K', 'E440 - Pectines', 'E14XX - Amidons modifiés', 'E163 - Anthocyanes', 'E120 - Acide carminique']",['Delhaize'],,
820,Sunflower Seeds 500G Pouch,5060343748279,,,,,,,,,['France'],[],,[],,?,,602,,"51,5",,"11,4",,"20,8",,,,,,,,,,,,,,,,,2519 kj(602 kcal),,"4,5",,"2,6",,"0,9",,"0,36",,,,,,,,,,,,
821,Vanille marshmallow bar - Mallow & Marsh - 35g,5060374400108,,35g,,['Mallow & Marsh'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées']","['Sans arômes artificiels', 'Sans colorants artificiels', 'Sans colorants ni arômes artificiels', 'Sans huile de palme']",['United Kingdom'],https://www.mallowandmarsh.com/product/vanilla-marshmallow-bar-coated-milk-chocolate-case-12/,"['France', 'Royaume-Uni']","['Milk Chocolate ', '30%', ' ', 'Sugar', 'Cocoa Butter', 'Whole Milk Powder', 'Cocoa Mass', 'Emulsifier ', 'Soya Lecithin', 'Natural Vanilla Flavouring', 'Sugar', 'Glucose Syrup', 'Water', 'Dextrose', 'Beef Gelatine', 'Humectant ', 'Glycerol', 'Cornflour', 'Natural Vanilla Flavouring ', '0', '1%', 'Salt']","['Œufs', 'Lait', 'Fruits à coque', 'Arachides', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,1616,-25%,383,-24%,"10,6",-61%,"68,9",+24%,"7,1",+4%,,,,,,,,10.6 g,en quantité modérée,6.3 g,en quantité élevée,59.3 g,en quantité élevée,0.18 g,en faible quantité,1616 kj(383 kcal),-23%,"6,3",-58%,"59,3",+32%,"0,18",-44%,"0,072",-44%,20,-18%,E,-18%,Vanilla flavoured marshmallow bar coated in milk chocolate,,,"['E322i - Lécithine', 'E428 - Gélatine', 'E422 - Glycérol']",['Asda'],,
822,Choc Chip & Almond Butter Raw Protein Bar,5060401051969,,,,,,,,,['France'],[],,[],,?,,463,,26,,31,,23,,,,,,,,,,,,,,,,,1937 kj(463 kcal),,8,,23,,"0,01",,"0,004",,,,,,,,,,,,
823,Mars xtra choc protein,5060402905902,,,,,,,,,['France'],[],,[],,?,,330,,"7,4",,"14,3",,"31,7",,,,,,,,,,,,,,,,,1381 kj(330 kcal),,"4,8",,"14,3",,"0,86",,"0,344",,,,,,,,,,,,
824,Chocolate and Vanilla Cheesecake - Gü - 156g,5060425281182,D,156g,"['card-box', 'glass-jar', 'foil-film']",['Gü'],"['Biscuits et gâteaux', 'Gâteaux', 'Cheesecakes', 'Cheesecakes à la vanille']","['Végétarien', 'Ne pas congeler']",,https://www.gupuds.com/full-product-catalogue/chocolate-vanilla-cheesecakes,"['France', 'Royaume-Uni']","['Whipping cream', 'full fat soft cheese ', '18%', ' ', 'cream', 'water', 'milk protein powder', 'modified starch', 'culture', 'sea salt', 'preservative ', 'potassium sorbate', 'biscuit crumb ', 'wheat flour ', 'wheat flour', 'calcium carbonate', 'iron', 'niacin', 'thiamin', 'wholemeal flour ', 'wheat', 'vegetable oil ', 'palm oil', 'rapeseed oil', 'sugar', 'invert sugar syrup', 'raising agents ', 'sodium bicarbonate', 'ammonium bicarbonate', 'salt', 'dark chocolate ', '9%', ' ', 'cocoa mass', 'sugar', 'cocoa butter', 'fat-reduced cocoa powder', 'emulsifier ', 'soya lecithin', 'demerara sugar', 'sugar', 'milk chocolate ', '4%', ' ', 'sugar', 'cocoa butter', 'whole milk powder', 'cocoa mass', 'emulsifier ', 'soya lecithin', 'natural vanilla flavouring', 'vegetable oil ', 'palm oil', 'rapeseed oil', 'pasteurised whole egg ', 'egg', 'preservative ', 'potassium sorbate', 'acidity regulator ', 'citric acid', 'glucose syrup', 'cornflour', 'cocoa powder', 'water', 'preservative ', 'potassium sorbate', 'natural vanilla extract ', '0', '1%', 'acidity regulator ', 'citric acid']","['Œufs', 'Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien', 'Végétarien']",4,1681,+41%,403,+30%,"26,4",+54%,"36,3",+11%,"4,3",-5%,75.3%,15.7%,3.4%,3.2%,1.9%,0.5%,56,26.4 g,en quantité élevée,15.2 g,en quantité élevée,25.1 g,en quantité élevée,0.31 g,en quantité modérée,1681 kj(403 kcal),+31%,"15,2",+55%,"25,1",+12%,"0,31",-7%,"0,124",-7%,20,+20%,E,+20%,Chocolate ganache paired with vanilla cheesecake sitting on a chocolate biscuit base,,,"['E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium"", 'E322i - Lécithine', 'E330 - Acide citrique']","[""Sainsbury's""]",,
825,Whey protein 360 choco - Jji,5060455516131,,,,['Jji'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Protéines en poudre']",,,,['France'],[],,[],,?,,389,+5%,"7,1",+64%,"4,8",-32%,"75,6",+7%,,,,,,,,7.1 g,en quantité modérée,4.7 g,en quantité modérée,3.8 g,en faible quantité,0.5 g,en quantité modérée,1628 kj(389 kcal),+5%,"4,7",+170%,"3,8",+23%,"0,5",-33%,"0,2",-33%,4,-10%,C,-10%,,,,,,,
826,Spelt Pretzel bites - indie bay - 26g,5060527230002,,26 g,,['indie bay'],,,,,"['France', 'Suisse']","['Dinkelmehl ', '49%', 'Weizenmehl ', '49%', 'Sonnenblumenöl', 'Salz', 'Gerstenmalzextrakt', 'Hefe']",['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,?,,382,,"4,4",,71,,13,,,,,,,,,,,,,,,,,1598 kj(382 kcal),,"0,6",,"3,7",,"2,2",,"0,88",,,,,,,,,,,,
827,Sauce tomate,5099229000286,B,,,,"['Epicerie', 'Sauces', 'Sauces tomate']",,,,['France'],[],,[],,?,,161,+83%,0,-100%,"37,4",+214%,"1,8",+15%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,0 g,en faible quantité,0 g,en faible quantité,33.1 g,en quantité élevée,1.4 g,en quantité modérée,674 kj(161 kcal),+89%,0,-100%,"33,1",+240%,"1,4",+9%,"0,56",+9%,15,+192%,D,+192%,,,,,,,
828,Manhattan Popcorn -  - 30g,5099274000002,B,30 g,,,"['Snacks', 'Popcorn']",['en:gluten-free'],,,"['France', 'Espagne']","['Maize', 'Coconut oil and salt']",['Arachides'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,,438,-0%,"18,8",+18%,"65,9",+5%,"9,6",+45%,57.3%,1.4%,8.6%,4.7%,11.7%,16.3%,90,18.8 g,en quantité modérée,12.9 g,en quantité élevée,0.2 g,en faible quantité,2.28 g,en quantité élevée,1833 kj(438 kcal),-0%,"12,9",+175%,"0,2",-99%,"2,28",+150%,"0,912",+150%,20,+44%,E,+44%,,,,,,,
829,Barrys Green Tea Bags 80PK 250G - Barry's - 250g,5099810862217,B,250 g,['Carta'],"[""Barry's""]","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",['Rainforest Alliance'],"['Kinsale Road', 'Cork Irland']",http://www.barrystea.ie,"['France', 'Italie']",[],,[],,?,,0,-100%,0,-100%,0,-100%,0,-100%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,,
830,Reduced Fat Houmous - Dunnes Stores,5099874089094,B,,,['Dunnes Stores'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",,,,['France'],[],,[],,?,,252,-4%,19,-6%,10,-6%,9,+39%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,19 g,en quantité modérée,19 g,en quantité élevée,1 g,en faible quantité,1.1 g,en quantité modérée,1054 kj(252 kcal),-4%,19,+672%,1,-25%,"1,1",+6%,"0,44",+6%,12,+140%,D,+140%,,,,,,,
831,Feta Grecque,5200103212347,,,,,,,,,['France'],[],,[],,?,,276,,23,,3,,2,,,,,,,,,,,,,,,,,1155 kj(276 kcal),,5,,"0,5",,"0,7",,"0,28",,,,,,,,,,,,
832,Thon sauvage fume en bois,5200106605320,,,,,,"['Bio', 'Bio européen', 'GR-BIO-03']",,,['France'],[],,[],,?,,296,,"23,7",,0,,"20,6",,,,,,,,,,,,,,,,,1238 kj(296 kcal),,"3,8",,0,,"1,2",,"0,48",,,,,,,,,,,,
833,Huile d’Olive extra vierge - Bioilis - 1L,5200117000015,D,1L,,['Bioilis'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,['France'],[],,[],,?,,824,-4%,"91,6",-4%,"8,3",,0,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,91.6 g,en quantité élevée,12.8 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,3448 kj(824 kcal),-4%,"12,8",-9%,0,,0,-100%,0,-100%,6,-2%,C,-2%,,,,,,,
834,Golden break cappucino - 400gr,5200133120193,,400gr,['Boite'],['Golden Break'],,,,,['France'],[],,[],,?,,474,,22,,63,,6,,,,,,,,,,,,,,,,,1983 kj(474 kcal),,"12,3",,44,,"0,2",,"0,08",,,,,,,,,,,,
835,Tomates semi-séchées sans sel ajouté,5200300109617,,,,,,,,,['France'],[],,[],,?,,162,,1,,"16,1",,"12,2",,,,,,,,,,,,,,,,,678 kj(162 kcal),,0,,0,,"0,7",,"0,28",,,,,,,,,,,,
836,Olves de Kalamata biologiques Jumbo denoyautees - TH. Petropoulos & Son - 180g égoutté,5200303003134,B,180 g égoutté,"['Sachet', 'Plastique']",['TH. Petropoulos & Son'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives noires', 'Olives dénoyautées', 'Olives noires en saumure', 'Olives noires dénoyautées']","['Bio', 'Bio européen', 'Agriculture UE', 'GR-BIO-03', 'Fabriqué en Grèce']",['Grèce'],,['France'],"['Olives', 'eau', 'vinaigre', 'sel']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,1121,+49%,?,,"28,2",+34%,"3,5",+43%,"1,1",-12%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,28.2 g,en quantité élevée,4.2 g,en quantité modérée,1.2 g,en faible quantité,8 g,en quantité élevée,1121 kj(268 kcal),+24%,"4,2",+50%,"1,2",+299%,8,+123%,"3,2",+123%,17,+39%,D,+39%,,,,,,,
837,Jus De Fruits - Orange,5201005001725,,,,,,,,,['France'],[],,[],,?,,42,,"0,1",,9,,"0,8",,,,,,,,,,,,,,,,,176 kj(42 kcal),,0,,9,,"0,03",,"0,012",,,,,,,,,,,,
838,Griechisches Naturjoghurt 10% - Mevgal,5201083328875,,,,['Mevgal'],,,,,"['France', 'Espagne']",[],,[],,?,,250,,20,,7,,"3,5",,,,,,,,,,,,,,,,,1046 kj(250 kcal),,10,,"3,5",,"0,11",,"0,044",,,,,,,,,,,,
839,Mevgal Yogurt Extra,5201083425130,,,,['Mevgal'],,,,,['France'],"['Cow milk', 'yogurt culture']",,[],,?,,132,,10,,"3,5",,7,,,,,,,,,,,,,,,,,552 kj(132 kcal),,"6,5",,"3,5",,"0,11",,"0,044",,,,,,,,,,,,
840,Greek Gigantes Beans,5201119000164,,,,,,,,,"['Australie', 'France', 'Allemagne', 'Suisse']","['haricots géants ', 'cuit', ' 64%', 'sauce tomate 28%', '[les oignons', 'eau', 'oignons déshydratés', 'antioxydant: métabisulfite de potassium', 'la pâte de tomates', 'les tomates pelées', 'sel', ""l'aneth"", 'le sucre', 'le persil', 'le poivre rouge', 'poivre noir]', ""l'huile de soja"", '\rPeut contenir des traces de céleri', 'le blé', 'le lait']",,['Non végétalien'],,598,,143,,7,,"11,6",,"5,3",,,,,,,,,,,,,,,,,598 kj(143 kcal),,"1,7",,"2,6",,"1,1",,"0,44",,,,,,,,,"['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']","['Woolworths', 'Coles']",,
841,Feuilles de vigne farcies au riz,5201146003008,,,,,,,,,['France'],[],,[],,?,,138,,"6,6",,"16,3",,2,,,,,,,,,,,,,,,,,577 kj(138 kcal),,"1,1",,1,,"1,3",,"0,52",,,,,,,,,,,,
