,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,traceability_code,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,manufacturing,link,ingredients_origins,origin_detail,producer_info,palm_ingredients,brand_owner
1650,Jogurt à la Grecque nature bio - coop naturaplan - 400g,7613331260383,B,,400g,,"['coop naturaplan', 'naturaplan']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature', 'Yaourts à la grecque']",['Bio'],,,"['France', 'Allemagne', 'Suisse']","['Lait ', 'pasteurisé', 'homogénéisé [Suisse]', 'crème 21 % ', 'Suisse', ""Tous les ingrédients agricoles sont issus de l'agriculture biologique""]",['Lait'],['Non végétalien'],1,10 g,en quantité modérée,6 g,en quantité élevée,3 g,en faible quantité,0.1 g,en faible quantité,470,-9%,112,-4%,470 kj(112 kcal),-4%,10,+46%,6,+35%,3,-66%,3,-62%,3,-32%,"0,1",-14%,"0,04",-14%,5,+23%,C,+23%,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,,,,['Suisse'],,,,
1651,Noix de cajou entières - Coop naturaplan - 150g,7613331960931,D,,150 g,,['Coop naturaplan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']","['Bio', 'Bio européen', 'Commerce équitable', 'CH-BIO-006', 'Max Havelaar']",,,"['France', 'Suisse']","['noix de cajou bio', '\rNoix de cajou: certifiées', 'Fairtrade et cultivées par des producteurs Fairtrade', ' 100% du poids total', ' ', 'Provenance: voir date']",,[],,44 g,en quantité élevée,8.2 g,en quantité élevée,8 g,en quantité modérée,0.1 g,en faible quantité,?,,584,-3%,2443 kj(584 kcal),-2%,44,-5%,"8,2",-4%,13,-49%,8,+23%,18,-4%,"0,1",-84%,"0,04",-84%,1,-87%,B,-87%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,
1652,Quorn mozzarella et pesto - Delicorn,7613356460799,,,,,['Delicorn'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts de viande']",,,,"['France', 'Suisse']","['prodotto a base di funghi Quorn™ ', 'USAV N', ' 300332', ' 37%', 'impanatura ', 'farina di frumento arricchita con sali minerali e vitamine [farina di frumento', 'carbonato di calcio', 'ferro elementare', 'vitamine [niacina', 'B1]]', 'acqua', 'olio di girasole', 'amido di frumento', 'lievito', 'sale da cucina', 'farina di grano duro', 'formaggio ', 'Europa', 'formaggio fresco «mozzarella» 9% ', 'latte [Europa]', 'sale da cucina', 'pesto 2,5% ', 'basilico', 'olio di girasole', 'formaggio', 'aglio', 'sale da cucina', ' antiossidante [E 330]', 'proteine del latte', 'aroma', 'maltodestrina', 'sale da cucina', 'albume ', ""da uova d'allevamento all'aperto"", 'agenti rassodanti ', 'E 509', 'E 263', 'gelificante ', 'E 440', 'amido di patate']","['Gluten', 'Lait']",['Non végétalien'],4,10 g,en quantité modérée,4.5 g,en quantité modérée,1.5 g,en faible quantité,1.27 g,en quantité modérée,?,,206,+7%,862 kj(206 kcal),+8%,10,+14%,"4,5",+233%,16,+54%,"1,5",-7%,11,-23%,"1,275",+18%,"0,51",+18%,7,+567%,C,+567%,,,,,,,,"['E330 - Acide citrique', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition', 'E263 - Acétate de calcium', 'E440 - Pectines']",,,,,,,
1653,Margarine - Coop Prix Garantie,7613356630635,C,,,,['Coop Prix Garantie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines']","['Végétarien', 'Végétalien']",,,"['France', 'Suisse']",[],,"['Végétalien', 'Végétarien']",,80 g,en quantité élevée,17 g,en quantité élevée,0 g,en faible quantité,0.1 g,en faible quantité,?,,708,+38%,2962 kj(708 kcal),+40%,80,+42%,17,+5%,0,-100%,0,-100%,0,-100%,"0,1",-82%,"0,04",-82%,10,-14%,C,-14%,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,,,,,,,,
1654,Edamame Quinoa Burgers - Karma,7613356887732,,,,,"['Karma', 'Coop']",,"['Végétarien', 'Végétalien']",,,"['France', 'Suisse']",[],,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,196,,820 kj(196 kcal),,10,,1,,17,,"1,5",,9,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,
1655,Assortiment de biscuits - Coop - 300g,7613379381019,C,,300 g,['Sachet'],"['Coop', 'Naturaplan']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Assortiments de biscuits']","['Bio', 'Commerce équitable', 'Bio Suisse', 'Fairtrade International', 'Max Havelaar', 'Fairtraide']",,['Coop'],"['France', 'Suisse']","['Farines de céréales ', 'froment [farine mi-blanche [Suisse', 'Autriche]', 'farine complète [Europe', 'Canada', 'Argentine]]', 'amidonnier [farine complète]', 'épeautre', 'sucre de canne brut ', 'Paraguay', 'Argentine', 'graisse de palme ', 'production durable [Madagascar', 'Colombie', 'Brésil]', 'beurre ', 'Suisse', 'noisettes ', 'Turquie', 'chocolat ', 'sucre de canne brut', 'cacao en pâte [Costa Rica', 'République Dominicaine', 'Pérou]', 'beurre de cacao [République dominicaine]', 'extrait de vanille', ""flocons d'avoine"", 'œuf entier', 'jaune d’œuf', 'lait écrémé en poudre', 'sirop de glucose', 'poudres à lever ', 'E500', 'E503', 'sel de cuisine', ""extrait de malt d'orge"", 'extrait de vanille', 'cannelle']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Avoine']","['Huile de palme', 'Non végétalien']",4,22 g,en quantité élevée,9 g,en quantité élevée,29 g,en quantité élevée,1 g,en quantité modérée,?,,495,+1%,2071 kj(495 kcal),+1%,22,-5%,9,-30%,63,-1%,29,-5%,9,+45%,1,+75%,"0,4",+75%,20,-13%,E,-13%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"['E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]",['Suisse'],,,,,['Huile de palme'],
1656,Kambly Petit beurre 160G - 160g,7614800100001,C,,160 g,,['Kambly'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Petits beurres']",,,,"['France', 'Suisse']","['farine de blé', 'sucre', 'graisse de coprah', 'fécule de pomme de terre', 'sirop de sucre inverti', 'beurre 3 %', 'lait écrémé en poudre', 'sirop de glucose', 'beurre sel', 'arôme neturel']","['Gluten', 'Lait']",['Non végétalien'],4,16 g,en quantité modérée,13 g,en quantité élevée,20 g,en quantité élevée,0.67 g,en quantité modérée,1950,-2%,464,-2%,1950 kj(464 kcal),-2%,16,-14%,13,+11%,72,+6%,20,-29%,"6,9",-2%,"0,67",-14%,"0,268",-14%,21,-3%,E,-3%,75.0%,14.2%,4.8%,3.0%,2.9%,0.0%,71,,,,,,,,
1657,Bretzeli - Kambly,7614800121198,,,,,['Kambly'],,,,['Magasins U'],['France'],"['farine de blé', 'sucre', 'graisse de œufs', 'beurre', 'sel poudre à lever ', 'carbonates de sodium', 'arôme', "" Peut contenir des traces noisettes et d'amandes""]","['Gluten', 'Lait']",['Non végétalien'],4,,,,,,,,,?,,478,,2000 kj(478 kcal),,19,,15,,67,,26,,8,,0,,0,,,,,,,,,,,,,,,,,,,,
1658,Orange Intense - Kambly - 100g,7614800484040,D,,100 g,,['Kambly'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,['Magasins U'],"['France', 'Suisse']","['chocolat ', 'Sucre', 'pâte de cacao', 'beurre concentré', 'émulsifiant ', 'lécithines de sojal', 'Cèceo: sucre', 'oraisses tpalme', 'palmiste', 'coco', 'iarine de blé', 'amandes lait écrémé en poudre', 'iécu!e de pomme de terre', 'huile de tournesol', ""concentré de jus d'orange blanc d oeuf en poudre"", 'sucre caramelisé', 'émulsiiiant ', 'lécithines de soja', 'maltodextrine', 'oranges en poudre', 'sirop de glucose', 'sel', 'beurre', 'huile essentielle']","['Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,33 g,en quantité élevée,18 g,en quantité élevée,43 g,en quantité élevée,0.25 g,en faible quantité,2276,+14%,547,+15%,2276 kj(547 kcal),+14%,33,+59%,18,+78%,55,-14%,43,+46%,"6,1",-6%,"0,25",-58%,"0,1",-58%,26,+31%,E,+31%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['E322i - Lécithine'],,,,,,['Huile de palme'],
1659,Chocolate con leche - swiss,7616500661905,,,,,['Swiss'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,,,"['France', 'Espagne']",[],,[],,28 g,en quantité élevée,16 g,en quantité élevée,62 g,en quantité élevée,0.14 g,en faible quantité,?,,528,-4%,2209 kj(528 kcal),-4%,28,-23%,16,-24%,63,+37%,62,+51%,5,-31%,"0,14",+1%,"0,056",+1%,26,+11%,E,+11%,,,,,,,,,,,,,,,
1660,Pâte feuilletée bio - Migros Bio - 320g,7616700034783,B,Pâte Feuilletée avec de la matière grasse végétale,320 g,,"['Migros Bio', 'Migros', 'Jowa']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'Pâtes feuilletées', 'Contient-de-l-huile-de-palme']","['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'CH-BIO-038', 'en:RSPO-1106123']",,['Migros'],"['France', 'Suisse']","['farine de blé*', 'margarine végétale* ', 'huile de palme', 'eau', 'acidifiant: acide citrique', 'eau', 'sel marin', 'éthanol*', 'levure inactivée', 'protéine de blé*', 'acidifiant: acide malique']",['Gluten'],"['Huile de palme', 'Végétalien', 'Végétarien']",3,24 g,en quantité élevée,12 g,en quantité élevée,1 g,en faible quantité,1.2 g,en quantité modérée,1609,+1%,386,+1%,1609 kj(386 kcal),+1%,24,+11%,12,+6%,36,-6%,1,-34%,6,+3%,"1,2",+19%,"0,48",+19%,19,+15%,E,+15%,75.8%,9.6%,3.8%,2.8%,1.7%,6.3%,51,"['E330 - Acide citrique', 'E1510 - Éthanol', 'E296 - Acide malique']",,,['Suisse'],,,['Huile de palme'],
1661,Actilife Breakfast - 330ml,7616800203225,,,330 ml,,['Actilife'],,,,,"['France', 'Suisse']","['Eau', 'jus de fruits à partir de concentré 23% ', 'oranges', 'pommes', 'citrons', 'jus de carotte à partir de concentré 8%', 'sucre', 'acidifiant: acide citrique', 'vitamine C', 'arômes nat', 'vitamine E', 'béta-carotène ', 'provitamine A']",,"[""Pourrait contenir de l'huile de palme""]",,,,,,,,,,?,,40,,167 kj(40 kcal),,"0,5",,"0,5",,10,,9,,"0,5",,"0,3",,"0,12",,,,,,,,,,,,,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",,,,,,,
1662,Biotta cocktail legumes,7618500949328,,,,"['en bouteille', 'Produkt']",['Biotta'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Aliments et boissons à base de légumes', 'Jus et nectars', 'Boissons aux légumes', 'Jus de légumes']",['Bio'],,,"['France', 'Suisse']",[],,[],,0 g,en faible quantité,0 g,en faible quantité,4.7 g,en quantité modérée,0.5 g,en quantité modérée,?,,24,-8%,100 kj(24 kcal),-7%,0,-100%,0,-100%,"5,2",-2%,"4,7",+0%,0,-100%,"0,5",+67%,"0,2",+67%,0,,B,,,,,,,,,,,,,,,,
1663,Jus De Carotte - Migros Bio - 500g,7618500970049,,,500 g,,['Migros Bio'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Jus et nectars', 'Jus de fruits et légumes']","['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'CH-BIO-006']",,['Migros'],"['France', 'Suisse']","['jus de carotte 90%', 'jus d’orange 9%', ""jus d'agave concentré"", 'jus de citron', 'jus de citron concentré']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.5 g,en faible quantité,0 g,en faible quantité,9 g,en quantité élevée,0.14 g,en faible quantité,171,-11%,40,-5%,171 kj(40 kcal),-5%,"0,5",+116%,0,-100%,9,-10%,9,+5%,"0,5",+14%,"0,14",+153%,"0,056",+153%,2,-65%,C,-65%,,,,,,,,,,,['Suisse'],,,,
1664,Delicia Fraises - Hero - 320g,76142024,D,,320 g,,['Hero'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,,,"['France', 'Suisse']","['Fraises', 'sucre', 'gélifiant ', ""pectine d'agrume"", 'acidifiant ', 'acide citrique']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,48 g,en quantité élevée,0 g,en faible quantité,865,-6%,207,-5%,865 kj(207 kcal),-5%,"0,5",+107%,"0,1",+122%,48,-10%,48,-5%,"0,5",+13%,0,-100%,0,-100%,6,-31%,C,-31%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,"['E440 - Pectines', 'E330 - Acide citrique']",,,,,,,
1665,Lu Tuc Cheese (24 G),7622210049414,,,,,,,,,,"['France', 'Maroc']",[],,[],,,,,,,,,,?,,464,,1941 kj(464 kcal),,20,,9,,0,,0,,"7,8",,"3,98",,"1,592",,,,,,,,,,,,,,,,,,,,
1666,Digestive soja y naranja - Fontaneda - 600g,7622210114624,D,Galleta con trozos de soja caramelizada sabor naranja,600 g,"['Caja', 'Plástico', 'Cartón']",['Fontaneda'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'es:Galletas de tipo Digestive']","['Point Vert', 'Riche en fibres']",,"['Carrefour', 'Alcampo', 'Eroski', 'El Corte Inglés', 'Hipercor', 'Caprabo']","['France', 'Espagne']","['Cereales 65,4% ', 'harina de trigo 52,6%', 'harina de trigo integral 11,9%', 'salvado de trigo 0,9%', 'azúcar', 'aceite de girasol alto oleico 12%', 'grasa de palma', 'soja caramelizada 4,5% ', 'azúcar', 'semillas de soja', 'grasa de palma', 'glucosa ', 'de trigo', 'colorante ', 'e150a', 'aroma', 'gasificantes ', 'carbonato ácido de sodio', 'carbonato ácido de amonio', 'ácido málico', 'jarabe de glucosa y fructosa', 'preparación con trozos de naranja 1,3% ', 'humectante ', 'glicerol', 'jarabe de glucosa y fructosa', 'puré concentrado de manzana', 'jarabe de glucosa', 'fibra de trigo', 'puré concentrado de naranja', 'azúcar', 'grasa de palma', 'almidón de arroz', 'gelificante ', 'pectina', 'corrector de acidez ', 'ácido cítrico', 'aroma', 'antioxidante ', 'ácido ascórbico', 'colorante ', 'e100', 'aceite de girasol', 'sal', 'aroma', 'emulgentes ', 'lecitina de soja', 'lecitina de girasol']","['Gluten', 'Soja']",['Huile de palme'],4,21 g,en quantité élevée,4.7 g,en quantité modérée,20 g,en quantité élevée,1.46 g,en quantité modérée,?,,484,+3%,2025 kj(484 kcal),+3%,21,+6%,"4,7",-31%,64,+0%,20,+8%,"7,7",+8%,"1,46",+63%,"0,584",+63%,16,-5%,D,-5%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"['E150a - Caramel E150a', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium"", 'E296 - Acide malique', 'E422 - Glycérol', 'E440 - Pectines', 'E330 - Acide citrique', 'E300 - Acide ascorbique', 'E100 - Curcumine']",,http://www.fontaneda.es/,,,,,
1667,Chewing-gum sans sucre parfum fraise et cerise - Hollywood - 87g,7622210147387,,,87 g,,['Hollywood'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Chewing-gum']","['Peu ou pas de sucre', 'Sans sucre']",,['Magasins U'],['France'],"['Edulcorants ', 'Sorbitol', 'Isomalt', 'Xylitol', 'Maltitols', 'Aspartame', 'Acesulfame k Soralose', 'Gomme base', 'Humectants ', 'E422', 'E1518', 'Acidifiants ', 'E330', 'E296', 'E334', 'Arômes épaississant ', 'E414', 'Émulsifiant ', 'Lécithine de tournesol', 'Colorants ', 'E171', 'E163', 'E133', ""Agent d'enrobage "", 'E903', 'Anti-oxydant ', 'E321']",,[],4,0.6 g,en faible quantité,0.4 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,750,+5%,?,,750 kj(179 kcal),+7%,"0,6",+153%,"0,4",+201%,70,+10%,"< 0,1",-98%,"0,4",+145%,0,-100%,0,-100%,,,,,,,,,,,,"['E420 - Sorbitol', 'E953 - Isomalt', 'E967 - Xylitol', 'E965 - Maltitol', 'E951 - Aspartame', 'E950 - Acésulfame K', 'E422 - Glycérol', 'E1518 - Triacétine', 'E330 - Acide citrique', 'E296 - Acide malique', 'E334 - Acide L-tartrique', ""E414 - Gomme d'acacia"", 'E322i - Lécithine', 'E171 - Oxyde de titane', 'E163 - Anthocyanes', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E903 - Cire de carnauba', 'E321 - Butylhydroxytoluène']",,,,,,,
1668,Chocolat noir (lot de 2 x 200 g) Côte d'Or - 400g (2x 200g),7622210148919,D,Chocolat noir,400 g (2 x 200 g),"['film plastique', 'Carton', 'Aluminium']","[""Côte d'Or""]","['Snacks', 'Desserts', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['Rainforest Alliance'],,['Intermarché'],['France'],"['Sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant ', 'lécithine de soja', 'arôme', 'lait entier en poudre', ' Cacao : 40% minimum']",['Soja'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,29.5 g,en quantité élevée,18.5 g,en quantité élevée,53.5 g,en quantité élevée,0.01 g,en faible quantité,2205,-3%,?,,2205 kj(527 kcal),-5%,"29,5",-25%,"18,5",-20%,56,+45%,"53,5",+69%,"5,1",-33%,"0,01",-79%,"0,004",-79%,21,-1%,E,-1%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['E322i - Lécithine'],['Belgique'],,,,,,
1669,BelVita Duo Fourré Fraise Yaourt - LU - 253g,7622210255068,D,"Biscuits aux céréales fourrés au yaourt (13,5%) et à la fraise (13,5%), enrichis en calcium, magnésium, fer, vitamines E et B1",253 g,"['Carton', 'Sachet individuel', 'Plastique', 'Carton']",['LU'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits à la fraise']",,,"['Carrefour City', 'Magasins U']",['France'],"['Céréales 55,4 % [céréales complètes 27,9 % ', ""flocons d'avoine 11,8 %"", 'farine complète de blé 11,3 %', ""farine complète d'orge 2,8 %"", ""farine complète d'épeautre 1 %"", 'farine complète de seigle 1 %', 'farine de blé 27,5 %]', 'sucre', 'huiles végétales ', 'colza', 'palme', 'coco en proportions variables', 'sirop de glucose-fructose', 'purée de fraise 4,7 %', 'humectant ', 'glycérol', 'amidon de blé', 'yaourt en poudre 1,4 % ', 'lait écrémé en poudre', 'ferments lactiques', ' ', 'équivalent yaourt 9,6 %', 'sirop de glucose', 'minéraux ', 'carbonate de calcium', 'carbonate de magnésium', 'fer élémentaire', 'poudre à lever ', 'carbonate acide de sodium', 'diphosphate disodique', ""carbonate acide d'ammonium"", 'purée de mûres concentrée 0,2 %', 'émulsifiants ', 'lécithine de soja', 'lécithine de tournesol', ""correcteurs d'acidité "", 'acide citrique', 'acide malique', 'citrate de sodium', 'citrates de calcium', 'sel', 'arômes', 'gélifiant ', 'pectines', 'lait écrémé en poudre', 'purée de fraise concentrée 0,04 % ', 'équivalent purée de fraise 0,27 %', 'vitamines [vitamine E', 'vitamine B1 ', 'thiamine', ']']","['Gluten', 'Lait', 'Avoine', 'Soja']","['Huile de palme', 'Non végétalien']",4,14 g,en quantité modérée,3 g,en quantité modérée,26 g,en quantité élevée,0.4 g,en quantité modérée,?,,445,+12%,1862 kj(445 kcal),+11%,14,+49%,3,-27%,70,-4%,26,-34%,"6,9",+35%,"0,4",-1%,"0,16",-1%,9,-45%,C,-45%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"['E422 - Glycérol', 'E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide', ""E503ii - Carbonate acide d'ammonium"", 'E322i - Lécithine', 'E330 - Acide citrique', 'E296 - Acide malique', 'E331 - Citrates de sodium', 'E333 - Citrates de calcium', 'E440 - Pectines']",,,,,,['Huile de palme'],
1670,Biscottes aux 6 céréales - Heudebert,7622210276186,B,,,,['Heudebert'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'en:zwieback']",,,,"['Algérie', 'France']","['Céréales 93,8 % ', 'farine de blé 79,4 %', ""flocons de malté % d'?ge malté 1,5 %"", 'semoule de blé 1,3 %', 'farine de seigle 1,3%', ""farine d'crge riz 1,3 %"", 'levure', 'graines de lin 3,7 %', 'graines de sésame 3,5 0%', 'huile de palmes Gidien de blé', 'agent de traitement de la farine ', 'acide ascorbique', ' Peut contenir soja', 'lait', 'fruits']","['Gluten', 'Graines de sésame']",[],1,8.6 g,en quantité modérée,1.9 g,en quantité modérée,3.5 g,en faible quantité,1.6 g,en quantité élevée,?,,410,+4%,1715 kj(410 kcal),+4%,"8,6",+29%,"1,9",+3%,67,-2%,"3,5",-40%,13,+10%,"1,6",+38%,"0,64",+38%,8,+28%,C,+28%,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,['E300 - Acide ascorbique'],,,,,,,
1671,Petit Écolier Chocolat au Lait - LU,7622210424976,D,,,,['LU'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Petits beurres', 'Petit beurre au chocolat', 'Biscuits au chocolat au lait']",,,,['France'],"['PETIT BEURRE 52% : farine de blé 70,2%', 'sucre', 'beurre pâtissier 12,5%', 'lait écrémé en poudre', 'poudre à lever ', ""carbonate acide d'ammonium"", 'carbonate acide de sodium', 'diphosphate disodique', 'sel', ""correcteur d'acidité "", 'acide citrique', ' CHOCOLAT AU LAIT 48% : sucre', 'beurre de cacao', 'pâte de cacao', 'lait écrémé en poudre', 'lactosérum en poudre ', 'de lait', 'graisse végétales ', 'palme', 'karité en proportions variables', 'beurre pâtissier', 'émulsifiant ', 'lécithine de soja', 'arôme']","['Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,24 g,en quantité élevée,15 g,en quantité élevée,40 g,en quantité élevée,0.6 g,en quantité modérée,?,,500,-1%,2092 kj(500 kcal),-0%,24,-0%,15,0%,65,+3%,40,+11%,"6,5",-4%,"0,6",+9%,"0,24",+9%,24,+1%,E,+1%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,"[""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide', 'E330 - Acide citrique', 'E322i - Lécithine']",,,,,,,
1672,Chocolate Negro Tableta De Chocolate Negro - Côte D'or,7622210462978,,,,,"[""Côte D'or""]",,,,,"['Belgique', 'France']","['Sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant ', 'lécithine de soja', 'arôme', 'lait entier en poudre,']","['Lait', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,530,,2218 kj(530 kcal),,"29,5",,"18,5",,56,,"53,5",,"5,1",,"0,01",,"0,004",,,,,,,,,,,,,['E322i - Lécithine'],,,,,,,
1673,Smoky bacon - LU - 4x 25g,7622210506115,,,4 x 25 g,,['LU'],,,,['Delhaize'],"['Belgique', 'France']","['Farine de blé', 'graisse de palme', ""Sirop C de malt d'orge"", 'sel', 'oeufs poudre à lever ', 'carbonate acide carbonate acide de sodium', 'lactosérum en poudre ', 'de lait', 'arô es et exhausteurs de goût ', 'E621', 'E631', 'E627', 'oignon en poudre', 'sucre', 'bacon Oh', 'colorants ', 'El 50c', 'El 20', 'agent de traitement de la farine ', 'disulfite de sodium', 'épices']","['Gluten', 'Lait']","['Huile de palme', 'Non végétalien']",4,,,,,,,,,?,,506,,2117 kj(506 kcal),,23,,"2,1",,64,,"6,5",,"8,3",,"2,3",,"0,92",,,,,,,,,,,,,"['E502 - Carbonates', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E631 - Inosinate disodique', 'E627 - Guanylate disodique', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,['Huile de palme'],
1674,Philadelphia herbes méditerrannéennes - 185g,7622210510419,D,,185 g,,['Philadelphia'],"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner']",,,['Delhaize'],"['Belgique', 'France']","['lait entier', 'crème', 'préparation de protéines de lait', 'eau', 'perméat de lactosérum concentré ', 'de lait', 'romarin', 'thym', 'basilic', 'cerfeuil', 'persil', 'ciboulette', 'sel', 'oignon', 'ail', ""vinaigre d'alcool"", 'amidon modifié', 'stabilisant ', 'farine de graines de caroube', 'acidifiants ', 'acide lactique', 'acide citrique', 'arôme', 'poivre blanc', ' Au lait pasteurisé']",['Lait'],['Non végétalien'],4,19 g,en quantité modérée,13 g,en quantité élevée,3.7 g,en faible quantité,0.85 g,en quantité modérée,?,,213,-9%,891 kj(213 kcal),-9%,19,-9%,13,-8%,"4,1",+22%,"3,7",+25%,5,-40%,"0,85",-27%,"0,34",-27%,12,0%,D,0%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['E14XX - Amidons modifiés', 'E410 - Gomme de caroube', 'E270 - Acide lactique', 'E330 - Acide citrique']",,,,,,,
