,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,additives,palm_ingredients,allergens,nova_score,categories,labels,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,quantity,packaging,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,ingredients_origins,markets,link,traceability_code,brand_owner
70,Tunas Ahududu Receli / Raspberry Jam - 380 GR,8692594005282,['France'],[],[],?,280,1172 kj(280 kcal),0,0,70,70,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Tartinade de figue,8692594005459,['France'],[],[],?,280,1172 kj(280 kcal),0,0,70,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Uzum pekmezi,8692594006838,['France'],[],[],?,236,987 kj(236 kcal),0,0,59,59,0,0,0,,,,,,,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Pâte de sésame à la pistache / Helva,8692594006876,['France'],[],[],?,540,2259 kj(540 kcal),28,0,55,45,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Creme de pesto,8692603995092,['France'],[],[],?,413,1728 kj(413 kcal),43,"3,9","5,8","3,4","1,1","1,37","0,548",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Petit Beurre - Simsek - 170g,8692806017553,['France'],[],[],?,?,,?,,?,,?,,,['Simsek'],,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Petits beurres']",,,,,,,,,,,,,,,,,,,,,,,,Biscuits de Petit Beurre,170 g,"['Sachet', 'Plastique']",C,75.0%,14.2%,4.8%,3.0%,2.9%,0.0%,71,,,,,,
76,Paradise Biscuits,8692806080243,['France'],[],[],?,191,799 kj(191 kcal),"18,7","9,72","53,1","30,9","4,99","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Biskiato - Simsek,8692806408498,['France'],[],[],?,459,1920 kj(459 kcal),"17,9","8,1","61,8","32,4","5,1","0,7","0,28",['Simsek'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Pelibör,8692806617708,['France'],[],[],?,404,1690 kj(404 kcal),"15,8","9,1","56,1","25,2","3,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Doğal maden suyu,8692813002313,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Gazoz,8692813004126,['France'],[],[],?,51,213 kj(51 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Armut lu doğal zengin mineralli gazlı içecek,8692813004799,['France'],[],[],?,45,188 kj(45 kcal),0,0,"10,92","10,92",0,"0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Narli dogal mineralli icecek,8692813004836,['France'],[],[],?,83,347 kj(83 kcal),20,0,21,20,0,"0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Lokoum Turkménistan - Özelif,8692839455018,['France'],"['Sucre', 'eau', 'amidon de maïs', ""correcteur d'acidité : acide citrique"", "" Traces éventuelles d'arachides et de fruits à coque""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,362,1515 kj(362 kcal),0,0,90,63,"0,4",0,0,['Özelif'],['E330 - Acide citrique'],,,,,['Sans additifs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Poudre de gingembre,8692888605228,['France'],[],[],?,?,,?,,?,,?,,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Gingembre', 'Gingembre en poudre']",,,,,,,,,,,,,,,,,,,,,,,,,,,B,37.8%,0.0%,31.7%,20.0%,10.4%,0.0%,93,,,,,,
85,Pistaches Grillees -,8692888605457,['France'],[],[],?,?,,46,6,27,8,21,"4,05","1,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Gevrek leblebi,8692888606614,['France'],[],[],?,221,925 kj(221 kcal),1,1,0,0,12,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Hirse flips - Dm,8692971485003,['France'],"['99,85 % Hirsevollkornmehil*', '0,15 % Meersalz', ' *aus biologischer Landwirtschaft']",[],?,387,1619 kj(387 kcal),4,1,74,"0,8",12,"0,15","0,06",['Dm'],,,,,,"['Bio', 'en:gluten-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Ketchup hot,8692971485041,['France'],[],[],?,456,1908 kj(456 kcal),0,0,"25,5",20,"1,3",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Mayonnaise - Bizim Mutfak - 650g,8692971485072,['France'],[],[],?,670,2803 kj(670 kcal),73,"7,3","2,4","2,2","0,9","0,5","0,2",['Bizim Mutfak'],,,,,"['Epicerie', 'Sauces', 'Mayonnaises']",,,+9%,+9%,+10%,+18%,-11%,+51%,-27%,-62%,-62%,73 g,en quantité élevée,7.3 g,en quantité élevée,2.2 g,en faible quantité,0.5 g,en quantité modérée,17,-5%,D,-5%,,650g,,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,
90,Gusto Croissant,8693029606524,['France'],[],[],?,440,1841 kj(440 kcal),25,13,50,16,6,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Fondant -,8693029607583,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sachet', 'Plastique']",,,,,,,,,,,,,,
92,Today Goldies Cookies & Cream,8693029701380,['France'],[],[],?,429,1795 kj(429 kcal),"23,61","7,21","49,32","25,6","4,89","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Cavizli Sucuk,8693298040074,['France'],[],[],?,0,0 kj(0 kcal),0,0,"74,6","64,8",4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Cevizli sucuk,8693298040197,['France'],[],[],?,363,1519 kj(363 kcal),"11,7","1,1",66,"53,1","2,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Nazar istanbul,8693323351113,['France'],[],[],?,100,418 kj(100 kcal),3,1,35,10,50,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Jellopy,8693323786106,['France'],[],[],?,336,1406 kj(336 kcal),"2,3","1,6","69,2","53,2","9,6","0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Doganay Limon Sosu / Lemon Sauce - 500 ML,8693354002053,['France'],[],[],?,22,92 kj(22 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 mL,,,,,,,,,,,,,,,
98,Balsamik Sirke,8693354004378,['France'],[],[],?,132,552 kj(132 kcal),"7,9","3,5","0,9","0,3","14,3","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Sauce de Grenade - Doğanay,8693354004477,['France'],"['Sirop de glucose', 'eau', 'le jus de granede ', '10%', 'acidifiant E330', 'colorant E150d', 'conservateur E202', 'saveur de grenade', ' Poids Net : 680 ml e D', 'L', 'C : Voir sur la bouteille', ' Cot No : Voir sur la bouteille']",[],?,290,1213 kj(290 kcal),1,1,"71,5","37,78",1,0,0,"['Doğanay', 'Doganay']","['E330 - Acide citrique', ""E150d - Caramel au sulfite d'ammonium"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Bosjan,8693374228624,['France'],[],[],?,328,1372 kj(328 kcal),"1,6","0,3","55,9",0,"22,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Turkish Delight sultan lokum,8693641016817,['France'],[],[],?,396,1657 kj(396 kcal),"7,23","5,64",79,"70,49","1,24","4,39","1,756",,,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Loukoums']",,,+12%,+12%,+267%,+1035%,-3%,+12%,+29%,+2106%,+2106%,7.23 g,en quantité modérée,5.64 g,en quantité élevée,70.5 g,en quantité élevée,4.39 g,en quantité élevée,29,+116%,E,+116%,,,,,,,,,,,,,,,,,
102,Turkish Delight,8693641021231,['France'],[],[],?,396,1657 kj(396 kcal),"5,64","2,15",79,"70,49","1,24","0,439","0,176",,,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Loukoums']",,,+12%,+12%,+186%,+333%,-3%,+12%,+29%,+121%,+121%,5.64 g,en quantité modérée,2.15 g,en quantité modérée,70.5 g,en quantité élevée,0.439 g,en quantité modérée,17,+27%,D,+27%,,,,,,,,,,,,,,,,,
103,Narli lokum,8693641021293,['France'],[],[],?,388,1623 kj(388 kcal),"1,4","1,4",80,74,"1,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,öz dürüm Tortillas,8693730000154,['France'],[],[],?,309,1293 kj(309 kcal),"7,4","4,6",52,3,"7,4","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Ozalp Flat Type Fillo Pastry,8693730010108,['France'],[],[],?,260,1088 kj(260 kcal),"1,2","0,22",52,"1,7","9,3","0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Diced Hazelnuts - Gürsoy - 500g,8693887000632,['France'],[],[],?,?,,?,,?,,?,,,['Gürsoy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,,,,,
107,Tatli biber salcasi,8693891199025,['France'],[],[],?,95,397 kj(95 kcal),1,"0,1","14,6","7,3",4,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Siyah zeytin,8693891402002,['France'],[],[],?,419,1753 kj(419 kcal),"39,4","0,1","5,7",0,"1,7","5,5","2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Közlenmis biber,8693891806800,['France'],[],[],?,42,176 kj(42 kcal),"0,1","0,1",9,9,1,"0,7","0,28",,,,,,,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Puding,8694587101469,['France'],[],[],?,155,649 kj(155 kcal),"4,2","2,9",19,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Trix granul,8694587110768,['France'],[],[],?,381,1594 kj(381 kcal),0,0,95,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Milk shake,8694587145654,['France'],[],[],?,415,1736 kj(415 kcal),7,"0,4","87,2","81,3","0,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Sauce crudité  - Amora  - 30,8694603001964,['France'],[],[],?,?,,?,,?,,?,,,['Amora'],,,,,"['Epicerie', 'Sauces', 'Sauces crudités']",,,,,,,,,,,,,,,,,,,,,,,,,30,,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,
114,Kemal Kukrer Lemon Dressing (250ML),8694748670100,['France'],[],[],?,32,134 kj(32 kcal),"0,1",0,"5,3",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Kermal Kurker Pomegranate Syrup,8694748670742,['France'],[],[],?,293,1226 kj(293 kcal),0,0,73,"41,6","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Salgam,8694748696377,['France'],[],[],?,3,13 kj(3 kcal),"0,24",0,"0,16",0,"0,24","1,55","0,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Mug cake choco noisette,8694930008209,['France'],[],[],?,442,1849 kj(442 kcal),21,12,53,33,"6,9","0,89","0,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Ice tea,8695077004611,['France'],[],[],?,153,640 kj(153 kcal),0,0,9,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Biscuit Cookies aux Noisettes,8695077018052,['France'],[],[],?,211,883 kj(211 kcal),"22,4","10,4","69,1",0,"6,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Fer gazoz,8695077305305,['France'],[],[],?,126,527 kj(126 kcal),"0,5","0,1","7,3","7,2","0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Today wafer,8695504165335,['France'],[],[],?,491,2054 kj(491 kcal),"25,7","13,2","62,8",43,"3,4","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Peyman Natural Almonds,8695876170104,['France'],['Amande'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,597,2498 kj(597 kcal),53,4,19,1,22,0,0,['Peyman'],,,['Fruits à coque'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Çitliyo,8695876200429,['France'],[],[],?,582,2435 kj(582 kcal),6,"5,2",9,"0,2","19,3",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Dolunay aycekirdegi,8696000005613,['France'],[],[],?,638,2669 kj(638 kcal),51,"5,2",13,"0,14","4,6","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Baby peperoni - Kuhne,8696027011956,['France'],"['Piment vert', ' sel', 'vtnai', ""te d'arceol"", 'acidifiante', ' ? acide ', 'Itttque', ' affermissant: de ', 'à!cium', ' A de pté? amant te:']",[],?,27,113 kj(27 kcal),"0,2","0,1","1,5","0,7","1,1","4,1","1,64",['Kuhne'],,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Crunchy Peanuts - Altintop,8696152852806,['France'],"['@Ingrédient Cacahuète ', '%48', ""l'amidon "", 'contient la pomme de terre et le maïs', 'farine de blé', 'maltodextrine', 'huile de végétale', 'sucre', 'sel', 'Coloring ', 'E110', 'arôme Nacho [sel', 'maltodextrine', 'farine de blé', 'colorant', 'le saccharose', ""l'acidité régulateur "", 'E330', ']']","[""Pourrait contenir de l'huile de palme""]",?,148,619 kj(148 kcal),"7,82",5,"15,6","14,4",3,"2,04","0,816",['Altintop'],"['E110 - Jaune orangé S', 'E330 - Acide citrique']",,['Gluten'],4,,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Crunchy Peanuts - Altintop,8696152853803,['France'],"['Ingrédient Cacahuète ', '%48', ""l'amidon "", 'contient la pomme de terre et le maïs', 'farine de blé', 'maltodextrine', 'huile de végétale', 'sucre', 'sel', 'Colorant ', 'E110', 'arôme Paprika [sel', 'maltodextrine', 'farine de blé', 'colorant', 'le saccharose', 'acidité régulateur ', 'E330']","[""Pourrait contenir de l'huile de palme""]",?,148,619 kj(148 kcal),"7,82",0,"15,6","3,1",3,2,"0,8",['Altintop'],"['E110 - Jaune orangé S', 'E330 - Acide citrique']",,['Gluten'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Olives Noires,8696591064242,['France'],[],[],?,91,381 kj(91 kcal),9,"1,5",0,0,"0,5",20,8,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives noires']",,,-65%,-65%,-65%,-55%,-100%,-100%,-66%,+378%,+378%,9 g,en quantité modérée,1.5 g,en quantité modérée,0 g,en faible quantité,20 g,en quantité élevée,12,-7%,D,-7%,,,,B,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,
129,Turkish Delight,8697217002648,['France'],[],[],?,375,1569 kj(375 kcal),2,1,87,77,2,,,,,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Loukoums']",['en:gluten-free'],,+6%,+6%,+2%,+101%,+6%,+22%,+108%,,,2 g,en faible quantité,1 g,en faible quantité,77 g,en quantité élevée,,,,,,,,,,,,,,,,,,,,,,,
130,Apple tea,8697217081407,['France'],[],[],?,48,201 kj(48 kcal),0,0,12,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Beyaz peynir,8697403870105,['France'],[],[],?,225,941 kj(225 kcal),"18,3",5,"3,5","0,6","14,5","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Myrtille Bilberry - Elite,8697404760085,['France'],[],[],?,48,201 kj(48 kcal),"0,1",0,12,9,"0,2",0,0,['Elite'],,,,,,"['Bio', 'Sans sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Jus de pomme aromatisé à la rose - Elite,8697404760214,['France'],[],[],?,52,218 kj(52 kcal),0,0,"12,4",12,0,0,0,['Elite'],,,,,,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Jus de cerise - Elite naturel,8697404761044,['France'],[],[],?,42,176 kj(42 kcal),"0,01","0,01",11,10,"0,2",0,0,['Elite naturel'],,,,,['Boissons'],['Bio'],,-25%,-27%,-97%,-92%,-3%,+6%,-60%,-100%,-100%,0.01 g,en faible quantité,0.01 g,en faible quantité,10 g,en quantité élevée,0 g,en faible quantité,13,+70%,E,+70%,,,,,,,,,,,,,,,,,
135,Figue &pomme - Elite,8697404762232,['France'],[],[],?,74,310 kj(74 kcal),"0,2",0,15,15,"0,8",0,0,['Elite'],,,,,,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Jus De Mûres - Elite naturel,8697404762249,['France'],"['Jus de Mûre ', 'Rubus ulmifolius']",[],?,62,259 kj(62 kcal),0,0,"14,8","14,4","0,7",0,0,['Elite naturel'],,,,1,['Boissons'],"['Bio', 'Sans sucre ajouté']",,+11%,+7%,-100%,-100%,+31%,+53%,+41%,-100%,-100%,0 g,en faible quantité,0 g,en faible quantité,14.4 g,en quantité élevée,0 g,en faible quantité,9,+17%,D,+17%,,,,,,,,,,,,,,,,,
137,Elite Naturel Jus De Grenade / Pomme / Raisin Bio,8697404762256,['France'],[],[],?,48,201 kj(48 kcal),0,0,"11,6","11,2","0,4",,,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de raisin']",['Bio'],,-28%,-28%,-100%,-100%,-29%,-29%,+32%,,,0 g,en faible quantité,0 g,en faible quantité,11.2 g,en quantité élevée,,,,,,,,,,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,
138,Jus de Yumberry,8697404762263,['France'],[],[],?,45,188 kj(45 kcal),0,0,10,8,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Epicerie / Boissons Et Vins / Jus Et Nectar De Fruits Bio,8697404762614,['France'],[],[],?,0,0 kj(0 kcal),0,0,"12,4",12,0,,,,,,,,,"['Bio', 'Sans sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Jus de Myrtille - Elite naturel,8697404762874,['France'],['jus de myrtille'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,48,201 kj(48 kcal),"0,1",0,12,9,"0,2",0,0,['Elite naturel'],,,,1,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Boissons avec sucre ajouté', 'Boissons sans sucre ajouté']",['Bio'],,+9%,+2%,-70%,-100%,+39%,+33%,-60%,-100%,-100%,0.1 g,en faible quantité,0 g,en faible quantité,9 g,en quantité élevée,0 g,en faible quantité,3,-46%,C,-46%,,,,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,
141,Pur jus de Myrtille - elite naturel - 500ml,8697404762881,['France'],['jus de myrtille biologique'],[],204,?,204 kj(49 kcal),"0,1",,12,9,"0,2","0,008","0,003",['elite naturel'],,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']","['Bio', 'Ecocert', 'Bio européen', 'Agriculture non UE', 'AB Agriculture Biologique', 'en:Oko-garantie bcs']",+6%,,+6%,-41%,,+13%,-7%,-49%,-23%,-23%,0.1 g,en faible quantité,,,9 g,en quantité élevée,0.00762 g,en faible quantité,,,,,jus de myrtille,500 ml,['bouteille verre'],C,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,['en:turquie'],"[""Bio c' Bon""]",,,
142,Epicerie / Boissons Et Vins / Jus De Grenade -,8697404763208,['France'],[],[],?,240,1004 kj(240 kcal),0,0,60,58,"0,2",0,0,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de grenade']",,,+329%,+327%,-100%,-100%,+351%,+372%,-51%,-100%,-100%,0 g,en faible quantité,0 g,en faible quantité,58 g,en quantité élevée,0 g,en faible quantité,10,+45%,E,+45%,,,,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,
143,Froods Cranberrysaft - Elite Naturel,8697404763918,['France'],['Jus d’airelles rouge'],[],?,57,238 kj(57 kcal),0,0,"13,5","12,2",0,0,0,['Elite Naturel'],,,,,['Boissons'],"['Bio', 'Sans sucre ajouté']",,+2%,-1%,-100%,-100%,+19%,+29%,-100%,-100%,-100%,0 g,en faible quantité,0 g,en faible quantité,12.2 g,en quantité élevée,0 g,en faible quantité,17,+122%,E,+122%,,,,,,,,,,,,,,,,,
144,Compote bio - Elite,8697404764403,['France'],[],[],?,48,201 kj(48 kcal),0,0,"14,2","13,2","0,8",0,0,['Elite'],,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Gourde De Fruits 100% Pomme Banane Fraise Melon120 - Elite,8697404764410,['France'],[],"['Végétalien', 'Végétarien']",?,50,209 kj(50 kcal),"0,001","0,001","14,5","13,5","0,7","0,003","0,001",['Elite'],,,,,,"['Végétarien', 'Végétalien', 'Halal', 'en:TR-BIO-141']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Blended Organic Fruits - Elite Naturel,8697404764434,"['France', 'États-Unis']","['Organic apple puree', 'organic apricot puree', 'organic fig puree', 'organic plum puree']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,56,234 kj(56 kcal),0,0,"15,2","14,2","0,7","0,005","0,002",['Elite Naturel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Epicerie / Boissons Et Vins / Jus Et Nectar De Fruits Bio,8697404765011,['France'],[],[],?,47,197 kj(47 kcal),0,0,"11,6",11,"0,4",0,0,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Mulberry - Elite,8697404765158,['France'],[],[],?,54,226 kj(54 kcal),0,0,"13,2","12,8","0,4",,,['Elite'],,,,,,"['Bio', 'Sans sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Tomatoo - Elite,8697404765455,['France'],[],"['Végétalien', 'Végétarien']",?,47,197 kj(47 kcal),0,0,11,6,1,0,0,['Elite'],,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Epicerie / Boissons Et Vins / Jus Et Nectar De Fruits Bio - Elite,8697404765462,['France'],[],[],?,75,314 kj(75 kcal),0,0,20,18,0,"0,005","0,002",['Elite'],,,,,,"['Bio', 'Sans sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Jus de Grenade Premium Bio - 6 x 1L - Elite naturel,8697404767008,['France'],[],[],?,52,218 kj(52 kcal),0,0,"12,4","11,9","0,4",0,0,['Elite naturel'],,,,,['Boissons'],['Bio'],,-7%,-10%,-100%,-100%,+10%,+26%,-19%,-100%,-100%,0 g,en faible quantité,0 g,en faible quantité,11.9 g,en quantité élevée,0 g,en faible quantité,16,+109%,E,+109%,,,,,,,,,,,,,,,,,
152,Jus bio d'Abricot - Elite,8697404769996,['France'],[],[],?,57,238 kj(57 kcal),"0,2",0,"14,3","13,2",1,0,0,['Elite'],,,,,,"['Bio', 'Sans sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Figues séchées de Turquie Garland,8697405740321,['France'],[],[],?,217,908 kj(217 kcal),"1,2",0,55,54,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"Türlü tursu,Mélange de légumes en saumure",8697406270070,['France'],[],[],?,10,42 kj(10 kcal),"0,1",0,"2,3","1,9","0,3","3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Piments - Yonca,8697406270599,['France'],[],[],?,14,59 kj(14 kcal),?,"0,3",?,"0,4","0,4","4,5","1,8",['Yonca'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Choux en Saumure,8697406270735,['France'],[],[],?,11,46 kj(11 kcal),0,0,2,"1,3",0,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
