,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,brand,categories,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,additives,nova_score,generic_name,allergens,traceability_code,link,ingredients_origins,manufacturing,brand_owner,palm_ingredients
1619,Sel Iodé,5946003103216,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Larnaudie - 170,3113010148963,['France'],"['Duck foie gras\rSalt 1,3%\rPepper 0', '2%']",[],?,575,2406 kj(575 kcal),"60,1","25,1","2,1",2,"6,3","1,08","0,432",B,['Larnaudie'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",['Auchan'],60.1 g,en quantité élevée,25.1 g,en quantité élevée,2 g,en faible quantité,1.08 g,en quantité modérée,,+9%,+9%,+11%,+8%,-12%,+52%,-16%,-10%,-10%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,['en:canard entiet'],170,['Plastic'],,,,,,http://www.larnaudie.com,['en:natural'],['figeac france'],,
1621,"Canard-duchêne Authentic Brut Champagner 0,75 LTR",3113934001917,['France'],[],[],?,75,314 kj(75 kcal),"1,4","0,33","1,4","0,38","0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Verrines Saumon St Jacques,3700009267622,['France'],[],[],?,210,879 kj(210 kcal),19,"1,4","0,9","0,7","7,8","0,77","0,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,3760204731151,3760204731151,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,16 canapés traiteur,3450350032324,['France'],[],[],?,258,1079 kj(258 kcal),15,"7,5",18,"4,8",11,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Foie gras de canard - Delpeyrat,3067163645971,['France'],"['foie gras de canard du Sud-Ouest ', 'Origine : France', 'sel', 'poivre', 'épice', 'conservateur:nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,544,2276 kj(544 kcal),56,24,"2,2","0,9","7,5","1,3","0,52",B,['Delpeyrat'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,56 g,en quantité élevée,24 g,en quantité élevée,0.9 g,en faible quantité,1.3 g,en quantité modérée,,+3%,+3%,+3%,+3%,-8%,-32%,-0%,+8%,+8%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",3,,,,,,,,
1626,Fove Butter cookies,5060454980001,['France'],[],[],?,509,2130 kj(509 kcal),26,14,62,23,"5,5","0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,CAKE Chocolat et éclats de grués caramélisés - MONOPRIX - 380g,3760302860012,['France'],"['Gâteau ', 'Crème', 'œufs', 'pâte à glacer chocolat noir', 'sucre', 'farine', 'chocolat noir 72%', 'beurre fondu', 'trimoline', ""poudre d'amande"", 'chocolat noir 66%', 'chocolat noir 61%', 'cacao poudre', 'huile de tournesol', 'grués caramélisés', 'levure chimique', 'décor ', 'chocolat noir 70% de cacao ', 'cacao Équateur', 'sucre', 'beurre de cacao', 'émulsifiant', 'lécithine de tournesol', 'colorant : E172']",['Non végétalien'],?,?,,?,,?,,?,,,D,"['MONOPRIX', 'Arnaud LARHER']","['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat']",['Monoprix'],,,,,,,,,,,,,,,,,,,,,,,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,,380 g,['Carton'],"['E322i - Lécithine', 'E172 - Oxyde et hydroxyde de fer']",4,"Biscuit cake moelleux au chocolat, ganache onctueuse, glaçage chocolat noir avec des éclats de grués caramélisés","['Œufs', 'Lait', 'Fruits à coque', 'Farine', 'Farine', ""Poudre d'amande""]",,,,,,
1628,Crème glacée café,3760039984135,['France'],[],[],?,189,791 kj(189 kcal),"9,4","5,9",24,20,"3,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,
1629,Premix Flour Brownies - Prozis,5600499552179,['France'],[],[],?,380,1590 kj(380 kcal),"4,8","4,2",80,44,"2,6","1,2","0,48",,['Prozis'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,
1630,Pain d'épice - Les saveurs du clavon - 150g,3760133670354,['France'],[],[],?,?,,?,,?,,?,0,0,B,['Les saveurs du clavon'],"['Biscuits et gâteaux', ""Pains d'épices""]",,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,150 g,,,,,,,,,,,
1631,"Tsarine Champagne Brut 1er Cru 12, 5° -75cl",3416180015227,['France'],[],[],?,75,314 kj(75 kcal),"1,4","0,33","1,4","0,38","0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Turron de Alicante - El Lobo,8410317212119,['France'],[],[],?,549,2297 kj(549 kcal),33,"2,5",45,25,17,0,0,E,['El Lobo'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux amandes', 'Tourons croquants aux amandes', 'es:Turrón de Alicante']",,33 g,en quantité élevée,2.5 g,en quantité modérée,25 g,en quantité élevée,0 g,en faible quantité,,+1%,+1%,+2%,-3%,+7%,-30%,+16%,-100%,-100%,13,-17%,D,-17%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,,
1633,Miel d'oranger - Famille Perronneau,3263620418564,['France'],[],[],?,?,,?,,?,,?,,,B,['Famille Perronneau'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'agrumes"", ""Miels d'oranger""]",,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,['Bocal en verre'],,,,,,,,,,
1634,Ravioli in pikanter Sauce - Combino,1759,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,['Combino'],"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioli']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Becher', 'Dose', 'Konserve']",,,,,,,,,,
1635,Jamon loncheado a mano,8436039571945,['France'],[],[],?,331,1385 kj(331 kcal),"21,1","7,2","0,9","0,5","34,3","4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,
1636,Crema Para Cafe Coffee Mate 650GR. - Nestlé,7501059243071,['France'],[],[],?,?,,?,,?,,?,,,,['Nestlé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Nougat blanc de provence,3760009396500,['France'],[],[],?,455,1904 kj(455 kcal),"18,1","1,4","64,3","59,8","5,5","0,29","0,116",E,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats', 'Nougats blancs']",,18.1 g,en quantité modérée,1.4 g,en faible quantité,59.8 g,en quantité élevée,0.29 g,en faible quantité,,+3%,+3%,+20%,-1%,-5%,+4%,-19%,+288%,+288%,17,+9%,D,+9%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,,
1638,Mes petites amandes - Maison Guinguet,3760052696015,['France'],[],[],?,?,,?,,?,,?,,,,['Maison Guinguet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,"Corbières - au cœur de nos terroirs - 37,5cl",3263855110912,['France'],[],[],?,?,,?,,?,,?,,,,['au cœur de nos terroirs'],"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,5cl",['bouteille en verre'],,,,,,,,['Narbonne'],,
1640,Bloc de foie gras de canard au coteaux du layon - Ernest Soulard - 50g,3274760810934,['France'],[],[],?,450,1883 kj(450 kcal),48,21,"1,5","0,5",5,"1,1","0,44",B,['Ernest Soulard'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,48 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,1.1 g,en quantité modérée,,-8%,-8%,-5%,-2%,-29%,-62%,-18%,-10%,-10%,19,-7%,E,-7%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,50 g,,,,,,,,,,,
1641,Turron caramel,8410223902722,['France'],[],[],?,180,753 kj(180 kcal),14,5,9,9,5,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Dome glacé vanille fraise - Erhard,3428420007138,['France'],[],[],?,164,686 kj(164 kcal),5,"2,3",27,23,"1,7","0,04","0,016",,['Erhard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,rivière du mât,3290082028468,['France'],"['Eau', 'sirop de sucre', 'alcool de canne', 'arôme naturel de banane avec autres arômes naturels macérât de banane', 'arômes naturels ', 'dont macérât de vanille', 'colorant E150a', ' 6', ' BOISSON SPIRITUEUSE 70ah-35% 3290082 028468> DISTILLERIE RIVIERE DU MAT Fabriqué par Moscanin ZAC 2000', '1 rue Claude Chappe 97420 Le Port']",[],?,?,,?,,?,,?,,,C,['rivière du mât'],"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums']",,,,,,,,,,,,,,,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,['70 cl'],['E150a - Caramel E150a'],4,,,,,,,,
1644,Blé tendre campanelle - Epibreizh - 250g,3493600000209,['France'],"['farine de blé bio', 'sel de Guérande']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,['Epibreizh'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de blé dur']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",250 g,"['Plastique', 'Sachet']",,3,,['Gluten'],,,,"['Grand-Champ', 'France']",,
1645,Fantômes gout Jambon Fromage - Casino - 2x 80g,3222477394384,['France'],[],[],?,488,2042 kj(488 kcal),25,"2,7",62,"4,1","3,8","2,4","0,96",,['Casino'],,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 x 80 g,,,,,,,,,,,
1646,Les cigalines -  - 400g,3563350002461,['France'],[],[],?,?,,?,,?,,?,,,D,,"['Desserts', 'Surgelés', 'Aliments et boissons de Noël', 'Desserts glacés', 'Bûches de Noël', 'Bûches glacées']",,,,,,,,,,,,,,,,,,,,,,,,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,['Sans colorants'],400 g,,,,,,,,,,,
1647,Black & White - Nivea - 50ml,4005900372185,['France'],[],[],?,?,,?,,?,,?,,,,['Nivea'],"['Non alimentaire', 'Open Beauty Facts']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 ml,['Tube'],,,,,,,,,,
1648,Crème glacée marrons d aubenas,3760039986184,['France'],[],['Sans huile de palme'],?,241,1008 kj(241 kcal),11,"7,2",33,26,"2,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Sans colorants', 'Sans conservateurs', 'en:palm-oil-free']",,,,,,,,,,,,
1649,Roka Instant Noodles Mushroom,6923744358166,['France'],[],[],?,465,1946 kj(465 kcal),"20,1",10,"58,9","5,2","10,5","3,04","1,216",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,,,,,,,,,,+56%,+54%,+73%,+90%,+45%,+115%,+65%,+16%,+16%,,,,,,,,,,,,,,,,,,,,,,,,
1650,Château Picard - Saint Estèphe,3234783173904,['France'],[],[],?,?,,?,,?,,?,,,D,['Saint Estèphe'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,,,,,,,,,,,,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,['Bouteille en verre'],,,,,,,,,,
1651,Peterman Vivid Violet,5410293053525,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Trelawny rum,3700597303832,['France'],[],[],?,?,,?,,?,,?,0,0,C,,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums']",,,,,,,,,,,,,,,,,,-100%,-100%,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,,,,,
1653,Sita Mixed Spices - 30g,5023764852376,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 g,,,,,,,,,,,
1654,Lentilles Petits légumes - Knorr,29003167,['France'],[],[],?,0,0 kj(0 kcal),"3,7","0,6",48,10,18,"5,1","2,04",,['Knorr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,Roquette - Priméale,3613460001684,['France'],[],[],?,?,,?,,?,,?,0,0,,['Priméale'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Gaperon,3457200000250,['France'],[],[],?,268,1121 kj(268 kcal),"26,5","19,4","0,1","0,1","21,24","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,5020379024303,5020379024303,['France'],"['Peanuts ', '94%', ' Dry Roasted Flavour ', 'Maize Starch', 'Salt', 'Yeast Extract', 'spices: Paprika', 'Cinnamon', 'Onion Powder', 'Chilli Powder: Chilli', 'Cumin', 'Salt', 'Oregano', 'Garlic Powder', ' Herbs: Thyme', 'Oregano', ' Garlic Powder', 'Flavourings', 'Smoke Flavouring: contains Barley Malt Vinegar', ' Colour: Paprika Extract', 'Stabiliser ', 'Acacia Gum']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E160c - Extrait de paprika', ""E414 - Gomme d'acacia""]",4,,['Arachides'],,,,,,
1658,Truffes fantaisie - Truffettes De France,3472710054364,['France'],[],[],?,600,2510 kj(600 kcal),45,40,42,40,"4,3","0,04","0,016",,['Truffettes De France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,
1659,Ostréa - Fuchs - 250ml,3104182018253,['France'],"['Vinaigre de vin blanc', ""arômes naturels d'échalote et de citron"", 'conservateur : E228', 'contient des sulfites']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,?,,?,,?,,?,,,B,['Fuchs'],"['Vinaigres', 'Vinaigres de vin']",,,,,,,,,,,,,,,,,,,,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,250 ml,['Bouteille'],"['E228 - Sulfite acide de potassium', '', 'Risque élevé de sur-exposition']",4,,['Anhydride sulfureux et sulfites'],,http://www.vinaigres-fuchs.com,,['17390 La Tremblade - France'],,
1660,Pain d'epices,3540860036698,['France'],[],[],?,322,1347 kj(322 kcal),"2,7","0,3",70,47,"4,5","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,
1661,Bloc de foie gras de canard - Foies gras Espinet - 90g,3416360008865,['France'],[],[],1910,463,1910 kj(463 kcal),"46,6","19,5","2,5","1,8","6,5",1,"0,4",A,['Foies gras Espinet'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,46.6 g,en quantité élevée,19.5 g,en quantité élevée,1.8 g,en faible quantité,1 g,en quantité modérée,-6%,-6%,-6%,-8%,-9%,+18%,+35%,+6%,-18%,-18%,19,-7%,E,-7%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,90 g,"['Bocal', 'Verre']",,,,,,,,,,
1662,12 petits fours d'exception - Tipiak,3450350071088,['France'],[],[],?,276,1155 kj(276 kcal),"18,1","9,4","17,1","5,8","9,9","1,2","0,48",,['Tipiak'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Bouillon Vit Tiem,8936082240053,['France'],[],[],?,277,1159 kj(277 kcal),"5,6",0,"48,9","48,9","7,8",13,"5,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Noël à Grenoble,3665206106184,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Graine de citrouille poudre,3770009699327,['France'],[],[],?,400,1674 kj(400 kcal),"14,7","2,6","2,7","1,6",59,1,"0,4",,,['Graines de citrouille'],,14.7 g,en quantité modérée,2.6 g,en quantité modérée,1.6 g,en faible quantité,1 g,en quantité modérée,,,,,,,,,,,5,,C,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,
1666,Assortiment de 27 chocolats - Dolfin,5413415915879,['France'],[],[],?,541,2264 kj(541 kcal),36,22,43,39,8,"0,1","0,04",,['Dolfin'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Assortiments de chocolats']",,36 g,en quantité élevée,22 g,en quantité élevée,39 g,en quantité élevée,0.1 g,en faible quantité,,-2%,-2%,-1%,+4%,-7%,-6%,+12%,-26%,-26%,24,-2%,E,-2%,,,,,,,,['Fabriqué en Belgique'],,,,,,,,,,,,
1667,Gianduia 1865,8013108695339,['France'],[],[],?,550,2301 kj(550 kcal),32,"4,5",50,45,10,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Filets de colin d'Alaska - Thiriet - 1000g,3292590841478,['France'],"[""colin d'Alaska""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,62,259 kj(62 kcal),0,0,0,0,15,"0,4","0,16",,['Thiriet'],"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Colins', 'Filets de colin']",['Thiriet'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.4 g,en quantité modérée,,-52%,-51%,-100%,-100%,-100%,-100%,+5%,-27%,-27%,-4,,A,,,,,,,,,,1000 g,['Surgelé'],,1,Filets de colin d'Alaska,['Poisson'],['MSC-C-51868'],,,,,
1669,Foie gras de canard entier - Itinéraire des Saveurs,3250392842215,['France'],[],[],?,574,2402 kj(574 kcal),60,25,"2,1",2,"6,3","1,1","0,44",B,['Itinéraire des Saveurs'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,60 g,en quantité élevée,25 g,en quantité élevée,2 g,en faible quantité,1.1 g,en quantité modérée,,+9%,+9%,+10%,+8%,-12%,+52%,-16%,-8%,-8%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,"['Nutriscore', 'Nutriscore E']",,,,,,,,,,,,
1670,Mini Sujets de Noël,3674500000005,['France'],[],[],?,438,1833 kj(438 kcal),27,"16,3",42,38,"5,8","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,8411735653041,8411735653041,['France'],[],[],?,215,900 kj(215 kcal),11,"1,8",0,0,25,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,Mes Haricots blancs bio au naturel - Naturéo,3701091700240,['France'],[],[],?,147,615 kj(147 kcal),"0,5","0,1",22,"1,2","9,5","0,81","0,324",,['Naturéo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines']",,0.5 g,en faible quantité,0.1 g,en faible quantité,1.2 g,en faible quantité,0.81 g,en quantité modérée,,-52%,-51%,-93%,-89%,-45%,-8%,-21%,+231%,+231%,-1,,A,,,,,,,,,['Bio'],,,,,,,,,,,,
1673,Couronne des rois - 350g,3760255300481,['France'],[],[],?,357,1494 kj(357 kcal),18,11,39,"8,1","8,9","0,94","0,376",C,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Couronnes des rois']",,18 g,en quantité modérée,11 g,en quantité élevée,8.1 g,en quantité modérée,0.94 g,en quantité modérée,,+2%,+2%,+51%,+99%,-25%,-53%,+15%,+6%,+6%,19,+22%,E,+22%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,['Fabriqué en France'],350 g,,,,,,,,,,,
1674,Mon Maïs doux bio en grains - NaturéO - 330g,3701091788859,['France'],[],[],465,110,465 kj(110 kcal),"1,7","0,3",20,"5,4","2,7","0,59","0,236",B,['NaturéO'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Céréales et dérivés', 'Légumes et dérivés', 'Légumes en conserve', 'Céréales en conserve', 'Maïs en conserve', 'Maïs doux en conserve']",,1.7 g,en faible quantité,0.3 g,en faible quantité,5.4 g,en quantité modérée,0.59 g,en quantité modérée,+17%,+24%,+23%,+5%,-4%,+40%,+12%,-3%,+31%,+31%,-5,,A,,46.7%,26.8%,12.8%,6.4%,3.5%,3.8%,81,"['Bio', 'Origine France']",330 g,"['Bocal', 'Verre']",,,,,,,,['France'],,
1675,Mes Haricots verts bio extra-fins 660g - Naturéo,3701091755578,['France'],[],[],?,20,84 kj(20 kcal),"0,3","0,1","1,2","0,5","1,3","0,61","0,244",B,['Naturéo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Haricots verts', 'Légumineuses en conserve', 'Haricots verts en conserve']",,0.3 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.61 g,en quantité modérée,,-17%,-15%,+20%,+83%,-55%,-35%,-12%,-9%,-9%,-3,,A,,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,['Bio'],,,,,,,,,,,,
1676,Sauté de dinde aux marrons sauce forestière,3700428460208,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Chinotto - Spuma Alpina - 250ml,8006672000418,"['France', 'Italie']","['eau', 'sucre', 'jus de citrons italiens de concentré', 'sucre caramélisé', ""dioxyde de carbone d'origine naturelle d'extracion minière"", 'arômes naturels', '0', '1% infusion de chinotto de Savona Presidio Slow Food']",[],226,?,226 kj(54 kcal),0,0,12,12,0,0,0,,['Spuma Alpina'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux']",,0 g,en faible quantité,0 g,en faible quantité,12 g,en quantité élevée,0 g,en faible quantité,+32%,,+35%,-100%,-100%,+43%,+62%,-100%,-100%,-100%,16,+171%,E,+171%,,,,,,,,,250ml,,,,,,,,['Italie'],"['Mariano Comense', 'Italie']",,
1678,Nutri-équilibre Aloe vera,3613960010162,['France'],[],[],?,186,778 kj(186 kcal),"0,5",0,11,0,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,La belle de Noël - La bierataise - 33cl,3760058570128,['France'],"['eau', ""malt d'orge"", ""d'avoine"", 'de sarrasin', 'lactose', 'cassonade', 'café', 'chicorée', 'houblon', 'levure', 'cardamome']",['Non végétalien'],?,?,,?,,?,,?,,,C,['La bierataise'],"['Boissons', 'Boissons alcoolisées', 'Bières']",,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,33 cl,,,4,,['Lait'],,,,,,
1680,Galantine charcutiere de chapon aux girolles - Maison Prunier,3350240540277,['France'],[],[],?,212,887 kj(212 kcal),16,5,5,1,11,0,0,,['Maison Prunier'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Noix de cajou biox,2215755000009,['France'],[],[],?,?,,?,,?,,?,,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,,,,,,,,,,,,,,,,,,,,,,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,
1682,Sainte maure fromage de chèvre au lait entier pasteurisé,3417881212021,['France'],[],[],?,195,816 kj(195 kcal),"15,6","10,6","1,7","1,7","12,1","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 24.451.001 CE', 'Saint-Martial-de-Valette (Dordogne, France)']",,,,,
1683,selle-sur-cher,0201400024607,['France'],[],[],?,?,,?,,?,,?,,,E,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Fromages de chèvre', 'Selles-sur-Cher']",,,,,,,,,,,,,,,,,,,,,,,,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,['AOP'],,,,,,,,,,,,
1684,Gingembre moulu - Épice d'Or,3760197942466,['France'],[],[],?,?,,?,,?,,?,0,0,B,"[""Épice d'Or""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Gingembre', 'Gingembre en poudre']",,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,37.8%,0.0%,31.7%,20.0%,10.4%,0.0%,93,,,"['Pot', 'Plastique']",,,,,,,,,,
