,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,labels,manufacturing,markets,allergens,ingredients_origins,link,traceability_code,brand_owner,palm_ingredients
1833,Madeleines d'Espagne - 350g,3700411906072,B,350 g,,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",['France'],[],,[],,24.2 g,en quantité élevée,4 g,en quantité modérée,23.8 g,en quantité élevée,0.535 g,en quantité modérée,?,,446,+1%,1866 kj(446 kcal),+1%,"24,2",+6%,4,-42%,"49,7",-6%,"23,8",-13%,"6,3",+11%,"0,535",-34%,"0,214",-34%,15,-18%,D,-18%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,,,,
1834,Madeleines d'Espagne - Pâtisserie de la Manche - 350g,3700411906089,B,350g,['Pâtisserie de la Manche'],"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines', 'Madeleines longues']",['France'],[],,[],,24.2 g,en quantité élevée,4 g,en quantité modérée,23.8 g,en quantité élevée,0.535 g,en quantité modérée,?,,446,+1%,1866 kj(446 kcal),+2%,"24,2",+14%,4,+15%,"49,7",-9%,"23,8",-16%,"6,3",+12%,"0,535",-36%,"0,214",-36%,15,-7%,D,-7%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,['Plastique'],,,,,,,,,
1835,Madesquises Chocolat,3700411906768,,,,,['France'],[],,[],,,,,,,,,,?,,433,,1812 kj(433 kcal),,19,,"1,9",,60,,"31,6",,"5,8",,"1,1",,"0,44",,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,"['EMB 56081', 'Guiscriff (Morbihan, France)']",,
1836,Muffin tendre epis - 300g,3700411906898,,300 g,,,['France'],[],,[],,,,,,,,,,?,,402,,1682 kj(402 kcal),,19,,"4,5",,54,,24,,"5,7",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,
1837,Étoiles coco - 250g,3700411908250,,250 g,,,['France'],[],,[],,,,,,,,,,?,,444,,1858 kj(444 kcal),,23,,8,,54,,27,,"5,5",,"0,8",,"0,32",,,,,,,,,,,,,,,['Fabriqué en Espagne'],,,,,,,,
1838,Madeleine coquiiles,3700411908366,B,,,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",['France'],[],,[],,24 g,en quantité élevée,3.1 g,en quantité modérée,16 g,en quantité élevée,0.8 g,en quantité modérée,?,,445,+1%,1862 kj(445 kcal),+1%,24,+5%,"3,1",-55%,53,+0%,16,-42%,5,-12%,"0,8",-1%,"0,32",-1%,14,-24%,D,-24%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,,,,
1839,Pancake,3700413400073,,,,,['France'],[],,[],,,,,,,,,,?,,367,,1536 kj(367 kcal),,"4,2",,"1,4",,"24,1",,"1,3",,"57,5",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,
1840,Préparation pour Boisson au café façon cappuccino,3700413400516,,,,,['France'],[],,[],,,,,,,,,,?,,41,,172 kj(41 kcal),,0,,0,,"0,65",,"0,4",,9,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,
1841,Préparation pour Boisson Cacao intense - KOT - 7sachets de 22g,3700413400745,,7 sachets de 22 g,['KOT'],,['France'],[],,[],,,,,,,,,,?,,346,,1448 kj(346 kcal),,"2,8",,"1,7",,"11,4",,8,,"64,9",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,
1842,Préparation pour Boisson arôme orange,3700413400783,,,,,['France'],[],,[],,,,,,,,,,?,,39,,163 kj(39 kcal),,0,,0,,"0,8",,"0,4",,"8,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
1843,Préparation pour Boisson façon Smoothie saveur mangue-passion,3700413401155,,,,,['France'],[],,[],,,,,,,,,,?,,336,,1406 kj(336 kcal),,"1,1",,"0,5",,"11,1",,6,,"66,2",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
1844,Kot Pancake Aux Pepites De Chocolat - Etui De 7?,3700413401278,,,,,['France'],[],,[],,,,,,,,,,?,,402,,1682 kj(402 kcal),,"13,5",,"5,2",,"11,4",,"1,9",,"59,7",,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,
1845,Préparation pour Crème dessert saveur Chocolat Noisette,3700413401391,,,,,['France'],[],,[],,,,,,,,,,?,,363,,1519 kj(363 kcal),,"5,6",,"2,4",,"13,1",,"9,9",,"60,5",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
1846,Préparation pour Crème dessert café façon opéra,3700413401926,,,,,['France'],[],,[],,,,,,,,,,?,,356,,1490 kj(356 kcal),,"4,1",,"2,4",,"11,1",,"8,1",,"65,8",,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,
1847,"Kot Crème Dessert Café Opéra, Pot De",3700413401940,,,['Kot'],,['France'],"['Protéines de lait ', '53,9%', 'copeaux de chocolat ', '9%', ' ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'vanille naturelle', 'protéines de soja', 'poudre de fromage blanc ', 'lait', 'poudre de blanc d’œuf', 'café soluble en poudre ', '5,2%', 'épaississants : hydroxypropylméthyl cellulose et carraghénane', 'inuline', 'arôme', 'sel', 'stabilisant : diphosphate disodique', 'colorant : caramel E150c', 'polydextrose', 'émulsifiant : lécithine de tournesol', 'vanilline', 'édulcorants : sucralose et acésulfame de potassium']","['E322i - Lécithine', 'E450i - Pyrophosphate de sodium acide', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E1200 - Polydextrose', 'E955 - Sucralose', 'E950 - Acésulfame K']",['Non végétalien'],4,,,,,,,,,?,,356,,1490 kj(356 kcal),,"4,1",,"2,4",,"11,1",,"8,1",,"65,8",,"2,3",,"0,92",,,,,,,,,,,,,,,,,,"['Céleri', 'Crustacés', 'Œufs', 'Lupin', 'Lait', 'Mollusques', 'Soja', 'Anhydride sulfureux et sulfites']",,,,,
1848,Préparation pour Petit dej' saveur fruits rouges façon crumble,3700413401971,,,,,['France'],[],,[],,,,,,,,,,?,,344,,1439 kj(344 kcal),,"1,5",,"0,7",,"16,8",,"9,9",,"63,9",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
1849,Noix de soja grillées,3700413403203,,,,,['France'],[],,[],,,,,,,,,,?,,443,,1854 kj(443 kcal),,"23,3",,"3,1",,11,,7,,38,,"3,33",,"1,332",,,,,,,,,,,,,,,,,,,,,,,
1850,Substitut De Repas Cacahuètes & Chocolat Au Lait - Kotanyi,3700413403371,B,,['Kotanyi'],"['Plats préparés', 'Substituts de repas']",['France'],['OT ÉQUILIBRE Riche en protéines et en fibres / Rico en proteinas y fibra 1 barre = 1 repas ='],,[],,12.6 g,en quantité modérée,4.1 g,en quantité modérée,20.4 g,en quantité élevée,1.1 g,en quantité modérée,?,,214,-34%,895 kj(214 kcal),-33%,"12,6",+33%,"4,1",+99%,"41,6",+27%,"20,4",+49%,24,+17%,"1,1",+38%,"0,44",+38%,,,,,62.5%,17.1%,9.5%,6.2%,3.7%,1.0%,84,,,,,,,,,,,
1851,Pot économique Omelette Aux Fines Herbes - Kot,3700413403401,,,['Kot'],,['France'],[],,[],,,,,,,,,,?,,386,,1615 kj(386 kcal),,11,,"3,6",,"4,4",,"2,5",,"65,1",,"4,3",,"1,72",,,,,,,,,,,,,,,,,,,,,,,
1852,Préparation pour Mug'KOT Fondant saveur chocolat,3700413403432,,,,,['France'],[],,[],,,,,,,,,,?,,334,,1397 kj(334 kcal),,"3,5",,"1,5",,"11,3",,"3,2",,"58,5",,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,
1853,Le Pti' Kot - 1kg,3700413403500,,1 kg,,,['France'],[],,[],,,,,,,,,,?,,430,,1799 kj(430 kcal),,17,,"6,7",,36,,"2,5",,32,,"0,86",,"0,344",,,,,,,,,,,,,,,,,,,,,,,
1854,Mini Cake Saveur Chocolat - Régime Minceur - Kot,3700413403524,,,['Kot'],,['France'],['SOT ÉQUILIBRE Riche en protéines et en fibres Sans sucre Convient aux végétariens'],,[],,,,,,,,,,?,,297,,1243 kj(297 kcal),,"12,9",,"1,9",,"30,7",,"0,5",,"17,7",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,
1855,Crème Gourmande saveur vanille,3700413403531,,,,,['France'],[],,[],,,,,,,,,,?,,75,,314 kj(75 kcal),,"1,7",,"1,1",,"2,5",,"0,4",,"11,2",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,
1856,Crème Gourmande saveur chocolat,3700413403548,,,,,['France'],[],,[],,,,,,,,,,?,,79,,331 kj(79 kcal),,"2,1",,"1,3",,2,,"1,1",,"11,5",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,
1857,Croustillant chocolat noir,3700413403555,,,,,['France'],[],,[],,,,,,,,,,?,,421,,1761 kj(421 kcal),,"22,4",,"13,4",,"42,3",,"0,5",,"21,1",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,
1858,Wok poulet sauce aigre-douce,3700413403562,,,,,['France'],[],,[],,,,,,,,,,?,,68,,285 kj(68 kcal),,1,,"0,001",,"2,1",,"1,9",,"10,8",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,
1859,Tajine aux saveurs d'Orient -,3700413403586,D,,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Tajines de poulet']",['France'],[],,[],,0.9 g,en faible quantité,0.2 g,en faible quantité,0.8 g,en faible quantité,0.6 g,en quantité modérée,?,,71,-46%,297 kj(71 kcal),-44%,"0,9",-77%,"0,2",-71%,"3,5",-72%,"0,8",-77%,"11,5",+58%,"0,6",-25%,"0,24",-25%,-3,-11211%,A,-11211%,79.2%,13.1%,2.3%,3.2%,1.3%,0.9%,42,,,,,,,,,,,
1860,Boulettes kefta riz et aubergines,3700413403593,,,,,['France'],[],,[],,,,,,,,,,?,,127,,531 kj(127 kcal),,"3,9",,"1,4",,"13,6",,"1,1",,"8,1",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,
1861,Aiguillettes de poulet et sa ratatouille -,3700413403609,D,,,"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Poulets', 'Plats à la volaille', 'Plats au poulet', 'Aiguillettes de poulet']",['France'],[],,[],,1.1 g,en faible quantité,0.2 g,en faible quantité,1.1 g,en faible quantité,0.9 g,en quantité modérée,?,,73,-42%,305 kj(73 kcal),-42%,"1,1",-41%,"0,2",-58%,"3,1",+243%,"1,1",+268%,"11,8",-48%,"0,9",+106%,"0,36",+106%,-2,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
1862,Pasta k,3700413403647,,,,,['France'],[],,[],,,,,,,,,,?,,336,,1406 kj(336 kcal),,"3,4",,"1,7",,"12,8",,"0,7",,60,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,
1863,Barre Chocolat façon Brownie,3700413403654,,,,,['France'],[],,[],,,,,,,,,,?,,335,,1402 kj(335 kcal),,"11,6",,"3,6",,"12,8",,"8,5",,"35,3",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,
1864,Barre gourmande fruits rouges,3700413403661,,,,,['France'],[],,[],,,,,,,,,,?,,324,,1356 kj(324 kcal),,"10,6",,"3,5",,"17,9",,"8,1",,"27,7",,"0,44",,"0,176",,,,,,,,,,,,,,,,,,,,,,,
1865,Salade de poulet aux pâtes,3700413403722,D,,,"['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Salades', 'Plats préparés à la viande', 'Salades composées', 'Salades de pâtes', 'Plats à la volaille', 'Plats au poulet', 'Salades de légumes']",['France'],[],,[],,2.9 g,en faible quantité,0.1 g,en faible quantité,1.1 g,en faible quantité,0.89 g,en quantité modérée,?,,87,-47%,364 kj(87 kcal),-47%,"2,9",-65%,"0,1",-93%,"3,5",-75%,"1,1",-47%,"10,6",+63%,"0,89",+16%,"0,356",+16%,-1,-219%,A,-219%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,,,,,,,,,
1866,Médaillons de boeuf et legumes en sauce,3700413403760,,,,,['France'],[],,[],,,,,,,,,,?,,89,,372 kj(89 kcal),,"2,6",,1,,"3,6",,"0,8",,"10,9",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,
1867,Curry de poulet au lait de coco,3700413403807,D,,,"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à base de riz', 'Poulets', 'Volailles cuites', 'Plats à la volaille', 'Poulets cuisinés', 'Plats au poulet', 'Poulets au curry']",['France'],[],,[],,2.6 g,en faible quantité,1.6 g,en quantité modérée,1 g,en faible quantité,0.9 g,en quantité modérée,?,,106,-22%,444 kj(106 kcal),-19%,"2,6",-43%,"1,6",-12%,"11,5",-17%,1,-44%,"7,8",+9%,"0,9",+16%,"0,36",+16%,1,-27%,B,-27%,80.4%,13.1%,1.9%,2.8%,1.1%,0.8%,36,,,,,,,,,,,
1868,Foie gras de canard entier - Arnabar - 200g,3700415000172,B,200 g,['Arnabar'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",['France'],[],,[],,50.1 g,en quantité élevée,22.9 g,en quantité élevée,0.6 g,en faible quantité,1 g,en quantité modérée,?,,487,-8%,2038 kj(487 kcal),-8%,"50,1",-8%,"22,9",-1%,"2,2",-8%,"0,6",-55%,"6,9",-8%,1,-17%,"0,4",-17%,20,-4%,E,-4%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,
1869,Bloc de foie gras de canard - Arnabar,3700415000264,B,,['Arnabar'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",['France'],[],,[],,50.1 g,en quantité élevée,22.9 g,en quantité élevée,0.6 g,en faible quantité,1 g,en quantité modérée,?,,487,-1%,2038 kj(487 kcal),-0%,"50,1",-1%,"22,9",+7%,"2,2",+4%,"0,6",-55%,"6,9",+13%,1,-18%,"0,4",-18%,20,-2%,E,-2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,
1870,Confit de canard - Arnabar,3700415000318,E,,['Arnabar'],"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Plats au canard', 'Canards', 'Confits de canard']",['France'],[],,[],,2.5 g,en faible quantité,0.904 g,en faible quantité,0 g,en faible quantité,2 g,en quantité élevée,?,,152,-47%,636 kj(152 kcal),-46%,"2,5",-88%,"0,904",-87%,0,-100%,0,-100%,"32,4",+47%,2,+33%,"0,8",+33%,4,-74%,C,-74%,79.0%,12.3%,1.9%,2.6%,1.0%,3.3%,27,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,
1871,6 Confit Duck Wings / 6 Manchons De Canard Confits - Arnabar,3700415000332,,,['Arnabar'],,['France'],[],,[],,,,,,,,,,?,,217,,908 kj(217 kcal),,"10,5",,"4,8",,0,,0,,"30,7",,"2,25",,"0,9",,,,,,,,,,,,,,,,,,,,,,,
1872,Pâté basque relevé au Piment d'Espelette - Arnabar - 125g,3700415000394,D,125 g,['Arnabar'],"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne', 'Pâtés basques']",['France'],"['Viande et gras de porc', 'foie de porc', 'œuf', 'sel', 'sucre', ""piment d'Espelette AOP "", '0,55 %', 'poivre']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,35.5 g,en quantité élevée,13.4 g,en quantité élevée,1 g,en faible quantité,1.4 g,en quantité modérée,?,,379,+22%,1586 kj(379 kcal),+22%,"35,5",+31%,"13,4",+33%,3,+24%,1,+9%,"13,6",-4%,"1,4",-16%,"0,56",-16%,20,+5%,E,+5%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,['Conserve'],,,,['Œufs'],,,,,
1873,Paté basque - Arnabar,3700415000400,,,['Arnabar'],,['France'],"['Viande et gras de porc', 'foie de porc', 'œuf', 'sel', 'sucre', 'piment d’Espelette AOP 0,55%', 'poivre', ' Servir frais', ' Conserver dans un endroit sec et frais Poids net 190g roduits gastronomiques']",,"['Non végétalien', 'Non végétarien']",,,,,,,,,,?,,379,,1586 kj(379 kcal),,"35,5",,"13,4",,"1,3",,1,,"13,6",,"1,4",,"0,56",,,,,,,,,,,,,,,['Bio'],,,['Œufs'],,,,,
1874,Chocolat noir à la violette - Maison Francis Miot - 80g,3700416200793,E,80 g,['Maison Francis Miot'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['France'],"['Chocolat noir Extra 98 % ', 'masse de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'violettes cristallisées 2 % ', 'sucre', 'fleurs naturelles', 'épaississant : gomme arabique', 'colorant : carmin de cochenille et indigotine', 'arôme', ' arôme violettes Traces éventuelles de lait ou de produit à base de lait', 'de gluten et de fruits à coques']","['E322i - Lécithine', ""E414 - Gomme d'acacia"", 'E120 - Acide carminique', ""E132 - Indigotine carmin d'indigo""]",[],4,36 g,en quantité élevée,22 g,en quantité élevée,42 g,en quantité élevée,0.025 g,en faible quantité,?,,547,-2%,2289 kj(547 kcal),-1%,36,-9%,22,-5%,46,+19%,42,+32%,"5,6",-27%,"0,025",-46%,"0,01",-46%,25,+18%,E,+18%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,,,
1875,Chocolat maison francis miot,3700416200830,E,,['Francis Miot'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats noirs au yuzu']",['France'],"['Chocolat noir Extra 92 % ', 'masse de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'écorces de citron confites ', 'écorces de citron', 'sirop de glucose-fructose', 'saccharose', 'acidifiant : acide citrique', 'conservateurs : sorbate de potassium et anhydride sulfureux', 'écorces de yuzu de Kôchi en poudre 1,3 0%', ' Traces éventuelles de lait ou de produit à base de lait', 'de gluten et de fruits à coques']","['E322i - Lécithine', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",[],4,34 g,en quantité élevée,21 g,en quantité élevée,44 g,en quantité élevée,0.02 g,en faible quantité,?,,529,-5%,2213 kj(529 kcal),-5%,34,-14%,21,-9%,48,+24%,44,+39%,"5,3",-31%,"0,02",-57%,"0,008",-57%,25,+18%,E,+18%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,['Anhydride sulfureux et sulfites'],,,,,
1876,Les bijoux de la reine -,3700416211041,,,,,['France'],[],,[],,,,,,,,,,?,,453,,1895 kj(453 kcal),,18,,"1,7",,61,,48,,10,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
1877,Le trio de Coucougnettes - Francis Miot - 135g,3700416211751,,135 g,['Francis Miot'],['Coucougnettes'],['France'],"['sucre glace ', 'sucre', 'antiagglomérant : amidon de maïs', 'amandes 24%', 'chocolat noir 15% ', 'masse de cacao', 'sucre', 'beurre de cacao', 'arôme naturel de vanille', 'amande grillée 7%', 'sucre semoule', 'sirop de sucre inverti', 'stabilisant : sorbitols', 'poudre de cacao', 'extrait de Grand Marnier ', 'alcool', 'eau', 'Cognac', ""arômes naturels d'oranges amères"", 'colorant : caramel ordinaire', 'humectant : glycérol', 'Armagnac', 'Vodka gingembre', 'arôme framboise', 'huile essentielle mentha arvensis', ""agent d'enrobage : gomme arabique"", 'acidifiant : acide lactique', 'colorants : E120 carmin de cochenille,E131 lutéine', 'E131 bleu patenté']","['E420 - Sorbitol', 'E150a - Caramel E150a', 'E422 - Glycérol', ""E414 - Gomme d'acacia"", 'E270 - Acide lactique', 'E120 - Acide carminique', 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition']","['Non végétalien', 'Non végétarien']",4,23 g,en quantité élevée,6.6 g,en quantité élevée,46 g,en quantité élevée,0.08 g,en faible quantité,?,,476,,1992 kj(476 kcal),,23,,"6,6",,54,,46,,11,,"0,08",,"0,032",,21,,E,,,,,,,,,"Amandes grillées, enrobées de chocolat noir, roulées à la main dans des pâtes d'amande aromatisées",['Plastique'],['French Haute Gourmandise'],,,['Fruits à coque'],,http://www.francis-miot.com/le-trio-de-coucougnettes-sachet-135g.html,"['EMB 64550A', 'Uzos (Pyrénées-Atlantiques, France)']",,
1878,Les galipettes,3700416211775,,,,,['France'],[],,[],,,,,,,,,,?,,533,,2230 kj(533 kcal),,31,,11,,51,,47,,"9,6",,"0,24",,"0,096",,,,,,,,,,,,,,,,,,,,,,,
1879,Les croquants de sorcière aux amendes - Maison Francis Miot,3700416240201,D,,['Maison Francis Miot'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Croquants aux amandes']",['France'],"['Sucre', 'amandes 20 %', 'farine de blé', ""blancs d'œufs""]",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,13 g,en quantité modérée,1 g,en faible quantité,65 g,en quantité élevée,0.08 g,en faible quantité,?,,456,+0%,1908 kj(456 kcal),-0%,13,-27%,1,-80%,73,+19%,65,+78%,11,+30%,"0,08",-73%,"0,032",-73%,15,-11%,D,-11%,89.3%,5.9%,1.9%,1.8%,1.1%,0.0%,35,,"['Sachet', 'Plastique']","['Sans colorants', 'Sans conservateurs']",,,"['Œufs', 'Gluten', 'Fruits à coque']",,,,,
1880,Les croquants caramel au beurre salé - Maison Francis Miot,3700416240461,,,['Maison Francis Miot'],,['France'],[],,[],,,,,,,,,,?,,402,,1682 kj(402 kcal),,5,,"0,6",,81,,73,,"6,3",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,
1881,Takikomi recette japonaise riz vapeur aux légumes et aux fruits de mer - Ajinomoto - 560g,3700417301505,,560g,['Ajinomoto'],,['France'],"['Riz blanc précuit 44,7 % ', 'eau', 'riz', 'sel', 'brocoli 9,1%', 'poivron rouge 7,8%', 'crevettes décortiquées cuites 7', '1 % ', 'crevettes', 'eau', 'sel', 'tentacules de calmar 6%', 'graine de soja 4,9%', 'sauce soja 3,5% ', 'eau', 'soja', 'blé', 'sel', ""vinaigre d'alcool"", 'alcool', 'sucre', 'haricots adzuki 3,5%', 'eau', 'huile de tournesol', 'graines de sésame doré', 'vinaigre de riz ', 'riz', 'eau', 'mirin ', 'sirop de glucose de tapioca', 'eau', 'riz gluant', 'alcool de canne à sucre', 'sel', 'riz', 'purée de tomate double concentrée', 'sucre', 'sauce de poisson ', 'poisson', 'sel', 'eau', 'jus de yuzu 0,3%', 'fumet de poisson aromatisé déshydraté ', 'maltodextrine', 'sel', 'farine de blé', 'poisson', 'sucre', 'légumes ', 'oignon', 'poireau', 'céleri', 'crème ', 'lait', 'extrait de levure', ""huile d'olive"", 'arôme naturel ', 'contient poisson', 'lactose', 'crevette en poudre et extrait de crevette', 'épices et plantes aromatiques', 'extrait de vin blanc', 'gingembre', 'épaississant : gomme guar', ' Traces de contamination croisée de moutarde']",['E412 - Gomme de guar'],"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,124,,519 kj(124 kcal),,"4,1",,"1,2",,17,,"1,7",,"4,4",,"0,85",,"0,34",,,,,,,,,,,,,,,,,,"['Céleri', 'Crustacés', 'Poisson', 'Gluten', 'Lait', 'Soja']",,,"['FR 29.188.020 CE', 'Plougasnou (Finistère, France)']",,
1882,Cure Eclair Liberté,3700421904082,,,['Cure Eclair Liberté'],,['France'],"['Légumes ', '60%', ' ', 'pomme de terre', 'chou ', '6%', 'oignon', 'poireau', 'carotte', 'tomate', 'céleri', ' protéines de soja', 'sel', 'épaississant : guar', 'aromates', 'extrait de levure', 'chitosan ', 'crustacés', 'extrait de thé vert et extrait de café vert', ' Contient céleri', 'soja', 'crustacé ', 'chitosan']",['E412 - Gomme de guar'],"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,287,,1201 kj(287 kcal),,"0,1",,"0,1",,"3,9",,"0,1",,"2,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,"['Céleri', 'Crustacés', 'Soja']",,,,,
1883,Confiture de lait nature - Au Faisan doré,3700422210137,B,,['Au Faisan doré'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Confitures de lait']",['France'],[],,[],,3.5 g,en quantité modérée,1.9 g,en quantité modérée,56 g,en quantité élevée,0.35 g,en quantité modérée,?,,288,-3%,1205 kj(288 kcal),-3%,"3,5",-37%,"1,9",-41%,57,+3%,56,+10%,"7,4",+14%,"0,35",+4%,"0,14",+4%,15,-10%,D,-10%,46.2%,16.3%,23.6%,9.1%,3.8%,1.0%,85,,,"['Sans colorants', 'Sans conservateurs', 'en:Lait-francais-french-milk']",,,,,,,,
1884,Coulis de myrtille - Au Faisan Doré,3700422215002,,,['Au Faisan Doré'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', 'Coulis de myrtille']",['France'],"['pulpe de myrtille', 'sucre', 'gélifiant : pectine']",['E440 - Pectines'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.18 g,en faible quantité,0.02 g,en faible quantité,29.7 g,en quantité élevée,0.005 g,en faible quantité,?,,141,-8%,590 kj(141 kcal),-8%,"0,18",-16%,"0,02",+89%,"32,6",-11%,"29,7",-13%,"0,5",+53%,"0,005",-76%,"0,002",-76%,5,+11%,C,+11%,,,,,,,,,,,,,,,,,,
