,name,bar_code,quantity,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,allergens,nova_score,additives,traceability_code,packaging,ingredients_origins,manufacturing,generic_name,link,palm_ingredients,brand_owner,origin_detail
1519,Fraise - Les 4 Saisons - 500g + 25% GRATUIT,3470410012790,500 g + 25% GRATUIT,['Carrefour'],['France'],"['Fraise', 'sucre', 'gélifiant : pectine']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1015,?,1015 kj(243 kcal),0,0,60,59,"0,6",0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confiture de fruits allégée en sucres', 'Confitures de fraises']",['en:produced-in-bretagne'],0 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0 g,en faible quantité,+52%,,+48%,-100%,-100%,+54%,+56%,+17%,-100%,-100%,11,+67%,D,+67%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['Les 4 Saisons'],,4,['E440 - Pectines'],,"['Bocal', 'Verre', 'Couvercle', 'Métal']",,"['France', 'Bretagne']",Confiture extra cuite au chaudron de cuivre,,,,
1520,Mûre Framboise Cranberry (+10% gratuit) - Les 4 Saisons - 440g,3470410016606,440 g,['Carrefour'],['France'],"['Mûre ', '24 %', 'framboise ', '24 %', 'cranberry ', '12 %', 'sucre', 'gélifiant : pectine']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits', 'Confitures de fruits rouges', 'Confitures de fruits rouges mélanges']",['en:produced-in-bretagne'],,,,,,,,,,,,,,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['Les 4 Saisons'],,4,['E440 - Pectines'],,"['Bocal', 'Verre']",,"['Bretagne', 'France']",Confiture extra cuite au chaudron de cuivre,http://4sais.com/produit.php?id=26,,,
1521,Crème de Caramel à la fleur de sel de Guérande - Les 4 Saisons,3470410020146,,,['France'],"['Sucre', 'crème ', 'lait', 'beurre de Bretagne ', 'lait', 'glucose', 'eau', 'fleur de sel de Guérande', 'sorbate de potassium', 'stabilisant : gomme xanthane', 'antioxydant : vitamine E']","['Sans huile de palme', 'Non végétalien']",?,405,1695 kj(405 kcal),20,15,55,42,1,"1,5","0,6",,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Caramels au beurre salé']",,20 g,en quantité modérée,15 g,en quantité élevée,42 g,en quantité élevée,1.5 g,en quantité modérée,,-1%,-1%,+46%,+68%,-19%,-17%,-57%,+55%,+55%,30,+21%,E,+21%,,,,,,,,['Les 4 Saisons'],['Lait'],4,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",,,,,,,,,
1522,Confit de figue du Var au vinaigre de framboise - Les 4 Saisons - 125g,3470410020948,125 g,['Magasins U'],['France'],"['Figue du Var ', '61%', 'vin blanc ', 'lait', 'sulftes', 'sucre', 'vinaigre de Framboise ', '8%', 'jus de citron', 'sel', 'mélange 5 baies', ' A apprécier en accompagnement de canard', 'en salade', 'sur canapé ou avec du foie gras']",['Non végétalien'],?,224,937 kj(224 kcal),"0,4","0,06",47,"46,3","1,5","0,8","0,32",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Chutneys de fruit', 'Confits de figues']",,0.4 g,en faible quantité,0.06 g,en faible quantité,46.3 g,en quantité élevée,0.8 g,en quantité modérée,,+17%,+16%,-27%,-59%,+8%,+12%,+73%,+86%,+86%,13,+63%,D,+63%,,,,,,,,['Les 4 Saisons'],['Lait'],3,,,,,,,,,,
1523,Abricot - Les 4 Saisons - 500g + 25% GRATUIT,3470410021969,500 g + 25% GRATUIT,['Carrefour'],['France'],"['Abricot de la Vallée du Rhône', 'sucre', 'gélifiant : pectine']",[],1084,?,1084 kj(259 kcal),0,0,59,58,"0,8",0,0,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",['en:produced-in-bretagne'],0 g,en faible quantité,0 g,en faible quantité,58 g,en quantité élevée,0 g,en faible quantité,+18%,,+18%,-100%,-100%,+11%,+15%,+59%,-100%,-100%,12,+33%,D,+33%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,['Les 4 Saisons'],,4,['E440 - Pectines'],,"['Bocal', 'Verre', 'Couvercle', 'Métal']",['France'],"['France', 'Bretagne']",Confiture extra cuite au chaudron de cuivre,,,,
1524,Confiture de reines claudes Les 4 Saisons - 400g,3470410134430,400 g,,['France'],"['Reine Claude du Sud gélifiant : pectine', ' Confiture préparée avec 60 grammes de fruit grammes', ' Teneur totale en sucres : 60 grammes grarnrnes', ' Remuer légèrement avant chaque utiliznpt', 'z conserver au frais']",[],?,241,1008 kj(241 kcal),0,0,60,59,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Les 4 Saisons'],,4,['E440 - Pectines'],,,,,,,,,
1525,Gingembre confit,3470570028013,,,['France'],[],[],?,390,1632 kj(390 kcal),0,0,88,"67,7",0,17,"6,8",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Snacks', 'Condiments', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Epices', 'Gingembre', 'Fruits confits', 'Gingembre confit']",,0 g,en faible quantité,0 g,en faible quantité,67.7 g,en quantité élevée,17 g,en quantité élevée,,+15%,+15%,-100%,-100%,+9%,-6%,-100%,+29261%,+29261%,,,,,61.7%,0.0%,0.0%,28.7%,9.6%,0.0%,97,,,,,,,,,,,,,
1526,Datte Medjoul - Sans marque - 200g,3470570046017,200 g,['Simply'],['France'],['Datte Medjoul'],[],?,?,,?,,?,,?,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Dattes']",,,,,,,,,,,,,,,,,,,,,,,,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,"['Sans marque', 'Exofarm']",,,,['EMB DPR 57 XCIV'],"['Barquette', 'Plastique']",['Israël'],,,,,,
1527,Harissa - 400g,3470680000015,400 g,,['France'],[],[],?,64,268 kj(64 kcal),"0,8",0,8,0,"2,3",4,"1,6",C,"['Epicerie', 'Sauces', 'Harissas']",,0.8 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,4 g,en quantité élevée,,-40%,-40%,-82%,-100%,-12%,-100%,-9%,+9%,+9%,9,+6%,C,+6%,78.7%,9.3%,4.7%,4.8%,2.0%,0.5%,57,,,,,,,,,,,,,
1528,Fromage blanc fermier,3470750000037,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,Olives noires tranchées,3471030003021,,,['France'],[],[],?,143,598 kj(143 kcal),15,"2,3",0,0,"0,5","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,Stévia soluble blanche poudre - Guayapi - 20g,3471121020333,20 g,,['France'],['Glycosides de steviols 95%'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0,0,0 kj(0 kcal),0,0,0,0,0,0,0,,['Poudre'],"['Bio', ""Certificado de Origen Paraguayo STEVIA KA'A HE'E""]",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,,['Guayapi'],,4,"['E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",,['boite en plastique'],,['Paraguay'],,,,,Paraguay
1531,Stévia liquide - Guayapi - 100ml,3471121021095,100 ml,,['France'],"['Eau', 'Glycosides de Stéviol ', ' agent antioxydant: acide citrique ', 'E330', ' agent conservateur: sorbate de potassium ', 'E202']",[],0,0,0 kj(0 kcal),0,0,0,0,0,0,0,,['Boissons'],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,,['Guayapi'],,4,"['E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,['bouteille en plastique'],,['Paraguay'],,,,,Paraguay
1532,Stévia liquide - Guayapi - 125ml,3471121021262,125 ml,,['France'],"['Eau', 'Rebaudioside A 98', '4%', 'sorbate de potassium ', '0,3%']",[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Édulcorants', 'Stévia et dérivés']",['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Guayapi'],,4,"['E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,"['Plastique', 'Bouteille']",['Argentine'],['France'],Solution liquide transparente à base d'extrait de Stévia Reaudiana,,,,
1533,Maté Bio - Guayapi - 400g,3471121225417,400 g,,['France'],['Maté 100% pur'],[],105,25,105 kj(25 kcal),0,0,5,0,1,0,0,A,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,+650%,+257%,+338%,-100%,-100%,+574%,-100%,+462%,-100%,-100%,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,['Guayapi'],,,,,"['sachet papier', 'Sachet en alluminium']",['Brésil'],['Brésil'],,http://www.guayapi.com,,,Brésil
1534,Warana (Guarana des terres d'origine) poudre - Guayapi - 70g,3471123001019,70 g,['Naturalia'],['France'],"['Poudre de Warana ', 'Paullina cupana var', 'Sorbilis', ' biologique 100% pure ', 'noyau du fruit']",[],?,370,1548 kj(370 kcal),"2,4","0,56","73,3",0,"13,9",0,0,,['Guarana'],"['Bio', 'Commerce équitable', 'Entrepreneurs + Engagés']",2.4 g,en faible quantité,0.56 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,,,,,,,,-1,,A,,,,,,,,,['Guayapi'],,,,,['Plastique'],['Brésil'],,Complément alimentaire naturel,,,,
1535,Urucum - 80 Comprimés - Guayapi,3471123073801,,,['France'],[],[],?,54,226 kj(54 kcal),"0,3",0,"14,3",0,0,,,,,"['Sans additifs', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,Saucisson sec IGP D'auvergne,3471130007554,,,['France'],[],[],?,402,1682 kj(402 kcal),31,"12,5",1,1,28,"4,2","1,68",D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', ""Saucisson sec d'Auvergne""]",['IGP'],31 g,en quantité élevée,12.5 g,en quantité élevée,1 g,en faible quantité,4.2 g,en quantité élevée,,+4%,+4%,+5%,+8%,-37%,0%,0%,-15%,-15%,25,+5%,E,+5%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,,,
1537,Tomates cerise grappes 'Les Gustatives' - Tomwest - 300g,3471780018337,300 g,['Carrefour'],['France'],['Tomates cerises piccolo'],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Tomates et dérivés', 'Aliments à base de plantes frais', 'Tomates', 'Légumes frais', 'Tomates cerise', 'Tomates fraîches']","['en:extra-class', 'Tomates de France']",,,,,,,,,,,,,,,,,,,,,,,59.5%,0.0%,0.0%,17.7%,17.2%,5.6%,98,"['Tomwest', 'Les gustatives']",,,,,"['Frais', 'Plastique']",['France'],,,,,,
1538,Tomates cerises grappes - Sweetbaby - 300g,3471780018344,300 g,,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Tomates et dérivés', 'Aliments à base de plantes frais', 'Tomates', 'Légumes frais', 'Tomates cerise', 'Tomates fraîches']",['Tomates de France'],,,,,,,,,,,,,,,,,,,,,,,59.5%,0.0%,0.0%,17.7%,17.2%,5.6%,98,['Sweetbaby'],,,,,,['France'],,,,,,
1539,Tomate,3471780019112,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,Choucroute d'Alsace cuisinée - René WEBER et Fils - 1kg,3471870000013,1 kg,['Cora'],['France'],"['Choucroute', ""graisse d'oie"", 'Riesling', 'épices', 'acide ascorbique']","['Non végétalien', 'Non végétarien']",124,?,124 kj(30 kcal),"2,4",,"2,6",,"0,4",,,B,"['Plats préparés', 'Choucroutes', ""Choucroute d'Alsace""]",['Sans colorants'],2.4 g,en faible quantité,,,,,,,-64%,,-68%,-64%,,+14%,,-91%,,,,,,,59.3%,25.1%,6.2%,5.0%,2.6%,1.9%,70,['René WEBER et Fils'],,3,,,['Pot en plastique'],['France'],,Choucroute d'Alsace cuisinée à la graisse d'oie et au Riesling,,,,
1541,Navet salé d'Alsace cuisiné - René Weber Et Fils,3471870000105,,,['France'],"['tlavets', 'jus de cuisson', 'huile de tournesol', 'sel', 'potvre', 'ail', 'oignons poudre', 'antioxydant']",[],?,49,205 kj(49 kcal),"4,7","0,4","0,6","0,5","0,5","0,97","0,388",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Navet']",,4.7 g,en quantité modérée,0.4 g,en faible quantité,0.5 g,en faible quantité,0.97 g,en quantité modérée,,,+80%,+423%,+215%,-85%,-72%,-52%,-22%,-22%,-1,,A,,,,,,,,,['René Weber Et Fils'],,3,,,,,,,,,,
1542,Galettes jardinières  - Céréalpes - 2,3472331052909,2,,['France'],[],['Sans huile de palme'],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts de viande', 'Steaks végétaux']","['Bio', 'en:palm-oil-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Céréalpes'],,,,,,,,,,,,
1543,Galettes de céréales complètes Roquefort - Céréalpes - 180g,3472331072907,180g,,['France'],"['Céréales complètes 68,9% ', 'blé', 'riz', 'avoine', 'farine de blé', 'eau', 'Roquefort 8,3%', 'huile de tournesol désodorisée', 'oignons', 'sel marin', 'herbes de Provence', 'poivre noir']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",997,238,997 kj(238 kcal),"8,8","3,6","29,4","1,9","7,8","1,397","0,559",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Substituts de viande', ""Plats préparés d'origine végétale"", 'Steaks végétaux']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'en:palm-oil-free', 'AB Agriculture Biologique']",8.8 g,en quantité modérée,3.6 g,en quantité modérée,1.9 g,en faible quantité,1.4 g,en quantité modérée,+18%,+16%,+17%,-1%,+147%,+74%,-19%,-26%,+33%,+33%,6,+4280%,C,+4280%,,,,,,,,['Céréalpes'],"['Gluten', 'Lait', 'Avoine']",3,,,"['Barquette', 'Plastique']",['Alpes de Haute Provence'],,Galettes de céréales,,,,
1544,Polenta nature - Céréalpes - 400g,3472331121001,400 g,['Biocoop'],['France'],"['eau', 'semoule de maïs*', 'sel marin', "" *Ingrédients issus de l'Agriculture Biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",300,?,300 kj(72 kcal),"0,3","0,2","15,2","0,1","1,4","0,9","0,36",,['Polenta'],"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",0.3 g,en faible quantité,0.2 g,en faible quantité,0.1 g,en faible quantité,0.9 g,en quantité modérée,-60%,,-60%,-86%,-72%,-55%,-77%,-67%,+38%,+38%,3,+152%,C,+152%,,,,,,,,['Céréalpes'],,3,,,['Plastique'],,,,,,,
1545,Galettes 4 graines - Céréalpes - 180g (2 * 90g),3472331232905,180 g (2 * 90 g),,['France'],[],['Sans huile de palme'],?,261,1092 kj(261 kcal),13,"1,2",23,"2,7",9,"0,9","0,36",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts de viande', 'Steaks végétaux']","['Bio', 'Bio européen', 'Riche en fibres', 'en:palm-oil-free', 'AB Agriculture Biologique']",13 g,en quantité modérée,1.2 g,en faible quantité,2.7 g,en faible quantité,0.9 g,en quantité modérée,,+27%,+28%,+46%,-18%,+36%,+14%,-14%,-14%,-14%,-3,-2290%,A,-2290%,,,,,,,,['Céréalpes'],,,,,"['Barquette', 'Film', 'Plastique', 'Sous atmosphère protectrice']",,"['Haute-Provence', 'France']",,,,,
1546,Guimauves - Chocorêve,3472710015808,,,['France'],"['Sirop de glucose', ' chocolat noir ', '25%', ' ', 'sucre masse de cacao', 'beurre de cacao', 'lécithitne de soja', 'sucre', 'eau dextrose', ' sucre glace,gelatine', ' arôme vanille', 'de lait']","['Non végétalien', 'Non végétarien']",?,360,1506 kj(360 kcal),9,"5,5","65,8","59,1","3,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chocorêve'],['Lait'],4,['E428 - Gélatine'],,,,,,,,,
1547,Truffettes De France French Truffles Hazelnut Flavour,3472710019059,,,['France'],[],[],?,614,2569 kj(614 kcal),47,35,40,34,"4,9","0,25","0,1",,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Truffettes De France'],,,,,,,,,,,,
1548,Truffes Fantaisie Nature - Chocmod - 150g,3472710021519,150 g,,['France'],"['Graisses végétales non hydrogénées ', 'palme / palmiste', 'sucre', 'cacao maigre', 'lactosérum', 'poudre de cacao ', '1%', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,614,2569 kj(614 kcal),"47,2","35,4",40,"33,5","4,9","0,25","0,1",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Truffes en chocolat']",,47.2 g,en quantité élevée,35.4 g,en quantité élevée,33.5 g,en quantité élevée,0.25 g,en faible quantité,,+5%,+5%,+9%,+8%,-1%,-9%,+4%,+91%,+91%,25,+5%,E,+5%,,,,,,,,['Chocmod'],['Lait'],4,['E322i - Lécithine'],,"['Carton', 'sachet plastique']",,,,,['Huile de palme'],,
1549,"Guimauve chocolat au lait - STEL choc - 1,6kg",3472710021656,"1,6kg",,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['STEL choc'],,,,,,,,,,,,
1550,Pain - Mitronette,3472710021724,,,['France'],"[""Sachet réservé exclusivement à l'emballage de la baguette « Mitronette@Tradition Française »""]",[],?,252,1054 kj(252 kcal),"0,4","0,03","53,5","2,86","9,2","0,55","0,22",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,0.4 g,en faible quantité,0.03 g,en faible quantité,2.86 g,en faible quantité,0.55 g,en quantité modérée,,-23%,-24%,-93%,-97%,-2%,-27%,-3%,-57%,-57%,-3,-159%,A,-159%,,,,,,,,['Mitronette'],,,,,,,,,,,,
1551,Fruit Pastes,3472710021892,,,['France'],[],[],?,327,1368 kj(327 kcal),"0,1",0,80,66,"0,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,French Truffles - Truffettes de France - 100g e,3472710023407,100 g e,,['France'],"['Graisses végétales non hydrogénées ', 'palmiste/palme', 'sucre', 'cacao maigre', 'lactosérum', 'poudre de cacao ', '1 %', 'émulsifiant: lécithine de soja', 'arôme naturel de vanille']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",2549,?,2549 kj(609 kcal),"47,2","35,4",40,"33,5","4,9","0,25","0,1",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Truffes en chocolat']","['EAC', 'Point Vert']",47.2 g,en quantité élevée,35.4 g,en quantité élevée,33.5 g,en quantité élevée,0.25 g,en faible quantité,+8%,,+4%,+9%,+8%,-1%,-9%,+4%,+91%,+91%,25,+5%,E,+5%,,,,,,,,['Truffettes de France'],"['Lait', 'Soja']",4,['E322i - Lécithine'],,"['Carton', 'boîte', 'Plastique', 'paquet']",,,Truffes fantaisie,,['Huile de palme'],,
1553,Truffes Fantaisie - Nature - Truffettes de France - 250g,3472710023414,250 g,['Biscuits du Mistral'],['France'],"['Graisses végétales non hydrogénées ', 'palme/palmiste', 'sucre', 'cacao maigre', 'lactosérum', 'poudre de cacao ', '1%', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",2549,614,2549 kj(614 kcal),"47,2","35,4",40,"33,5","4,9","0,25","0,1",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Aliments et boissons de Noël', 'Bonbons de chocolat', 'Confiseries de Noël', 'Truffes en chocolat']",,47.2 g,en quantité élevée,35.4 g,en quantité élevée,33.5 g,en quantité élevée,0.25 g,en faible quantité,+8%,+5%,+4%,+9%,+8%,-1%,-9%,+4%,+91%,+91%,25,+5%,E,+5%,,,,,,,,['Truffettes de France'],"['Lait', 'Soja']",4,['E322i - Lécithine'],,"['Boîte', 'Carton', 'Sachet', 'Plastique']",,,Truffes Fantaisie,,['Huile de palme'],,
1554,Truffe à tartiner - Truffettes de France - 375g,3472710023599,375 g,,['France'],"['Sucre', 'huile et graisse végétales ', 'tournesol', 'coprah', 'poudre de cacao ', '13%', 'lactosérum', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",2330,?,2330 kj(557 kcal),37,"8,3",51,48,"4,3","0,19","0,076",,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au chocolat']","['en:gluten-free', 'Kascher', 'en:palm-oil-free']",37 g,en quantité élevée,8.3 g,en quantité élevée,48 g,en quantité élevée,0.19 g,en faible quantité,+3%,,+3%,+9%,+6%,+0%,+3%,-35%,+71%,+71%,20,-3%,E,-3%,,,,,,,,['Truffettes de France'],"['Lait', 'Soja']",4,['E322i - Lécithine'],,['Plastique'],,['Canada'],,,,,
1555,TRUFFES FANTAISIE - Truffettes De France,3472710023681,,,['France'],[],[],?,601,2515 kj(601 kcal),"44,8","33,6","42,5","35,5","4,7","0,28","0,112",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Truffes en chocolat']",,44.8 g,en quantité élevée,33.6 g,en quantité élevée,35.5 g,en quantité élevée,0.28 g,en faible quantité,,+3%,+3%,+3%,+3%,+5%,-4%,-1%,+114%,+114%,25,+5%,E,+5%,,,,,,,,['Truffettes De France'],,,,,['Sachet'],,,,,,,
1556,Guimauves enrobées de Chocolat Blanc - Chocmod - 400g,3472710023902,400 g,['Netto'],['France'],"['Sirop de glucose: chocolat blanc 25% ', 'sucre', 'beurre de cacao', 'poudre de lait entier', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'sucre', 'eau', 'dextrose', 'sucre glace', 'gélatine', 'arôme vanille', 'protéines de lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,364,1523 kj(364 kcal),9,"5,5",68,62,3,"0,06","0,024",B,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Aliments et boissons de Noël', 'Bonbons de chocolat', 'Confiseries de Noël', 'Bonbons', 'Guimauves']",,9 g,en quantité modérée,5.5 g,en quantité élevée,62 g,en quantité élevée,0.06 g,en faible quantité,,+3%,+3%,+177%,+186%,-11%,-3%,-17%,+5%,+5%,19,+20%,E,+20%,60.5%,21.9%,10.2%,5.2%,2.3%,0.0%,89,['Chocmod'],"['Lait', 'Soja']",4,"['E322i - Lécithine', 'E428 - Gélatine']",,"['Barquette', 'Plastique']",,"['1 Avenue de Flandre', '59223 Roncq', 'Nord Pas de Calais', 'Hauts de France', 'France', 'SAS Chocmod']",,http://chocmod.com/,,,
1557,Guimauves au lait - Chocmod,3472710025616,,,['France'],[],[],?,356,1490 kj(356 kcal),"7,7","4,9",68,63,"3,2","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chocmod'],,,,,,,,,,,,
1558,Truffes fantaisie saveur noisette - Truffettes De France,3472710025647,,,['France'],"['Graisses végétales non hydrogénées ', 'palme/palmiste', 'sucre', 'cacao maigre', 'lactosérum', 'poudre de cacao ', '1%', 'arôme noisette', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille']","['Huile de palme', 'Non végétalien']",?,614,2569 kj(614 kcal),"47,2","35,4",40,"33,5","4,9","0,25","0,1",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Truffes en chocolat']",['Fabriqué en France'],47.2 g,en quantité élevée,35.4 g,en quantité élevée,33.5 g,en quantité élevée,0.25 g,en faible quantité,,+5%,+5%,+9%,+8%,-1%,-9%,+4%,+91%,+91%,25,+5%,E,+5%,,,,,,,,['Truffettes De France'],['Lait'],4,['E322i - Lécithine'],,,,,,,['Huile de palme'],,
