,name,bar_code,brand,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,additives,allergens,nova_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,quantity,packaging,labels,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,palm_ingredients,ingredients_origins,traceability_code,link
1300,Mélange Subtil - Auchan,3596710414376,['Auchan'],['Auchan'],['France'],"['Mâche ', '26% mini', ""jeunes pousses d'épinard "", '27 % mini', 'de pak choî ', '13% mini', ' et de red chard ', '7 % mini']",[],?,20,84 kj(20 kcal),"0,8",0,0,0,"2,1","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,Spaghetti à la Farine de Maïs et de Riz - Auchan - 500g e,3596710414536,"['Auchan', 'Mieux Vivre sans Gluten']",['Auchan'],['France'],"['Farine de maïs 79,8 %', 'farine de riz 19,7 %', ""émulsifiant : mono - et diglycérides d'acide gras""]","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",?,385,1611 kj(385 kcal),"1,6","0,6",78,"0,6","6,8","0,015","0,006","[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,4,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Produits sans gluten', 'Pâtes sèches', 'Spaghetti']",1.6 g,en faible quantité,0.6 g,en faible quantité,0.6 g,en faible quantité,0.015 g,en faible quantité,,+27%,+29%,-69%,-46%,+55%,-79%,-14%,-98%,-98%,-1,-179%,A,-179%,Spécialité céréalière à la farine de et de riz,500 g e,"['Sachet', 'Plastique']",['en:gluten-free'],C,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,
1302,Petit beurre tablette chocolat lait - Auchan,3596710414673,['Auchan'],['Auchan'],['France'],"['Biscuit 520/ 0 : farine de bilé ', 'contient gluten', 'sucre', 'beurre concent i ', 'contient lait origine UE', 'Suisse', ' ', 'soit 15 de beurre reconstitué', 'lait entier en poudre ', 'origine UE', 'Suisse', ""poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates"", 'blancs et jaunes diœufs en poudre', 'sel', 'arôme', ' Chocolat au lait 48% : sucre', 'beurre et pâte de cacao', 'lait écrémé en poudre ', 'origine UE / Hors UE', ' 9,5%', 'lactose ', 'lait origine UE / Hors UE', 'matière grasse de lait anhydre ', 'origine UE / Hors UE', 'émulsifiant : lécithines ', 'tournesol', 'arôme', ' Traces éventuelles de soja', 'fruits à coque et graines de sésame']",['Non végétalien'],?,496,2075 kj(496 kcal),"22,8","14,5",65,"38,5","6,8","0,51","0,204","[""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine']","['Gluten', 'Lait']",4,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Petits beurres', 'Petit beurre au chocolat', 'Biscuits au chocolat au lait']",22.8 g,en quantité élevée,14.5 g,en quantité élevée,38.5 g,en quantité élevée,0.51 g,en quantité modérée,,-1%,-1%,-5%,-3%,+3%,+7%,+1%,-7%,-7%,26,+9%,E,+9%,,,,,D,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,
1303,Panna cotta à la framboise - Auchan - 240g (2x120g),3596710414758,['Auchan'],['Auchan'],['France'],"['Creme fraiche contient lait 31,7%', 'preparation aux fra b ises amb ses 10,4%', 'trique', ' gélifiant:pectines', ' sucre', 'huile végétale de coco', ""alcool diglycérides d'acides gras"", ' arôme', "" Traces éventuelles d'oeuf et de gluten"", ' Teneur en eau', 'sucre', 'amidon de tapioca', 'extrait de sureau', 'arômes', 'conservateur: sorbate de potassium', 'eau', 'sirop de glucose I', ' épaississants : carraghénanes', 'alginate de sodium ', "" émulsifiant: mono - et correcteur d'acidité:acide ci""]",[],?,239,1000 kj(239 kcal),"12,9","9,5","24,9","19,2","2,9","0,15","0,06","['E440 - Pectines', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E401 - Alginate de sodium']",['Lait'],4,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Panna cottas', 'Panna cottas au coulis de fruits', 'Panna cottas à la framboise']",12.9 g,en quantité modérée,9.5 g,en quantité élevée,19.2 g,en quantité élevée,0.15 g,en faible quantité,,+11%,+8%,+12%,+15%,+6%,+8%,+8%,+15%,+15%,13,+5%,D,+5%,,240 g (2x120 g),,,C,62.1%,26.2%,4.5%,4.1%,2.5%,0.7%,68,,,,,
1304,Yaourt sur lit de fruits abricot - Auchan,3596710414772,['Auchan'],['Auchan'],['France'],[],[],?,106,444 kj(106 kcal),3,2,16,14,"3,2","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,Yaourt sur Lit de Fruits Myrtille - Auchan - 250g (2 * 125g),3596710414802,['Auchan'],['Auchan'],['France'],"['Lait entier 72,6 %', 'sucre 9,4 %', 'myrtille 7 %', 'sirop de glucose-fructose', 'protéines de lait', 'crème ', 'contient lait', 'fructose', 'épaississants : pectine et gomme de guar', ' arômes', 'conservateur du fruit :sorbate de potassium', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,105,439 kj(105 kcal),3,2,16,15,3,"0,1","0,04","['E440 - Pectines', 'E412 - Gomme de guar', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],4,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la myrtille', 'Yaourts sur lit de fruits']",3 g,en quantité modérée,2 g,en quantité modérée,15 g,en quantité élevée,0.1 g,en faible quantité,,+5%,+5%,-8%,-5%,+19%,+22%,-18%,-7%,-7%,4,+46%,C,+46%,,250 g (2 * 125 g),"['Frais', 'Carton', 'Plastique']","['Produit en braille', 'en:lait-francais-french-milk']",B,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,['France'],,['France'],"['FR 76.016.050 CE', 'Anglesqueville-la-Bras-Long (Seine-Maritime, France)', 'FR 74.016.050 CE', 'Archamps (Haute-Savoie, France)']",
1306,Yaourt - Auchan,3596710414819,['Auchan'],['Auchan'],['France'],"['hnw yaourt au lait entier sucré sur lit de framboise', 'aux arômes naturels', ' In rédients : lait entier 72,6%', 'sucre 9%', 'framboise 7%', 'sirop de glucose-fructòsq protéin s de faiVcrème ', 'contient lait', 'fructose', 'épaississants : pectine et gomme de guar', 'colorant :jus concentré de fruits rouges', 'arômes naturels', 'conservateur du fruit : sorbate de potassium', 'ferrients lactiques ', 'contient lait']",['Non végétalien'],?,105,439 kj(105 kcal),3,"2,1",16,14,3,"0,1","0,04","['E440 - Pectines', 'E412 - Gomme de guar', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],4,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",3 g,en quantité modérée,2.1 g,en quantité modérée,14 g,en quantité élevée,0.1 g,en faible quantité,,+14%,+14%,-8%,+2%,+45%,+39%,-20%,-13%,-13%,5,+63%,C,+63%,,,,,,,,,,,,,,,,"['FR 74.016.050 CE', 'Archamps (Haute-Savoie, France)', 'EMB 74016A', 'Archamps (Haute-Savoie, France)']",
1307,Yaourt sur Lit de Fraise - Auchan Bio - 250g (2 * 125g),3596710414826,"['Auchan Bio', 'Auchan']",['Auchan'],['France'],"['Lait entier* 77 %', 'fraise * 10 %', 'sucre de canne brut* 7,6 %', 'crème ', 'contient lait', '*', 'lait écrémé en poudre*', 'amidon de mais', 'jus de sureau concentré*', 'arômes naturels', 'épaississant : pectine', 'jus de citron concentré*', 'ferments lactiques ', 'contient lait', ""correcteur d'acidité : tartrate de sodium"", '* biologique']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,95,397 kj(95 kcal),"3,4","2,4",13,11,3,"0,11","0,044","['E440 - Pectines', 'E335 - Tartrates de sodium']",['Lait'],4,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la fraise', 'Yaourts sur lit de fruits']",3.4 g,en quantité modérée,2.4 g,en quantité modérée,11 g,en quantité modérée,0.11 g,en faible quantité,,-10%,-9%,+6%,+18%,-3%,-12%,-39%,-0%,-0%,4,+76%,C,+76%,"Yaourts brassés nature sur lit de frais et arômes, biologique.",250 g (2 * 125 g),"['Frais', 'Carton', 'Plastique']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'Produit en braille', 'AB Agriculture Biologique', 'en:lait-francais-french-milk']",B,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,['France'],,['France'],,
1308,Yaourt sur lit de miel - Auchan,3596710414857,['Auchan'],['Auchan'],['France'],"['lait entier* 77%', 'miel* 15,6%', 'eau', 'crème* ', 'contient lait poudre de lait écrémé*', 'amidon de maïs', 'gélifiant : pectine', 'ferments lactiques ', 'contient lait', ' * biologique']",['Non végétalien'],?,111,464 kj(111 kcal),"3,6","2,4",16,14,"3,2","0,1","0,04",['E440 - Pectines'],['Lait'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Produit en braille', 'AB Agriculture Biologique']",,,,,,,,,,,,,
1309,Chips de pomme de terre - Pouce,3596710414994,"['Pouce', 'Auchan']",['Auchan'],['France'],[],[],?,552,2310 kj(552 kcal),"35,3",3,"51,1","0,5","5,2","1,2","0,48",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips de pommes de terre à l'huile de tournesol""]",35.3 g,en quantité élevée,3 g,en quantité modérée,0.5 g,en faible quantité,1.2 g,en quantité modérée,,+3%,+3%,+6%,+1%,+1%,-61%,-12%,-9%,-9%,13,+19%,D,+19%,,,,,B,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,
1310,Chips nature pouce - 200g,3596710415007,"['Pouce', 'Auchan']",['Auchan'],['France'],"['Pommes de terre', 'huile de tournesol 34%', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,526,2201 kj(526 kcal),34,"2,8","46,9","0,6","5,9","1,275","0,51",,,3,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips de pommes de terre à l'huile de tournesol""]",34 g,en quantité élevée,2.8 g,en quantité modérée,0.6 g,en faible quantité,1.27 g,en quantité modérée,,-1%,-2%,+2%,-6%,-8%,-53%,+0%,-3%,-3%,13,+19%,D,+19%,,200 g,,,B,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,
1311,Chips saveur barbecue - Auchan,3596710415038,['Auchan'],['Auchan'],['France'],"['pommes de terre', 'huile de tournesol', 'base aromatisante barbecue [sucre', 'arôme dont arôme de fumée', 'oignon en poudre', 'lactosérum en poudre ', 'contient lait', 'paprika', 'hydrolysats de protéines végétales ', 'contient soja', 'ail en poudre', 'tomate en poudre', ""farine d'orge "", 'contient gluten', 'sel', 'acidifiant : acide citrique]', 'sel', ' Traces éventuelles de moutarde', 'arachides', ' CONSEIL DE CONSERVATION : Avant ouverture : craint la chaleur et l$humidité']",['Non végétalien'],?,514,2151 kj(514 kcal),32,"2,7","47,8","2,7","6,4","1,6","0,64",['E330 - Acide citrique'],"['Gluten', 'Lait', 'Soja']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,Tomato Ketch UP Curry - Auchan - 540g,3596710415045,['Auchan'],['Auchan'],['France'],"['eau', 'purée de tomates double concentrée 23 %', 'sucre', 'sirop de glucose- fructose', ""vinaigre d'alcool"", 'curry 2,5 % ', 'coriandre', 'curcuma', 'cumin', 'piment', 'fenugrec', 'poivre', 'ail', 'sel', 'graines de fenouil', 'moutarde', 'graines de pavot', 'amidon modifié de maïs', 'sel', 'sauce soja ', 'eau', 'graine de soja', 'sel', ""vinaigre d'alcool"", 'sucre caramélisé ', 'sirop de glucose caramélisé', 'eau', 'sucre caramélisé', 'arôme naturel de curry', ""épaississant,' gomme xanthane"", 'épices', 'ail en poudre', ""extrait d'épice""]",[],655,?,655 kj(157 kcal),"0,5","0,1",35,"1,5","1,5","1,4","0,56","['E14XX - Amidons modifiés', 'E415 - Gomme xanthane']","['Moutarde', 'Soja']",4,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup', 'Ketchups au curry']",0.5 g,en faible quantité,0.1 g,en faible quantité,1.5 g,en faible quantité,1.4 g,en quantité modérée,+53%,,+49%,+105%,+57%,+54%,-92%,+15%,-30%,-30%,7,-42%,C,-42%,,540 g,"['Squeezer', 'Plastique']","['Point Vert', 'Triman']",B,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,,,
1313,Lait Entier - Auchan - 1L e,3596710415083,['Auchan'],['Auchan'],['France'],['Lait entier stérilisé UHT'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,64,268 kj(64 kcal),"3,6","2,2","4,8","4,8","3,2","0,13","0,052",,['Lait'],1,"['Produits laitiers', 'Laits', 'Laits entiers']",3.6 g,en quantité modérée,2.2 g,en quantité modérée,4.8 g,en faible quantité,0.13 g,en faible quantité,,-3%,-4%,-3%,-7%,+0%,+1%,-3%,+11%,+11%,2,+27%,B,+27%,,1 L e,['Brique'],"['Point Vert', 'en:lait-francais-french-milk']",B,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['France'],,['France'],,
1314,Endives au Jambon - Auchan - 750g e,3596710415175,['Auchan'],['Auchan'],['France'],"['Lait demi-écrémé UHT', 'endives 26,6 %', 'jambon cuit supérieur 13,3 % ', 'jambon de porc', 'sel', 'sirop de glucose', 'arômes', 'conservateurs ', ' ascorbate de sodium', 'nitrite de sodium', 'emmental ', 'contient lait', ' 6,2 %', 'beurre ', 'contient lait', 'farine de blé ', 'contient gluten', 'crème fraîche épaisse ', 'contient lait', ' 2,7 %', 'sel', 'bouillon de volaille ', 'sel', 'extraits de levure', 'viande et graisse de poule', 'extraits de légumes', 'épices', 'poivre blanc', 'muscade']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,116,485 kj(116 kcal),"6,7","4,6",6,"2,3","7,4","0,71","0,284","['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait']",4,"['Surgelés', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au porc', 'Plats préparés surgelés', 'Endives au jambon']",6.7 g,en quantité modérée,4.6 g,en quantité modérée,2.3 g,en faible quantité,0.71 g,en quantité modérée,,+10%,+11%,+13%,+45%,+7%,-10%,+21%,-6%,-6%,3,+9%,C,+9%,"Endives enroulées de jambon avec une sauce à base de crème, surgelées.",750 g e,"['surgelé', 'Carton', 'Plastique']","['Point Vert', 'Produit en braille']",C,71.8%,15.1%,6.0%,3.7%,2.0%,1.4%,57,,,,,
1315,Oignons au Vinaigre - Pouce - 720ml / 680g / 370g e égoutté,3596710415564,"['Pouce', 'Auchan', 'Auchan Pouce']",['Auchan'],['France'],"['Oignons', 'eau', ""vinaigre d'alcool"", 'sel', 'arômes', 'antioxydant : disulfite de sodium']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,24,100 kj(24 kcal),0,0,"4,5","3,5","0,8","2,2","0,88","['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",['Anhydride sulfureux et sulfites'],4,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Oignons et dérivés']",0 g,en faible quantité,0 g,en faible quantité,3.5 g,en faible quantité,2.2 g,en quantité élevée,,-87%,-87%,-100%,-100%,-83%,-80%,-58%,+207%,+207%,4,-25%,C,-25%,,720 ml / 680 g / 370 g e égoutté,"['Bocal', 'Verre', 'métal']","['Point Vert', 'Triman']",,,,,,,,,,,,,
1316,Mignardises x12 - Auchan,3596710415595,['Auchan'],['Auchan'],['France'],"['2 saLawEss chocsLa+ 12 petits fours : 3 carrés gianduja - 3 macarons pistache - 2 salamb surgelés ingrédients Sucre', 'eau', 'amandes ', 'fruit à coque', ' en poudre 9%', ""blancs d'œufs"", 'beurre ', 'contient lait', 'œufs', 'chocolat aux noisettes ', 'fruit à coque', ' gianduja 5% ', 'sucre', 'pâte de noisette', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'farine de blé ', 'contient gluten', 'framboises 5%', 'nappage ', 'eau', 'sucre', 'sirop de glucose ', ' gélifiants : carraghénanes', 'pectines ', ' acidifiant : acide citrique', 'colorant : caramel ordinaire', 'lait demi-écrémé', 'praliné aux noisettes ', 'fruit à coque', ' et amandes ', 'fruit à coque', ' 2% ', 'sucre', 'noisettes', 'amandes', 'stabilisant : sorbitols ', 'contient gluten', 'émulsifiant : lécithine de soja', 'glaçage Opéra 1 ', 'graisses végétales en proportion variable ', 'tournesol', 'noix de coco', 'palmiste', 'beurre de cacao', 'sucre', 'cacao maigre en poudre', 'pâte de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'biscuit finement émietté 1 ,7% ', 'farine de blé ', 'contient gluten', 'sucre', 'graisses végétales en proportion variable ', 'tournesol', 'colza', 'matière grasse laitière anhydre ', 'contient lait', 'lactose ', 'contient lait', 'protéines de lait', 'sel', ""extrait de malt d'orge "", 'contient gluten', 'poudre à lever : carbonates de sodium', 'émulsifiant : lécithines', 'antioxydant : extrait riche en tocophérols', 'pâte de noisettes ', 'fruit à coque', ' 1,6%', 'nappage ', 'eau', 'sirop de glucose', 'sucre ', ' gélifiants : carraghénanes', 'gomme xanthane', 'pectines ', ' acidifiant : acide citrique', 'chocolat blanc 1 % ', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'graisses végétales en proportion variable ', 'palmiste', 'palme', 'karité et coprah', 'lait écrémé en poudre', 'cacao en poudre 0,8%', 'crème ', 'contient lait', ' ', 'crème', 'stabilisant : carraghénanes', 'chocolat de couverture noir 0,7 % ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'vanille', 'beurre de cacao 0,7%', 'noisettes ', 'fruit à coque', ' caramélisées 0,5% ', 'noisettes', 'sucre', 'sirop de glucose', 'miel', 'pâte de cacao 0,4%', 'amidon modifié de maïs', ""jaunes d'oeufs"", 'préparation à base de pistaches ', 'fruit à coque', ' 0,3% ', 'pistaches vertes 0,19%', 'sirop de sucre', 'eau', 'arôme naturel', 'crème ', 'contient lait', ' ', 'crème', 'stabilisant : carraghénanes', ""émulsifiant : esters lactiques des mono - et diglycérides d'acides gras"", 'amidon de maïs', 'lactosérum ', 'contient lait', ""préparation en poudre à base de blanc d'œufs "", ""blanc d'œuf séché pasteurisé"", 'stabilisant : gomme xanthane', ""correcteur d'acidité : acide citrique"", 'agent moussant : citrate de triéthyle', 'sirop de sucre inverti', 'maltodextrine de pomme de terre', 'chocolat de couverture de couleur foncée 0,1 % ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'sel', 'lactose ', 'contient lait', ' et protéines de lait', 'épaississant : alginate de sodium ', ' colorants : curcumine', 'dioxyde de titane', 'complexes cuivre - chlorophylles et cuivre - chlorophyllines', 'riboflavines ', "" fibres d'agrumes"", 'café lyophilisé 0,04% ', ' poudres à lever ', 'contient gluten', ' : carbonates de sodium', 'diphosphates ', ' séquestrant : phosphates de sodium', 'arôme naturel de café 0,02%', 'lactose ', 'contient lait', 'émulsifiant : lécithine de soja', 'arômes naturels de vanille', ' Pourcentages exprimés sur le total de la recette', "" Traces éventuelles d'arachides"", 'graines de sésame', 'sulfites et autres fruits à coque', ' conseils de conservation']","['Huile de palme', 'Non végétalien']",?,407,1703 kj(407 kcal),"22,4","8,1","41,2","31,2","8,4","0,3","0,12","['E322i - Lécithine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E440 - Pectines', 'E330 - Acide citrique', 'E150a - Caramel E150a', 'E420 - Sorbitol', 'E500 - Carbonates de sodium', 'E322 - Lécithines', 'E306 - Extrait riche en tocophérols', 'E415 - Gomme xanthane', 'E14XX - Amidons modifiés', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E1505 - Citrate de triéthyle', 'E401 - Alginate de sodium', 'E100 - Curcumine', 'E171 - Oxyde de titane', 'E140i - Chlorophylles', 'E140ii - Chlorophyllines', 'E101i - Riboflavine', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],,,
1317,Le Charcutier chiffonade de jambon cuit 100g promo - Auchan - 100g,3596710415779,['Auchan'],['Auchan'],['France'],"['jambon de porc ', 'Origine UE', 'sel', 'dextrose', 'arômes', 'antioxy - dant: ascorbate de sodium ', ' conser - vateur: nitrite de sodium', ' ain Conditionné sous atmosphère pro-']","['Non végétalien', 'Non végétarien']",?,170,711 kj(170 kcal),10,8,"0,2","0,2",20,2,"0,8","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,4,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,,,,,
1318,Chiffonnade de jambon cuit aux herbes - Auchan - 100g,3596710415786,['Auchan'],['Auchan'],['France'],[],[],?,162,678 kj(162 kcal),"9,7","3,5","0,3","0,2","18,3","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,,,,,
1319,Chiffonade de Coppa - Auchan,3596710415793,['Auchan'],['Auchan'],['France'],"['viande de porc ', 'Origine UE', 'sel', 'dextrose', 'épices et plantes aromatiques', 'antioxydant: ascorbate de sodium ', ' conservateurs: nitrite de sodium', 'nitrate de potassium', ' Conditionné sous atmosphère pro - tectrice,']","['Non végétalien', 'Non végétarien']",?,371,1552 kj(371 kcal),29,"14,3",0,0,"27,5","3,9","1,56","['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,Chiffonade de rosette - Auchan - 80g,3596710415809,['Auchan'],['Auchan'],['France'],[],[],?,354,1481 kj(354 kcal),26,"9,1","1,1","1,1",29,"5,9","2,36",,,,"['Viandes', 'Charcuteries', 'Saucissons', 'Rosettes']",26 g,en quantité élevée,9.1 g,en quantité élevée,1.1 g,en faible quantité,5.9 g,en quantité élevée,,-3%,-3%,-9%,-20%,-43%,-24%,+14%,+31%,+31%,23,-2%,E,-2%,,80 g,,,D,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,
1321,Chiffonade de chorizo - Auchan,3596710415816,['Auchan'],['Auchan'],['France'],[],[],?,477,1996 kj(477 kcal),"42,1","14,6","3,5","1,2","21,1","4,36","1,744",,,,"['Viandes', 'Charcuteries', 'Saucissons', 'Chorizo']",42.1 g,en quantité élevée,14.6 g,en quantité élevée,1.2 g,en faible quantité,4.36 g,en quantité élevée,,+17%,+17%,+24%,+13%,+20%,-33%,-8%,+16%,+16%,25,+5%,E,+5%,,,,,D,76.1%,16.6%,0.6%,1.8%,1.0%,3.9%,35,,,,,
1322,Le Charcutier chiffonade de jambon italien 80g promo - Le Charcutier Auchan,3596710415830,['Le Charcutier Auchan'],['Auchan'],['France'],[],[],?,224,937 kj(224 kcal),"12,9","4,2",0,0,"26,9",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,,,,,
1323,*auchan Plat Charcu Seche 200g - 200g,3596710415854,['Auchan'],['Auchan'],['France'],"['Jambon sec supérieur de Savoie : jambon de porc ', 'origine France', ' sel', 'conservateur : nitrate de potassium', ' Rosette de Lyon : viande de porc ', 'origine France', 'sel', 'lactose ', 'lait', ' dextrose', 'épices', 'ail', 'antioxydant : érythorbate de sodium', 'conservateurs nitrate de potassium ', ' nitrite de sodium', 'ferments', ' ', '138g de viande utiliséE pour 100g de produit fini', ' Coppa : échine de porc ', 'origine France', 'sel', 'dextrose', 'arômes naturels saccharose', 'conservateurs : nitrate de potassium ', ' nitrite de sodium antioxydant : ascorbate de sodium', 'plante aromatique', 'épice', 'ferments de']","['Non végétalien', 'Non végétarien']",?,282,1180 kj(282 kcal),"18,6","7,8",1,1,"27,6","5,6","2,24","['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",['Lait'],4,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,['Fabriqué en France'],,,,,,,,,,,,"['FR 62.907.002 CE', 'Libercourt (Pas-de-Calais, France)', 'EMB 62907B', 'Libercourt (Pas-de-Calais, France)']",
1324,Saumon atlantique norvege - Auchan - 280g,3596710415939,['Auchan'],['Auchan'],['France'],[],[],?,179,749 kj(179 kcal),"9,8","2,1","0,9","0,4","21,7",3,"1,2",,"['Œufs', 'Poisson']",,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]",9.8 g,en quantité modérée,2.1 g,en quantité modérée,0.4 g,en faible quantité,3 g,en quantité élevée,,-6%,-6%,-12%,-2%,+82%,+12%,-2%,+4%,+4%,14,+4%,D,+4%,,280 g,,['Produit en braille'],D,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,['Norvège'],,
1325,Saumon Atlantique d'Irlande - Auchan - 280g,3596710415946,['Auchan'],['Auchan'],['France'],[],[],?,?,,?,,?,,?,,,,,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,,,,,,,,,,,,,,,,,,,,,,280 g,,,E,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,
