,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,allergens,additives,nova_score,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,eco_score,generic_name,packaging,ingredients_origins,traceability_code,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,link,palm_ingredients
1565,Andouille Pur Porc - Sans Marque - 100g,3334216701503,['France'],"['Chaudins et panses de porc français', 'conservateur : sel nitrité', 'sel', 'poivre', 'épices']",[],1046,252,1046 kj(252 kcal),20,"9,6",0,0,18,"2,9","1,16","['Sans Marque', ""Atelier de l'Argoat""]",,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",3,100 g,"['Viandes', 'Charcuteries', 'Frais', 'Charcuteries cuites', 'Andouilles']",20 g,en quantité modérée,9.6 g,en quantité élevée,0 g,en faible quantité,2.9 g,en quantité élevée,+5%,+1%,+1%,+2%,-2%,-100%,-100%,+5%,+22%,+22%,22,+4%,E,+4%,"['Viande-francaise', 'en:produced-in-bretagne', 'Viande-porcine-francaise']",D,,"['Sachet', 'Plastique', 'Sous atmosphère protectrice']",['France'],"['FR 35.223.002 CE', 'Plélan-le-Grand (Ille-et-Vilaine, France)']",['Carrefour'],81.2%,13.0%,3.0%,0.8%,0.4%,1.6%,11,"['France', 'Bretagne', 'Ille et Vilaine', 'Plélan Le Grand']",,
1566,Les Perles Blanches  - White wine Chardonnay - 75cl,3334240599978,['France'],[],[],?,?,,?,,?,,?,,,['White wine Chardonnay'],,,,75cl,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Charentais', ""Charentais Ile d'Oléron""]",,,,,,,,,,,,,,,,,,,,,,,,C,,,['France'],,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,
1567,Noix de coco fraiche en morceaux,3334320008888,['France'],[],[],?,356,1490 kj(356 kcal),"35,1",0,"5,9",3,0,0,0,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Noix de coco', 'Noix de coco en morceaux']",35.1 g,en quantité élevée,0 g,en faible quantité,3 g,en faible quantité,0 g,en faible quantité,,-19%,-19%,-14%,-100%,-21%,-39%,-100%,-100%,-100%,-1,-114%,A,-114%,,D,,,,,,70.3%,0.0%,8.0%,9.7%,8.6%,3.4%,54,,,
1568,Pâté de foie de volaille - Valtitude,3334640001354,['France'],"['Viande de porc', 'foie de volaille ', 'sel ', 'Porto rouge', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,238,996 kj(238 kcal),17,"6,5",3,"1,2",16,"1,9","0,76",['Valtitude'],,,3,,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de foie', 'Pâtés de foie de volaille']",17 g,en quantité modérée,6.5 g,en quantité élevée,1.2 g,en faible quantité,1.9 g,en quantité élevée,,-21%,-20%,-30%,-26%,+89%,+140%,+54%,+20%,+20%,16,-12%,D,-12%,,D,,,,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,
1569,Jambon d’Auvergne Montagne - Valtitude - 100g,3334640009220,['France'],"['Jambon de porcs', 'sel', 'épices', 'dextrose', 'saccharose', 'conservateur : E 252', 'rhum', 'ail déshydraté', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,222,929 kj(222 kcal),"11,2","3,8",1,"0,5","31,7","5,93","2,372",['Valtitude'],,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",4,100 g,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'Jambons français', ""Jambon d'Auvergne"", 'en:raw-cured-ham']",11.2 g,en quantité modérée,3.8 g,en quantité modérée,0.5 g,en faible quantité,5.93 g,en quantité élevée,,-9%,-9%,-19%,-33%,+66%,+9%,+10%,+1%,+1%,15,-13%,D,-13%,"['IGP', 'Origine Montagne']",E,,"['Barquette', 'Plastique']","['France', 'Auvergne']","['FR 12.063.025 CE', 'Cavalerie (Aveyron, France)']",,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,['France'],,
1570,Saucisse Sèche d'Auvergne Montagne - Valtitude - 320g,3334640009855,['France'],"['Viande de porc', 'sel', 'sucres', 'LACTOSE et dextrose', 'épices', 'conservateur E252', 'ferments', 'boyaux de porc']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1479,?,1479 kj(353 kcal),25,"8,6","2,6","1,4",30,"5,6","2,24",['Valtitude'],['Lait'],"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",4,320 g,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucisses sèches']",25 g,en quantité élevée,8.6 g,en quantité élevée,1.4 g,en faible quantité,5.6 g,en quantité élevée,-14%,,-14%,-22%,-32%,+17%,-5%,+4%,+21%,+21%,22,-9%,E,-9%,"['IGP', 'Sans colorants', 'Pur porc']",D,,"['Sachet', 'Plastique']",,"['FR 15.014.038 CE', 'Aurillac (Cantal, France)']",['Casino'],79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,"['Auvergne', 'France']",,
1571,Miel de Corse - Maquis de Balagne Printemps - GAEC de Lozari - 500g,3334770000043,['France'],['Miel'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['GAEC de Lozari'],,,2,500 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels de Corse', 'Miels crémeux', 'Miels de printemps']",,,,,,,,,,,,,,,,,,,,,,,"['AOP', 'Récolté en France', 'Fabriqué en France']",A,,"['Bocal', 'Verre', 'métal']",['France'],,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['France'],,
1572,Sport+ - Schweppes,3334803449245,['France'],"['EAU GAZÉIFIÉE', 'SUCROSE', ' GLUCOSE', ' ACIDIFIANTS ', '830', ' E331', 'CHLORURE DE POTASSIUM', 'CHLORURE DE SODIUM', ' PHOSPHATE DE CALCIUM CONSERVATEUR ', 'E211', 'COLORANT ', 'El 02']",[],?,28,117 kj(28 kcal),0,0,"6,9","4,9",0,"0,039","0,016",['Schweppes'],,"['E331 - Citrates de sodium', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",4,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,4.9 g,en quantité modérée,0.0391 g,en faible quantité,,-50%,-51%,-100%,-100%,-39%,-48%,-100%,-6%,-6%,8,+4%,D,+4%,,,Boisson hydratante de l'effort isotonique,,,,,,,,,,,,,,
1573,Ice Tea Citron Citron vert - Lipton,3334803703842,['France'],[],[],?,19,79 kj(19 kcal),0,0,"4,6","4,5",0,"0,02","0,008",['Lipton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,ice tea tropical - Lipton,3334803704245,['France'],[],[],?,19,79 kj(19 kcal),0,0,"4,5","4,4",0,"0,04","0,016",['Lipton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Lipton ice tea,3334803704849,['France'],[],[],?,19,79 kj(19 kcal),0,0,"4,5","4,5",0,"0,04","0,016",['Lipton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Kick,3334803801241,['France'],[],[],?,37,155 kj(37 kcal),"0,1",0,"9,5","9,5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,Juicy - Amigo,3334806203547,['France'],"['BOISSON À BASE DE JUS DE FRUITS CONCENTRÉ', ' TENEUR EN MINIMALE DE 50% ingrédients : Jus de fruits ', 'orange', 'pomme', 'ananas', ' à base de concentré', 'eau', 'sucre', 'colorants naturels ', 'E150', 'E120', 'E160a', 'arômes naturels de banane', 'mangue', 'pomme liane', 'pomme et ananas', 'vitamines B1', 'B3', 'B5', 'B6 et C acidifiant ', 'E330', "" Agiter avant d'ouvrir""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,39,163 kj(39 kcal),"0,1","0,1","9,8","8,9","0,1",2,"0,8",['Amigo'],,"['E150 - Caramel', 'E120 - Acide carminique', 'E160a - Carotènes mélangés', 'E330 - Acide citrique']",4,,"['Boissons', 'Boissons avec sucre ajouté']",0.1 g,en faible quantité,0.1 g,en faible quantité,8.9 g,en quantité élevée,2 g,en quantité élevée,,-54%,-56%,-73%,-40%,-51%,-51%,-81%,+5248%,+5248%,20,+68%,E,+68%,,,,,,,,,,,,,,,,,
1578,hhyb -,3334861002895,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Moutarde de dijon,3335121110046,['France'],[],[],?,157,657 kj(157 kcal),"11,7","0,75","2,2","2,2","6,7","7,1","2,84",,,,,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",11.7 g,en quantité modérée,0.75 g,en faible quantité,2.2 g,en faible quantité,7.1 g,en quantité élevée,,-1%,-1%,+2%,-2%,-40%,-2%,-7%,+20%,+20%,11,+2%,D,+2%,,B,,,,,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,
1580,Moutarde de Dijon - Chatel - 265g,3335121134103,['France'],"['Eau', 'graines de moutarde', 'vinaigre', 'sel', 'acidifiant : acide citrique', 'antioxydant : disulfite de potassium']","['Sans huile de palme', 'Végétalien', 'Végétarien']",679,162,679 kj(162 kcal),"10,5","0,8",6,"1,5",8,"6,3","2,52",['Chatel'],"['Moutarde', 'Anhydride sulfureux et sulfites']","['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",3,265 g,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",10.5 g,en quantité modérée,0.8 g,en faible quantité,1.5 g,en faible quantité,6.3 g,en quantité élevée,+5%,+2%,+2%,-9%,+5%,+64%,-33%,+11%,+6%,+6%,9,-17%,C,-17%,,B,,"['Bouteille', 'Plastique']",,,['Carrefour'],57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,
1581,Sauce pitta,3335122413535,['France'],[],[],?,537,2247 kj(537 kcal),"55,5","5,33","7,8","1,2",1,"1,47","0,588",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Séguret - Domaine Valombreuse - 75cl,3335130004268,['France'],"['Vin rouge Côtes du Rhône Villages Séguret', ' Contient des sulfites']",[],?,?,,?,,?,,?,,,['Domaine Valombreuse'],['Anhydride sulfureux et sulfites'],,,75 cl,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Côtes du Rhône', 'Côtes du Rhône Villages', 'Côtes du Rhône Villages Séguret']",,,,,,,,,,,,,,,,,,,,,,,"['AOP', 'Point Vert', 'Fabriqué en France', 'Contient des sulfites', 'Déconseillé aux femmes enceintes']",B,,"['Verre', 'Bouteille']",['France'],"['EMB 69064', 'Condrieu (Rhône, France)']",['Auchan'],46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['France'],,
1583,3335200000091,3335200000091,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,Beurre - Biodéal,3335263320037,['France'],"['Pasteurized cream*', 'lactic ferments']",[],?,743,3109 kj(743 kcal),82,55,"0,6","0,6",1,"0,25","0,1",['Biodéal'],,,,,['Matières grasses'],82 g,en quantité élevée,55 g,en quantité élevée,0.6 g,en faible quantité,0.25 g,en faible quantité,,-8%,-7%,-7%,+141%,+168%,+270%,+465%,+28%,+28%,20,+77%,E,+77%,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,,,,
1585,Yaourt brassé citron - Vilactée,3335265200221,['France'],"['Lait de vache entiersteurisé 80%', 'sucre de canne* 7', '8%', 'citron 7,', '%', 'poudre de lait* 4% ferments lactiques sélectionnés', "" *Ingrédient issu de l'a ulture biologique"", ' Ingrédient issu du commerce équitable', "" 100% des ingrédients gines agricoles sont issus de l'agriculture biologi **""]",[],?,85,356 kj(85 kcal),"2,7","1,78","10,5",9,"4,6","0,1","0,04",['Vilactée'],['Lait'],,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts au lait de vache', 'Yaourts au citron']",2.7 g,en faible quantité,1.78 g,en quantité modérée,9 g,en quantité modérée,0.1 g,en faible quantité,,-20%,-19%,-34%,-32%,-22%,-29%,+32%,-17%,-17%,1,-72%,B,-72%,['Bio'],C,,,,,,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,
1586,200G Pointe De Brie R. Bio 45% - Fromagerie guilloteau,3335265220021,['France'],"['Fasteurized coffmilk*/ Gie fet Kuilmiictè% Saitng*', 'Enz%me', ""Salz ingre nten : tussen koele c VYA O'ù-nsor_nmèrq sqt/au "", 'Voh ', ' Ilerfallsdatyn ffsieilé tflinsv àr!ifs: acf$ * issu dei f abriculture l,lt,dogjscfi Afkomstigfl/ëft biqggische landbolllbx']",[],?,330,1381 kj(330 kcal),27,17,"0,5",0,"20,5","1,5","0,6",['Fromagerie guilloteau'],,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries']",27 g,en quantité élevée,17 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,,+6%,+6%,+4%,-7%,-28%,-100%,+8%,-6%,-6%,15,+1%,D,+1%,['Bio'],D,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,
1587,La Maubastit Rouge - Château la Maubastit - 750ml,3335361192000,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,['Château la Maubastit'],,,,750ml,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,-100%,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Miel de Forêt - Le Verger des Abeilles - 500g,3335440000042,['France'],[],[],?,330,1381 kj(330 kcal),0,0,82,82,0,0,0,['Le Verger des Abeilles'],,,,500 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de forêt']",0 g,en faible quantité,0 g,en faible quantité,82 g,en quantité élevée,0 g,en faible quantité,,+17%,+19%,-100%,-100%,+12%,+20%,-100%,-100%,-100%,,,,,,B,,,,,['Magasins U'],87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,
1589,Miel d'Acacia - Le Manoir des Abeilles - 250g,3335440030223,['France'],"[""Miel d'Acacia""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Le Manoir des Abeilles'],,,2,250 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,,,,,,,,,,,,,,,,,,"['Point Vert', 'Triman']",B,,"['Bocal', 'Verre', 'Couvercle', 'Métal']",['Hongrie'],,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['France'],,
1590,Miel de Fleur - Maison Peltier,3335440115203,['France'],['Miel récolté en Bulgarie'],[],?,200,837 kj(200 kcal),60,"0,5",3,"0,6",0,,,['Maison Peltier'],,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",60 g,en quantité élevée,0.5 g,en faible quantité,0.6 g,en faible quantité,,,,-33%,-33%,+54445%,+1371%,-96%,-99%,-100%,,,,,,,,B,,,['Bulgarie'],,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,
1591,Miel de Thym - Biscuiterie Jacques Delauney - 250g,3335440120818,['France'],['Miel de thym'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Biscuiterie Jacques Delauney'],,,2,250 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels liquides', 'Miels de thym', 'Miels grecs']",,,,,,,,,,,,,,,,,,,,,,,,A,,"['Verre', 'Bocal']",['Grèce'],,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,
1592,Miel et gelée royale - Yves Peltier - 250g,3335440121723,['France'],[],[],?,318,1331 kj(318 kcal),0,0,79,76,1,0,0,['Yves Peltier'],,,,250 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', 'Produits à tartiner sucrés', 'Édulcorants', 'Préparations à base de miel', 'Préparations à base de miel et gelée royale']",0 g,en faible quantité,0 g,en faible quantité,76 g,en quantité élevée,0 g,en faible quantité,,-2%,-1%,-100%,-100%,-1%,+4%,+42%,-100%,-100%,13,-4%,D,-4%,,,,,,,['Magasins U'],,,,,,,,,,
1593,Miel et Gelée Royale - Le Manoir des Abeilles,3335440123307,['France'],[],[],?,318,1331 kj(318 kcal),0,0,79,76,1,"0,1","0,04",['Le Manoir des Abeilles'],,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', 'Produits à tartiner sucrés', 'Édulcorants', 'Préparations à base de miel', 'Préparations à base de miel et gelée royale']",0 g,en faible quantité,0 g,en faible quantité,76 g,en quantité élevée,0.1 g,en faible quantité,,-2%,-1%,-100%,-100%,-1%,+4%,+42%,+280%,+280%,13,-4%,D,-4%,,,,,,,,,,,,,,,,,
1594,Miel d'Acacia et gelée royale - Le Manoir Des Abeilles - 250g,3335440125608,['France'],"[""miel d'acacia 94% et gelée royale 6%""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,314,1314 kj(314 kcal),0,0,77,75,"1,3","0,025","0,01",['Le Manoir Des Abeilles'],,,3,250 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', 'Produits à tartiner sucrés', 'Édulcorants', 'Préparations à base de miel', 'Préparations à base de miel et gelée royale']",0 g,en faible quantité,0 g,en faible quantité,75 g,en quantité élevée,0.025 g,en faible quantité,,-3%,-3%,-100%,-100%,-4%,+3%,+85%,-5%,-5%,13,-4%,D,-4%,,,,,,,,,,,,,,,['Pontorson'],,
1595,Miel de Thym et Propolis Verte - Le Manoir des Abeilles - 250g,3335440125707,['France'],[],[],?,304,1272 kj(304 kcal),0,0,82,82,"0,3",0,0,['Le Manoir des Abeilles'],,,,250 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Préparations à base de miel', 'Préparations à base de miel et propolis']",0 g,en faible quantité,0 g,en faible quantité,82 g,en quantité élevée,0 g,en faible quantité,,-5%,-5%,-100%,-100%,+0%,+6%,+8%,-100%,-100%,,,,,,B,,,,,['Magasins U'],87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,
1596,Miel de fleurs bio - Le manoir des abeilles - 375g,3335440133108,['France'],[],[],?,?,,?,,?,,?,,,['Le manoir des abeilles'],,,,375 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE', 'AB Agriculture Biologique']",B,,,['Union européenne'],,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,
1597,Miel d'acacia bio - Le Manoir des Abeilles,3335440133207,['France'],[],[],?,?,,?,,?,,?,,,['Le Manoir des Abeilles'],,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE', 'AB Agriculture Biologique']",B,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,
1598,Miel d'Acacia - Le Manoir des Abeilles - 350g,3335440135300,['France'],"[""Miel d'acacia""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Le Manoir des Abeilles'],,,2,350 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia"", 'Miels liquides']",,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],B,,"['Verre', 'Bocal', 'métal']",,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,
1599,Miel de Thym - Le Verger Des Abeilles,3335440135621,['France'],"['ArortaGque et complexe', ' sont [es mots qui quaGfrnt le nieztKce thym parûcuGèremtnt solu6L', ' Ilse parfâtzmgnt auxsauces une note sucrée et arômaüque Œgèrenvnt renforcée', ' u Pdtuz', ' - Le Izérger des Abeilles Les Rolandières - 35120 DOL DE BRETAGNE']",[],?,300,1255 kj(300 kcal),0,0,15,10,0,1,"0,4",['Le Verger Des Abeilles'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Magasins U'],,,,,,,,,,
1600,Miel de Tilleul bio - Le Verger des Abeilles - 375g,3335440136826,['France'],[],[],?,?,,?,,?,,?,,,['Le Verger des Abeilles'],,,,375 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de tilleul']",,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",B,,,"['Union européenne', 'Mélange']",,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,
1601,Miel de fleurs de France - Le Verger Des Abeilles - 500g,3335440150228,['France'],['Miel de fleurs'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,330,1381 kj(330 kcal),0,0,82,82,"0,4",0,0,['Le Verger Des Abeilles'],,,2,500 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Miels français', 'Miels crémeux']",0 g,en faible quantité,0 g,en faible quantité,82 g,en quantité élevée,0 g,en faible quantité,,+3%,+3%,-100%,-100%,+1%,+3%,+48%,-100%,-100%,,,,,,B,,"['Pot', 'Plastique']",['France'],,['Magasins U'],87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,
1602,Croquants pomme tatin - Le Manoir Des Abeilles,3335440221003,['France'],"['sucre', 'farine de BLE française', 'blanc aOEUF de France ', 'stabilisants ', ' gomme de guart gomme xanthane', 'éclats de caramel 11% ', 'sucre', 'sirop de gluccset CREME fraîche de Normandiet BEURRE salé 37%', 'poudre de LAIT écrémé', 'fleur de sel de Guérande 1 14%', 'cubes de pomme 20h mel de fleurs', 'arôme naturel de pomme avec autres arômes naturels Présence possible darachides Valeurs nutrltlonnelles pour 100g : Energie 1420 Kj-335 KCa!', ""Matières grasses It2g'dont acides gras saturés 0,7g Glucides 77g dont sucres 64g "", 'Protéines 3,7g Sel 0,24g']",['Non végétalien'],?,335,1402 kj(335 kcal),"1,2","0,7",77,64,"3,7","0,24","0,096",['Le Manoir Des Abeilles'],"['Gluten', 'Lait']",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,Croquants Pomme Tatin - Le Verger des Abeilles - 150g,3335440221027,['France'],"['Sucre', 'farine de blé', ""blanc d'œuf de France"", 'stabilisants ', 'gomme de guar', 'gomme xanthane', 'éclats de caramel 11 % ', 'sucre', 'sirop de glucose', 'crème fraîche de France', 'beurre salé 3,7%', 'poudre de lait écrémé', 'fleur de sel de Guéande 1,4 %', 'cubes de pomme 2%', 'miel de fleurs', 'arôme naturel de pomme avec autre arômes naturels 0,7 %']",['Non végétalien'],?,335,1402 kj(335 kcal),"1,2","0,7",77,64,"3,7","0,24","0,096",['Le Verger des Abeilles'],"['Œufs', 'Gluten', 'Lait']","['E412 - Gomme de guar', 'E415 - Gomme xanthane']",4,150 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs']",1.2 g,en faible quantité,0.7 g,en faible quantité,64 g,en quantité élevée,0.24 g,en faible quantité,,-25%,-25%,-93%,-89%,+15%,+102%,-50%,-49%,-49%,15,-11%,D,-11%,"['Point Vert', 'Fabrication artisanale', 'Triman']",B,Biscuits aux éclats de caramel et à la pomme,"['Sachet', 'Plastique']",['France'],,"['Super U', 'Magasins U']",80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['France'],,
1604,Croquants chocolat/pistaches,3335440221119,['France'],[],[],?,363,1519 kj(363 kcal),"8,3",1,64,51,"7,1","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Financier Caramel Beurre Sale,3335440223915,['France'],[],[],?,408,1707 kj(408 kcal),22,"9,8",44,33,"7,5","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,Galettes fined aux pommes,3335440225711,['France'],[],[],?,422,1766 kj(422 kcal),20,13,53,31,"5,6","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Croquants caramel beurre salé - Le Manoir Des Abeilles,3335440225902,['France'],"['sucre', 'éclats de NOISETTES 1896', 'farine de française', 'b}anc dOEUF de France ', 'stabilisants gomme de guar gomme xanthane', 'poudre de caramel 5% ', 'sucre', 'sirop de glucose', 'CREME fraîcne de Normandie', 'BEURRE demi-sel 4,1%', 'poudre de LAIT écrémé flaur de se} de Guérande 1,6%', 'miel de France', 'arôme caramel beurre salé ', 'LACTOSE', ' Présence possible darachide', ' Valeurs nutrltlonnelles pour 1005 : Energie 1656 Kj-']",['Non végétalien'],?,393,1644 kj(393 kcal),12,"1,1",65,51,6,"0,17","0,068",['Le Manoir Des Abeilles'],"['Lait', 'Fruits à coque']",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Petits financiers citron/miel - Le Manoir des Abeilles,3335440250508,['France'],[],[],?,404,1690 kj(404 kcal),21,"9,1",46,35,"7,2","0,08","0,032",['Le Manoir des Abeilles'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
