,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,brand,labels,traceability_code,markets,quantity,additives,allergens,nova_score,palm_ingredients,ingredients_origins,manufacturing,generic_name,link,brand_owner
1770,Échine fumée Supérieure,2453676030709,,,['France'],[],[],,,,,,,,,?,,1026,,4293 kj(1026 kcal),,"20,3",,9,,"0,1",,"0,1",,"16,2",,"2,18",,"0,872",,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,Pate de canard aux pistaches,3760026196497,,,['France'],[],[],,,,,,,,,?,,342,,1431 kj(342 kcal),,30,,11,,2,,"0,6",,14,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,Detox box eau coco,8719326228419,,,['France'],[],[],,,,,,,,,?,,21,,88 kj(21 kcal),,"0,1",,"0,1",,"4,5",,"4,3",,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,Côte de porc,00020268,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,Glace crème brûlé,3528161506867,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Pot'],,,,,,,,,,,,,,
1775,Noix de cajou grillées au tamari bio,00009101,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,"['Bio', 'Bio européen', 'NL-BIO-01']",,,,,,,,,,,,
1776,Capelli,8003007824596,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,Sodastream Blueberry - 375 ML,7290013380593,,,['France'],[],[],,,,,,,,,?,,321,,1343 kj(321 kcal),,"79,2",,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,Boots Iron & Vitamin C,5045097866066,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,Anchois,8595241513980,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Boite'],,,,,,,,,,,,,,
1780,Saucisson sec supérieur,3449590031013,,,['France'],[],[],,,,,,,,,?,,330,,1381 kj(330 kcal),,25,,11,,"0,9",,"0,9",,26,,"4,3",,"1,72",,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,Filets de poulet rotis - Volaé,0211791028733,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",['France'],[],[],5.5 g,en quantité modérée,1.4 g,en faible quantité,0.6 g,en faible quantité,1.26 g,en quantité modérée,?,,141,-3%,590 kj(141 kcal),-3%,"5,5",+2%,"1,4",+3%,"0,6",+4%,"0,6",+39%,"22,3",-6%,"1,26",-6%,"0,504",-6%,2,-22%,B,-22%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['Volaé'],,,,,,,,,,,,,
1782,PORTION 2CAROTTE/2COLESLAW - Martinet - 480g (4x 120g),3281780886450,B,"['Plats préparés', 'Salades', 'Salades composées', 'Entrées', 'Coleslaw', 'Salades de légumes', 'en:Carrot salads']",['France'],"['Coleslaw: légumes ', 'chou blanc 41 %', 'carotte 28 %', 'oignon', ' huile de colza', 'eau', 'sucre', 'épice', ""vinaigre d'alcool"", 'sel', 'citron à base de concentré', 'moutarde ', 'eau', 'graine de moutarde', ""vinaigre d'alcool"", 'sel', ""jaune d'œuf"", 'sirop de glucose', 'amidon transformé', 'conservateur : sorbate de potassium', 'épaississant : gomme xanthane', '\r Salade carotte: Carottes râpées 79%', ""assaisonnées à la ciboulette et à l'ail""]",['Non végétalien'],6.6 g,en quantité modérée,0.5 g,en faible quantité,5.75 g,en quantité modérée,0.93 g,en quantité modérée,435,-5%,?,,435 kj(104 kcal),-18%,"6,6",-34%,"0,5",-43%,"6,65",+6%,"5,75",+15%,"1,05",-5%,"0,93",+17%,"0,372",+17%,-1,-129%,A,-129%,37.1%,36.0%,10.3%,10.1%,5.2%,1.4%,92,,['Martinet'],,,,480 g (4 x 120 g),"['E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']","['Œufs', 'Moutarde']",4,,,,,,
1783,Nectar de poire,3335104034017,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de poire']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,,,
1784,Quiches lorraines - Eismann - 800g,3760011178569,D,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Quiches', 'Quiches lorraines']",['France'],[],[],12 g,en quantité modérée,3.8 g,en quantité modérée,3.4 g,en faible quantité,0.87 g,en quantité modérée,?,,239,-9%,1000 kj(239 kcal),-9%,12,-26%,"3,8",-56%,23,+19%,"3,4",+47%,"9,3",+0%,"0,87",-16%,"0,348",-16%,3,-79%,C,-79%,75.2%,13.0%,2.5%,2.6%,1.4%,5.3%,45,,['Eismann'],,,,800 g,,,,,,,,,
1785,Tartine de graines,3770011148165,,,['France'],[],[],,,,,,,,,?,,483,,2021 kj(483 kcal),,"29,1",,"3,6",,"31,5",,"0,8",,"18,6",,"1,11",,"0,444",,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,Pain complet,0214154011410,,,['France'],[],[],,,,,,,,,?,,235,,983 kj(235 kcal),,"1,4",,"0,3",,44,,"1,2",,9,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,Taboulé oriental à l'huile d'olive - Martinet - 1000g (2x 500g),3281780881936,B,"['Plats préparés', 'Taboulés', ""Taboulés à l'huile d'olive""]",['France'],"['semoule de blé dur réhydratée 59%', 'légumes ', 'tomates', 'poivrons', 'oignons', ""huile d'olive vierge extra"", 'huile de colza', 'jus de citron à base de concentré', 'raisins secs', 'menthe', 'épices', ""vinaigre d'alcool"", 'sel', 'conservateur : sorbate de potassium']","['Sans huile de palme', 'Végétalien', 'Végétarien']",6.3 g,en quantité modérée,0.7 g,en faible quantité,5.3 g,en quantité modérée,1.2 g,en quantité modérée,750,+19%,179,+19%,750 kj(179 kcal),+18%,"6,3",+28%,"0,7",+7%,25,+17%,"5,3",+42%,"4,3",+4%,"1,2",+20%,"0,48",+20%,6,+264%,C,+264%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,['Martinet'],,,,1000 g (2 x 500 g),"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,3,,,,,,
1788,Saucisse de frankfort - Despi,2274732017843,,,['France'],[],[],,,,,,,,,?,,241,,1008 kj(241 kcal),,"19,7",,"7,4",,"2,1",,"1,5",,14,,"2,07",,"0,828",,,,,,,,,,,,,,['Despi'],,,,,,,,,,,,,
1789,Filets de colin d'alaska,12525898,,"['Produits de la mer', 'Poissons']",['France'],[],[],6.2 g,en quantité modérée,0.7 g,en faible quantité,1.7 g,en faible quantité,1.1 g,en quantité modérée,?,,153,-20%,640 kj(153 kcal),-19%,"6,2",-45%,"0,7",-70%,11,+429%,"1,7",+196%,13,-29%,"1,1",-28%,"0,44",-28%,0,-100%,B,-100%,,,,,,,,,,"['Pêche durable', 'Pêche durable MSC']",['MSC-C-50004'],,,,,,,,,,,
1790,DOO WAP PEPITE CHOCOLAT LAIT X8 - Harry's - 300g,3228851001008,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au lait']",['France'],"['Farine de blé ', '41%', '- pépites de chocolat ', '13%', ' - eau - oeufs - matières grasses végétales hydrogénées et partiellement hydrogénées ', 'colza', 'palme', "" - sirops de glucose et de fructose - sucre - huile de tournesol - levure - arômes - sel - dextrose - gluten de blé - amidon de blé - colorant : bêta - carotène - émulsifiant : mono et diglycérides d'acides gras - antioxygène : acide ascorbique -""]","['Huile de palme', 'Non végétalien']",11.2 g,en quantité modérée,3.9 g,en quantité modérée,18.5 g,en quantité élevée,0.75 g,en quantité modérée,1407,-5%,355,+1%,1407 kj(355 kcal),-4%,"11,2",-2%,"3,9",-7%,25,-53%,"18,5",+39%,"8,4",-2%,"0,75",-26%,"0,3",-26%,12,-10%,D,-10%,78.8%,12.6%,5.3%,2.8%,0.4%,0.0%,69,,"[""Harry's""]",,,,300 g,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E300 - Acide ascorbique']","['Œufs', 'Gluten']",4,['Huile de palme'],,,,,
1791,Miel,8437010244223,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,
1792,Pesto genovese,8029065003193,C,"['Epicerie', 'Sauces', 'Sauces Pesto']",['France'],[],[],66.7 g,en quantité élevée,10 g,en quantité élevée,4 g,en faible quantité,2.4 g,en quantité élevée,?,,670,+58%,2803 kj(670 kcal),+59%,"66,7",+63%,10,+66%,"9,2",+39%,4,+29%,"6,5",+46%,"2,4",+3%,"0,96",+3%,27,+48%,E,+48%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,['en:gluten-free'],,,,,,,,,,,,
1793,Olive,8437002160159,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,,,,,,,,
1794,Fromage fermier au lait cru aux fines herbes,3760114490070,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,Graine couscous parfumé au épices du Monde,3600909606975,,,['France'],[],[],,,,,,,,,?,,371,,1552 kj(371 kcal),,3,,"0,4",,70,,"4,1",,12,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Vin rouge saulheimer,4260418970227,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",['France'],[],[],,,,,,,,,?,,?,,,,?,,0,-100%,?,,,,?,,,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,,,,,,,,
1797,Langue de bœuf sauce piquante,2205528056081,E,"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Langues de bœuf', 'Langues de bœuf sauce piquante']",['France'],[],[],10.5 g,en quantité modérée,5.2 g,en quantité élevée,0.2 g,en faible quantité,0.551 g,en quantité modérée,?,,168,+14%,703 kj(168 kcal),+14%,"10,5",+6%,"5,2",+30%,"1,6",-60%,"0,2",-85%,"16,8",+60%,"0,551",-44%,"0,22",-44%,4,-13%,C,-13%,97.7%,0.4%,0.8%,0.7%,0.4%,0.1%,10,['Film en plastique'],,,"['FR 42.305.003 CE', 'Talaudière (Loire, France)']",,,,,,,,,,,
1798,Emincé de 3 poivrons - Les Mets De Provence,3337730008448,,,['France'],[],[],,,,,,,,,?,,96,,402 kj(96 kcal),,"9,4",,"1,1",,1,,"0,8",,"0,8",,"0,8",,"0,32",,,,,,,,,,,,,,['Les Mets De Provence'],,,,,,,,,,,,,
1799,Fromage au lait de vache - Leerdammer - 500g,8721800082738,,,['France'],[],[],,,,,,,,,?,,356,,1490 kj(356 kcal),,"27,5",,"18,5",,"0,1",,"0,1",,27,,"1,5",,"0,6",,,,,,,,,,,,,,['Leerdammer'],,,,500 g,,,,,,,,,
1800,Jambon sec 6 mois de séchage,2684151058905,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",['France'],[],[],,,,,,,0 g,en faible quantité,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,
1801,Pizza à partager spicy,03191194,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",['France'],[],[],5.4 g,en quantité modérée,2.2 g,en quantité modérée,2.9 g,en faible quantité,1.2 g,en quantité modérée,?,,221,-3%,925 kj(221 kcal),-4%,"5,4",-35%,"2,2",-44%,33,+23%,"2,9",-1%,"9,7",-6%,"1,2",-4%,"0,48",-4%,4,-49%,C,-49%,,,,,,,,,,,,,,,,,,,,,,
1802,Carotte,3457707512119,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Cannelle Moulu,8435068853503,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Cannelle', 'Cannelle en poudre']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,63.0%,0.0%,17.9%,13.1%,5.9%,0.0%,78,,,,,,,,,,,,,,,
1804,Rôti de veau farci aux figues et foie gras,2287230010650,,,['France'],[],[],,,,,,,,,?,,201,,841 kj(201 kcal),,13,,"5,3",,"4,7",,"1,1",,16,,"0,82",,"0,328",,,,,,,,,,,,,,,['Point Vert'],"['FR 24.053.001 CE', 'Boulazac (Dordogne, France)']",,,,,,,,,,,
1805,Emmental,2227421021454,,,['France'],[],[],,,,,,,,,?,,368,,1540 kj(368 kcal),,29,,19,,0,,0,,28,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,frugi jeu de citron,3760050489022,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,"2,8",,1,,"0,3",,0,,0,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,
1807,Coupelle de fruits tropicaux - Dole - 198g,38900790899,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits', 'Fruits en conserve', 'Fruits tropicaux', 'en:Fruit cup']",['France'],"['Fruits tropicaux - Morceaux & jus', '\rFruits en proportion variable 66,2% ', 'papayes ', 'jaune et/ou rouge', 'ananas', ""jus d'ananas et jus de raisin blanc à base de concentré 33,6%"", ""régulateur d'acidité : acide citrique"", 'arôme naturel', 'antioxydant : acide ascorbique']",[],0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité modérée,0 g,en faible quantité,217,-19%,51,-26%,217 kj(51 kcal),-24%,0,-100%,0,-100%,12,-21%,11,-20%,"0,5",+29%,0,-100%,0,-100%,-4,,A,,,,,,,,,,['Dole'],,,,198 g,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",,4,,,,,,
1808,Aquarius - Coca-Cola Company - 6x 500ml,5449000275370,,,['France'],[],[],,,,,,,,,?,,70,,293 kj(70 kcal),,0,,0,,"3,9",,"3,9",,0,,"0,13",,"0,052",,,,,,,,,,,,,,"['Coca-Cola Company', 'Aquarius']",,,,6 x 500 ml,,,,,,,,,
1809,Suppengrün - Wagner,4001639090055,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['tüte'],['Wagner'],,,,,,,,,,,,,
1810,Chocolat noir cru aux fleurs - Moulin des moines - 45g,3347430013024,D,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['France'],"['pâte de cacao""', 'sucre de canne""', 'beurre de cacao""', 'baies de goji"" 7 %', 'fleurs 0', '5 % ', 'lavande""', 'soucls""', 'bruyere*', ' Le produit contient 74 % de cacao dans le chocolat mis en oeuvre peut contenir des traces de gluten', 'de fruits a coques', 'sésame', ""lait sans lécithine * ingredients issus de l'agriculture biologique""]",[],43.2 g,en quantité élevée,25.9 g,en quantité élevée,23 g,en quantité élevée,0.02 g,en faible quantité,?,,574,+3%,2402 kj(574 kcal),+4%,"43,18",+10%,"25,91",+12%,"31,17",-19%,"23,04",-27%,"8,99",+17%,"0,02",-57%,"0,008",-57%,17,-20%,D,-20%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,['Moulin des moines'],"['Bio', 'Bio européen', 'FR-BIO-01', 'Sans lécithine']","['EMB 67249', 'Krautwiller (Bas-Rhin, France)']",,45 g,['E322i - Lécithine'],['Gluten'],3,,,,,,
1811,The Original Maple TEA ( Thé d'érable ),0771541803534,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Crème dessert Chocolats,3760153880399,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1813,Harissa el Hamri,6111263230852,C,"['Epicerie', 'Sauces', 'Harissas']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,78.7%,9.3%,4.7%,4.8%,2.0%,0.5%,57,,,,,,,,,,,,,,,
1814,Cookies aux amandes - 200g,0317221000116,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,
1815,Economicos,3600073026173,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,Cornet à la crème et chocolat congelé,5600319411303,,,['France'],[],[],,,,,,,,,?,,349,,1460 kj(349 kcal),,"12,5",,"8,7",,"53,9",,"17,4",,"5,2",,"0,52",,"0,208",,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Cracker's,3560001984077,,,['France'],[],[],,,,,,,,,?,,467,,1954 kj(467 kcal),,20,,"3,3",,64,,"6,5",,"6,6",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Saint Emilion 2015,3108211334970,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Tutti Gourmet Biscotti Almond,0894936000506,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,Mini caprice,0168176090116,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,1 roule de d'Inde,0276572035553,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Jambon Serrano,8422003002195,,,['France'],[],[],,,,,,,,,?,,245,,1025 kj(245 kcal),,"14,2",,"5,7",,"0,1",,0,,29,,"5,33",,"2,132",,,,,,,,,,,,,,,['Fabriqué en Espagne'],,,,,,,,,,,,
1823,Estragon Spice Stick,7617014190592,,,"['France', 'Liechtenstein']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Petites Balades,3249381041715,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Loukoum aux noisettes noix de coco,8697217022349,,,['France'],[],[],,,,,,,,,?,,375,,1569 kj(375 kcal),,"2,5",,1,,"87,5",,"77,5",,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Oregano - 8g,7617014134510,,,"['France', 'Allemagne', 'Liechtenstein']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,8g,,,,,,,,,
1827,Wacholderbeeren,7613312045633,,,"['France', 'Liechtenstein']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Crème glacée vanille chocolat,3373203546802,,,['France'],[],[],,,,,,,,,?,,177,,741 kj(177 kcal),,"5,3",,3,,"29,5",,"23,2",,"4,7",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Thymian,7617014133834,,,"['France', 'Liechtenstein']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Kunststoff'],,,,,,,,,,,,,,
1830,Kümmel,91000347,,,"['France', 'Liechtenstein']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,Poudre de chili,0059749961059,,,"['Canada', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Flacon'],,,,,,,,,,,,,,
1832,Tartiflette savoyarde,3760103936541,,,['France'],[],[],,,,,,,,,?,,454,,1900 kj(454 kcal),,19,,"8,9",,51,,"1,3",,18,,"3,5",,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,Thé,25185638,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Vinagre de jeréz reserva d.o.p. ecológico,8436553350750,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1835,Bâton de chocolat - 130g,3760130790413,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,130 g,,,,,,,,,
1836,Thunfischfilets in Sonnenblumenöl - 80g,3165950308167,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,80 g,,,,,,,,,
1837,Grillreserve Bratwurst - 700g,4260113321720,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['pack.'],,,,,700 g,,,,,,,,,
1838,Miel de montagne - Moulin des moines,3347430002127,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Produits de montagne', 'Miels de montagne']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,['Moulin des moines'],,,,,,,,,,,,,
1839,Trattoria la Vialla Pesto Rosso - 180g,6049,C,"['Epicerie', 'Sauces', 'Sauces Pesto', 'Sauces Pesto Rosso']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,,,180 g,,,,,,,,,
1840,Château des morillons,26069289,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Glico Pocky Luxury berry,4901005510753,,,['France'],[],[],,,,,,,,,?,,72,,301 kj(72 kcal),,3,,"0,5",,33,,16,,"0,5",,1,,"0,4",,,,,,,,,,,,,,['Pocky'],,,,,,,,,,,,,
1842,Hakle Feuchttücher,5029053026060,,,"['France', 'Suisse']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,Moumi,9791031803753,,,['France'],[],[],,,,,,,,,?,,4,,17 kj(4 kcal),,"3,41",,"0,41",,2,,"0,22",,"2,33",,"0,69",,"0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Comté - JuraFlore,2481234037464,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",['France'],[],[],35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,?,,418,-0%,1749 kj(418 kcal),-0%,35,+1%,23,+1%,0,-100%,0,-100%,27,+0%,"0,9",+7%,"0,36",+7%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,['JuraFlore'],,,,,,,,,,,,,
1845,Roasted sunflower shelled seeds - 8x 240g,8710998446767,,,['France'],[],[],,,,,,,,,?,,582,,2435 kj(582 kcal),,50,,5,,24,,3,,19,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,8 x 240 g,,,,,,,,,
1846,Viande bovine 1 entrecote,0211385032276,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,M&M'S,7896423406054,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Fruits à coques enrobés de chocolat']",['France'],[],[],12 g,en quantité modérée,6.5 g,en quantité élevée,2.7 g,en faible quantité,2 g,en quantité élevée,?,,128,-76%,536 kj(128 kcal),-76%,12,-59%,"6,5",-48%,13,-75%,"2,7",-94%,14,+48%,2,+1462%,"0,8",+1462%,15,-39%,D,-39%,84.5%,11.4%,1.3%,2.4%,0.4%,0.0%,26,,"[""M&M's""]",,,,,,,,,,,,,
1848,Suisse pepites chocolat,3801350001467,,,['France'],[],[],,,,,,,,,?,,350,,1464 kj(350 kcal),,16,,10,,44,,19,,"6,1",,"0,82",,"0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,Huile d'olive,0710535119404,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,,
1850,Reis,4306205111722,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
