,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,packaging,labels,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,generic_name,quantity,ingredients_origins,manufacturing,traceability_code,link,markets,allergens,nutriment_energy_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,palm_ingredients
1622,Filet de Poulet,0213400049207,['France'],[],[],?,104,435 kj(104 kcal),"1,3","0,4",0,0,23,"0,11","0,044",,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,-21%,-55%,-46%,-100%,-100%,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,-4,A,,,,,,,,,-20%,-85%,-85%,,,
1623,Poisson,0202109035550,['France'],[],[],?,22,92 kj(22 kcal),22,5,56,9,22,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,3345100004297,3345100004297,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,8437012735026,8437012735026,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Confiture rhubarbe-fraise,5420038168292,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Escalopes dinde extra fines,2860126019946,['France'],[],[],?,105,439 kj(105 kcal),1,"0,3",1,0,24,"0,18","0,072",,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.215.001 CE', 'Saint-Fulgent (Vendée, France)']",,,,,,,,,
1628,Foie gras entier de canard micuit,3760171130315,['France'],[],[],?,488,2042 kj(488 kcal),"50,1","21,6","2,19","1,41","6,88","1,29","0,516",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Senf- Dressing,4001812021500,['France'],[],[],?,149,623 kj(149 kcal),2,0,28,21,"2,9","0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Lben,6194043001989,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Pains choco,3254950009027,['France'],[],[],?,427,1787 kj(427 kcal),"19,2","11,1","54,5","20,6","6,3","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Pavé de thon,2463840033061,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,St Nectaire fermier AOP - Fromagerie des Neiges - 234g,12748266,['France'],"['LAIT cru de vache', 'sel', 'ferments ', 'dont LAIT', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,?,,28,,1,0,22,"1,2","0,48",['Fromagerie des Neiges'],['Plastique'],['AOP'],B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,+5%,,-17%,-100%,+8%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,3,28 g,en quantité élevée,,,0 g,en faible quantité,1.2 g,en quantité modérée,,,,234 g,['France'],,,,,['Lait'],,-8%,-8%,,,
1634,Mandelmus,4031741311120,['France'],[],[],?,601,2515 kj(601 kcal),52,"3,9","6,7","4,9",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,La buche,8437004770578,['France'],[],[],?,312,1305 kj(312 kcal),27,19,"1,9","0,9",16,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,Gnocchi romaine,2419251032476,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Bumbu Nasi Goreng (fried Rice Seasoning),8992735210095,['France'],[],[],?,250,1046 kj(250 kcal),10,10,30,10,10,"11,9","4,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,Roquefort,2248050003024,['France'],[],[],?,379,1586 kj(379 kcal),32,20,"1,8",0,21,"3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Tonnarelli - Tre Mulini,8017596074195,['France'],[],[],?,302,1264 kj(302 kcal),"2,4","0,7",58,"1,5",11,,,['Tre Mulini'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Jambonneau de porc fule,2205134065408,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Complete greens,5055950613706,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Salame di Milano l'original - Citterio,8008410513112,['France'],[],[],?,383,1602 kj(383 kcal),31,12,"0,5","0,5",26,"4,1","1,64",['Citterio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Papaye déshydratée,2600127024538,['France'],[],[],?,342,1431 kj(342 kcal),0,0,85,76,0,"0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Crumbly Dewlay Lancashire,29100347,['France'],[],[],?,382,1598 kj(382 kcal),"31,7","21,1","0,1","0,1","24,1","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Lot de viennoiseries : p.chocolat+p.raisins+ croissants,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,8412139006846,8412139006846,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,BioGaufres,20774431,['France'],[],[],?,441,1845 kj(441 kcal),"16,3",7,"68,4","39,3","3,7","0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,Pain au raisin x2 - Cora - 190g,2077553014431,['France'],"['pain aux raisins feullete 98% ', 'pate 66% farine de BLE', ' BEURRE 24%', 'eau', 'Sucre', 'OEUFS entiers', 'LAIT enter', 'levure', 'sel GLUTEN', 'emulsifiant: e472e', 'agent de traitement de la farine: e300', ' CRÊME patissere 30%: eau', 'sucre', 'amidon modifie de pomme de terre', 'LACTOSE', 'proteines de LAIT', 'LACTOSERUM', 'poudre de LAIT enrichi de matieres grasses', 'poudre de LAIT ecreme', 'epaississant: e401 stabilisants: e450', 'e516', 'arômes', 'colorants: e101 e160a', ' raisins 4%', ' contient: GLUTEN', 'LAIT', 'OEUFS', 'Fabrique par un site qui utilise: SOJA', 'FRUITS A COQUE', 'nappage 2% ', 'eau', 'sirop de glucose ', 'BLE', 'sucre', 'gelifiant: pectine ', 'e440', 'acıdifiant: acide citrique ', 'e330', 'arome']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,?,,?,,?,,?,,,['Cora'],['Plastique'],,,,,,,,,,,,,,,,,,"[""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E300 - Acide ascorbique', 'E14XX - Amidons modifiés', 'E401 - Alginate de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E516 - Sulfate de calcium', 'E101 - Riboflavine', 'E160a - Carotènes mélangés', 'E440 - Pectines', 'E330 - Acide citrique']",4,,,,,,,,,,,,190g,,,,,,"['Œufs', 'Gluten', 'Lait']",,,,,,
1649,Menu vitalraft,4008239249579,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Peroni Libera 0.0%,8008440514004,['France'],[],[],?,22,92 kj(22 kcal),0,0,"5,3",3,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Buñuelos,8436038771438,['France'],[],[],?,338,1414 kj(338 kcal),0,0,"83,4",12,"1,1","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Farine biologique,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,Les purs jus fruit pasteurisé La corrézienne,3760043850037,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,baguette signature - franprix - 250g,02447520,['France'],"['Farine de blé - eau - levain de blé* ', 'farine de blé - eau', ' - sel-levure', ' ""Ingrédients issus de l\'agriculture biologique']",[],?,?,,"0,5",,51,"1,5",9,"1,2","0,48",['Franprix'],['sachet papier avec feuille en plastique'],['Blé français'],A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes', 'Pains de tradition française', 'Baguette de pain au levain']",,,-63%,,+6%,-26%,+20%,41.1%,30.4%,17.8%,9.5%,1.2%,0.0%,96,,1,0.5 g,en faible quantité,,,1.5 g,en faible quantité,1.2 g,en quantité modérée,,,,250 g,['Blé français'],,,,['Franprix'],['Gluten'],,+5%,+5%,,,
1655,4 faux-filets au piments d'Espelette,3039050352538,['France'],[],[],?,139,582 kj(139 kcal),"6,1","2,9","0,9","0,1",20,"0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 72.080.002 CE', 'Cherré (Sarthe, France)']",,,,,,,,,
1656,Filet de canard en aiguillette,4056489370062,['France'],[],[],?,424,1774 kj(424 kcal),"1,5","0,3","0,5","0,5","21,5","0,23","0,092",,,,D,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,+115%,-88%,-92%,+1%,+50%,+11%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,1.5 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,0.23 g,en faible quantité,1,B,,,,,,,,,+115%,-79%,-79%,-78%,-78%,
1657,Mochi,3770014397065,['France'],[],[],?,243.8,1020 kj(243 kcal),"6,9","3,2","40,2","22,9","5,4","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Fromage à la moutarde,2488926024276,['France'],[],[],?,275,1151 kj(275 kcal),22,"13,7","1,2","0,5",17,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,Gouda Holland IGP,2488620015150,['France'],[],[],?,372,1556 kj(372 kcal),"30,5","21,2","21,2",0,"23,4","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Munster AOP Fermier,2487024016732,['France'],[],[],?,365,1527 kj(365 kcal),26,17,"0,5",0,21,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Crocodile,2608101010768,['France'],[],[],?,345,1443 kj(345 kcal),"0,5","0,1",79,51,"5,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,29024629,29024629,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Tsukunés teriyaki - Lechef,3701222803055,['France'],[],[],?,138,577 kj(138 kcal),"4,7","1,3",14,"2,6",9,"0,98","0,392",['Lechef'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Udin soup,4901740140130,['France'],[],[],?,15,63 kj(15 kcal),0,0,"3,2","3,2","0,6","4,2","1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Gel douche coco bio - emma noel - 1L,3291960013422,['France'],"['AQUA ', 'WATER', 'SPIRAEA ULMARIA FLOWER EXTRACT', 'SODIUM COCO-SULFATE', 'SODIUM CHLORIDE', 'GLYCERIN', 'COCO-GLUCOD - SIDE', 'COCAMIDOPROPYL BETAINE', 'DECYL GLUCOSIDE', 'CITRIC ACID', 'TETRASODIUM GLUTAMATE DIACETATE', 'PARFUM ', 'FRAGRANCE', 'POTASSIUM SORBATE', 'POTASSIUM BENZOATE', 'COCOS NUCIFERA ', 'COCONUT', ' OIL*', ' ""horádients issus de l\'agriculture biologique / Ingredients from oreanic farming /Ingrediënten uit biologische landbouw', "" 98% du total des ingrédients sont d'origine naturele"", "" 10% du total des ingrédients sont issus de l'agriculture biologiqe""]",[],?,?,,?,,?,,?,,,['emma noel'],['Plastique'],['Ecocert greenlife'],,['Gel douche'],,,,,,,,,,,,,,,"['E422 - Glycérol', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E212 - Benzoate de potassium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,1 L,,,,,"[""lor'n bio""]",,,,,,,
1666,Chipo nature x6,3540881009176,['France'],[],[],?,235,983 kj(235 kcal),18,"8,1","0,6","0,5",15,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.026.004 CE', 'Boissière-des-Landes (Vendée, France)']",,,,,,,,,
1667,4047247218474,4047247218474,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Riz koshihikari,4544948061557,['France'],[],[],?,340,1423 kj(340 kcal),0,0,78,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,8436044141072,8436044141072,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Speck,8004225022979,['France'],[],[],?,266,1113 kj(266 kcal),16,"6,2","0,5","0,5",30,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Crevette entiere surgelée,8430708042439,['France'],[],[],?,93,389 kj(93 kcal),14,"0,22",0,0,20,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,Poulet - La nouvelle agriculture - 1,0213319042641,['France'],[],[],?,?,,?,,?,,?,,,['La nouvelle agriculture'],['Film'],['en:volaille française'],,['Bleu blanc coeur'],,,,,,,,,,,,,,,,,,,,,,,,,,,,1,['France'],,,,,,,,,,,
1673,Chips croustillantes,3380380094422,['France'],[],[],?,536,2243 kj(536 kcal),35,"2,8",49,"0,4","4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Magret de canard,2209030007418,['France'],[],[],?,334,1397 kj(334 kcal),29,"9,81","1,3","0,5",17,"0,13","0,052",,['Film en plastique'],,D,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,-2%,-1%,-2%,+4%,-25%,-5%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,29 g,en quantité élevée,9.81 g,en quantité élevée,0.5 g,en faible quantité,0.13 g,en faible quantité,13,D,,,,,"['FR 56.109.001 CE', 'Lauzach (Morbihan, France)']",,,,-2%,-92%,-92%,-29%,-29%,
1675,Spaghetti de courgettes,2868039008729,['France'],[],[],?,15,63 kj(15 kcal),"0,5","0,01","1,8","0,3","1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Raviolis à la mozzarella et tomates,3760273250713,['France'],[],[],?,249,1042 kj(249 kcal),"7,8","6,8","31,2","1,2","12,6","1,08","0,432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Roses Moulue,3102870016420,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Jambon curado espagnol,3701411000029,['France'],[],[],?,58.7879,246 kj(58 kcal),"2,303","0,848","0,152","0,152","9,394",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Bombolotti,8011322311103,['France'],[],[],?,360,1506 kj(360 kcal),"1,5","0,3","70,2","3,4",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,Prosciutto omogeneizzato con prosciutto e cereale,8001040040324,['France'],[],[],?,81,339 kj(81 kcal),"2,5","0,9","7,6","0,1",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Pesto ligure,8032529649547,['France'],[],[],?,559,2339 kj(559 kcal),55,"8,4","8,2","1,5","6,8","3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Palette de porc supérieur,2211322033654,['France'],[],[],?,190,795 kj(190 kcal),14,"5,7","0,9","0,6",15,"2,2","0,88",,"['Etui en carton', 'Sachet en plastique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Tapas de thon fumé,3770009122160,['France'],[],[],?,218,912 kj(218 kcal),16,"2,4","7,7","5,5","9,2","2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,Moutarde à la truffe d'été,3527905550470,['France'],[],[],?,101,423 kj(101 kcal),"6,5","0,4","3,5",3,"6,4","4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,glucosamine - 30tablettes,5425012101371,['France'],"['Samenstelling: 1 tablet bevat: Glucosamine Mangaan Koper *RI: Referentie inname 1183 mg 50% 1mg ', '20% Ingrediënten: Glucosaminesulfaat 2KCI ', 'uit schaaldie - ren', 'Saccharose', 'glansmiddelen: Steari - nezuur', ' Magnesiumstearaat', ' Hydroxypro - pylmethylcellulose', ' Talk', ' Shellac', 'vulstof: Celiulosé', 'Mangaan gluconaat ', 'Mangaan', 'antiklontermiddel: Siliciumdioxide', 'bind - middel: Hydroxypropylcellulose', 'kleurstof: Titaandioxide', 'Koperbisglycinaat ', 'Koper']","['Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,"['E904 - Gomme-laque', 'E463 - Hydroxypropylcellulose']",4,,,,,,,,,,,,30 tablettes,,,,,,,,,,,,
1686,Oignons rouges émincés surgelés,0022314551221,['France'],[],[],?,32,134 kj(32 kcal),"0,5","0,1","5,4","4,6",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 26116', 'Donzère (Drôme, France)']",,,,,,,,,
1687,Melange de fruits exotiques,0230370073735,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,Pièce en chocolat,0200030286638,['France'],[],[],?,512,2142 kj(512 kcal),26,17,61,59,"6,5","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Emince en sauce,9003579007129,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,5420029512189,5420029512189,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,"Fruchtcocktail , mit köstlichem Pfirsichmark",0024000198062,['France'],[],[],?,77,322 kj(77 kcal),1,0,18,18,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,5400101497405,5400101497405,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,3760269111417,3760269111417,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,Lait amandes intense - Bjorg,0212010129712,['France'],[],[],?,?,,?,,?,,?,,,['Bjorg'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Coulommiers au lait cru,3259781000854,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Elixir de rose,3700670702828,['France'],[],[],?,36,151 kj(36 kcal),0,0,"8,8","8,3","0,42",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,L'artisou du Mézenc -,0200714057134,['France'],[],[],?,?,,?,,?,,?,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages au lait cru']",,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,,,"['FR 43.186.001 CE', 'Saint-Front (Haute-Loire, France)']",,,,,,,,,
1698,8436046820692,8436046820692,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Canistron anis,0209116019351,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,Pastis lices st-tropez,3770002329016,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Tourte au foie gras de canard & aux pommes,3760105351953,['France'],[],[],?,479,2004 kj(479 kcal),"37,5","16,2","31,1",4,"6,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Bällchen Gemüse,4337256075886,['France'],[],[],?,330,1381 kj(330 kcal),18,"1,7",18,4,18,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Bun Gao Lut,8934746054206,['France'],[],[],?,347,1452 kj(347 kcal),"1,1","0,4",78,"0,2","6,9","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,6750048434018,6750048434018,['France'],[],[],?,?,,?,,?,,?,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,Super porridge coco lithothame maca,8211260024053,['France'],[],[],?,351,1469 kj(351 kcal),4,3,66,6,9,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,L'expresso RISTRETTO N°11 (Puissant & Racé),3227540503083,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,tortilla,5412018319763,['France'],[],[],?,304,1272 kj(304 kcal),"5,9","1,2",52,"2,6","8,6","1,2","0,48",,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,"Cassolettes poularde, cèpes, girolles",3576280631502,['France'],[],[],?,159,665 kj(159 kcal),12,"7,2","5,5","2,3","6,9","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,La fabrique bio Mendiant,3760246161435,['France'],[],[],?,574,2402 kj(574 kcal),"36,7",16,"49,6",47,"6,5","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,Filets de Poulet,0213311056745,['France'],[],[],?,109,456 kj(109 kcal),"1,3","0,4",0,0,23,"0,11","0,044",,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,-17%,-55%,-46%,-100%,-100%,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,-4,A,,,,,,,,,-16%,-85%,-85%,,,
1711,Chips natures,2443820044805,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,Feves de cacao fermentées non torréfiées - Ecoidees,3760087362923,['France'],[],[],?,559.2,2340 kj(559 kcal),"46,3","26,31","12,55","0,1",12,"0,1","0,04",['Ecoidees'],,"['Bio', 'Bio européen', 'Commerce équitable', 'Agriculture non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,"['Cacao et dérivés', 'Fèves de cacao']",,+5%,+39%,+38%,-74%,-100%,+73%,,,,,,,,,,46.3 g,en quantité élevée,26.3 g,en quantité élevée,0.1 g,en faible quantité,0.1 g,en faible quantité,11,D,,,,,,,,,+5%,-36%,-36%,-53%,-53%,
1713,Cranberries bio séchées,03637388,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,L'expresso ELEGANZA (Profond & Aromatique),3227540503090,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Pâtes artisanales,3770012161460,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Salsa pronta di pomodoro datterino biologico,8051511065028,['France'],[],[],?,30,126 kj(30 kcal),"0,8",0,"3,7","3,7",1,"0,61","0,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Tarte au citron,5711821000678,['France'],[],[],?,299,1251 kj(299 kcal),12,"7,3",44,26,"4,3","0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,"Thé noir parfumé, Le Bonheur !",3457041172611,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,Samoussa boeuf,3412610339628,['France'],[],[],?,217,908 kj(217 kcal),12,2,20,2,6,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
