,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,packaging,labels,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,generic_name,quantity,ingredients_origins,manufacturing,traceability_code,link,markets,allergens,nutriment_energy_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,palm_ingredients
1504,Milde Kwark,8710624330958,['France'],[],[],?,65,272 kj(65 kcal),82,0,"6,5",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,10758281,10758281,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,Grillons fumés,5430000140027,['France'],[],[],?,444,1858 kj(444 kcal),"21,5","7,85","2,7","0,5","57,3","4,37","1,748",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,Blinis,3760101945545,['France'],[],[],?,264,1105 kj(264 kcal),"9,8","1,2",36,"8,5","6,1","1,75","0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,Chorizo perche,3435030028118,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,Arachide wasabi,2600287024805,['France'],[],[],?,468,1958 kj(468 kcal),21,"6,8",56,"9,7",11,"0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,Esma Falafel,8690804344749,['France'],[],[],?,285,1192 kj(285 kcal),"4,9","0,7","83,1","9,3","16,8","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,Soupe de potimarron & châtaigne,3760313530102,['France'],[],[],?,64,268 kj(64 kcal),"2,7","0,01","8,1","2,4","1,1","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,Flamby,3428200387023,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,Genmaicha,4901046462820,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,Currywurst,0836069004150,['France'],[],[],?,193,808 kj(193 kcal),"13,1",5,"11,3","9,9",7,2,"0,8",,,"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['DE BW-01125 EG'],,,,,,,,,
1515,Farine d'épeautre intégrale,59505655,['France'],[],[],?,330,1381 kj(330 kcal),2,"0,4",61,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,Bio ceylon zimt,4260335836132,['France'],[],[],?,272,1138 kj(272 kcal),3,1,56,55,"3,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,Tourte bleu du Vercors-Sassenage AOP,2274689119324,['France'],[],[],?,230,962 kj(230 kcal),"17,9","7,2","1,2","0,4","16,1","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,Five grain tea,8801382135036,['France'],[],[],?,5,21 kj(5 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,Soso Flor De Sal Natural,8436048830033,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,Cacahuetes,3258561121031,['France'],[],[],?,580,2427 kj(580 kcal),44,"5,5",16,"6,9",26,"1,45","0,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,Torsade au chocolat,0298026025910,['France'],[],[],?,341,1427 kj(341 kcal),15,"9,2",44,18,"6,2","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,Jambon sec Supérieur,0210748016014,['France'],[],[],?,274,1146 kj(274 kcal),18,"7,5",1,"0,5",27,"5,94","2,376",,,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,+17%,+41%,+54%,+70%,+33%,-7%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,18 g,en quantité modérée,7.5 g,en quantité élevée,0.5 g,en faible quantité,5.94 g,en quantité élevée,20,E,,,,,"['FR 38.012.001 CE', 'Aoste (Isère, France)']",,,,+17%,+18%,+18%,+20%,+20%,
1523,Pizza flammekueche,,['France'],[],[],?,307,1284 kj(307 kcal),23,"9,8",14,"1,7",11,"0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,Le vrai jambon de par ici,2204784034833,['France'],[],[],?,176,736 kj(176 kcal),"9,7","3,8","0,5","0,5",23,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,Soupe bio carotte-thym,3760249310007,['France'],[],[],?,33,138 kj(33 kcal),"0,94","0,14","5,83","1,14","0,73","0,51","0,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,Veganï,5413401005423,['France'],[],[],?,261,1092 kj(261 kcal),23,2,"8,6","3,6","3,7","1,2","0,48",,,"['Bio', 'Bio européen']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,Bleu de Laqueuille,2488710018894,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 69.273.010 CE', 'Corbas (Rhône, France)']",,,,,,,,,
1528,Pizza epicee,,['France'],[],[],?,252,1054 kj(252 kcal),16,"5,5",16,"2,5",11,"0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,Crepes nature u,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,Banane,2437814013519,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,Melanges caraibes,2600303040475,['France'],[],[],?,435,1820 kj(435 kcal),"19,5","2,5","54,4","52,3","7,2","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,"Pintade prêt a cuire -  - 1,2kg",2199904005513,['France'],[],[],?,903,3778 kj(903 kcal),15,4,5,5,20,13,"5,2",,"['Barquette', 'Film en plastique']","['Viande Française', 'Volaille Française', 'Point Vert']",,"['Viandes', 'Volailles']",,+468%,+135%,+127%,+126%,+847%,-2%,,,,,,,,,,15 g,en quantité modérée,4 g,en quantité modérée,5 g,en quantité modérée,13 g,en quantité élevée,24,E,,"1,2 kg",,['France'],"['FR 49.332.001 CE', 'Séguinière (Maine-et-Loire, France)']",,['Aldi'],,+467%,+1346%,+1346%,+934%,+934%,
1533,Poli saucisse,3838977035278,['France'],[],[],?,233,975 kj(233 kcal),19,"5,4","0,5",0,15,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,Bistoccu di montresta integrale,8050043390059,['France'],[],[],?,335.6,1404 kj(335 kcal),"2,6","0,6",20,6,24,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,Rôti épaule à mijoter veau,0200512074395,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,Compotée fraise,0208634016460,['France'],[],[],?,72,301 kj(72 kcal),"0,2",0,16,16,"0,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,Mont de Lacaune,0207942013581,['France'],[],[],?,375,1569 kj(375 kcal),30,22,0,0,23,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,Bio poulet fermier,2295251012805,['France'],[],[],?,153,640 kj(153 kcal),76,"2,2","0,5","0,5",21,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,Poulet fermier,0217004090009,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,4008967702704,4008967702704,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,Miel,2900000047143,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,Chiffonade de pastrami de dinde,7290000318172,['France'],[],[],?,121,506 kj(121 kcal),5,"1,5",2,1,17,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,Yaourt fermier au lait de chèvre,3565430001357,['France'],[],[],?,90,377 kj(90 kcal),"3,5","2,3","12,6","11,7","2,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,Tomme bio,3324440469751,['France'],[],[],?,317,1326 kj(317 kcal),26,17,"0,5","0,5",21,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,Exacompta Classeur Extra,3037921099384,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,Kombucha spirit Cassis-Hibiscus,3770006135415,['France'],[],[],?,18,75 kj(18 kcal),0,0,"2,4","2,4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,8801056097899,8801056097899,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,Clonakilty sausages,5099490000305,['France'],[],[],?,1378,5766 kj(1378 kcal),27,"9,4",12,"1,7","9,9","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,Hamburge bovino adulto piemontese,8051411759904,['France'],[],[],?,155.08,649 kj(155 kcal),"8,2","5,02","2,6","0,48","17,72","1,56","0,624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,Rivette du Mans,3760252200319,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,Gratin lyonnais portion,2159353002143,['France'],[],[],?,248,1038 kj(248 kcal),19,11,"3,2","1,8",16,"0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,"Salamisso , Geflügel",4001956252235,['France'],[],[],?,467,1954 kj(467 kcal),36,16,1,1,35,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,Spécialité au pruneau,2600166033133,['France'],[],[],?,250,1046 kj(250 kcal),"0,5","0,5",55,37,"1,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,Tagada - Haribo,3103220047972,['France'],[],[],?,366,1531 kj(366 kcal),"0,5","0,1",88,74,"2,8",,,['Haribo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,Lieu Mcs au citron puree aix herbes et fondue de poireaux - Seazon,3701456310466,['France'],[],[],?,147,615 kj(147 kcal),34,4,8,1,7,1,"0,4",['Seazon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,Miel de fleurs,3701289500195,['France'],[],[],?,?,,?,0,?,0,?,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,-100%,,-100%,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,0 g,en faible quantité,0 g,en faible quantité,,,,,,,,,,,,,,,,,,
1557,Chili con chicken - Seazon,3701456304502,['France'],[],[],?,138,577 kj(138 kcal),5,3,15,1,7,1,"0,4",['Seazon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,adult+1,8410136017575,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,Escalopes de dinde,2865524023755,['France'],[],[],?,?,,?,,?,,?,0,0,,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,0 g,en faible quantité,,,,,,,"['FR 61.096.020 CE', ""Chapelle-d'Andaine (Orne, France)""]",,,,,-100%,-100%,,,
1560,Mini hogacitas de espelta con avena y masa madre,8410581008029,['France'],[],[],?,271,1134 kj(271 kcal),"4,7","1,24","50,8","3,4","9,3","1,025","0,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,Magné force,3440819971615,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,Peperoncini ciliegino piccanti,8018759000334,['France'],[],[],?,48,201 kj(48 kcal),"0,4","0,1","8,5","5,1","1,8",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,La pêche melba,3291810769974,['France'],[],[],?,232,971 kj(232 kcal),"13,1","8,6","25,6",21,"2,3","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,Paesani integrali,8000015003708,['France'],[],[],?,448,1874 kj(448 kcal),"13,6","1,9","68,8","24,2","9,2","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,Endives chicorée witloof,3439496511924,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,Oeuf - Auchan,3596710490486,['France'],[],[],?,?,,?,,?,,?,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,Fromage blanc 3% - Les 4pis,370100240,['France'],[],[],?,?,,?,,?,,?,,,['Les 4pis'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,Roland Sopa Ramen De Hongos,0041224722309,['France'],[],[],?,390,1632 kj(390 kcal),7,2,52,3,7,4,"1,6",['Roland'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,Beef protein,5999076223787,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,Cumin moulu,6111242540354,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,Protéines de soja texturées petites - Grillon d'Or,0113421557902083,['France'],[],[],?,341,1427 kj(341 kcal),"6,9",1,14,"7,7",50,,,"[""Grillon d'Or""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,4099100133684,4099100133684,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,2261060004133,2261060004133,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,6385579639085,6385579639085,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,4099100198867,4099100198867,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,2 cuisses Poulet fermier loué - 50g,0217810035096,['France'],[],[],?,138,577 kj(138 kcal),"5,9","1,7",0,0,20,"0,15","0,06",['Loué'],"['Sous vide', 'Frais']","['Viande Française', 'Volaille Française', 'Nutriscore', 'IGP', 'Label Rouge']",D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,-28%,-52%,-49%,-100%,-100%,+9%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,5.9 g,en quantité modérée,1.7 g,en quantité modérée,0 g,en faible quantité,0.15 g,en faible quantité,-3,A,,50g,,['France'],,,,,-28%,-80%,-80%,-185%,-185%,
1577,Terrine au camembert,3460778554964,['France'],[],[],?,477,1996 kj(477 kcal),"47,2","19,3",4,"0,6","8,8","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,74594863,74594863,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Abricot sec,2600110015482,['France'],[],[],?,283,1184 kj(283 kcal),"0,5","0,02","62,6","53,4","3,4",,,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,+8%,+3%,-67%,+8%,+18%,+10%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,0.5 g,en faible quantité,0.02 g,en faible quantité,53.4 g,en quantité élevée,,,,,,,,,,,,,+8%,,,,,
1580,miel de Franche Comté - Breuillard - 500g,3007003271816,['France'],[],[],?,?,,?,,?,,?,,,['Breuillard'],['pot plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500g,,,,,,,,,,,,
1581,Muesli aux fruits - Bjorg,0222110718716,['France'],[],[],?,?,,?,,?,,?,,,['Bjorg'],,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Thé vert,3398984509556,['France'],[],[],?,?,,?,,?,,?,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,5400501104033,5400501104033,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,4047247129503,4047247129503,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Chocolat - Danette,2033428067261,['France'],[],[],?,?,,?,,?,,?,,,['Danette'],,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,8011515955596,8011515955596,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Detox - Clipper,0104212168128,['France'],[],[],?,?,,?,,?,,?,,,['Clipper'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Consilia,8000965153843,['France'],[],[],?,?,,?,,?,,?,,,['Consilia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,4040744531008,4040744531008,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,7640117090292,7640117090292,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,8057288810854,8057288810854,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,Fio di neve,8000005026014,['France'],[],[],?,301,1259 kj(301 kcal),27,19,12,12,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Winiary Smaczna Zupa Pea Soup With Croutons 21 G,7613033758447,['France'],[],[],?,39,163 kj(39 kcal),"0,8","0,3","5,8","0,6",2,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,3770012185602,3770012185602,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,Noir dégustation éclats de framboise - Je gross,7320218917758,['France'],[],[],?,?,,?,,?,,?,,,['Je gross'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,8010131090131,8010131090131,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Maïzena,17121028,['France'],[],[],?,355,1485 kj(355 kcal),"0,5","0,1",86,"0,5","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,Le tourage or coloré,3256760108235,['France'],[],[],?,743,3109 kj(743 kcal),82,56,"0,5","0,5","0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Gelée de coin,3263851927965,['France'],[],[],?,240,1004 kj(240 kcal),0,0,60,60,0,"0,13","0,052",,['Bocal en verre'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 19123', 'Malemort-sur-Corrèze (Corrèze, France)']",,,,,,,,,
1600,5425033155582,5425033155582,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,3760194227214,3760194227214,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Feinfixclassic,4015808020019,['France'],[],[],?,4,17 kj(4 kcal),"0,1","0,1","0,4","0,1","0,2","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,4088600344294,4088600344294,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,Brioche,,['France'],[],[],?,359,1502 kj(359 kcal),"2,3","0,3",14,"3,1","1,9",8,"3,2",,,"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Taralli caserecci,8015592706867,['France'],[],[],?,459,1920 kj(459 kcal),"16,3","1,6","66,5","1,6","9,87","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,Les Grandes Terrasses,3105711650142,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Cioccolato bianco,8023797150101,['France'],[],[],?,577,2414 kj(577 kcal),38,23,51,51,"8,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Bouillon de bœuf,8697460392831,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,9782070667055,9782070667055,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,brocoli bio - la melba cooperative,3760126742341,['France'],[],[],?,?,,?,,?,,?,,,['la melba cooperative'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,1/2 palette fumée,2684842059693,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Brésil pure origine,2010056670018,['France'],[],[],?,554,2318 kj(554 kcal),40,24,34,30,"7,6",20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,Assortiment potee,2693823061921,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 42.305.004 CE', 'Talaudière (Loire, France)']",,,,,,,,,
1614,Pain de table nature,3448978300055,['France'],[],[],?,280,1172 kj(280 kcal),"1,6","0,25","53,2","3,9","12,7","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Alice au pays des Maroilles,3588570005177,['France'],[],[],?,501,2096 kj(501 kcal),28,18,49,"3,1",13,"3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,4260541684978,4260541684978,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,Coop Betty Bossi,7624841902564,['France'],[],[],?,?,,?,,?,,?,,,"['Coop Betty Bossi', 'Betty Bossi']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,3760058607701,3760058607701,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,Pois chiches bio,3760019960104,['France'],[],[],?,130,544 kj(130 kcal),"1,7","0,4",14,"0,5","7,6","0,1","0,04",,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",,-32%,-44%,+2%,-41%,-70%,-25%,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,,,1.7 g,en faible quantité,0.4 g,en faible quantité,0.5 g,en faible quantité,0.1 g,en faible quantité,-3,A,,,,,,,,,-31%,-79%,-79%,,,
1620,Rillettes de dorade le Royal,3551280000459,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,Unicorn,8410805015208,['France'],[],[],?,394,1648 kj(394 kcal),"0,3","0,14","97,9","97,9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
