,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,additives,allergens,nova_score,generic_name,quantity,packaging,manufacturing,traceability_code,markets,ingredients_origins,link,origin_detail,producer_info,palm_ingredients
1789,Jambon sec de Pays,3346380001112,['France'],[],[],?,222,929 kj(222 kcal),"11,3","4,4","0,4","0,1",30,"2,4","0,96",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,11.3 g,en quantité modérée,4.4 g,en quantité modérée,0.1 g,en faible quantité,2.4 g,en quantité élevée,,-5%,-5%,-12%,-10%,-32%,-73%,+3%,-52%,-52%,16,-4%,D,-4%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,,,,,
1790,Jambon sec de pays,3346380001334,['France'],[],[],?,222,929 kj(222 kcal),"11,3","4,4","0,4","0,1",30,"2,4","0,96",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']","['Viande Française', 'Viande Porcine Française']",11.3 g,en quantité modérée,4.4 g,en quantité modérée,0.1 g,en faible quantité,2.4 g,en quantité élevée,,-5%,-5%,-12%,-10%,-32%,-73%,+3%,-52%,-52%,16,-4%,D,-4%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,"['FR 12.195.007 CE', 'Rebourguil (Aveyron, France)']",,,,,,
1791,Jambon sec,3346380001372,['France'],[],[],?,195,816 kj(195 kcal),"9,07","3,29","1,77","0,3","26,6","2,43","0,972",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'en:raw-cured-ham']",,9.07 g,en quantité modérée,3.29 g,en quantité modérée,0.3 g,en faible quantité,2.43 g,en quantité élevée,,-19%,-18%,-33%,-36%,+173%,-31%,-8%,-51%,-51%,15,-12%,D,-12%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,,,,,
1792,Assiette de charcuterie,3346380001945,['France'],[],[],?,183,766 kj(183 kcal),"10,9","4,27","1,2","0,43","20,3","1,54","0,616",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,Plateau Raclette - Idee Raclette,3346380001952,['France'],"['4 tranches de jambon sec : Jambon de Porc ', 'France', 'Sel sec', 'Dextrose', 'Conservateur E252', 'Saccharose', 'Arômes naturels / 8 tranches de bacon : Viande de porc ', '95%', ' UE', 'sel', 'dextrose', 'antioxydant : E301', 'conservateurs E252 E250', 'arôme', 'épices', 'ferments', 'fumée / 8 tranches de rosette : Viande de porc ', '141 g pour 100 g de produit fini', ' UE', 'sel', 'LACTOSE', 'épices et plantes aromatiques', 'sirop de glucose', 'vin', 'dextrose', 'antioxygène E316', 'conservateur E252', 'ferments', ' Conditionné sous atmosphère protectrice', ' A conserver à +40C maximum']","['Non végétalien', 'Non végétarien']",?,183,766 kj(183 kcal),"10,9","4,27","1,2","0,43","20,3","1,57","0,628",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Idee Raclette'],"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",['Lait'],4,,,,,,,,,,,
1794,Jambon sec superieur -,3346380002010,['France'],[],[],?,195,816 kj(195 kcal),"9,07","3,29","1,77","0,3","26,6","2,43","0,972",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'en:raw-cured-ham']",['Qualité supérieure'],9.07 g,en quantité modérée,3.29 g,en quantité modérée,0.3 g,en faible quantité,2.43 g,en quantité élevée,,-19%,-18%,-33%,-36%,+173%,-31%,-8%,-51%,-51%,15,-12%,D,-12%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,,,,,
1795,Filet de bacon 40 tranches,3346380005073,['France'],[],[],?,116,485 kj(116 kcal),"2,3","0,88","0,7",0,23,"1,26","0,504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Jambon Sec Quatre Tranches,3346380007008,['France'],[],[],?,222,929 kj(222 kcal),"11,3","4,4","0,3","0,1",30,"2,4","0,96",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,11.3 g,en quantité modérée,4.4 g,en quantité modérée,0.1 g,en faible quantité,2.4 g,en quantité élevée,,-5%,-5%,-12%,-10%,-49%,-73%,+3%,-52%,-52%,16,-4%,D,-4%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,,,,,
1797,Jambon sec de pays,3346380007039,['France'],[],[],?,222,929 kj(222 kcal),"11,3","4,4","0,4","0,1",30,"2,4","0,96",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,11.3 g,en quantité modérée,4.4 g,en quantité modérée,0.1 g,en faible quantité,2.4 g,en quantité élevée,,-5%,-5%,-12%,-10%,-32%,-73%,+3%,-52%,-52%,16,-4%,D,-4%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,"['FR 12.195.007 CE', 'Rebourguil (Aveyron, France)']",,,,,,
1798,PANCETTA SEL SEC,3346380007138,['France'],[],[],?,506,2117 kj(506 kcal),"21,7","9,41",0,0,27,"1,9","0,76",E,"['Viandes', 'Porc', 'Pancetta']",,21.7 g,en quantité élevée,9.41 g,en quantité élevée,0 g,en faible quantité,1.9 g,en quantité élevée,,+39%,+40%,-29%,-22%,-100%,-100%,+38%,-47%,-47%,23,-0%,E,-0%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,,,,,
1799,Jambon sec supérieur -,3346380007404,['France'],[],[],?,222,929 kj(222 kcal),"11,3","4,4","0,4","0,1",30,"2,4","0,96",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'en:raw-cured-ham']",['Qualité supérieure'],11.3 g,en quantité modérée,4.4 g,en quantité modérée,0.1 g,en faible quantité,2.4 g,en quantité élevée,,-8%,-7%,-16%,-15%,-38%,-77%,+4%,-51%,-51%,16,-6%,D,-6%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,"['FR 12.195.007 CE', 'Rebourguil (Aveyron, France)']",,,,,,
1800,Saucisse seche - Cros,3346384061020,['France'],"['Viande et gras de porc ', 'UE', 'se LACTOSE,épices ', 'dextrose', 'conservateurs: E252?E250', 'fermer ts', 'ail', 'arômes naturels']","['Non végétalien', 'Non végétarien']",?,440,1841 kj(440 kcal),"34,2","13,6","2,5","1,3","31,7","1,7","0,68",,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cros'],"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],4,,,,,,,,,,,
1801,Jambon sec superieur -,3346384061303,['France'],[],[],?,222,929 kj(222 kcal),"11,3",0,"0,4",0,30,"2,4","0,96",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'en:raw-cured-ham']","['Viande Française', 'Viande Porcine Française', 'Qualité supérieure']",11.3 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,2.4 g,en quantité élevée,,-8%,-7%,-16%,-100%,-38%,-100%,+4%,-51%,-51%,12,-29%,D,-29%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,,,,,
1802,Poires,3346390000525,['France'],[],[],?,55,230 kj(55 kcal),0,0,0,0,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,"Pommes Golden Delicious - Le Verger de La Blottière - 0,550kg",3346390001508,['France'],"['Pommes Golden delicious', 'calibre 150/180']",[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Pommes', 'Fruits frais', 'Pommes fraîches']","['Catégorie I', 'Fabriqué en France']",,,,,,,,,,,,,,,,,,,,,,,61.7%,0.0%,0.0%,19.0%,18.4%,0.9%,99,['Le Verger de La Blottière'],,,,,"0,550 kg","['Plastique', 'Barquette']",['France'],"['EMB 49281C', 'Saint-Georges-des-Gardes (Maine-et-Loire, France)']",,['France'],,,,
1804,Coeur de Thierache (26% MG) - Rollot - 200g,3346424000071,['France'],"['Lait de vache pasteurisé', 'présure', 'ferments lactiques', 'sel alimentaire']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1260,?,1260 kj(301 kcal),26,,1,,22,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages pasteurisés', 'Fromages à pâte molle à croûte lavée']",['Saveurs en Or'],26 g,en quantité élevée,,,,,,,-2%,,0%,+6%,,+81%,,+11%,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Rollot'],,['Lait'],3,,200 g,['Plastique'],['Thierache'],"['FR 02.725.002 CE', 'Sommeron (Aisne, France)']",['Auchan'],,,,,
1805,Riz 3 saveurs - Craf,3346430000119,['France'],[],[],?,350,1464 kj(350 kcal),"2,4","0,5",72,1,"8,6","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Craf'],,,,,,,,,,,,,,
1806,Riz rond dessert,3346430000317,['France'],[],[],?,352,1473 kj(352 kcal),0,0,77,"0,6","6,9","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Haricots Cocos Roses,3346430200052,['France'],[],[],?,260,1088 kj(260 kcal),"1,6",0,40,0,"21,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,Riz,3346434300017,['France'],[],[],?,332,1389 kj(332 kcal),"0,6","0,6","78,9",0,"7,1","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,3346470175822,3346470175822,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,Infusion rooibos par les thés de constance -,3346470175839,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Rooibos']",,,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,
1811,Pomme d'altitude - Perlim - 4,3346610059678,['France'],[],[],?,15,63 kj(15 kcal),5,2,3,2,18,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Perlim'],,,,,4,,,,,,,,,
1812,Mon jambon supérieur de Noël - Brient,3346650101450,['France'],"['Jambon de porc frais', 'eau', 'sel', 'sel de Guérande', 'dextrose', 'saccharose', 'bouillon naturel de porc', 'conservateur : nitrite de sodium', 'anti oxydant : erythorbate de sodium? Porc origine France Traces éventuelles de dérivé du LAIT']","['Non végétalien', 'Non végétarien']",?,141,590 kj(141 kcal),"5,4","1,68","0,4","0,4","23,1","1,51","0,604",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']","['Viande Française', 'Viande Porcine Française', 'Qualité supérieure']",5.4 g,en quantité modérée,1.68 g,en quantité modérée,0.4 g,en faible quantité,1.51 g,en quantité élevée,,+7%,+8%,+12%,-9%,-40%,-33%,+9%,-19%,-19%,3,-57%,C,-57%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,['Brient'],"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",['Lait'],4,,,,,,,,,,,
1813,Pâté de tête persillé 500g,3346650200894,['France'],[],[],?,207,866 kj(207 kcal),"16,7",6,"0,4","0,3","13,6","1,34","0,536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Jambon cuit supérieur à griller,3346650210756,['France'],[],[],?,141,590 kj(141 kcal),17,"1,7","0,4","0,4",23,"1,5","0,6",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",['Qualité supérieure'],17 g,en quantité modérée,1.7 g,en quantité modérée,0.4 g,en faible quantité,1.5 g,en quantité modérée,,+7%,+8%,+254%,-8%,-40%,-33%,+9%,-20%,-20%,3,-57%,C,-57%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,"['FR 35.196.001 CE', 'Mordelles (Ille-et-Vilaine, France)']",,,,,,
1815,Cervelas supérieur 12 tranches,3346650210916,['France'],[],[],?,319,1335 kj(319 kcal),"29,9",11,"1,6","0,6","11,4","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Frais'],,,,,,,,
1816,Jambon supérieur DD - Le Choix du Charcutier - 320g,3346650211944,['France'],"['Jambon de porc', 'eau', 'sel', 'sel de Guérande', 'dextrose', 'bouillon naturel de porc', 'conservateur : E250', 'antioxydant : E316']","['Non végétalien', 'Non végétarien']",?,141,590 kj(141 kcal),"5,4","1,68","0,4","0,4","23,1","1,51","0,604",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']","['Viande Porcine Française', 'Point Vert', 'Fabriqué en France', 'Qualité supérieure', 'Viande-francaise']",5.4 g,en quantité modérée,1.68 g,en quantité modérée,0.4 g,en faible quantité,1.51 g,en quantité élevée,,+7%,+8%,+12%,-9%,-40%,-33%,+9%,-19%,-19%,3,-57%,C,-57%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,['Le Choix du Charcutier'],"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",,4,,320 g,"['Sous atmosphère protectrice', 'Frais', 'Plastique']",,,,,,,,
1817,Jambon cuit doré au four - Sans marque - 110g,3346650212415,['France'],"['jambon de porc frais', 'eau', 'sel', 'sel de Guérande', 'dextrose', 'saccharose', 'bouillon naturel de porc', 'conservateur : E250', 'antioxydant : E316']","['Non végétalien', 'Non végétarien']",?,141,590 kj(141 kcal),"17,5","1,7","0,4","0,4","23,1","1,5","0,6",C,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']","['Viande-francaise', 'Point Vert', 'Viande-porcine-francaise']",17.5 g,en quantité modérée,1.7 g,en quantité modérée,0.4 g,en faible quantité,1.5 g,en quantité modérée,,+7%,+8%,+265%,-8%,-40%,-33%,+9%,-20%,-20%,3,-57%,C,-57%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['Sans marque', 'Brient']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",,4,,110 g,"['Film', 'Plastique', 'Sous atmosphère protectrice', 'Barquette']",['France'],"['FR 35.196.001 CE', 'Mordelles (Ille-et-Vilaine, France)']",,['France'],,,,
1818,Pâté mousse forestière,3346650212521,['France'],[],[],?,100,418 kj(100 kcal),"23,7","8,8","7,8","2,5",11,"1,8","0,72",,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Piemontaise tradition jambon supérieur,3346650212736,['France'],[],[],?,182,761 kj(182 kcal),"13,6","1,6","8,2","0,6","7,7",1,"0,4",,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 35.196.001 CE', 'Mordelles (Ille-et-Vilaine, France)']",,,,,,
1820,Museau de bœuf pétales en vinaigrette -,3346650212781,['France'],[],[],?,117,490 kj(117 kcal),"7,9",1,"0,1","0,1","11,6","1,4","0,56",,"['Viandes', 'Préparations de viande']",,7.9 g,en quantité modérée,1 g,en faible quantité,0.1 g,en faible quantité,1.4 g,en quantité modérée,,-43%,-43%,-25%,-69%,-99%,-92%,-26%,-11%,-11%,2,-74%,B,-74%,,,,,,,,,,,,,,,,,,,,,,
1821,Duo de Jambons et Légumes Croquants - Brient - 500g,3346650213245,['France'],"['Pommes de terre', 'jambon de porc', 'carottes', 'haricots verts', 'huile de colza', 'eau', 'oignons', 'sel', 'épices et aromates', 'vinaigre', 'graines de moutarde', ""jaune d'oeuf pasteurisé"", 'dextrose', 'bouillon de porc', 'colorant : E150a', 'conservateurs : E222', 'E223 ', 'sulfites', 'E250', 'anti oxydant : E316', 'épaississants : E412', 'E415']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,173,724 kj(173 kcal),"13,7","1,2","8,4","0,8","4,7","0,8","0,32",,"['Plats préparés', 'Frais', 'Plats préparés frais']","['Viande-francaise', 'Viande Porcine Française', 'Fabriqué en France']",13.7 g,en quantité modérée,1.2 g,en faible quantité,0.8 g,en faible quantité,0.8 g,en quantité modérée,,-6%,-4%,+65%,-53%,-50%,-64%,-37%,-21%,-21%,2,-52%,B,-52%,,,,,,,,['Brient'],"['E150a - Caramel E150a', 'E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']","['Œufs', 'Moutarde', 'Anhydride sulfureux et sulfites']",4,"Légumes : 63%. Jambon supérieur : 7,9%. Jambon supérieur fumé au bois de hêtre : 7,9%.",500 g,"['Barquette', 'Plastique', 'Frais']",['France'],"['FR 35.004.002 CE', 'Antrain (Ille-et-Vilaine, France)']",['Cora'],['France'],,,,
1822,Saucisson à l'ail et pommes de terre à la moutarde à l'ancienne,3346650213269,['France'],[],[],?,187,782 kj(187 kcal),"14,8","2,4","8,9","0,7","5,3","1,1","0,44",E,"['Viandes', 'Charcuteries', 'Saucissons', ""Saucissons à l'ail""]","['Viande Française', 'Viande Porcine Française']",14.8 g,en quantité modérée,2.4 g,en quantité modérée,0.7 g,en faible quantité,1.1 g,en quantité modérée,,-32%,-32%,-34%,-72%,+709%,-2%,-67%,-48%,-48%,5,-74%,C,-74%,80.5%,12.7%,2.9%,1.1%,0.6%,2.3%,21,,,,,,,,,,,,,,,
1823,Piémontaise tradition au jambon supérieur,3346650213481,['France'],[],[],?,182,761 kj(182 kcal),"13,6","1,6","8,2","0,6","7,7",1,"0,4",C,"['Plats préparés', 'Produits à la viande', 'Salades', 'Plats préparés à la viande', 'Salades composées', 'Plats au porc', 'Plats à base de pommes de terre', 'Salades de pommes de terre', 'Salades piémontaises', 'Salades piémontaises au jambon']","['Viande Française', 'Viande Porcine Française']",13.6 g,en quantité modérée,1.6 g,en quantité modérée,0.6 g,en faible quantité,1 g,en quantité modérée,,+21%,+22%,+27%,+55%,-1%,-17%,+89%,+0%,+0%,3,-11%,C,-11%,72.8%,14.2%,6.7%,3.8%,2.0%,0.5%,58,,,,,,,,,,,,,,,
1824,Taboulé à l'oriental -,3346650213504,['France'],[],[],?,192,803 kj(192 kcal),"8,1","0,6","24,2","5,6","4,4","0,9","0,36",B,"['Plats préparés', 'Taboulés']",,8.1 g,en quantité modérée,0.6 g,en faible quantité,5.6 g,en quantité modérée,0.9 g,en quantité modérée,,+14%,+14%,+25%,-16%,+14%,+72%,-0%,-5%,-5%,4,+47%,C,+47%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,,,,,,,,"['FR 35.004.002 CE', 'Antrain (Ille-et-Vilaine, France)']",,,,,,
1825,Museau de porc,3346650213535,['France'],[],[],?,226,946 kj(226 kcal),"20,8","3,2","1,7",0,"7,9","1,4","0,56",,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 35.196.001 CE', 'Mordelles (Ille-et-Vilaine, France)']",,,,,,
1826,Pâté de foie de porc à l'ancienne -,3346650214754,['France'],[],[],?,340,1423 kj(340 kcal),31,"12,5","2,2","0,7",13,"1,4","0,56",,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de foie']",,31 g,en quantité élevée,12.5 g,en quantité élevée,0.7 g,en faible quantité,1.4 g,en quantité modérée,,-4%,-3%,-5%,+2%,+8%,-13%,+14%,-14%,-14%,20,-0%,E,-0%,,,,,,,,,,,,,,,,,,,,,,
1827,Boudin blanc Nature,3346650215201,['France'],[],[],?,262,1096 kj(262 kcal),"23,1","9,1","3,2","2,6","10,4","1,6","0,64",D,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,23.1 g,en quantité élevée,9.1 g,en quantité élevée,2.6 g,en faible quantité,1.6 g,en quantité élevée,,+8%,+7%,+14%,+16%,-26%,+32%,+1%,+7%,+7%,19,+19%,E,+19%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,,,,,,,,,,,,
1828,Pate de campagne aux 5 baies - Le Porc De France,3346650216420,['France'],"['gorge', 'foie et couenn12 de porc', 'oignons', 'eau', 'sel de Noirmoutier ', '1,370', ' mélange', ' 5 baies ', '0', '37%', 'dont poivre blanc', 'poivre vert', 'poivre noir', 'baie rose', 'piment', 'cardamome', 'coloranl?: caramel ordinaire', 'Traces possibles de Lait', 'de gluten', ""d'oeuf"", 'de fruit à coque', 'de ceLeri', 'de moutarde', ' Porc origine France']","['Non végétalien', 'Non végétarien']",?,288,1205 kj(288 kcal),"23,7","8,9","2,8","0,5","16,2","1,3","0,52",D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",,23.7 g,en quantité élevée,8.9 g,en quantité élevée,0.5 g,en faible quantité,1.3 g,en quantité modérée,,-7%,-7%,-12%,-12%,+16%,-46%,+14%,-22%,-22%,16,-16%,D,-16%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,['Le Porc De France'],['E150a - Caramel E150a'],['Lait'],4,,,,,,,,,,,
1829,Ballottine de volaille pistachée - Inconnue,3346650217755,['France'],"['viande de porc', '37', '9%', 'viande de eau', ""fecule' PISTACHES"", 'I ', '7%', 'cognac', 'sel', ""blanc d'OEUF"", 'proteines de pois', ""dextrose' aromes et aromes naturels"", 'epices et plantes aromatiques', 'sucre', ""LACTOSE' proteines de LAIT"", 'gelatine de porc', 'colorants: El 20E 1 50c', 'conservateurs E202,E250', 'E316,gelifiant: E407,epaississant: E415', 'stabilisants ', ' E450', 'E451i', 'E452 Porc origine France', ' Traces eventuelles de gluten', 'celeri', 'moutarde']","['Non végétalien', 'Non végétarien']",?,205,858 kj(205 kcal),"14,9","5,2","2,6","1,1","15,4","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Inconnue'],"['E428 - Gélatine', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451i - TPP', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition']","['Œufs', 'Lait', 'Fruits à coque']",4,,,,,,,,,,,
1830,Pâté campagne mini - Brient,3346650218240,['France'],[],[],?,300,1255 kj(300 kcal),"24,8","9,35",3,"1,3","16,4","1,5","0,6",,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Brient'],,,,,,,,"['FR 35.196.001 CE', 'Mordelles (Ille-et-Vilaine, France)']",,,,,,
1831,Tranchettes de pâté de lapin - Brient,3346650218257,['France'],[],[],?,272,1138 kj(272 kcal),"22,2",8,"1,3","0,6","16,9","1,79","0,716",D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de lapin']",,22.2 g,en quantité élevée,8 g,en quantité élevée,0.6 g,en faible quantité,1.79 g,en quantité élevée,,-4%,-3%,-1%,-6%,-40%,-26%,+8%,+15%,+15%,17,0%,D,0%,76.8%,15.8%,3.6%,2.5%,1.1%,0.3%,38,['Brient'],,,,,,,,,,,,,,
1832,Tranchettes de paté de poulet à l'abricot - Brient,3346650218301,['France'],[],[],?,279,1167 kj(279 kcal),21,"7,5","6,1","1,6",15,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Brient'],,,,,,,,,,,,,,
1833,Roti de porc cuit supérieur,3346650219230,['France'],[],[],?,139,582 kj(139 kcal),"5,2","2,1","0,9","0,8","22,2","1,98","0,792",E,"['Viandes', 'Porc', 'Rôtis de porc']",,5.2 g,en quantité modérée,2.1 g,en quantité modérée,0.8 g,en faible quantité,1.98 g,en quantité élevée,,-3%,-2%,+3%,+0%,+10%,+28%,-1%,+15%,+15%,11,+54%,D,+54%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,,,
1834,Pâté de Campagne aux 5 baies,3346650219261,['France'],[],[],?,288,1205 kj(288 kcal),"23,7","8,9","2,8","0,5","16,2","1,3","0,52",D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",,23.7 g,en quantité élevée,8.9 g,en quantité élevée,0.5 g,en faible quantité,1.3 g,en quantité modérée,,-7%,-7%,-12%,-12%,+16%,-46%,+14%,-22%,-22%,16,-16%,D,-16%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,,,
1835,Tête roulée à l’ancienne - Brient,3346650224005,['France'],[],[],?,229,958 kj(229 kcal),"18,5","6,8",0,0,"15,6","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Brient'],,,,,,,,,,,,,,
1836,Jambon de Noel - Brient,3346650226214,['France'],"['Jambon cuit superieur: jambon de porc frais', 'eau', 'sel', 'sel de Guerande', 'dextrose', 'saccharose', 'bouillon naturel de porc', 'conservateur: nitrite de sodium', 'antioxydant: erythorbate de sodium', ' Traces eventuelles de derive clu lait', ' Porc origine France', ' Sachet enrobage miel epices: epices', 'plantes aromatiques', 'aromes naturels', 'sel', 'saccharose', 'poivrons deshydrates', 'maltodextrine de maïs', 'miel', 'anti-agglomerant : ESSI', ' Contient du SESAME']","['Non végétalien', 'Non végétarien']",?,141,590 kj(141 kcal),"5,4","1,68","0,4","0,4","23,1","1,51","0,604",,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Brient'],"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",['Graines de sésame'],4,,,,,,,,,,,
