,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,generic_name,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,palm_ingredients,traceability_code,allergens,producer_info,link,brand_owner
1218,Butterfinger - Nestlé,0028000469689,,,,['Nestlé'],"['Snacks', 'Snacks sucrés', 'Confiseries']",,,,,"['France', 'États-Unis']","['Corn syrup', 'sugar', 'ground roasted peanuts', 'hydrogenated palm kernel oil', 'cocoa', 'molasses', 'less than 1% of dairy product solids', ""confectioner's corn flakes"", 'nonfat milk', 'salt', 'soy lecithin', 'soybean oil', 'cornstarch', 'natural flavors', 'monoglycerides', 'tbhq and citric acid ', 'to preserve freshness', 'annatto color']","['Huile de palme', 'Non végétalien']",4,?,,450,+7%,"17,5",+19%,"72,5",+9%,5,+19%,,,,,,,,1883 kj(450 kcal),10,45,"0,458","0,183",,17.5 g,en quantité modérée,10 g,en quantité élevée,45 g,en quantité élevée,0.458 g,en quantité modérée,+7%,+55%,-9%,+211%,+211%,23,+26%,E,+26%,"['E322i - Lécithine', 'E319 - Butylhydroquinone tertiaire', 'E330 - Acide citrique', 'E160b - Rocou']",,,['Soja'],,,Nestle USA Inc.
1219,Belgian milk chocolate hazelnut biscuits,00218924,,,,,,,,,,['France'],[],[],,?,,528,,28,,"61,3",,"6,8",,,,,,,,,2209 kj(528 kcal),"14,9","34,7","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,
1220,Saucisse à griller (mix grill) - Charculor,3327512643325,,,,['Charculor'],,,,,,['France'],[],[],,?,,267,,23,,"1,3",,13,,,,,,,,,1117 kj(267 kcal),"9,3","1,3","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,
1221,Sirop de fraise,3770003049531,B,,,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de fraise']",,,,,['France'],[],[],,?,,?,,?,,?,,?,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,Creme de caramel'or,3760042462200,,,,,,,,,,['France'],[],[],,?,,364,,19,,52,,1,,,,,,,,,1523 kj(364 kcal),13,51,"0,87","0,348",,,,,,,,,,,,,,,,,,,,,,,,,
1223,Saumon passion,3263858290901,,,,,,,,,,['France'],[],[],,?,,150,,"4,4",,"19,8",,8,,,,,,,,,628 kj(150 kcal),"0,7","2,2","0,7","0,28",,,,,,,,,,,,,,,,,,,,,"['FR 92.036.002 CE', 'Gennevilliers (Hauts-de-Seine, France)']",,,,
1224,"Destrooper Biscuits En Boîte ""Brugse Reien"" 6X350G",5410471902546,,,,,,,,,,['France'],[],[],,?,,463,,16,,73,,"6,4",,,,,,,,,1937 kj(463 kcal),"8,8",39,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,
1225,Pain énergétique,0205639009848,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Baguette troisgraines 250gr - 250g,0209145008531,,250 g,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,"Boudin blanc aux morilles - 0,430kg",2743085004300,D,"0,430 kg",,,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,,,,['France'],[],[],,?,,153,-37%,"5,41",-73%,"6,11",+42%,"12,28",+19%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,640 kj(153 kcal),"3,8","3,31","0,92","0,368",,5.41 g,en quantité modérée,3.8 g,en quantité modérée,3.31 g,en faible quantité,0.92 g,en quantité modérée,-37%,-51%,+68%,-38%,-38%,3,-81%,C,-81%,,,,,,,
1228,Confit d'oignon gastronomique - L'Art des Saveurs,3518320000206,,,,"[""L'Art des Saveurs""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Plantes condimentaires', 'Produits à tartiner salés', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Oignons et dérivés', ""Confits d'oignons""]","['Sans colorants', 'Sans conservateurs']",,,,['France'],"['Oignons ', '84%', 'miel mille fleurs ', '8', '5%', 'vinaigre de cidre', 'huile de tournesol', 'glutamate de sodium', 'poivre', 'fleurs fraiches de bourrache du pays Niçois ', '0', '5%']",[],4,?,,141,-16%,"5,8",+254%,"18,3",-48%,"2,2",+121%,,,,,,,,590 kj(141 kcal),"0,6","13,2","1,2","0,48",,5.8 g,en quantité modérée,0.6 g,en faible quantité,13.2 g,en quantité élevée,1.2 g,en quantité modérée,-16%,+127%,-59%,+92%,+92%,2,-70%,B,-70%,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",,,,,,
1229,Whey protein isolate,0876207000026,,,,,['Boissons'],,,,,"['France', 'États-Unis']","['whey protein isolate ', 'produced by microfiltration technology', 'crystalline fructose', 'non-gmo lecithin', 'inulin fiber', 'luo han guo fruit extract', 'natural vanilla flavors', 'fine sea salt,']",['Non végétalien'],4,?,,393,+602%,"3,57",+929%,"17,86",+58%,"71,43",+14301%,,,,,,,,1644 kj(393 kcal),0,"10,71","0,535","0,214",,3.57 g,en quantité modérée,0 g,en faible quantité,10.7 g,en quantité élevée,0.535 g,en quantité modérée,+582%,-100%,+13%,+1189%,+1189%,17,+122%,E,+122%,['E322i - Lécithine'],,,,,,INTEGRATED SUPPLEMENTS
1230,Panettone glassato,8001172040117,C,,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,,,,['France'],[],[],,?,,370,-1%,14,-7%,53,+3%,7,+2%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,1548 kj(370 kcal),8,35,"0,35","0,14",,14 g,en quantité modérée,8 g,en quantité élevée,35 g,en quantité élevée,0.35 g,en quantité modérée,-1%,-11%,+35%,-21%,-21%,19,+2%,E,+2%,,,,,,,
1231,La parisenne fraise griotte,2396765444660,,,,,,,,,,['France'],[],[],,?,,186,,"0,5",,45,,"0,6",,,,,,,,,778 kj(186 kcal),"0,1",44,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,
1232,Baguette traditionnelle,3289660541802,,,,,,,,,,['France'],[],[],,?,,1,,1,,0,,0,,,,,,,,,4 kj(1 kcal),0,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
1233,Ossau Iraty AOP,0210852032863,E,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages de brebis', 'Ossau-Iraty']",,,,,['France'],[],[],,?,,408,-3%,"34,6",-4%,"1,9",+102%,"22,3",-5%,89.1%,5.2%,2.2%,2.3%,1.0%,0.3%,34,1707 kj(408 kcal),"23,6","0,45",2,"0,8",,34.6 g,en quantité élevée,23.6 g,en quantité élevée,0.45 g,en faible quantité,2 g,en quantité élevée,-3%,-4%,+54%,+13%,+13%,18,+2%,D,+2%,,,,,,,
1234,"roti de porc superieur - 0,196kg",2630048019948,E,"0,196 kg",,,"['Viandes', 'Porc', 'Rôtis de porc']",,,,,['France'],[],[],,?,,?,,?,,?,,?,,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Tilleul aubier - 60g,3374010110583,,60 g,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Foie gras de canard entier,3382569258205,B,,,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,,,,['France'],[],[],,?,,544,+3%,56,+3%,"2,2",-8%,"7,5",-0%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,2276 kj(544 kcal),24,"0,9","1,3","0,52",,56 g,en quantité élevée,24 g,en quantité élevée,0.9 g,en faible quantité,1.3 g,en quantité modérée,+3%,+3%,-32%,+8%,+8%,21,+1%,E,+1%,,,,,,,
1237,Spaghetti alla chitarra n 104,8998743201049,,,,,,,,,,['France'],[],[],,?,,356,,"1,6",,"69,5",,"14,5",,,,,,,,,1490 kj(356 kcal),"0,3","3,1","0,005","0,002",,,,,,,,,,,,,,,,,,,,,,,,,
1238,Foie gras de canard entier du Sud-Ouest - Larnaudie - 270g,3113010140813,B,270 g,,['Larnaudie'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers']",,,,,['France'],"['Foie gras de canard', 'sel', 'Armagnac ', '0,5%', 'poivre ', '0,25%', 'sucre', 'antioxydant: ascorbique ', 'E300', 'conservateur nitrite de sodium ', 'E250']","['Non végétalien', 'Non végétarien']",3,?,,616,+16%,"65,2",+20%,"1,1",-55%,"6,4",-15%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,2577 kj(616 kcal),"26,5","0,9","1,11","0,444",,65.2 g,en quantité élevée,26.5 g,en quantité élevée,0.9 g,en faible quantité,1.11 g,en quantité modérée,+17%,+15%,-33%,-7%,-7%,21,+1%,E,+1%,"['E300 - Acide ascorbique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,
1239,Thym De Provence Boite Metal,3554744001009,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,Nougat tendre - 200g,2335434320126,,200 g,,,,,,,,['France'],[],[],,?,,424,,12,,74,,"5,8",,,,,,,,,1774 kj(424 kcal),"0,9",57,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,
1241,Verrines,5420047405777,,,,,,['Halal'],,,,['France'],[],[],,?,,119,,"8,3",,"9,4",,"1,2",,,,,,,,,498 kj(119 kcal),"4,9","8,7","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,
1242,Farine de blé type 65 - Monoprix Bio,3248654098074,B,,,['Monoprix Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé', 'Farines de froment', 'Farines de blé type T65']",['Bio'],,,,['France'],[],[],,?,,341,-1%,"1,5",+27%,69,-2%,11,-2%,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,1427 kj(341 kcal),"0,2","1,5",0,0,,1.5 g,en faible quantité,0.2 g,en faible quantité,1.5 g,en faible quantité,0 g,en faible quantité,-1%,+1%,-14%,-100%,-100%,-1,,A,,,,,,,,
1243,Brioches au choux frozen - Kimbo,0673367932392,,,,['Kimbo'],,['Sans conservateurs'],,,,['France'],[],[],,?,,213,,"3,1",,40,,"6,2",,,,,,,,,891 kj(213 kcal),"1,5","1,5","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,
1244,Palacio de treto -,8431519123423,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,Coeur de couenne,0211694014505,,,,,,,,,,['France'],[],[],,?,,141,,"6,2",,"0,5",,"20,7",,,,,,,,,590 kj(141 kcal),"2,2","0,5","1,92","0,768",,,,,,,,,,,,,,,,,,,,,,,,,
1246,Truffe fantaisie nature,3481290009596,,,,,,,,,,['France'],[],[],,?,,600,,"45,7",,"40,8",,"4,1",,,,,,,,,2510 kj(600 kcal),"39,1",39,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,
1247,Mini saucisses sèches qualité supérieur - Monoprix - 150g,3350030189280,,150 g,,['Monoprix'],,,,,['Monoprix'],['France'],"['viande de porc ', 'origine: UE', ' Sel lactose-dextrose-épices-plantes aromatiques conservateur nitrite de sodium-ferments', ' Enveloppe collagène', ' Traces de fruits à coque et de protéines de lait', "" 170 g de viande de porc mis en ceuvre pour l'élaboration de 100 g de mini saucisses seches"", ' Les informations en gras sont destinées aux personnes intolérantes ou allergiques', ' INFORMATIONS nOur 1 mini']","['Non végétalien', 'Non végétarien']",,?,,499,,42,,"2,2",,28,,,,,,,,,2088 kj(499 kcal),17,"1,7","4,9","1,96",,,,,,,,,,,,,,,,,,,,,"['FR 69.238.001 CE', 'Saint-Symphorien-sur-Coise (Rhône, France)']",,,,
1248,Le blanc - Petits Carreaux de Paris,2010041850012,E,,,['Petits Carreaux de Paris'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs']",,,,,['France'],"['Sucre', 'beurre de cacao', 'LAIT entier en poudre', 'émulsifiant : lécithine de SOJA', 'arôme naturel de vanille', ' ', 'Peut contenir de FRUITS A COQUES', ' Allergenes présents : LAIT', 'SOJA']",['Non végétalien'],4,?,,570,+1%,"36,8",+2%,"51,7",-3%,"7,9",+18%,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,2385 kj(570 kcal),"22,7","51,7","0,115","0,046",,36.8 g,en quantité élevée,22.7 g,en quantité élevée,51.7 g,en quantité élevée,0.115 g,en faible quantité,+1%,+5%,+2%,-55%,-55%,27,+1%,E,+1%,['E322i - Lécithine'],,,"['Lait', 'Soja']",,,
1249,Palets aux raisins - Louvat - 220g,3308965231338,,220 g,,['Louvat'],,,,,,['France'],[],[],,?,,409,,"10,75",,"71,59",,"5,33",,,,,,,,,1711 kj(409 kcal),"5,25","46,07",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
1250,Bloc foie gras du sud ouest - Maison Occitane,3443705054072,B,,,['Maison Occitane'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",['Sans nitrite de sodium'],,,,['France'],"['Foie gras de canard du Sud-Quest', 'eau', 'sel', 'Armagnac', 'poivre', 'sucre']",[],3,?,,545,+11%,57,+13%,"2,1",-1%,"4,9",-20%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,2280 kj(545 kcal),22,2,"1,3","0,52",,57 g,en quantité élevée,22 g,en quantité élevée,2 g,en faible quantité,1.3 g,en quantité modérée,+12%,+2%,+50%,+7%,+7%,21,+3%,E,+3%,,,,,,,
1251,Fond de volaille -,2805379010760,,,,,"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Sauces', 'Sauces déshydratées']",,,,,['France'],[],[],,?,,318,+25%,"2,2",-53%,"60,6",+34%,"13,5",+75%,,,,,,,,1331 kj(318 kcal),"0,5",16,"16,9","6,76",,,,,,,,,,+21%,-66%,+86%,+54%,+54%,,,,,,,,,,,
1252,Bloc de Foie Gras de Canard - Larnaudie,3113010145139,B,,,['Larnaudie'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,,,,['France'],[],[],,?,,513,+5%,"49,1",-3%,"2,3",+8%,"5,6",-8%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,2146 kj(513 kcal),"22,3","1,3","1,41","0,564",,49.1 g,en quantité élevée,22.3 g,en quantité élevée,1.3 g,en faible quantité,1.41 g,en quantité modérée,+5%,+4%,-2%,+16%,+16%,22,+8%,E,+8%,,,,,,,
1253,6 Paris brest - Toupargel,3760122883468,C,,['Surgelé'],['Toupargel'],"['Surgelés', 'Biscuits et gâteaux', 'Pâtisseries', 'Gâteaux et pâtisseries surgelés', 'Paris-Brest']",,,['France'],['Toupargel'],['France'],[],[],,?,,329,-5%,"22,6",-10%,"25,5",-2%,"5,4",-4%,74.4%,15.8%,4.4%,3.1%,2.3%,0.0%,60,1377 kj(329 kcal),"11,7","13,2","0,3","0,12",,22.6 g,en quantité élevée,11.7 g,en quantité élevée,13.2 g,en quantité élevée,0.3 g,en quantité modérée,-6%,-11%,-16%,-14%,-14%,17,-4%,D,-4%,,,"['EMB 25563', 'Thurey-le-Mont (Doubs, France)']",,,,
1254,Saucisse fraîche à cuire à cœur,0209931077406,,,,,,,,,,['France'],[],[],,?,,219,,16,,"0,91",,"18,29",,,,,,,,,916 kj(219 kcal),"5,71","0,07","1,99","0,796",,,,,,,,,,,,,,,,,,,,,,,,,
1255,I like tofu,3830067420025,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien']",,,,['France'],[],"['Végétalien', 'Végétarien']",,?,,182,,13,,"1,6",,16,,,,,,,,,761 kj(182 kcal),"2,1","0,7","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,
1256,Strawberry Fruit and Syrup - 600g,8001780100029,,600 g,['Product'],,,,,,,"['France', 'Italie']",[],[],,?,,267,,0,,66,,"0,5",,,,,,,,,1117 kj(267 kcal),0,55,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,
1257,Pranarôm Bio Huile Essentielle Camomille Noble,5420008506758,,,,,,['Bio'],,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,Sirop Gourmet In Love Parfum Violette Paillettes d'or,3662051005709,B,,,['Gourmet in Love'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de violette']",,,,,['France'],[],[],,?,,?,,?,,?,,?,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,Fruit shoot,5010102111912,,,,,,,,,,['France'],[],[],,?,,31,,0,,"7,3",,0,,,,,,,,,130 kj(31 kcal),0,"7,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1260,SAINT MARCELLIN,3258130902214,D,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Saint-Marcellin']",,,,,['France'],[],[],,?,,280,+3%,23,+2%,"2,2",+67%,16,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,1172 kj(280 kcal),16,"1,4","1,3","0,52",,23 g,en quantité élevée,16 g,en quantité élevée,1.4 g,en faible quantité,1.3 g,en quantité modérée,+4%,-5%,+79%,-2%,-2%,13,-4%,D,-4%,,,,,,,
1261,Vinaigre de cidre du pere denis - Denis Mousseaux,3770006608148,B,,,['Denis Mousseaux'],"['Vinaigres', 'Vinaigres de cidre']",,,,,['France'],[],[],,?,,?,,?,,?,,?,,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,Muesli Crips Chocolat au Lait - Chabrior - 500g,7366368586956,,500 g,,['Chabrior'],,['en:palm-oil-free'],,,,['France'],[],['Sans huile de palme'],,?,,468,,"17,8",,"65,7",,"8,4",,,,,,,,,1958 kj(468 kcal),"6,1","28,4","0,34","0,136",,,,,,,,,,,,,,,,,,,,,,,,,
1263,Fromage de tête,3455570027105,D,,,,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de tête']",,,,,['France'],[],[],,?,,930,+377%,"16,3",+19%,"1,2",+59%,18,+18%,76.6%,14.8%,4.7%,2.2%,1.3%,0.4%,42,3891 kj(930 kcal),"6,31","0,9","1,37","0,548",,16.3 g,en quantité modérée,6.31 g,en quantité élevée,0.9 g,en faible quantité,1.37 g,en quantité modérée,+397%,+21%,+154%,-21%,-21%,22,+86%,E,+86%,,,,,,,
1264,Figues lerida,2600122030114,,,,,,,,,,['France'],[],[],,?,,251,,"1,4",,"50,4",,"3,4",,,,,,,,,1050 kj(251 kcal),"0,3","48,1","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,
1265,Margarita cake - Jose Cuervo - 112g,7503016191012,,112g,['boîte métallisée'],['Jose Cuervo'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']",,,,,['France'],[],[],,?,,457,+13%,23,+18%,?,,?,,,,,,,,,1912 kj(457 kcal),14,,,,,23 g,en quantité élevée,14 g,en quantité élevée,,,,,+14%,+83%,,,,,,,,,,,,,,
1266,Baguette aux graines de quinoa,3162780907409,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes', 'Baguettes au quinoa']",,,,,['France'],[],[],,?,,?,,?,,?,,?,,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,Ortolana,8034028850943,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,Ceylan- Ceylon,3700110035806,,,,,,['LK-BIO-149'],,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,7120943410001,7120943410001,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,Tisane fraise,5902806063324,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,Pain d'épices au miel et aux noix - Famille Mary,3760115094284,B,,,['Famille Mary'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",,,,,['France'],"['miel 40 %', 'farine de froment', 'farine de seigle', 'noix 18%', 'lait', 'œufs', 'poudre à lever : bicarbonate de soude', 'épices naturelles', ' Peut contenir des traces de fruits à coques']",['Non végétalien'],3,?,,345,+2%,"6,1",+75%,"65,3",-8%,"5,2",+20%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,1443 kj(345 kcal),"3,2","35,7","0,255","0,102",,6.1 g,en quantité modérée,3.2 g,en quantité modérée,35.7 g,en quantité élevée,0.255 g,en faible quantité,+2%,+158%,-12%,-42%,-42%,15,+6%,D,+6%,['E500ii - Carbonate acide de sodium'],,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",,,
1272,Chorley cakes,5026420000029,,,,,,,,,,['France'],[],[],,?,,414,,"18,9",,"55,8",,"3,9",,,,,,,,,1732 kj(414 kcal),"7,9","34,7","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,
1273,Chocodic assortiment,3760057512266,,,,,,,,,,['France'],[],[],,?,,491,,"38,85",,"58,07",,"4,9",,,,,,,,,2054 kj(491 kcal),"11,72","56,42","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,
1274,Confiture extra abricot,3770008100008,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,,,,['France'],[],[],,?,,194,-11%,"0,2",-12%,55,+3%,"0,4",-20%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,812 kj(194 kcal),0,55,0,0,,0.2 g,en faible quantité,0 g,en faible quantité,55 g,en quantité élevée,0 g,en faible quantité,-11%,-100%,+9%,-100%,-100%,7,-22%,C,-22%,,,,,,,
1275,vanille chantilly - Comptoir français du Thé - 40g,3700476831760,,40 g,,['Comptoir français du Thé'],,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,Graines de tournesol,3700056711000,C,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",,,,,['France'],[],[],,?,,?,,?,,?,,?,,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,Ice Green Tea Brewed with Jasmine - Yeo's,9556156040458,,,,"[""Yeo's""]","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Thés glacés']",,,,,['France'],[],[],,?,,21,-5%,0,-100%,"5,3",+1%,0,-100%,,,,,,,,88 kj(21 kcal),0,"5,3","0,06","0,024",,0 g,en faible quantité,0 g,en faible quantité,5.3 g,en quantité modérée,0.06 g,en faible quantité,-4%,-100%,+5%,+114%,+114%,7,-4%,D,-4%,,,,,,,
1278,Riga Rigacold Flocons,3166780116205,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,Miel acacia,3396741000216,B,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,['France'],[],[],,?,,?,,?,,?,,?,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,Bauchspeck,2113806001824,,,,,,,,,,"['France', 'Allemagne']",[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,Pomme de terre raclette tartiflette,8718951196704,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,Koekmaatjes - Verkade,8710412035577,,,,['Verkade'],,,,,,['France'],[],[],,?,,99,,"2,4",,"17,4",,"1,5",,,,,,,,,414 kj(99 kcal),"1,1","7,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,
1283,Soupe aux endives,3444110079018,,,,,,,,,,['France'],[],[],,?,,31,,"1,68",,"3,01",,"0,65",,,,,,,,,130 kj(31 kcal),"1,05","1,09","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,
1284,Coquille au sucre,3495563902408,,,,,,,,,,['France'],[],[],,?,,359,,"9,8",,"59,9",,"7,1",,,,,,,,,1502 kj(359 kcal),"6,5","20,3","0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,
1285,Yaourt nature - Milbona,03351333,B,,,['Milbona'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-10']",,,,['France'],[],[],,?,,65,-10%,"3,3",-8%,"4,8",-1%,"3,9",-6%,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,272 kj(65 kcal),"2,3","4,8","0,12","0,048",,3.3 g,en quantité modérée,2.3 g,en quantité modérée,4.8 g,en faible quantité,0.12 g,en faible quantité,-9%,-1%,+8%,-0%,-0%,1,+77%,B,+77%,,,,,,,
