,name,bar_code,brand,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,packaging,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,manufacturing,link,ingredients_origins,allergens,generic_name,brand_owner,palm_ingredients
1617,Feiner Gewürz Spekulatius,4006952007018,,,['France'],[],[],?,477,19,70,0,,1996 kj(477 kcal),0,28,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,Rose - TRS - 28ml,5017689084226,['TRS'],,['France'],"['Propylene Glycol', 'Approved Flavourings', 'Water', 'Colours: E 122', ' Non Alcoholic']",[],?,?,?,?,?,28ml,,,,,,,,"['Additifs alimentaires', 'Arômes', 'Arômes pâtisserie']",,,,,,,,,,,,,"['E1520 - Propylène glycol', 'E122 - Azorubine carmoisine']",4,,,,,,,,,,,,['Verre'],,,,,,,,,,,,,,
1619,7041111198,7041111198,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Master Chocolate Collection Boxed Chocolate 305G - Lindt,3046920021623,['Lindt'],,['France'],[],[],?,569,37,52,"4,8",,2381 kj(569 kcal),20,49,"0,15","0,06",,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,+3%,+2%,+13%,-34%,,,,,,,,,,,37 g,en quantité élevée,20 g,en quantité élevée,49 g,en quantité élevée,0.15 g,en faible quantité,27,E,,+4%,-5%,+19%,+8%,+8%,+15%,+15%,,,,,,,
1621,Miel de fleurs d'été,3770000211603,,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,PATE BRISEE PUR BEURRE U BIO,3256221658156,['U'],['Bio'],['France'],[],[],?,369,19,43,"6,6",,1544 kj(369 kcal),12,"1,2",1,"0,4",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'en:baked-shortcrust-pastry']",,-2%,-2%,+1%,+11%,,,,,,,,,,,19 g,en quantité modérée,12 g,en quantité élevée,1.2 g,en faible quantité,1 g,en quantité modérée,18,D,,-2%,+22%,-48%,-3%,-3%,+12%,+12%,,,,,,,
1623,Foie gras de canard - Monoprix Gourmet - 340g,3350033565012,['Monoprix Gourmet'],,['France'],[],[],?,534,55,"2,4","7,3",340g,2234 kj(534 kcal),23,"1,9","1,2","0,48",,B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,+1%,+1%,+1%,-3%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,['Monoprix'],55 g,en quantité élevée,23 g,en quantité élevée,1.9 g,en faible quantité,1.2 g,en quantité modérée,21,E,,+1%,-1%,+44%,0%,0%,+1%,+1%,,,,,,,
1624,Jambon a l'ancienne - Tallec,2264757035953,['Tallec'],"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,161,"7,9","0,5",22,,674 kj(161 kcal),"2,9","0,5","1,9","0,76","['EMB 29004', 'Bannalec (Finistère, France)', 'FR 29.004.023 CE', 'Bannalec (Finistère, France)', 'EMB 29004N', 'Bannalec (Finistère, France)']",,"['Viandes', 'Charcuteries', 'Jambons']",,-5%,+3%,-24%,-6%,,,,,,,,,,,7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,12,D,,-4%,-0%,-6%,-34%,-34%,+13%,+13%,,,,,,,
1625,Naturata Bourbon-vanille Gemahlen,4024297330202,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Gouda gerieben - TiP - 200g,4306188377467,['TiP'],"['Sans OGM', 'en:Ohne Gentechnik']","['France', 'Allemagne']",[],[],?,?,?,?,?,200 g,,,,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Fromages râpés']",,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,['Kunststoff'],,,,,,,,,,,,,,
1627,Miel de montagne,3770003091165,,,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Produits de montagne', 'Miels de montagne']",,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,Propolis - laboratoire Prophar - 22grammes 50gélules,3401563191803,['laboratoire Prophar'],,['France'],['tiste des ingedients pour 4 géluls: 1400 mg de poudre - de Propolis - Enveloppe :Gélatine CIP:631 9180 PHAR 3401563 191803 Poids net total:22 g-N° Lot et DLUO : voirental'],[],?,?,?,?,?,22 grammes 50 gélules,,,,,,['?'],,['Compléments alimentaires'],,,,,,,,,,,,,['E428 - Gélatine'],4,['Pharmacie'],,,,,,,,,,,['maxi gelules'],,,,,,,,['?'],,"['Et gelatine', 'Poudre de propolis']",,,,
1629,Kiwi gold - Zespri,5415191565040,['Zespri'],,['France'],[],[],?,79,"0,28","15,8","1,02",,331 kj(79 kcal),"0,065","12,3","0,007","0,003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Sourcy (Uit Netherlandse Bron) Water,87156065,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Mora - 27,8711681011293,['Mora'],,"['Belgique', 'France']","['Viande de poulet mécaniquement séparée 30%', 'eau', 'farine de froment', 'graisse de porc', 'chapelure ', 'farine de froment', 'eau', 'levure', 'sel', 'huiles végétales ', 'palme', 'navette', 'tournesol', 'oignon', 'collagène de porC viande de porc 2%', 'sel', 'maltodextrine', 'arôme ', 'froment', 'sirop de glucose', ""produit d'immersion "", 'farine froment', 'seigle', 'amidon de froment', 'poudres à lever: E450 et E500', 'sel', 'huile de palme', 'lactosérum en poudre ', 'lait', 'protéine de lait', 'gluten de froment', 'exhausteurs de goût: E621', 'E627 et E631', 'amidon modifié', 'condiments ', 'froment', 'protéine végétale hydrolysée ', 'soja', 'froment', 'stabilisants: E450 et E451', 'fibre végétale', 'dextrose', 'épices ', 'céleri', 'légumes en poudre ', 'oignon', 'ail', 'paprika sec', 'émulsifiant: E339', 'champignon en poudre antioxydant: extraits de romarin', 'adide citrique', 'amidon', 'colorant E155', "" Peut contenir des traces d'oeuf et sésame"", ' Les numéros ""E"" sont des adjuvants approuvés par la UE', ' Les ingrédients imprimés et gras peuvent causer une réaction allergique chez des personnes qui sont hypersensibies à ces ingredients']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,246,15,17,"9,9",27,1029 kj(246 kcal),"5,5","2,7",2,"0,8",['BE B786 EC'],,['Snacks'],,-45%,-28%,-70%,+57%,,,,,,,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E14XX - Amidons modifiés', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E392 - Extrait de romarin', 'E155 - Brun chocolat HT', '', 'Risque élevé de sur-exposition']",4,,15 g,en quantité modérée,5.5 g,en quantité élevée,2.7 g,en faible quantité,2 g,en quantité élevée,16,D,['Carton'],-45%,-39%,-91%,+280%,+280%,-11%,-11%,,http://www.mora.be,['Belgique'],"['Céleri', 'Gluten', 'Lait', 'Soja']",,,['Huile de palme']
1632,Reblochon de Savoie au lait cru de vache - saveurs de nos régions - 0.245kg,2204670002915,['saveurs de nos régions'],['AOP'],['France'],"['97% lait de vache cru et entier', 'sel', 'ferments lactiques ', 'lait', "" et d'affinage"", 'présure animale', 'caséine ', 'lait', 'colorant de croûte : rocou']","['Non végétalien', 'Non végétarien']",?,332,"27,6","0,1","20,8",0.245kg,1389 kj(332 kcal),"16,9","0,1","1,19","0,476","['FR 74.128.050 CE', 'Fillinges (Haute-Savoie, France)']",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,+1%,+4%,-92%,+2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['E160b - Rocou'],4,['Lidl'],27.6 g,en quantité élevée,16.9 g,en quantité élevée,0.1 g,en faible quantité,1.19 g,en quantité modérée,14,D,['Plastique'],+1%,-5%,-87%,-8%,-8%,+2%,+2%,['Fillinges'],,,['Lait'],,,
1633,Litchies de Mozambique,3700353613489,,,['France'],[],[],?,66,"0,4","16,5","0,8",,276 kj(66 kcal),0,"15,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Pain au chocolat la campanière,0260132025580,,,['France'],[],[],?,291,23,"41,7",6,,1218 kj(291 kcal),16,"12,4","0,61","0,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Café almond cake flavoured - Nespresso,7630047675324,['Nespresso'],,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Nespresso']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,Risotto aux crevettes & noix de st-jacques - Thiriet,3292590888558,['Thiriet'],,['France'],[],[],?,93,"4,2","6,4",7,,389 kj(93 kcal),"2,6","1,1","0,89","0,356",,B,"['Plats préparés', 'Plats à base de riz', 'Risottos', 'Risotto aux fruits de mer', 'Risottos aux crevettes']",,-55%,-20%,-73%,+22%,38.0%,25.7%,12.0%,12.8%,6.7%,4.8%,95,,,['Thiriet'],4.2 g,en quantité modérée,2.6 g,en quantité modérée,1.1 g,en faible quantité,0.89 g,en quantité modérée,2,B,,-54%,-2%,+48%,+33%,+33%,-42%,-42%,,,,,,,
1637,Bbq chicken wings - McCain,8710438116885,['McCain'],,['France'],[],[],?,214,13,"3,5","20,5",,895 kj(214 kcal),"3,5","1,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,Panna de montare,8002795000229,,,['France'],[],[],?,347,36,3,"2,7",,1452 kj(347 kcal),25,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Hema - 160g,8718537536054,['Hema'],"['Agriculture durable', 'en:UTZ Certified']",['France'],"['sugar', 'cocoa mass', 'cocoa butter', 'dried whole MILK', 'HAZELNUT', 'dried skimmed MILK', 'emulsifier SOYA lecithin']",['Non végétalien'],?,565,"37,1","47,7","7,9",160g,2364 kj(565 kcal),19,"45,1","0,15","0,06",,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées']",,+9%,+22%,-11%,+29%,,,,,,,,['E322i - Lécithine'],3,,37.1 g,en quantité élevée,19 g,en quantité élevée,45.1 g,en quantité élevée,0.15 g,en faible quantité,23,E,,+8%,+15%,-4%,-23%,-23%,-5%,-5%,,,,"['Lait', 'Fruits à coque', 'Soja']",,,
1640,3532281653103,3532281653103,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Mini-Packs Cerealien,29023677,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Épices poulet - 500g,3598561118755,,,['France'],[],[],?,?,?,?,?,500 g,,,,,,"['EMB 18255B', 'Subdray (Cher, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Beurre fermier doux,3770011337019,,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,?,?,?,?,,,,,,,"['FR 81.280.001 CE', 'Ségur (Tarn, France)']",D,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres doux']",,,,,,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,"Poitrine de porc saumuree cuite SAVEURS DES MAUGES, 4 pieces",3340584109827,['Saveurs des mauges'],,['France'],[],[],?,277,23,"0,5",18,,1159 kj(277 kcal),"7,9","0,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Olives vertes dénoyautées - 190g,8001310530289,,,['France'],[],[],?,139,14,"0,5","0,9",190 g,582 kj(139 kcal),"2,3",0,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,2634293032479,2634293032479,,,['France'],[],[],?,?,?,?,?,,,,,,,"['FR 19.073.004 CE', 'Égletons (Corrèze, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,Salade Kilimandjaro,,,['Bio'],['France'],[],[],?,193,"12,6","14,1","4,5",,808 kj(193 kcal),"1,23",2,"1,2","0,48",,,"['Plats préparés', 'Salades', 'Salades composées']",,+27%,+41%,+40%,-19%,,,,,,,,,,,12.6 g,en quantité modérée,1.23 g,en faible quantité,2 g,en faible quantité,1.2 g,en quantité modérée,6,C,,+28%,-9%,-12%,+37%,+37%,+295%,+295%,,,,,,,
1648,Bleu d’Auvergne -  - 219g,2456332014822,,,['France'],"['Fromage au LAIT de vache pasteurisé', ' Traces éventuelles de lait de brebis', 'chévre', ""d'oeuf et de gluten""]",[],?,342,28,"1,5",21,219g,1431 kj(342 kcal),20,"0,5","2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,2 buchettes glacées - Picard - 150g,3270160822157,['Picard'],,['France'],"['Lait entier', 'lait de noix de coco 12,2 % ', ' extrait de noix de coco', 'eau', 'crème fraîche liquide 11,7% ', ' lait', 'chocolat noir 11,5 % ', ' pâte de cacao', 'sucre', 'émulsifiant: lécithine de soja', 'arôme naturel de vanille', ' sucre liquide ', 'sucre', 'eau', 'eau', 'sucre', 'sirop de glucose en poudre', ""jaune d'oeuf sucré issu de poule élevée en plein air "", 'liquide', 'pasteurisé', 'cacao maigre en poudre 2,1%', ""blanc d'ceuf issu de poule élevée en plein air [blanc d'oeuf liquide pasteurisé"", 'épaississants ', 'gomme guar', 'gomme xanthane', ']', 'huile de tournesol', 'sucre glace', 'amande en poudre 1,1 %', 'noix de coco râpée 0,5%', 'farine de blé ', 'gluten', 'protéines de pois hydrolysées', 'épaississants ', 'gomme guar', 'farine de graines de caroube', 'gomme xanthane', ""blanc d'oeuf issu de poule élevée en plein air "", 'en poudre', 'pasteurisé', ""émulsifiant : mono - et diglycérides d'acides gras d'origine végétale"", ' Produit élaboré dans un atelier qui utilise : autres fruits à coque', 'sésame']",['Non végétalien'],?,258,15,25,"4,2",150 g,1079 kj(258 kcal),10,22,"0,08","0,032",,D,"['Desserts', 'Surgelés', 'Aliments et boissons de Noël', 'Desserts glacés', 'Bûches de Noël', 'Bûches glacées']",,+29%,+85%,-13%,+81%,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,"['E322i - Lécithine', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E410 - Gomme de caroube', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,['Picard'],15 g,en quantité modérée,10 g,en quantité élevée,22 g,en quantité élevée,0.08 g,en faible quantité,16,D,,+30%,+85%,-11%,-35%,-35%,+42%,+42%,,,,"['Gluten', 'Lait']",,,
1650,Beaujolais,3700558818856,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Delice de tomate séchée,3760159103881,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],?,296,"27,2","9,2","3,6",,1238 kj(296 kcal),"3,1","5,4","1,32","0,528",,,"['Produits à tartiner', 'Produits à tartiner salés', 'en:Dried tomatoes spreads', 'en:Tomato spreads']",,0%,+4%,+162%,-59%,,,,,,,,,,,27.2 g,en quantité élevée,3.1 g,en quantité modérée,5.4 g,en quantité modérée,1.32 g,en quantité modérée,12,D,,+1%,-60%,+325%,0%,0%,-4%,-4%,,,,,,,
1652,Fresenius kabi - 4x 200ml,4051895011714,"['Fresenius Kabi', 'Fresubin']","['en:gluten-free', 'Sans lactose']",['France'],[],[],?,4,0,45,20,4 x 200 ml,17 kj(4 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,Tuiles goût salé - 3x 170g,3222475468698,,,['France'],"['Pomme de terre déshydratée 49% ', 'contient conservateur : disulfite de sodium', ' - huile de tournesol - amidons de blé et de pomme de terre - sirop de glucose - sel 1', ""4% - huile de colza - émulsifiant : mono - et diglycérides d'acides gras"", 'traces de lait']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",2200,526,28,62,"4,5",3 x 170 g,2200 kj(526 kcal),"2,5","4,5","1,4","0,56",,,,,,,,,,,,,,,,"['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Anhydride sulfureux et sulfites']","Tuiles à base de pomme de terre, goût salé",,
1654,Familial - Corsé et généreux - Café moulu - 2x 250g,3222471578674,,,['France'],['Café robusta 100%'],[],?,?,?,?,?,2 x 250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Café moulu,,
1655,Pur brésil - 100% arabica - equilibré et doux - casino - 2x 250g,3222472110965,,,['France'],['Café arabica du Brésil 100%'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,2 x 250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Café moulu,,
1656,Paprika - Guichard Perrachon - 40g,3222470111339,['Guichard Perrachon'],,['France'],['Paprika doux moulu'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,40 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paprika,,
1657,"Bière aromatisée tequila merida red 5,9% - 50cl",3222475918377,,,['France'],"['Bière ', 'eau', ""malt d'orge"", 'maïs', 'sirop de glucose', 'extrait de houblon', 'colorant : E150c', ' - sucre - sirop de sucre inverti - arômes naturels ', 'dont Tequila et Cachaça', ' - concentré de jus de baies de sureau - acidifiant : acide citrique - extrait de guarana - antioxydant : E300']",[],?,?,?,?,?,50 cl,,,,,,,,,,,,,,,,,,,,,"['E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E330 - Acide citrique', 'E300 - Acide ascorbique']",4,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],Bière aromatisée,,
1658,Bière aromatisée à la Tequila 5.9% vol. - 3x 33cl,3222476818102,,,['France'],"['Bière ', ' eau', ""malt d'orge"", 'maïs', 'extrait de houblon', 'colorant : caramel E150c', 'sucres', 'arôme Tequila ', '83% Tequila', 'acidifiant : acide citrique']",[],?,?,?,?,?,3 x 33 cl,,,,,,,,,,,,,,,,,,,,,"['E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E330 - Acide citrique']",4,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],Bière aromatisée Tequila,,
1659,Eau de Source de Montagne - Alpes - Source Roche des Ecrins - 6x75cl - 6x 75cl,3222471968512,,,['France'],"['Composition moyenne en mg/L : Sodium : 1,4 mg/L - Calcium : 63 mg/L - Potassium : 0,4 mg/L - Magnésium : 10', '2 mg/L - Bicarbonates : 173,2 mg/L - Chlorures <', '1 mg/L - Sulfates : 51', '3 mg/L - Nitrates : 2 mg/L - Résidu à sec à 180°C : 240 mg/L - pH : 7,6']",[],?,?,?,?,?,6 x 75 cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eau de source de montagne - Source Roche des Ecrins,,
1660,Eau minérale naturelle intensément pétillante - Puits Saint Georges - 6x 125cl,3222475058240,,,['France'],[],[],?,?,?,?,?,6 x 125 cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eau minérale naturelle renforcée au gaz de la source - Puits Saint Georges 1,,
1661,Cidre de Bretagne brut bouché 5% vol. - 75cl,3222476117038,,,['France'],['Contient des sulfites'],[],?,?,?,?,?,75 cl,,,,,,,B,"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidre de Bretagne']",,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,3,,,,,,,,,,,,,,,,,,,,,,['France'],['Anhydride sulfureux et sulfites'],Cidre Bouché de Bretagne Brut,,
1662,"Cidre Traditionnel - Naturellement trouble - 1,5l",3222473249152,,,['France'],['Contient des sulfites'],[],?,?,?,?,?,"1,5 l",,,,,,,D,"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres bruts']",,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,3,,,,,,,,,,,,,,,,,,,,,,,['Anhydride sulfureux et sulfites'],Cidre Brut Traditionnel,,
1663,Cidre artisanal brut - 75cl,3222476928313,,,['France'],['Contient des sulfites'],[],?,?,?,?,?,75 cl,,,,,,,D,"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres bruts']",,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,3,,,,,,,,,,,,,,,,,,,,,,,['Anhydride sulfureux et sulfites'],Cidre artisanal brut,,
1664,"Minkova vodka 37,5° - 50cl",3222475932823,,,['France'],['Vodka'],"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",?,?,?,?,?,50 cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vodka 37,5% vol.",,
1665,Rhum Blanc Agricole de la Guadeloupe - 100cl,3222475307348,,,['France'],[],[],?,?,?,?,?,100 cl,,,,,,,C,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums', 'Rhums agricoles']",,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,,,,,,['Bouteille'],,,,,,,,,,,,Rhum Blanc Agricole de la Guadeloupe,,
1666,Rhum blanc traditionnel La Belle Canne - 100cl,3222475307324,,,['France'],[],[],?,?,?,?,?,100 cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhum traditionnel de la Réunion,,
1667,James Dowell Blended Scotch Whisky -  - 50cl,3222470100005,,,['France'],['Assemblage entre les meilleurs whiskies de grains et de malt'],[],?,?,?,?,?,50 cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],Blended Scotch Whisky,,
1668,Porto Dom Joaquim Tawny 10 ans - 75cl,3222475461378,,,['France'],['Contient des sulfites'],[],645,154,?,11,?,75 cl,645 kj(154 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Anhydride sulfureux et sulfites'],Porto Tawny 10 ans d'âge,,
1669,Pastis de marseille - l'estaque - apéritif anisé - 50cl,3222471001455,,,['France'],"[""Eau - alcool - sucre - arôme naturel de réglisse - arôme naturel d'anis étoilé 0"", '2% - colorant : caramel ordinaire']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,?,?,?,?,50 cl,,,,,,,,,,,,,,,,,,,,,['E150a - Caramel E150a'],4,,,,,,,,,,,,,,,,,,,,,,,,Pastis de Marseille,,
1670,Pastis de marseille - l'estaque - apéritif anisé - 70cl,3222471467138,,,['France'],"[""Eau - alcool - sucre - arôme naturel de réglisse - arôme naturel d'anis étoilé 0"", '2% - colorant : caramel ordinaire']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,?,?,?,?,70 cl,,,,,,,,,,,,,,,,,,,,,['E150a - Caramel E150a'],4,,,,,,,,,,,,,,,,,,,,,,,,Pastis de Marseille,,
