,name,bar_code,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,packaging,manufacturing,markets,additives,palm_ingredients,allergens,nova_score,ingredients_origins,link,traceability_code,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,origin_detail,brand_owner
1596,Perles noires de volcans - Le Tango des Saveurs - 250g,3770003049135,250 g,['Le Tango des Saveurs'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,
1597,Aceite de oliva virgen extra ecológico - Capricho Andaluz - 1l,8410179015583,1l,['Capricho Andaluz'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]","['France', 'Espagne']",[],[],100 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+5%,3766 kj(900 kcal),+5%,100,+5%,16,+14%,0,,0,,0,,0,-100%,0,-100%,7,+14%,C,+14%,"['Bio', 'Bio européen', 'ES-ECO-019-CT']",,,,,,,,,,,C,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,
1598,Baguette céréales - O'tera - 1,2400000000013,1,"[""O'tera""]",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,"Penne Rigate Di Riso Senza Glutine, Reismehl-nudeln Glutenfrei",8009452226633,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Penne', 'Penne rigate']",['France'],[],[],0.4 g,en faible quantité,0.12 g,en faible quantité,0.1 g,en faible quantité,0.06 g,en faible quantité,?,,351,-0%,1469 kj(351 kcal),-1%,"0,4",-76%,"0,12",-68%,"78,5",+12%,"0,1",-97%,"7,59",-37%,"0,06",+413%,"0,024",+413%,0,,B,,,,,,,,,,,,,,,,,,,,,,,
1600,"Penne Rigate Di Riso Senza Glutine, Reismehl-nudeln Glutenfrei",8009452226633,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Penne', 'Penne rigate']",['France'],[],[],0.4 g,en faible quantité,0.12 g,en faible quantité,0.1 g,en faible quantité,0.06 g,en faible quantité,?,,351,-0%,1469 kj(351 kcal),-1%,"0,4",-76%,"0,12",-68%,"78,5",+12%,"0,1",-97%,"7,59",-37%,"0,06",+413%,"0,024",+413%,0,,B,,,,,,,,,,,,,,,,,,,,,,,
1601,Lion white XL - Nestlé,7613034262295,,['Nestlé'],,['France'],[],[],,,,,,,,,?,,241,,1008 kj(241 kcal),,"10,9",,"6,4",,"32,7",,1,,"2,8",,"0,29",,"0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Nebilia 3 800G,3700653818034,800g,['Nebilia'],,['France'],[],[],,,,,,,,,?,,480,,2008 kj(480 kcal),,21,,"7,35",,"58,5",,"30,5",,14,,20,,8,,,,,,,['boîte en fer'],,,,,,,,,,,,,,,,,,,,
1603,Miel de lavande -,3368044444011,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,
1604,Poulet blanc - Casino - 2,0203339026240,2,['Casino'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,['Casino'],,,,,,,"['FR 72.175.001 CE', 'Luché-Pringé (Sarthe, France)']",,,,,,,,,,,
1605,Maquereau à l'huile - Crai,8002895094340,,['Crai'],"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']","['France', 'Italie']",[],[],7.7 g,en quantité modérée,1.8 g,en quantité modérée,0 g,en faible quantité,1.5 g,en quantité modérée,?,,179,-19%,749 kj(179 kcal),-19%,"7,7",-53%,"1,8",-51%,"0,3",-72%,0,-100%,27,+65%,"1,5",+35%,"0,6",+35%,4,-36%,C,-36%,,,,['Crai'],,,,,,,,D,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,
1606,2135370036019,2135370036019,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,0206237008691,0206237008691,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,prima color - pébéo - 1,3167860555112,1,['pébéo'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,English tea shop earl Grey,0680275036227,,,,['France'],"['Thé noir de Ceylan*95% et arôme naturel de bergamote 5%', ' ', '*', "" Ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['Bio', 'Entrepreneurs + Engagés']",,,['super u'],,,,4,['Sri Lanka'],,,,,,,,,,,,,
1610,Roti De Porc Echine,3273625870250,,,"['Viandes', 'Porc', 'Rôtis de porc']",['France'],[],[],1.1 g,en faible quantité,0.26 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,?,,123,-15%,515 kj(123 kcal),-14%,"1,1",-78%,"0,26",-88%,"1,1",+35%,"0,3",-52%,"19,9",-11%,0,-100%,0,-100%,-4,-156%,A,-156%,,,,,,,,,,,,E,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,
1611,Mozzarella di Bufala Campana DOP,8032749682515,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne', 'Mozzarella di Bufala Campana']",['France'],[],[],25 g,en quantité élevée,17 g,en quantité élevée,0.8 g,en faible quantité,0.56 g,en quantité modérée,?,,288,+8%,1205 kj(288 kcal),+9%,25,+10%,17,+10%,"0,8",+10%,"0,8",+36%,15,+4%,"0,56",-9%,"0,224",-9%,10,-3%,C,-3%,,,,,,,,,,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,
1612,Saint albray,0205560027058,,,,['France'],[],[],,,,,,,,,?,,318,,1331 kj(318 kcal),,26,,18,,0,,0,,21,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,Chocolat dessert noir - Nestlé,4613445040843,,['Nestlé'],,['France'],[],[],,,,,,,,,?,,549,,2297 kj(549 kcal),,"34,7",,"20,9",,"50,6",,"46,7",,"4,9",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,Wafer nocciola,8025916115749,,,,['France'],[],[],,,,,,,,,?,,543,,2272 kj(543 kcal),,"28,8",,"24,2",,"63,7",,"36,1",,6,,"0,063",,"0,025",,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Chipolatas oignons-persil,0200257022439,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",['France'],[],[],20 g,en quantité modérée,7.3 g,en quantité élevée,0.5 g,en faible quantité,2.1 g,en quantité élevée,?,,243,+2%,1017 kj(243 kcal),+2%,20,+6%,"7,3",+1%,"0,5",-57%,"0,5",-21%,16,+4%,"2,1",+17%,"0,84",+17%,19,+14%,E,+14%,,,,,,,,,,,,E,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,
1616,Mint imperials,5021690203118,,,,['France'],[],[],,,,,,,,,?,,394,,1648 kj(394 kcal),,"0,3",,0,,"97,7",,"97,7",,"0,1",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,"saucisse fraîche - mr bosc damien - 0,490",0200812061071,"0,490",['mr bosc damien'],['Viandes'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Plastique'],,,,,,,,,,,,,,,,,,,,
1618,2582072012863,2582072012863,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,Okra in brine,5017689094447,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Lait écrémé - Auchan,3596710453467,,['Auchan'],"['Produits laitiers', 'Laits', 'Laits écrémés']",['France'],[],[],0.2 g,en faible quantité,0.2 g,en faible quantité,4.8 g,en faible quantité,0.13 g,en faible quantité,?,,34,-50%,142 kj(34 kcal),-54%,"0,2",-50%,"0,2",+10%,"4,8",-52%,"4,8",-51%,"3,2",-49%,"0,13",-28%,"0,052",-28%,0,,B,,,,,['Auchan'],,,,,,,,D,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,
1621,Jus d'Orange 1l pressé,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['Sans additifs'],,,,,,,,,,,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,
1622,Confiture ananas et mangue - Les Vergers de Labourdonnais,6091115000874,,['Les Vergers de Labourdonnais'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits', 'Confitures de fruits tropicaux']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,
1623,Coq au vin de Montagne St-Emilion - Alain Martin,3267615005470,,['Alain Martin'],"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats préparés en conserve', 'Coq au vin']",['France'],[],[],1.8 g,en faible quantité,0.4 g,en faible quantité,1.4 g,en faible quantité,0.68 g,en quantité modérée,?,,93,-31%,389 kj(93 kcal),-31%,"1,8",-65%,"0,4",-73%,"3,7",-7%,"1,4",+65%,13,+23%,"0,68",-29%,"0,272",-29%,-1,-170%,A,-170%,,,,,,,,,,,,D,80.7%,12.7%,1.9%,2.8%,1.1%,0.8%,36,,,
1624,Marks And Spencer,821004316440037900225,,['Marks And Spencer'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Diet’up proteifîne - Ysonut,3320258525412,,['Ysonut'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Flageolets  verts - 500g,3446400000023,500 g,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Petit Ducal Cassis,3760129921019,,,,['France'],[],[],,,,,,,,,?,,320,,1339 kj(320 kcal),,1,,0,,74,,50,,3,,"0,51",,"0,204",,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,COPPA SEL SEC VPF - Despi - 14tranches,2228583016142,14 tranches,['Despi'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,"['EMB 12063C', 'Cavalerie (Aveyron, France)']",,,,,,,,,,,
1629,0211000026307,0211000026307,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,thé vert aromatisé Nuit à Versailles,3000000191972,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Escalope Dinde - Auchan - 1,2600145011411,1,['Auchan'],"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,['Auchan'],,,,,,,,D,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,
1632,Tortellaccio au saumon fumé - Le TRAITEUR Achan - 250g,3254566502981,250 g,['Le TRAITEUR Achan'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",['France'],[],[],7.8 g,en quantité modérée,4.23 g,en quantité modérée,2 g,en faible quantité,0.857 g,en quantité modérée,?,,240,+30%,1004 kj(240 kcal),+30%,"7,8",-26%,"4,23",+105%,"28,3",+5629%,2,+499%,"12,8",-42%,"0,857",-70%,"0,343",-70%,4,-69%,C,-69%,,,,,,,,,,,,E,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,
1633,Farine Speciale Gateaux,3301421005511,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Cuisses de poulet - La Nouvelle Agriculture,0213312023487,,['La Nouvelle Agriculture'],"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",['France'],[],[],14 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,0.18 g,en faible quantité,?,,198,+4%,828 kj(198 kcal),+3%,14,+13%,"3,5",+4%,0,-100%,0,-100%,18,-2%,"0,18",-76%,"0,072",-76%,0,-100%,B,-100%,,,,,,,,,,,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,
1635,2030500405935,2030500405935,,,"['Biscuits et gâteaux', 'Gâteaux']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,Poitrine fumee a cuire,2643340026507,,,,['France'],[],[],,,,,,,,,?,,323,,1351 kj(323 kcal),,"28,1",,"10,5",,"0,6",,"0,6",,"16,8",,"3,6",,"1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Poulet Fermier - Loué - 1,0217013037989,1,['Loué'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,Sel de Camargue herbes de Provence - Arnaud - 270g,3368410004801,270g,['Arnaud'],"['Epicerie', 'Condiments', 'Sels', 'Sels français', 'Sels marins', 'Sel de Camargue']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['France'],,,B,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,
1639,Rice Stick,0761934111827,,,,['France'],[],[],,,,,,,,,?,,360,,1506 kj(360 kcal),,"0,8",,"0,3",,81,,0,,7,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,huile olive  picholine - domaine  de la vernėde - 1l,3760027120200,1 l,['domaine  de la vernėde'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],"['Cuvee Picholine e Domaine de la Vernède', 'situé dans e parc régional de Camargue', ""produit une huile d'olive d'exception dans la plus grande tradition ancestrale"", "" Les différentes variétés d'olives"", 'picholines', 'aglandeau', 'lucques', 'bou coltées Dresee à la main à maturité sont pressées muee mécaniquement à froid au moulin', 'c Elle qui lui donne sa saveur unique voe est idéale pour lassaisonnementde vos salades', 'et la cuisson de v et poissons', "" C'est ľhuile la plus p ela st la Plus précieuse sur le plen res digeste"", ""notre huile olive non f culeseon filtrée possède dans set diététiques ques ies vertus gustatives chaleu u'elle soit alitéee Tenir à l'abri de la lumns ulei 'huile peut se figerue lvlle peut se figer sans a ves et uniquemen ure obten oivee de catégorie su DOMAINE Commandez directem o V LA VERNEDE 30600""]",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Metal'],,,,,['Poisson'],,,,,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,
1641,Saumon de norvege fume tranche,2954023017126,,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",['France'],[],[],12 g,en quantité modérée,2.5 g,en quantité modérée,0.6 g,en faible quantité,2.9 g,en quantité élevée,?,,198,+7%,828 kj(198 kcal),+7%,12,+14%,"2,5",+21%,"0,6",+21%,"0,6",+80%,22,-0%,"2,9",+3%,"1,16",+3%,14,+7%,D,+7%,,,,,,,,,,,,E,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,
1642,vin rosé - jean de rosé - 5l,3483080053154,5 l,['jean de rosé'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rosés']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['AOP'],['5 litres'],['saint chinian'],['caviste indépendant'],,,,,['France'],,,C,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,,,
1643,K-classic Salatfix Italienische Kräuter,4337185015953,,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,281,,1176 kj(281 kcal),,"1,9",,"0,2",,55,,34,,"2,9",,"25,3",,"10,12",,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,
1644,2227654042448,2227654042448,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,
1645,3400930299555,3400930299555,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Noix de cajou grillées salées,3143110093856,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",['France'],[],[],49 g,en quantité élevée,9.1 g,en quantité élevée,8.2 g,en quantité modérée,2.9 g,en quantité élevée,?,,604,+1%,2527 kj(604 kcal),+1%,49,+6%,"9,1",+7%,"15,2",-41%,"8,2",+26%,20,+7%,"2,9",+363%,"1,16",+363%,17,+125%,D,+125%,,,,,,,,,,,,E,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,
1647,Pâtes sans gluten - Nature & Cie,3760154260954,,['Nature & Cie'],,['France'],[],[],,,,,,,,,?,,364,,1523 kj(364 kcal),,"1,8",,"0,2",,79,,"0,8",,"6,8",,"0,26",,"0,104",,,,,,"['Bio', 'en:gluten-free', 'Agriculture UE/Non UE']",,,,,,,,,,,,,,,,,,,,,
1648,Cuisse de poulet rôti - Le Gaulois,0217637026376,,['Le Gaulois'],"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",['France'],[],[],10 g,en quantité modérée,2.6 g,en quantité modérée,0 g,en faible quantité,1.4 g,en quantité modérée,?,,168,-12%,703 kj(168 kcal),-12%,10,-19%,"2,6",-22%,0,-100%,0,-100%,19,+3%,"1,4",+84%,"0,56",+84%,5,+42%,C,+42%,,,,,,,,,,,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,
1649,Velouté de légumes du soleil - Liebig - 1L,112302657,1L,['Liebig'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,B,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,
1650,Pleurotes déshydratées - Les Méridiennes - 40grammes,3326254444177,40 grammes,['Les Méridiennes'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Biscuits fins L'Originale - Delaunay Léveillé,0654479446953,,['Delaunay Léveillé'],,['France'],[],[],,,,,,,,,?,,516,,2159 kj(516 kcal),,26,,17,,65,,31,,"5,7",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,2860483023884,2860483023884,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['Label Rouge'],,,,,,,,,,,,,,,,,,,,,
1653,Cuisses de poulet - Carrefour - 1,2227549029455,1,['Carrefour'],"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,['Carrefour'],,,,,,,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,
1654,Seville Orange Marmelade - Lidl,20583989,,['Lidl'],,['France'],[],[],,,,,,,,,?,,271,,1134 kj(271 kcal),,"0,5",,"0,1",,67,,"63,5",,"0,2",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,Pistaches grillées salées,3143110097069,,,,['France'],[],[],,,,,,,,,?,,665,,2782 kj(665 kcal),,58,,"6,2",,"8,9",,"5,1",,22,,"0,94",,"0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Concombre lisse,3760211990527,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,"0,1",,"0,1",,"0,1",,"0,1",,"0,1",,"0,1",,"0,04",,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,
1657,Earl grey tea,2016462499991,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,SEEBERGER Gourmet - 150g,4008258153024,150 g,['SEEBERGER'],"['Snacks', 'Snacks salés', 'Plats préparés', 'Entrées']",['France'],"['geröstete Sojakerne', 'Sonnenblumenkerne', 'Feigen', ' würfel', 'Cranberries', 'Zucker', 'Reismehl', 'Sonnenblumer Kann Spuren von Schalenfrüchten ', 'Nüssen', ' und Erdniüss enthalten', ' Unter Schutzatmosphäre verpackt', ' Nach dem Offnen bitte']","['Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['Végétarien', 'Végétalien']",['Sachet'],,,,,,3,,,['03715:45:00M13'],,,,,,,,,,,
1659,sauce tomate à la provençale - Casino - 200g,05709324,200g,['Casino'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['Bio'],['Verre'],['fr bio 01'],['Casino'],,,,,['Ue non ue'],,['84080OB'],,,,,,,,,,,
1660,Poulet du rôtisseur - Maître Coq,0215231049395,,['Maître Coq'],,['France'],[],[],,,,,,,,,?,,181,,757 kj(181 kcal),,9,,"2,5",,1,,0,,24,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Ricoré - Nestlé - 200g,0643435272903,200g,['Nestlé'],,['France'],"['INFORMATION NUTRITIONNELLE par 135% dont sucres 9,1g 13 9 Fibres 45g 2,3g 308 mg 39% Calcium Magnesium 506 mg Apport de référence pour un adulte-typ NGREDIENTS:Café soluble ', '34,33', 'fibres de chicorée gofructos 038', 'chicorée soluble ', '30,313', 'sulfate de magnésium', ' Matieres grasses dont saturées 0,0g 2,5g 13% Glucides 9,1g 13g 5% 14% Proteines 279 8,6g 17% Sel 0,23g 0,33g 5% par portion: de _lait_ 577 kJ 535 kJ demi-ecrémé portion Energie 121 Kcal 127kcal 0,0g 4,1g 6%']",[],,,,,,,,,?,,141,,590 kj(141 kcal),,0,,0,,"9,1",,"9,1",,"2,7",,"0,234",,"0,093",,,,,,"[""Appellation d'origine""]",,,,,,,,,,,,,,,,,,,,,
1662,1KG Gros Sel Gris Guerande - Trady Sel - 1kg,3760031310109,1 kg,['Trady Sel'],,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Happy cherries - Haribo,24067652,,['Haribo'],,['France'],[],[],,,,,,,,,?,,326,,1364 kj(326 kcal),,"0,5",,"0,1",,74,,43,,"6,1",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Teisseire Zero sucre - 60cl,,60 cl,['Teisseire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Menthe', 'nl:Autres goûts', 'nl:Concentrée au citron']","['Belgique', 'France', 'Luxembourg', 'Pays-Bas']","['eau', 'jus de citron à base de concentré 10,5%', 'agent de charge: polydextrose', 'acidifiant', 'acide citrique', 'arômes naturel citron & citron vert', 'arômes naturels', 'épaississant: gomme xanthane', 'édulcorants: sucralose', 'acésulfame K', 'conservateur: sorbate de potassium']",[],,,,,0.4 g,en faible quantité,0.03 g,en faible quantité,?,,26,-60%,109 kj(26 kcal),-60%,?,,,,"0,7",-94%,"0,4",+17%,?,,"0,03",-63%,"0,012",-63%,,,,,['nl:Unknown'],"['bouteille metal canned', 'Acier', 'Staal']","['France', 'Crolles']","['Carrefour', 'Delhaize', 'Colruyt', 'Others']",,,,,['nl:unknown'],http://teisseire.com,['?'],A,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,Teisseire,,
1665,Panaché seruir très frais,26003016,,,,['France'],[],[],,,,,,,,,?,,30,,126 kj(30 kcal),,"0,1",,"0,1",,"6,5",,6,,"0,05",,"0,008",,"0,003",,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Led-,4260212340790,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
