,name,bar_code,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,packaging,manufacturing,markets,additives,palm_ingredients,allergens,nova_score,ingredients_origins,link,traceability_code,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,origin_detail,brand_owner
1019,2658617035823,2658617035823,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,Soupe De Rouget Barbet Aux Legumes Du Soleil,3501890004651,,,,['France'],[],[],,,,,,,,,?,,67,,280 kj(67 kcal),,5,,"1,4",,3,,"1,8",,"2,4",,"0,35",,"0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,salame milano - prima vera - 70g,17594537,70g,['prima vera'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'IT-BIO-009']",,,,,,,,,,,,,,,,,,,,,
1022,0200298033654,0200298033654,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,Myrtilles  confiture extra,59593935,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,56 g,en quantité élevée,0 g,en faible quantité,?,,239,+9%,1000 kj(239 kcal),+9%,0,-100%,0,-100%,59,+10%,56,+10%,0,-100%,0,-100%,0,-100%,11,+19%,D,+19%,['Bio'],,,,,,,,,,"['EMB 19123', 'Malemort-sur-Corrèze (Corrèze, France)']",D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,
1024,Saucisson,3346384061006,,,,['France'],[],[],,,,,,,,,?,,405,,1695 kj(405 kcal),,"32,9",,"12,4",,"1,9",,"1,9",,"26,2",,"1,98",,"0,792",,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,chaussons aux pommes - leclerc - 180g,6488002548661,180 g,['Leclerc'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",['France'],"['CHAUSSON AUK POMMES X2 CHAU SONS AUX POMMES :3M :Pate 60% :farine de BLE BEIRRELAİT', ' 37% eau', 'sel', 'dorure', 'OEUFS', 'garniture 40: : purea da Pommes concent ree 48% 30% ', 'siroe e gl ucose-fructose', 'sucre', ' Cont i ent :GLUTEN', ' LAIT DELIFS', ' Fabrique dans un site qui utilise :SOJA FRUITS a COQU morceaux de pommes']",['Non végétalien'],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,['France'],['Leclerc'],,,"['Œufs', 'Gluten']",4,['France'],,,B,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,,
1026,vin rouge - art de vivre - 75cl,3514120107688,75 cl,['art de vivre'],['Vin rouge sud de France'],['France'],['contient des sulfites'],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['Sud de France'],['Bouteille'],['France'],['Auchan'],,,['Anhydride sulfureux et sulfites'],1,['France'],,,,,,,,,,,,,
1027,2 biftecks - Charal,0292472045201,,['Charal'],,['France'],[],[],,,,,,,,,?,,113,,473 kj(113 kcal),,"2,3",,"0,8",,0,,0,,23,,"0,17",,"0,068",,,,,,,,,,,,,,,,"['FR 72.264.005 CE', 'Sablé-sur-Sarthe (Sarthe, France)', 'FR 60.245.003 CE', 'Formerie (Oise, France)', 'FR 19.073.002 CE', 'Égletons (Corrèze, France)']",,,,,,,,,,,
1028,Salade mélangée prête à l’emploi - Bien vu - 250g,33150444,250g,['Bien vu'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,"['EMB 84054H', 'Isle-sur-la-Sorgue (Vaucluse, France)', 'EMB 84054', 'Isle-sur-la-Sorgue (Vaucluse, France)', 'EMB 59488', 'Raillencourt-Sainte-Olle (Nord, France)', 'EMB 50267', 'Lessay (Manche, France)']",,,,,,,,,,,
1029,Galette au beurre,3760059925286,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,BRIOCHE TRESSEE PUR BEURRE - Sicard,3608732222249,,['Sicard'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches tressées', 'Brioches pur beurre', 'Brioche tressée pur beurre']",['France'],[],[],13.2 g,en quantité modérée,8.2 g,en quantité élevée,13.6 g,en quantité élevée,1.3 g,en quantité modérée,?,,366,-1%,1531 kj(366 kcal),-1%,"13,2",-5%,"8,2",-12%,"51,8",+1%,"13,6",-1%,"9,5",+14%,"1,3",+20%,"0,52",+20%,20,+5%,E,+5%,,,,,,,,,,,,C,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,
1031,Domaine De Montcalm. Rose Vin Des Sables. 12.5%. 750ml.,3509170724329,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rosés']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,D,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,,,
1032,2000000421438,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,15236443,15236443,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,Sel de mediterranée - Monoprix,3350033248625,,['Monoprix'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,['Monoprix'],,,,,,,,,,,,,,,,,,
1035,77276933,77276933,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,Grenadine,3368850006342,,,,['France'],[],[],,,,,,,,,?,,70,,293 kj(70 kcal),,"1,3",,"0,8",,"12,9",,"12,2",,"1,6",,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Spécial Couscous - Bedros,3580283040704,,['Bedros'],,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,Snacks classic - Celigueta - 250gr,8412377100108,250gr,['Celigueta'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,Saucisse de viande,0201526021450,,,,['France'],[],[],,,,,,,,,?,,302,,1264 kj(302 kcal),,"28,8",,"10,3",,"2,9",,"0,9",,10,,"1,9",,"0,76",,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,
1040,3760092540712,3760092540712,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Kinder maxi,7363633353565,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres de céréales', 'Barres chocolatées', 'Barres de céréales au chocolat', 'Barres chocolatées au lait']",['France'],[],[],35 g,en quantité élevée,22.6 g,en quantité élevée,53.3 g,en quantité élevée,0.3 g,en quantité modérée,?,,566,+8%,2368 kj(566 kcal),+8%,35,+6%,"22,6",+11%,"53,5",+7%,"53,3",+12%,"8,7",+16%,"0,3",+9%,"0,12",+9%,28,+8%,E,+8%,,,,,,,,,,,,D,83.0%,11.4%,2.3%,2.6%,0.7%,0.0%,43,,,
1042,Carrefour,2227483015873,,['Carrefour'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,
1043,crevette cuite - superu - 438g,2807224019942,438g,['Superu'],['50/70'],['France'],"['crevettes,sel,Anti-oxydant:disulfure de sodium,acidifiant:acide citrique']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Barquette'],,['super u'],['E330 - Acide citrique'],,['Crustacés'],3,['Elevee au Venezuela'],,,,,,,,,,,,,
1044,Noix du Brésil,2600231033525,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix du Brésil']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,D,82.2%,1.7%,3.2%,10.8%,2.2%,0.0%,45,,,
1045,Vieilles Vignes - Terranea - 75cl,3760093620031,75cl,['Terranea'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes du Rhône']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['France'],,,C,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,
1046,Satletts cocktail mix de galletas saladas - Lorenz,5905187500129,,['Lorenz'],,['France'],[],[],,,,,,,,,?,,388,,1623 kj(388 kcal),,"5,7",,"2,6",,71,,"3,1",,11,,"4,4",,"1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,Bière ambrée - Brasserie artisanale de Serre Ponçon - 33cl,3770010418009,33 cl,['Brasserie artisanale de Serre Ponçon'],,['France'],"['eau', ""malt d'orge"", 'malt de blé', 'houblon', 'levure', 'coriandre,']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['Verre'],['Chorges'],['Intermarché'],,,['Gluten'],,,,,,,,,,,,,,,
1048,0250046019614,0250046019614,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,0255754062976,0255754062976,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Poivre noir de Madagascar,3664335000400,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,la gache tranchée aux pepites de chocolat - la fournée dorée - 500g,6417220451507,500g,['la fournée dorée'],,['France'],"['Ingrédients: BRIOCHE AUX PÉPITES DE CHOCOLAT arine de blé', 'sucre', 'oufs entiers frais', 'pépit de chocolat au lait 6% ', 'sucre', 'poudre de/ entier', 'beurre de cacao', 'pâte de cacao', 'arô naturel de vanille', 'lécíthine de tournes épites de chocolat 6% ', 'sucre', 'pâte de caca eurre de cacao', 'lécithine de tournesol', 'arôr naturel de vanille', 'eau', 'huiles et matiè grasses végétales ', 'palme', 'colza', 'crème fraicl sirop de sucre inverti', 'beurre concentré', 'levu gluten de blé', 'sel', 'arõme naturel ', 'conti alcool', 'émulsifiants ', ""Mono et diglycérid d'acides qras"", 'Stéaroyl-2-lactylate de sodiu udre de lait écrémé', 'protéines de lait', 'arôn evure désactivée', 'colorant ', 'béta carotène', ' es informations en italique sont destinées a personnes allergiques ou intolérantes', ' Po']","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['film plastique et fermoir'],,,"['E322i - Lécithine', 'E160ai - Bêta-carotène']",['Huile de palme'],['Lait'],4,,,,,,,,,,,,,,
1052,Pom'lisse,03338639,,,,['France'],[],[],,,,,,,,,?,,544,,2276 kj(544 kcal),,34,,"3,1",,51,,5,,6,,"1,08",,"0,432",,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Fromage de chevre fermier,3397890707117,,,,['France'],[],[],,,,,,,,,?,,194,,812 kj(194 kcal),,15,,"11,7",,"1,8",,"1,8",,13,,"0,74",,"0,296",,,,,,,,,,,,,,,,"['FR 50.269.001 CE', 'Liesville-sur-Douve (Manche, France)']",,,,,,,,,,,
1054,Yaourt,7683636667484,,,,['France'],[],[],,,,,,,,,?,,97,,406 kj(97 kcal),,"1,8",,"0,7",,18,,11,,"1,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,2000000100159,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Courgettes - 1kg,3700959008153,1 kg,,,['France'],['courgette'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['France'],,,,,,,,,,,,,
1057,Frischei Weffeln - 272g,29016129,272 g,,,['France'],[],[],,,,,,,,,?,,500,,2092 kj(500 kcal),,29,,11,,52,,39,,"6,5",,"0,66",,"0,264",,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,
1058,20189624,20189624,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,,
1059,Bio myrtille - Maribel - 330g,49917161,330 g,['Maribel'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['Bio'],,,['Lidl'],,,,,,,,,,,,,,,,,,
1060,Saucisson sec,2862002032407,,,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",['France'],[],[],27 g,en quantité élevée,11 g,en quantité élevée,1 g,en faible quantité,4.5 g,en quantité élevée,?,,351,-13%,1469 kj(351 kcal),-13%,27,-15%,11,-11%,1,-55%,1,-27%,26,-6%,"4,5",-4%,"1,8",-4%,24,0%,E,0%,,,,,,,,,,,,D,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,
1061,Grissini Piemontesi Classici - Primia,8030582800318,,['Primia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",['France'],[],[],5.7 g,en quantité modérée,0.9 g,en faible quantité,5.8 g,en quantité modérée,0.7 g,en quantité modérée,?,,402,-5%,1682 kj(402 kcal),-4%,"5,7",-47%,"0,9",-60%,"71,3",+7%,"5,8",+132%,"14,9",+31%,"0,7",-63%,"0,28",-63%,4,-69%,C,-69%,,,,,,,,,,,,B,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,
1062,0200021028148,0200021028148,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Pilons de poulet - La Nouvelle Agriculture,0213328014509,,['La Nouvelle Agriculture'],"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Manchons de poulet']",['France'],[],[],7 g,en quantité modérée,1.8 g,en quantité modérée,0 g,en faible quantité,0.28 g,en faible quantité,?,,134,-25%,561 kj(134 kcal),-25%,7,-25%,"1,8",-31%,0,-100%,0,-100%,18,-7%,"0,28",-69%,"0,112",-69%,-2,-159%,A,-159%,,,,,,,,,,,,D,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,
1064,40 Mini feuilletés Apéritif - Belle France - 350g,3258561411101,350 g,['Belle France'],,['France'],[],[],,,,,,,,,?,,291,,1218 kj(291 kcal),,"17,9",,"9,35",,"25,2",,"3,6",,"5,2",,"1,14",,"0,456",,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,filets de sardines - mer marées - 100g,3499602210448,100g,['mer marées'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve']",['France'],"['filets de sardines', ""huile d'olive vierge extra 19%"", 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,200,-13%,837 kj(200 kcal),-13%,?,,,,?,,,,?,,,,,,,,,,,['Conserve'],['Finistère'],,,,,3,['France'],,['29046G'],C,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,
1066,16812622,16812622,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,2600150034313,2600150034313,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Boudin aux cepes et à la persillade - La conserverie des bonnes choses - 180g,3514640002852,180g,['La conserverie des bonnes choses'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,PREFOU AUX FROMAGE ET LARDONS,3254563411774,,,,['France'],[],[],,,,,,,,,?,,353,,1477 kj(353 kcal),,22,,13,,28,,"2,2",,"9,9",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,12 mini viennoiserie,0201518011742,,,,['France'],[],[],,,,,,,,,?,,329,,1377 kj(329 kcal),,17,,11,,37,,"9,1",,"6,3",,"0,74",,"0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,Ananas Tranche,2600125012667,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Ananas']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,77 g,en quantité élevée,0.73 g,en quantité modérée,?,,376,+288%,1573 kj(376 kcal),+303%,0,-100%,0,-100%,93,+372%,77,+348%,0,-100%,"0,73",+836%,"0,292",+836%,12,,D,,,,,,,,,,,,,B,37.7%,0.0%,0.0%,33.4%,15.9%,13.1%,95,,,
1072,Marbre de poulet,3496960002098,,,['Viandes'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Crêpes de blé noir - Loheac - 6,3591660000235,6,['Loheac'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,
1074,Champignons de Paris - Cora,3257980120144,,['Cora'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Champignons', 'Champignons en conserve', 'Champignons de Paris en conserve']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,B,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,,,
1075,pattes d'ours x4,0200930014430,,,,['France'],[],[],,,,,,,,,?,,331,,1385 kj(331 kcal),,17,,11,,39,,12,,"6,8",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,boudin blanc de rethel - charcuterie des délices,3760039217400,,['charcuterie des délices'],"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté', 'Boudin blanc de Rethel']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['Sans colorants', 'Sans conservateurs', 'IGP']",['Barquette'],"[""distrial quai d'orfeuil 08300 rethel""]",['Cora'],,,,,,3760039217400,"['FR 08.362.078 CE', 'Rethel (Ardennes, France)']",D,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,
1077,0238866095056,0238866095056,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Véritable andouille de Gueéméné - Triskel - 250g,2292710046647,250g,['Triskel'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['Sans colorants'],,,,,,,,,,"['FR 56.010.003 CE', 'Baud (Morbihan, France)']",,,,,,,,,,,
1079,saucisses sèche - roches blanches - 150g,3472160003134,150 g,['roches blanches'],,['France'],"['QUALITE SUU FABRIQUEE AVEC TOUS LES MORCEAUX NOE édients: viande de porc ', 'origine France sel de mer épices et plantes Yaleurs énergé atiques - dextrose', 'sucre ', 'utilisés uniquement pour la fermentation-conservateur: Energie Matières te de potassium ferments boyau naturel de porc ', '200g de viande de porc ont été Dont acide Glucides Bont sucr és pour fabriquer 100 q de saucisse sèche', 'sans gluten', ' normand né et élevé en Normandie']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,299,,1251 kj(299 kcal),,"27,5",,"18,5",,"0,7",,"0,7",,"37,2",,"5,02",,"2,008",,,,,,['Sans gluten'],,['cany barville'],,,,,4,['France'],,"['FR 76.159.001 CE', 'Cany-Barville (Seine-Maritime, France)']",,,,,,,,,,,
1080,0205014060549,0205014060549,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,Filini,8033481740068,,,,['France'],[],[],,,,,,,,,?,,370,,1548 kj(370 kcal),,"5,6",,"1,8",,61,,"1,1",,16,,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,10104,10104,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,Crème de chataigne - Vedrenne - 500ml,3376370108828,500ml,['Vedrenne'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,Ventenac -,3760182390418,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,Saucisson sec au jambon - Eugène lebon - 272g,0286768038244,272g,['Eugène lebon'],"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,D,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,
1086,andouillettes de canard - Le gaulois - 2,2202063024803,2,['Le gaulois'],"['Viandes', 'Viandes fraîches']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['Viande-francaise', 'Volaille-francaise']",['sous vide'],,,,,,,,,,,,,,,,,,,,
1087,Terra vecchia - 5l,3661935804254,5l,['terra vecchia'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rosés']",['France'],['sulfites'],['Sans huile de palme'],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['IGP'],['Cubi'],,['SPAR'],,,['Anhydride sulfureux et sulfites'],3,,,,D,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,,,
1088,Perfect Mash Cheddar Cheese flavoured - Idahoan,0029700921453,,['Idahoan'],,['France'],[],[],,,,,,,,,?,,81,,339 kj(81 kcal),,"2,2",,"1,4",,"12,9",,1,,"1,8",,"0,57",,"0,228",,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Raisin Noir - Les Paysans Bio - 500g,3276558689821,500g,['Les Paysans Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Raisins', 'Raisins noirs', 'Raisins frais']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'AB Agriculture Biologique']","['Barquette', 'Plastique']",,['Carrefour'],,,,,['France'],,"['EMB 84035U', 'Cavaillon (Vaucluse, France)']",B,68.7%,0.0%,0.0%,15.2%,12.1%,4.0%,97,,,
1090,8935133516666,8935133516666,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['Halal'],,,,,,,,,,,,,,,,,,,,,
1091,Low Carb - Nutrend,8594073175748,,['Nutrend'],,['France'],[],[],,,,,,,,,?,,381,,1594 kj(381 kcal),,"13,3",,9,,"41,2",,"4,9",,"29,6",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Emmental queso fundido - sante,8437011675170,,['Sante'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages fondus']","['France', 'Espagne']",[],[],13.2 g,en quantité modérée,8.2 g,en quantité élevée,0.7 g,en faible quantité,2.7 g,en quantité élevée,?,,220,-13%,920 kj(220 kcal),-13%,"13,2",-35%,"8,2",-39%,"7,4",+37%,"0,7",-83%,"17,9",+53%,"2,7",+36%,"1,08",+36%,15,-3%,D,-3%,,,,,,,,,,,,D,79.5%,12.0%,2.9%,3.6%,1.6%,0.4%,49,,,
1093,Vin rouge - Château les Tonnelles - 75cl,3394150015210,75 cl,['Château les Tonnelles'],"['Boissons', 'Boissons alcoolisées', 'Vins']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,Aiguillettes de poulet - La Nouvelle Agriculture,0213329014430,,['La Nouvelle Agriculture'],"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",['France'],[],[],1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,?,,104,-17%,435 kj(104 kcal),-17%,"1,3",-30%,"0,4",-16%,0,-100%,0,-100%,23,+1%,"0,11",-75%,"0,044",-75%,-4,,A,,,,,,,,,,,,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,
1095,Vermicelles de riz pho - 400,3770003062004,400,['Pho'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Vermicelle de riz']",['France'],[],[],0.5 g,en faible quantité,0 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,?,,89,-73%,372 kj(89 kcal),-73%,"0,5",-22%,0,-100%,"20,1",-71%,"0,2",-52%,"1,43",-71%,0,-100%,0,-100%,1,-49%,B,-49%,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,
1096,Caldeira de peine congelada - Pescapeixe - 850gr,5603707112530,850 gr,['Pescapeixe'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,3770002377253,3770002377253,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
