,name,bar_code,packaging,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,categories,labels,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,manufacturing,allergens,nova_score,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,markets,additives,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,ingredients_origins,traceability_code,generic_name,link,palm_ingredients,brand_owner,producer_info
58,Quark Creme Vanille - 200g,20625009,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Tartinade dattes chia,8719153023119,,['France'],[],"['Végétalien', 'Végétarien']",?,293,11,45,"1,8",,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'NL-BIO-01']",,,,,,,,,,,,,,,,,,1226 kj(293 kcal),"0,91",41,"0,99","0,396",,,,,,,,,,,,,,,,,,,,,,,,,,
60,Crystal,5449000225252,,['France'],[],[],?,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),0,0,"0,367","0,147",,,,,,,,,,,,,,,,,,,,,,,,,,
61,Jus d'ananas,3554983014082,,['France'],[],[],?,52,0,13,"0,5",D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'ananas""]",,,+6%,-100%,+11%,+41%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,218 kj(52 kcal),0,11,0,0,,,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0 g,en faible quantité,+6%,-100%,-2%,-100%,-100%,6,+17%,D,+17%,,,,,,,
62,Hot Cross Buns - Tesco,5000119274960,"['mixed plastic-bag', 'card-box']",['France'],[],[],?,280,"4,8","50,7","6,9",,,,,,,,,,,,,,,,,['Tesco'],,,,1172 kj(280 kcal),"1,6","18,6","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,
63,Kraft Cheese 106 Gram Cheddar,7622300785963,,['France'],[],[],?,287,"26,8","0,7",19,,,,,,,,,,,,,,,,,['Kraft'],,,,1201 kj(287 kcal),17,"0,3","0,54","0,216",,,,,,,,,,,,,,,,,,,,,,,,,,
64,L'espresso colombie n7 - Legal,3227540500822,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,['Legal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Coriandre fraiche,3760053330338,,['France'],[],[],?,?,?,?,?,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Frais', 'Herbes aromatiques', 'Aliments à base de plantes frais', 'Produits de coriandre', 'Plantes aromatiques fraîches', 'Feuilles de coriandre', 'Feuilles de coriandre fraîche']",,,,,,,54.7%,0.0%,17.4%,16.5%,8.4%,3.0%,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Huile de colza,5425038000474,,['France'],[],[],?,900,100,0,0,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de colza']",,,+3%,+3%,-100%,-100%,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,,,,,3766 kj(900 kcal),8,0,0,0,,,100 g,en quantité élevée,8 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+4%,+12%,-100%,-100%,-100%,5,-1%,C,-1%,,,,,,,
67,Viande de boeuf bio REWE -,4047334091997,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,"['Viandes', 'Bœuf', 'Viandes fraîches', 'Préparations de viande', 'Préparations de viande bovine', 'Préparations de viande fraîches', 'Préparations de viande hachée', 'Préparations de viande hachées fraîches', 'Préparations de viande bovine hachée', 'Préparations de viande bovine hachée fraîches']","['Bio', 'Bio européen', 'DE-ÖKO-060', 'en:EG-Öko-Verordnung']",,,,,,,,,,,,,,,,,,,,,,,['Rewe'],,,,,,,,,,,,,,,,,,,,['DE BY-21408 EG'],,,,,
68,Confiture fraise mara des bois,3245310016182,,['France'],[],[],?,166,"0,2",40,"0,5",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,,-24%,-17%,-25%,+13%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,695 kj(166 kcal),0,40,0,0,,,0.2 g,en faible quantité,0 g,en faible quantité,40 g,en quantité élevée,0 g,en faible quantité,-24%,-100%,-21%,-100%,-100%,9,+3%,C,+3%,,,,,,,
69,Rose's Orange,79617239,,['France'],[],[],?,253,0,"62,9","0,1",,,,,,,,,,,,,,,,,,,,,1059 kj(253 kcal),0,"55,8","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,
70,Tripes à la mode de Caen - Leaderprice,3263851744319,,['France'],[],[],?,118,4,0,20,E,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Spécialités à base de tripes', 'Tripes à la mode de Caen']",,,-6%,+23%,-100%,+12%,96.2%,1.8%,0.7%,0.7%,0.4%,0.3%,8,,['Leaderprice'],,,,494 kj(118 kcal),2,0,"2,75","1,1",,,4 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,2.75 g,en quantité élevée,+2%,+33%,-100%,+135%,+135%,12,+674%,D,+674%,,,,,,,
71,SABLE FRAISE A LA CONFITURE DE FRAISE,6111250471664,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Confiture extra fruit rouges - La Roumanière,3760003783115,,['France'],[],[],?,253,"0,2","62,4","0,4",,,,,,,,,,,,,,,,,['La Roumanière'],,,,1059 kj(253 kcal),"0,02","61,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
73,3485340390108,3485340390108,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Gourmet gold,7613031576838,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Langue de boeuf sauce piquante - U,3760094449709,['Opercule en plastique'],['France'],"['Langue de boeuf sauce piquante', 'écrasé de pomme ce terre Ingrédients Pomme de terre 38%', 'eau', 'langue de boeuf 20% ', 'COrigine : France', 'comichon saumuré 5,2% ', 'eau', ""vinaigre d'alcool"", 'sel', 'affermissart chlorure de calcium', 'conservateur : DISULFITE de potassium', 'vin blanc 3,2% ', 'contient SULFITES', 'oignon', 'huile de tournesol', 'BEURRE', 'concentré de tomate', 'câpre saumurée 1,3% ', 'câpre', 'eau', ""vinaigre d'alcool"", 'sel', ""vinaigre d'alcool"", 'arômes naturels', 'farine de tapioca', 'ail', 'mnoutarde de Dijon 0,5% ', 'eau', 'graine de MOUTARDE', ""vinaigre d'alcool"", 'sel', 'acidifiant acide citrique', 'se', 'gélatine de boeuf', 'colorant caramel ordinaire', 'persil', 'sLcre', 'thym', 'povre', 'fibre de lin', 'piment 0,01%']","['Non végétalien', 'Non végétarien']",?,143,"8,6","8,3","8,2",E,"['Viandes', 'Plats préparés', 'Bœuf', 'Produits à la viande', 'Plats préparés à la viande', 'Préparations de viande', 'Plats au bœuf', 'Préparations de viande bovine', 'Langues de bœuf', 'Langues de bœuf sauce piquante']",,,-3%,-13%,+109%,-22%,97.7%,0.4%,0.8%,0.7%,0.4%,0.1%,10,,['U'],,"['Lait', 'Moutarde', 'Anhydride sulfureux et sulfites']",4,598 kj(143 kcal),"3,3",2,"1,4","0,56",,"['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E428 - Gélatine', 'E150a - Caramel E150a']",8.6 g,en quantité modérée,3.3 g,en quantité modérée,2 g,en faible quantité,1.4 g,en quantité modérée,-3%,-17%,+54%,+41%,+41%,5,+8%,C,+8%,,,,,,,
76,Spirulina - BioTechUSA,5999076227778,,['France'],[],[],?,?,?,?,?,E,"['Compléments alimentaires', 'Spiruline']",,,,,,,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,['BioTechUSA'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Weihnachtsmarkt - Lindt,4000539713064,,"['France', 'Allemagne']",[],[],2298,551,34,49,11,,"['Snacks', 'Snacks sucrés', 'Confiseries']",,+25%,+31%,+131%,-26%,+161%,,,,,,,,,['Lindt'],,,,2298 kj(551 kcal),16,41,"0,12","0,048",,,34 g,en quantité élevée,16 g,en quantité élevée,41 g,en quantité élevée,0.12 g,en faible quantité,+31%,+148%,-17%,-18%,-18%,25,+37%,E,+37%,,,,,,,
78,Kit Kat Senses - Nestlé,3800020418673,['plástico'],"['France', 'Allemagne', 'Espagne']",[],[],?,532,"29,4","59,3","6,4",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées']",,,+6%,+8%,+7%,-6%,,,,,,,,,['Nestlé'],,,,2226 kj(532 kcal),"15,3","50,1","0,31","0,124",,,29.4 g,en quantité élevée,15.3 g,en quantité élevée,50.1 g,en quantité élevée,0.31 g,en quantité modérée,+5%,+1%,+11%,-4%,-4%,27,+11%,E,+11%,,,,,,,
79,Crème de cassis de Dijon - 70cl,3222475127502,,['France'],"[""Sucre - macération de cassis dans l'alcool - eau - alcool - infusion de bourgeons de cassis dans l'alcool""]",[],?,?,?,?,?,D,"['Boissons', 'Boissons alcoolisées', 'Liqueurs', 'Crèmes de cassis']",,,,,,,63.1%,4.5%,22.9%,6.4%,2.0%,1.1%,36,70 cl,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Crème de cassis de Dijon 15% vol.,,,,
80,Grau Schlemmertöpfchen Geflügel & Seefisch - 200g,4027671068920,['Dose'],"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Croissant,0219333018044,,['France'],[],[],?,486,28,48,"9,3",B,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants']",,,+26%,+29%,+14%,+26%,69.2%,17.2%,8.1%,4.9%,0.6%,0.0%,86,,,,,,2033 kj(486 kcal),13,"7,3","1,5","0,6",,,28 g,en quantité élevée,13 g,en quantité élevée,7.3 g,en quantité modérée,1.5 g,en quantité modérée,+25%,-2%,-8%,+57%,+57%,23,+24%,E,+24%,,,,,,,
82,Coq au vin,3525162023300,,['France'],[],[],?,?,?,?,?,D,"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats préparés en conserve', 'Coq au vin']",,,,,,,80.7%,12.7%,1.9%,2.8%,1.1%,0.8%,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Bockwurst,3289744281556,,['France'],[],[],?,294,27,"1,2",12,,,,,,,,,,,,,,,,,,,,,1230 kj(294 kcal),"9,3","1,2","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,
84,Fois gras de canard entier du Sud Ouest - Delpeyrat,3067163624334,,['France'],[],[],?,544,56,"2,2","7,5",,,,,,,,,,,,,,,,,['Delpeyrat'],,,,2276 kj(544 kcal),24,"0,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
85,Cookies - Herta,7613036723503,,"['Belgique', 'France']",[],[],?,441,21,58,"4,6",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,-7%,+1%,-9%,-29%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,['Herta'],,,,1845 kj(441 kcal),"8,6",34,"0,9","0,36",['Delhaize'],,21 g,en quantité élevée,8.6 g,en quantité élevée,34 g,en quantité élevée,0.9 g,en quantité modérée,-7%,-15%,+15%,+53%,+53%,23,+16%,E,+16%,,,,,,,
86,Saint-Marcellin,3258130015136,,['France'],[],[],?,280,23,"2,2",16,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Saint-Marcellin']",,,+3%,+2%,+67%,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,1172 kj(280 kcal),16,"1,4","1,3","0,52",,,23 g,en quantité élevée,16 g,en quantité élevée,1.4 g,en faible quantité,1.3 g,en quantité modérée,+4%,-5%,+79%,-2%,-2%,13,-4%,D,-4%,,"['FR 38.500.001 CE', 'Têche (Isère, France)']",,,,,
87,Crème brûlée à la vanille naturelle - Bonne Maman,3608580349082,,['France'],"['crème 38%', 'lait écrémé', 'sucre', 'jaune d’œufs frais', 'œufs entiers frais 7%', 'arôme naturel de vanille', 'graines de vanille épuisées', ' Garniture 4% : caramel ', 'sucre', 'sirop de glucose']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,237,15,21,"4,5",C,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes brûlées']",,,-10%,-18%,+15%,+10%,66.3%,20.6%,5.0%,4.6%,2.8%,0.8%,73,,['Bonne Maman'],,"['Œufs', 'Lait']",4,992 kj(237 kcal),"8,5",19,"0,13","0,052",,,15 g,en quantité modérée,8.5 g,en quantité élevée,19 g,en quantité élevée,0.13 g,en faible quantité,-9%,-27%,+15%,+15%,+15%,14,-7%,D,-7%,,,,,,,
88,Sauce nuoc mam bouteille - Casino - 125ml,3222476866226,,['France'],['Extrait de poissons 68% - sel - sucre'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']","183,6",43.2,0,"3,1","7,7",B,"['Epicerie', 'Sauces', 'Sauces Nuoc-mâm']",,,-44%,-100%,-61%,+4%,22.1%,34.4%,24.7%,10.9%,6.2%,1.7%,94,125 ml,"['Casino', ""Casino Saveurs d'Ailleurs""]",,['Poisson'],3,"183,6 kj(43 kcal)",0,"3,1","26,3","10,52",['Casino'],,0 g,en faible quantité,0 g,en faible quantité,3.1 g,en faible quantité,26.3 g,en quantité élevée,-41%,-100%,-53%,+47%,+47%,6,-43%,C,-43%,,"['EMB 94081L', 'Vitry-sur-Seine (Val-de-Marne, France)']","Sauce à base d'extrait de poissons fermenté, salée, sucrée.",,,,
89,Thé Noir Morning - Fauchon,3457041146797,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,['Fauchon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Figaro,3800005107219,,['France'],[],[],?,575,"38,5",51,"5,5",,,,,,,,,,,,,,,,,,,,,2406 kj(575 kcal),20,50,"0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,
91,Filet de poulet - La Nouvelle Agriculture,0213400019613,,['France'],[],[],?,?,?,?,?,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['La Nouvelle Agriculture'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Moelleux noix - Louvat,3308960011485,,['France'],[],[],?,450,26,"47,91","7,03",,,,,,,,,,,,,,,,,['Louvat'],,,,1883 kj(450 kcal),"9,61","35,85",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
93,Ghee - Boni,5400141137958,,['France'],"['Ghee - 100 % huile butyrique* Travaillé et conditionné en Belgique', ' Contient du lait', "" *d'origine biologique""]",['Non végétalien'],?,897,99,"0,5","0,5",,,"['Bio', 'Bio européen', 'BE-BIO-02']",,,,,,,,,,,,,,['Boni'],,['Lait'],,3753 kj(897 kcal),70,0,0,0,['Colruyt'],,,,,,,,,,,,,,,,,,,,,,,,,
94,Honig Four Berry - 340g,5025692125713,['Glas'],"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,340 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Filets de poulet - La Nouvelle Agriculture,0213400021913,,['France'],[],[],?,104,"1,3",0,23,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,-21%,-55%,-100%,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['La Nouvelle Agriculture'],,,,435 kj(104 kcal),"0,4",0,"0,11","0,044",,,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,-20%,-46%,-100%,-85%,-85%,-4,,A,,,,,,,,
96,Sésame Bio Au Suc De Canne Intégral,3390390002393,,['France'],[],[],?,593,"42,2","30,8","17,4",,,['Bio'],,,,,,,,,,,,,,,,,,2481 kj(593 kcal),"6,7","27,4","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,
97,Roti de porc cuit - Carrefour,2254593020404,,['France'],[],[],?,125,"3,9","0,7",22,E,"['Viandes', 'Porc', 'Rôtis de porc']","['Viande Française', 'Viande Porcine Française']",,-13%,-22%,-14%,-2%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,['Carrefour'],,,,523 kj(125 kcal),"1,6","0,7","2,1","0,84",['Carrefour'],,3.9 g,en quantité modérée,1.6 g,en quantité modérée,0.7 g,en faible quantité,2.1 g,en quantité élevée,-12%,-23%,+12%,+22%,+22%,11,+54%,D,+54%,,,,,,,
98,Morro frito - Bonarea,8413585005926,,['France'],[],[],?,562,"36,5",0,"58,4",,,,,,,,,,,,,,,,,['Bonarea'],,,,2351 kj(562 kcal),"10,8",0,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
99,Poivre noir en grains - Les Sauniers de l'Île de Ré,3346908004571,,['France'],[],[],?,?,?,?,?,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Poivres', 'Graines de poivre', 'Poivres noirs', 'Poivre noir en grains']",,,,,,,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,,"[""Les Sauniers de l'Île de Ré""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Poudre de perlimpinpin,3701013211144,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,hindi egri,4260193513954,,['France'],[],[],?,1078,22,"0,3","11,1",,,,,,,,,,,,,,,,,,,,,4510 kj(1078 kcal),"6,25","0,2","2,45","0,98",,,,,,,,,,,,,,,,,,,,,,,,,,
102,Tisane de noël,3259920056780,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Monte velho,5601989968678,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Netto Moulin Poivre Noir Grains Jar,3250391157112,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,['Netto'],,,,,,,,,['Netto'],,,,,,,,,,,,,,,,,,,,,,,,,
105,Früh karotten mit kartoffeln & wildlachs - Hipp,4062300015920,,['France'],[],[],?,63,"2,6","6,6","2,3",,"['Aliments pour bébé', 'Dès 4 mois']",['en:gluten-free'],,-17%,+374%,-51%,+111%,,,,,,,,,['Hipp'],,,,264 kj(63 kcal),"0,3","2,3","0,8","0,32",,,,,,,,,,,-20%,+200%,-69%,+1978%,+1978%,,,,,,,,,,,
106,Cidre doux - Le pommeray - 75cl,3507291238428,,['France'],[],[],?,?,?,?,?,D,"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres doux']",,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,75cl,['Le pommeray'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Bacon de dinde - Aljadid Professionnel - 500g,3760114530639,"['Barquette', 'Plastique']",['France'],"['92% filet de dinde', 'eau', 'sirop de glucose', 'dextrose', 'sel', 'antioxydant : E316', 'arômes naturels et arôme fumée', 'sel nitrité']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,125,"1,3","1,4","27,6",D,"['Viandes', 'Volailles', 'Dindes', 'Bacons de dindes']","['Halal', 'Fabriqué en France', 'Produits destinés aux professionnels', 'A Votre Service', 'Sans VSM']",,-7%,-49%,+6%,+21%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,500 g,['Aljadid Professionnel'],['France'],,4,523 kj(125 kcal),"0,5","0,5","3,1","1,24",,"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",1.3 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,3.1 g,en quantité élevée,-4%,-42%,+13%,+4%,+4%,11,+4%,D,+4%,,"['FR 41.053.002 CE', 'Choue (Loir-et-Cher, France)']",,,,,
108,The vert cannelle poire safran - Quai Sud,3760057476261,,['France'],[],[],?,188,"0,1",2,"0,3",,,,,,,,,,,,,,,,,['Quai Sud'],,,,787 kj(188 kcal),"0,1",2,"0,007","0,003",,,,,,,,,,,,,,,,,,,,,,,,,,
109,Pain aux céréales,3439495107517,,['France'],[],[],?,438,"9,7","65,3","13,3",,,,,,,,,,,,,,,,,,,,,1833 kj(438 kcal),"2,8","22,7","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,
110,Baies roses - Auchan,3596710453931,,['France'],[],[],?,?,?,?,?,,['Baies Roses'],['Produit en braille'],,,,,,,,,,,,,,['Auchan'],,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,
111,Feuilleté glacé,3528161506270,,['France'],[],[],?,239,"13,5","27,9","1,4",,,,,,,,,,,,,,,,,,,,,1000 kj(239 kcal),"11,7","24,9","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,
112,Ferreira Blanc 19.5º,5601007001530,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Vinaigre de Xérès - Borges,8410179304120,,['France'],[],[],?,?,?,?,?,B,"['Vinaigres', 'Vinaigres de vin', 'Vinaigres de vins blancs', 'Vinaigres de Xérès']",,,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,['Borges'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Chapoutier Chateauneuf Du Pape 75Cl -  - 75cL,3391184190050,,['France'],[],[],?,?,?,?,?,,,['Produit en braille'],,,,,,,,,,,,,75 cL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Kirchererbsen nudeln mit Barlauch,4260480390046,,['France'],[],"['Végétalien', 'Végétarien']",?,353,"5,6",48,20,,,"['Végétarien', 'Végétalien', 'Fabriqué en Allemagne']",,,,,,,,,,,,,,,,,,1477 kj(353 kcal),"0,9","2,4","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
116,Pilons de poulet - La Nouvelle Agriculture,0213328020142,,['France'],[],[],?,134,"6,9",0,18,D,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Manchons de poulet']",,,-25%,-26%,-100%,-7%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,['La Nouvelle Agriculture'],,,,561 kj(134 kcal),"1,8",0,"0,25","0,1",,,6.9 g,en quantité modérée,1.8 g,en quantité modérée,0 g,en faible quantité,0.25 g,en faible quantité,-25%,-31%,-100%,-72%,-72%,-2,-159%,A,-159%,,,,,,,
117,Mandarines ortanique,8432117315647,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Farine d'epeautre complete type 150,3347416001816,,['France'],[],[],?,132,"2,55",64,"14,1",,,['Bio'],,,,,,,,,,,,,,,,,,552 kj(132 kcal),"0,34","0,8","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
119,Čoko piškotu,5906747308681,,['France'],[],[],?,360,"7,1",70,"3,2",,,,,,,,,,,,,,,,,,,,,1506 kj(360 kcal),"3,3",50,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,
120,Tomato Ketchup,0788930151497,,['France'],[],[],?,145,0,36,1,B,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",,,+37%,-100%,+59%,-23%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,,,,607 kj(145 kcal),0,23,1,"0,4",,,0 g,en faible quantité,0 g,en faible quantité,23 g,en quantité élevée,1 g,en quantité modérée,+38%,-100%,+17%,-50%,-50%,10,-17%,C,-17%,,,,,,,
121,Yaourt au citron,3760018860085,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Nord-sud Blanc 2016 Gens Et Pierres Quernes,3760206310620,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Baba au rhum - Lemarié Pâtissier,3173320002393,,['France'],"['Sucre', ' eau', ' rhum 15%', ' farine de blé', ' oeufs entiers', ' beurre levure de panification ', "" infusion d'écorces d'oranges douces"", ' sel', ' Traces possibles de fruits à coque', ' Titre alcoolique volumique: 5%,']",['Non végétalien'],?,281,"4,4",47,"1,8",B,"['Biscuits et gâteaux', 'Pâtisseries', 'Babas au rhum']",,,+29%,+9%,+24%,-11%,32.1%,36.9%,15.2%,7.8%,8.1%,0.0%,96,,['Lemarié Pâtissier'],,['Gluten'],3,1176 kj(281 kcal),"2,8",42,"0,13","0,052",,,4.4 g,en quantité modérée,2.8 g,en quantité modérée,42 g,en quantité élevée,0.13 g,en faible quantité,+29%,+29%,+48%,-41%,-41%,14,+42%,D,+42%,,,,,,,
124,Cannelle Moulue,3564700371299,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Young coconut,8858832604055,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Açúcar De Coco Copra 350G - 350g,7898596080192,,"['Brésil', 'France']",[],[],?,19,0,0,0,,,,,,,,,,,,,,,,350 g,,,,,79 kj(19 kcal),0,0,"0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,
127,Morue julienne,7051360001001,,['France'],[],[],?,80,"0,4",0,19,,,,,,,,,,,,,,,,,,,,,335 kj(80 kcal),0,0,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,
