,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,brand,ingredients_origins,manufacturing,traceability_code,link,markets,allergens,nova_score,additives,origin_detail,generic_name
54,Pain spécial au céréales,0260021008533,['France'],[],[],?,274,1146 kj(274 kcal),"4,7","0,5","43,5","2,5","11,4","1,57","0,628",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Francfort,0211604031882,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Franprix'],,,,,
56,Olives vertes sans noyau - Bioverde,4000915101317,['France'],[],[],797,193,797 kj(193 kcal),19,3,"4,6","< 0,5","1,3","3,5","1,4",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives dénoyautées', 'Olives vertes dénoyautées']",,19 g,en quantité modérée,3 g,en quantité modérée,0.5 g,en faible quantité,3.5 g,en quantité élevée,+21%,+20%,+19%,+20%,+20%,+233%,+167%,+20%,+4%,+4%,14,+21%,D,+21%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,"['Bocal', 'Verre']",['Bioverde'],,,,,,,,,,
57,Organic brown lentils,300000004,['France'],[],[],?,54,226 kj(54 kcal),"0,3",0,"6,8",0,4,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles']",,0.3 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,-78%,-78%,-80%,-100%,-79%,-100%,-78%,,,,,,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,['can(s)'],,,,,,,,,,,
58,Filet mignon de porc,2209257004962,['France'],[],[],?,128,536 kj(128 kcal),4,"1,3",0,0,23,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Barquette', 'Film en plastique']",,,,,,,,,,,
59,Le rendez-vous des gourmets,3193840001065,['France'],[],[],?,246,1029 kj(246 kcal),"0,1",0,59,59,"0,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Pure Native Whey Isolate Chocolate - Prozis,5600499574133,['France'],[],[],?,368,1540 kj(368 kcal),"1,6","0,8","8,5",0,80,"0,76","0,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Prozis'],,,,,,,,,,
61,Farine d'épeautre t65,3701080004229,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé', 'Farines de froment', 'Farines de blé type T65', ""Farines d'épeautre"", ""Farines d'épeautre T65""]","['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,68.5%,2.0%,12.1%,12.6%,4.8%,0.0%,94,,,,,,,,,,,,,
62,Pain de mie grandes tranches complet,8585700596975,['France'],[],[],?,266,1113 kj(266 kcal),"5,6","0,9",42,"4,6","8,4","0,99","0,396",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",,5.6 g,en quantité modérée,0.9 g,en faible quantité,4.6 g,en faible quantité,0.99 g,en quantité modérée,,0%,-1%,+25%,+39%,-8%,-12%,-0%,-13%,-13%,3,+107%,C,+107%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,,,,,,,,,,,
63,duxelle de champignon de paris,3583720021908,['France'],[],[],?,107,448 kj(107 kcal),"8,4","5,5","5,2","0,9","1,9","0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Matefaim au bleu du Vercors sassenage,3760097784388,['France'],[],[],?,146,611 kj(146 kcal),"5,6","1,2","17,1","0,9","6,7","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Haricot rouge marbré,3760090243875,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Filet mignon de porc,2106660006289,['France'],[],[],?,119,498 kj(119 kcal),4,2,5,5,20,12,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Pâte à tartiner chocolat noir noisette,3760301970293,['France'],[],[],?,599,2506 kj(599 kcal),"38,43","6,4","42,05","32,95","9,17","0,2","0,08",D,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",,38.4 g,en quantité élevée,6.4 g,en quantité élevée,33 g,en quantité élevée,0.2 g,en faible quantité,,+9%,+9%,+13%,-17%,-18%,-31%,+34%,+94%,+94%,20,-3%,E,-3%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,,,,,,,,,,,
68,Lait concentré non sucré 4%,13024834,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Boite allumettes,7310685010403,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Pain au chocolat pur beurre x8,0204008021658,['France'],[],[],?,380,1590 kj(380 kcal),22,14,39,12,"6,5","0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Matcha Blend Organic,9421903957160,['France'],[],[],?,32,134 kj(32 kcal),"0,1",0,"1,2","0,4","0,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,huile d olive vierge extea,8034034680800,['France'],[],[],?,884,3699 kj(884 kcal),"91,6","13,8",0,,0,0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive""]",,91.6 g,en quantité élevée,13.8 g,en quantité élevée,,,0 g,en faible quantité,,+3%,+3%,-4%,-1%,,,,-100%,-100%,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,
73,Terrine de caille aux morilles,3328880001236,['France'],[],[],?,339,1418 kj(339 kcal),"30,5","9,4","3,2","0,2","12,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Filets d'anchois,6191520001036,['France'],[],[],?,?,,?,,?,,?,,,B,"['Produits de la mer', 'Poissons', 'Anchois', 'Filets de poissons', ""Filets d'anchois"", ""Filets d'anchois marinés"", ""Filets d'anchois marinés à l'huile végétale""]",,,,,,,,,,,,,,,,,,,,,,,,57.5%,14.4%,6.7%,17.0%,3.4%,0.9%,81,,,,,,,,,,,,,
75,Pralin amandes et noisettes méthode traditionnelle,3474340094628,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Confiture extra fraises,8000000002679,['France'],[],[],?,?,,?,,?,,?,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,,,,,,,,,,,,,,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,
77,Miel de fleurs - 500g,8000000000255,['France'],[],[],?,9,38 kj(9 kcal),56,6,10,1,0,5,2,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,56 g,en quantité élevée,6 g,en quantité élevée,1 g,en faible quantité,5 g,en quantité élevée,,-97%,-97%,+50809%,+17547%,-87%,-99%,-100%,+21268%,+21268%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,500 g,,,,,,,,,,,,
78,Miel de tournesol,3770005268053,['France'],[],[],?,?,,?,,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de tournesol']",,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
79,Les confiserie d'Émilie - 250g,3428417921003,['France'],[],[],?,186,778 kj(186 kcal),0,0,46,"45,3","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,
80,Filet Mignon de Porc -,2209250006185,['France'],[],[],?,122,510 kj(122 kcal),"4,2","1,7","0,5","0,5",21,"0,15","0,06",,"['Viandes', 'Porc', 'Filets mignons de porc']",,4.2 g,en quantité modérée,1.7 g,en quantité modérée,0.5 g,en faible quantité,0.15 g,en faible quantité,,-3%,-3%,+12%,+13%,+85%,+179%,-3%,-61%,-61%,-3,,A,,,,,,,,,,,,,,"['FR 53.097.001 CE', 'Évron (Mayenne, France)']",,,,,,,
81,3443547232003,3443547232003,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Tomates et dérivés', 'Tomates', 'Tomates en conserve', 'Tomates pelées', 'Tomates entières pelées au jus']",,,,,,,,,,,,,,,,,,,,,,,,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,,,,,,,,,,,,,
82,Farine de seigle - 1kg,3760105020088,['France'],[],[],?,335,1402 kj(335 kcal),1,0,65,2,9,0,0,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de seigle']",,1 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,0 g,en faible quantité,,+2%,+2%,-32%,-100%,+2%,-2%,+1%,-100%,-100%,-1,,A,,61.8%,2.4%,14.7%,15.3%,5.9%,0.0%,95,1 kg,,,,,,,,,,,,
83,Pizza diavola,29006533,['France'],[],[],?,242,1013 kj(242 kcal),6,"3,4",34,1,13,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Schwarzwälder Schinken,2877251010601,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Riz rond,3439499002320,['France'],[],[],?,350,1464 kj(350 kcal),"0,5","0,1",80,"0,5","6,7",,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz à grain court']",,0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,,,,-0%,-0%,-39%,-50%,+3%,+122%,-4%,,,,,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,,,
86,2 Entrecôtes - Charal - 435g,0292464085475,['France'],['VIANDE BOVINE A GRILLER 2 ENTRECOTES***'],[],?,229,958 kj(229 kcal),17,"7,8",0,0,19,"0,15","0,06",E,"['Viandes', 'Bœuf', 'Entrecôte de boeuf', 'en:raw-beef-meat', 'en:raw-beef-rib-steak', 'en:raw-meats']",,17 g,en quantité modérée,7.8 g,en quantité élevée,0 g,en faible quantité,0.15 g,en faible quantité,,+33%,+38%,+96%,+110%,-100%,-100%,+1%,-60%,-60%,4,+4702%,C,+4702%,97.6%,0.4%,0.8%,0.7%,0.4%,0.3%,3,435 g,"['Sous-vide', 'Plastique']",['Charal'],['France'],,,,,,,,,
87,Mon dessert Pomme Coing - Mamie Bio,3456300013122,['France'],[],[],?,55,230 kj(55 kcal),0,0,12,11,0,0,0,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'Sans sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Mamie Bio'],,,,,,,,,,
88,Godivaux aux herbes de Provence,2274614031554,['France'],[],[],?,227,950 kj(227 kcal),"17,5",7,"1,5","0,9","15,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Thé - Palais des Thés - 120g,2700842001200,['France'],[],[],?,62,259 kj(62 kcal),19,19,82,1,3,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 g,,['Palais des Thés'],,,,,,,,,,
90,Baguette,3760049571066,['France'],[],[],?,250,1046 kj(250 kcal),"1,2","0,3",53,"1,8","8,2","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Epices volailles,3543020090776,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Tisane cellulite Bio,3700303308557,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Cuisine en famille-2019-BIO,3770015910010,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Pave de poulet provencal,2232304039365,['France'],[],[],?,652,2728 kj(652 kcal),"9,8",2,0,0,17,"0,44","0,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 62.896.001 CE', 'Wirwignes (Pas-de-Calais, France)']",,,,,,,
95,Échine allumette fumés au bois de hetre,2248087013126,['France'],[],[],?,255,1067 kj(255 kcal),21,"7,8","1,2",0,17,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,P'tit brassé mangue kiwi,7613038334134,['France'],[],[],?,71,297 kj(71 kcal),"2,6","2,3","10,6","5,5","0,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Véritable andouillette de Troyes 5A,2794009004449,['France'],[],[],?,222,929 kj(222 kcal),"16,3","8,1","0,5",0,"18,8","1,5","0,6",E,"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Andouillettes', 'Andouillettes de Troyes']",,16.3 g,en quantité modérée,8.1 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,,-6%,-5%,-7%,-1%,+15%,-100%,+2%,-17%,-17%,16,-8%,D,-8%,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,,,,,,,,,,,,,
98,Thé des Vahinés - thé noir - Palais des Thés,2700881001117,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Palais des Thés'],,,,,,,,,,
99,Pomodori,7640143674244,['France'],[],"['Végétalien', 'Végétarien']",?,34.8,146 kj(34 kcal),"1,72","0,24","3,32","1,96","0,76","1,5","0,6",,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Yaourt fermier,3770009083027,['France'],[],[],?,?,,?,,?,,?,0,0,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,,,,,,,,,,,,,"['FR 20.274.006 CE', 'Scolca (Corse, France)']",,,,,,,
101,Pain libanais,3037123452420,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"Sauce Piquante Pour Pizza, 150 Millilitres, Marque Ducros",3166290625020,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Ducros'],,,,,,,,,,
103,Jambon traditionnel fumé au bois de hêtre - Saint Alby,2205876003768,['France'],[],[],?,125,523 kj(125 kcal),"4,5","1,5",1,"0,5",20,"1,9","0,76",,,['Nutriscore'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Saint Alby'],,,,,,,,,,
104,Jambon blanc,2405456025580,['France'],[],[],?,107,448 kj(107 kcal),"3,1","1,1","0,01","0,01",20,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Soufflé aux cèpes et au magret de canard fumé - Esprit Gourmet,3700766409563,['France'],[],[],?,176,736 kj(176 kcal),"14,4","8,2","6,2","0,5","0,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Esprit Gourmet'],,,,,,,,,,
106,Cantal AOP Entre Deux,2091682025069,['France'],[],[],?,376,1573 kj(376 kcal),30,21,5,"0,5",25,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,
107,I pinguini choco-noisette,3770006568039,['France'],[],[],?,234,979 kj(234 kcal),"12,4","4,5","25,6","22,3","4,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"Serv.ultra Super X12 Bf, - Belle France",3258561670690,['France'],[],[],?,0,0 kj(0 kcal),?,0,?,,?,,,,"['Non alimentaire', 'Open Beauty Facts']",,,,0 g,en faible quantité,,,,,,-100%,-100%,,-100%,,,,,,,,,,,,,,,,,,,['Belle France'],,,,,,,,,,
109,Thé vert a la menthe nanah - Kusmi Tea,3585810051369,['France'],[],[],?,?,,?,0,?,,?,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Thés à la menthe', 'Thés verts à la menthe']",,,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,['Kusmi Tea'],,,,,,,,,,
110,4061458068543,4061458068543,['France'],[],[],?,?,,?,,?,,?,,,,,['Fabriqué en Allemagne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Farine type 65,0208213005908,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sachet plastique'],,,,,,,,,,,
112,0201883025917,0201883025917,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,3266980891282,3266980891282,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Antipasti gegrillte Artischocken - 170g,24003681,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170 g,['Glas'],,,,,,,,,,,
115,8005360006640,8005360006640,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Alnatura Bio Kapern In Essiglake - 200g,9011900193151,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,,,
117,4099200183862,4099200183862,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Kartoffelpüree Knorr,9000275524417,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Karton'],['Knorr'],,,,,,,,,,
119,Sauté de Bœuf de l'Aubrac au vin de Bergerac - 410g,3461951012950,['France'],[],[],?,149,623 kj(149 kcal),10,5,3,1,11,"0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410 g,,,,,,,,,,,,
120,Grandessa,4099200006499,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Grandessa'],,,,,,,,,,
121,Knusper Flocken - 750g,4012362043607,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750 g,['Tüte'],,,,,,,,,,,
122,Boudin oignon unité,0264551028535,['France'],[],[],?,308,1289 kj(308 kcal),"19,4","9,4","4,8","4,8",15,"1,5","0,6",,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Pomodori secchi,8015721044099,['France'],[],[],?,312,1305 kj(312 kcal),"26,8","2,5","12,9","0,5","4,9","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Thé Paris in four months,3700451317715,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Wholemeal flour organic wave - 1000kg,9555491102074,['France'],[],[],?,?,,?,,?,,?,,,,,"['Bio', 'Bio européen']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000 kg,['Emballage'],,,,,,,,,,,
126,0044979005277,0044979005277,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Chico hanger,8718375284933,['France'],[],[],?,543,2272 kj(543 kcal),"32,4","19,5","55,6","54,6","6,2","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,3400930087787,3400930087787,['France'],[],[],?,?,,?,,?,,?,,,,"['Non alimentaire', 'Open Beauty Facts']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,3607940024270,3607940024270,['France'],[],[],?,?,,?,,?,,?,,,,"['Non alimentaire', 'Open Beauty Facts']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2341720004281,2341720004281,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Pancetta - 132g,2341750004213,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132 g,['Barquette'],,,,,,,,,,,
132,4034167707355,4034167707355,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['DE NI-33333 EG'],,,,,,,
133,Manhattan,4049369043293,['France'],[],[],?,186,778 kj(186 kcal),11,"2,3",14,"3,4","7,6","0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,0219967037008,0219967037008,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 53.130.001 CE', 'Laval (Mayenne, France)']",,['Auchan'],,,,,
135,08365484,08365484,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Quinoas,8719153004576,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sachet'],,,,,,,,,,,
137,Koriander,8718531900493,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['döschen'],,,,,,,,,,,
138,8710624272876,8710624272876,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,8710624315108,8710624315108,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,8718531856455,8718531856455,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Hummus,8719244934607,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']","['Bio', 'Bio européen', 'NL-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,['Kunststoff'],,,,,,,,,,,
142,08430138,08430138,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,4018631943517,4018631943517,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,4893333733280,4893333733280,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,9555218711169,9555218711169,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Coconut milk UHT special cuisine - Suree - 250ml,8850344004545,['France'],[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 ml,,['Suree'],,,,,,,,,,
147,9555218707605,9555218707605,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,8888107000312,8888107000312,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Hose Mushroom - 425g,8888192815419,['France'],[],[],?,0.02,0 kj(0 kcal),0,0,4,"2,2",1,"0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425g,,,,,,,,,,,,
150,Lee Kum Kee,0078895310030,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lee Kum Kee'],,,,,,,,,,
