,name,bar_code,generic_name,quantity,brand,sales_countries,ingredients_list,additives,palm_ingredients,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,manufacturing,traceability_code,packaging,labels,link,brand_owner,producer_info,origin_detail
1851,Crème de coco - La maison du coco - 400ml,3760200010038,,400 ml,['La maison du coco'],['France'],"['extrait de coco bio', 'eau', 'gomme guar bio ', 'E412']",['E412 - Gomme de guar'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,?,202,845 kj(202 kcal),21,19,3,3,2,0,0,B,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Crèmes végétales', 'Laits de coco']",['Biocoop'],21 g,en quantité élevée,19 g,en quantité élevée,3 g,en quantité modérée,0 g,en faible quantité,,+29%,+31%,+52%,+319%,-35%,+39%,-1%,-100%,-100%,12,+211%,D,+211%,30.3%,10.4%,21.2%,23.2%,11.5%,3.4%,75,['Philippines'],,,"['Métal', 'Conserve']","['Bio', 'Bio européen', 'Commerce équitable', 'Kascher', 'Fabriqué en France', 'en:PH-BIO-141', 'en:PH-BIO-149', 'nl:FairTSA.org']",,,,
1852,Chocolat Noir 75 % de Cacao - Grain de Sail - 100g,3760226260431,,100 g,['Grain de Sail'],['France'],"['Du cacao ', '59 %', 'du beurre de cacao ', '16 %', 'du sucre de canne', 'de la lécithine de soja', 'une pincée de vanille naturelle', 'de la fleur de sel']",['E322i - Lécithine'],,['Soja'],[],3,?,554,2318 kj(554 kcal),"41,8","26,3","29,6","25,2","8,4","0,1","0,04",D,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats noirs extra fin']",['Magasins U'],41.8 g,en quantité élevée,26.3 g,en quantité élevée,25.2 g,en quantité élevée,0.1 g,en faible quantité,,-0%,+0%,+7%,+12%,-24%,-24%,+10%,+155%,+155%,16,-26%,D,-26%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,"['France', 'Morlaix', 'Bretagne']",,"['Carton', 'Tablette']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-13', 'Point Vert', 'en:produced-in-bretagne']",,,,
1853,Houmous de lentilles corail - L'atelier V - 150,3760253460002,,150,"[""L'atelier V""]",['France'],"['Lentilles de corail origine France 56%', 'carottes 14%', 'huile de colza', 'pâte de graines de sésame décortiquées', 'jus de citrons', ""huile d'olive"", 'concentré ', 'carotte', 'potiron eh pomme', 'sel marin', 'épices', 'plantes aromatiques']",,,,[],3,?,269,1125 kj(269 kcal),19,"2,5",13,2,"8,8","1,21","0,484",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",,19 g,en quantité modérée,2.5 g,en quantité modérée,2 g,en faible quantité,1.21 g,en quantité modérée,,+2%,+2%,-6%,+2%,+23%,+49%,+36%,+16%,+16%,5,+0%,C,+0%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,"['Pot', 'Plastique']",['Bio'],,,,
1854,Les Carrés mangue - Good Gout - 50g,3770002327975,,50 g,['Good Gout'],['France'],"['65% farine de riz bio', '10% farine de pois chiches bio', '7,5% poudre de lait entier bio', '6% poudre de mangue bio', '5% farine de quinoa bio', '5% farine de sarrasin bio', 'arôme naturel', 'vitamine B1']",,,,"['Sans huile de palme', 'Non végétalien']",4,?,385,1611 kj(385 kcal),"4,1","1,46","78,3","6,6","10,2","0,13","0,052",,"['Aliments pour bébé', 'Dès 8 mois', 'Biscuits multi-céréales pour bébé']",['Cora'],,,,,,,,,,+250%,+326%,+115%,+190%,+517%,+64%,+271%,+15%,+15%,,,,,,,,,,,,['Divers'],,,['Sachet'],"['Bio', 'Bio européen', 'Sans gluten', 'AB Agriculture Biologique', 'Agriculture UE']",,,,
1855,Jus - Capri-Sun - 200ml,4000177601006,,200 ml,['Capri-Sun'],"['France', 'Allemagne', 'Martinique', 'Suisse']","['Eau', 'sucre', 'jus de citron * ', '4', '3%', ""jus d'ananas * "", '3,2%', ""jus d'orange * "", '2', '9%', 'jus de mandarine * ', '1', '5%', 'jus de citron vert *', '0', '1%', 'arôme naturel', ' antioxydant: acide ascorbique E300', ' ', '* à base de concentré']",['E300 - Acide ascorbique'],,,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,?,34,142 kj(34 kcal),"0,5","0,1","8,3","8,3","0,5","0,01","0,004",,"['Boissons', 'Boissons avec sucre ajouté', 'Boisson aux fruits à base de concentré']",['Coop'],0.5 g,en faible quantité,0.1 g,en faible quantité,8.3 g,en quantité élevée,0.01 g,en faible quantité,,-60%,-62%,+33%,-40%,-58%,-55%,-7%,-73%,-73%,11,-8%,E,-8%,,,,,,,,,,,['sachet plastique avec paille'],['Sans colorants'],http://www.capri-sun.com,,,
1856,Brunch (Paprika & Peperoni) - 200g,4000400002693,,200g,"['Brunch', 'Edelweiss', 'Savencia']","['République tchèque', 'France', 'Allemagne', 'États-Unis']","['69% de yaourt au lait écrémé', '15% d’huile de coco', '7% de poivrons', '3% d’huile de colza', '2% huile de colza entièrement hydrogénée', 'purée de tomates', 'peperoni', 'sel de table', 'oignons', 'épices', 'protéines de lait', 'gélatine', 'épaississant: farine de caroube', 'arôme', 'colorants: extrait de lait', 'carotène']","['E428 - Gélatine', 'E160a - Carotènes mélangés']",,['Lait'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,873,211,873 kj(211 kcal),20,16,"3,5","3,3","4,3","1,3","0,52",C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à la crème']",['REWE'],20 g,en quantité modérée,16 g,en quantité élevée,3.3 g,en faible quantité,1.3 g,en quantité modérée,+24%,+43%,+39%,+89%,+130%,-35%,-31%,-36%,+289%,+289%,15,+266%,D,+266%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Allemagne'],['Deutschland'],['DE BY-714 EG'],"['Schale', '05 PP']",['Fabriqué en Allemagne'],https://ich-liebe-kaese.de/kaesemarken/brunch/produkte/brunch-paprika-peperoni/,,,
1857,"Ritter Sport ""Unsere Sorte Des Jahres"" Kaffeesplitter - 100g",4000417927002,Halbbitter-Schokolade mit karamellisierten Kaffeebohnen-Stückchen (11%),100 g,"['Ritter Sport', 'Ritter Sport Bunte Vielfalt']","['France', 'Allemagne']","['Zucker', 'Kakaomasse', 'karamellisierte Kaffeebohnen-Stückchen [Zucker', 'Kaffee ', 'geröstet', ' ', '4%', 'Sonnenblumenöl]', 'Kakaobutter', 'Butterreinfett', 'Emulgator: Lecithine ', 'Soja']",['E322 - Lécithines'],,"['Lait', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,2176,522,2176 kj(522 kcal),31,18,50,48,"5,9","0,01","0,004",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['REWE'],31 g,en quantité élevée,18 g,en quantité élevée,48 g,en quantité élevée,0.01 g,en faible quantité,-5%,-6%,-6%,-21%,-22%,+30%,+51%,-23%,-79%,-79%,26,+23%,E,+23%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,['Deutschland'],,['Kunststoff'],,,,,
1858,Choco muesli cereales de desayuno - Kölln - 500g,4000540041880,,500 g,['Kölln'],"['France', 'Espagne']","['Copos de avena integrales ', '58 %', 'azücar', 'pasta de cacao', 'harina integral de avena ', '4%', 'jarabe de caramelo', 'harina de trigo', 'leche entera en polvo', 'manteca de cacao', 'avellanas picadas', 'cacao en polvo desengrasado', 'suero de leche en polvo', 'almidon de maiz', 'extracto de malta de cebada', 'jarabe de azucar invertido', 'sal', 'emulsionante lecitina Puede contener frutos de câscara y cacahuete']",,,['Gluten'],"['Sans huile de palme', 'Non végétalien']",4,?,406,1699 kj(406 kcal),11,"4,7",61,22,11,"0,25","0,1",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Mueslis au chocolat']",,11 g,en quantité modérée,4.7 g,en quantité modérée,22 g,en quantité élevée,0.25 g,en faible quantité,,-8%,-8%,-31%,-9%,-1%,+16%,+18%,+2%,+2%,9,-1%,C,-1%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,['Bio'],,,,
1859,Haribo Color-rado - 200g,4001686721445,,200 g,['Haribo'],"['Autriche', 'République tchèque', 'France', 'Allemagne']","['Glukosesirup', ' Zucker', ' brauner Zuckersirup', ' Weizenmehl', ' Dextrose', ' Gelatine', 'Stärke', ' Milchzucker', ' Palmfett', ' Süßholzextrakt ', '3 % bezogen auf den Lakritzanteil', ' Kokosraspeln', ' Säuerungsmittel: Citronensäure', ' Magermilchpulver', ' Fruchtsaft aus Fruchtsaftkonzentrat: Apfel', 'Himbeere', 'Erdbeere', 'Zitrone', 'Orange', 'Ananas', ' Aroma', ' fettarmes Kakaopulver', 'Kochsalz', ' Frucht - und Pflanzenkonzentrate: Saflor', 'Karotte', 'Apfel', 'Rote Beete', 'Spirulina', 'Paprika', 'Holunderbeere', 'Schwarze Johannisbeere', 'Zitrone', 'Orange', 'Kürbis', 'Hibiskus', 'Tomate', 'Kiwi', 'Aronia', 'Traube', 'Mango', 'Passionsfrucht', ' Karamellsirup', ' Holunderbeerextrakt', ' Geliermittel: Agar-Agar', ' Überzugsmittel: Bienenwachs weiß und gelb', 'Carnaubawachs', ' Trennmittel: Talkum', ' Invertzuckersirup']","['E428 - Gélatine', 'E330 - Acide citrique', 'E406 - Agar-agar', ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba', 'E553b - Talc']",,"['Gluten', 'Lait']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,?,358,1498 kj(358 kcal),"2,2","1,4",79,55,"4,3","0,26","0,104",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']","['REWE Plaza', 'Norma']",2.2 g,en faible quantité,1.4 g,en faible quantité,55 g,en quantité élevée,0.26 g,en faible quantité,,+4%,+4%,+451%,+733%,-2%,-5%,+17%,+126%,+126%,16,+13%,D,+13%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,"['Haribo', 'D-53105 Bonn']",,"['Tüte', 'Kunststoff', 'Tüte', 'Tüte']","[""Fabriqué dans l'UE"", 'Sans colorants artificiels']",https://www.haribo.com,,,
1860,Crème Chocolatée Bio - Rapunzel - 250g,4006040321392,,250 g,['Rapunzel'],"['France', 'Allemagne']","['sucre de canne°', 'huile de tournesol', 'poudre de cacao° fortement dégraissé 20%', 'huile de palme°', ' vanille Bourbon', "" 100% issu de l'agriculture biologique"", ' °issu du commerce équitable', ' Sucre utilisé: sucre de canne Cristallino', "" Peut contenir des traces d'arachides"", ""d'autres fruits a coque"", 'de lupin', 'de graines de sésame et de lait']",,,,"['Huile de palme', 'Végétalien', 'Végétarien']",3,?,605,2531 kj(605 kcal),45,15,42,38,"5,5","< 0,01","0,004",,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au chocolat']",,45 g,en quantité élevée,15 g,en quantité élevée,38 g,en quantité élevée,0.01 g,en faible quantité,,+11%,+11%,+32%,+92%,-17%,-18%,-16%,-91%,-91%,20,-3%,E,-3%,,,,,,,,,,,['Glas'],"['Bio', 'Végétarien', 'Bio européen', 'Commerce équitable', 'Végétalien', 'DE-ÖKO-006']",,,,
1861,Original Peanut butter Creamy - Rapunzel - 250g,4006040424802,Beurre de cacahuètes à l'américaine Creamy - Vegan,250g,['Rapunzel'],"['France', 'Allemagne', 'Suisse']","['ARACHIDES* 91 %', 'huile de palme*', 'sucre de canne*', 'sel de mer', "" *issu de l'agriculture biologique""]",,,['Arachides'],"['Huile de palme', 'Végétalien', 'Végétarien']",3,?,621,2598 kj(621 kcal),50,14,14,8,27,"1,1","0,44",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']","['Bio14', 'Alnatura']",50 g,en quantité élevée,14 g,en quantité élevée,8 g,en quantité modérée,1.1 g,en quantité modérée,,+4%,+4%,+4%,+69%,-3%,+26%,+10%,+106%,+106%,7,-36%,C,-36%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,"['Bocal', 'Verre', 'Couvercle', 'Métal']","['Bio', 'Végétarien', 'Bio européen', 'Commerce équitable', 'Agriculture non UE', 'Végétalien', 'DE-ÖKO-006', 'Point Vert']",http://www.rapunzel.fr/beurre-de-cacahuete-bio-et-vegan-rapunzel,,,
1862,Fein Zucker - Südzucker - 1000g,4006544205006,Zucker,1000g,"['Südzucker', 'Südzucker']","['France', 'Allemagne']",['Zucker'],,,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,?,400,1674 kj(400 kcal),0,0,100,100,0,0,0,B,"['Édulcorants', 'Sucres']",,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,0 g,en faible quantité,,+3%,+3%,-100%,-100%,+2%,+6%,-100%,-100%,-100%,14,-1%,D,-1%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,"['Papier', 'Tüte', 'Karton', 'Packung(en)']",,,,,
1863,Ferdi Fuchs Mini Würstschen - 100g (5x 20g),4006639070397,,100 g (5 x 20g),"['Ferdi Fuchs', 'Stockmeyer']","['France', 'Allemagne', 'Suisse']","['Schweinefleisch ', '80%', 'Wasser', 'Speisesalz', 'Glucosesirup', 'Maltodextrin', 'Traubenzucker', 'Calciumcarbonat', 'Gewürze', 'Gewürzextrakte,Vitamine ', 'Vitamin E', 'Niacin', 'Calcium-D-Pantothenat', 'Vitamin B6', 'Thiamin', 'Folsäure', 'Biotin', 'Stabilisatoren: Natriumcitrate', 'Diphosphate', ' Verdickungsmittel: Guarkernmehl', 'Antioxidationsmittel: Ascorbinsäure', 'Konservierungsstoff: Natriumnitrit', 'Kaliumiodat']","['E331 - Citrates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E300 - Acide ascorbique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,?,268,1121 kj(268 kcal),24,10,1,"0,8",12,"1,7","0,68",,"['Viandes', 'Charcuteries', 'Saucissons']",,24 g,en quantité élevée,10 g,en quantité élevée,0.8 g,en faible quantité,1.7 g,en quantité élevée,,-31%,-31%,-22%,-16%,-54%,-40%,-52%,-60%,-60%,19,-19%,E,-19%,,,,,,,,,"['Sassenberg', 'Deutschland']",['DE EV 15 EG'],['Glas'],"['en:German Agricultural Society', ""Médaille d'or de la Société Allemande d'Agriculture"", 'Sans gluten', ""Médaille d'or 2016 de la Société Allemande d'Agriculture"", 'Sans exhausteur de goût', 'Sans lactose']",,,,
1864,Schoko-Reis - Wawi - 200g,4006814001529,Chocolat au lait au riz soufflé,200 g,['Wawi'],"['France', 'Allemagne', 'Hongrie']","['Chocolat au lait 83 % ', 'sucre', 'beurre de cacao', 'lait en poudre', 'pâte de cacao', 'poudre de petit lait', 'émulsifiant lécithine de soja', 'riz soufflé 15 %', 'céréales extrudées 2 % ', 'farine de riz', 'farine de blé complet', 'farine de froment', 'farine de seigle', 'sucre', 'lait écrémé en poudre', 'sel', ' Ce produit peut contenir des traces de fruits à coque et arachides']",,,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,2128,509,2128 kj(509 kcal),27,17,60,45,"5,8","0,18","0,072",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats au riz', 'Chocolats au lait au riz']",['Leclerc'],27 g,en quantité élevée,17 g,en quantité élevée,45 g,en quantité élevée,0.18 g,en faible quantité,+9%,-5%,-5%,-14%,-11%,+8%,-4%,-16%,-44%,-44%,25,-3%,E,-3%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,['Deutschland'],,"['PP', '♷']","['Point Vert', 'Fabriqué en Allemagne', 'Sans matière grasse hydrogénée']",,,,
1865,Glace au Toblerone - 264g (4*100ml),4007993020264,"Glace au cacao-miel avec morceaux de chocolat au lait avec nougat au miel et aux amandes (2%) et morceaux de nougat blanc (2%), enrobée chocolat au lait (33%) avec morceaux de nougat blanc (3%)",264 g (4*100ml),['Toblerone'],"['France', 'Suisse']","['LAIT écrémé reconstitué', 'sucre', 'beurre de cacao', 'eau', 'lactosérum', 'graisse végétale de coco', 'miel 4%', 'AMANDES moulues', 'BEURRE concentré', 'morceaux de chocolat au lait avec nougat au miel et aux AMANDES ', 'sucre', 'LAIT en poudre', 'beurre de cacao', 'pâte de cacao', 'miel 3%', 'BEURRE concentré', 'AMANDES 1,6%', 'émulsiiant ', 'lécithine de SOJA', ""blanc d'OEUF"", 'arômes', 'pâte de cacao', 'sirop de glucose-fructose', 'poudre de cacao maigre 2%', 'sirop de glucose', 'poudre de LAIT écrémé', 'AMANDES hachées', 'lactose', 'émulsiiants ', ""mono - et diglycérides d'acides gras"", 'lécithine de SOJA', 'E476', 'stabilisants ', 'farine de graines de caroube', 'gomme guar', ""blanc d'OEUF"", 'arômes']","['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar']",,"['Œufs', 'Lait', 'Fruits à coque', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,1502,?,1502 kj(359 kcal),"21,4","13,3","37,2","35,9","3,8","0,2","0,08",B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Bâtonnets glacés']","['Franprix', 'Magasins U']",21.4 g,en quantité élevée,13.3 g,en quantité élevée,35.9 g,en quantité élevée,0.2 g,en faible quantité,+27%,,+28%,+31%,+20%,+27%,+40%,+30%,+44%,+44%,20,+22%,E,+22%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,['France'],,"['surgelé', 'Carton', 'Plastique', 'Etui en carton', 'Film en plastique']","['Point Vert', 'Fabriqué en France', 'Fabriqué en Allemagne']",,,,
1866,Mélange grillé salé - Seeberger - 150g,4008258021026,Mélange grillé salé,150 g,['Seeberger'],"['France', 'Allemagne', 'Suisse']","['fruits à coque en proportion variable ', 'noix de cajou', 'cacahuètes', 'amandes', 'noix de macadamia ', '10%', 'sel', 'huile de colza', 'huile de tournesol', 'extrait de levure', 'sucre', 'arôme de fumée']",,,"['Fruits à coque', 'Arachides']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,2671,?,2671 kj(638 kcal),54,"8,7",15,"6,5",21,"0,78","0,312",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks salés', 'Fruits à coques et dérivés', 'Fruits à coques']",,54 g,en quantité élevée,8.7 g,en quantité élevée,6.5 g,en quantité modérée,0.78 g,en quantité modérée,+6%,,+4%,+7%,+38%,-7%,+21%,+8%,+64%,+64%,19,+286%,E,+286%,,,,,,,,,,,"['Sachet', 'Plastique']",,,,,
1867,Stracciatella Brassé Bio - Byo essentiel - 400g,4008471483342,,400 g,['Byo essentiel'],['France'],"['Yaourt doux', 'sucre', 'copeaux de chocolat ', '2%', ' ', 'beurre de cacao', 'pâte de cacao sucre', 'amidon', 'épaississants : farine de graines de caroube et pectine', 'extrait de gousse de vanille Bourbon', 'jus de citron concentré']","['E410 - Gomme de caroube', 'E440 - Pectines']",,,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,?,126,527 kj(126 kcal),"4,7","3,1",16,"15,9","4,8","0,16","0,064",C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux copeaux de chocolat', 'Yaourts au lait de vache']",['carrefour bio'],4.7 g,en quantité modérée,3.1 g,en quantité modérée,15.9 g,en quantité élevée,0.16 g,en faible quantité,,-9%,-9%,-22%,-22%,+5%,+13%,+41%,+50%,+50%,5,-13%,C,-13%,78.7%,11.7%,3.1%,4.1%,1.8%,0.5%,54,,,['DE NW-501 EG'],"['Pot', 'Pot en plastique', 'Opercule en métal']","['Bio', 'Bio européen', 'Agriculture non UE', 'DE-ÖKO-006', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique', 'Triman']",,,,
1868,"Jever fun - 0,5l",4008948194016,Alkoholfreies Bier,"0,5 l",['Jever'],"['France', 'Allemagne', 'Suisse']","['Wasser', 'Gerstenmalz', 'Hopfen', 'Gärungskohlensäure']",,,['Gluten'],[],1,?,13,54 kj(13 kcal),0,0,"2,1",0,0,"0,02","0,008",C,"['Boissons', 'Boissons sans alcool', 'Bières sans alcool']",,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.02 g,en faible quantité,,-55%,-55%,-100%,-100%,-67%,-100%,-100%,+119%,+119%,2,-74%,C,-74%,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,"['Glas', 'Mehrwegpfand']",,http://www.jeverfun.de/produkt,,,
1869,Tofu fumé - Taifun - 200g,4012359111104,Spécialité de tofu fumé,200 g,['Taifun'],"['France', 'Allemagne', 'Pays-Bas']","['Tofu bio 93% ', 'graines de soja bio 55%', 'eau', 'agents de coagulation :  chlorure de magnésium', 'sulfate de calcium', 'sauce de soja  ', 'eau', 'graines de soja', 'blé', 'sel marin', 'fumé par friction']",,,"['Gluten', 'Soja']","['Végétalien', 'Végétarien']",3,714,171,714 kj(171 kcal),"9,1","1,6","2,8","0,2",19,"1,8","0,72",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes et dérivés', 'Substituts de viande', 'Soja', 'Tofu']","['Eau Vive', 'Ekoplaza']",9.1 g,en quantité modérée,1.6 g,en quantité modérée,0.2 g,en faible quantité,1.8 g,en quantité élevée,-22%,-11%,-14%,-3%,-3%,-64%,-90%,+29%,+88%,+88%,0,,B,,15.9%,34.2%,17.4%,15.8%,9.7%,7.0%,97,,"['Life Food GmbH', 'Bebelstr 8', '79108', 'Freiburg', 'Germany']",,"['Sachet plastique', 'Frais', 'produkt']","['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'DE-ÖKO-007', 'en:The Vegan Society']",,,,
1870,Monster munch salé - VICO - 75g,4018077632006,Snack à la pomme de terre assaisonnée,75 g,['VICO'],"['Belgique', 'France', 'Pologne']","['Huile de palme', 'poudre de pomme de terre ', '21%', 'amidon de maïs', 'farine de blé', 'amidon de pomme de terre', 'lactosérum en poudre', 'sucre', 'sel', 'fromage en poudre', 'poudre de paprika', 'arôme naturel', 'extrait de levure en poudre', 'levure', 'colorant : extrait de paprika']",,,"['Gluten', 'Lait', 'Arachides']",['Sans huile de palme'],4,?,510,2134 kj(510 kcal),28,"2,7",59,"5,7","4,3","2,6","1,04",B,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Biscuits apéritifs soufflés', 'Biscuits apéritifs soufflés à base de pomme de terre']","['Colruyt', 'Delhaize', 'Biedronka']",28 g,en quantité élevée,2.7 g,en quantité modérée,5.7 g,en quantité modérée,2.6 g,en quantité élevée,,+6%,+6%,+21%,+5%,-6%,+55%,-3%,+16%,+16%,17,+13%,D,+13%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,['France'],,"['Sous-vide', 'Paquet', 'Pp']","['Sans colorants', 'Sans conservateurs', 'en:palm-oil-free']",http://www.vico.fr,,,
1871,Mini épis de maïs - Kühne - 330g (190g égoutté),40804392,,330 g (190 g égoutté),['Kühne'],"['France', 'Suisse']","['Épis de maïs', 'eau', ""vinaigre d'alcool"", 'sucre', 'sel', 'acidifiants : acide citrique et acide ascorbique']","['E330 - Acide citrique', 'E300 - Acide ascorbique']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,151,36,151 kj(36 kcal),"0,3","0,1","4,9","4,3","1,5","1,3","0,52",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Graines', 'Aliments à base de plantes en conserve', 'Céréales et dérivés', 'Légumes et dérivés', 'Légumes en conserve', 'Céréales en grains', 'Maïs en épi', 'Epis de mais en conserve']",,0.3 g,en faible quantité,0.1 g,en faible quantité,4.3 g,en faible quantité,1.3 g,en quantité modérée,-29%,-23%,-23%,-62%,-48%,-37%,+43%,-21%,+96%,+96%,0,-100%,B,-100%,,,,,,,,,,,"['Bocal', 'Verre']",,,,,
