,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,allergens,nova_score,additives,quantity,traceability_code,packaging,manufacturing,generic_name,markets,ingredients_origins,link,palm_ingredients,brand_owner
1615,"Pomme de terre bio - Ferme de la Motte - 1,5kg",3700444402558,['Ferme de la Motte'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,"1,5kg",,,,,,,,,
1616,Pommes de terre Bio Origine France,3700444402596,,['France'],[],[],?,1,4 kj(1 kcal),1,1,20,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,
1617,Oignon jaune bio Ferme de la Motte - 1Kg,3700444404880,['Ferme de la Motte'],['France'],['Oignon jaune bio cal : 60/80 mm Cat : II'],[],?,?,,?,,?,,?,,,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Oignons et dérivés', 'Légumes frais', 'Oignons', 'Oignons frais', 'Oignons jaunes']",,,,,,,,,,,,,,,,,,,,,,,63.2%,0.0%,0.0%,18.6%,12.6%,5.6%,98,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE', 'FR-BIO-10']",,,,1 Kg,,"['filet plastique', 'étiquette carton', 'fermeture métal']",,Oignon jaune bio,['Carrefour'],['Italie'],,,
1618,MAIS POP CORN BIO 500 GR ARG - Ferme De La Motte,3700444404989,['Ferme De La Motte'],['France'],['Maïs Pop Corn bio'],[],?,364,1523 kj(364 kcal),"4,65","0,625",62,"1,16","12,9","0,06","0,024",,['Maïs pour pop corn'],4.65 g,en quantité modérée,0.625 g,en faible quantité,1.16 g,en faible quantité,0.06 g,en faible quantité,,+10%,+10%,+39%,+31%,+4%,-13%,+21%,+3%,+3%,-6,,A,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-09', 'AB Agriculture Biologique']",,,,,"['EMB 85155A', 'Mouilleron-le-Captif (Vendée, France)']",,,,,,,,
1619,"Pomme de terre bio Spécial Gratin - Vapeur - Rissolé - Pronatura - 2,5Kg",3700444405191,['Pronatura'],['France'],['Pommes de terre de consommation à chair ferme bio - variété DITTA - Calibre 35/55 mm - Catégorie 2'],[],319,75.2,319 kj(75 kcal),"0,22","0,026","15,8","0,51",2,"0,099","0,04",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Pommes de terre', 'Légumes frais', 'Pommes de terre Ditta']",0.22 g,en faible quantité,0.026 g,en faible quantité,0.51 g,en faible quantité,0.0991 g,en faible quantité,-23%,-23%,-22%,-89%,-92%,-10%,-7%,-1%,-54%,-54%,-8,,A,,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Catégorie II', 'FR-BIO-10']",,,,"2,5 Kg","['EMB 41253', 'Talcy (Loir-et-Cher, France)']","['filet plastique', 'emballage plastique']",['France'],Pomme de terre bio,['Naturéo'],['France'],,,
1620,Bourrache 200 Capsules Belle & Bio - 131g,3700446406059,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,131 g,,,,,,,,,
1621,Curcuma Piperine Bio - Belle & Bio - 93g,3700446410582,['Belle & Bio'],['France'],"['Curcuma racine Bio', 'poivre noir Bio à 5% de piperine', 'agent de compression: dextrose Bio', 'Anti-agglomérant: dioxyde de silicium']",[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,['Compléments alimentaires'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,,['Bio'],,4,['E551 - Dioxyde de silicium'],93 g,,"['comprimés', 'pot - plastique']",,,,,http://www.belleetbio.com/curcuma-piperine-biologique.html,,
1622,Nopal Bio 120 Comprimés - Bio Et Belle - 72g,3700446411084,['Bio Et Belle'],['France'],"['Nopal feuille', 'agent de charge : maltodextrine de maïs']",[],?,?,,?,,?,,?,,,,['Compléments alimentaires'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,4,,72 g,,,,,,,,,
1623,Fucus - 91g,3700446414269,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,91 g,,,,,,,,,
1624,Kudzu,3700446414795,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Levure de riz rouge - Dieti-Natura - 1,3700446414900,['Dieti-Natura'],['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,['Additifs alimentaires'],,,,,,,,,,-100%,-100%,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
1626,Magnésium marin - vitamine B6 - 1g,3700446414986,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,1 g,,['Bocal'],,,,,,,
1627,opti’bruleur dieti natura,3700446415020,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bocal'],,,,,,,
1628,Zinc,3700446416263,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,
1629,Huile de bourrache - Dieti Natura - x60gélules (40.8g),3700446416393,['Dieti Natura'],['France'],"['Huile de bourrache 17% GLA première pression à froid ', 'borago officinalis', '\rVitamine E', 'tocophérol acétate\rEnveloppe gélatine', 'glycérine végétale', 'eau']",[],?,?,,?,,?,,?,,,,['Compléments alimentaires'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Sans OGM']",,4,['E422 - Glycérol'],x60 gélules (40.8g),,"['Pot', 'Plastique']",,Complément alimentaire,,,http://www.dieti-natura.com/bourrache.html,,
1630,L-carnitine,3700446416713,,['France'],[],[],?,67,280 kj(67 kcal),0,0,10,0,"6,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Collagène,3700446418953,,['France'],[],[],?,?,,?,,?,,?,,,,['Collagène'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,
1632,Œufs frais Oméga 3 - Natur'Oeuf - 6,3700454315015,"[""Natur'Oeuf""]",['France'],[],[],?,?,,?,,?,,?,,,D,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air']",,,,,,,,,,,,,,,,,,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,6,,,,,,,,,
1633,Mélange Salade,3700457101134,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,
1634,Cannelle poudre,3700457101158,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Cannelle', 'Cannelle en poudre']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,,,63.0%,0.0%,17.9%,13.1%,5.9%,0.0%,78,,,,,,,,,,,,,,
1635,Origan,3700457101615,,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Origan']",,,,,,,,,,,,,,,,,,,,,,,43.4%,0.0%,30.7%,8.2%,17.7%,0.0%,93,,,,,,,,,,,,,,
1636,Soupe Ortie Sachet - Moulin des peupliers,3700457101967,['Moulin des peupliers'],['France'],[],[],?,45,188 kj(45 kcal),0,0,0,0,8,"0,5","0,2",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Soupes', 'Plats préparés déshydratés', 'Soupes de légumes', 'Soupes déshydratées', ""Soupes à l'ortie""]",,,,,,,,,,+45%,+45%,-100%,-100%,-100%,-100%,+550%,-8%,-8%,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,['Union européenne'],,,
1637,Veloute Cepes Sachet - La Soupière du Moulin - 38g,3700457102391,"['La Soupière du Moulin', 'Moulin des Peupliers']",['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,38g,,,,,,,,,
1638,Echalote semoule,3700457103343,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,
1639,Curcuma - 150g,3700457103930,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,150 g,,,,,,,,,
1640,Poivre fumé au bois de hêtre,3700457104098,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,
1641,Pain de seigle - Leclerc,3700462031624,['Leclerc'],['France'],[],[],?,287,1201 kj(287 kcal),"1,6","0,2",54,0,14,"1,7","0,68",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de seigle']",1.6 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,1.7 g,en quantité élevée,,+24%,+25%,-19%,-41%,+29%,-100%,+103%,+49%,+49%,5,+355%,C,+355%,51.1%,24.1%,13.7%,10.1%,1.0%,0.0%,94,,,,,,,,,,,,,,
1642,"Pain De Campagne, Tranché 400g - 400g",3700462033130,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,,,,,,,,,
1643,Tarte Normande Aux pommes 6/8 parts - Leclerc,3700462033284,['Leclerc'],['France'],[],[],?,237,992 kj(237 kcal),"7,4","4,1",38,24,"3,9","0,18","0,072",,"['Tartes', 'Tartes sucrées', 'Tartes normandes']",7.4 g,en quantité modérée,4.1 g,en quantité modérée,24 g,en quantité élevée,0.18 g,en faible quantité,,-12%,-12%,-38%,-44%,+9%,+19%,+8%,-10%,-10%,11,-20%,D,-20%,,,,,,,,,,,,,,,,,,,,,
1644,confiture abricot - Carla,3700463730076,['Carla'],['France'],[],[],?,210,879 kj(210 kcal),"0,1",0,49,"48,1","0,7",0,0,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",0.1 g,en faible quantité,0 g,en faible quantité,48.1 g,en quantité élevée,0 g,en faible quantité,,-4%,-4%,-56%,-100%,-8%,-5%,+39%,-100%,-100%,10,+11%,C,+11%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,,,,
1645,Confiture Abricot,3700463731011,,['France'],[],[],?,210,879 kj(210 kcal),"0,1",0,49,"48,1","0,7",0,0,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",0.1 g,en faible quantité,0 g,en faible quantité,48.1 g,en quantité élevée,0 g,en faible quantité,,-4%,-4%,-56%,-100%,-8%,-5%,+39%,-100%,-100%,7,-22%,C,-22%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,,,,
1646,Tomate ronde bio - Craké Bio - 500g,3700465201550,['Craké Bio'],['France'],"['Tomate ronde', 'calibre 47/57 mm']",[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Tomates et dérivés', 'Aliments à base de plantes frais', 'Tomates', 'Légumes frais', 'Tomates fraîches']",,,,,,,,,,,,,,,,,,,,,,,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Catégorie II', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,500 g,,"['Barquette', 'Plastique']",,,,['Espagne'],,,
1647,Laitue iceberg,3700465208184,,['France'],[],[],?,504,2109 kj(504 kcal),26,14,61,36,"4,5","1,09","0,436",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,3700465212433,3700465212433,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'ES-ECO-004-AN', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,
1649,Bloc de foi gras - Mets Des Rois,3700468400219,['Mets Des Rois'],['France'],['BLOC DE FOIE GRAS DE CANARD ORIGINE BULGARIE'],[],?,496,2075 kj(496 kcal),52,22,"1,7","1,4","5,3","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Confit de Canard du Sud-Ouest (4/5 cuisses ) - Jean de France,3700468403340,['Jean de France'],['France'],"['canard du Sud-Ouest ', 'Origine France', '/ graisse de canard', 'se}']","['Non végétalien', 'Non végétarien']",?,308,1289 kj(308 kcal),24,"8,2","0,5","0,5",24,"1,5","0,6",D,"['Viandes', 'Volailles', 'Canards', 'Cuisses de canard']",24 g,en quantité élevée,8.2 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,,+29%,+29%,+45%,+54%,+10%,+196%,+12%,+9%,+9%,17,+60%,D,+60%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,,,,
1651,Graisse de canard - Douce Foie - 320g,3700468415220,['Douce Foie'],['France'],[],[],?,898,3757 kj(898 kcal),"99,8","33,2",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320 g,,,,,,,,,
1652,Bloc de foie gras de canard - Douce Foie,3700468415985,['Douce Foie'],['France'],[],[],?,490,2050 kj(490 kcal),51,23,"1,5","1,5",6,"1,3","0,52",B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras', 'Bloc de foie gras avec morceaux', 'Foies gras mi-cuits']",51 g,en quantité élevée,23 g,en quantité élevée,1.5 g,en faible quantité,1.3 g,en quantité modérée,,-0%,0%,0%,+5%,-33%,+19%,-5%,+4%,+4%,21,+2%,E,+2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,,
1653,Lobe de foie gras de canard entier - Mets des Rois,3700468418511,['Mets des Rois'],['France'],[],[],?,544,2276 kj(544 kcal),"56,1","23,6","2,2","0,9","7,5","0,5","0,2",B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",56.1 g,en quantité élevée,23.6 g,en quantité élevée,0.9 g,en faible quantité,0.5 g,en quantité modérée,,+3%,+3%,+3%,+2%,-8%,-32%,-0%,-58%,-58%,18,-13%,D,-13%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,,
1654,Aiguilette poulet jaune - Mets des Rois,3700468419303,['Mets des Rois'],['France'],[],[],?,214,895 kj(214 kcal),17,"4,5",0,0,16,"0,19","0,076",D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",17 g,en quantité modérée,4.5 g,en quantité modérée,0 g,en faible quantité,0.19 g,en faible quantité,,+70%,+71%,+819%,+845%,-100%,-100%,-30%,-57%,-57%,1,,B,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
1655,Lomo de dinde piment doux,3700468421160,,['France'],[],[],?,101,423 kj(101 kcal),"1,4","0,5","1,6","0,5","20,4","1,46","0,584",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Kiwi,3700469100484,['Kiwi'],['France'],"['x6 Vitamines: Vitc', 'ProvitA', 'VitB1 ', 'VitB2', 'VitB5', 'VitB6', 'VitB9', 'VitE', 'VitPP', ' Apports énergetiques']",[],?,72,301 kj(72 kcal),"0,4",0,15,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Osaka thon - Sushi Market,3700469190348,['Sushi Market'],['France'],[],[],?,140,586 kj(140 kcal),"11,3","0,6","11,1","0,11","14,7","1,6","0,64",B,"['Plats préparés', 'Salades', 'Plats préparés au poisson', 'Salades composées', 'Plats à base de riz', 'Salades au thon', 'Salades de riz']",11.3 g,en quantité modérée,0.6 g,en faible quantité,0.11 g,en faible quantité,1.6 g,en quantité élevée,,-8%,-6%,+60%,-30%,-24%,-93%,+147%,+100%,+100%,3,+580%,C,+580%,57.3%,16.5%,9.1%,11.3%,4.6%,1.2%,90,,,,,,"['FR 97.404.004 CE', 'Étang-Salé (La Réunion, France)']",,,,,,,,
1658,Eau de source des Alpes -,3700470805057,,['France'],[],[],?,?,,?,,?,,?,,,,"['Boissons', 'Eaux', 'Eaux de sources']",,,,,,,,,,,,,,,,,,,0,-100%,A,-100%,,,,,,,,,,,,,,,,,,,,,
1659,Cageot Pommes -,3700476613045,,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Pommes', 'Fruits frais', 'Pommes fraîches']",,,,,,,,,,,,,,,,,,,,,,,61.7%,0.0%,0.0%,19.0%,18.4%,0.9%,99,,,,,,,,,,,,,,
1660,Thé Japan Lime - Comptoir Français Du Thé - 80g,3700476830558,['Comptoir Français Du Thé'],['France'],"['green tea', 'lemon peel', 'flavours', 'marigold petals May contain traces of nuts', 'milk and soy']",[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,,,,80 g,,,,,,,,,
1661,Zen Detox - Comptoir Français du Thé - 100g,3700476830619,['Comptoir Français du Thé'],['France'],"['Maté thé vert', 'citronnelle arômefruit']",[],?,?,,?,,?,,?,,,A,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions']",,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,100 g,,['Boîte métallique'],,Infusion,,,,,
1662,Infusion aromatisée Nectar Royal - Comptoir français du Thé,3700476831432,['Comptoir français du Thé'],['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,The jasmin avec fleur - Comptoir français du Thé,3700476831708,['Comptoir français du Thé'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Thé Glacé saveur pêche et abricot - Comptoir Français Du Thé,3700476832415,['Comptoir Français Du Thé'],['France'],"['thé vert', 'arômes', 'pétales de bleuet', 'pétales de rose', 'pétales de souci']",[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,4,,,,,,,,,,,
1665,Pâte à tartiner aux noisettes - Mamie Bio,3700477245740,['Mamie Bio'],['France'],"['PhEÀTARmaAlTXNŒETTBETAUCAC40BIO INGRÉDIB', 'TS : suŒe de anne brut* huile de tournsol*', 'purée de 10% de acao* malpre 5%', 'de lait gaémé*', 'faine de soja ', 'beurre de cacao*', 'émulsifiant : lécitline de soja*', ""extait de vanille *ProduiÈ issus de l'agriQllture biologique"", ' Peut contenir des traces éventuelles diauÙes à et lupin']",[],?,556,2326 kj(556 kcal),"34,6","5,7","53,8","51,6","5,8","0,07","0,028",D,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes']",34.6 g,en quantité élevée,5.7 g,en quantité élevée,51.6 g,en quantité élevée,0.07 g,en faible quantité,,+1%,+1%,+1%,-25%,+6%,+10%,-16%,-33%,-33%,18,-12%,D,-12%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,['Bio'],,4,,,,,,,,,,,
1666,Riz Cantonais végétarien - Carte Nature - 300g,3700477604011,"['Carte Nature', 'Bio par cœur']",['France'],"['Riz long blanc de camargue cuit 65% : eau', 'riz de Camargue', 'mélange 5 épices ', 'cannelle', 'fenouil', 'badiane', 'poivre noir', 'girofle', ""omelette d'œuf entier"", 'petits pois', 'carottes', 'huile de tournesol désodorisée', 'haricots verts', 'oignons', 'sauce soja ', 'eau', 'soja blé complet grillé', 'sel marin', 'ferments', 'sel fin de Guérande', 'persil', 'poivre blanc']",[],?,141,590 kj(141 kcal),"2,6","0,5","24,9","0,8","3,7","0,78","0,312",B,"['Plats préparés', 'Céréales préparées', 'Riz préparés', 'Riz cantonais']",2.6 g,en faible quantité,0.5 g,en faible quantité,0.8 g,en faible quantité,0.78 g,en quantité modérée,,-10%,-10%,-35%,-27%,+5%,-37%,-30%,-20%,-20%,2,-13%,B,-13%,69.5%,13.6%,6.2%,6.3%,2.6%,1.8%,69,"['Bio', 'Bio européen', 'FR-BIO-01']",,3,,300 g,"['FR 32.426.037 CE', 'Seissan (Gers, France)']","['Barquette', 'Film', 'Plastique', 'Sous atmosphère protectrice']",,Riz cantonais,,"['Union européenne', 'Non Union Européenne']",,,
1667,"Taboulé Sans Gluten Millet, Fruits Secs - Ma Vie sans Gluten - 160g",3700477605056,['Ma Vie sans Gluten'],['France'],"['Millet décortiqué* ', '54 %', 'pois chiche* ', '7,5 %', 'oignon* ', '7,5 %', 'raisin sec* ', '6,3 %', 'jus de huile de tournesol*', 'noisette* ', '5 %', 'écorce de citron* ', '3,4 %', ' ', ""sirop d'amidon de maïs* "", ""écorce de citron'"", 'sel', ""huile d'olive'"", 'sel', 'coriandre*', "" 'Ingrédients issus de l'Agriculture Biologique""]",['Sans huile de palme'],?,204,854 kj(204 kcal),"13,1","1,8","16,7","3,8","3,9","0,94","0,376",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', ""Plats préparés d'origine végétale"", 'Réfrigérés', 'Plats préparés réfrigérés', 'Taboulés']",13.1 g,en quantité modérée,1.8 g,en quantité modérée,3.8 g,en faible quantité,0.94 g,en quantité modérée,,+21%,+21%,+102%,+152%,-22%,+17%,-12%,-0%,-0%,5,+84%,C,+84%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,"['Bio', 'en:gluten-free', 'Agriculture UE/Non UE', 'Fabriqué en France']",['Fruits à coque'],3,,160 g,,"['Plastique', 'Frais']",['France'],,,,,,
1668,Pizza Au Chorizo - Carte Nature - 400g,3700477606268,['Carte Nature'],['France'],"['Garniture* 54% : sauce tomate* cuisinée 25% ', 'purée de oignons*', 'huile de tournesol* ', ' sel', 'persil*', 'basilic*', 'ail*: poivre* origan*', 'herbes de Provence*', 'poivron*', 'emmental* 8%', 'chorizo* 6% ', 'viande de porc* ', 'sel de mer', 'paprika*', ' origan*', 'ail*', 'oignons*', 'olives noires*', ' Pâte* 46% : farine de blé*', ' eau', 'levure boulangère*', 'sel', 'poudre à lever* ', 'amidon de blé*', 'bicarbonate de sodium', 'bitadrate de potassium', ' Pourcentage exprimé sur le produit total']","['Non végétalien', 'Non végétarien']",?,190,795 kj(190 kcal),"6,3","3,2",24,"3,9","7,6","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['Lait'],,['E500ii - Carbonate acide de sodium'],400 g,,,,,,,,,
