,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,quantity,labels,traceability_code,markets,nova_score,manufacturing,additives,generic_name,ingredients_origins,link,brand_owner,allergens
68,Chips sel et vinaigre Snack Day,4336134971340,,['France'],[],[],?,536,2243 kj(536 kcal),33,"2,7",51,"0,5",6,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Kadaif,3760036351022,,['France'],[],[],?,343,1435 kj(343 kcal),"7,5","1,1",65,43,"4,2",14,"5,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],"['EMB 74267A', 'Sévrier (Haute-Savoie, France)']",,,,,,,,,
70,Le mas de la dame,3464722207517,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Filets de poulet fermier - Carrefour,0287565078853,['Carrefour'],['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,['Bio'],,['Carrefour'],,,,,,,,
72,Vin bordeaux,3760076211102,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Grey goose,5010677859851,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,0219007046243,0219007046243,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Nems porc,0637913230981,,['France'],[],[],?,?,,?,,?,,?,,,C,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au porc', 'Nems', 'Nems au porc']",,,,,,,,,,,,,,,,,,,,,,,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,,,,,,,,,,,,
76,Morbier Bio Juaraflore - JuraFlore,2285476034317,['JuraFlore'],['France'],[],[],?,343,1435 kj(343 kcal),"28,1","19,6","0,5",0,22,"1,76","0,704",C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",28.1 g,en quantité élevée,19.6 g,en quantité élevée,0 g,en faible quantité,1.76 g,en quantité élevée,,-3%,-3%,-2%,+1%,-36%,-100%,-3%,+23%,+23%,16,+7%,D,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,
77,Pêches de la vallée du Rhône,3439496522982,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Bloc de Foie Gras de Canard des Landes - Lafitte,3410841140181,['Lafitte'],['France'],[],[],?,?,,?,,?,,?,,,B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,,,,,,,,,,,,,,,,,,,,,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,
79,Chocolat 70% cacao - fleur de sel,8413907822002,,['France'],[],[],?,562,2351 kj(562 kcal),40,25,35,28,10,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,
80,Salade sodebi jambon emmental,2007338014042,,['France'],[],[],?,202,845 kj(202 kcal),15,"5,7","6,2","1,7","8,7","0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,
81,Jus de citron Portugal,5604260266463,,['France'],[],[],?,54,226 kj(54 kcal),"0,5","0,5","6,7","6,7","0,5","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Mélange japonais,2600153005716,,['France'],[],[],?,399,1669 kj(399 kcal),"6,9","1,5","73,3","2,6","10,1","0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Limande du Nord meunière,03371350,,['France'],[],[],?,174,728 kj(174 kcal),"7,6","0,8",14,"1,1",12,"1,2","0,48",,"['Produits de la mer', 'Poissons', 'Limande du nord', 'Limande du nord meunière']",7.6 g,en quantité modérée,0.8 g,en faible quantité,1.1 g,en faible quantité,1.2 g,en quantité modérée,,-4%,-4%,-11%,-10%,+23%,-16%,-8%,+13%,+13%,2,+43%,B,+43%,,,,,,,,,,"['Pêche durable', 'Pêche durable MSC']",['MSC-C-50004'],,,,,,,,,
84,Crispy Mediterranean Burger - McCain,8710438103557,['McCain'],['France'],[],[],?,183,766 kj(183 kcal),"8,5","0,8",20,"3,4","4,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Sauce kebab - Coosur,8436033824856,['Coosur'],['France'],[],[],?,66,276 kj(66 kcal),"0,3","0,1","13,7","12,8","1,2","0,76","0,304",C,"['Epicerie', 'Sauces', 'Sauces kebab']",0.3 g,en faible quantité,0.1 g,en faible quantité,12.8 g,en quantité élevée,0.76 g,en quantité modérée,,-80%,-81%,-99%,-97%,+84%,+209%,+9%,-51%,-51%,5,-62%,C,-62%,63.5%,22.8%,5.8%,4.7%,2.5%,0.7%,67,,,,,,,,,,,,,
86,Jianshui Wenzhou Dried Noodles,6920802305728,,['France'],[],[],?,352,1473 kj(352 kcal),1,"0,4","72,3","0,8","11,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Bananes,2805379013389,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Poulet 6 aiguillettes - La Nouvelle Agriculture,0253097019558,['La Nouvelle Agriculture'],['France'],[],[],?,104,435 kj(104 kcal),"1,3","0,4",0,0,23,"0,11","0,044",D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,,-17%,-17%,-30%,-16%,-100%,-100%,+1%,-75%,-75%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
89,Chipolatas,2486002023168,,['France'],[],[],?,?,,?,,?,,?,,,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,,,,,,,,,,,,,,,,,,,,,,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,
90,La terrine campagnarde lard fumé au bois de hêtre,3760082245382,,['France'],[],[],?,217,908 kj(217 kcal),15,"5,7","2,9","0,2",18,"0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Flan nature,0204335009848,,['France'],[],[],?,204,854 kj(204 kcal),"7,6","4,7",30,20,"3,8","0,34","0,136",B,"['Produits laitiers', 'Desserts', 'Biscuits et gâteaux', 'Desserts lactés', 'Pâtisseries', 'Flans gélifiés', 'Flans pâtissiers']",7.6 g,en quantité modérée,4.7 g,en quantité modérée,20 g,en quantité élevée,0.34 g,en quantité modérée,,-2%,-3%,-2%,+1%,+3%,+13%,+4%,+40%,+40%,11,+14%,D,+14%,71.0%,14.6%,7.1%,3.5%,3.7%,0.0%,81,,,,,,,,,,,,,
92,Poulet Pac 100% végétal origine France - Leclerc,2020001772834,['Leclerc'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Jambon traditionnelle fumé au bois de hêtre - Saint Alby,2205883003010,['Saint Alby'],['France'],[],[],?,125,523 kj(125 kcal),"4,5","1,5",1,"0,5",20,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Sac 15KG Selection Brekkies Excel - Freshona,3700260210030,['Freshona'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Kruidvat repas carrote poulet pomme de terre,8717333856458,['Kruidvat'],['France'],[],[],?,62,259 kj(62 kcal),"2,1","0,3","6,4","2,4","2,8","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Pfefferminzbonbons mit japanischer Minze,4250275982235,,['France'],[],[],?,397,1661 kj(397 kcal),0,0,"99,2","74,8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2 escalopes de porc,20294748,,['France'],[],[],?,114,477 kj(114 kcal),"2,6","0,9","0,5","0,5",23,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Label Rouge'],,,,,,,,,,
98,Vin,3660989203358,,['France'],[],[],?,6,25 kj(6 kcal),23,1,42,41,6,14,"5,6",,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,-88%,-87%,+970%,+36%,+750%,+1772%,+235%,+2757%,+2757%,,,,,,,,,,,,,,,,,,,,,,,,
99,Feria de fruits nectar de baobab,3390120014658,,['France'],[],[],?,46,192 kj(46 kcal),"0,1",0,"16,1","7,9","0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Côtes d'agneau - Thiriet,2902088006258,['Thiriet'],['France'],[],[],?,257,1075 kj(257 kcal),22,"9,8",0,0,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Thiriet'],,,,,,,,
101,Fruit Snacks - Welch's,0034856002550,"[""Welch's""]",['France'],[],[],?,325,1360 kj(325 kcal),1,1,75,47,3,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Sans conservateurs']",,,,,,,,,,
102,Confit au foie de Canard - Ernest Soulard,3274760812211,['Ernest Soulard'],['France'],[],[],?,371,1552 kj(371 kcal),33,12,"1,6","0,4",17,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Rillettes Thon-Poivron,3700326000971,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,
104,Caramel à Tartiner Au Beurre Salé et Fleur de Sel Pain d'Épices,3760192120906,,['France'],[],[],?,370,1548 kj(370 kcal),11,"7,9",66,65,0,"0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Petites salade de Fruits -  - 244g,0208031019156,,['France'],"['ananas ', '50%', 'pomme ', '20%', 'raisin ', '20%', 'fraise ', '10%', 'décor : menthe']","['Sans huile de palme', 'Végétalien', 'Végétarien']",231,?,231 kj(55 kcal),0,0,12,11,0,0,0,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Salades de fruits']",0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité modérée,0 g,en faible quantité,-7%,,-5%,-100%,-100%,-3%,+1%,-100%,-100%,-100%,-3,,A,,74.4%,7.2%,7.9%,6.7%,2.2%,1.6%,81,['Plastique'],244 g,"['Sans additifs', 'Sans conservateurs']",,,1,,,,,,,
106,Chocolat crème glacée - 410g,3770002303023,,['France'],[],[],?,209,874 kj(209 kcal),"9,9","5,4",23,23,"5,8","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410 g,,"['FR 49.381.007 CE', 'Yzernay (Maine-et-Loire, France)']",,,,,,,,,
107,Glacier-fruit,5000314009602,,['France'],[],[],?,365,1527 kj(365 kcal),"0,1",0,91,"70,8",0,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Calissons ETS Delacour-Roubaud,3418250450006,,['France'],[],[],?,414,1732 kj(414 kcal),"13,12",1,"70,2","53,36","6,32",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2425573026062,2425573026062,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Sushi bowl - Omakase - 200g,8410063085395,['Omakase'],"['France', 'Espagne']",[],[],?,?,,?,,?,,?,,,,"['Plats préparés', 'Sushis et makis', 'Sushis']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,,
111,5604321030972,5604321030972,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Cervelas mélona,0250047012461,,['France'],[],[],?,258,1079 kj(258 kcal),21,"8,1","1,2","1,1",16,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']","['FR 59.178.003 CE', 'Douai (Nord, France)']",,,,,,,,,
113,Läkerol Salmiak,7310350108831,,['France'],[],[],?,178,745 kj(178 kcal),"0,1","0,1",42,"0,5","1,3","5,5","2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,8423282168107,8423282168107,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,100ml,8025386005328,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ml,,,,,,,,,,,
116,Terrine de campagne au piment d'Espelette -,3269617105240,,['France'],[],[],?,323,1351 kj(323 kcal),29,12,"0,6","0,5",14,"1,4","0,56",,"['Viandes', 'Charcuteries', 'Charcuteries diverses']",29 g,en quantité élevée,12 g,en quantité élevée,0.5 g,en faible quantité,1.4 g,en quantité modérée,,+10%,+12%,+18%,+30%,-66%,-36%,-7%,-28%,-28%,20,+6%,E,+6%,,,,,,,,,,"['Point Vert', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs']","['FR 65.375.007 CE', 'Rabastens-de-Bigorre (Hautes-Pyrénées, France)']",,,,,,,,,
117,5200134940097,5200134940097,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Tomme Pur Brebis,2488009033720,,['France'],[],[],?,400,1674 kj(400 kcal),34,25,"1,5","0,5",22,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Rillettes d'anchois aux olives noires,3375160014028,,['France'],[],[],?,236,987 kj(236 kcal),20,"9,9","1,1","0,7",13,"1,1","0,44",C,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons']",20 g,en quantité modérée,9.9 g,en quantité élevée,0.7 g,en faible quantité,1.1 g,en quantité modérée,,+8%,+7%,+18%,+74%,-51%,-30%,-5%,+1%,+1%,15,+55%,D,+55%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,"['Pêche durable', 'Pêche durable MSC']",,,,,,,,,,
120,Nectarine jaune,0208600015947,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,bière blonde du mont blanc - Brasserie du Mont Blanc,3760023250772,['Brasserie du Mont Blanc'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,California - Hershey's,0034000212354,"[""Hershey's""]",['France'],[],[],?,510,2134 kj(510 kcal),30,18,60,54,6,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Ice Tea peach flavored Saveur pêche,6009880817221,,['France'],[],[],?,20,84 kj(20 kcal),0,0,5,"4,7","0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Vinaigre balsamique à la truffe,8025386005397,,['France'],[],[],?,190,795 kj(190 kcal),0,0,45,39,1,"0,125","0,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Sorbet fraise avec morceaux de fraise - Pomona,3061432100567,['Pomona'],['France'],[],[],?,174,728 kj(174 kcal),"0,5","0,1",28,21,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Rigotines,3477460000166,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 42.289.004 CE', 'Saint-Symphorien-de-Lay (Loire, France)']",,,,,,,,,
127,Fourrés duo cacao,3849820792842,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Bananes Cavendish,0222164013188,,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,,,,,,,,,,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,"['Commerce équitable', 'Max Havelaar']",,,,,,,,,,
129,Fourme d'ambert Aop,2441800017320,,['France'],[],[],?,338,1414 kj(338 kcal),28,20,"1,5","0,5",20,"2,1","0,84",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', ""Fourme d'Ambert""]",28 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,2.1 g,en quantité élevée,,-1%,-1%,-1%,+1%,+52%,+44%,-1%,-5%,-5%,18,0%,D,0%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,"['FR 84.007.011 CE', 'Avignon (Vaucluse, France)']",,,,,,,,,
130,berlingot de carpentras fraise - 220g,3760079220828,,['France'],[],[],?,387,1619 kj(387 kcal),0,0,97,64,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220 g,,,,,,,,,,,
131,Vissinada,5204330000814,,['France'],[],[],?,29,121 kj(29 kcal),1,0,73,69,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,>chlorella Naturland - 550 Comprim?s - Gse-vertrieb,4035784170560,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,
133,Bonbon citron,3360101830102,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Terrine de pot au feu -,3760238170254,,['France'],[],[],?,146,611 kj(146 kcal),8,3,1,1,17,"0,9","0,36",,"['Viandes', 'Charcuteries', 'Charcuteries diverses']",8 g,en quantité modérée,3 g,en quantité modérée,1 g,en faible quantité,0.9 g,en quantité modérée,,-50%,-50%,-67%,-68%,-43%,+28%,+13%,-54%,-54%,1,-95%,B,-95%,,,,,,,,,,,,,,,,,,,,
135,Assaisonnement Poivre Citron - recharge pour moulins premium,4027900246181,,['France'],[],[],?,188,787 kj(188 kcal),"6,5","4,6",29,"25,4","2,6","48,5","19,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Gummi candy,4000512733072,,['France'],[],[],?,338,1414 kj(338 kcal),"0,1","0,1",78,46,"5,4","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Sour Licorice Mix - Vidal,8413178144001,['Vidal'],"['France', 'Espagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Yogurt Soja Albaricoque 2x100 Gr Sojade - 2x 100g,3273227484602,,['France'],[],[],?,82,343 kj(82 kcal),"2,1","0,3","11,8","11,4","3,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 x 100 g,,,,,,,,,,,
139,FIZZY SHAKER SHOCKS,3395503031758,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Salade au saumon (quinoa) - 290g,2868953026441,,['France'],[],[],?,142,594 kj(142 kcal),"8,6","1,1","8,1","1,1","6,9","0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290 g,,,,,,,,,,,
141,Genièvre (graines),15490536,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Beignets framboise carrefour,0202302020018,,['France'],[],[],?,?,,?,,?,,?,,,,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Revoltosa,8412301100334,,['France'],[],[],?,1,4 kj(1 kcal),0,0,0,0,0,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Aiguillettes de poulet monoprix bio,0200310042978,['Monoprix Bio'],['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,['Bio'],,['Monoprix'],,,,,,,,
145,William Peel Dry Gin 38º,3107872701329,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Organic India Tulsi Green Tea ( Pack of 10 Bags ),0801541506811,,['France'],[],[],?,2,8 kj(2 kcal),"0,11","0,01","0,27","0,022","0,06","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Croquants aux amandes,3339334400352,,['France'],[],[],?,447,1870 kj(447 kcal),13,1,71,63,10,"0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,prestige de canard aux truffe de la Saint Jean,3760094101409,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Cocoa Butter Buttons,9316131604965,,['France'],[],"['Végétalien', 'Végétarien']",?,898,3757 kj(898 kcal),"99,8","64,2",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,
150,Glace cheese cake,8435130105240,,['France'],[],['Sans huile de palme'],?,311,1301 kj(311 kcal),19,13,32,29,2,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:palm-oil-free'],,,,,,,,,,
151,Ratatouille 3750g - Jean Nicolas,3156250000240,['Jean Nicolas'],['France'],[],[],?,35,146 kj(35 kcal),"1,2","0,1","3,9","3,6","1,1","0,85","0,34",B,"['Plats préparés', 'Légumes préparés', 'Ratatouilles']",1.2 g,en faible quantité,0.1 g,en faible quantité,3.6 g,en faible quantité,0.85 g,en quantité modérée,,-49%,-48%,-68%,-81%,-24%,-7%,-7%,+19%,+19%,3,+207%,C,+207%,69.3%,12.8%,5.7%,6.8%,3.2%,2.3%,79,,,,,,,,,,,,,
152,Vinagre al Pedro Ximénez ecológico botella 250 ml - La Cuisine Organic,8437005613195,['La Cuisine Organic'],['France'],[],[],?,110,460 kj(110 kcal),0,0,28,"27,7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
153,Pain d'epices,3526425800058,,['France'],[],[],?,309,1293 kj(309 kcal),1,"0,2",71,36,"2,5","0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Biscuits aux écorces d'orange,8695504167025,,['France'],[],[],?,389,1628 kj(389 kcal),"11,6","3,5",57,"4,4","10,81","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,
155,Cône chocolat noisette - Netto,3250392485528,['Netto'],['France'],[],[],1194,284,1194 kj(284 kcal),"11,6","7,8",41,"30,7","3,4","0,12","0,048",B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Cônes glacés']",11.6 g,en quantité modérée,7.8 g,en quantité élevée,30.7 g,en quantité élevée,0.12 g,en faible quantité,+8%,+6%,+7%,-2%,-12%,+12%,+16%,+16%,-22%,-22%,16,+2%,D,+2%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['Carton', 'Surgelé']",,['Transformé en France'],,,,['France'],,,,,,
156,Liqueur de Café,3443210000373,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Biscuits chocolat noisette,8695504167001,,['France'],[],[],?,404,1690 kj(404 kcal),"14,59","4,5",54,"3,4","11,51","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,
158,Biscuits caramel cannelle,8695504167049,,['France'],[],[],?,355,1485 kj(355 kcal),"14,59","1,14","44,5","3,4","11,51","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,
159,Biscuits pizza,8695504167063,,['France'],[],[],?,388,1623 kj(388 kcal),"15,42","1,2","48,5","6,22","13,86","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,
