,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,brand,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,traceability_code,generic_name,packaging,allergens,nova_score,additives,manufacturing,markets,ingredients_origins,palm_ingredients,link,brand_owner
1236,Egg Mayonnaise - Marks And Spencer,00728959,['France'],[],[],?,254,"22,7",2,"10,2","0,93","0,372",1063 kj(254 kcal),"3,4","0,6","['Marks And Spencer', 'Simply M&S']",D,"['Epicerie', 'Sauces', 'Mayonnaises']",,-59%,-66%,-26%,+729%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,22.7 g,en quantité élevée,3.4 g,en quantité modérée,0.6 g,en faible quantité,0.93 g,en quantité modérée,-58%,-45%,-59%,-30%,-30%,5,-72%,C,-72%,,,,,,,,,,,,
1237,Infusion - Marks & Spencer - 50g,00730693,"['France', 'Royaume-Uni']",[],[],?,4,0,0,0,,,17 kj(4 kcal),0,0,['Marks & Spencer'],B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions']",,-43%,-100%,-100%,-100%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,50 g,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,-29%,-100%,-100%,,,,,,,,,,,,,,['Marks & Spencer'],,,,
1238,Organic Green Tea with Jasmine - Marks & Spencer - 50g e,00730716,"['France', 'Royaume-Uni']",[],[],?,?,?,?,?,,,,,,['Marks & Spencer'],A,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Infusions', 'Thés verts au jasmin']",,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,50 g e,"['Bio', 'Bio européen', 'Commerce équitable', 'Fairtrade International', 'GB-ORG-05']",,,,,,,,,,,,,,,,,,['FSC-C005709'],Infusion,"['Boîte', 'Carton']",,,,['Royaume-Uni'],['Marks & Spencer'],['Chine'],,,
1239,"Earl Grey Teabags - Marks And Spencer - 125g, 50teabags",00730839,['France'],"['Thé noir ', '98,5%', ' Huile de bergamote']",[],?,0,0,0,0,,,0 kj(0 kcal),0,0,"['Marks And Spencer', 'M&S', 'Marks & Spencer']",B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,-100%,-100%,-100%,-100%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,"125 g, 50 teabags","['Commerce équitable', 'Fairtrade International']",,,,,,,,,-100%,-100%,-100%,,,,,,,['FSC-C023337'],,"['Boite', 'Sachet']",,,,,,,,,
1240,Horseradish sauce - Marks & Spencer - 160g e,00738057,"['France', 'Royaume-Uni']","['Huile de colza · Raifort frais ', '30%', ' · Vinaigre · Eau · Sucre · Crème légère ', 'Lait', ' ', '5%', ' · œuf en poudre · Sel · Épaississant: Gomme Xanthan · Moutarde séchée']",['Non végétalien'],?,323,"28,2","13,8","1,6","1,05","0,42",1351 kj(323 kcal),"3,3","8,8",['Marks & Spencer'],,"['Epicerie', 'Sauces', 'Sauces au raifort']",,+36%,+56%,+39%,-41%,,,,,,,,160 g e,['Point Vert'],28.2 g,en quantité élevée,3.3 g,en quantité modérée,8.8 g,en quantité modérée,1.05 g,en quantité modérée,+37%,+53%,+36%,-57%,-57%,8,-31%,C,-31%,,Sauce au raifort,"['Pot', 'Verre', 'Plastique']","['Œufs', 'Lait', 'Moutarde']",4,,['Royaume-Uni'],['Marks & Spencer'],,,https://www.m-s.gr/product/horseradish-2/,
1241,STILL SPRING WATER - LEMON & GINGER - Marks and Spencer,00751933,['France'],"['Eau de source', 'arômes', 'acide citrique', 'E242', 'E202']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,1,"0,1","0,1","0,1","0,1","0,04",4 kj(1 kcal),"0,1","0,1",['Marks and Spencer'],,['Boissons'],,-98%,-71%,-99%,-80%,,,,,,,,,,0.1 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,-98%,-15%,-99%,+141%,+141%,2,-74%,C,-74%,,,,,4,"['E330 - Acide citrique', 'E242 - Dicarbonate de diméthyle', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,['Marks & Spencer'],,,,
1242,Cheese tasters,00762830,['France'],[],[],?,521,29,"56,2","8,2","2,2","0,88",2180 kj(521 kcal),"3,2","9,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,High protein pea noodles - Marks & Spencer,00769709,['France'],"['nouilles de petits pois avec des protéines de : petits pois ajoutées', 'dans une sauce aux : fèves de sola edamame aux épinards et à llail i i INGREDIEMTS Nouilles de petits pois cuites ', '87%', ' ', 'Eau Farine de blé ', 'contient Gluten', ' • Farine de : petits pois • Protéine,de petits pois • Gluten de blé • Huile de tournesol • Epinards déshydratés Sel • : Poudre à lever : Bicarbonate de soude', ' ', ' Fèves de : soja edamame ', '3,5%', "" • Jus de citron • Epinards • i Vinaigre de riz • Coriandre • Purée d'ail Menthe i Poudre à lever : Bicarbonate de soude"", ' Pour les i allergènes', 'voir les ingrédients indiqués en gras', ' Ne : convient pas qux personnes allergiques aux œufs en']",[],?,143,"2,3","21,6","7,8","0,55","0,22",598 kj(143 kcal),"0,3","0,5",['Marks & Spencer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],4,['E500ii - Carbonate acide de sodium'],,['Marks & Spencer'],,,,
1244,Bavarian Smoked Cheese - Marks & Spencer - 200g,00775373,"['France', 'Suisse']","['Fromage ', 'Lait', ' • Beurre ', 'Lait', ' • eau sels emulsifiants : E339', 'E452']",[],?,299,24,0,"20,7","3,2","1,28",1251 kj(299 kcal),"15,8",0,['Marks & Spencer'],D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages allemands']",,-9%,-10%,-100%,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,200 g,,24 g,en quantité élevée,15.8 g,en quantité élevée,0 g,en faible quantité,3.2 g,en quantité élevée,-9%,-11%,-100%,+146%,+146%,18,+31%,D,+31%,['DE BY-70710 EG'],,,,4,"['E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition']",,['Marks & Spencer'],,,,
1245,"M&S Indian favorites - Marks & Spencer - 1,15kg e",00776554,"['France', 'Royaume-Uni']","['Riz pilaf au safran cuit ', '35%', ' :Riz basmati cuit ', 'Eau - Riz basmati', ' - Huile de colza - Sel - Purée de gingembre - Beurre ', 'Lait', "" - Purée d'ail - Graines de cumin - Graines de  cardamome noire entières - Graines de fenouil - Cannelle moulue - Clous de girolle - Safran"", ' Pouler korma ', '22%', ' : Blanc de poulet ', '35%', ' - Oignons - Crème britannique ', 'Lait', ' ', '19%', ' - Lait de coco ', '6%', ' Extrait de noix de coco - Eau', ' - Yaourt britannique  ', 'Lait - Amandes effilées grillées ', '2%', "" - Concentre de tomate - Huile de colza - Purée de gingembre - purée d'ail - Yaourt britannique à faible teneur en matières grasses "", 'Lait', ' - Jus de citron - Noix de coco déshydratée - Coriandre - Fécule de maïs - Sel - Sucre - Coriandre moulue - Cumin moulu - garam masala moulu ', 'Poivre noir grillé - Coriandre grillée - Macis grilé - Graines de fenouil grillées - écorce de cannelle de Chine grillée - Clous de girofle - Gingembre - Cumin grillé - poivre noir - Cannelle - Macis - graines de cardamome verte grillées - Clous de girofle - Fenouil > Noix de muscade - feuilles de laurier', ' - Cardamome verte moulue - Curcuma - Paprika moulu - Macis moulu - Paprika fumé moulu - Poudre de piment - Cardamome verte grillée - Coriandre grillée - Cumin grillé - Extrait de piment', '\rPoulet tikka masala ', '22%', ' : Blanc de poulet ', '35%', ' - oignons - Crème britannique ', 'Lait', ' ', '18%', ' - Concentré de tomate - Huile de colza - Yaourt britannique  - ', 'Lait', ' - Purée de gingembre - Purée d‘ail - yaourt britannique a falble teneur en matières grasses ', 'Lait', ' - Coriandre - Jus de citron - Miel - girofle - Fécule de maïs - Cumin moulu - Colorant : Extrait de paprika - Curcuma - Cardamome verte moulue - Graines de cumin - Poudre de piment - garam masala moulu ', 'Coriandre grillée - Cumin grillé - Poivre noir - cannelle - Macis - Graines de cardamome verte grillées - Gingembre - fenouil - clous de girofle - Noix de muscade - Feuilles de laurier', ' - Cannelle moulue - Paprika fumé moulu - Paprika moulu - Extrait de piment', '\rPain naan ', '13%', ' : Farine de blé contient Gluten ', 'avec Farine de blé', 'Carbonate de calcium', 'Fer', 'niacine', 'thiamine', ' - Eau - Poudre lever : E450', 'phosphate de calcium', 'Bicarbonate de soude - Huile de colza - Vinaigre v - Levure - Sel - Graines de nigelle - Lait en poudre écrémé', '\rBhajis aux oignons ', '8%', ' : Oignons ', '81%', ' - Huile de colza - Farine de pois chiches - Farine de blé contient Gluten ', 'avec Farine de blé', 'Carbonate de calcium', 'Fer', 'niacine', 'thiamine', ' - Coriandre - Sel - Cumin moulu - Coriandre moulue - Piments Jalapeño - Poudre de piment - Poudre lever : E450', 'phosphate de calcium', 'Bicarbonate de soude - Curcuma - Clous de girofle moulus - Feuilles de laurier moulues - Cannelle moulue']","['Non végétalien', 'Non végétarien']",?,163,"6,35","17,4","8,13","0,73","0,292",682 kj(163 kcal),"1,82","2,7",['Marks & Spencer'],,"['Plats préparés', 'Réfrigérés', 'Plats préparés à réchauffer au micro-ondes', 'Plats préparés réfrigérés']",,-10%,-31%,+18%,+9%,,,,,,,,"1,15 kg e",['Point Vert'],6.35 g,en quantité modérée,1.82 g,en quantité modérée,2.7 g,en faible quantité,0.73 g,en quantité modérée,-10%,-36%,+24%,-29%,-29%,-6,-221%,A,-221%,['UK IN003 EC'],"Riz pilaf au safre, poulet korma, poulet tikka masala, pains naans et bhajis aux oignons.","['Frais', 'Plastique']","['Gluten', 'Lait', 'Fruits à coque']",4,"['E160c - Extrait de paprika', 'E170i - Carbonate de calcium', 'E505 - Carbonate de fer', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium']",['Royaume-Uni'],['Marks & Spencer'],['Royaume-Uni'],,,
1246,Italian flatbread - Marks & Spencer,00780988,['France'],"['Wheatflour ', 'contains Gluten', ' · Water', 'Olive Oil · Salt · Dried Yeast', 'Malted Wheatflour ', 'contains Gluten']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,439,"13,4","67,4","10,1","1,75","0,7",1837 kj(439 kcal),"2,1","3,3",['Marks & Spencer'],,,,,,,,,,,,,,,,['Végétarien'],,,,,,,,,,,,,,,,,,,,,['Gluten'],,,,['Marks & Spencer'],,,,
1247,Mangue et pasteque - Marks & Spencer,00782739,['France'],"['Mangue ', '50%', ' Pastèque ', '50%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,49,"0,3","10,3","0,6","0,05","0,02",205 kj(49 kcal),0,"10,1",['Marks & Spencer'],,,,,,,,,,,,,,,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,,
1248,Liquorice allsorts - M&S,00786096,"['France', 'Royaume-Uni']","['Sucre • Sirop de sucre • Farin de blé contient Gluten ', 'avec Farine de blé', 'Carbonate de calcium', 'Fer', 'Niacine', 'Thiamine', ' • ', ' Sirc de glucose • Noix de coco déshydratée • Huile Qe palme • Gélatine de bœuf • Fécule de Humectant : Glycérol • Colorant : Caramel ordinaire', 'Curcumine', 'Rouge de betterave', 'Anthocyanes ', 'issus de Chou rouge', ""Extrait de paprika • Cacao maigre en poudre • Extrait de réglisse • Agent d'enrobage : Cire d'abeille • Arôms - Concentrés de fruits et légumes "", 'Cassis', 'Carottes', 'Radis', ' Pour les allergènes', 'voir les ingrédients indiqués en gras', ' CONSERVATION']","['Non végétalien', 'Non végétarien']",?,382,"5,3","79,8","2,5","0,13","0,052",1598 kj(382 kcal),"3,8","68,4",['M&S'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],4,"['E428 - Gélatine', 'E422 - Glycérol', 'E150a - Caramel E150a', 'E100 - Curcumine', 'E162 - Rouge de betterave', 'E163 - Anthocyanes', 'E160c - Extrait de paprika', ""E901 - Cire d'abeille""]",,['Marks & Spencer'],,,,
1249,Maxi smothie mangue - Naked,0082592630483,['France'],[],[],?,64,0,"5,1","0,4",,,268 kj(64 kcal),0,"5,1",['Naked'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,Rice Dream - Calcium Enriched,0084253333122,['France'],[],[],?,50,1,0,"0,1","0,1","0,04",209 kj(50 kcal),"0,1",0,['Rice Dream'],,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,"['composite-carton', 'hdpe-cap']",,,,,,,,,
1251,Billes De Tapioca Saveur Pandan - Cock Brand,0084909008008,['France'],"['AMIDON DE TAPIOCA 98%', 'EAU', 'AROME', 'COLORANTS ', 'E102', 'E133']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,346,0,86,0,"0,6","0,24",1448 kj(346 kcal),0,0,['Cock Brand'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"['E102 - Tartrazine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,,,,,
1252,Pineapple Pieces - 340g,0084909009944,['France'],"['ananas 60%', 'eau', 'sucre', 'acidifiant : E330']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,65,"0,1",15,1,"0,02","0,008",272 kj(65 kcal),0,"14,5",['Pineapple'],A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Ananas au sirop']",,+2%,-49%,-1%,+156%,21.7%,37.3%,15.4%,18.3%,7.3%,0.0%,95,340g,,0.1 g,en faible quantité,0 g,en faible quantité,14.5 g,en quantité élevée,0.02 g,en faible quantité,+0%,-100%,+1%,+158%,+158%,-2,,A,,,morceaux d'ananas,"['Conserve', 'métal']",,3,['E330 - Acide citrique'],,,['Thaïlande'],,,
1253,Lait de coco - Aroy-D - 400ml,0084909250100,['France'],"['extrait de noix de coco 60%', 'eau', 'émulsifiant ', 'E435']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",764,?,19,2,"1,6","0,05","0,02",764 kj(183 kcal),17,2,['Aroy-D'],B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Laits de coco']",+15%,,+22%,-28%,+26%,30.3%,10.4%,21.2%,23.2%,11.5%,3.4%,75,400 ml,,19 g,en quantité élevée,17 g,en quantité élevée,2 g,en faible quantité,0.05 g,en faible quantité,+16%,+25%,+19%,-32%,-32%,11,+16%,D,+16%,,,"['Conserve', 'Métal']",,4,"['E435 - Monostéarate de polyoxyéthylène sorbitane', '', 'Risque modéré de sur-exposition']",['Thailande'],,,,,
1254,100% Pure Maple Syrup - Archer Farms,0085239031971,"['France', 'États-Unis']",['Pure maple syrup'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,333,0,"88,33",0,"0,02","0,008",1393 kj(333 kcal),0,"88,33",['Archer Farms'],,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",,+22%,-100%,+29%,-100%,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,88.3 g,en quantité élevée,0.02 g,en faible quantité,+22%,-100%,+45%,-87%,-87%,14,+6%,D,+6%,,,,,2,,,,,,,Target Stores
1255,Raviolis Aux Légumes Saveur Kimchi - Wang,0087703000810,['France'],[],[],?,175,"6,5","27,8","8,3","0,925","0,37",732 kj(175 kcal),"2,3","2,8",['Wang'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Soja']",,,,,,,,
1256,Boisson Au Ginseng 120ML - Wang Globalnet,0087703007543,"['France', 'États-Unis']","['Korean ginseng', 'glucose', 'citric acid', 'malic acid', 'vitamin b2', 'sodium benzoate', 'caramel', 'color', 'refinded water', 'ginseng extract boisson au ginseng']",[],?,43,0,"10,8",0,"1,016","0,406",180 kj(43 kcal),0,10,['Wang Globalnet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"['E330 - Acide citrique', 'E296 - Acide malique', 'E101i - Riboflavine', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",,,,,,
1257,Cherry preserves - Bonne Maman,0088702015591,"['France', 'États-Unis']","['Cherries', 'sugar', 'cane sugar', 'concentrated lemon juice', 'fruit pectin']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,250,0,65,0,0,0,1046 kj(250 kcal),0,65,['Bonne Maman'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades']",,+12%,-100%,+20%,-100%,,,,,,,,,['en:gluten-free'],0 g,en faible quantité,0 g,en faible quantité,65 g,en quantité élevée,0 g,en faible quantité,+12%,-100%,+26%,-100%,-100%,13,+37%,D,+37%,,,,,4,['E440 - Pectines'],,,,,,ANDROS
1258,Nouilles Pimentées Mi-goreng - Indomie - 80g,0089686171679,"['France', 'Suisse']","['Nouilles : Farine de blé tendre 67,9 %', 'huile de palme raffinée ', 'contient antioxydant E319', 'sel', ""correcteurs d'acidité "", 'E501', 'E500', 'E451', 'épaississant ', 'E412', 'colorant ', 'E101', ""\r Poudre d'assaisonnement : Sel"", 'sucre', 'exhausteurs de goût ', 'E621', 'E627', 'E631', 'oignon en poudre', 'ail en poudre', 'sel', 'extrait de levure', 'arôme artificiel de poulet', ""\r Huile d'assaisonnement : Huile de palme raffinée "", 'contient antioxydant E319', 'piment ', '0,5 %', 'ail', 'oignon', '\r Oignons frits : oignons', 'huile de palme raffinée', '\r Piment en poudre ', '0,4 %']",['Huile de palme'],?,480,"18,5","65,3","9,8","2,5",1,2008 kj(480 kcal),"8,4",7,['Indomie'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,+61%,+59%,+61%,+54%,,,,,,,,80 g,['Point Vert'],,,,,,,,,+59%,+59%,+189%,-4%,-4%,,,,,,,"['Sachet', 'Plastique', 'mixed plastic-packet']",,4,"['E501 - Carbonates de potassium', 'E500 - Carbonates de sodium', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E101 - Riboflavine', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique']",['Indonésie'],,,['Huile de palme'],,
1259,Butter beans - Simply M&S,00809184,['France'],[],[],?,108,"0,6","15,6","7,3","0,03","0,012",452 kj(108 kcal),"0,1","0,7",['Simply M&S'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes et dérivés', 'Légumes secs', 'Haricots de Lima']",,+218%,+117%,+289%,+278%,72.6%,0.0%,0.0%,10.0%,14.3%,3.2%,95,,,0.6 g,en faible quantité,0.1 g,en faible quantité,0.7 g,en faible quantité,0.03 g,en faible quantité,+237%,+198%,-38%,-88%,-88%,-8,,A,,,,,,,,,,,,,
1260,Sweet Potato Bisque - Trader Joe's,00810807,"['France', 'États-Unis']","['Water', 'sweet potatoes', 'potatoes', 'carrots', 'parsnips', 'honey', 'organic evaporated cane sugar ', 'natural milled cane sugar', 'sea salt', 'expeller pressed canola oil', 'and/or safflower oil and/or sunflower oil']",['Non végétalien'],?,101.5625,"0,781","21,875","1,562","0,801","0,32",425 kj(101 kcal),0,"5,469","[""Trader Joe's"", 'Arling Lumber Co. Inc.']",,"['Plats préparés', 'Soupes']",,+78%,-60%,+280%,-29%,,,,,,,,,['Sans conservateurs'],0.781 g,en faible quantité,0 g,en faible quantité,5.47 g,en quantité modérée,0.801 g,en quantité modérée,+79%,-100%,+216%,-7%,-7%,5,+205%,C,+205%,,,['pet-tray'],,3,,,"[""Trader Joe's""]",,,,Arling Lumber Co. Inc.
1261,Soft abricots - MARKS & SPENCER,00813204,['France'],"['artially rehydrated dried pitted apricots GREDIENTS Partialiy Rehydrated Dried • Antioxidant: E220 ', 'Sulphites', ' For allergens see ingredients in bold']",[],?,202,"0,4","45,4","2,2","0,1","0,04",845 kj(202 kcal),"0,2",23,['MARKS & SPENCER'],D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,-23%,-17%,-22%,-29%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,0.4 g,en faible quantité,0.2 g,en faible quantité,23 g,en quantité élevée,0.1 g,en faible quantité,-23%,+230%,-49%,+184%,+184%,-3,-187%,A,-187%,,,,['Anhydride sulfureux et sulfites'],,"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",,['Marks & Spencer'],,,,
1262,Soupe de légumes aux trois haricots et piment - Marks & Spencer - 400g,00816243,['France'],"['Eau Haricots marbrés ', '11 %', ' Haricots rouges ', '5%', ' • Tomates Oignons ', '6%', ' • Haricots cornille ', '5%', ' Concentré de tomate • Carottes ', '5%', ' Pommes de terre ', '3%', ' Poivrons rouges ', '2%', ' Poivrons verts ', '2%', ' •,Courgette ', '1', '5%', ' Fecule de maïs • Jus de carotte concentré Epices moulues ', 'Graine de coriandre • Cumin • Poivre noir', ' Huile de colza • Sel • Poudre de piment • Purée de piment rouge • Origan déshydraté']",[],?,57,"0,9","7,7",3,"0,4","0,16",238 kj(57 kcal),"0,1","2,5",['Marks & Spencer'],,,,,,,,,,,,,,,400 g,,,,,,,,,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,,
1263,Sandwich Légumes Rotis et Avocat - M&S,00816755,"['France', 'Royaume-Uni']","['Farine de blé contient Gluten ', 'avec Farine de blé', 'Carbonate de calcium', 'Fer', 'Niacine', 'Thiamine', 'Eau', 'Avocat ', '11%', 'Epinards ', '5%', 'Oignons rouges ', '5%', 'Courgette ', '5%', 'Poivrons rouges ', '5%', 'Poivrons jaunes ', '5%', 'Poivrons rouges SunBlush ', '4%', 'Poivrons rouges déshydratés', 'huile de tournesol', 'spécialité fromagère à faible teneur en matières grasses ', 'lait', 'concentré de tomate', 'gluten de blé', 'levure', 'sel', ""huile d'olive"", 'vinaigre', 'fibres végétales', 'huile de colza', 'sucre', 'amidon de riz', ""jaune d'oeufs de poules élevées en plein air pasteurisés"", 'émulsifiant : E471', 'E472e', 'jus de citron concentré', 'vinaigre de vin blanc', 'ail', 'graines de moutarde noire', 'huile de palme', 'agent de traitement de la farine : acide ascorbique', 'graisses de palme']","['Huile de palme', 'Non végétalien']",?,169,?,?,6,"0,9","0,36",707 kj(169 kcal),1,"1,5",['M&S'],,['Sandwichs'],,-30%,,,-43%,,,,,,,,,,,,1 g,en faible quantité,1.5 g,en faible quantité,0.9 g,en quantité modérée,-30%,-71%,-54%,-32%,-32%,,,,,,,,"['Gluten', 'Lait']",4,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E300 - Acide ascorbique']",,['Marks & Spencer'],,['Huile de palme'],,
1264,Telma Chicken Flavour Stock Cube - 3 CT,00838146,['France'],[],[],?,0,"1,4",1,1,,,0 kj(0 kcal),1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,Sweet and salty pop corn - Marks & Spencer,00854030,['France'],"['pop-corn sucré et salé NGRÉDIENTS Pop-corn ', '630,6', ' • Huile de • cooza • Sucre • Sel • Émulsifiant : Lécithine i de soja', ' Pour les allergènes', 'voir les ingréditnts i indiqués en gras', ' Ne convient pa personnes ayergiques aux fruits à coquo : et aux arachides en raison des methodes de fabrication', ' i IMPORTANT Ne convient pas aux enfants âgés de moins de 36 mois', "" Ce produit peut i contenir des grains de maïs non soufflés : CONSERVATION À consommer de i préférence ayant le : voir sur le devant de l'emballage""]","[""Pourrait contenir de l'huile de palme""]",?,488,"24,4","55,4","7,7","1,05","0,42",2042 kj(488 kcal),"1,7","16,2",['Marks & Spencer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,['E322i - Lécithine'],,['Marks & Spencer'],,,,
1266,Still Scottish Mountain Water - Marks & Spencer - 2L e,00872621,"['France', 'Royaume-Uni']","[""Eau de source de montagne d'Écosse""]",[],?,?,?,?,?,"< 0,003","0,001",,,,"['Marks & Spencer', 'Simply M&S']",,"['Boissons', 'Eaux', 'Eaux de sources', 'Produits de montagne', 'Eaux de montagne']",,,,,,,,,,,,,2 L e,['Point Vert'],,,,,,,0.00305 g,en faible quantité,,,,-54%,-54%,0,,A,,,,"['Bouteille', 'Plastique']",,,,"['Royaume-Uni', 'Écosse']",['Marks & Spencer'],"['Royaume-Uni', 'en:Scotland']",,,
1267,Chicken Jalfrezi - Marks & Spencer,00893541,['France'],[],[],?,121,"5,3","4,1","13,6","0,5","0,2",506 kj(121 kcal),"1,2","3,8",['Marks & Spencer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,,
1268,"Sandwich au pain complet garni de saumon Fumé D Ecosse, beurre et Specialite Fromage - Marks & Spencer",00897372,['France'],[],[],?,256,"14,1","18,6","12,3","1,3","0,52",1071 kj(256 kcal),"6,6",2,['Marks & Spencer'],B,"['Sandwichs', 'Sandwichs au poisson', 'Sandwichs au saumon']",,+8%,+56%,-32%,+28%,68.6%,11.8%,7.2%,8.4%,3.1%,0.8%,78,,,14.1 g,en quantité modérée,6.6 g,en quantité élevée,2 g,en faible quantité,1.3 g,en quantité modérée,+8%,+186%,-48%,-3%,-3%,14,+162%,D,+162%,,sandwich au saumon fumé d'Ecosse et beurre,,,,,,,,,,
