,name,bar_code,brand,traceability_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,quantity,packaging,categories,labels,ingredients_origins,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,markets,manufacturing,palm_ingredients,link,brand_owner,origin_detail,producer_info
1089,Barres céréales fraise chocolat blanc - Carrefour - 125g,3560070820085,['Carrefour'],"['EMB 21231L', ""Dijon (Côte-d'Or, France)""]",['France'],"['Céréales 36,5 % [céréales riz et blé ', 'farine de riz', 'farine de blé 8,7 %', 'malt de blé', 'sucre', 'gluten de blé', 'dextrose', 'sel', ""flocons d'avoine 13,4 %]"", 'sirop de glucose', 'pépites de chocolat blanc 10 % ', 'sucre', 'beurre de cacao', 'lactose', 'poudre de lait entier', 'poudre de lait écrémé', 'émulsifiant : lécithines de soja', 'arôme vanille', 'pépites de fraises 9,5 % [sirop de fructose-glucose', 'humectant : glycérol', 'sucre', 'purée de fraise concentrée', 'fibres de blé', 'graisse de palme non hydrogénée', 'amidon de riz', 'agent gélifiant : pectine', 'acidifiants : acide citrique', 'acide malique', 'colorants : extraits de végétaux ', 'carottes et potiron', 'arôme]', 'sucre inverti', 'stabilisant : sorbitols', 'huile de tournesol', 'humectant : glycérol', 'caramel ', 'sucre', 'eau', 'sucre', 'eau', ""émulsifiant : sucro ester d'acides gras"", 'sel', 'arôme']","['Huile de palme', 'Non végétalien']",?,356,1490 kj(356 kcal),"6,8",3,"68,8","27,5","5,5","0,53","0,212",D,Barres de céréales aux pépites de chocolat blanc et aux pépites de fraises,125 g,"['Carton', 'Sachet', 'Plastique']","['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales', 'Barres de céréales au chocolat', 'Barres de céréales aux fruits', 'Barres de céréales aux fraises']",,,"['Gluten', 'Lait', 'Avoine', 'Soja']",4,6.8 g,en quantité modérée,3 g,en quantité modérée,27.5 g,en quantité élevée,0.53 g,en quantité modérée,,-8%,-9%,-30%,+9%,+4%,+2%,-11%,+52%,+52%,11,+21%,D,+21%,80.5%,10.3%,4.6%,2.5%,2.1%,0.0%,56,"['E322i - Lécithine', 'E422 - Glycérol', 'E440 - Pectines', 'E330 - Acide citrique', 'E296 - Acide malique', 'E420 - Sorbitol']",['Carrefour'],['France'],['Huile de palme'],,,,
1090,"Barres céréales - Carrefour - 125g (6x 20,83g)",3560070820245,['Carrefour'],,"['France', 'Espagne']","['Jarabe de glucosa y fructosa', 'cacahuetes tostados 28% [cacahuetes triturados', 'cacahuetes enteros]', 'copos de avena integral 12%', 'harina de trigo 8%', 'maíz 4%', 'arroz 4%', 'aceite de girasol', 'harina de arroz', 'maltodextrinas', 'sal', 'emulgente: lecitinas de girasol', 'azúcar', 'harina de malta de trigo', 'harina de malta de cebada', 'aroma natural ', 'contiene avellana', 'jarabe de azúcar caramelizado', 'extracto de malta de cebada', 'Puede contener trazas de otros frutos de cáscara', 'productos lácteos', 'productos a base de soja y granos de sésamo']",[],1876,448,1876 kj(448 kcal),19,"3,2",55,27,11,"0,54","0,216",,"Barritas de cereales 31% (copos de avena integral laminados, cereales de trigo y arroz extrusionados y tostados, copos tostados de maíz y copos tostados de arroz) con cacahuetes tostados, triturados y enteros.","125 g (6 x 20,83 g)",,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",,,"['Gluten', 'Fruits à coque', 'Arachides', 'es:Avena', 'es:avena']",4,19 g,en quantité modérée,3.2 g,en quantité modérée,27 g,en quantité élevée,0.54 g,en quantité modérée,+1%,+6%,+5%,+20%,-46%,-9%,-1%,+47%,+38%,+38%,10,-24%,C,-24%,,,,,,,,,['Carrefour'],,,,,,Fabricado en Alemania por H. & J. Brüggen KG para Interdis.
1091,La Purée à la Vitelotte - Carrefour - 80g,3560070829118,['Carrefour'],,['France'],"['Pommes de terre Bintje 73%', 'pommes de terre Vltelotte 20%', 'fleur de sel', ""concentré de carotte noire et d'hibiscus"", 'huile vierge extra', 'poivre blanc', 'poivre vert', 'poivre noir', ""émulsifiant : mono - et diglycérides d'acides gras"", ""antioxydant esters d'acides gras de l'acide ascorbique"", ' Peut contenir des traces de céleri', 'oeuf t soja', 'moutarde', 'gluten', 'lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,351,1469 kj(351 kcal),1,"0,4",77,3,"5,7","4,3","1,72",B,"Purée de pommes de terre Bintje et Vitelotte, en flocons",80 g,"['Plastique', 'Sachet']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Préparations à base de pommes de terre', 'Purées', 'Purées de pommes de terre', 'Purées de pommes de terre en flocons']",,,,4,0.25 g,en faible quantité,0.05 g,en faible quantité,0.4 g,en faible quantité,0.6 g,en quantité modérée,,+12%,+11%,-38%,-57%,+22%,+13%,-19%,+544%,+544%,2,,B,,59.9%,18.8%,8.6%,5.6%,5.0%,2.0%,90,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E304 - Acide palmityle-6-L-ascorbique']","['Carrefour Contact', 'Carrefour']",['Allemagne'],,,,,
1092,Palmiers aux zestes de citrons confits - Carrefour - 95g,3560070888276,"['Carrefour', 'Carrefour']",,"['Belgique', 'France']","['Farine de blé 55%', 'margarine ', 'graisse et huile végétales ', 'palme', 'colza', 'colorant ', "" émulsifiant : mono - et diglycérides d'acides gras"", ""correcteur d'acidité : acide citrique"", 'sirop de bêta-carotène', 'sucre', 'zestes de citron confits 3% ', 'écorce de citron 48%', 'sucre', 'glucose-fructose', 'dextrose', 'arôme naturel', 'acidifiant : acide citrique', 'miel', 'sel', 'arômes', 'poudre à lever : carbonates de sodium']","['Huile de palme', 'Non végétalien']",?,528,2209 kj(528 kcal),28,17,62,23,"5,9","1,1","0,44",D,,95 g,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits feuilletés', 'Palmiers']",,,['Gluten'],4,28 g,en quantité élevée,17 g,en quantité élevée,23 g,en quantité élevée,1.1 g,en quantité modérée,,+3%,+2%,+3%,+8%,+3%,+5%,-1%,+9%,+9%,23,-1%,E,-1%,79.4%,12.3%,3.8%,2.3%,2.3%,0.0%,59,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E500 - Carbonates de sodium']",['Carrefour'],,,,,,
1093,Mimolette vieille fabriquée en Normandie - Reflets de France - 150g,3560070888634,['Reflets de France'],"['FR 50.127.001 CE', 'Chef-du-Pont (Manche, France)']",['France'],"['Lait pasteurisé de vache origine France', 'sel', 'ferments lactiques', 'présure de veau', 'colorant : rocou', 'conservateur : nitrate de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1507,?,1507 kj(360 kcal),26,17,"1,5","1,5",31,"3,8","1,52",C,,150 g,['Plastique'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Fromages pasteurisés', 'Mimolettes vieilles', 'Fromages-du-nord-pas-de-calais']",,['France'],['Lait'],4,26 g,en quantité élevée,17 g,en quantité élevée,1.5 g,en faible quantité,3.8 g,en quantité élevée,,,-6%,-9%,-14%,+104%,+125%,-2%,+28%,+28%,19,0%,E,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"['E160b - Rocou', 'E251 - Nitrate de sodium', '', 'Risque élevé de sur-exposition']",['Carrefour'],"['Normandie', 'France']",,https://www.refletsdefrance.fr/produits/fromagerie-et-saveurs-du-terroir/au-lait-de-vache/mimolette-vieille-fabriquee-en-normandie,,,
1094,Fromage à tartiner nature - Produits blancs - 300g,3560070902378,['Produits blancs'],"['FR 22.049.001 CE', ""Créhen (Côtes-d'Armor, France)"", 'EMB 22049', ""Créhen (Côtes-d'Armor, France)""]",['France'],"['Babeurre pasteurisé ', 'contient lait', 'crème pasteurisée', 'lait écrémé pasteurisé', 'sel', 'babeurre déshydraté ', 'contient lait', 'protéines laitières', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1033,?,1033 kj(247 kcal),24,17,3,3,"5,5","1,2","0,48",D,,300 g,"['Barquette', 'Plastique']","['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages pasteurisés', 'Fromages à tartiner']",['Fabriqué en France'],,['Lait'],4,24 g,en quantité élevée,17 g,en quantité élevée,3 g,en faible quantité,1.2 g,en quantité modérée,-3%,,+5%,+15%,+21%,-11%,+1%,-34%,+3%,+3%,15,+25%,D,+25%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,
1095,A.C.E Pomme Orange Carotte  - Carrefour  - 50cl,3560070936755,['Carrefour'],,['France'],[],[],?,?,,?,,?,,?,,,,,50cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,
1096,Sauce Burger - Carrefour Discount - 836g,3560070937028,['Carrefour Discount'],,['France'],"['Eau', 'huile de colza', ""vinaigre d'alcool"", 'purée de tomates', 'sucre', ""jaune d'œuf"", 'amidon modifié de maïs', 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'antioxydant : disulfite de potassium', 'acidifiant : acide citrique', 'sel', 'oignons', 'sauce soja ', 'eau', 'fèves de soja', 'blé', 'sel', 'jus de citron concentré', 'épaississant : gomme guar', 'condiments ', 'extrait de levure', 'dextrose', 'poireau en poudre', ""extraits d'épices"", 'carottes en poudre', 'arôme', 'épices', 'arômes naturels']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1060,?,1060 kj(253 kcal),21,"1,8",13,"8,6","1,4",2,"0,8",D,Sauce condimentaire,836 g,"['Flacon', 'Plastique']","['Epicerie', 'Sauces', 'Sauces burger']",['Qualité contrôlée'],,"['Œufs', 'Gluten', 'Moutarde', 'Soja', 'Anhydride sulfureux et sulfites']",4,21 g,en quantité élevée,1.8 g,en quantité modérée,8.6 g,en quantité modérée,2 g,en quantité élevée,-35%,,-37%,-47%,-46%,+8%,-6%,+18%,+7%,+7%,13,-22%,D,-22%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,"['E14XX - Amidons modifiés', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E412 - Gomme de guar']",['Carrefour'],['Allemagne'],,,,,
1097,Taboulé oriental - Produits Blancs - 500g,3560070948758,"['Produits Blancs', 'CMI (Carrefour Marchandises Internationales)', 'Groupe Carrefour']","['FR 38.449.002 CE', 'Saint-Quentin-Fallavier (Isère, France)', 'EMB 38449A', 'Saint-Quentin-Fallavier (Isère, France)']",['France'],"['Semoule de blé dur réhydratée 69 %', 'poivrons rouges et verts`6,6 %', 'tomates 5,3 %', 'oignons 5,3 %', 'huile de colza', 'raisins secs 2,2 %', 'jus de citron à base de concentré', ""vinaigre d'alcool"", 'sel', 'sucre', 'persil 0,16 %', 'menthe douce 0,14 %', 'arôme naturel de menthe', 'conservateur : sorbate de potassium', 'poivre blanc', 'curcuma']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",741,?,741 kj(177 kcal),"5,1","0,4",27,"4,3","4,5","1,1","0,44",B,"Salade de semoule de de blé dur aux poivrons, tomates et raisins secs",500 g,"['Frais', 'Barquette', 'Plastique', 'Opercule', 'Film plastique', 'Sous atmosphère protectrice']","['Plats préparés', 'Frais', 'Plats à base de semoule', 'Plats préparés frais', 'Entrées', 'Taboulés', 'Entrées froides', 'Taboulés orientaux', 'Taboulés frais']","['Point Vert', 'Eco-Emballages', 'Qualité contrôlée']",,['Gluten'],4,5.1 g,en quantité modérée,0.4 g,en faible quantité,4.3 g,en faible quantité,1.1 g,en quantité modérée,+3%,,+3%,-21%,-42%,+19%,+11%,+1%,+16%,+16%,2,+8%,B,+8%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Carrefour market', 'Carrefour']","['Martinet (Filiale FPM) - 24 Rue du Limousin - Zone Industrielle - 38070 Saint-Quentin-Fallavier', 'Isère', 'Rhône-Alpes', 'France']",,,,,
1098,Cake Muesli - Carrefour - 220g e,3560070959419,['Carrefour'],,['France'],"['Farine de blé', 'œufs frais', 'sucre', 'huile de colza', 'stabilisants : glycérol et sorbitols', 'sirop de glucose', 'abricots secs 4,7% ', ""équivalent 18% d'abricots"", ' ', 'contient conservateur : anhydride sulfureux', 'graines de lin brun', 'lait entier en poudre', 'noisettes hachées 2%', 'amidon modifié de maïs', 'graines de tournesol', ""flocons d'avoine"", 'poudres à lever : diphosphates et carbonates de sodium', ""émulsifiant : mono - et diglycérides d'acides gras"", 'arôme', 'sel', 'graines de pavot', 'conservateur : sorbate de potassium', 'acidifiant : acide citrique']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",1767,?,1767 kj(422 kcal),22,"2,4",48,23,"7,1","0,9","0,36",C,Cake au muesli (12%) avec abricots secs et noisettes,220 g e,"['Carton', 'Plastique', 'Boîte', 'Sachet']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Cakes aux fruits']","['Labels de distributeurs', 'Point Vert']",,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Avoine', 'Anhydride sulfureux et sulfites']",4,22 g,en quantité élevée,2.4 g,en quantité modérée,23 g,en quantité élevée,0.9 g,en quantité modérée,+9%,,+8%,+43%,-46%,-15%,-31%,+47%,+53%,+53%,12,-28%,D,-28%,76.8%,12.1%,5.7%,2.8%,2.6%,0.0%,65,"['E422 - Glycérol', 'E420 - Sorbitol', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",['Carrefour'],,,,,,
1099,Poivron rouge - Carrefour - 290g 225g 314ml,3560070968831,['Carrefour'],,"['France', 'Espagne']","['Pimientos del Piquillo', 'agua', 'azúcar', 'acidulante: ácido cítrico', 'endurecedor: cloruro cálcico']","['Sans huile de palme', 'Végétalien', 'Végétarien']",163,39,163 kj(39 kcal),"0,5",0,"6,3","6,1","1,3","0,25","0,1",B,"Pimientos del Piquillo enteros, asados y pelados, bajo contenido de sal. Categoría Extra.",290 g 225 g 314 ml,['Cristal'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Poivrons', 'Poivrons en conserve', 'Poivrons rouges en conserve']",,,,4,0.5 g,en faible quantité,0 g,en faible quantité,6.1 g,en quantité modérée,0.25 g,en faible quantité,,0%,+3%,+52%,-100%,+16%,+38%,+45%,-59%,-59%,-5,,A,,67.3%,0.0%,0.0%,14.4%,14.9%,3.3%,96,"['E330 - Acide citrique', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']",['Carrefour'],,,,,Este producto se fabrica a partir de pimientos cultivados en Perú.,Importado de Perú por CAMPOS DEL PACIFICO SL - RGSEAA 40.00155/BI para Interdis.
1100,Aromatisé saveur fraise - Carrefour - 500g (4x 125g),3560070971787,['Carrefour'],['ES 15.00008/S CE'],['France'],"['Lait entier', 'sucre 7,8%', 'crème', 'lait écrémé en poudre', 'arôme naturel', 'lactase', 'ferments lactiques', 'colorant : carmins']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",376,90,376 kj(90 kcal),"3,5","2,3",11,11,"3,2","0,1","0,04",B,"Spécialité laitière sucrée et aromatisée saveur fraise, moins de 0,01% de lactose.",500 g (4 x 125 g),,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aromatisés', 'Yaourts sans lactose']",['Sans lactose'],,['Lait'],4,3.5 g,en quantité modérée,2.3 g,en quantité modérée,11 g,en quantité modérée,0.1 g,en faible quantité,,+11%,+11%,+30%,+40%,+14%,+23%,-13%,-5%,-5%,4,+203%,C,+203%,58.5%,18.6%,8.7%,7.9%,5.0%,1.4%,92,['E120 - Acide carminique'],['Carrefour'],,,,,,Fabriqué par RGSEAA 15.00008/S pour Interdis
1101,Bifidus - Carrefour,3560071012335,['Carrefour'],,['France'],[],[],?,87,364 kj(87 kcal),"0,5","0,1",17,17,"4,1","0,1","0,04",,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts au Bifidus']",,,,,0.5 g,en faible quantité,0.1 g,en faible quantité,17 g,en quantité élevée,0.1 g,en faible quantité,,+6%,+5%,-83%,-95%,+63%,+68%,+11%,-19%,-19%,2,+31%,B,+31%,,,,,,,,,['Carrefour'],,,,,,
1102,Xtrem chocolat noir - Carrefour - 400g,3560071013219,['Carrefour'],,['France'],"['Semoule de riz 20%', 'sucre', 'farine de  blé 17%', ""farine d'avoine 13%"", 'chocolat en poudre 8% ', 'sucre', 'cacao en poudre', 'matières grasses végétales ', 'tournesol', 'coco', 'cacao maigre en poudre', 'inuline', 'chocolat noir 2,8% ', 'cacao maigre en poudre', 'pâte de cacao', 'sucre', 'farine de blé complet 2,4%', 'lait écrémé en poudre', 'sel', 'antiagglomérant : carbonate de calcium', 'émulsifiant : lécithines de tournesol', 'arôme', 'antioxydant : extrait riche en tocophérols']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,448,1874 kj(448 kcal),13,"3,1",73,29,"6,3","0,59","0,236",C,,400 g,"['boîte en carton', 'sachet plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,,"['Gluten', 'Lait', 'Avoine']",4,13 g,en quantité modérée,3.1 g,en quantité modérée,29 g,en quantité élevée,0.59 g,en quantité modérée,,+12%,+12%,+49%,+41%,+9%,+74%,-32%,+65%,+65%,11,+104%,D,+104%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,"['E170i - Carbonate de calcium', 'E322i - Lécithine', 'E306 - Extrait riche en tocophérols']",['Carrefour'],,,,,,
1103,NOIR 80% Cacao - Carrefour Sélection - 80g,3560071016128,"['Carrefour Sélection', 'Carrefour']","['EMB 61486A', 'Tinchebray (Orne, France)']",['France'],"['Pâte de cacao*', 'sucre', 'beurre de cacao', 'arôme naturel de vanille', 'cacao : 80% minimumpeut contenir des traces de fruits à coque', 'de céréales contenant du gluten et de lait', '* fèves de cacao provenant du programme transparence cacao']",[],2575,622,2575 kj(622 kcal),51,31,26,20,"9,5","0,5","0,2",E,Chocolat noir,80 g,['Carton'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,['Fruits à coque'],4,51 g,en quantité élevée,31 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en quantité modérée,+13%,+12%,+11%,+29%,+34%,-33%,-37%,+24%,+971%,+971%,18,-15%,D,-15%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,['Carrefour'],,,,,,Fabriqué en France par EMB 61486A pour Interdis
1104,"Mini Tarte Lentilles, Poireaux, Carottes, Kasha - Carrefour veggie - 300g (2x150)",3560071016326,['Carrefour veggie'],,['France'],"['Garniture 53,3% : lentilles marron 23% ', 'lentilles', 'eau', 'sel', 'crème fraîche', 'légumes 10% ', 'poireaux 3,7%', 'carottes 3,3%', 'champignons 3,3% [bolets jaunes ', 'Boletus luteus', 'cèpes ', 'Boletus edulis', 'aereus', 'reticu/atus', 'pinico/a', 'Pholiotes ', 'Pholiota mutabilis', 'Shiitaké ', 'Lentinus edodes', ' ', 'contient sulfites', 'Lactaires ', 'Lactarius deliciosus', 'l', 'oignons', 'kasha 2%', 'vin blanc', 'sel', 'échalote', 'amidon de riz', 'poivre', ' Pâte 46,7 % : farine de blé', 'eau', 'farine de châtaigne 6%', 'huile de colza', 'sel', ' Pourcentages exprimés sur le produit fini', "" Peut contenir des traces d'?ufs"", 'de moutarde', 'de céleri et de fruits à coque']","['Non végétalien', 'Végétarien']",?,222,929 kj(222 kcal),"9,33",3,"27,33","3,4","5,6","1,14","0,456",,,300g (2x150),['Surgelé'],"['Surgelés', 'Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas et tartes surgelées', 'Tartes salées surgelées']",['Végétarien'],,"['Lait', 'Anhydride sulfureux et sulfites']",3,9.33 g,en quantité modérée,3 g,en quantité modérée,3.4 g,en faible quantité,1.14 g,en quantité modérée,,-6%,-5%,-27%,-54%,+26%,+9%,-20%,+20%,+20%,3,-71%,C,-71%,,,,,,,,,['Carrefour'],,,,,,
1105,Muffins Pepites De Chocolat - Carrefour,3560071018481,['Carrefour'],,['France'],[],[],?,259,1084 kj(259 kcal),?,"2,2",?,"6,6",10,"0,79","0,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,
1106,Lait  stérilisé  uht Demi écrémé - carrefour,3560071033033,['Carrefour'],,['France'],[],[],?,?,,?,,?,,?,,,D,,,,"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",,,,,,,,,,,,,,,,,,,,,,,,,,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,['Carrefour'],,,,,,
1107,Barre de cereales - Carrefour,3560071097189,['Carrefour'],,['France'],[],[],?,411,1720 kj(411 kcal),11,"6,4",70,34,"5,5","0,44","0,176",,,,,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",,,,,11 g,en quantité modérée,6.4 g,en quantité élevée,34 g,en quantité élevée,0.44 g,en quantité modérée,,-3%,-3%,-30%,+7%,+16%,+25%,-26%,+13%,+13%,19,+44%,E,+44%,,,,,,,,,['Carrefour'],,,,,,
1108,Roquefort - Carrefour,3560071133207,['Carrefour'],"['FR 12.203.022 CE', 'Roquefort-sur-Soulzon (Aveyron, France)']",['France'],[],[],?,368,1540 kj(368 kcal),32,24,1,0,19,"3,2","1,28",D,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages à pâte persillée français', 'Fromages de brebis', 'Roqueforts']",,,,,32 g,en quantité élevée,24 g,en quantité élevée,0 g,en faible quantité,3.2 g,en quantité élevée,,+0%,+1%,+0%,+8%,+53%,-100%,-2%,-10%,-10%,19,0%,E,0%,88.4%,4.4%,2.4%,3.1%,1.4%,0.4%,44,,['Carrefour'],,,,,,
1109,tartiflette au reblochon - label rouge - 300g,3560071138271,['label rouge'],,['France'],"['pommes de terre 52', '5%', 'REBLOCHON de Savoie AOP 20% ', 'LAIT cru de vache', 'sel', 'ferments LACTIQUES', 'presure', 'colorant de croute : rocou', 'lardons cuits fumes 10% ', 'poitrine de porc 9', '5%', 'sel', 'dextrose', 'acidifiant : acide citrique', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium', 'oignons 6', '7%', 'CREME fraiche pasteurisee', 'eau', 'fecule de pomme de terre', 'sel', 'poivre', ' Peut contenir des traces de gluten', 'oeufs', 'poissons', 'mollusques', 'crustaces', 'moutarde', 'celeri', 'fruits a coque', 'soja']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,168,703 kj(168 kcal),10,"6,7",11,"0,8",7,"0,75","0,3",C,,300 g,['Plastique'],"['Plats préparés', 'Gratins', 'Gratins de pomme de terre', 'Tartiflettes']",['Label Rouge'],,['Lait'],4,10 g,en quantité modérée,6.7 g,en quantité élevée,0.8 g,en faible quantité,0.75 g,en quantité modérée,,+14%,+18%,+22%,+46%,+4%,-21%,+27%,+2%,+2%,10,+81%,C,+81%,68.3%,16.4%,4.8%,5.7%,2.8%,2.0%,73,"['E160b - Rocou', 'E330 - Acide citrique', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Carrefour'],,,,,,
1110,"Epicerie / Condiments, Aides Culinaires / Fleurs D'épices - Aromandise",3560467790793,['Aromandise'],,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'AT-BIO-301', 'Agriculture UE/Non UE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,Epicerie / Thé Bio Et équitable / Thé Vert - Aromandise,3560468793045,['Aromandise'],,['France'],"['UNE VERDEUR FLEURIE ET DOUCE EN BOUCHE', 'UNE INFUSION COULEUR JAUNE LYOR', ' LE THE VERT A DES PROPRIETES STIMULANTES ET TONIFIANTES QUI CONTRIBUENT À RESISTER À LA FATIGUE PHYSIQUE ET MENTALE', "" UNE INFUSION CONVIVIALE DU MATIN L'APRÈS MIDI"", ' SUGGESTIONS DUTIUSATION: A boire sans sucre après 3 minutes diinfusion', ' Une deuxième infusion du I même thé est possible', ' THÉVERT""FRAPPÉH: faire infuser au frigo 1/ 2h dans un récipient d\'eau fermé', ""ou ajouter des glaçons après t infu THÉVERTCRÉATIF: Ajouter une pincée de cristaux d'huile essentielle diagrumest de bergamote directement dans votre tasse"", ' ATABLE: Pour accompagner des pâtisseries', 'des I sushis et autres poissons', ""des plats de riz INGRÉDIENTS'"", ' Camellia sinensis* premières feuilles de thé vert', 'oxydation stoppée par chaleur sèche', 'simplement roulé', "" *Produit issu de l'agriculture biologique""]","['Non végétalien', 'Non végétarien']",?,2,8 kj(2 kcal),"0,001",0,"0,001",0,"0,1","0,002","0,001",B,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['Poisson'],,,,,,,,,,,-78%,-78%,-98%,-100%,-100%,-100%,-41%,-81%,-81%,1,-75%,B,-75%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,
