,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,labels,packaging,categories,ingredients_origins,manufacturing,traceability_code,additives,eco_score,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,generic_name,link,palm_ingredients,brand_owner
79,La mûre de France - La Grande Epicerie de Paris - 300g,3346041395284,['La Grande Epicerie de Paris'],['France'],"['Mûres de France', 'sucre de canne', 'gélifiant : pectine de fruits', 'acidifiant : acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,196,820 kj(196 kcal),0,0,46,45,"0,6",0,0,300 g,['Fabriqué en France'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de mûres']",,,,"['E440 - Pectines', 'E330 - Acide citrique']",C,,4,0 g,en faible quantité,0 g,en faible quantité,45 g,en quantité élevée,0 g,en faible quantité,,-16%,-15%,-100%,-100%,-17%,-15%,+1%,-100%,-100%,9,-9%,C,-9%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,
80,Schweizer,4016435001686,['Schweizer'],['France'],[],[],?,?,,?,,?,,?,,,,"['Bio', 'Bio européen', 'DE-ÖKO-021']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,3419466223903,3419466223903,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,3760280000066,3760280000066,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Choux Rouge - Carrefour - 190g,0208632009846,['Carrefour'],['France'],[],[],?,?,,?,,?,,?,,,190g,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes-feuilles', 'Choux cabus', 'Chou rouge']",,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,59.0%,0.0%,0.0%,14.5%,17.3%,9.2%,96,['Carrefour'],,,,
84,Bol tiramisu -  - 0.500kg,3662517058027,,['France'],[],[],?,259,1084 kj(259 kcal),19,12,18,13,"3,86","0,06","0,024",0.500 kg,,,"['Produits laitiers', 'Desserts', 'Biscuits et gâteaux', 'Desserts lactés', 'Pâtisseries', 'Tiramisu']",,,,,E,,,19 g,en quantité modérée,12 g,en quantité élevée,13 g,en quantité élevée,0.06 g,en faible quantité,,-2%,-1%,+60%,+51%,-44%,-39%,-7%,-66%,-66%,15,+9%,D,+9%,84.5%,12.9%,0.8%,1.3%,0.4%,0.1%,11,,,,,
85,Comté - Jura Flore,2285475032345,['Jura Flore'],['France'],"['lait cru', 'ferments lactiques ', 'lait', 'sel', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,418,1749 kj(418 kcal),35,23,0,0,27,"0,9","0,36",,"['Bio', 'Bio européen', 'AOP', 'AB Agriculture Biologique']",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,"['FR 39.434.001 CE', 'Poligny (Jura, France)']",,C,['Lait'],3,35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,,+5%,+6%,+7%,+6%,-100%,-100%,+7%,-8%,-8%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,
86,moutarde Reims ancienne - Clovis France - 1,3077314750096,['Clovis France'],['France'],"['Eau', 'Graines de vina gre de vin 25%', 'sel']",[],?,?,,?,,?,,?,,,1,,['pot 90 g'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['France'],['Reims'],,,A,,3,,,,,,,,,,,,,,,,,,,,,,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,['la grande épicerie de Paris'],,,,
87,domaine de petit coteau - vouvray - 750ml,3760078216280,['Vouvray'],['France'],[],[],?,?,,?,,?,,?,,,750 ml,['Bio'],['Bouteille'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vouvray']",['France'],,,,C,,,,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,
88,3360410002009,3360410002009,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,"['FR 89.373.001 CE', 'Saligny (Yonne, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,3760050590094,3760050590094,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2 pains au chocolat - Aldi,26004402,['Aldi'],['France'],[],[],?,460,1925 kj(460 kcal),25,16,49,13,"9,2","1,02","0,408",,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,,,,D,,,25 g,en quantité élevée,16 g,en quantité élevée,13 g,en quantité élevée,1.02 g,en quantité modérée,,+16%,+16%,+14%,+20%,+16%,+8%,+28%,+13%,+13%,21,+7%,E,+7%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,
91,6938595300332,6938595300332,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Bibalakass assaisonné-fromage blanc fermier - Ferme MOTSCH GOLLENTZ - 25cl,3770002834411,['Ferme MOTSCH GOLLENTZ'],['France'],"['Lait entier pasteurisé', 'ciboulette', 'ail', 'sel', 'poivre ferments', ' M', 'G: Au lait entier SANS OGM']",['Non végétalien'],?,?,,?,,?,,?,,,25cl,,['Pot'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",['Alsace'],['Ferme'],"['FR 68.251.003 CE', 'Osenbach (Haut-Rhin, France)', 'FR 68.251.003 CE', 'Osenbach (Haut-Rhin, France)']",,D,,3,,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Magasin de la Ferme'],,,,
93,3D meerkats - Fini,8410525230639,['Fini'],['France'],[],[],?,332,1389 kj(332 kcal),0,0,78,56,5,"0,1","0,04",,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Nouilles Noodle,8936046155225,,['France'],[],[],?,368,1540 kj(368 kcal),"3,9","1,6","68,1","2,8","15,2","0,386","0,154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Gelée Corse Extra de Myrte,3760036842544,,['France'],[],[],?,?,,?,,?,,?,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Curlywurly - Cadbury,7622210288226,['Cadbury'],['France'],[],[],?,453,1895 kj(453 kcal),18,"9,5",70,49,"3,1","0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Paupiette de dinde,2142436002864,,['France'],[],[],?,203,849 kj(203 kcal),14,"4,7",0,0,20,"0,96","0,384",,,,,,,"['FR 56.257.001 CE', 'Trinité-Porhoët (Morbihan, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Noir Orange - Côte d'Or - 130g,3612272722121,"[""Côte d'Or""]",['France'],"['Sucre', 'pâte de cacao', 'sirop glucose,fructose', 'glycérol', ' purée de pommes concentrées', 'beurre de cacao,huile palme', ""fibres de blé,jus d'orange"", 'pectine', 'agar-agar', 'acide citrique', ' sirop de sucre inverti', 'lécithine de soja et tournesol', 'bêta carotène', 'fruits à coques']","['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",1809,?,1809 kj(432 kcal),19,11,63,47,"2,4","0,06","0,024",130 g,['Cocoa Life'],"['Métal', 'Aluminium', 'Carton', 'Tablette']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats fourrés', ""Chocolats noirs à l'orange"", 'Chocolats noirs fourrés']",,['Belgique'],,"['E422 - Glycérol', 'E440 - Pectines', 'E406 - Agar-agar', 'E330 - Acide citrique', 'E322i - Lécithine', 'E160ai - Bêta-carotène']",C,"['Gluten', 'Fruits à coque', 'Soja']",4,19 g,en quantité modérée,11 g,en quantité élevée,47 g,en quantité élevée,0.06 g,en faible quantité,-17%,,-18%,-45%,-47%,+45%,+26%,-64%,+54%,+54%,20,-7%,E,-7%,74.2%,16.2%,3.8%,4.7%,1.1%,0.0%,62,,Noir Orange,,,
99,Saucisses de poulet,2300020004100,,['France'],[],[],?,215,900 kj(215 kcal),"16,7","4,9","0,1","0,1","12,9","2,5",1,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Volailles', 'Poulets', 'Saucisses de volaille', 'Saucisses de poulet']",,,,,E,,,16.7 g,en quantité modérée,4.9 g,en quantité modérée,0.1 g,en faible quantité,2.5 g,en quantité élevée,,+4%,+4%,+8%,+12%,-95%,-85%,-4%,+30%,+30%,16,+25%,D,+25%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,,,,
100,Pizza XXL,89927410,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Nina's Apple juice,5060333540593,,['France'],[],[],?,48,201 kj(48 kcal),0,0,12,11,"0,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Comté,2481231029455,,['France'],[],[],?,418,1749 kj(418 kcal),35,23,"0,001",0,27,"0,9","0,36",,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,"['FR 39.434.001 CE', 'Poligny (Jura, France)']",,D,,,35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,,+5%,+6%,+7%,+6%,-100%,-100%,+7%,-8%,-8%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,
103,Boule chocolat,3496531200472,,['France'],[],[],?,306,1280 kj(306 kcal),13,7,42,28,"3,5","0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Moelleux nature bii - Jock,3107400001280,['Jock'],['France'],[],[],?,381,1594 kj(381 kcal),17,11,53,32,"4,1","0,9","0,36",,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Épeautre 3 graines,2243125958513,,['France'],[],[],?,455,1904 kj(455 kcal),20,"2,9",48,"1,3",16,2,"0,8",,"['Bio', 'Point Vert', 'Fabriqué en Allemagne']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Dark Chocolate,5000254020415,,['France'],[],[],?,506,2117 kj(506 kcal),29,18,50,45,"6,5","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Monbazillac - Chateau haut Bernasse - 75cl,3292146119174,['Chateau haut Bernasse'],['France'],[],[],?,?,,?,,?,,?,,,75cl,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Brocolis prets a cuire - Florette,3280222911163,['Florette'],['France'],[],[],?,?,,?,,?,,?,,,,['Sans conservateurs'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Brocolis']",,,"['EMB 50267', 'Lessay (Manche, France)']",,B,,,,,,,,,,,,,,,,,,,,,,,,,67.2%,0.0%,0.0%,13.2%,18.9%,0.6%,98,,,,,
109,Citrons confits aux deux chocolats - Saveurs & Chocolats - 150g,3389750014206,['Saveurs & Chocolats'],['France'],"['INGREDIENTS Chocolat noir 45% ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithine de SOJA', 'arôme naturel de va nille', 'chocolat blanc 27% ', 'sucre', 'beurre de cacao', 'poudre de LAIT écrémé', 'matière grasse LAITIERE anhydre', 'émulsifiant: lécithine de SOJA', 'arôme naturel de vanille', 'écorces de citrons confits 14,5% ', 'écorce de citron', 'sirop de glucose-fructose', 'sucre', ""correcteur d'acidté: E330"", 'conservateur: ANHYDRIDE SULFUREUX', ""pâte d'amande 10% "", 'AMANDES', 'sucre', ""stabilisants: sorbitol et gomme d'acacia"", ""huile essentielle d'amande amèrel"", ""agents d'enrobage: gomme d'acacia et gomme laque"", 'rhum', 'huile essentielie de citror', 'colorant : E102']","['Non végétalien', 'Non végétarien']",?,499,2088 kj(499 kcal),27,15,15,15,6,"0,135","0,054",150 g,['Fabriqué en France'],,,,,,"['E322i - Lécithine', 'E330 - Acide citrique', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E420 - Sorbitol', ""E414 - Gomme d'acacia"", 'E904 - Gomme-laque', 'E102 - Tartrazine']",,"['Lait', 'Fruits à coque', 'Soja', 'Anhydride sulfureux et sulfites']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Beignets Parfum Chocolat Noisette - 700g,0260587019356,,['France'],[],[],?,394,1648 kj(394 kcal),19,"2,1",48,19,"6,7","0,7","0,28",700 g,,,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,,,,,,,19 g,en quantité modérée,2.1 g,en quantité modérée,19 g,en quantité élevée,0.7 g,en quantité modérée,,+11%,+11%,+20%,-39%,+6%,+17%,+6%,-5%,-5%,13,+8%,D,+8%,,,,,,,,,,,,
111,sirop d érable pur -,0706558700842,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Melange pour cocktail punch caraibes - Quai Sud,3662051006515,['Quai Sud'],['France'],[],[],?,420,1757 kj(420 kcal),12,7,76,57,1,"0,125","0,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Pizza basque,0201074051824,,['France'],[],[],?,313,1310 kj(313 kcal),15,"6,8",30,6,14,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,sirop érable - canadien mapple deligts - 250ml,0055526080135,['canadien mapple deligts'],['France'],[],[],?,?,,?,,?,,?,,,250 ml,,['bouteille verre'],['Sirop érable'],['Canada'],['Plessisville'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Sucettes caramel beurre salé,3760009685109,,['France'],[],[],?,395,1653 kj(395 kcal),1,"0,7",94,72,"2,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,3155250349748,3155250349748,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Cocktail d'olives (Piquantes) - L'Oulibo - 700gr,3548670002605,"[""L'Oulibo""]",['France'],[],[],?,?,,?,,?,,?,,,700gr,['Fabriqué en France'],['Bocal verre'],,['France'],['11120 Bize-Minervois'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Coopérative l'Oulibo""]",,http://www.loulibo.com,,
118,P'tit beurre breton cacao,,,['France'],[],[],?,535,2238 kj(535 kcal),"27,2","11,8","65,9","38,2","5,4","0,41","0,164",,,,,,,"['EMB 56237A', 'Saint-Thuriau (Morbihan, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Jus - tropicana - 1,6191503208223,['Tropicana'],"['France', 'Tunisie']",['eau sucre'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,53,222 kj(53 kcal),"0,1","0,1",13,"0,1","0,1",0,0,1,,,['Jus'],,,,,,,1,0.1 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,,+23%,+25%,-35%,+240%,+33%,-99%,-67%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,,,,
120,Papillotes Spécial Poêle Poulet aux herbes de Provence - Maggi - 4feuilles de cuisson,7613034904218,['Maggi'],['France'],"['27,0 | 54 % 87g | 21', '9 1', '0 g 117% g teines Service consom Nestlié France t 77446 Marne - Sel ne escalope de poulet par personne', ' Apport de Reference pour un adulte-type ', '8400 kJ/ Ce produit permet de préparer 4 portions s à adapter pour les enfants selon leur age', ' NUTRITIONAL COM BReq', 'Trademark o des Pr call Nestl ONNEMENT DESHYDRATE AU PAPRIKA SUR PAPIER CUISSON ENTSDE LA RECETTE : Huile de palme non hydrogénée', 'sel', 'paprika 16%', 'huile de tournesol aromes bl e citrique']",['Huile de palme'],?,435,1820 kj(435 kcal),"34,9","14,4","13,4","6,9","8,7",0,0,4 feuilles de cuisson,['Sans colorants'],['Lot de 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],
121,Prontosugo alle olive nere,8056646752065,,['France'],[],[],?,97,406 kj(97 kcal),7,"1,5",6,1,"2,5","0,8","0,32",,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Bon de réduction - Carrefour,2072018087944,['Carrefour'],['France'],[],[],?,12,50 kj(12 kcal),12,12,12,12,12,12,"4,8",,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,
123,Biscuit a la crème d'érable,0771098002442,,['France'],[],[],?,120,502 kj(120 kcal),5,2,16,8,1,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Chupa chups,8410031958225,['Chupa Chups'],['France'],[],[],?,384,1607 kj(384 kcal),"0,2","0,2",94,82,0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,prince - lu - 300g,03966404,['Lu'],['France'],[],[],?,45,188 kj(45 kcal),17,"5,6",69,32,"6,4","0,58","0,232",300 g,,['Paquet'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits fourrés']",,,,,C,,,17 g,en quantité modérée,5.6 g,en quantité élevée,32 g,en quantité élevée,0.58 g,en quantité modérée,,-90%,-90%,-11%,-34%,+3%,-3%,+10%,+5%,+5%,10,-49%,C,-49%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,
126,Pur jus pomme - 25cl,3760262530000,,['France'],['Jus de pomme'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,25cl,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-07']",['Bouteille verre'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",,['Ste Juliette - Tarn et Garonne'],,,B,,1,,,,,,,,,,,,,,,,,,,,,,,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,
127,Biere - BRASSERIE MIRA - 1,3760259620035,['BRASSERIE MIRA'],['France'],[],[],?,?,,?,,?,,?,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Jus de Pomme Framboise Pétillant - Ferme de la Belle Fontaine - 75cl,3770007712059,['Ferme de la Belle Fontaine'],['France'],[],[],?,?,,?,,?,,?,,,75 cl,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme', 'Jus de pomme pétillants']",,,"['EMB 74298', 'Vétraz-Monthoux (Haute-Savoie, France)', 'EMB 74289B', 'Vallières (Haute-Savoie, France)']",,C,,,,,,,,,,,,,,,,,,,,,,,,,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,
129,Cakes chocolat - Les Ateliers Tasty - 300g,3770000459050,['Les Ateliers Tasty'],['France'],[],[],?,477,1996 kj(477 kcal),20,"3,4",63,24,"9,9","0,07","0,028",300g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Soft panko -,4902915405603,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"cuisses de poulet - Loué - 0,554kg",0217823038114,['Loué'],['France'],[],[],?,?,,?,,?,,?,,,"0,554kg",['Label Rouge'],['Barquette'],"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet', 'Viande fraîche de poulet']",,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['carrefour marcket'],,,,
132,L'oeuf de nos village Parole d’Éleveurs Format familial - Oeuf De Nos Villages - ODNV - 24oeufs,3414280060246,['Oeuf De Nos Villages - ODNV'],['France'],[],[],583,140,583 kj(140 kcal),"9,8","2,6","0,3","0,3",13,"0,31","0,124",24 oeufs,"['Oeufs de France', 'PME+']",['Boite'],"[""Produits d'élevages"", 'Œufs']",,,,,D,['Œufs'],,9.8 g,en quantité modérée,2.6 g,en quantité modérée,0.3 g,en faible quantité,0.31 g,en quantité modérée,-1%,+6%,+5%,+4%,+8%,-56%,-38%,+6%,+18%,+18%,-1,,A,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,Oeufs frais,http://www.oeufdenosvillages.fr/,,
133,Champagne - GAMET,3760236580062,['GAMET'],['France'],[],[],?,?,,?,,?,,?,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins effervescents', 'Champagnes']",,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,
134,2663411004845,2663411004845,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Vin de bourgogne - Chatel-Buis - 75cl,3330541302101,['Chatel-Buis'],['France'],['Raisin'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,75 cl,,['bouteille en verre'],"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Ananas tranche,2600125013121,,['France'],[],[],?,376,1573 kj(376 kcal),0,0,93,77,0,"0,73","0,292",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Ananas']",,,,,B,,,0 g,en faible quantité,0 g,en faible quantité,77 g,en quantité élevée,0.73 g,en quantité modérée,,+288%,+303%,-100%,-100%,+372%,+348%,-100%,+836%,+836%,12,,D,,37.7%,0.0%,0.0%,33.4%,15.9%,13.1%,95,,,,,
137,Nectar abricot - Le Pressoir des Pyrénées - 75cl,3760227110025,"['Le Pressoir des Pyrénées', 'Si Bio']",['France'],"[""Purée d'abricot* "", '55 %', 'eau', 'sucre non-raffiné ', 'Teneur minimum en fruits : 55%', "" 100% des ingrédients d'origine agricole sont issus de l'Agriculture Biologique""]",[],?,58,243 kj(58 kcal),"0,1","0,1","13,8",13,"0,4",0,0,75 cl,"['Bio', 'Bio européen', 'FR-BIO-10']",,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', ""Nectars d'abricot""]",,,,,C,,1,0.1 g,en faible quantité,0.1 g,en faible quantité,13 g,en quantité élevée,0 g,en faible quantité,,+9%,+9%,-48%,+168%,+11%,+10%,+7%,-100%,-100%,16,+5%,E,+5%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,
138,Cookies cœur chocolat,51641665,,['France'],[],[],?,526,2201 kj(526 kcal),28,15,60,37,"6,7","0,66","0,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,07058213,07058213,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Coriandre fraiche,3760202650119,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Frais', 'Herbes aromatiques', 'Aliments à base de plantes frais', 'Produits de coriandre', 'Plantes aromatiques fraîches', 'Feuilles de coriandre', 'Feuilles de coriandre fraîche']",,,"['EMB 66008B', 'Argelès-sur-Mer (Pyrénées-Orientales, France)']",,B,,,,,,,,,,,,,,,,,,,,,,,,,54.7%,0.0%,17.4%,16.5%,8.4%,3.0%,95,,,,,
141,Vin de Bordeaux - Michel delbary,3660989197800,['Michel delbary'],['France'],[],[],?,?,,?,,?,,?,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux']",['France'],,,,C,,,,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,
142,Cocktail pomme fraise,3770004734405,,['France'],[],[],?,42,176 kj(42 kcal),"0,1","0,01","9,9","9,2","0,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,K Cook Multi - Kenwood,5011423177007,['Kenwood'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,8436038265180,8436038265180,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Planta Fin,29715121,['Planta Fin'],['France'],[],[],?,?,,?,,?,,?,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
