,name,bar_code,quantity,brand,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,packaging,categories,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,ingredients_origins,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,origin_detail,producer_info,manufacturing,palm_ingredients,link,brand_owner
20,Yaourt à la grecque myrtille & muesli -,3560071096977,,,,,['France'],[],[],?,165,690 kj(165 kcal),"9,1","5,1",13,0,9,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts aux céréales', 'Yaourts à la grecque', 'Yaourts sur lit de fruits']",,,,9.1 g,en quantité modérée,5.1 g,en quantité élevée,0 g,en faible quantité,0.1 g,en faible quantité,,+40%,+41%,+139%,+152%,-14%,-100%,+104%,"0,1",-19%,"0,04",-19%,2,+27%,B,+27%,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-10']",,B,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,,,,
21,Boulettes boeuf boulgour et légumes - Carrefour - 325g,3560071097271,325g,['Carrefour'],"['EMB 22182', ""Plélo (Côtes-d'Armor, France)""]",['Carrefour'],['France'],"['Eau', 'produit à base de viande de bæuf cuit 18,5% ', 'viande bovine 12,3%', ""blanc d'œuf"", 'chapelure ', 'farine de blé', 'sel', 'oignons', 'épices', 'sel', 'herbes aromatiques', 'huile de tournesol', 'courgette 15,9%', 'boulgour ', 'blé dur concassé', ' 14%', 'crème fraîche 10%', 'épinards 5,9%', 'persil', 'oignons', 'coriandre 0,9%', 'basilic', 'amidon de maïs', 'sel', ""huile d'olive vierge extra"", 'ail', 'zeste de citron', 'poivre', ' Peut contenir des traces de mollusques', 'crustacés', 'poisson', 'soja', 'céleri', 'moutarde', 'fruits à coque et graines de sésame']","['Non végétalien', 'Non végétarien']",?,136,569 kj(136 kcal),6,"3,1","8,6","1,1",11,['Film en plastique'],"['Surgelés', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats préparés surgelés']",,"['Œufs', 'Gluten', 'Lait']",3,6 g,en quantité modérée,3.1 g,en quantité modérée,1.1 g,en faible quantité,0.8 g,en quantité modérée,,-9%,-9%,-14%,+19%,-34%,-47%,+63%,"0,8",+5%,"0,32",+5%,1,-59%,B,-59%,"['Viande Française', 'Viande Bovine Française', 'Fabriqué en France', 'Sans conservateurs']",,,,,,,,,,,,,,,,
22,Gratin de pomme de terre poulet et champignons - Carrefour,3560071097325,,['Carrefour'],"['EMB 22182', ""Plélo (Côtes-d'Armor, France)""]",['Carrefour'],['France'],"['Pommes de terre cuites 34,6%', 'eau', 'viande de poulet 15,3%', 'champignons de Paris 13,6%', 'crème fraîche 8,2%', 'emmental 6,5%', 'lait écrémé en poudre', 'oignon', 'amidon modifié de maïs', 'beurre', 'sel', 'persil 0,05%', 'huile de tournesol', 'poivre blanc']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,114,477 kj(114 kcal),"5,1","3,1","8,6","2,2","7,9",,"['Plats préparés', 'Produits à la viande', 'Gratins', 'Plats préparés à la viande', 'Gratins de pomme de terre', 'Plats à la volaille', 'Plats au poulet']",['E14XX - Amidons modifiés'],['Lait'],4,5.1 g,en quantité modérée,3.1 g,en quantité modérée,2.2 g,en faible quantité,0.83 g,en quantité modérée,,-14%,-12%,-27%,-24%,-23%,+40%,+87%,"0,83",+15%,"0,332",+15%,2,-61%,B,-61%,,,D,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,,,,,
23,Cassolettes de noix de saint jacques à la fondue de poireaux,3560071097523,,,,,['France'],[],[],?,113,473 kj(113 kcal),"6,5",4,5,"1,7",8,,,,,,,,,,,,,,,,,,,,,,"0,95",,"0,38",,,,,,,,,,,,,,,,,,,,,,
24,Écrasé de pommes de terre cuisiné à la coriandre et sauté dd porc - Carrefour - 325g,3560071098094,325g,['Carrefour'],"['EMB 22182', ""Plélo (Côtes-d'Armor, France)""]",['Carrefour'],['France'],"['Écrasé de pommes de terre cuisiné à la coriandre et épaule de porc cuisinée - Surgelé', ' Ingrédients Pomme de terre 29,1%', 'viande de porc cuite 14,2%', 'carotte 13%', 'eau', 'champignon de Paris 10,2%', 'oignon', 'oignon préfrit ', 'oignon', 'huile de tournesol', 'crème fraîche', 'vin blanc', 'tomates', 'lait entier en poudre', 'beurre', 'concentré de tomate', 'sel', 'ail', 'amidon de maïs et de tapioca', 'persil', 'huile de tournesol', 'coriandre 0,2%', 'paprika', 'piment doux fumé', 'poivre', 'laurier', 'thym', ' Peut contenir des traces de fruits à coque', 'sésame', 'moutarde', 'soja', 'œufs', 'céleri', 'gluten', 'poisson', 'crustacé', 'mollusque,']","['Non végétalien', 'Non végétarien']",?,100,418 kj(100 kcal),"4,8","2,7","6,2",2,"7,2",['Film en plastique'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au porc', 'Plats à base de pommes de terre']",,['Lait'],3,4.8 g,en quantité modérée,2.7 g,en quantité modérée,2 g,en faible quantité,0.71 g,en quantité modérée,,-32%,-32%,-52%,+135%,-28%,+119%,+69%,"0,71",-27%,"0,284",-27%,1,-69%,B,-69%,['Sans conservateurs'],,,,,,,,,,,,,,,,
25,Polenta cuisinée à l'emmental légumes et poulet rôti - Carrefour - 325g,3560071098100,325g,['Carrefour'],"['EMB 22182', ""Plélo (Côtes-d'Armor, France)""]",['Carrefour'],['France'],"[""Polenta cuisinée à l'emmental"", 'légumes et poulet traité en salaison rôti - Surgelé', ' Ingrédients Polenta réhydratée 28,4% ', 'eau', 'polenta 4,7%', 'légumes 22,1% ', 'courgette 7,9%', 'carotte 6,3%', 'poivron jaune 5,4%', 'poivron vert 2,5%', 'bouchée de poulet traité en salaison rôti 16,6% ', 'filets de poulet 14,1%', 'dextrose', 'sel', 'concassé de tomate ', 'tomate', 'jus de tomate', 'oignon', 'crème fraîche', 'emmental 1 ,3%', 'concentré de tomate', 'lait entier en poudre', 'ail', ""huile d'olive vierge extra"", 'sel', 'amidon de maïs', 'persil', 'coriandre', 'cumin', 'poivre blanc', ' Peut contenir des traces de mollusques', 'crustacés', 'poissons', 'soja', 'céleri', 'moutarde', 'fruits à coque et graines de sésame']","['Non végétalien', 'Non végétarien']",?,84,351 kj(84 kcal),"3,3","1,7","6,5","2,5","6,3","['Surgelé', 'Film en plastique']","['Surgelés', 'Plats préparés', 'Plats préparés surgelés']",,['Lait'],4,3.3 g,en quantité modérée,1.7 g,en quantité modérée,2.5 g,en faible quantité,0.67 g,en quantité modérée,,-44%,-44%,-53%,-35%,-50%,+20%,-7%,"0,67",-12%,"0,268",-12%,0,-100%,B,-100%,"['Viande Française', 'Volaille Française']",,,,,,,,,,,,,,,,
26,Les inventives - Carrefour,3560071099183,,['Carrefour'],"['EMB 69194C', ""Saint-Didier-au-Mont-d'Or (Rhône, France)""]",['Carrefour'],['France'],[],[],?,272,1138 kj(272 kcal),14,6,26,"2,5","9,4","['Etui en carton', 'Film en plastique']",,,,,,,,,,,,,,,,,,,,,1,,"0,4",,,,,,['Fabriqué en Allemagne'],,,,,,,,,,,,,,,,
27,Coquillettes au jambonet a l’emmental - Carrefour - 300g,3560071099190,300g,['Carrefour'],"['EMB 14630A', 'Saint-Martin-des-Entrées (Calvados, France)']",['Carrefour'],['France'],"['superieur en emmentaler Diepvries', ' e Ingrédients Ingrediënten @ Pâtes alimentaires cuites type coquillettes 46% ', 'eau', 'semoule de dur', 'huile de tournesol', 'sel', 'eau', 'jambon cuit supérieur 12% ', 'jambon de porc 11%', 'sel', 'sirop de glucose', 'dextrose', 'arômes naturels', 'conservateurs : ascorbate de sodium et nitrite de sodium', 'crème 11%', 'emmental 8,7%', 'farine de blé', 'amidon modifié de maïs et/ou de riz et/ou de manioc', 'lait entier en poudre', 'haurrer self arômes naturels ', 'contient lalt', 'ï extrait de poivre', 'muscade,']","['Non végétalien', 'Non végétarien']",?,163,682 kj(163 kcal),"7,4","4,8",15,"1,7",8,,"['Surgelés', 'Plats préparés', 'Plats préparés surgelés']","['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés']","['Gluten', 'Lait']",4,7.4 g,en quantité modérée,4.8 g,en quantité modérée,1.7 g,en faible quantité,0.7 g,en quantité modérée,,+9%,+9%,+6%,+85%,+15%,-19%,+18%,"0,7",-8%,"0,28",-8%,4,+65%,C,+65%,,,,,,,,,,,,,,,,,
28,Hibou en chocolat Esprit de Fête - 150g,3560071109226,150 g,"['Esprit de Fête', 'Carrefour']","['EMB 67300', 'Molsheim (Bas-Rhin, France)']",['Carrefour'],['France'],"['Sucre', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'lactose', 'lait écrémé en poudre', 'émulsifiant : lécithines ', 'tournesol', 'arôme naturel', 'arôme naturel de vanille', ' Contient 90,2% chocolat au lait ', 'cacao: 32% minimum', '8,4% de chocolat blanc et 1,4% de chocolat noir ', 'cacao: 55% minimum', ' Peut contenir des traces de fruits à coque']",['Non végétalien'],2295,?,2295 kj(549 kcal),33,21,55,54,"7,4","['Sachet', 'Plastique']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Chocolats au lait', 'Hiboux en chocolat']",['E322i - Lécithine'],['Lait'],4,33 g,en quantité élevée,21 g,en quantité élevée,54 g,en quantité élevée,0.19 g,en faible quantité,-1%,,-1%,-3%,-0%,+3%,+4%,+11%,"0,19",-3%,"0,076",-3%,25,-5%,E,-5%,"['Point Vert', 'Fabriqué en France']",,E,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,Moulage de chocolat au lait extra-fin décoré de chocolats.,,Fabriqué par EMB 67300 pour Interdis,,,,
29,Chocolat poussin et œufs Esprit de Fête - 155g e,3560071109288,155 g e,"['Esprit de Fête', 'Carrefour']","['EMB 68129', 'Heimsbrunn (Haut-Rhin, France)']",['Carrefour'],['France'],"['Sucre', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'lactose', 'lactosérum en poudre', 'arôme', 'émulsifiant : lécithines ', 'soja', 'colorants: extrait de paprika', 'rouge de betterave', 'curcumine', 'extrait de vanille']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,?,,?,,?,,?,['Plastique'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat']","['E322 - Lécithines', 'E160c - Extrait de paprika', 'E162 - Rouge de betterave', 'E100 - Curcumine']","['Lait', 'Soja']",4,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,['France'],,,
30,Chocolats & saveur caramel,3560071109318,,,,,['France'],[],[],?,539,2255 kj(539 kcal),31,19,58,58,"5,4",,,,,,,,,,,,,,,,,,,,,,"0,21",,"0,084",,,,,,,,,,,,,,,,,,,,,,
31,Assortiment de nougat,3560071109400,,,,,['France'],[],[],?,410,1715 kj(410 kcal),"8,1","0,7",79,69,"4,4",,,,,,,,,,,,,,,,,,,,,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,
32,Les Palets Bretons - Carrefour - 250g,3560071112806,250 g,['Carrefour'],"['EMB 50025', 'Avranches (Manche, France)']",['Carrefour'],['France'],"['Farine de blé', 'beurre pâtissier 26,5 %', 'sucre', 'œufs frais 7,5 %', 'poudres à lever : diphosphates et carbonates de sodium', 'sel', 'émulsifiant : lécithines ', 'soja', 'colorant : caroténoïdes']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",?,518,2167 kj(518 kcal),27,18,62,25,6,['Plastique'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']","['E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium', 'E322 - Lécithines', 'E160 - Caroténoïdes']","['Œufs', 'Gluten', 'Lait', 'Soja']",4,27 g,en quantité élevée,18 g,en quantité élevée,25 g,en quantité élevée,0.6 g,en quantité modérée,,+6%,+5%,+16%,+29%,-2%,-2%,-3%,"0,6",-12%,"0,24",-12%,22,+0%,E,+0%,"['Point Vert', 'Fabriqué en France']",,C,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,Biscuits au beurre et aux œufs frais.,,,['France'],,,
33,Croque monsieur -  - 2* 130gr,3560071120542,2* 130gr,,"['FR 42.127.001 CE', 'Mably (Loire, France)']",,['France'],[],[],?,186,778 kj(186 kcal),"5,3","2,8",27,"2,9",7,,"['Sandwichs', 'Croque-monsieur']",,,,5.3 g,en quantité modérée,2.8 g,en quantité modérée,2.9 g,en faible quantité,1.4 g,en quantité modérée,,-22%,-23%,-50%,-47%,+8%,-6%,-36%,"1,4",-5%,"0,56",-5%,6,-52%,C,-52%,,,D,75.7%,13.8%,5.3%,3.1%,1.7%,0.5%,51,,,,,,,
34,Duo de saveurs - Esprit De Fête,3560071126926,,['Esprit De Fête'],,,['France'],"['Sucre', 'beurre de cacao', 'graisses végétales ', 'palme', 'palmiste', 'entier en poudre', 'pâte de cacao', 'lait écrémé en poudre', 'noisettes entières ', '4,2%', 'lgctps_e', 'huile de tournesol', 'pâte de noisettes', 'lactosérum en poudre', 'billes aux céréales extrudées ', '1,5%', ' ', 'farine de blé', 'sucre', 'farine de blé malté', 'amidon de blé', 'extrait de malt lg écrémé en poudre', 'sel', 'arôme', ""pâte d'amandes"", 'cacao maigre en poudre', 'émulsifiant : lécithines ', 'tournesol', 'arômes', 'matière grasse de anhydre', ' Peut contenir des traces dlautres fruits à coque', "" Contient 55% d'enrobage chocolat au lait"", "" Origine : Ces bonbons de chocolat au lait ont été fabriqués en France à partir d'ingrédients de diverses origines"", ' 185 ge Conservation : À conserver dans un endroit propre', 'sec', 'tempéré et sans odeur', ""à l'abri de la lumière""]","['Huile de palme', 'Non végétalien']",?,563,2356 kj(563 kcal),36,19,52,51,"6,7",,,['E322i - Lécithine'],['Gluten'],4,,,,,,,,,,,,,,,,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,
35,Mais doux en grain - Produits Blancs,3560071134563,,"['Produits Blancs', 'Carrefour']",,['Carrefour'],['France'],[],[],?,118,494 kj(118 kcal),"1,3","0,1",22,"3,5",3,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Graines', 'Aliments à base de plantes en conserve', 'Céréales et dérivés', 'Légumes et dérivés', 'Légumes en conserve', 'Céréales en grains', 'Maïs', 'Céréales en conserve', 'Maïs doux', 'Maïs en conserve', 'Maïs doux en conserve']",,,,1.3 g,en faible quantité,0.1 g,en faible quantité,3.5 g,en faible quantité,0.53 g,en quantité modérée,,+27%,+27%,-20%,-65%,+48%,-22%,+7%,"0,53",+26%,"0,212",+26%,-3,,A,,['Sans OGM'],,B,46.7%,26.8%,12.8%,6.4%,3.5%,3.8%,81,,,,,,,
36,"Assortiment œufs fourrés saveur praliné, façon petit beurre, pétillant, biscuit cacaoté - Esprit de Fête - 450g",3560071138769,450 g,"['Esprit de Fête', 'Carrefour']","['EMB 42302', 'Sorbiers (Loire, France)']",['Carrefour'],['France'],"['Sucre', 'lait entier en poudre', 'graisses végétales ', 'palme', 'palmiste', 'beurre de cacao', 'praliné 5,1% ', 'sucre', 'pâte de noisettes', ""pâte d''"", 'lait écrémé en poudre', 'pâte de cacao', 'lactosérum en poudre', 'éclats de biscuits cacaotés 1,1% ', 'farine de blé', 'sucre', 'beurre', 'cacao en poudre 0,1%', 'margarine ', 'graisse de palme', 'huile de tournesol', 'eau', ""correcteur d'acidité : acide citrique"", 'sirop de glucose', 'colorant : charbon végétal médicinal', 'sel', ""poudre à lever : carbonates d'ammonium"", 'huile de tournesol', 'cacao maigre en poudre', 'éclats de noisettes caramélisés 0,8% ', 'noisettes', 'sucre', 'éclats de confiseries pétillantes 0,7% ', 'sucre', 'sirop de glucose', 'beurre de cacao', 'lactose', 'dioxyde de carbone', 'brisures de biscuits 0,7% ', 'farine de blé', 'sucre', 'beurre', 'sel', 'matière grasse de lait anhydre', 'émulsifiant : lécithines ', 'tournesol', 'arômes', 'lactose', "" Peut contenir des traces d'autres fruits à coque"", "" Contient 47% d'enrobage de chocolat au lait "", 'cacao : 30% minimum']","['Huile de palme', 'Non végétalien']",2315,555,2315 kj(555 kcal),34,20,54,52,"7,5","['Sachet', 'Plastique']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Bonbons', 'Aliments de Pâques', 'Œufs de Pâques', 'Œufs en chocolat fourrés']","['E330 - Acide citrique', 'E153 - Charbon végétal médicinal', ""E503 - Carbonates d'ammonium"", 'E290 - Dioxyde de carbone', 'E322i - Lécithine']","['Gluten', 'Lait', 'Fruits à coque']",4,34 g,en quantité élevée,20 g,en quantité élevée,52 g,en quantité élevée,0.23 g,en faible quantité,-0%,+1%,+1%,+1%,+8%,+1%,+1%,+20%,"0,23",+28%,"0,092",+28%,26,+2%,E,+2%,"['Point Vert', 'Fabriqué en France', 'Triman']",,E,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"Assortiment de bonbons de chocolat au lait fourrage au praliné, aromatisé, façon petit beurre, pétillant et biscuit cacaoté.",,Fabriqué par EMB 42302 pour Interdis.,['France'],['Huile de palme'],,
37,Chocolat,3560071138820,,,,,['France'],[],[],?,534,2234 kj(534 kcal),31,19,57,56,6,['Boîte en plastique'],,,,,,,,,,,,,,,,,,,,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,
38,Beurre Doux - Saxo - 1kg e,3560071150419,1 kg e,"['Saxo', 'Promocash']",,['Promocash'],['France'],"['Beurre ', 'lait origine UE']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,743,3109 kj(743 kcal),82,55,"0,6","0,6","0,7","['Frais', 'Plastique']","['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres de crème douce']",,['Lait'],2,82 g,en quantité élevée,55 g,en quantité élevée,0.6 g,en faible quantité,0.04 g,en faible quantité,,+1%,+2%,+1%,-0%,-15%,-6%,+1%,"0,04",-28%,"0,016",-28%,19,+1%,E,+1%,"['Fabriqué en France', 'Produits destinés aux professionnels']",['Union européenne'],E,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,['France'],,,
39,Riz cantonais - Carrefour,3560071153069,,['Carrefour'],"['EMB 14047E', 'Bayeux (Calvados, France)']",['Carrefour'],['France'],[],[],?,131,548 kj(131 kcal),3,"0,6",20,"0,9","5,9",,"['Plats préparés', 'Céréales préparées', 'Riz préparés', 'Riz cantonais']",,,,3 g,en quantité modérée,0.6 g,en faible quantité,0.9 g,en faible quantité,0.83 g,en quantité modérée,,-16%,-16%,-25%,-12%,-16%,-29%,+12%,"0,83",-15%,"0,332",-15%,1,-56%,B,-56%,,,C,69.5%,13.6%,6.2%,6.3%,2.6%,1.8%,69,,,,,,,
40,Cola acide XXL - Carrefour,3560071153939,,['Carrefour'],,['Carrefour'],['France'],[],[],?,336,1406 kj(336 kcal),"0,5","0,1",76,62,"6,3",,,,,,,,,,,,,,,,,,,,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,
41,Succès aux noix - Carrefour - 140g,3560071154165,140g,['Carrefour'],"['FR 32.056.040 CE', 'Blanquefort (Gers, France)']",['Carrefour'],['France'],[],[],?,279,1167 kj(279 kcal),15,"4,8",30,26,"5,3",['Surgelé'],"['Surgelés', 'Biscuits et gâteaux', 'Gâteaux et pâtisseries surgelés']",,,,15 g,en quantité modérée,4.8 g,en quantité modérée,26 g,en quantité élevée,0.08 g,en faible quantité,,-17%,-17%,-13%,-48%,-22%,+2%,+5%,"0,08",-71%,"0,032",-71%,12,-24%,D,-24%,['Point Vert'],,,,,,,,,,,,,['France'],,,
42,Oeufs de Lompe noirs - Grand Jury,3560071162153,,['Grand Jury'],"['EMB 45093B', 'Chevilly (Loiret, France)']","['Proxi', '8 à Huit']",['France'],[],[],?,80,335 kj(80 kcal),4,"0,7",1,~ 0,10,"['Bocal', 'Verre']","['Conserves', 'Frais', 'Œufs de poisson', 'Semi-conserves', 'Œufs de lump']",,,,4 g,en quantité modérée,0.7 g,en faible quantité,0 g,en faible quantité,5 g,en quantité élevée,,-6%,-5%,+5%,-23%,-12%,-100%,+1%,5,+15%,2,+15%,5,-38%,C,-38%,,,,,,,,,,,,,,,,,
43,Muffin aux pepites de chocolat,3560071164638,,,"['EMB 02810A', 'Villers-Cotterêts (Aisne, France)']",,['France'],[],[],?,390,1632 kj(390 kcal),18,"2,9",51,29,"5,4",,"['Biscuits et gâteaux', 'Gâteaux', 'Muffins', 'Gâteaux au chocolat', 'Muffins au chocolat', 'Muffins aux pépites de chocolat']",,,,18 g,en quantité modérée,2.9 g,en quantité modérée,29 g,en quantité élevée,0.93 g,en quantité modérée,,-1%,-1%,-17%,-21%,+14%,+17%,+15%,"0,93",+37%,"0,372",+37%,16,+17%,D,+17%,['Fabriqué en France'],,D,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,,,,,,,
44,Pizza mozza basilic - Carrefour - 450g,3560071169145,450 g,['Carrefour'],"['EMB 49331H', 'Segré (Maine-et-Loire, France)']",['Carrefour'],['France'],"['Ingrédients Farine de blé', 'mozzarella 18%', 'purée de tomates mi-réduites 12%', 'eau', 'tomate 9', '1%', ' emmental 4,6%', 'basilic 1%', 'fromage frais ', 'fromage frais', 'sel', 'sel', 'huile de colza', ""huile d'olive vierge"", 'levure', 'huile de tournesol', 'ail 0,3%', 'poudre à lever: carbonates de sodium', 'sucre', 'basilic déshydraté 0,06%', 'origan déshydraté', 'persil déshydraté', ' Peut contenir des traces de crustacés', 'fruits à coque', 'mollusques', 'moutarde', 'oeufs et poissons']",['Non végétalien'],?,220,920 kj(220 kcal),"7,4","3,7",29,2,"8,8",['Plastique'],"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",['E500 - Carbonates de sodium'],['Lait'],3,7.4 g,en quantité modérée,3.7 g,en quantité modérée,2 g,en faible quantité,1.1 g,en quantité modérée,,-4%,-4%,-12%,-6%,+8%,-32%,-15%,"1,1",-12%,"0,44",-12%,3,-61%,C,-61%,['Fabriqué en France'],,,,,,,,,,,,,,,,
45,Glace vanille cerise - Carrefour,3560071170134,,['Carrefour'],,['Carrefour'],['France'],[],[],?,208,870 kj(208 kcal),"7,1","4,6",34,28,"2,1",,,,,,,,,,,,,,,,,,,,,,"0,13",,"0,052",,,,,,['Fabriqué en Espagne'],,,,,,,,,,,,,,,,
46,Cônes glacés banane caramel - Carrefour,3560071170165,,['Carrefour'],"['EMB 33539', 'Vayres (Gironde, France)']",['Carrefour'],['France'],[],[],?,255,1067 kj(255 kcal),10,"7,2",38,27,3,,,,,,,,,,,,,,,,,,,,,,"0,19",,"0,076",,,,,,,,,,,,,,,,,,,,,,
47,Caserecce - Carrefour,3560071177867,,"['Carrefour', 'Carrefour Veggie']",,['Carrefour'],['France'],[],[],?,273,1142 kj(273 kcal),"1,3","0,3",45,"2,1",17,,,,,,,,,,,,,,,,,,,,,,"0,01",,"0,004",,,,,,"['Bio', 'Bio européen', 'IT-BIO-002', 'Fabriqué en Italie', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,
48,Crousty pizz' - Carrefour,3560071181703,,['Carrefour'],"['EMB 49331H', 'Segré (Maine-et-Loire, France)']",['Carrefour'],['France'],[],[],?,239,1000 kj(239 kcal),"8,8","4,8",27,"1,3",12,,,,,,,,,,,,,,,,,,,,,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,
49,"Galettes lentilles corail, courgettes, épices tandoori - Carrefour",3560071183103,,"['Carrefour', 'Carrefour Veggie']",,['Carrefour'],['France'],[],[],?,182,761 kj(182 kcal),"8,1","1,1","9,1",2,15,,,,,,,,,,,,,,,,,,,,,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,
50,"Galettes Boulgour, butternut, petit pois - Carrefour",3560071183141,,"['Carrefour', 'Carrefour Veggie']",,['Carrefour'],['France'],[],[],?,160,669 kj(160 kcal),6,"0,4",17,"4,1","6,3",,,,,,,,,,,,,,,,,,,,,,"0,63",,"0,252",,,,,,,,,,,,,,,,,,,,,,
51,Boulgour chou blanc emmental - Carrefour,3560071184896,,['Carrefour'],,['Carrefour'],['France'],[],[],?,219,916 kj(219 kcal),15,"1,9",14,"3,7","5,5",,,,,,,,,,,,,,,,,,,,,,"0,85",,"0,34",,,,,,,,,,,,,,,,,,,,,,
52,Thé Glacé rooibos citron - Hildegarde de bingen,3560468794073,,['Hildegarde de bingen'],,,['France'],"['rameaux coupés', 'roulés et fermentés', 'puis séchés', ' Rooibos ou Aspalathus linearis* 88%', ""cristaux d'huiles essentielles citron* 12% "", 'Citrus limomum', 'zeste', "" * Produit issu de l'agriculture biologique"", ' A conserver dans un endroit frais et sec']",[],?,0,0 kj(0 kcal),"0,001",0,"0,002",0,"0,1",,,,,,,,,,,,,,,,,,,,,,"0,002",,"0,001",,,,,,['Bio'],,,,,,,,,,,,,,,,
53,Crunchy amandes et fraises,3560781013073,,,,,['France'],[],[],?,459,1920 kj(459 kcal),18,"5,5",61,15,11,,,,,,,,,,,,,,,,,,,,,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,
54,Gâteau aux arômes vanilles amandes,3560838341302,,,,,['France'],[],[],?,467,1954 kj(467 kcal),"18,6","2,71","66,4","29,4","7,3",,,,,,,,,,,,,,,,,,,,,,"0,012",,"0,005",,,,,,,,,,,,,,,,,,,,,,
55,Caramel au beurre salé -,3561770001859,,,,,['France'],[],[],?,488,2042 kj(488 kcal),28,18,58,41,1,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au caramel']",,,,28 g,en quantité élevée,18 g,en quantité élevée,41 g,en quantité élevée,0.48 g,en quantité modérée,,+16%,+16%,+44%,+51%,-1%,-14%,-45%,"0,48",-21%,"0,192",-21%,27,+10%,E,+10%,,,,,,,,,,,,,,,,,
