,name,bar_code,quantity,brand,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,packaging,categories,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,ingredients_origins,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,origin_detail,producer_info,manufacturing,palm_ingredients,link,brand_owner
1843,Cadbury Twirl Bar 4 Pack 136G,5034660520191,,['Cadbury'],,,"['France', 'États-Unis']","['MILK', 'sugar', 'cocoa butter', 'cocoa mass', 'vegetable fats ', 'palm', 'shea', 'emulsifier ', 'E442', 'flavourings', ' MILK SOLIDS 14% MINIMUM', 'COCOA SOLIDS 25% MINIMUM', 'CONTAINS VEGETABLE FATS IN ADDITION TO COCOA BUTTER', ' ']","['Huile de palme', 'Non végétalien']",?,528,2209 kj(528 kcal),31,19,59,56,"7,6",['mixed plastic-wrapper'],"['Snacks', 'Snacks sucrés', 'Confiseries']","[""E442 - Phosphatides d'ammonium""]",['Lait'],4,31 g,en quantité élevée,19 g,en quantité élevée,56 g,en quantité élevée,0.26 g,en faible quantité,,+26%,+26%,+111%,+194%,-11%,+13%,+81%,"0,26",+77%,"0,104",+77%,27,+48%,E,+48%,,,,,,,,,,,,,,,,,
1844,Burts British Hand Cooked Potato Chips Sea Salt - Burts UK,5034709000240,,['Burts UK'],,,['France'],"[""CD CHIPS ARTISANALES BURTS AU SEL DE MER INGRÉDIENTS'"", 'Pommes de terre', 'huile de tournesol', 'sel de mer', 'Convient aux végétariens et végétaliens', 'Sans gluten,']",[],?,519,2171 kj(519 kcal),"28,8","2,4","58,6","0,2","5,1",,,,,,,,,,,,,,,,,,,,,,"1,2",,"0,48",,,,,,['Sans gluten'],,,,,,,,,,,,,,,,
1845,Sheese Cheddar Style Spread,5034795000230,,['Sheese'],,,"['France', 'Espagne']","['Eau', 'Huile de Noix de Coco', 'Concentré de Protéine de Soja', 'Sel', ""Vinaigre d'Alcool"", 'Acide Lactique ', 'Non Laitier', 'Extrait de Levure', 'Arômes naturels Non Laitier', 'Sucre', 'épaississant ', 'Carraghénanes', 'Colorant ', 'Extrait de Paprika']","['Végétalien', 'Végétarien']",?,260,1088 kj(260 kcal),"23,1","19,9","4,8",1,"7,9",,,"['E270 - Acide lactique', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160c - Extrait de paprika']",,4,,,,,,,,,,,,,,,,,"1,9",,"0,76",,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,
1846,Eurobuns Jumbo Hotdog Rolls,5037173101420,,,,,['France'],[],[],?,265,1109 kj(265 kcal),"3,9","1,4","47,4","4,9","8,7",,,,,,,,,,,,,,,,,,,,,,"0,77",,"0,308",,,,,,,,,,,,,,,,,,,,,,
1847,Smoothie Jordbær / Banan - Innocent,5038862312509,,['Innocent'],,,['France'],[],[],?,54,226 kj(54 kcal),0,0,13,11,"0,5",,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
1848,smoothie mangoes & passion fruits - Innocent,5038862340106,,['Innocent'],,,['France'],[],[],?,54,226 kj(54 kcal),0,0,12,11,"0,4",['pet-bottle'],,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
1849,Peri-Peri Salt,5039303000863,,,,,"['France', 'Royaume-Uni']",[],[],?,162,678 kj(162 kcal),"3,5","0,6","24,6","13,7","4,6","['jar - glass', 'glass-jar']",,,,,,,,,,,,,,,,,,,,,"53,6",,"21,44",,,,,,,,,,,,,,,,,,,,,,
1850,Lemon Menthol Flavour Lozenges - Fisherman's Friend,50357888,,"[""Fisherman's Friend""]",,,['France'],[],[],?,249,1042 kj(249 kcal),"1,32","1,28","95,9","0,12","0,1",,,,,,,,,,,,,,,,,,,,,,"0,003",,"0,001",,,,,,,,,,,,,,,,,,,,,,
1851,Fruit Winders Strawberry,5050083240010,,,,,['France'],[],[],?,393,1644 kj(393 kcal),8,"3,5",79,37,"0,2",,,,,,,,,,,,,,,,,,,,,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,
1852,Kelloggs Nutrigrain Apple 6 Pack - Kellogg's,5050083542718,,"[""Kellogg's""]",,,['France'],"['gb cereals', '31%', 'wholewheat flour{15%}', 'whole oat flour{9%}', 'wheat flour{6%}', 'oats{1', '5%}', 'dextrose', 'fructose', 'humectant', 'glycerol', 'sugar', 'vegetable oils', 'palm', 'sunflower', 'apple puree from concentrate', '6%', 'invert sugar syrup', 'maltodextrin', 'glucose syrup', 'modified starch', 'stabilisers', 'sodium alginate', 'methyl cellulose', 'xanthan gum', 'calcium carbonate', 'skimmed milk powder', 'natural apple flavouring with other natural flavourings', 'salt', 'acidity regulators', 'citric acid', 'malic acid', 'raising agent', 'potassium hydrogen carbonate', 'emulsifiers', 'soy lecithin', 'firming agent ', 'calcium phosphate', 'cinnamon', 'niacin', 'iron', 'vitamin b6', 'riboflavin ', 'b2', 'thiamin ', 'b1', 'folic acid', 'vitamin b12', ' for allergens see ingredients highlighted in bold', ' may contain nuts']",['Non végétalien'],?,353,1477 kj(353 kcal),"8,3",3,67,33,"4,1",,,"['E422 - Glycérol', 'E14XX - Amidons modifiés', 'E401 - Alginate de sodium', 'E461 - Méthylcellulose', 'E415 - Gomme xanthane', 'E330 - Acide citrique', 'E296 - Acide malique', 'E501ii - Carbonate acide de potassium', 'E322i - Lécithine']",['Soja'],4,,,,,,,,,,,,,,,,,"0,55",,"0,22",,,,,,,,,,,,,,,,,,,,,,
1853,Kelloggs Coco Pops Jumbos - Kellogg's - 375g,5050083907166,375 g,"[""Kellogg's""]",,,"['France', 'Malte']",[],[],?,386,1615 kj(386 kcal),3,"1,5",82,29,6,,,,,,,,,,,,,,,,,,,,,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,
1854,Pringles Xtra Kickin' Sour Cream & Onion,5050083917349,,['Pringles'],,,['France'],"['Pommes de terre déshydratées', 'huiles végétales ', 'tournesol', 'mais', 'farine de riz', 'amidon de \rblé', 'assaisonnement crème acidulée et oignon [oignon en poudre', 'exhausteurs de goût ', 'glutamate monosodique', 'guanylate disodique', 'inosinate disodique', '\rdextrose', 'crême acidulée en poudre ', 'lait', 'Huile de tournesol partiellement hydrogénée', 'sucre', 'lactosérum doux en poudre ', 'lait', 'arômes', 'extrait de piment', 'fecule de pomme de terre', 'acidifiants ', 'acide citrique', 'acide lactique', 'lactose ', 'lait', 'proteines de lait', 'émulsifiant ', 'E471', 'maltodextrine', 'sel']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,508,2125 kj(508 kcal),32,"3,5",51,"3,2","4,3",,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E330 - Acide citrique', 'E270 - Acide lactique', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",['Lait'],4,32 g,en quantité élevée,3.5 g,en quantité modérée,3.2 g,en faible quantité,1.9 g,en quantité élevée,,-0%,-0%,+8%,+4%,-8%,-8%,-2%,"1,9",+27%,"0,76",+27%,15,+12%,D,+12%,,,B,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,,,
1855,Fizzy Cola,5051882176562,,,,,['France'],[],[],?,216,904 kj(216 kcal),"0,1","0,1","75,4","0,1","6,6",,,,,,,,,,,,,,,,,,,,,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,
1856,Crunchy peanut butter - Tesco,5051898719357,,['Tesco'],,['Tesco'],"['France', 'Royaume-Uni']","['Roasted Peanuts ', '93%', 'Peanut Oil', 'Certified Sustainable Palm Oil', 'Sugar', 'Salt']","['Huile de palme', 'Végétalien', 'Végétarien']",?,618,2586 kj(618 kcal),"50,9","6,6","11,4",6,25,['jar'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']",,['Arachides'],3,50.9 g,en quantité élevée,6.6 g,en quantité élevée,6 g,en quantité modérée,0.8 g,en quantité modérée,,+3%,+3%,+6%,-20%,-21%,-6%,+2%,"0,8",+50%,"0,32",+50%,2,-82%,B,-82%,"['Végétarien', 'Huile de palme durable', 'Végétalien']",,D,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,,,,
1857,Pine nuts - Tesco,5052109852672,,['Tesco'],,,['France'],[],"['Végétalien', 'Végétarien']",?,631,2640 kj(631 kcal),52,4,14,5,25,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,
1858,Tesco Orange Juice With Bits Not From Concentrate 1L,5052910759092,,['Tesco'],,,"['France', 'Royaume-Uni']","['orange juice ', '100%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,43,180 kj(43 kcal),0,0,"10,1","10,1","0,6",['pet-bottle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,Dark chocolate coated chocolate pearl biscuits,5053826385245,,,,,['France'],[],[],?,507,2121 kj(507 kcal),"29,9","18,5","50,5","38,7","4,6",,,,,,,,,,,,,,,,,,,,,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,
1860,Kellogg s special k fruits rouges - 580g,5053827113823,580 g,"[""Kellogg's""]",,,['France'],[],[],?,376,1573 kj(376 kcal),"1,5","0,3",79,17,"8,9",,,,,,,,,,,,,,,,,,,,,,"0,95",,"0,38",,,,,,,,,,,,,,,,,,,,,,
1861,Kellog's Knusper Müsli Classic Big Pack - Kellogg's - 33x 45g,5053827133074,33 x 45 g,"[""Kellogg's""]",,,['France'],"[""Flocons d'avoine"", 'sucre', 'Huile de palme', 'Farine de blé', 'noix de coco séchée', 'Mélasse', 'sel', ""Extrait de malt d'orge"", 'Cannelle']","['Huile de palme', 'Végétalien', 'Végétarien']",?,481,2013 kj(481 kcal),22,11,60,19,8,"['Sachet', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,"['Gluten', 'Avoine']",3,22 g,en quantité élevée,11 g,en quantité élevée,19 g,en quantité élevée,0.8 g,en quantité modérée,,+21%,+21%,+153%,+400%,-10%,+14%,-14%,"0,8",+124%,"0,32",+124%,18,+234%,D,+234%,,,D,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,['Huile de palme'],,
1862,Nutri-Grain Croustillant de Céréales Cranberries & Graines de courge - Kellogg's - 6 * 40g (240g),5053827155472,6 * 40 g (240 g),"[""Kellogg's""]",,['Cora'],['France'],"['AVOINE complète ', '55%', 'Sucre', 'Huile de tournesol', 'Morceaux de fruits sucrés aux airelles ', '7%', ' ', 'Airelles', 'Sucre', 'Humectant {Glycérol}', 'Acidifiant {Acide citrique}', 'Huile de tournesol', 'Riz croustillant ', 'Farine de riz', 'Sucre', ""Farine de malt d'ORGE"", ""Extrait de malt d'ORGE"", 'Sel', 'Huile de colza', 'Emulsifiant {Monostéarate de glycérol', 'Lécithine de SOJA}', 'Carbonate de calcium', 'Amidon modifié', 'Graines de courge ', '5%', 'Sirop de glucose', 'Sel', 'Poudre à lever ', ""Carbonate acide d'ammonium"", 'Mélasse', 'Emulsifiant ', 'Lécithine de SOJA', 'Arôme naturel', 'Antioxydant ', 'Extrait riche en tocophérols', 'LAIT écrémé en poudre', 'Niacine', 'Fer', 'Vitamine B6', 'Vitamine B2', 'Vitamine B1', 'Acide folique', 'Vitamine B12']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Végétarien']",1903,?,1903 kj(455 kcal),17,"2,1",65,19,"7,8",['Carton'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","['E422 - Glycérol', 'E330 - Acide citrique', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine', 'E14XX - Amidons modifiés', ""E503ii - Carbonate acide d'ammonium"", 'E306 - Extrait riche en tocophérols']","['Gluten', 'Lait', 'Avoine', 'Soja']",4,17 g,en quantité modérée,2.1 g,en quantité modérée,19 g,en quantité élevée,0.5 g,en quantité modérée,-5%,,-4%,-18%,-79%,+2%,-36%,+20%,"0,5",-15%,"0,2",-15%,9,-55%,C,-55%,['Végétarien'],,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"Tranches de céréales avec des morceaux de fruits aux airelles et des graines de courge, enrichies en vitamiesn et en fer",,,,,,
1863,Extra creations - Kellogg's - 55g,5053827192927,55g,"[""Kellogg's""]",,,['France'],"['Pepites de ceréales ', ""Flocons d'avoine 44%"", 'Sucre,Huile de toumesol,Farine de ble,Pâte de cacao', ""Farine d'orge"", 'Noix de coco séchée', 'Farine de mais', 'Mélasse', 'Sel', ""Extrait de malt d'orge Beurre de cacao"", 'Cacao en poudre,Emulsiant Lecithine de soja', 'Lait écréme en poudre Arome naturel de vanile,Cannele', 'Chocolat 70% de cacao ', '5%', 'Päte de cacao', 'Sucre', 'Cacao maigre en poudre', 'Emulsifiant|Lécithine de soja', 'Aróme naturel de vanille', ',Eclats de feves de acao caramélises ', '5%', 'Feves de cacao,Sucre', 'Amandes griles au miel ', '5%', 'Amandes Sucre', 'Huiles vetéegales', 'Canola', 'Carthame', 'Tourmesol', 'Miel', ' Allergenes: voir les ingredents en gras', ' Peut contenir:Autres fruits à coque ENER VALO MATIE GRASS dont Knapperige haverdusters met chocoladortulior alu']",['Non végétalien'],?,482,2017 kj(482 kcal),23,"4,6",58,24,"7,6",['Sachet'],,,['Gluten'],4,,,,,,,,,,,,,,,,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,
1864,Tortilla - Pringles - 180g,5053990110292,180g,"['Pringles', 'MyProtein']",,,"['France', 'Allemagne', 'Suisse']","['Maismehl ', '56%', 'pflanzliche Öle ', 'Sonnenblume', 'Mais', 'scharfe Chilli-Würzmischung', ' Geschmacksverstärker {Mononatriumglutamat', 'Dinatriumguanylat', 'Dinatriuminosinat', 'Zwiebelpulver', 'Cayennepfeffer-Soßenpulver', 'Paprikapulver', 'Tonatenpulver', 'Aromen', 'Hefepulver', 'Dextrose', 'Glucosesirup', 'Gewürze', 'Milcheiweiß,', 'Säuerungsmittel ', 'Milchsäure', 'Farbstoff ', 'Paprikaextrakt}', 'Maltodextrin', 'Emulgator ', 'E471', 'Zucker', 'Schwarze Bohnen-Pulver', 'Speisesalz', 'Säureregulator Natriumcarbonat', 'Maisaroma', 'Weizendextrose']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",1983,474,1983 kj(474 kcal),29,"2,7",48,5,"5,9","['Carton', 'Dose', 'tube']","['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Plats préparés', 'Chips', 'Entrées', 'Chips de maïs', 'Tuiles salées']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E270 - Acide lactique', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E500i - Carbonate de sodium']",['Lait'],4,29 g,en quantité élevée,2.7 g,en quantité modérée,5 g,en quantité modérée,1.8 g,en quantité élevée,-7%,-7%,-7%,-2%,-20%,-14%,+44%,+34%,"1,8",+20%,"0,72",+20%,10,-25%,C,-25%,,,B,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,,,
1865,Rice snaps - Tesco - 375g,5054402006486,375 g,['Tesco'],,['Tesco'],"['France', 'Royaume-Uni']","['Rice', 'Sugar', 'Salt', 'Barley Malt Extract', 'Iron', 'Niacin', 'Pantothenic Acid', 'Riboflavin', 'Vitamin B6', 'Thiamin', 'Folic Acid', 'Vitamin D', 'Vitamin B12']",['Sans huile de palme'],1632,385,1632 kj(385 kcal),"1,2","0,4","85,1","8,8","7,5",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Grains soufflées', 'Céréales soufflées']",,,3,1.2 g,en faible quantité,0.4 g,en faible quantité,8.8 g,en quantité modérée,0.7 g,en quantité modérée,+0%,+1%,+1%,-58%,-52%,+7%,-61%,-1%,"0,7",+87%,"0,28",+87%,3,-48%,C,-48%,,,C,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,
1866,Cashew Nuts - Myprotein - 400g,5055534301579,400 g,['Myprotein'],,,['France'],"['Noix de Cajou ', '100%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,553,2314 kj(553 kcal),44,"7,8",30,"5,9",18,['Bag'],,,['Fruits à coque'],,,,,,,,,,,,,,,,,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,
1867,Daily Vitamins - MyProtein - 40g (x 60),5055534301593,40 g (x 60),['MyProtein'],,['MyProtein.com'],['France'],"['Bulking Agents ', 'Calcium Phosphates', 'microcrystalline cellulose', 'vitamin C', 'vitamin E 50%', 'niacin', 'vitamin A', 'glazing agents ', 'hydroxyPropylMethylCellulose', 'glycérine', 'carnauba wax', 'anti caking agents ', 'magnesium stearate', 'silicon dioxide', 'vitamin D3 0', '25%', 'thiamin', 'riboflavin']",[],?,0,0 kj(0 kcal),0,0,0,0,0,"['Pot', 'Plastique']","['Compléments alimentaires', 'Vitamines']","['E460i - Cellulose microcristalline', 'E464 - Hydroxypropylméthylcellulose', 'E422 - Glycérol', 'E903 - Cire de carnauba', 'E572 - Stéarate de magnésium', 'E551 - Dioxyde de silicium']",,4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,
1868,Myprotein Maltodextrin 2500G,5055534301944,,['Myprotein'],,,['France'],[],[],?,400,1674 kj(400 kcal),0,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
1869,Graines de lin en poudre - MyProtein - 1kg,5055534302101,1 kg,['MyProtein'],,,['France'],['Graines de lin'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,45,188 kj(45 kcal),"4,1",0,3,0,2,['Sachet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Lins', 'Graines de lin brun']",,,1,,,,,,,,,,,,,,,,,"0,01",,"0,004",,,,,,,,D,87.9%,0.0%,4.6%,2.5%,3.1%,1.9%,35,,,,,,,
1870,Sucralose - Unflavoured - 100G - MyProtein - 100g,5055534320099,100 g,['MyProtein'],,,['France'],"['Sucralose ', 'E955', 'en Poudre ', '100%']",[],?,0,0 kj(0 kcal),0,0,0,0,0,['sachet plastique'],"['Édulcorants', 'Additifs alimentaires', 'Succédanés du sucre', 'Édulcorants artificiels', 'Sucralose']",['E955 - Sucralose'],,4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,,,,
1871,Protein Hot Mocha - MyProtein,5055534332115,,['MyProtein'],,,['France'],[],[],?,316,1322 kj(316 kcal),"1,4","1,1",18,16,58,,,,,,,,,,,,,,,,,,,,,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,
1872,OATEIN chocolate chip flavour,5055839535808,,,,,['France'],[],[],?,413,1728 kj(413 kcal),"11,5","5,7","50,3","11,3","24,9",,,,,,,,,,,,,,,,,,,,,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,
1873,Myprotein Blueberry Cheesecake Flavour,5055936800243,,['Myprotein'],,,['France'],"['Concentré de Protéine de Whey [Lait', 'Emulsifiant ', 'Lécithine de Sola', ' Colorant [Betterave Rouge', ' Aromatisant', 'ÉduIcorant [Sucralose', ' ALLERGÈNES', 'Pour les allergènes', 'voir ingrédients en gras DOSAGE SUGGÉRÉ Les protéines contribuent à la croissance et au maintien de la masse musculaire donc', 'afin de tirer parti au mieux de ce pnduit', 'nous recommandons ', 'fajouter 1 grandes mesure ', '25g', "" à 150-250mI d'eau cu de lait dans un shaker Myprctein 30 minutes avant et/ou après votre séance d'entraînement Comme alternative"", 'consommer à tcut moment de la journée pour aug menter votre appart quotidien en protéines INFORMATIONS IMPORTANTES A conserver dans un end roit frais et sec', 'à fabri de la lumière directe du soleil', ""Ce produit est destiné à être utilisé en complément d'un mode de vie actif et d'une alimentation equilibrée Convient aux végétariens""]",['Non végétalien'],?,413,1728 kj(413 kcal),"7,1","4,7","8,1","3,9",79,,,"['E322i - Lécithine', 'E955 - Sucralose']",['Lait'],4,,,,,,,,,,,,,,,,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,
1874,Lean cookie - MyProtein - 50g,5055936830370,50g,['MyProtein'],,,['France'],"['Protéine de Lait Gélatine proEiné faible en mategrasg', ' ayérine', 'protéine de Farine dAvoine', 'Pépites de Chocolat Blanc ', '6%', ' ', 'Sucre', 'Beurre de Cacao', 'Lait Entier en Poudre', 'Soja', ' Aromatisant Canne* ', '3%', ' ', 'Sucre', 'Canneberges', 'Huile de Palme', 'Maltodextrine', 'Huile de Palme', 'Poudre à lever ', 'Bicarbonate frèrnedp TRtare', ' GommedAcacia', 'Aromatisant', 'Édulcorant', ' ', 'Sucralose', ' ALLERGÈNES: Pour les allergènes', 'y compris les céréales contenant Virlesirpfents engras Peut contenir des noix et des arachides', ' INFORMAI llJNb IMPUHIANltb?']","['Huile de palme', 'Non végétalien']",?,387,1619 kj(387 kcal),6,"2,5",32,"7,1",50,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['E955 - Sucralose'],['Soja'],4,6 g,en quantité modérée,2.5 g,en quantité modérée,7.1 g,en quantité modérée,0.7 g,en quantité modérée,,-18%,-19%,-71%,-75%,-50%,-76%,+669%,"0,7",+19%,"0,28",+19%,3,-85%,C,-85%,,,D,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,['Huile de palme'],,
1875,High Protein Bar Chocolate Coconut - Myprotein,5055936872400,,['Myprotein'],,,['France'],"['Mélange de Protéines ', '18%', ' ', 'Protéine de Lait']","['Sans huile de palme', 'Non végétalien']",?,336,1406 kj(336 kcal),9,"6,7",29,"3,6",38,,,,['Lait'],4,,,,,,,,,,,,,,,,,"0,53",,"0,212",,,,,,,,,,,,,,,,,,,,,,
1876,Biltong de Bœuf Original - Bulk Powders - 100g,5055950600102,100 g,['Bulk Powders'],,,['France'],"['Gîte de bœuf ', 'équivalent de 260 g de viande de bœuf fraîche marinée', 'vinaigre de malt ', 'orge', 'sauce Worcester', 'sauce soja', 'miel', 'sel de mer', 'sucre brun ', '0,01 %', 'coriandre', 'sorbate de potassium', 'épices mélangées']",['Non végétalien'],?,298,1247 kj(298 kcal),4,"1,9","6,3","3,8",60,['Sachet'],"['Viandes', 'Viandes séchées', 'Viande de bœuf séchée']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Gluten'],3,4 g,en quantité modérée,1.9 g,en quantité modérée,3.8 g,en faible quantité,4.2 g,en quantité élevée,,+12%,+12%,-5%,+27%,-55%,-64%,+53%,"4,2",+14%,"1,68",+14%,11,-25%,D,-25%,,,,,,,,,,,,,,,,,
1877,Jerky de bœuf Piment doux - Bulk - 100g,5055950600119,100 g,['Bulk'],,,['France'],"['Viande de Bœuf Fraîche Marinée', 'Vinaigre de Malt ', 'Sauce Worcester', 'Sauce Soja', 'Miel', 'Sel de Mer', 'Sucre Brun ', '0,01 Coriandre', 'Sorbate de Potassium', 'Piments en Poudre et en Flocons', 'Epices Mélangées']",['Non végétalien'],?,291,1218 kj(291 kcal),"3,2","1,4","6,8",6,58,['Sachet'],"['Viandes', 'Viandes séchées', 'Viande de bœuf séchée']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,3,3.2 g,en quantité modérée,1.4 g,en faible quantité,6 g,en quantité modérée,4.5 g,en quantité élevée,,+9%,+10%,-24%,-7%,-52%,-43%,+48%,"4,5",+23%,"1,8",+23%,13,-11%,D,-11%,,,,,,,,,,,,,,,,,
1878,Boules de whey au Chocolat au lait - Bulk - 500g,5055950600867,500 g,['Bulk'],,,['France'],"['Chocolat au lait ', 'sucre', 'pâte de cacao', 'lait entier en poudre', 'beurre de cacao', 'poudre de lactosérum ', 'lait', 'émulsifiant : E322 ', 'lécithines', ' ', 'soja', 'arôme naturel de vanille', 'isolat de lactosérum ', 'lait', 'amidon de pomme de terre', 'agents de glaçage : E414 ', 'gomme arabique ', 'gomme acacia', 'E904 ', 'gomme laque', 'sirop de glucose', 'sucre', 'émulsifiant : E322 ', 'lécithines', 'stabilisant : E170 ', 'carbonate de calcium']","['Non végétalien', 'Non végétarien']",?,464,1941 kj(464 kcal),"18,3","11,5","53,2",40,20,['Sachet'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding']","['E322 - Lécithines', ""E414 - Gomme d'acacia"", 'E904 - Gomme-laque', 'E170 - Carbonates de calcium']","['Lait', 'Soja']",4,18.3 g,en quantité modérée,11.5 g,en quantité élevée,40 g,en quantité élevée,0.2 g,en faible quantité,,+29%,+29%,+98%,+199%,+113%,+270%,-47%,"0,2",-62%,"0,08",-62%,23,+180%,E,+180%,,,,,,,,,,,,,,,,,
1879,Pastilles Bio Au Cacao - Bulk - 500g,5055950602366,500 g,['Bulk'],,,['France'],['fèves de cacao'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,625,2615 kj(625 kcal),53,"32,3","17,25",3,"14,5",['Sachet'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,,3,53 g,en quantité élevée,32.3 g,en quantité élevée,3 g,en faible quantité,0.1 g,en faible quantité,,+18%,+18%,+66%,+86%,-67%,-94%,+147%,"0,1",-35%,"0,04",-35%,17,-30%,D,-30%,['Bio'],,,,,,,,,,,,,,,,
