,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,link,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,markets,additives,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,palm_ingredients,generic_name,brand_owner
1578,Biscuits cannelle - Continental Bakeries,4009176226425,C,,,['Continental Bakeries'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,,['France'],[],,[],,?,,467,-1%,"17,8",-14%,"70,4",+10%,"5,3",-18%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,1954 kj(467 kcal),"9,6","34,5","0,65","0,26",17.8 g,en quantité modérée,9.6 g,en quantité élevée,34.5 g,en quantité élevée,0.65 g,en quantité modérée,-2%,-5%,+17%,+10%,+10%,23,+16%,E,+16%,,,
1579,Boîte Distributrice - Multiperles De Sucre - Scrapcooking,3700392470562,,,,['Scrapcooking'],,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,Sirop d'érable 100% pur,3245390072238,,,,,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,"['EMB 13202V', 'Marseille 2e  Arrondissement (Bouches-du-Rhône, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,Tarte Frangipane poires,2010000005897,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Pates de fruits Goyavier - Les Confiseries d’Emilie - 180gr,3428410111098,C,180 gr,,['Les Confiseries d’Emilie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",,,,,['France'],[],,[],,?,,?,,?,,?,,?,,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Extreme gris,3300261731109,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1584,Gode hvete-boller,7029161116170,,,,,,,,,,['France'],[],,[],,?,,309,,"6,8",,"53,2",,"7,4",,,,,,,,,,,,1293 kj(309 kcal),"0,7","11,6","0,8","0,32",,,,,,,,,,,,,,,,,,,,
1585,Biscuit au pur son d'avoine,2600312007810,C,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', ""Biscuits à l'avoine""]",,,,,['France'],[],,[],,?,,359,-22%,14,-32%,47,-20%,11,+48%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,1502 kj(359 kcal),"3,8",2,"1,21","0,484",14 g,en quantité modérée,3.8 g,en quantité modérée,2 g,en faible quantité,1.21 g,en quantité modérée,-23%,-52%,-91%,+97%,+97%,12,-22%,D,-22%,,,
1586,Panna cotta glacée -,0079969036122,C,,,,"['Produits laitiers', 'Desserts', 'Surgelés', 'Desserts glacés', 'Desserts lactés', 'Panna cottas']",,,,,['France'],[],,[],,?,,204,-7%,"6,6",-47%,"33,5",+63%,"2,4",-12%,62.1%,26.2%,4.5%,4.1%,2.5%,0.7%,68,,,,854 kj(204 kcal),"4,6","30,2","0,1","0,04",6.6 g,en quantité modérée,4.6 g,en quantité modérée,30.2 g,en quantité élevée,0.1 g,en faible quantité,-5%,-46%,+76%,-17%,-17%,12,-2%,D,-2%,,,
1587,Coulis De Caramel Au Beurre Sale,3760133530306,,,,,,"['Sans additifs', 'Sans colorants', 'Sans conservateurs']",,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Café moulu Robusta,3263850107313,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,Fraich'taboulé,3760036570614,,,,,,,,,,['France'],[],,[],,?,,103,,"6,16",,"9,44",,"1,6",,,,,,,,,,,,431 kj(103 kcal),"0,74","2,19","0,62","0,248",,,,,,,,,,,,,,,,,,,,
1590,Chutnay de figues curry & masala,3770007466037,,,,,,,,,,['France'],[],,[],,?,,171,,1,,35,,"2,1",,,,,,,,,,,,715 kj(171 kcal),"0,1",33,"0,1","0,04",,,,,,,,,,,,,,,,,,,,
1591,L-Glutamine,3760191460232,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,Des de jambon,0068200004624,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Barre de céréales - Gerlinéa,3175681186576,,,,['Gerlinéa'],,['Fabriqué en France'],,,,['France'],[],,[],,?,,127,,4,,16,,"6,8",,,,,,,,,,,,531 kj(127 kcal),0,11,"0,18","0,072",,,,,,,,,,,,,,,,,,,,
1594,13757515,13757515,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,Beignets framboises -  - 00g,0210371019673,,00 g,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignet fourré aux fruits', 'Beignets sucrés', 'Beignets fourrés à la framboise']",['en:palm-oil-free'],,,,['France'],[],,['Sans huile de palme'],,?,,282,-5%,"8,7",-15%,42,-3%,"6,1",+1%,,,,,,,,,,,1180 kj(282 kcal),"1,2",13,"0,7","0,28",8.7 g,en quantité modérée,1.2 g,en faible quantité,13 g,en quantité élevée,0.7 g,en quantité modérée,-5%,-37%,-8%,-1%,-1%,6,-26%,C,-26%,,Beignets fourrés à la purée de framboise,
1596,03611532,03611532,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Schoko-bananenkeks - Alete,4251099605997,,,,['Alete'],,,,,,['France'],[],,[],,?,,428,,"10,7",,"72,8",,"8,1",,,,,,,,,,,,1791 kj(428 kcal),"5,1","29,9","0,18","0,072",,,,,,,,,,,,,,,,,,,,
1598,Egg & Avocado - Marks & Spencer,00193733,,,,['Marks & Spencer'],,,,,,['France'],[],,[],,?,,132,,"5,8",,"11,1",,"7,2",,,,,,,,,,,,552 kj(132 kcal),"1,5","0,8","0,6","0,24",,,,,,,,,,,,,,,,,,,,
1599,00293624,00293624,D,,,,"['Sandwichs', 'Sandwichs garnis de charcuteries', 'Sandwichs au fromage', 'Sandwichs au jambon', 'Sandwichs Jambon Fromage']",['en:gluten-free'],,,,['France'],[],,[],,?,,?,,?,,?,,?,,75.0%,14.2%,6.0%,2.8%,1.5%,0.4%,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,Brownies - Bahlsen,4017100241093,D,,,['Bahlsen'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Brownies']",,,,,['France'],[],,[],,?,,454,0%,24,-6%,52,+8%,"5,8",-2%,84.5%,9.8%,2.3%,2.2%,1.2%,0.0%,37,,,,1900 kj(454 kcal),10,33,"0,01","0,004",24 g,en quantité élevée,10 g,en quantité élevée,33 g,en quantité élevée,0.01 g,en faible quantité,0%,+22%,-4%,-97%,-97%,21,+9%,E,+9%,,,
1601,Ribs de porc barbecue,2245063031884,,,,,,,,,,['France'],[],,[],,?,,249,,17,,"5,9",,18,,,,,,,,,,,,1042 kj(249 kcal),"6,6","4,7","1,22","0,488",,,,,,,,,,,,,,,,,,,,
1602,Haricots verts extra-fins - Bonduelle,3083680077521,B,,,['Bonduelle'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Légumes et dérivés', 'Haricots verts']",,,,,['France'],[],,[],,?,,?,,?,,?,,?,,71.3%,0.0%,0.0%,9.8%,14.0%,4.9%,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,Café Maître,5060564750020,,,,,,['Sans conservateurs'],,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,Stevia edulcorant naturel,6111248930319,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Broyés du Poitou -,0205954019683,,,,,['Broyés poitevins'],,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,['Géant Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,
1606,Dosettes universelles,3259235771392,,,,,,['Point Vert'],,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Confiture 4 fruits,3760198972158,,,,,,,,,,['France'],[],,[],,?,,239,,"0,1",,58,,"0,5",,,,,,,,,,,,1000 kj(239 kcal),0,58,0,0,,,,,,,,,,,,,,,,,,,,
1608,Dextrosante 12 Tablettes Energétiques,3401540148615,,,,,,,,,,['France'],[],,[],,?,,404,,"0,8",,99,,"0,1",,,,,,,,,,,,1690 kj(404 kcal),0,99,"0,001",0,,,,,,,,,,,,,,,,,,,,
1609,in Sport GO Hydro Berry Flavour x - 87g,5025324005604,,87 g,,,,"[""Fabriqué dans l'UE""]",,,,"['France', 'Italie']",[],,[],,?,,209,,0,,21,,0,,,,,,,,,,,,874 kj(209 kcal),0,"1,6",8,"3,2",,,,,,,,,,,,,,,,,,,,
1610,Whey proteine bio vanille,0635131499210,,,,,,"['Bio', 'Agriculture UE/Non UE']",,,,['France'],[],,[],,?,,369,,"4,9",,"6,2",,75,,,,,,,,,,,,1544 kj(369 kcal),"3,2","3,6","0,5","0,2",,,,,,,,,,,,,,,,,,,,
1611,Petite coupelle fraise,0201337019028,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Maison Fossier - Macarons Poire Au Chocolat - 120g,3435071060054,D,120g,,['Fossier'],"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",['Fabriqué en France'],,,,['France'],[],,[],,?,,463,+9%,15,-16%,73,+31%,"7,7",-10%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,,1937 kj(463 kcal),"0,7",63,"0,13","0,052",15 g,en quantité modérée,0.7 g,en faible quantité,63 g,en quantité élevée,0.13 g,en faible quantité,+9%,-85%,+25%,-9%,-9%,15,-15%,D,-15%,,,
1613,Comté bio,2251656048214,C,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,['France'],[],,[],,?,,423,+7%,35,+7%,0,-100%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,1770 kj(423 kcal),23,0,"0,8","0,32",35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.8 g,en quantité modérée,+7%,+6%,-100%,-18%,-18%,13,-3%,D,-3%,,,
1614,Yakitori de poulet -,5400101054370,E,,,,"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Préparations de viande', 'Volailles', 'Brochettes', 'Poulets', 'Brochettes de viande', 'Plats à la volaille', 'Préparations au poulet', 'Plats au poulet', 'Brochettes de volailles', 'Brochettes de poulet', 'Brochettes de poulet Yakitori', 'Yakitori']",,,,,['France'],[],,[],,?,,135,-18%,"3,6",-45%,"5,2",-41%,20,+23%,76.9%,15.4%,4.2%,1.9%,0.9%,0.7%,32,,,,565 kj(135 kcal),"1,7","4,6",1,"0,4",3.6 g,en quantité modérée,1.7 g,en quantité modérée,4.6 g,en faible quantité,1 g,en quantité modérée,-17%,-5%,-22%,-24%,-24%,2,-63%,B,-63%,,,
1615,"Weihenstephan Frische Milch 1,5% -  - 500ml",7002712087075,D,500 ml,,,"['Produits laitiers', 'Laits']",,,,,"['France', 'Allemagne']",[],,[],,?,,?,,?,,?,,?,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,3660989080485,3660989080485,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,00747301,00747301,,,,,,['Bio'],,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,Impact whey isolate - MyProtein,5055534320617,,,,['MyProtein'],,,,,,['France'],[],,[],,?,,359,,"0,8",,"6,3",,81,,,,,,,,,,,,1502 kj(359 kcal),"0,5","2,4","0,5","0,2",,,,,,,,,,,,,,,,,,,,
1619,Gecko Multifruits,3760079799058,,,,,,,,,,['France'],[],,[],,?,,39,,"0,1",,"9,3",,"0,1",,,,,,,,,,,,163 kj(39 kcal),"0,1","9,3","0,02","0,008",,,,,,,,,,,,,,,,,,,,
1620,Vanillin with sugar,8694587133347,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,0200999004267,0200999004267,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Sauce tomate - Jardin Bio,3478820070843,,,,['Jardin Bio'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,['France'],[],,[],,?,,77,,"4,2",,"7,6",,"1,4",,,,,,,,,,,,322 kj(77 kcal),"0,5","4,2","1,1","0,44",,,,,,,,,,,,,,,,,,,,
1623,Doce de gema,5608770000203,,,,,,,,,,['France'],[],,[],,?,,354,,"2,8",,75,,7,,,,,,,,,,,,1481 kj(354 kcal),"1,4",47,"1,26","0,504",,,,,,,,,,,,,,,,,,,,
1624,Thé vert - Les Jardins de Gaïa,3582810369227,,,,['Les Jardins de Gaïa'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Poulet jaune fermier - Plume de france - 1kg5,0215672053463,,1kg5,,['Plume de france'],"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']",,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Premium pure whey,5420021829001,,,,,,,,,,['France'],[],,[],,?,,388,,"7,3",,"6,4",,73,,,,,,,,,,,,1623 kj(388 kcal),"2,7","3,5","0,8","0,32",,,,,,,,,,,,,,,,,,,,
1627,Rapunzel Erbsen,4006040042594,,,,['Rapunzel'],,,,,,['France'],[],,[],,?,,70,,"0,4",,"9,8",,"5,2",,,,,,,,,,,,293 kj(70 kcal),0,1,"0,3","0,12",,,,,,,,,,,,,,,,,,,,
1628,Saucisse nature de volaille biologique,2444022035165,E,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",['Bio'],,,,['France'],[],,[],,?,,138,-23%,"6,2",-47%,"0,7",-44%,19,+15%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,,,577 kj(138 kcal),"1,7","0,7",,,6.2 g,en quantité modérée,1.7 g,en quantité modérée,0.7 g,en faible quantité,,,-24%,-53%,+34%,,,,,,,,,
1629,miel,3700914601672,B,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,['France'],[],,[],,?,,355,+22%,"0,2",+83%,"88,1",+15%,"0,3",-8%,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,1485 kj(355 kcal),"0,1","85,1",0,0,0.2 g,en faible quantité,0.1 g,en faible quantité,85.1 g,en quantité élevée,0 g,en faible quantité,+22%,+170%,+22%,-100%,-100%,,,,,,,
1630,5% Nutrition Kill It,0850228006519,,,,,,,,,,['France'],[],,[],,?,,0,,0,,0,,0,,,,,,,,,,,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,
1631,Bonbons bio bio-cola,0200705021250,,,,,,"['Bio', 'Bio européen', 'BE-BIO-01']",,,,['France'],[],,[],,?,,343,,"0,1",,84,,0,,,,,,,,,,,,1435 kj(343 kcal),0,56,,,,,,,,,,,,,,,,,,,,,,
1632,BCAA,5060245605649,,,,,,,,,,['France'],[],,[],,?,,320,,0,,0,,0,,,,,,,,,,,,1339 kj(320 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,
1633,Christmas Signature spice Mincemeat - Waitrose,5000169345887,,,,['Waitrose'],,,,,,"['France', 'Royaume-Uni']",[],,[],,?,,?,,?,,?,,?,,,,,,,,,,['Waitrose'],,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Cornichons Lachaud,3448832011066,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",,,,,['France'],[],,[],,?,,26,-4%,"0,1",-66%,"5,1",+48%,"1,2",+19%,,,,,,,,,,,109 kj(26 kcal),0,"2,5","0,3","0,12",0.1 g,en faible quantité,0 g,en faible quantité,2.5 g,en faible quantité,0.3 g,en quantité modérée,+2%,-100%,-4%,-83%,-83%,-4,-284%,A,-284%,,,
1635,Terrine de bulot au curry - Conserverie St Christophe - 100g,3565700000684,,100g,['Verre'],['Conserverie St Christophe'],"['Terrines', 'Terrines de bulot', 'Terrines de la mer']",,,,,['France'],"['bulot ', '45%', 'panade : beurre', 'lait', 'farine ', 'gluten', 'œufs', 'crème fraîche', 'sel', 'curry', 'poivre']","['Œufs', 'Gluten', 'Lait']",['Non végétalien'],4,847,-28%,204,-32%,"14,3",-44%,"5,6",+158%,"13,1",-6%,,,,,,,,"['FR 80.025.001 CE', 'Argoules (Somme, France)']",,,847 kj(204 kcal),"9,3","5,6","1,53","0,612",14.3 g,en quantité modérée,9.3 g,en quantité élevée,5.6 g,en quantité modérée,1.53 g,en quantité élevée,-32%,-2%,+616%,0%,0%,18,+2%,D,+2%,,,
1636,Merguez cochon pays guadeloupe,7260615030448,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Ravioli 4 fromages - Lustucru,3240931544243,C,,,['Lustucru'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Pâtes fraîches', 'Ravioli', 'Pâtes farcies au fromage', 'Ravioli au fromage', 'Pâtes fraîches au fromage', 'Raviolis fraîs au fromage']",['Fabriqué en France'],,,,['France'],[],,[],,?,,248,-1%,"6,7",-11%,36,+1%,10,-1%,72.9%,12.7%,5.5%,4.6%,2.4%,1.7%,66,,,,1038 kj(248 kcal),"3,2","3,9","0,8","0,32",6.7 g,en quantité modérée,3.2 g,en quantité modérée,3.9 g,en faible quantité,0.8 g,en quantité modérée,-2%,-16%,+5%,-10%,-10%,4,-41%,C,-41%,,,
1638,zoopa supa,8600947036449,,,,,,,,,,['France'],[],,[],,?,,317,,"4,5",,"55,7",,11,,,,,,,,,,,,1326 kj(317 kcal),"3,1","9,8","14,1","5,64",,,,,,,,,,,,,,,,,,,,
1639,Grignoton nature,2251753025392,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,TUC Original - LU - 100g,02945873,,100g,,['LU'],,,,,,['France'],"['Ingrédients: Farine de blé', 'huile de tournesol 17 %', ""extrait de malt d'orge"", 'sirop de glucose', 'poudne à lever ', ""carbonates d'ammonium"", 'carbonates de sodium', 'sel', 'oeufs', 'arôme', 'agent de traitement de la farine ', 'suifite de sodium', 'émulsifiant ', 'lécithine de tournesol', ' Peut contenir lait', 'soja', 'sésame']","['Œufs', 'Gluten']",['Non végétalien'],4,?,,?,,?,,?,,?,,,,,,,,,,,"['E502 - Carbonates', 'E322i - Lécithine']",,,,,,,,,,,,,,,,,,,,,,,,,
1641,Les vapeurs mediterraneens - Notre Jardin,12318315,,,,['Notre Jardin'],,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,SOUPE DE POISSONS AU CORAIL D'OURSIN - Palais Des Mets,3760089333105,E,,,['Palais Des Mets'],"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",,,,,['France'],[],,[],,?,,30,-38%,1,-47%,3,+65%,"2,2",-57%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,,,126 kj(30 kcal),"0,5","0,5","0,74","0,296",1 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,0.74 g,en quantité modérée,-37%,+11%,-23%,-16%,-16%,2,+129%,B,+129%,,,
1643,Chicken Dopiaza,00844055,,,,,,,,,,['France'],[],,[],,?,,111,,"4,4",,"4,2",,"12,8",,,,,,,,,,,,464 kj(111 kcal),"0,7","3,7","0,6","0,24",,,,,,,,,,,,,,,,,,,,
1644,Jambon à l'ancienne salé à la veine - Tallec,2264757047758,E,,,['Tallec'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]","['Viande Française', 'Viande Porcine Française']",,,,['France'],[],,[],,?,,161,+6%,"7,9",+28%,"0,5",+1%,22,-1%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,674 kj(161 kcal),"2,9","0,5","1,9","0,76",7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,+6%,+20%,+3%,-3%,-3%,12,+23%,D,+23%,,,
1645,Filet de poulet - Le gaulois - 1,2487387018503,D,1,,['Le gaulois'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,['France'],[],,[],,?,,?,,?,,?,,?,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Nectar de fraise pétillant - Les fraises de glisolles - 75cl,3770003721000,D,75cl,,['Les fraises de glisolles'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de fraise']",,,,,['France'],[],,[],,?,,?,,?,,?,,?,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,K Classic Maasdamer In Scheiben - Kaufland - 300g,4337185088698,D,300 g,,['Kaufland'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte pressée non cuite', 'Fromages des Pays-Bas', 'Maasdam']",,,,,['France'],[],,[],,?,,346,-2%,27,-2%,0,-100%,25,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,1448 kj(346 kcal),18,0,"1,2","0,48",27 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,1.2 g,en quantité modérée,-1%,-4%,-100%,-10%,-10%,14,-3%,D,-3%,,,
1648,Specialita' 5 Sapori,8032727110252,,,,,,,,,,['France'],[],,[],,?,,368,,"0,18",,"77,5",,12,,,,,,,,,,,,1540 kj(368 kcal),"0,07","2,7","0,078","0,031",,,,,,,,,,,,,,,,,,,,
1649,Pounti aux Pruneaux,3760033508214,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Oat Biscuits,5287000948357,,,,,,"['Sans sucre ajouté', 'Sans conservateurs']",,,,['France'],[],,[],,?,,348,,16,,"28,6",,8,,,,,,,,,,,,1456 kj(348 kcal),"5,6","0,2","1,36","0,544",,,,,,,,,,,,,,,,,,,,
1651,Tello fix,4009831038011,,,,,,,,,,['France'],[],,[],,?,,187,,"1,9",,"33,8",,"7,1",,,,,,,,,,,,782 kj(187 kcal),"0,9","28,3","48,9","19,56",,,,,,,,,,,,,,,,,,,,
1652,Babicao,3033754454482,,,,,,,,,,['France'],[],,[],,?,,393,,"2,5",,"81,8",,9,,,,,,,,,,,,1644 kj(393 kcal),"1,3",46,"0,05","0,02",,,,,,,,,,,,,,,,,,,,
1653,Special muesli,5010477658678,,,,,,['Sans arômes artificiels'],,,,['France'],[],,[],,?,,375,,"9,2",,"59,3",,"9,4",,,,,,,,,,,,1569 kj(375 kcal),"2,6","15,4","0,03","0,012",,,,,,,,,,,,,,,,,,,,
1654,Eau gazeuse,6091034019223,,,,,"['Boissons', 'Boissons gazeuses', 'Eaux', 'Eaux gazeuses']",,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,1 cuisse de canard - Nature de France,2448435048613,D,,,['Nature de France'],"['Viandes', 'Volailles', 'Canards', 'Cuisses de canard']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,['France'],[],,[],,?,,156,-34%,"8,2",-50%,0,-100%,21,-2%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,653 kj(156 kcal),"2,3",0,"1,4","0,56",8.2 g,en quantité modérée,2.3 g,en quantité modérée,0 g,en faible quantité,1.4 g,en quantité modérée,-35%,-57%,-100%,+1%,+1%,4,-62%,C,-62%,,,
1656,Crous'thé - Masmoudi - 100,6194013215897,,100,['15°C<T<20°C'],['Masmoudi'],,,,['Tunisie'],,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Pates lorrain,0202500023293,,,,,,,,,,['France'],[],,[],,?,,304,,17,,24,,"1,3",,,,,,,,,,,,1272 kj(304 kcal),"8,8","1,6","1,6","0,64",,,,,,,,,,,,,,,,,,,,
