,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,allergens,nova_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,markets,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,traceability_code,link,palm_ingredients,producer_info
36,Saucisses de strasbourg - Tous Les Jours,3220120415370,['France'],"['viande de porc ', '65%', 'eau', 'gras de porc', 'protéines de soja', 'sel', 'sirop de glucose', 'stabilisants: di et polyphosphates', 'SUcre', ""extraits naturels d'épices"", 'antioxydant: érythorbate de sodium', 'Conservateur: nitrite de sodium fUmée liquide', "" Konsommer jusqu'au et no de lot: iapjdement après Elaboré en France par EMB 59527"", "" Porc d'origine UE""]","['Non végétalien', 'Non végétarien']",?,285,26,"1,7",11,E,,,['Tous Les Jours'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Strasbourg']",,,,,4,,+4%,+7%,+19%,-13%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,,1192 kj(285 kcal),11,"1,3","2,2","0,88",26 g,en quantité élevée,11 g,en quantité élevée,1.3 g,en faible quantité,2.2 g,en quantité élevée,+4%,+19%,+15%,+13%,+13%,22,+15%,E,+15%,"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['EMB 59527', 'Saint-André-lez-Lille (Nord, France)']",,,
37,Jambon de Paris - KIYOU - 180g,3220120416117,['France'],"['Jambon de Porc', 'Sel', 'Conservateurs', ' lactate de sodium', 'nitrite de sodium', 'sirop de glucose', 'acidifiant', ' acétate de sodium', 'arômes', 'antioxydant', ' erythorbate de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,?,?,?,E,180 g,['Plastique'],['KIYOU'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,,,,4,,,,,,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,Jambon blanc,,,,,,,,,,,,,,,,,,,,,,,,"['E325 - Lactate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E262i - Acétate de sodium', 'E316 - Érythorbate de sodium']","['FR 29.097.020 CE', 'Lampaul-Guimiliau (Finistère, France)', 'EMB 29097B', 'Lampaul-Guimiliau (Finistère, France)']",,,
38,La Cocktail saveur Bacon - Jean Caby - 220g,3220120421463,['France'],"['Viande de porc ', '46%', 'eau', 'viande gros grains de volaille', 'VSM de volaille', 'gras de porc', 'plasma de porc', 'couennes de porc', 'arôme', 'sel', 'protéines de lait', 'protéines de soja', 'sucre', 'stabilisants : diphosphates', 'arômes naturels', 'épices', 'antioxydant : érythorbate de sodium', 'colorants : extrait de paprika et carmins', 'conservateur : nitrite de sodium']","['Non végétalien', 'Non végétarien']",1051,?,"21,9","1,4","12,9",E,220 g,"['Plastique', 'Sous-Vide']",['Jean Caby'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses cocktail', 'Saucisses cocktail fumées']","['Sans colorants artificiels', 'Sans colorants', ""Saveurs de l'Année"", ""Saveurs de l'Année 2015"", 'en:Saveurs-de-l-annee-france']",,['France'],"['Lait', 'Soja']",4,+1%,,+1%,-15%,+9%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,Saucisses cocktail fumées,['Cora'],1051 kj(251 kcal),8,"0,9","1,9","0,76",21.9 g,en quantité élevée,8 g,en quantité élevée,0.9 g,en faible quantité,1.9 g,en quantité élevée,+1%,0%,+23%,0%,0%,18,+2%,D,+2%,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E160c - Extrait de paprika', 'E120 - Acide carminique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['EMB 59527', 'Saint-André-lez-Lille (Nord, France)', 'FR 59.527.001 CE', 'Saint-André-lez-Lille (Nord, France)']",,,
39,Cocktail Barbecue - Jean Caby - 300g,3220120421494,['France'],"['viande de porc ', '44%', 'eau', 'viande de volaille ', 'dinde', 'poulet', 'arômes et arôme de fumée', 'VSM de volaille ', 'dinde', 'poulet', 'gras de porc', 'plasma de porc', 'couennes de porc', 'protéines de LAIT', 'sel protéines de SOJA', 'sucre', 'stabilisants: di-phosphates', 'épices', 'antioxydant: érythorbate de sodium', 'colorants: extrait de paprika et carmins', 'conservateur : nitrite de sodium', ' Allergènes : lait', 'soja', ' Traces possibles de gluten', 'oeufs', 'fruits à coque', 'moutarde']","['Non végétalien', 'Non végétarien']",1058,?,"21,6","3,5","12,2",E,300 g,"['Plastique', 'Sous-vide']",['Jean Caby'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses cocktail']",,,,"['Lait', 'Soja']",4,+2%,,0%,+112%,+3%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,,1058 kj(253 kcal),"7,8","2,1","2,1","0,84",21.6 g,en quantité élevée,7.8 g,en quantité élevée,2.1 g,en faible quantité,2.1 g,en quantité élevée,+2%,-2%,+187%,+11%,+11%,19,+7%,E,+7%,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E160c - Extrait de paprika', 'E120 - Acide carminique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,
40,La p'tite chipolata - Jean Caby - 150g,3220120421647,['France'],"['Viande de porc ', '98%', 'eau', 'sel', 'sirop de glucose', 'dextrose', 'stabilisants : triphosphates', 'acidifiant : acétate de sodium', 'antioxydants : érythorbate de sodium', 'extrait de romarin', 'plantes aromatiques', 'épices', 'colorants : carmins', 'extraits de paprika', 'arômes naturels', 'arôme', 'conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1108,?,"22,1","0,9","15,9",E,150 g,"['Pot', 'Sous atmosphère protectrice']",['Jean Caby'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses cocktail']",,,,,4,+7%,,+2%,-45%,+35%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,,1108 kj(265 kcal),"8,2","0,9","2,1","0,84",22.1 g,en quantité élevée,8.2 g,en quantité élevée,0.9 g,en faible quantité,2.1 g,en quantité élevée,+7%,+2%,+23%,+11%,+11%,20,+13%,E,+13%,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E262i - Acétate de sodium', 'E316 - Érythorbate de sodium', 'E392 - Extrait de romarin', 'E120 - Acide carminique', 'E160c - Extrait de paprika', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['FR 59.527.001 CE', 'Saint-André-lez-Lille (Nord, France)', 'EMB 59527', 'Saint-André-lez-Lille (Nord, France)']",,,
41,1919 Saucisses Cocktails pur Porc sauce Ketchup - Jean Caby - 180g (et 25g de sauce),3220120421807,['France'],"['Viande de porc ', 'origine France', ' 75%', 'eau', 'sel', 'acidifiant : lactate de potassium', 'protéines de lait', 'fibre de blé', 'sucre', 'gras de porc', 'arôme', 'antioxydant : ascorbate de sodium', 'colorants : extrait de paprika et carmins', 'conservateur : nitrite de sodium', 'fumée liquide', '\rSauce ketchup : eau', 'concentré de tomates 26%', 'sucre', ""vinaigre d'alcool"", 'amidon modifié', 'sel', 'arôme naturel', 'conservateur : sorbate de potassium', 'épaississant : gomme xanthane']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",1046,?,"21,7","2,4","12,2",D,180 g (et 25 g de sauce),"['Pot', 'Plastique']",['Jean Caby'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses cocktail']",['Fabriqué en France'],['France'],['France'],"['Gluten', 'Lait']",4,+1%,,+0%,+45%,+3%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,Saucisses cocktails fumées pur porc,['Cora'],1046 kj(250 kcal),8,"0,9","1,74","0,696",21.7 g,en quantité élevée,8 g,en quantité élevée,0.9 g,en faible quantité,1.74 g,en quantité élevée,+1%,0%,+23%,-8%,-8%,17,-4%,D,-4%,"['E326 - Lactate de potassium', 'E301 - Ascorbate de sodium', 'E160c - Extrait de paprika', 'E120 - Acide carminique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']","['FR 59.527.001 CE', 'Saint-André-lez-Lille (Nord, France)', 'EMB 59527', 'Saint-André-lez-Lille (Nord, France)']",,,
42,Saucisses Cocktail bacon Jean Caby,3220120422132,['France'],"['Viande de porc ', '48%', 'eau', 'VbM ', 'dinde', 'poulet', 'gras de porc', 'couennes de porc', 'arôme', 'sel', 'SOJA', 'arômes naturels', ""épices' ts do sodium"", 'caateur ', ' exÙatt et carmins', 'Ïfiedesodturn', ' Allergène : lait', 'soja', ' Traces possibles de gluten', 'eut', 'à coquet moutarde', ' Ce sachet contient 8 portions de 40 g environ']","['Non végétalien', 'Non végétarien']",?,254,"21,9","1,4","12,9",E,,,['Jean Caby'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses cocktail']",,,,['Soja'],4,,+2%,+1%,-15%,+9%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,,1063 kj(254 kcal),8,"0,9","1,9","0,76",21.9 g,en quantité élevée,8 g,en quantité élevée,0.9 g,en faible quantité,1.9 g,en quantité élevée,+2%,0%,+23%,0%,0%,18,+2%,D,+2%,,,,,
43,saucisse cocktail volaille - Jean Caby,3220120422170,['France'],[],[],?,235,"19,9","1,3","12,9",E,,,['Jean Caby'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses cocktail']",,,,,,,-5%,-8%,-21%,+9%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,,983 kj(235 kcal),"5,9","0,8","2,03","0,812",19.9 g,en quantité modérée,5.9 g,en quantité élevée,0.8 g,en faible quantité,2.03 g,en quantité élevée,-5%,-26%,+9%,+7%,+7%,16,-10%,D,-10%,,,,,
44,"20 Knacks Savoureuses ou Sirop d'Ananas, à vérifier - Jean Caby - 700g",3220120422491,['France'],"['Viande porc 78%', 'eau', 'plasma de porc', 'gras de porc', 'sel', 'sucre', ""extrait d'épices"", 'antioxydant : ascorbate de sodium', 'extraits de paprika', 'carmins', 'nitrite de sodium', 'fumée liquide']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,275,"25,4","1,5","12,3",E,700 g,"['Plastique', 'Frais']",['Jean Caby'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Strasbourg', 'Knacks industrielles']","['Viande Française', 'Viande Porcine Française', 'Pur porc']",,,,4,,+3%,+8%,-4%,-2%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,,1151 kj(275 kcal),"9,4","0,9",2,"0,8",25.4 g,en quantité élevée,9.4 g,en quantité élevée,0.9 g,en faible quantité,2 g,en quantité élevée,+3%,+7%,-30%,+5%,+5%,20,+9%,E,+9%,"['E301 - Ascorbate de sodium', 'E160c - Extrait de paprika', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,
45,American Saucisses - Jean Caby - 368g,3220120422507,['France'],"['Viande de porc 75 %', 'eau', 'gras de porc', 'sel', 'protéines de LAIT', 'sucre', ""extrait d'épices"", 'antioxydant : érythorbate de sodium', 'conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1075,?,"22,8","1,4","12,2",D,368 g,"['Plastique', 'Sous-vide']",['Jean Caby'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Strasbourg', 'Knacks industrielles']","['Viande Française', 'Viande Porcine Française', 'Fabriqué en France']",['France'],['France'],['Lait'],4,-5%,,-3%,-11%,-2%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,Saucisses de Strasbourg,['Auchan'],1075 kj(257 kcal),"8,5","0,9","1,83","0,732",22.8 g,en quantité élevée,8.5 g,en quantité élevée,0.9 g,en faible quantité,1.83 g,en quantité élevée,-4%,-4%,-30%,-4%,-4%,19,+4%,E,+4%,"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['FR 59.527.001 CE', 'Saint-André-lez-Lille (Nord, France)', 'EMB 59527', 'Saint-André-lez-Lille (Nord, France)']",,,
46,Saucisses Cocktail l'originale,3220120422514,['France'],[],[],?,260,"22,8","1,4","12,2",E,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses cocktail']",,,,,,,+5%,+6%,-15%,+3%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,,1088 kj(260 kcal),"8,5","0,9","1,83","0,732",22.8 g,en quantité élevée,8.5 g,en quantité élevée,0.9 g,en faible quantité,1.83 g,en quantité élevée,+5%,+6%,+23%,-4%,-4%,19,+7%,E,+7%,,,,,
47,Les saucisses cocktails - Jean Caby,3220120422569,['France'],"['Mande de filet de poulet et peau de poulet ', 'origine France', ' 70%', 'eau', 'protéines de LG', 'sel', 'acidifiant : lactate de potassium', 'arôme', 'dextrose', 'stabilisants : diphosphates', 'arômes naturels', 'colorants : extrait de paprika et carmins', 'épice', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium', 'fumée liquide']","['Non végétalien', 'Non végétarien']",?,233,"18,5","1,7","12,3",D,,,['Jean Caby'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses cocktail']",,,,,4,,-6%,-14%,+3%,+4%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,,975 kj(233 kcal),"5,1","0,8","1,91","0,764",18.5 g,en quantité modérée,5.1 g,en quantité élevée,0.8 g,en faible quantité,1.91 g,en quantité élevée,-6%,-36%,+9%,+1%,+1%,15,-15%,D,-15%,"['E326 - Lactate de potassium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E160c - Extrait de paprika', 'E120 - Acide carminique', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,
48,Les saucisses Cocktails - Jean Caby,3220120422583,['France'],"['iyrc sci', 'acidifiant lactate de qq/arôrne', 'antioxydant : ascorbale nitrite dc sodium', ' - RfrÜtts coques', 'moutarde']",[],?,258,"22,1","2,3","11,9",E,,,['Jean Caby'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses cocktail']","['Viande Française', 'Viande Porcine Française']",,,['Moutarde'],,,+4%,+2%,+39%,+1%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,,1079 kj(258 kcal),8,"0,9","1,5","0,6",22.1 g,en quantité élevée,8 g,en quantité élevée,0.9 g,en faible quantité,1.5 g,en quantité modérée,+4%,0%,+23%,-21%,-21%,16,-10%,D,-10%,,,,,
49,Les saucisses cocktails au cumin - Jean caby - 200g,3220120422590,['France'],"['viande de porc ', 'origine France', ' 71%', 'eau sel', 'curmin 1,5%', 'acidifiant : lactate de potassium', 'protéines de lait', 'fibre de blé', 'sucre', 'gras de porc', 'arômes', 'antioxydant : ascorbate de sodium', 'extrait de paprika et curcumins', 'nitrate de sodium']","['Non végétalien', 'Non végétarien']",1058,?,"21,9","2,2","11,7",D,200 g,['Plastique'],['Jean caby'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses cocktail']",,,,"['Gluten', 'Lait']",4,+2%,,+1%,+33%,-1%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,['Leclerc'],1058 kj(253 kcal),8,1,"1,6","0,64",21.9 g,en quantité élevée,8 g,en quantité élevée,1 g,en faible quantité,1.6 g,en quantité élevée,+2%,0%,+37%,-16%,-16%,17,-4%,D,-4%,"['E326 - Lactate de potassium', 'E301 - Ascorbate de sodium', 'E160c - Extrait de paprika', 'E100 - Curcumine', 'E251 - Nitrate de sodium', '', 'Risque élevé de sur-exposition']",,,,
50,Saucisses de strasbourg pour p'tit hot dog,3220120422613,['France'],[],[],?,260,"22,8","1,4","12,2",E,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Strasbourg']",['Fabriqué en France'],,,,,,-5%,-6%,-2%,-3%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,,1088 kj(260 kcal),"8,5","1,4","1,83","0,732",22.8 g,en quantité élevée,8.5 g,en quantité élevée,1.4 g,en faible quantité,1.83 g,en quantité élevée,-5%,-8%,+24%,-6%,-6%,19,-1%,E,-1%,,"['EMB 59527', 'Saint-André-lez-Lille (Nord, France)']",,,
51,Saucisse Cocktail - Jean Caby,3220120422637,['France'],"['hfil', ""cjsse iV1ande pot c169A 'dg pot les de LAIT"", ' sucre', 'arotne natÙrél:antioxyu iscotbate de sodium', ' colorants : extrait de paprika el :attnins', ' arome de fumée', 'conservateur: nitrite de sodi : de gluten', 'soja', 'fruits a moutarde', ' Mande origine : U', 'E!']",[],?,281,26,"1,3",11,E,,,['Jean Caby'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses cocktail']",,,,"['Lait', 'Soja']",4,,+13%,+20%,-21%,-7%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,,1176 kj(281 kcal),10,"0,9","1,8","0,72",26 g,en quantité élevée,10 g,en quantité élevée,0.9 g,en faible quantité,1.8 g,en quantité élevée,+13%,+25%,+23%,-5%,-5%,19,+7%,E,+7%,['E160c - Extrait de paprika'],,,,
52,Saucisse Cocktail Nature - Jean Caby,3220120422644,['France'],"['Saucisse cocktail fumée Viande de porc 69', "" t'"", 'eau', 'grasde porc,• protéines-de LAIT', 'sel', 'sucre', 'arôme naturel', ""antioxydant' ascotête de sodium"", ' co!orants : extrait de paprika et cermins', 'arôme de fumée', 'conser,rateur: nitfite desodium enùAla de dut%l', 's""', 'wf', ': lait Traes év fivits à wqua', 'moutarde', ' de porc origine : France']","['Non végétalien', 'Non végétarien']",?,284,26,"1,3",11,E,,,['Jean Caby'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses cocktail']",,,,"['Lait', 'Moutarde']",4,,+15%,+20%,-21%,-7%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,,1188 kj(284 kcal),10,"0,9","1,8","0,72",26 g,en quantité élevée,10 g,en quantité élevée,0.9 g,en faible quantité,1.8 g,en quantité élevée,+14%,+25%,+23%,-5%,-5%,19,+7%,E,+7%,['E160c - Extrait de paprika'],,,,
53,Boudins blancs Cocktail Jean Caby,3220120422651,['France'],"['Boudin Blanc porc', 'protéines de LAIT', 'épices et plantes aromatiques ', 'doni noix de muscade', 'stabilisants : di - et polyphosphates', 'arôme naturel', 'A113#nt : érythorbate de sodium', ' de Autel', 'soja', 'fruib à coqu$', 'mouurde Tra* Viande ongine : U', 'E']",['Non végétalien'],?,264,22,"2,2",13,D,,,['Jean caby'],"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,,,"['Lait', 'Soja']",4,,+9%,+9%,-49%,+26%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,1105 kj(264 kcal),"8,8","1,9","1,8","0,72",22 g,en quantité élevée,8.8 g,en quantité élevée,1.9 g,en faible quantité,1.8 g,en quantité élevée,+8%,+13%,-4%,+21%,+21%,18,+12%,D,+12%,['E316 - Érythorbate de sodium'],,,,
54,Saucisses coktail Fitness - Jean Caby,3220120422675,['France'],"['Je', ' n Caby Saucisse cocktail fumée', 'teneur réduite en matière yasse de 30% par rapport à une saucisse cocktail classie : xaande de porc 56%', 'eau', 'VSM de volaille ', 'dinde', 'de po', 'rç', 'sel', ""prçtéines de LAIT fibres d? blé de fumée,'àpicÉ's"", 'extraitdepaprika et carmins', 'conservateur : nitrite de *en', 'lait évafiN!s de flVib ,mouta tsoja', ' O!igine U', 'E']","['Non végétalien', 'Non végétarien']",?,216,18,"0,8",13,,,,['Jean Caby'],,,,,['Lait'],,,,,,,,,,,,,,,,904 kj(216 kcal),"6,7","0,6","2,3","0,92",,,,,,,,,,,,,,,,,,,,,,
55,Saucisses cocktail Diabolique barbecue - Jean Caby,3220120422682,['France'],"[""Jean ' Bon appétit ! PLIQQE La Saùcisse cocktail furnée saveur aéê Ingrédients ü Mande de porc 4491"", 'îeJaiJJ VSM Volaille arorfieS:et arôme de fumée', 'gfas de porc', 'plasma couennes de porc/ protéines de IAT', 'sel} PIOtéines de S stabilisants di-phosphateS', ' épices', 'antioxvdjnt étytho de sodium', 'colorants : extrait de paprika et caiinins,l Cons nitrite de sodiurn', ' Allergènes : lait', 'soja', ' Traces éventuelles de gluten', 'œuf', ""fruits à coques' mouta énergétiques et nutritionnelles pour 100 g téne éti ues mo enne : 1097""]",[],?,265,22,3,12,E,,,['Jean Caby'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses cocktail']",,,,['Soja'],4,,+7%,+2%,+82%,+2%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,,1109 kj(265 kcal),8,"2,2","2,2","0,88",22 g,en quantité élevée,8 g,en quantité élevée,2.2 g,en faible quantité,2.2 g,en quantité élevée,+7%,0%,+201%,+16%,+16%,19,+7%,E,+7%,['E160c - Extrait de paprika'],['EMB 69527'],,,
56,Cocktail Bacon Fume - Jean Caby,3220120422699,['France'],"['La saucisse cocktail fumée saveur bacon', ' : Viande de porc ', '48%', 'eau', 'VSM de volaille ', 'dinde', 'poulet', 'gas de porc', 'plasma de porc', 'couennes de porq arôme', 'sel', 'protéines de Lait', 'protéines de SOJA', 'sucre', 'stabilisants : di-phosphates arômes naturels', 'épices', 'antioxydant: éMh01bate de sodium', 'colorants : extrait de paprika et cumin', 'conservateur: nitrite de sodium', '                Allergènes: lait et soja                                             Traces éventuelles de gluten', ' Œuf', ' Fruit à coque', ' Moutarde', ' Viande origine : U', 'E']","['Non végétalien', 'Non végétarien']",?,255,22,"1,2",13,,,,['Jean Caby'],,,,,"['Lait', 'Soja']",4,,,,,,,,,,,,,,,1067 kj(255 kcal),8,"0,9","2,1","0,84",,,,,,,,,,,,,,,,,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E160c - Extrait de paprika', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,
57,Saucisses cocktails festival village - Jean Caby,3220120422705,['France'],"['Mande de dinde 28%', 'peau de poulet 25%', 'eau', 'VSM de volaille 20% ', 'dinde', 'poulet', 'protéines de LNT', 'acidifiant : lactate de potassium', 'sel arômes naturels', 'dextrose', 'stabilisants : dipnosphates', 'colorants : extrait de paprika et carmins: épice', 'antioxydant : ascorbate de sodium', 'conservateur : nitnte de sodium', ' Allergene : lait de èuten', 'soja', 'oeuf', 'fRJiÉ à Viande origine : U', 'E']","['Non végétalien', 'Non végétarien']",?,222,18,1,13,E,,,['Jean Caby'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses cocktail']",,,,"['Œufs', 'Soja']",4,,-10%,-17%,-39%,+10%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,,929 kj(222 kcal),"5,9","0,7","2,2","0,88",18 g,en quantité modérée,5.9 g,en quantité élevée,0.7 g,en faible quantité,2.2 g,en quantité élevée,-11%,-26%,-4%,+16%,+16%,16,-10%,D,-10%,"['E326 - Lactate de potassium', 'E160c - Extrait de paprika', 'E120 - Acide carminique', 'E301 - Ascorbate de sodium']",,,,
