,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,ingredients_origins,nova_score,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,manufacturing,link,markets,additives,allergens,palm_ingredients,traceability_code,brand_owner
1589,Imperial Rye Porter - Nøgne Ø - 0.33l,7090008099048,['Nøgne Ø'],['France'],"['Local Water', 'malted barley', 'malted rye', 'hops and British ale yeast']",[],?,?,,?,,?,,?,,,C,0.33 l,"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières artisanales', 'Bières brunes', 'en:Porter']",,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,"['Bouteille', 'Verre', 'Capsule', 'Métal']",,3,,,,,,,,,,['Norvège'],,['405'],,['Gluten'],,,
1590,Jambon sec D'agneau,7090013611938,,['France'],[],[],?,299,1251 kj(299 kcal),19,"8,5",0,0,3,"5,7","2,28",E,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",19 g,en quantité modérée,8.5 g,en quantité élevée,0 g,en faible quantité,,+28%,+27%,+48%,+75%,-100%,-100%,-90%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,5.7 g,en quantité élevée,+14%,+14%,21,+26%,E,+26%,,,,,,,,,
1591,Trockenfisch,7090016070015,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,Sukrin Gold,7090017540029,,['France'],[],[],?,20,84 kj(20 kcal),0,0,"99,3","2,9","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,
1593,Sukrin +,7090017540074,,['France'],[],[],?,0,0 kj(0 kcal),0,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,darine de sésames -,7090017540272,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,Fiberbrød Solsikke Og Græskarkerner - Funksjonellmat,7090017540609,['Funksjonellmat'],['France'],"['Seeds and l<ernels ', 'psyllium', 'sunflower', 'sesame', 'pumpl<in', 'flax', 'fiber ', 'from sugar beet', 'chicory and peas', 'FiberFin: resistant corn starch', 'whole egg powder', 'pea protein', 'sweetener: erythritol ', 'Sul<rin', 'mineral salt ', 'sodium chloride and potassium chloride', 'raising agents ', 'bicarbonate', 'disodium phosphate']",['Non végétalien'],?,163,682 kj(163 kcal),"8,4","1,4","2,5",0,"8,7",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,"['E968 - Érythritol', 'E339ii - Phosphate disodique']",['Graines de sésame'],,,
1596,Sukrin:1,7090017541323,,['France'],[],[],?,0,0 kj(0 kcal),0,0,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Tomatsaus Med Soltørket Tomat Og Basilikum økologisk - Superbra,7090024960322,['Superbra'],['France'],['*Bkologiske ingredienser'],[],?,89,372 kj(89 kcal),6,1,"6,4","4,4","1,6",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,
1598,12 Egg,7090026220332,,['France'],[],[],?,139,582 kj(139 kcal),10,3,"0,5","0,5",12,"0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Winter Solvery - Austmann Bryggeri - 33cl,7090033441034,['Austmann Bryggeri'],['France'],"[""Eau,malt d'orge"", 'cannelle', 'orange', 'houblon']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,C,33 cl,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières de Noël']",,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,Bière de Noël,"['Verre', 'Bouteille']",,3,,,,,,,,,"['Point Vert', 'Déconseillé aux femmes enceintes']",['Norvège'],,['Noz'],,['Gluten'],,,
1600,Eple ingefaer,7090042140102,,['France'],[],[],?,50,209 kj(50 kcal),0,0,11,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,Apollo dan bol,7092097008390,,['France'],[],[],?,471,1971 kj(471 kcal),"19,3","9,8",65,"7,8","9,5","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Nouilles,7099065000332,,['France'],[],[],?,461,1929 kj(461 kcal),"18,3",9,66,"4,1",9,17,"6,8",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles']",18.3 g,en quantité modérée,9 g,en quantité élevée,4.1 g,en faible quantité,,+54%,+53%,+166%,+207%,+35%,+98%,+18%,,,,,,,,,,,,17 g,en quantité élevée,+1018%,+1018%,23,+4594%,E,+4594%,,,,,,,,,
1603,Croissans,70962529,,['France'],[],[],?,366,1531 kj(366 kcal),"19,3","12,9",39,"11,5","7,4","1,17","0,468",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,4 cereales extra fine - Bjorg,70991796,['Bjorg'],['France'],[],[],?,384,1607 kj(384 kcal),3,"0,5",76,"1,5",10,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,
1605,Muesli Croustillant au Chocolat - Nature Bio - 500g,7101015389777,['Nature Bio'],['France'],"['Flocons d’avoine complète“ 35% - sucre* - Flocons de blé complet* 13% - farine de blé*  12% - chocolat noir* 11% ', 'pâte de cacao* - sucre de canne* - beurre de cacao*', ' - huile de tournesol* - farine de riz* 4,6% - noix de coco en  poudre* - cacao en poudre* - miel* - sel - extrait de malt d_’orge_*', 'émulsifiant : lécithine de tournesol - antioxydant : extrait riche en tocophérols', "" *Ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1936,?,1936 kj(463 kcal),"18,1","5,5",62,20,9,"< 0,01","0,004",B,500 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Mueslis', 'Flocons extrudés', 'Céréales au chocolat', 'Mueslis au chocolat']",18.1 g,en quantité modérée,5.5 g,en quantité élevée,20 g,en quantité élevée,+4%,,+5%,+14%,+6%,+1%,+5%,-3%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,"['Boîte', 'Carton', 'Plastique', 'Sachet']",,4,0.01 g,en faible quantité,-96%,-96%,9,-1%,C,-1%,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,"['Cora', 'Match']","['E322i - Lécithine', 'E306 - Extrait riche en tocophérols']","['Gluten', 'Avoine']",,,
1606,Mayonnaise - Amora - 725g e,7104976367778,"['Amora', 'Unilever']",['France'],"['Huile de tournesol', 'huile de colza', ""jaune d'œuf de poules élevées en plein air 8%"", 'vinaigre de vin', 'eau', 'moutarde de Dijon 5', '3% ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'sel', 'sucre', 'dextrine', 'amidon modifié', 'arômes', 'colorants : extrait de paprika', 'lutéine ', 'extrait de tagète']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",2800,?,2800 kj(669 kcal),73,7,"2,5",1,"1,5","1,6","0,64",C,725 g e,"['Epicerie', 'Sauces', 'Mayonnaises']",73 g,en quantité élevée,7 g,en quantité élevée,1 g,en faible quantité,+10%,,+9%,+10%,+13%,-7%,-32%,+22%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,"['Verre', 'Bocal']",,4,1.6 g,en quantité élevée,+20%,+20%,21,+17%,E,+17%,['Sans conservateurs'],,,,"['E1400 - Dextrines', 'E14XX - Amidons modifiés', 'E160c - Extrait de paprika', 'E161b - Lutéine']","['Œufs', 'Moutarde']",,,
1607,Pur jus d'orange pressée -,7105272358934,,['France'],[],[],?,48,201 kj(48 kcal),"0,2",0,"9,8",0,"0,8",,,D,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",0.2 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,+12%,+10%,+14%,-100%,+1%,-100%,+27%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,,,,,,,,,
1608,La French - La French Energy,7106582746312,['La French Energy'],['France'],[],[],?,31,130 kj(31 kcal),"0,5","0,5","7,8","7,8","0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,
1609,Yuzu-zu,7107106187642,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",,,,,,,,
1610,Barre aux protéines,7107364614805,,['France'],[],[],?,398,1665 kj(398 kcal),12,"6,7",45,30,28,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,Poivre noir de madagascar - Mada Spy,7107714307869,['Mada Spy'],['France'],[],[],?,251,1050 kj(251 kcal),"3,3","1,4",64,"0,6",10,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Chocolat Cannabis - The Canna Chocolatiers - 100g,7107719207959,['The Canna Chocolatiers'],"['France', 'Pays-Bas']","['Pâte de cacao', 'sucre', 'graines de chanvre ', '10 %', 'beurre de cacao', 'matière grasse de lait anhydre', 'émulsifiant E322 ', 'soja', ',']",['Sans huile de palme'],?,542,2268 kj(542 kcal),36,20,39,36,"8,9","0,02","0,008",E,100 g,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",36 g,en quantité élevée,20 g,en quantité élevée,36 g,en quantité élevée,,-3%,-2%,-9%,-13%,+1%,+14%,+16%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,Chocolat noir aux graines de chanvre. Chocolat Cannabis,"['Carton', 'Tablette', 'métal']",,4,0.02 g,en faible quantité,-57%,-57%,23,+8%,E,+8%,['Fabriqué en Belgique'],['Belgique'],,,['E322 - Lécithines'],"['Lait', 'Soja']",,,
1613,Panna Cotta,7108442627748,,['France'],[],[],?,108,452 kj(108 kcal),5,"4,7","18,5","9,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,Vegan tandoori,7108811890100,,['France'],[],[],?,189,791 kj(189 kcal),10,0,10,1,18,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Biscottes artisanales briochées - La chanteracoise,7108813591913,['La chanteracoise'],['France'],[],['Sans huile de palme'],?,394,1648 kj(394 kcal),16,12,52,"6,7","9,3","1,2","0,48",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'en:zwieback']",16 g,en quantité modérée,12 g,en quantité élevée,6.7 g,en quantité modérée,,0%,-0%,+140%,+552%,-24%,+15%,-21%,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,,,,,1.2 g,en quantité modérée,+3%,+3%,20,+220%,E,+220%,['en:palm-oil-free'],,,,,,,,
1616,Barre Vegan Macadamia & Cranberries,7108813711205,,['France'],[],"['Végétalien', 'Végétarien']",?,436,1824 kj(436 kcal),"17,4","3,7",57,34,"8,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'AB Agriculture Biologique']",,,,,,,,
1617,Barre Vegan Noisettes,7108814179585,,['France'],[],"['Végétalien', 'Végétarien']",?,470,1966 kj(470 kcal),"23,6","5,7","49,6","25,9","10,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'AB Agriculture Biologique']",,,,,,,,
1618,Shawarma,7108814328341,,['France'],[],"['Végétalien', 'Végétarien']",?,156,653 kj(156 kcal),8,1,9,1,14,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,
1619,Barre Vegan Chocolat,7108815596602,,['France'],[],"['Végétalien', 'Végétarien']",?,436,1824 kj(436 kcal),"17,6","6,3","55,9","34,7","9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien']",,,,,,,,
1620,Eau de coco Thé matcha,7108816218237,,['France'],[],[],?,20,84 kj(20 kcal),"0,5","0,1","4,6","4,6",0,"0,03","0,012",,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Eaux de coco']",0.5 g,en faible quantité,0.1 g,en faible quantité,4.6 g,en quantité modérée,,+5%,+1%,+481%,+224%,+1%,+27%,-100%,,,,,,,,,,,,0.03 g,en faible quantité,-54%,-54%,7,+185%,D,+185%,['Bio'],,,,,,,,
1621,Barre Arachides,7108816726312,,['France'],[],"['Végétalien', 'Végétarien']",?,450,1883 kj(450 kcal),"20,5","4,5",48,26,"12,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,
1622,Eau de coco royale - Base Organic Food,7108817741208,['Base Organic Food'],['France'],[],[],?,20,84 kj(20 kcal),"0,5","0,1","4,6","4,6","0,5","0,03","0,012",,,['Boissons'],0.5 g,en faible quantité,0.1 g,en faible quantité,4.6 g,en quantité modérée,,-64%,-65%,+44%,-15%,-59%,-51%,+1%,,,,,,,,,,,,0.03 g,en faible quantité,-28%,-28%,7,-9%,D,-9%,['Bio'],,,,,,,,
1623,Canistrelli,7108819192916,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Ricotte Epinard - Pasta Anna,7109612172556,['Pasta Anna'],['France'],"['Pate : Semoule de blé dur Italien', 'eau', ' Ingrédients Farce : RicottaEpinard,Fromage de muscade']",[],?,183,766 kj(183 kcal),"4,8","1,6","26,2","2,2",8,"0,47","0,188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Ravioli bleu de sassenage et cèpes - Pasta Anna,7109612974990,['Pasta Anna'],['France'],"['Semoule de blé dur Italien', 'eau', ' Ingrédients pate Ingrédients Farce : Ricotta', 'Bleu du Vercors,CepesMélange forestier,Cha pelure,sel,poivre']",['Non végétalien'],?,204,854 kj(204 kcal),"5,1","1,6","30,5","2,5","8,5","0,71","0,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,
1626,Sauce aigre douce biologique,71009315,,['France'],[],[],?,70,293 kj(70 kcal),"0,45","0,1",15,"9,7","1,2","1,1","0,44",B,,"['Epicerie', 'Sauces', 'Sauces aigre-douces']",0.45 g,en faible quantité,0.1 g,en faible quantité,9.7 g,en quantité modérée,,-44%,-43%,+33%,+81%,-43%,-56%,+140%,42.4%,22.5%,16.3%,10.1%,5.1%,3.6%,92,,,,,1.1 g,en quantité modérée,-6%,-6%,6,-40%,C,-40%,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
1627,Panang Curry Sauce,71096032,,['France'],[],[],?,181,757 kj(181 kcal),"12,2",9,"15,5","9,7","2,2","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,Biwi pinacolada,7110532588532,,['France'],[],[],?,20,84 kj(20 kcal),"0,5","0,1",5,5,"0,5","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,BIWI,7110534843998,,['France'],[],[],?,30,126 kj(30 kcal),"0,5","0,1","7,5","7,5","0,5","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Paillettes de Spiruline,7110536728231,,['France'],[],[],?,348,1456 kj(348 kcal),"6,3",3,"9,1","1,6",60,"3,3","1,32",E,,"['Compléments alimentaires', 'Spiruline']",6.3 g,en quantité modérée,3 g,en quantité modérée,1.6 g,en faible quantité,,+39%,+37%,+72%,+134%,-12%,+130%,+21%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,3.3 g,en quantité élevée,+187%,+187%,16,+227%,D,+227%,,,,,,,,,
1631,Biwi,7110537173313,,['France'],[],[],?,30,126 kj(30 kcal),"0,5","0,1","7,5","7,5","0,5","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Miel Artisanal - Miellerie Du Camp De La Houn,7110934742594,['Miellerie Du Camp De La Houn'],['France'],"['Toutes Fleurs Camp de Houn 31530 ', 'Bretx— O', ' Ambrosino Miel de France']",[],?,301,1259 kj(301 kcal),"0,2","0,2",75,"0,2","0,2",0,0,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",0.2 g,en faible quantité,0.2 g,en faible quantité,0.2 g,en faible quantité,,+4%,+3%,+83%,+441%,-2%,-100%,-39%,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,0 g,en faible quantité,-100%,-100%,,,,,['Bio'],,,,,,,,
1633,Bonbon au miel de Savoie,7111608320780,,['France'],[],[],?,402,1682 kj(402 kcal),"0,05",0,"98,9",81,"0,06","0,015","0,006",E,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Produits de la ruche', 'Bonbons', 'Bonbons au miel']",0.05 g,en faible quantité,0 g,en faible quantité,81 g,en quantité élevée,,+5%,+4%,-82%,-100%,+5%,+17%,-86%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,0.015 g,en faible quantité,-25%,-25%,15,+8%,D,+8%,,,,,,,,,
1634,Choquino -  - 70cl,7112228046838,,['France'],[],[],?,?,,?,,?,,?,,,,70cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Expérience Mojito - Eyguebelle - 50cl,71181448,['Eyguebelle'],['France'],[],[],?,?,,?,,?,,?,,,,50 cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Produits faisant référence au Mojito'],,,,,,,,
1636,Trio de poivrons,7120151276284,,['France'],[],[],?,29,121 kj(29 kcal),"0,4","0,04","4,8","4,7","0,9","0,005","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Galettes de riz - Eaglobe,7132283785251,['Eaglobe'],['France'],['VPIeurs Nutritionnelles'],[],?,339,1418 kj(339 kcal),1,"0,3",81,"0,3","3,2","0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,Namur  - Delacre - 1,7132751874678,['Delacre'],['France'],[],[],?,?,,?,,?,,?,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Moutarde a la salicorne - Mantauzier - 200g,7137050000926,['Mantauzier'],['France'],"['Eu', 'Graines de Moutarde', 'Vinaigre', ""Sel de Salicorne conserver entre 0 et 4 'c o""]",[],?,1,4 kj(1 kcal),1,1,1,1,1,1,"0,4",B,200 g,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,,-99%,-99%,-91%,+22%,-86%,-74%,-85%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,1,1 g,en quantité modérée,-79%,-79%,4,-66%,C,-66%,,,,,,['Moutarde'],,,
1640,Gran'grattugiato,71327167,,['France'],[],[],?,505,2113 kj(505 kcal),36,23,0,0,44,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Coktail junior kid's - Vitamont,71332604,['Vitamont'],['France'],[],[],?,46,192 kj(46 kcal),0,0,11,11,0,0,0,,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,,-18%,-20%,-100%,-100%,-3%,+17%,-100%,,,,,,,,,,,,0 g,en faible quantité,-100%,-100%,15,+96%,E,+96%,"['Bio', 'Bio européen']",,,,,,,,
1642,Thon au naturel   Marque U - 140g,7142414782677,,['France'],[],[],?,?,,?,,?,,?,,,,140 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Choco pilows,7150490008901,,['France'],[],[],?,409,1711 kj(409 kcal),"16,4","2,4",56,20,3,36,"14,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Trésor chocolat au lait - Kellogg's - 400g,7151647318058,"[""Kellogg's"", 'Trésor']",['France'],[],[],1854,?,1854 kj(443 kcal),14,"4,8",70,29,"7,1","0,95","0,38",C,400 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales au chocolat', 'Céréales fourrées']",14 g,en quantité modérée,4.8 g,en quantité modérée,29 g,en quantité élevée,+1%,,+1%,+1%,+27%,+3%,+1%,-5%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,0.95 g,en quantité modérée,+48%,+48%,16,+23%,D,+23%,,,,,,,,,
1645,Carrefour Bio,7161828870107,['Carrefour Bio'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Fabriqué en France']",,,['Carrefour'],,,,,
1646,HERTA - 210g,7163035937420,['HERTA'],['France'],[],[],?,?,,?,,?,,?,,,,210 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,1kg,7164348800593,,['France'],[],[],?,?,,?,,?,,?,,,,1 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,Grillon charentais - Daniel Bernier,71603537,['Daniel Bernier'],['France'],"['!rwédienÉ : maigre de porc', ""gras de porc'"", 'bouillon ', 'oignons', 'sel', 'ail/ épices', 'aromates', ""'"", ' Peut contenir des traces de gluten eide lactose,']","['Non végétalien', 'Non végétarien']",?,204,854 kj(204 kcal),13,"5,4","1,3",0,21,1,"0,4",,,['Grillon Charentais'],13 g,en quantité modérée,5.4 g,en quantité élevée,0 g,en faible quantité,,-27%,-26%,-37%,-36%,+309%,-100%,+14%,,,,,,,,,,,3,1 g,en quantité modérée,-13%,-13%,11,-28%,D,-28%,,,,,,,,,
1649,Cafe,71629292,,['France'],[],[],?,368,1540 kj(368 kcal),8,"1,4",49,"9,8",14,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Pressade,7171628587501,['Pressade'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Bon Jour 100% multifruits - Pressade - 1.5litres,7171628587563,['Pressade'],['France'],[],[],?,?,,?,,?,,?,,,,1.5 litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,
1652,Le pain des fleurs  - Bio crackers  - 150,7171810883015,['Bio crackers'],['France'],[],[],?,?,,?,,?,,?,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,
1653,7171816364778,7171816364778,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,7172717516600,7172717516600,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,Bâtonnets de surimi - Odyssée - 500g,7172728859963,['Odyssée'],['France'],[],[],?,?,,?,,?,,?,,,B,500g,"['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Surimi', 'en:preparations-made-from-fish-meat']",,,,,,,,,,,,,,,52.0%,22.5%,10.3%,8.6%,5.2%,1.4%,92,,,,,,,,,,,,,,,,,,,,"['FR 29.031.500 CE', 'Clohars-Carnoët (Finistère, France)']",
1656,Pois mangetout - Star Choice - 250g,7174001014120,['Star Choice'],['France'],['Pois mangetout'],[],?,?,,?,,?,,?,,,B,250 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes et dérivés', 'Frais', 'Légumes secs', 'Aliments à base de plantes frais', 'Légumes frais', 'Pois mange-tout']",,,,,,,,,,,,,,,79.5%,0.0%,0.0%,10.9%,6.1%,3.5%,96,,"['Barquette', 'Plastique']",['Kenya'],,,,,,,,,,,,,['U Express'],,,,,
1657,riz thaï - Saint Eloi - 500g,7174326257233,['Saint Eloi'],['France'],[],[],?,?,,?,,?,,?,,,,500g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Intermarché'],,,,"['EMB 07055', 'Charmes-sur-Rhône (Ardèche, France)']",
1658,7174326702054,7174326702054,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,
1659,sortilege - intermarche - 18capsules,7174326776949,['Intermarche'],['France'],[],[],?,?,,?,,?,,?,,,,18 capsules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Intermarché'],,,,,
1660,pocket - paquito - 20cl,7174728177771,['Paquito'],['France'],[],[],?,?,,?,,?,,?,,,,20cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Intermarché'],,,,"['EMB 45290', ""Saint-Martin-d'Abbat (Loiret, France)""]",
