,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,ingredients_origins,nova_score,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,manufacturing,link,markets,additives,allergens,palm_ingredients,traceability_code,brand_owner
1661,7174728686679,7174728686679,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,
1662,Pasco Vindaloo Curry Paste 270g - 270g,7178600000157,['Pasco'],['France'],"['huile végétale', 'poudre de coriandre', 'le cumin', 'le piment en poudre ', '10%', 'poudre de curcuma', 'gingembre', ""l'ail "", '3%', 'la pâte de tomate', 'sel', 'amidon de maïs modifié', 'garam masala', 'acide acétique ', 'E260']","[""Pourrait contenir de l'huile de palme""]",?,453,1895 kj(453 kcal),"41,7","2,7","11,5","1,4","5,19","0,2","0,08",,270 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E260 - Acide acétique'],,,,
1663,Hot Mango Chutney - Pasco - 320g,7178600000171,['Pasco'],['France'],"['Sucre 48%', 'mangues 45%', 'sel', 'piment poudre 0,5 %', 'poudre de gingembre', 'acide acétique']",['Végétarien'],?,219,916 kj(219 kcal),"0,1",0,"53,6","53,6","0,3",2,"0,8",,320 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Chutneys de fruit']",0.1 g,en faible quantité,0 g,en faible quantité,53.6 g,en quantité élevée,,+20%,+18%,-83%,-100%,+27%,+35%,-62%,,,,,,,,,"['Bocal', 'Verre', 'métal']",,3,2 g,en quantité élevée,+180%,+180%,18,+108%,D,+108%,"['Végétarien', 'en:gluten-free']",,,,['E260 - Acide acétique'],,,,
1664,Pasco Biryani Curry Paste - 260g,7178600000225,['Pasco'],['France'],[],[],?,101,423 kj(101 kcal),"7,2","1,7","4,2","1,1","2,8","0,2","0,08",,260 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,
1665,Pasco - 320grammes,7178600000713,['Pasco'],['France'],[],[],?,?,,?,,?,,?,,,,320 grammes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Korma Currypaste - Pasco - 270G,7178600000942,['Pasco'],['France'],[],[],?,231,967 kj(231 kcal),17,"6,1","11,2","8,8",3,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,Purée d'ail et de gingembre - Pasco,7178601000026,['Pasco'],['France'],[],[],?,68,285 kj(68 kcal),"1,9","0,2","9,5","1,5","2,9","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Mumbai Palak Masala,7178604000061,,['France'],[],[],?,133,556 kj(133 kcal),"10,3","1,9","6,2","3,2","2,5","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Brownie cookies -,71721781,,['France'],[],[],?,454,1900 kj(454 kcal),20,10,60,37,"6,4","0,6","0,24",C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",20 g,en quantité modérée,10 g,en quantité élevée,37 g,en quantité élevée,,-8%,-8%,-15%,-15%,-4%,+14%,-2%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,0.6 g,en quantité modérée,+9%,+9%,24,+12%,E,+12%,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,
1670,Céréales extra aux fruits,71776491,,['France'],[],[],?,471,1971 kj(471 kcal),21,11,62,29,6,"0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Tortilla nature - Boni - 200g,7181413354584,,['France'],[],[],?,?,,?,,?,,?,,,B,200 g,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de maïs']",,,,,,,,,,,,,,,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,,,,,,,,,,,,,,,,
1672,Assortiment de biscuits -,7181842834688,,['France'],[],[],?,?,,?,,?,,?,,,C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,,,,,,,,,,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,Assortiment de biscuits,,,,,,,,,,,,,,,,,,,,
1673,Schamel Meerrettich,7182720001024,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Emmental au lait cru - Carrefour bio - 200gr,7182729870003,['Carrefour bio'],['France'],[],[],?,?,,?,,?,,?,,,D,200gr,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Emmental au lait cru']",,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,"['Bio', 'Agriculture UE', 'Fabriqué en France']",,,['Carrefour'],,,,,
1675,eau - Nestlé  - 50cl,7184714300380,['Nestlé'],['France'],[],[],?,?,,?,,?,,?,,,,50cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Tropical nectar - Best,7187916282409,['Best'],['France'],['AVERAGE NUTRITIONA VALUES FOR loo ml ENERGY'],[],?,51,213 kj(51 kcal),"0,1",0,"12,1","12,1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Thaï style curry rouge,71803500,,['France'],[],[],?,170,711 kj(170 kcal),8,3,20,6,4,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Confiture abricot orange,71803821,,['France'],[],[],?,278,1163 kj(278 kcal),"0,07","0,01","68,86","48,5","0,37","0,032","0,013",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",0.07 g,en faible quantité,0.01 g,en faible quantité,48.5 g,en quantité élevée,,+27%,+27%,-69%,-77%,+29%,-4%,-26%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,0.032 g,en faible quantité,+45%,+45%,8,-11%,C,-11%,,,,,,,,,
1679,Confiture,71803838,,['France'],[],[],?,278,1163 kj(278 kcal),"0,07","0,01","68,86","48,5","0,37","0,032","0,013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,Confiture a la framboise - Zuegg - 250g,71815152,['Zuegg'],['France'],[],[],?,149,623 kj(149 kcal),0,0,96,34,7,"0,09","0,036",C,250 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",0 g,en faible quantité,0 g,en faible quantité,34 g,en quantité élevée,,-33%,-34%,-100%,-100%,+80%,-34%,+937%,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,['pot en verre'],,,0.09 g,en faible quantité,+323%,+323%,-1,-111%,A,-111%,,,,,,,,,
1681,Bonbons À La Menthe,71845241,,['France'],[],[],?,0,0 kj(0 kcal),0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Harissa,7191082100382,,['France'],[],[],?,302,1264 kj(302 kcal),1,"0,5",11,"6,9","2,9","1,7","0,68",C,,"['Epicerie', 'Sauces', 'Harissas']",1 g,en faible quantité,0.5 g,en faible quantité,6.9 g,en quantité modérée,,+185%,+183%,-77%,-19%,+21%,+86%,+15%,78.7%,9.3%,4.7%,4.8%,2.0%,0.5%,57,,,,,1.7 g,en quantité élevée,-54%,-54%,11,+29%,D,+29%,,,,,,,,,
1683,Saupiquet,7191216816660,['Saupiquet'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,Italians do it better  pomodoro -  - 300g,7192814400022,,['France'],[],[],?,?,,?,,?,,?,,,,300 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,lait de coco - direct producteurs - 330ml,7194718077768,['direct producteurs'],['France'],[],[],?,?,,?,,?,,?,,,B,330 ml,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Laits de coco']",,,,,,,,,,,,,,,30.3%,10.4%,21.2%,23.2%,11.5%,3.4%,75,,,,,,,,,,,,,['Bio'],,,,,,,,
1686,Pain complet,71916880,,['France'],[],[],?,240,1004 kj(240 kcal),"3,3","0,4",42,"0,6","7,9","1,3","0,52",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains complets']",3.3 g,en quantité modérée,0.4 g,en faible quantité,0.6 g,en faible quantité,,-4%,-4%,-4%,-26%,-1%,-84%,-10%,,,,,,,,,,,,1.3 g,en quantité modérée,+11%,+11%,3,+352%,C,+352%,,,,,,,,,
1687,Pain de seigle,71917245,,['France'],[],[],?,211,883 kj(211 kcal),"1,6","0,2",39,"2,7","5,3","1,2","0,48",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de seigle']",1.6 g,en faible quantité,0.2 g,en faible quantité,2.7 g,en faible quantité,,-9%,-8%,-19%,-41%,-6%,-8%,-23%,51.1%,24.1%,13.7%,10.1%,1.0%,0.0%,94,,,,,1.2 g,en quantité modérée,+5%,+5%,4,+264%,C,+264%,,,,,,,,,
1688,Mayonnaise légère - Heinz,71985046,['Heinz'],['France'],[],[],?,250,1046 kj(250 kcal),26,4,"3,8",3,"0,6","1,7","0,68",D,,"['Epicerie', 'Sauces', 'Mayonnaises']",26 g,en quantité élevée,4 g,en quantité modérée,3 g,en faible quantité,,-59%,-59%,-61%,-35%,+41%,+105%,-51%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,1.7 g,en quantité élevée,+28%,+28%,13,-27%,D,-27%,,,,,,,,,
1689,7202028070673,7202028070673,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,7202818078087,7202818078087,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 08.180.009 CE', 'Francheville (Ardennes, France)']",
1691,Jambon blanc,72021347,,['France'],[],[],?,112,469 kj(112 kcal),"3,5","1,3",0,0,20,"1,7","0,68",E,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",3.5 g,en quantité modérée,1.3 g,en faible quantité,0 g,en faible quantité,,-15%,-14%,-27%,-29%,-100%,-100%,-5%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,1.7 g,en quantité élevée,-9%,-9%,4,-43%,C,-43%,,,,,,,,,
1692,"Jambon blanc 3 tranches supérieur avec couenne - Daniel Bernier - 0,204kg",72022474,['Daniel Bernier'],['France'],"['Jambon de porc français', 'conservateur E250', 'dextrose', 'sel', 'saccharose', 'antioxydant E316', 'E301', 'arômes naturels', 'arôme']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,112,469 kj(112 kcal),"3,5","1,3",0,0,20,"1,7","0,68",C,"0,204 kg","['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",3.5 g,en quantité modérée,1.3 g,en faible quantité,0 g,en faible quantité,,-15%,-14%,-27%,-29%,-100%,-100%,-5%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,"['Barquette', 'Plastique', 'Frais']",['France'],4,1.7 g,en quantité élevée,-9%,-9%,4,-43%,C,-43%,['Qualité supérieure'],['France'],,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E301 - Ascorbate de sodium']",,,"['FR 79.049.006 CE', 'Bressuire (Deux-Sèvres, France)']",
1693,Jambon blanc,72040744,,['France'],[],[],?,112,469 kj(112 kcal),"3,5","1,3",0,0,20,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 79.049.006 CE', 'Bressuire (Deux-Sèvres, France)']",
1694,Jambon,72040812,,['France'],[],[],?,112,469 kj(112 kcal),"3,511","1,3",20,"0,1",20,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Doyen,72041161,,['France'],[],[],?,112,469 kj(112 kcal),"3,5","1,3",0,0,20,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Hazelnut cream,72048283,,['France'],[],[],?,217,908 kj(217 kcal),"27,8","13,1","64,1","26,1","3,2","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Pistaches,7210768453441,,['France'],[],[],?,655,2741 kj(655 kcal),"53,9","7,1","16,2","6,1","22,4","1,8","0,72",D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Pistaches']",53.9 g,en quantité élevée,7.1 g,en quantité élevée,6.1 g,en quantité modérée,,+8%,+8%,+10%,+11%,+5%,-12%,+1%,80.2%,0.0%,5.4%,8.3%,3.7%,2.3%,40,,,,,1.8 g,en quantité élevée,+75%,+75%,13,+118%,D,+118%,,,,,,,,,
1698,7214326820508,7214326820508,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Speckkrusten aus danemark,7214681234446,,['France'],[],[],?,613,2565 kj(613 kcal),50,18,2,0,43,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,7216825744439,7216825744439,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Ice Tea saveur Pêche - Abricot - Lipton - 33cl,72107775,['Lipton'],['France'],[],[],?,?,,?,,?,,?,,,C,33cl,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons au thé', 'Thés glacés']",,,,,,,,,,,,,,,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,,['Canette'],,,,,,,,,,,,,,,,,,,
1702,Fondant Chocolat Noir,72140574,,['France'],[],[],?,443,1854 kj(443 kcal),"27,6","13,7","44,1","40,3","3,3","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,La Fin du Monde - Unibroue - 33cl,7228505100,['Unibroue'],['France'],"['eau', 'orge malté', 'sucre', 'blé malté', 'houblon', 'épices', 'levure']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,C,33 cl,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières aromatisées', 'Bières fortes', 'Bières de Canada', 'Bières de triple fermentation']",,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,Bière forte sur lie,['Bouteille en verre brune'],,3,,,,,,,,,"['Déconseillé à certaines catégories de personnes', 'Point Vert', 'Non recommandé aux femmes enceintes', 'Consigné']","['La Brasserie Unibroue', 'Chambly', 'Québec', 'Canada', 'J3L 2H6']",,,,,,,
1704,Pain multigrains au blé complet,72240441,,['France'],[],[],?,235,983 kj(235 kcal),"1,7","0,1",44,"1,7","7,4","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,Nadiyadi mix,7232462234218,,['France'],[],[],?,227,950 kj(227 kcal),50,4,8,6,6,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,4 tranches de colin d'Alaska - Odyssee - 400g,7234328097067,['Odyssee'],['France'],[],[],?,?,,?,,?,,?,,,,400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Pêche durable', 'Pêche durable MSC']",,,,,,,"['MSC-C-54753', 'FR 56.078.001 CE', 'Guidel (Morbihan, France)']",
1707,Emmental râpé - Etoile D'or,72319253,"[""Etoile D'or""]",['France'],[],[],?,369,1544 kj(369 kcal),29,21,"0,5","0,5",27,"0,83","0,332",D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages râpés', 'Emmentals râpés']",29 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,,-1%,-1%,+0%,+7%,-45%,+24%,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,0.83 g,en quantité modérée,+9%,+9%,12,+1%,D,+1%,,,,,,,,,
1708,Melange d'olives - Bouton d'Or,72322710,"[""Bouton d'Or""]",['France'],[],[],?,185,774 kj(185 kcal),"17,7","2,5","1,2","0,5","2,3","5,4","2,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,Crème de coco biologique - Direct producteurs,72345054,['Direct producteurs'],['France'],"['noix de coco* ', '80%', 'eau', 'épaississant : gomme de guar', "" *Produit issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,215,900 kj(215 kcal),"21,7","20,3","2,4","2,4",2,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,['Bio'],,,,['E412 - Gomme de guar'],,,,
1710,72357910,72357910,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,Luxury cookies - Cadbury - 200g,7241714588,"['Cadbury', 'Mondelez', 'Mondelez International']",['France'],"['farine de blé', 'pépites de chocolat ', '22%', ',', 'sucre', 'pâte de cacao ', 'lécithine de soja', 'huile de palme', 'sucre', 'nougatine ', '7%', ' ', 'noisettes', 'sucre', 'lactosérum ou dérivés du lactosérum ', 'lait', 'sirop de sucre partiellement inverti', 'poudres à lever ', 'bicarbonate de sodium', ""bicarbonate d'ammonium"", 'sel', 'arômes']","['Huile de palme', 'Non végétalien', 'Végétarien']",2152,?,2152 kj(514 kcal),28,"13,4","59,4","34,4","5,8","0,7","0,28",D,200g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Cookies', 'Cookies au chocolat', 'Cookies au chocolat et à la nougatine']",28 g,en quantité élevée,13.4 g,en quantité élevée,34.4 g,en quantité élevée,,,+2%,+10%,+20%,-3%,+6%,-4%,77.9%,13.1%,3.5%,3.4%,2.1%,0.0%,56,Cookies avec des pépites de chocolat et morceaux de nougatine,"['Carton', 'Plastique']",,4,0.7 g,en quantité modérée,-41%,-41%,24,-5%,E,-5%,['Végétarien'],"['Royaume-Uni', ""Burton's food limited""]",,['Carrefour'],"['E322i - Lécithine', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]","['Gluten', 'Lait', 'Fruits à coque', 'Soja']",['Huile de palme'],,
1712,Chutes jambon de porc séchés,72400173,,['France'],[],[],?,260,1088 kj(260 kcal),16,"6,4","0,8","0,8",28,"4,1","1,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 79.049.006 CE', 'Bressuire (Deux-Sèvres, France)']",
1713,Yaourt brassé à la vanille,72403334,,['France'],[],[],?,91,381 kj(91 kcal),"3,2","2,08","11,1","8,9","4,6","0,1","0,04",,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts brassés', 'Yaourts brassés à la vanille']",3.2 g,en quantité modérée,2.08 g,en quantité modérée,8.9 g,en quantité modérée,,-6%,-6%,+6%,+7%,-10%,-26%,+19%,,,,,,,,,,,,0.1 g,en faible quantité,-7%,-7%,2,-22%,B,-22%,['Bio'],,,,,,,,
1714,Espresso strong,72488614,,['France'],[],[],?,538,2251 kj(538 kcal),32,10,56,27,"6,7","0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Jus d'orange de Floride - Natalie's - 25cl,7253411811564,"[""Natalie's""]",['France'],"[""100% pur jus d'orange""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,46,192 kj(46 kcal),"0,2","0,03","10,6","8,8","0,8",0,0,C,25 cl,"['Aliments et boissons à base de végétaux', 'Boissons', 'Surgelés', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus"", 'Boissons surgelées']",0.2 g,en faible quantité,0.03 g,en faible quantité,8.8 g,en quantité élevée,,+7%,+5%,+14%,+17%,+9%,-4%,+27%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,"['surgelé', 'Bouteille', 'Plastique']","['États-Unis', 'Floride']",1,0 g,en faible quantité,-100%,-100%,3,+1%,C,+1%,"['Kascher', 'Sans conservateurs', 'en:Orthodox Union Kosher']",,,['Picard'],,,,,
1716,7254104625000,7254104625000,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Orange pulpe 100%pur jus,7259512471317,,['France'],[],[],?,38,159 kj(38 kcal),0,0,"8,7","8,7","0,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,Cereales au chocolat,72501757,,['France'],[],[],?,447,1870 kj(447 kcal),17,"7,9","59,3","17,5","10,1","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,Céréales Granola au miel,72501771,,['France'],[],[],?,405,1695 kj(405 kcal),"10,4","1,6","61,4","10,1",12,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,Céréales à l'érable,72501788,,['France'],[],[],?,436,1824 kj(436 kcal),"14,9","4,5","61,5","18,1","10,1","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,Cereales a l'erable -  - 1kg,72501795,,['France'],"[""Céréales à l'érable 1kg Ingrédients flocons d'avoine 65% sucre de cann %"", 'graisse de palme noisettes grillées 5%', 'riz extrudé 3%', ""farine de riz,farine démalt d'orge sucre"", 'sel', 'sirop dea érable 2% amidon de blé', ' cannelle,sel', ' Contient du gluten et des noisettes']",[],?,436,1824 kj(436 kcal),"14,9","4,5","61,6","18,3","10,1","0,26","0,104",,1kg,,,,,,,,,,,,,,,,,,,,,,,,['Sachets'],,,,,,,,,,,,,,,,"['Gluten', 'Fruits à coque']",['Huile de palme'],,
1722,Sauce Tajine Olives et citron,72529652,,['France'],[],[],?,59,247 kj(59 kcal),"3,9","0,6","4,6","2,5","0,9","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,Sucre pure canne,72537244,,['France'],[],[],?,400,1674 kj(400 kcal),0,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,Tofurky,72549940,['Tofurky'],['France'],[],[],?,239,1000 kj(239 kcal),"9,9","0,8","6,6","1,1",30,"1,29","0,516",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,Sirop de citron mandarine,72584446,,['France'],[],[],?,296,1238 kj(296 kcal),0,0,"71,7","71,7",0,"0,02","0,008",B,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de citron']",,,,,,,,+40%,+38%,-100%,-100%,+37%,+45%,-100%,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,-10%,-10%,,,,,,,,,,,,,
1726,Safran -,7260116216631,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Safran']",,,,,,,,,,,,,,,70.8%,0.0%,20.1%,5.4%,3.7%,0.0%,83,,,,,,,,,,,,,,,,,,,,,
1727,Krem wedlowski,72617366,,['France'],[],[],?,563,2356 kj(563 kcal),38,10,46,44,"5,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,wheat biscuits,72671825,,['France'],[],[],?,361,1510 kj(361 kcal),"1,9","0,6",70,"4,5",14,"0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,7271527840001,7271527840001,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,7271711540410,7271711540410,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Sans colorants', 'Sans conservateurs']",,,,,,,,
1731,100% Pur Jus d'Orange avec Pulpe - Jafaden - 1.5l,7271717607407,"['Jafaden', 'Marque Repère']",['France'],"[""Jus d'orange avec pulpe""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",183,?,183 kj(44 kcal),"< 0,5","< 0,1",10,10,"0,5","< 0,01","0,004",D,1.5 l,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",0.5 g,en faible quantité,0.1 g,en faible quantité,10 g,en quantité élevée,0%,,+1%,+184%,+289%,+3%,+9%,-21%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,"['Plastique', 'Bouteille']",,1,0.01 g,en faible quantité,+12%,+12%,4,+34%,C,+34%,"['Point Vert', 'Sans sucre ajouté', 'Pur jus', 'Riche en vitamine C']",,,['Leclerc'],,,,,
