,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,labels,traceability_code,additives,allergens,nova_score,quantity,packaging,palm_ingredients,generic_name,manufacturing,ingredients_origins,link
1469,"Wiener Würstchen , Schwein - K classic",4300175961127,,['K classic'],,['France'],"['l', ' Stück jeta atessWienerWürstchen im Schafsaitling', 'gerâuchert', 'Spitze utat rfSchweinefleisch ', '86 Trinkwasser,jodiertes Nitritpôkelsalzljodiertes Spe Speis salz,Kaliumiodath Konservierungsstoff: Natriumnitritl', 'Gewürze ', 'enthâltSenf ilukos irup,DextroserStëbilisatoren ', 'Natriumcitrate', 'Diphosphate', 'Antioxidatiorist Ascorbi iure$Natri1imascorbat', 'Gewürzextrakte', 'Saitling vom Schaf', 'Buchenholzr JnterSch atmdSbhâieVetpackt {nefiimKühlschrank aufbewahren und zügig verbrauchen', ' Zubereitûn s einem Topfzum Kochen bringen', ' DenTopfvon d nehmerv,die ItStChengugebenuhd ca', '8 Minuten bei geschlossenemDeckel UnsereZufried a Aheitsgarantie! K-Classicistou Deshalb: Zufrieden Oder Geld zurück Fragen zu K-C Tel', ':0800/152 deutschen Fest - und Mobilfunkneü', ' Warenhandel Posfach1253L79rls4Y }egkàrsutin', 'Ungeôffnetbe• estens haltbar bis: Frist']",[],,,,,,,,,?,,280,,1172 kj(280 kcal),,25,,9,,6,,3,,12,,2,,"0,8",,,,,,,,,,,,,,,['DE BW-011 EG'],"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",,4,,,,,,,
1470,Schinken-Pfeffer - K-Classic,4300175963657,,['K-Classic'],,['France'],[],[],,,,,,,,,?,,356,,1490 kj(356 kcal),,28,,12,,1,,"0,1",,"24,5",,4,,"1,6",,,,,,,,,,,,,,,['DE BW-01115 EG'],,,,,,,,,,
1471,K Classic gelbwurst,4300175965910,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,"Smoothie, Apfel / Banane / Mango / Maracuja",4300175971027,,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,56,,234 kj(56 kcal),,"0,5",,"0,1",,12,,12,,"0,6",,"0,01",,"0,004",,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,
1473,Schinken,4300175996242,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,Prosciutto Cotto - K-Classic,4300175997836,,['K-Classic'],,['France'],[],[],,,,,,,,,?,,110,,460 kj(110 kcal),,3,,"1,2",,1,,1,,"19,5",,"2,2",,"0,88",,,,,,,,,,,,,,['Fabriqué en Allemagne'],,,,,,,,,,,
1475,Delikatess Leberwurst,4304218407986,,,,['France'],[],[],,,,,,,,,?,,370,,1548 kj(370 kcal),,35,,13,,"0,7",,"0,7",,13,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,
1476,Emmentaler - Korrekt,4304218408839,D,['Korrekt'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",['France'],[],[],29 g,en quantité élevée,0 g,en faible quantité,1.8 g,en faible quantité,1 g,en quantité modérée,?,,384,+2%,1607 kj(384 kcal),+2%,29,-1%,0,-100%,30,+4391%,"1,8",+335%,0,-100%,1,+54%,"0,4",+54%,8,-30%,C,-30%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
1477,Krustenschincken - Globus,4304218408990,,['Globus'],,['France'],"['icorrekt Krustenschinken Heme üeflt fur', ' GI 0', 'dl/S SB-Warenhaus Holding GmbH & Ca KG 150 ge von', ' Villmon•s Convenence GmbH D-33442']",[],,,,,,,,,?,,123,,515 kj(123 kcal),,"4,5",,2,,"0,5",,"0,5",,20,,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,
1478,Butterkäse - 250g,4304218409751,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,
1479,Globus Butter Chicken,4304218410498,,,,['France'],[],[],,,,,,,,,?,,128,,536 kj(128 kcal),,3,,"1,8",,18,,"2,5",,"6,4",,"1,3",,"0,52",,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,
1480,Chicken tikka masala,4304218410535,,,,['France'],[],[],,,,,,,,,?,,114,,477 kj(114 kcal),,"1,8",,1,,17,,"1,9",,"7,2",,"0,7",,"0,28",,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,
1481,Globus Frische Dresing Joghurt,4304218416445,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,Käseaufschnitt leicht - Korrekt - 250g,4304218416742,D,['Korrekt'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,250 g,,,,,,
1483,Hähnchen mini schnitzel,4304218416780,,,,['France'],[],[],,,,,,,,,?,,198,,828 kj(198 kcal),,8,,"2,6",,15,,1,,16,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,
1484,Eier aus Bodenhaltung - Globus - 10,4304218417572,D,['Globus'],"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées au sol']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,"['Sans OGM', 'en:Ohne Gentechnik']",,,,,10,['Karton'],,,,,
1485,Saure Sahne - 200g,4304218418456,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,
1486,Speisequark - 250g,4304218418470,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,
1487,Schlagsahne mindestens 30% Fett - korrekt - 200g,4304218418593,C,['Korrekt'],"['Produits laitiers', 'Crèmes', 'Crèmes fouettées']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,['Globus'],,,,,,200 g,"['Kunststoff', 'Becher']",,,,,
1488,Schupfnudeln -  - 500g,4304218420268,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,500 g,['Stück'],,,,,
1489,Mozzarella - Korrekt - 125g,4304218420640,D,['Korrekt'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella']",['France'],[],[],8.5 g,en quantité modérée,6 g,en quantité élevée,1.5 g,en faible quantité,0.5 g,en quantité modérée,?,,165,-37%,690 kj(165 kcal),-36%,"8,5",-59%,6,-57%,"1,5",+46%,"1,5",+99%,21,+25%,"0,5",-26%,"0,2",-26%,4,-61%,C,-61%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,125 g,,,,,,
1490,Harze Roller,4304218421098,,,,['France'],[],[],,,,,,,,,?,,125,,523 kj(125 kcal),,"0,5",,"0,2",,"0,5",,"0,5",,30,,4,,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,
1491,Mascarpone 82% - Korrekt - 250g,4304218421135,D,['Korrekt'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à la crème', 'Mascarpone']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,250 g,['Kunststoff'],,,,,
1492,"Zitronenlimonade, Ohne Zucker - Korrekt",4304218502520,,['Korrekt'],['Boissons'],['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.6 g,en quantité modérée,?,,1,-98%,4 kj(1 kcal),-98%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,"0,6",+1346%,"0,24",+1346%,3,-61%,C,-61%,,,,,,,,,,,,,,,,,,,,
1493,Multivitamines - Globus,4304218503565,,['Globus'],,['France'],[],[],,,,,,,,,?,,47,,197 kj(47 kcal),,"0,5",,"0,1",,11,,10,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
1494,Eistee Pfirsich,4304218503725,,,['de:Eistee'],['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,6.6 g,en quantité modérée,0.5 g,en quantité modérée,?,,27,+29%,113 kj(27 kcal),+27%,"0,5",+103%,"0,1",+118%,"6,7",+31%,"6,6",+30%,"0,5",+118%,"0,5",+1513%,"0,2",+1513%,3,+66%,C,+66%,,,,,,,,,,,,,,,,,,,,
1495,Korrekt Apfelschorle,4304218504319,,['Korrekt'],,['France'],[],[],,,,,,,,,?,,28,,117 kj(28 kcal),,"0,5",,"0,1",,"6,6",,"6,3",,"0,1",,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,,,
1496,Korrekt Qualitätsweizenmehl - Globe,4304218713506,,['Globe'],,['France'],"['""chts']",[],,,,,,,,,?,,344,,1439 kj(344 kcal),,1,,"0,1",,72,,"0,7",,10,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
1497,Ananas Stückig - Korrekt - 560g,4304218714855,,['Korrekt'],,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,560g,,,,,,
1498,Gurkensticks - Korrekt,4304218716514,,['Korrekt'],,['France'],[],[],,,,,,,,,?,,21,,88 kj(21 kcal),,"0,5",,"0,1",,3,,"2,6",,"0,6",,"0,75",,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,
1499,"Gurkentopf, Gurken Wie Gewachsen",4304218716552,,,,['France'],[],[],,,,,,,,,?,,61,,255 kj(61 kcal),,0,,0,,1,,1,,0,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
1500,"Gurkentopf, Gurken Wie Gewachsen",4304218716552,,,,['France'],[],[],,,,,,,,,?,,61,,255 kj(61 kcal),,0,,0,,1,,1,,0,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
1501,Doppelkekse,4304218717597,,,,['France'],[],[],,,,,,,,,?,,485,,2029 kj(485 kcal),,20,,13,,69,,36,,6,,"0,3",,"0,12",,,,,,,,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,
1502,Knödel halb & halb - Korrekt,4304218718129,,['Korrekt'],,['France'],[],[],,,,,,,,,?,,94,,393 kj(94 kcal),,"0,5",,"0,1",,21,,"0,2",,"1,5",,"0,88",,"0,352",,,,,,,,,,,,,,,,,,,,,,,,,
1503,Kartoffelpuree - Globus,4304218718167,,['Globus'],,['France'],[],[],,,,,,,,,?,,65,,272 kj(65 kcal),,"0,9",,"0,6",,12,,"1,4",,2,,"0,53",,"0,212",,,,,,,,,,,,,,,,,,,,,,,,,
1504,Backpulver - Globus - 18g,4304218718426,C,['Globus'],"['Additifs alimentaires', 'Levure chimique']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,35.2%,53.8%,4.4%,2.6%,3.9%,0.0%,59,,['Sans gluten'],,,,,18 g,['Päckchen'],,,,,
1505,Stapelchips,4304218718808,,,,['France'],[],[],,,,,,,,,?,,577,,2414 kj(577 kcal),,30,,"2,6",,58,,2,,"4,3",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,
1506,"Sauerkirschen, Entsteint, Gezuckert - Korrekt - 680g",4304218718983,,['Korrekt'],,"['France', 'Allemagne']",[],[],,,,,,,,,?,,77,,322 kj(77 kcal),,"0,5",,"0,1",,17,,17,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,680g,['Glas'],,,,,
1507,Korrekt Instant teegetränk Pfirsich,4304218719270,,,,['France'],[],[],,,,,,,,,?,,381,,1594 kj(381 kcal),,0,,0,,94,,94,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,Instant-teegetränk Wildfrucht - Korrekt,4304218719294,,['Korrekt'],,['France'],[],[],,,,,,,,,?,,383,,1602 kj(383 kcal),,0,,0,,93,,93,,0,,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,
1509,"Drelli , Frischei-teigwaren - Korrekt",4304218720528,,['Korrekt'],,['France'],[],[],,,,,,,,,?,,361,,1510 kj(361 kcal),,"2,5",,"1,5",,71,,"1,1",,14,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,
1510,Beeren vollkorn - musli,4304218720627,,,,['France'],[],[],,,,,,,,,?,,351,,1469 kj(351 kcal),,"4,9",,"0,8",,63,,18,,"9,3",,"0,25",,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,
1511,"Fix, Currywurst - Globus",4304218721204,,['Globus'],,['France'],[],[],,,,,,,,,?,,354,,1481 kj(354 kcal),,"2,2",,"0,7",,77,,32,,"3,9",,"4,6",,"1,84",,,,,,,,,,,,,,,,,,,,,,,,,
1512,Korrekt Flüssige Tafelsüsse,4304218722430,,['Korrekt'],,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,0,,0,,0,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,
1513,Apfelmus (compote de pommes) - Korrekt,4304218722515,,['Korrekt'],,['France'],[],[],,,,,,,,,?,,76,,318 kj(76 kcal),,"0,5",,"0,2",,17,,17,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
1514,Mandeln gestiftet - Globus - 100g,4304218722973,E,['Globus'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Amandes']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,,100 g,['Beutel'],,,,,
1515,Penne,4304218724335,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Penne', 'Penne rigate']","['France', 'Allemagne']",[],[],1.3 g,en faible quantité,0.3 g,en faible quantité,3.2 g,en faible quantité,0.01 g,en faible quantité,?,,354,+1%,1481 kj(354 kcal),+0%,"1,3",-23%,"0,3",-20%,72,+3%,"3,2",+10%,12,0%,"0,01",-15%,"0,004",-15%,-1,,A,,,,,,,,,,,,,,,,,,,,,
1516,Globus Paprika Chili Ringe - 100g,4304218724366,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,
1517,Confiture fraise rubarbe,4304218724595,,,,['France'],[],[],,,,,,,,,?,,210,,879 kj(210 kcal),,"0,5",,"0,1",,50,,50,,"0,5",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,
1518,Shoko-küsschen - Korrekt,4304218725011,,['Korrekt'],,['France'],[],[],,,,,,,,,?,,418,,1749 kj(418 kcal),,15,,9,,66,,52,,"3,7",,"0,2",,"0,08",,,,,,,,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,
1519,Honig-Nuss Knusper-Müsli ohne Rosinen,4304218725455,,,,['France'],[],[],,,,,,,,,?,,473,,1979 kj(473 kcal),,20,,"6,1",,58,,18,,10,,"0,36",,"0,144",,,,,,,,,,,,,,['Sans arômes ajoutés'],,,,,,,,,,,
1520,Brause-/Duschkopf,4304493081055,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['Packung(en)'],,,,,
1521,Olives vertes dénoyautées -  - Poids net total 320g / Poids net égoutté 160g,4304493133877,A,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives dénoyautées', 'Olives vertes dénoyautées']",['France'],"['Olives', 'eau', 'sel', 'antioxygène : acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,['LIDL'],,,['E330 - Acide citrique'],,3,Poids net total 320 g / Poids net égoutté 160 g,"['Bocal', 'Verre']",,Olives vertes dénoyautées,['France'],,
1522,Ice Tea,4304493256965,,,,['France'],[],[],,,,,,,,,?,,25,,105 kj(25 kcal),,"0,5",,"0,1",,"6,3",,"6,3",,"0,5",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,
1523,Passion-Technique Premium Lager World 2018 - Mission - 33cl,4304493263413,C,['Mission'],"['Boissons', 'Boissons alcoolisées', 'Bières']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['LIDL'],,,,,,33 cl,"['Canette', 'Aluminium']",,,['Allemagne'],,
1524,Geschirrbeckenmatten,4304493796560,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['Stück'],,,,,
1525,Hamburg heidesand,4305175013616,,,,['France'],[],[],,,,,,,,,?,,486,,2033 kj(486 kcal),,"22,2",,"13,4",,"61,5",,"23,9",,"7,9",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,
1526,4305399037122,4305399037122,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bio', 'en:EG-Öko-Verordnung']",,,,,,,,,,,
1527,Gebackene bohnen,4305399063404,,,,['France'],[],[],,,,,,,,,?,,89,,372 kj(89 kcal),,"0,6",,"0,4",,"13,2",,"4,8",,"5,3",,"0,67",,"0,268",,,,,,,,,,,,,,,,,,,,,,,,,
1528,Süssstoff (flüssig) - Attraktiv & Preiswert - 300ml,4305399071607,,['Attraktiv & Preiswert'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,300ml,,,,,,
1529,Maiskölbchen - 330g,4305399095634,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Kaisers'],,,,,,330 g,,,,,,
1530,"Sojadrink , Vanille - Enerbio",4305615181608,D,['Enerbio'],"['Produits laitiers', 'Laits']",['France'],"['Wasser', 'Sojabohnen 10,5%', 'Rohrohrzucker', 'natürliches Vanille Aroma', 'Meersalz']",[],1 g,en faible quantité,0.2 g,en faible quantité,5.4 g,en quantité modérée,0.1 g,en faible quantité,?,,39,-41%,163 kj(39 kcal),-41%,1,-51%,"0,2",-83%,"5,6",-7%,"5,4",-1%,"1,9",-46%,"0,1",-19%,"0,04",-19%,0,-100%,B,-100%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,['Bio'],,,,,,,,,,,
1531,"EnerBio   Dinkel Crunchy, Dinkel Crunchy",4305615181622,,,,['France'],[],[],,,,,,,,,?,,457,,1912 kj(457 kcal),,"16,7",,"8,4",,"65,2",,"21,2",,"8,2",,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,,,,
1532,Buchweizenmehl - 500g,4305615182995,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,500 g,['stück'],,,,,
1533,Ener bio Dinkel - Epeautre grains entiers - EnerBio,4305615183008,,"['EnerBio', 'Ener Bio']",,['France'],[],[],,,,,,,,,?,,333,,1393 kj(333 kcal),,"2,8",,"0,5",,"61,2",,"0,6",,"11,9",,"0,03",,"0,012",,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
1534,Ener Bio Schoko Crunchy Schoko Knusper Müsli - Rossmann,4305615184005,B,['Rossmann'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Mueslis au chocolat']",['France'],[],[],18.6 g,en quantité modérée,9 g,en quantité élevée,21.3 g,en quantité élevée,0.2 g,en faible quantité,?,,463,+5%,1937 kj(463 kcal),+5%,"18,6",+17%,9,+74%,"61,4",-0%,"21,3",+12%,9,-3%,"0,2",-18%,"0,08",-18%,17,+86%,D,+86%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,['Bio'],,,,,,,,,,,
1535,"Schoko Duo Crunchy, Schoko - Enerbio",4305615184012,,['Enerbio'],,['France'],"['Schoko Knusper-Müsli* 90% [Hafer ollkornflocken*', 'Rohrohrzucker*', 'Dinkelvollkornflocken*', 'ungehartetes Palmfett*', 'Reissirup*', 'Hafervollkornschrot*', 'Reiscrisp* ', 'Reismehl*', 'Meersalz', 'Gerstenmalz*', 'Kokosraspeln*', 'Kakao* 3%', 'Żartbitterkuvertüre 2% ', 'Kakaomasse*', 'Vollrohrzucker*', 'Rohrohrzucker*', 'Kakaobutter* Emulgator: Soja-Lecithine*', 'Meersalz', ' Vollmilch-Schoko-Drops* 5% ', 'Kakaobutter*', 'voilmilchpulver*', 'Vollrohrzucker*', 'Rohrohrzu - cker*', 'Kakaomasse*', 'Bourbon-Vanille*', 'Emulgator: Soja-Lecithine*', ' weiße Schokoladenbiätter* 5% ', 'Rohrohrzucker*', 'Kakaobutter*', 'Vollmilchpulver*', ' Kann Spuren von Nüssen', 'Mandeln', 'Sellerie', 'Sesam und Et enthalten', ' Trocken lagern und vor Wärme schützen', ' Mindesters haltbar bis: siehe Roden *aus kontrolliert biologischem Anbau e 300 Kostenloses Info-Telefon:0800-767762 66 = ca', ' 6 Portion']",['Non végétalien'],,,,,,,,,?,,476,,1992 kj(476 kcal),,"20,8",,"10,7",,"60,3",,"23,9",,"8,7",,"0,19",,"0,076",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-001', 'en:EG-Öko-Verordnung']",,,"['Céleri', 'Gluten', 'Lait', 'Graines de sésame']",4,,,,,,,
1536,tortilla chips paprika - Rossmann,4305615186870,B,"['Rossmann', 'Ener Bio']","['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de maïs']",['France'],[],"['Végétalien', 'Végétarien']",22 g,en quantité élevée,2.2 g,en quantité modérée,1.5 g,en faible quantité,1.3 g,en quantité modérée,?,,480,-1%,2008 kj(480 kcal),-1%,22,-3%,"2,2",-25%,63,+4%,"1,5",-21%,"6,7",+5%,"1,3",+11%,"0,52",+11%,12,+24%,D,+24%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,"['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Végétalien', 'BE-BIO-02', 'en:EG-Öko-Verordnung']",,,,,,,,,,,
1537,"Marmortaler, Mit Dinkelmehl Und Kakao - Rossmann",4305615194363,,['Rossmann'],,['France'],[],[],,,,,,,,,?,,490,,2050 kj(490 kcal),,24,,12,,60,,25,,"6,5",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,
1538,"Altapharma Multivitamin + Mineral, Mango Geschmack - Rossmann",4305615205489,,['Rossmann'],,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,['Fabriqué en Allemagne'],,,,,,,,,,,
1539,King's Crown Früchtetee Himbeere-limone - Rossmann,4305615248066,,['Rossmann'],,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1540,Kräuter Ingwer Tee,4305615254777,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,Bio Dinkelkeks,4305615261638,,,,['France'],[],[],,,,,,,,,?,,442,,1849 kj(442 kcal),,"14,8",,"8,9",,"68,4",,17,,"7,7",,"0,03",,"0,012",,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
1542,Tofu bratwürstchen - Rossmann,4305615301969,,"['Rossmann', 'Ener Bio']",,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,247,,1033 kj(247 kcal),,"13,6",,"2,3",,"2,3",,"2,3",,"27,8",,2,,"0,8",,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'DE-ÖKO-001']",,,,,,,,,,,
1543,Cornflakes - Rossmann - 200g,4305615307923,B,['Rossmann'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Céréales extrudées', 'Flocons extrudés', 'Corn-flakes']",['France'],['Mais 93%Sucre RouxSel de Mer'],[],1 g,en faible quantité,0.1 g,en faible quantité,7.4 g,en quantité modérée,1 g,en quantité modérée,?,,350,-7%,1464 kj(350 kcal),-7%,1,-8%,"0,1",-65%,"74,6",-10%,"7,4",-31%,"8,2",+14%,1,-17%,"0,4",-17%,4,-46%,C,-46%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,"['Bio', 'Bio européen', 'en:gluten-free', 'DE-ÖKO-007']",['305615307923'],,,,200g,['Plastique'],,,['Inconnu'],"['Non Union Européenne', 'de:Union européenne']",http://www.rossmann.de
1544,Handbürste - Rossmann,4305615332321,,['Rossmann'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['Stück'],,,,,
1545,Beeren mix fruchtschnitte,4305615341729,,,,['France'],[],[],,,,,,,,,?,,319,,1335 kj(319 kcal),,"4,5",,"0,8",,"61,7",,"52,4",,"5,3",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,
1546,Isana,4305615345543,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
