,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,eco_score,brand,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,markets,additives,nova_score,allergens,generic_name,ingredients_origins,brand_owner,manufacturing,link
65,Sirop de grenadine,8813463008481,['France'],[],[],?,355,1485 kj(355 kcal),0,0,83,82,0,0,0,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de grenadine']",,+50%,-100%,+37%,-100%,B,,-100%,-100%,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,+38%,-100%,+40%,,,,,,,,,,,,,,
66,Marbré cacao ker cadelac,3259421538013,['France'],[],[],?,432,1807 kj(432 kcal),25,"2,3",45,26,"5,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,['en:produced-in-bretagne'],,,,,,,,,,,,,,,,,,,,,,,,,
67,Pain moulé,0203711005979,['France'],[],[],?,282,1180 kj(282 kcal),"1,1","0,2",58,"1,5",10,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Smoothie,8713245168023,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Smoothies']",,,,,,C,,,,33.4%,29.2%,13.3%,14.0%,7.9%,2.2%,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Préparation d'épices pour mélange Herbes de Provences,3760190102621,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices""]",,,,,,B,,,,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Vinaigre de cidre -,3760054957558,['France'],[],[],?,?,,?,,?,,?,,,,"['Vinaigres', 'Vinaigres de cidre']",,,,,,B,,,,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,,"['Bio', 'Bio européen']",,,,,,,,,,,,,,,,,,,,,,,,,
71,Sublim' bio - Favols,3469676962406,['France'],[],[],?,168,703 kj(168 kcal),"0,2","0,1",40,"39,7","0,7","0,01","0,004",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures']",,-24%,-24%,-25%,+35%,D,['Favols'],-57%,-57%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,['Bio'],0.2 g,en faible quantité,0.1 g,en faible quantité,39.7 g,en quantité élevée,0.01 g,en faible quantité,-24%,+101%,-22%,5,-46%,C,-46%,,,,,,,,,,
72,L'épicurien Mermelada De Higo Negro De Provenza,3441260032719,['France'],[],[],?,228,954 kj(228 kcal),"0,5","0,1",55,55,"0,8","0,01","0,004",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de figues']",,-2%,+9%,-1%,+9%,D,"[""L'épicurien""]",-46%,-46%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,0.5 g,en faible quantité,0.1 g,en faible quantité,55 g,en quantité élevée,0.01 g,en faible quantité,-2%,+50%,+4%,11,+16%,D,+16%,,,,,,,,,,
73,Berthelot,2609713039031,['France'],[],[],?,404,1690 kj(404 kcal),"10,6","6,5","73,7","56,7","3,6","0,05","0,02",,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,
74,Magret de canard du sud-ouest cru - Auchan,2600115049079,['France'],[],[],?,305,1276 kj(305 kcal),26,"9,7","0,7","0,6",16,"0,1","0,04",,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,-10%,-11%,-44%,-11%,E,['Auchan'],-94%,-94%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,['IGP'],26 g,en quantité élevée,9.7 g,en quantité élevée,0.6 g,en faible quantité,0.1 g,en faible quantité,-10%,-3%,-10%,12,-35%,D,-35%,,['Auchan'],,,,,,,,
75,Mon poulet du dimanche,3330184762010,['France'],[],[],?,202,845 kj(202 kcal),"14,2","4,2","0,1","0,1","18,5","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SWISS CHOCO ROC,7611851122921,['France'],[],[],?,574,2402 kj(574 kcal),"38,5","23,1","48,6","47,4","7,3","0,17","0,068",,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'CH-BIO-006']",,,,,,,,,,,,,,,,,,,,,,,,,
77,Banane bio,0211236006432,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,,B,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,
78,Aroma'tiz Après Repas - 20 Sachets - Eolesens,3760046254030,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,
79,Ribs de porc,0210998047561,['France'],[],[],?,265,1109 kj(265 kcal),21,8,1,0,18,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Foies de poulet - La Nouvelle Agriculture,0253095009384,['France'],[],[],?,114,477 kj(114 kcal),"3,9","1,4","0,8","0,8",19,"0,19","0,076",,,,,,,,,['La Nouvelle Agriculture'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Poulet Rôtu,0211074041268,['France'],[],[],?,182,761 kj(182 kcal),10,"3,2","0,5","0,5",23,"0,97","0,388",,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,
82,Vin,3760184810068,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Chouette × 20,0201043017059,['France'],[],[],?,240,1004 kj(240 kcal),12,"7,6",28,14,"5,4","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2 Cuisses de Poulet Rôties - Maître Coq,0215780024478,['France'],[],[],?,166,695 kj(166 kcal),10,"2,6",0,0,19,"1,4","0,56",,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,-13%,-19%,-100%,+3%,D,['Maître Coq'],+84%,+84%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,10 g,en quantité modérée,2.6 g,en quantité modérée,0 g,en faible quantité,1.4 g,en quantité modérée,-13%,-22%,-100%,5,+42%,C,+42%,,,,,,,,,,
85,Demi-Pêche au Sirop,8410154045222,['France'],[],[],?,62,259 kj(62 kcal),0,0,15,13,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Agar Agar 40G,3364699090535,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Glace fermiere,3770011814206,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Fromage tranche sandwich - Flor de Burgos - 100g,8436039432284,['France'],"['Lait pasteurisé de vache', 'ferments lactiques ', 'lait', 'présure et sel']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,311,1301 kj(311 kcal),23,15,"0,1",0,26,"1,8","0,72",100 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,-5%,-14%,-92%,+27%,D,"['Flor de Burgos', 'Miraflores']",+38%,+38%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,23 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,1.8 g,en quantité élevée,-5%,-16%,-100%,15,+9%,D,+9%,,,,3,['Lait'],,,,,
89,Sorbet au chocolat - Terre de l'Alpe,3760165982739,['France'],[],[],?,767,3209 kj(767 kcal),"4,82","3,01","31,09","30,13","2,17","0,01","0,004",,,,,,,,,"[""Terre de l'Alpe""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Bitafiskur,5690330076025,['France'],[],[],?,345,1443 kj(345 kcal),1,1,0,0,84,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,LE COUCOURON - 300g,3282750006007,['France'],[],[],?,?,,?,,?,,?,,,300 g,,,,,,,,,,,,,,,,,,"['FR 07.071.001 CE', 'Coucouron (Ardèche, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,
92,Carrés de chocolat - Le chocolat des français,3701198800713,['France'],[],[],?,578,2418 kj(578 kcal),"42,3","25,4","38,1","35,6","8,1","0,18","0,072",,,,,,,,,['Le chocolat des français'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Sauce Sriracha,3364699220352,['France'],[],[],?,87,364 kj(87 kcal),1,"0,2","18,4","12,3","1,2","7,5",3,,"['Epicerie', 'Sauces', 'Sauces pimentées', 'Sauces sriracha']",,-27%,+42%,-26%,0%,,,+30%,+30%,,,,,,,,,,1 g,en faible quantité,0.2 g,en faible quantité,12.3 g,en quantité modérée,7.5 g,en quantité élevée,-26%,+17%,-42%,13,-12%,D,-12%,,,,,,,,,,
94,Olives Kalamata -,5200104106010,['France'],[],[],?,456,1908 kj(456 kcal),"49,2","5,8","1,1","0,1","0,6","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Chocolatissime aux pépites de caramel,3700416220326,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Saucisse 100% Limousine,3323523070730,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Quart de jambon superieur - Auchan,2600481066458,['France'],[],[],?,932,3899 kj(932 kcal),12,"4,5","0,5","0,5",28,"5,4","2,16",,,,,,,,,['Auchan'],,,,,,,,,,"['EMB 81124H', 'Lacaune (Tarn, France)']","['Nutriscore', 'Fabriqué en France', 'Nutriscore D']",,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,
98,Matcha ceremonie,4525234023060,['France'],[],[],?,302,1264 kj(302 kcal),"1,9","0,61","38,3","6,4","30,6","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Moutarde ancienne,3760105200107,['France'],[],[],?,203,849 kj(203 kcal),"14,1",1,"9,3","5,1","9,2","5,5","2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Moutarde ancienne,3760105200107,['France'],[],[],?,203,849 kj(203 kcal),"14,1",1,"9,3","5,1","9,2","5,5","2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Tartinade de sardines,3760054095816,['France'],[],[],?,109,456 kj(109 kcal),"10,9","1,5","1,3","0,1","0,4","1,8","0,72",,,,,,,,,,,,,,,,,,,"['EMB 85161A', 'Nieul-le-Dolent (Vendée, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,
102,Mortadelle italienne - Despi,2228591024535,['France'],[],[],?,285,1192 kj(285 kcal),25,"9,4",0,0,15,"1,9","0,76",,,,,,,,,['Despi'],,,,,,,,,,"['FR 12.063.025 CE', 'Cavalerie (Aveyron, France)', 'EMB 12063C', 'Cavalerie (Aveyron, France)']",['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,,,,,,
103,G'muesli,7610027034310,['France'],[],[],?,303,1268 kj(303 kcal),3,"0,5",58,5,12,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Filini - 500g,8003940020406,['France'],[],[],?,350,1464 kj(350 kcal),"1,2","0,3",71,"3,2",12,0,0,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Huile Gourmande,4260355581685,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Kebab,3583788087861,['France'],[],[],?,9,38 kj(9 kcal),5,3,6,2,5,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Punch chocolat,3290940004863,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,TABOULE AU POULET - Bonduelle,3083681015263,['France'],[],[],?,166,695 kj(166 kcal),"6,5","0,5","18,5","2,5",7,"0,8","0,32",,,,,,,,,['Bonduelle'],,,,,,,,,,"['EMB 29241B', 'Rosporden (Finistère, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,
109,All-Bran pépites chocolat 90g,5050083716355,['France'],[],[],?,412,1724 kj(412 kcal),12,"2,5",62,22,8,"0,77","0,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Za'atar,5034444112819,['France'],[],[],?,287,1201 kj(287 kcal),"6,9","0,9","46,8","1,2","8,8","1,18","0,472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Glace au Yaourt sauce framboise -  - 415g,3760088753645,['France'],[],[],?,146,611 kj(146 kcal),"2,7","1,8",27,22,"3,3","0,1","0,04",415 g,['Terres bleues'],,,,,,,,,,,,,,,,,,['Produit en Bretagne'],2.7 g,en faible quantité,1.8 g,en quantité modérée,22 g,en quantité élevée,0.1 g,en faible quantité,,,,4,,C,,['415g'],,,,,,,,,
112,Colombo de poulet et riz cuisine,3469164005356,['France'],[],[],?,107,448 kj(107 kcal),"2,5","0,4",14,"0,4","6,6","0,95","0,38",,,,,,,,,,,,,,,,,,,,"['Sans conservateurs', 'Sans additifs']",,,,,,,,,,,,,,,,,,,,,,,,,
113,Carottes Râpées à La Vinaigrette - Bonduelle,3083680639750,['France'],[],[],?,58,243 kj(58 kcal),"2,5","0,2","6,5","4,5",1,"0,6","0,24",,,,,,,,,['Bonduelle'],,,,,,,,,,"['EMB 29241', 'Rosporden (Finistère, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,
114,Magic Cocktail Soleil étoilé,3700873223069,['France'],[],[],?,368,1540 kj(368 kcal),0,0,90,84,"2,2","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"Dinkelmjöl siktat, Saltå Kvarn -  - 1.25kg",7317731705009,"['France', 'Suède']",[],[],?,?,,?,,?,,?,,,1.25 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Mjöl och gryn'],,,,,,,,,
116,Raifort râpé - Baltic,3052420040507,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Raifort râpé']",,,,,,,['Baltic'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Vit. D3,5407003151602,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Bouillon de légumes et condiment,3388555000025,['France'],[],[],?,4,17 kj(4 kcal),"0,1",0,"0,7","0,5","0,1",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Risso cocktail,5410093165893,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,['Risso'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Galak - Nestlé,4144939246,['France'],[],[],?,544,2276 kj(544 kcal),32,19,58,57,"7,3","0,4","0,16",,,,,,,,,['Nestlé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Délice d'Olives vertes,3700238307557,['France'],[],[],?,228,954 kj(228 kcal),23,"3,6","1,5",1,"2,1",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Pasta di semola di grano duro - 5kg,99544942,['France'],[],[],?,350,1464 kj(350 kcal),"1,2","0,3",71,"3,2",12,0,0,5 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Ailes de poulet fermier jaune,0221260024203,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Pépites blanches grillées salées - 500g,7567795275653,['France'],[],[],?,607,2540 kj(607 kcal),"49,1","8,5","8,2","1,3","29,8","0,05","0,02",500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Gris Ocean Rosé,3547931810010,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Sorbet Figue - 1x 84g,3770008444980,['France'],[],[],?,122,510 kj(122 kcal),0,0,28,22,"0,2","0,02","0,008",1 x 84 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Galettes charentaises,3380790000945,['France'],[],[],?,382,1598 kj(382 kcal),13,"8,6",57,21,"7,9","0,99","0,396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Eau aromatisée florale de Fleur d'Oranger,3429220003573,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Pures rillettes de canard - 140g,3556470854577,['France'],[],[],?,435,1820 kj(435 kcal),"41,9",16,"0,1","0,1","14,5","1,15","0,46",140 g,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",,+8%,+14%,-83%,-10%,D,,-16%,-16%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,['Fabriqué en France'],41.9 g,en quantité élevée,16 g,en quantité élevée,0.1 g,en faible quantité,1.15 g,en quantité modérée,+8%,+28%,-60%,20,+4%,E,+4%,,,,,,,,,,
130,Salmon fish ball,9557240110507,['France'],[],[],?,132,552 kj(132 kcal),"4,8","2,9","14,5","7,4","8,2","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Ribs de porc - Férial,2245062035364,['France'],[],[],?,3,13 kj(3 kcal),17,"6,6","1,3","0,8",18,"1,5","0,6",,"['Viandes', 'Porc', 'Travers de porc']",,-98%,+52%,+46%,-9%,E,['Férial'],-21%,-21%,77.5%,16.7%,3.3%,1.3%,0.8%,0.5%,21,,,17 g,en quantité modérée,6.6 g,en quantité élevée,0.8 g,en faible quantité,1.5 g,en quantité modérée,-98%,+53%,+30%,12,+8%,D,+8%,,,,,,,,,,
132,Fish balls - 400g,5060460160022,['France'],[],[],?,235,983 kj(235 kcal),"5,2","0,9","12,4","0,8","10,8","1,6","0,64",400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Carnet,3250390060185,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Flûtes,7610216500787,['France'],[],[],?,487,2038 kj(487 kcal),22,4,56,2,14,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Carpaccio de boeuf,2434432026761,['France'],[],[],?,211,883 kj(211 kcal),15,"2,9",0,0,19,"0,7","0,28",,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Carpaccio de boeuf']",,+3%,+6%,-100%,-1%,,,-3%,-3%,,,,,,,,,"['Viande Française', 'Viande-bovine-francaise']",15 g,en quantité modérée,2.9 g,en quantité modérée,0 g,en faible quantité,0.7 g,en quantité modérée,+4%,+15%,-100%,2,+9%,B,+9%,,,,,,,,,,
136,Pâte de canard,3346650216451,['France'],[],[],?,286,1197 kj(286 kcal),"23,6","8,6","1,2","0,5","17,3","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"Pepsi Max format familial lot de 4 x 1,5 L - 6000ml",3502110009371,['France'],"['Eau gazéifiée,colorant ', 'caramel E150d', ',édulcorants ', 'aspartame***', 'acésulfame K', ',acidifiants ', 'acide phosphorique', 'acide citrique', "",correcteur d'acidité "", 'citrate de sodium', ',arômes ', 'dont extraits de végétaux et caféine', ',***Contient une source de phénylalanine']",['Sans huile de palme'],2,0.4,2 kj(0 kcal),0,0,0,0,0,"0,01","0,004",6000 ml,,,,,,,,"['Pepsi', 'Diet pepsi']",,,,,,,,,,,"['Contient une source de phénylalanine', 'Point Vert']",,,,,,,,,,,,,,,,,,"[""E150d - Caramel au sulfite d'ammonium"", 'E951 - Aspartame', 'E950 - Acésulfame K', 'E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E331 - Citrates de sodium']",4,,Boisson gazeuse rafraîchissante aux extraits de végétaux avec édulcorants.,,,,
138,Tartines du sud - L'épicurien,3441260004372,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,"[""L'épicurien""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,fin' candies fruits des bois - 36g,3401560035995,['France'],[],[],?,247,1033 kj(247 kcal),"1,2","0,39","98,6",0,0,"0,5","0,2",36 g,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Sans colorants']",,,,,,,,,,,,,,,,,,,,,,,,,
140,Biere A La Sicilienne,8006890626742,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Aiguillettes de canard skin congelées,3274762165476,['France'],[],[],?,?,,?,,?,,?,,,,"['Viandes', 'Volailles', 'Canards', 'Aiguillettes de canard']",,,,,,D,,,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Coco frostick - Abbot Kinney's,8719325335125,"['France', 'Espagne']",[],"['Végétalien', 'Végétarien']",?,183,766 kj(183 kcal),"13,1",10,"14,7","13,1","1,7","0,01","0,004",,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Crèmes glacées végétales']",,-13%,+30%,-43%,-23%,,"[""Abbot Kinney's""]",-92%,-92%,,,,,,,,,"['Végétarien', 'Végétalien']",13.1 g,en quantité modérée,10 g,en quantité élevée,13.1 g,en quantité élevée,0.01 g,en faible quantité,-12%,+59%,-31%,13,+37%,D,+37%,,,,,,,,,,
143,Villa Estense Balsamessig Aus Modena - 950ml,8016017001192,['France'],[],[],?,?,,?,,?,,?,,,950 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Thé noir de pâques - 50g,0710535578416,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,50 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Confiture poire de Savoie framboise,3448550010761,['France'],[],[],?,238,996 kj(238 kcal),"0,16","0,04",57,"55,8","0,38","0,013","0,005",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de poires']",,+8%,-50%,+8%,+13%,B,,-65%,-65%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,0.16 g,en faible quantité,0.04 g,en faible quantité,55.8 g,en quantité élevée,0.013 g,en faible quantité,+9%,-44%,+9%,7,-23%,C,-23%,,,,,,,,,,
146,Pâte à tartiner aux pralines - 200g,3760258210329,['France'],[],[],?,457,1912 kj(457 kcal),"17,6","12,9","72,9","30,7","1,8","0,25","0,1",200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Yeti Sorbet,3332792002168,['France'],[],[],?,50,209 kj(50 kcal),"0,5","0,5","24,6","24,6","0,5","0,05","0,02",,,,,,,,,['Yeti'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Céreales strawberry et coconut,7350024340679,['France'],[],"['Végétalien', 'Végétarien']",?,581,2431 kj(581 kcal),45,14,"3,9",0,23,"0,1","0,04",,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien', 'Sans sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,,,
149,Sou,3499563094002,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Tortilla chips,07862332,['France'],[],[],?,472,1975 kj(472 kcal),20,2,64,4,"6,6","1,3","0,52",,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de maïs']",,-2%,-12%,+6%,+3%,B,,+11%,+11%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,20 g,en quantité modérée,2 g,en quantité modérée,4 g,en faible quantité,1.3 g,en quantité modérée,-2%,-32%,+112%,11,+14%,D,+14%,,,,,,,,,,
151,Filet de canard,2286380004250,['France'],[],[],?,193,808 kj(193 kcal),13,"3,3","0,5","0,5",19,"0,17","0,068",,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,-2%,+3%,+1%,-2%,D,,-84%,-84%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,13 g,en quantité modérée,3.3 g,en quantité modérée,0.5 g,en faible quantité,0.17 g,en faible quantité,-2%,-11%,+50%,0,-100%,B,-100%,,,,,,,,,,
152,Boisson au tamarin,3760173010080,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
