,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,eco_score,brand,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,markets,additives,nova_score,allergens,generic_name,ingredients_origins,brand_owner,manufacturing,link
1557,Comte app 18 mois,2480116028019,['France'],[],[],?,418,1749 kj(418 kcal),"34,6","22,5","0,01","0,01","26,7","0,82","0,328",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,-0%,-0%,-98%,-1%,D,,-2%,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,34.6 g,en quantité élevée,22.5 g,en quantité élevée,0.01 g,en faible quantité,0.82 g,en quantité modérée,-0%,-1%,-96%,13,0%,D,0%,,,,,,,,,,
1558,Pain de mais,0221123010329,['France'],[],[],?,319,1335 kj(319 kcal),"6,3","0,3",52,"0,5",12,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,Caranuciolla,3770011598045,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,Brochette de poulet thym cotron,2633258052415,['France'],[],[],?,121,506 kj(121 kcal),5,1,2,1,17,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,La hune,3760047910041,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,Dragées pistache - 268g,3700350700335,['France'],[],[],?,?,,?,,?,,?,,,268 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,Crousty Buns coeur chocolat,2670732035823,['France'],[],[],?,510,2134 kj(510 kcal),25,8,65,35,5,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,3 chocolats,3475880127227,['France'],[],[],?,273,1142 kj(273 kcal),"15,5","9,6","26,9","9,3","5,5","0,1","0,04",,,,,,,,,,,,,,,,,,,"['FR 59.546.030 CE', 'Saint-Sylvestre-Cappel (Nord, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,
1565,Salsa tartara - Leader Price,3263851528216,['France'],[],[],?,446,1866 kj(446 kcal),46,"3,8",7,4,"0,9","2,2","0,88",,,,,,,,,['Leader Price'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leader Price'],,,,,,,,
1566,Dragées,3322219580041,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,Sucre light muscovado - 500g,6091300381313,['France'],[],[],?,?,,?,,?,,?,,,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,Mini-beignet fourrés au chocolat,0216263015020,['France'],[],[],?,428,1791 kj(428 kcal),24,"8,4",45,19,"6,8","0,72","0,288",,,,,,,,,,,,,,,,,,,,"['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,
1569,Boisson à base de jus de lychee,2002657009830,['France'],[],[],?,46,192 kj(46 kcal),0,0,11,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,Finest belgian chocolate - Callebaut - 400g,5410522556704,"['France', 'Italie']",[],[],?,569,2381 kj(569 kcal),"38,8",22,55,55,6,"0,21","0,084",400 g,,,,,,,,['Callebaut'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,Baguette viennoise,0204071006231,['France'],[],[],?,263,1100 kj(263 kcal),"4,6","2,6",45,"6,3","8,6","1,1","0,44",,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains briochés']",,-19%,-50%,-11%,+1%,,,+8%,+8%,,,,,,,,,,4.6 g,en quantité modérée,2.6 g,en quantité modérée,6.3 g,en quantité modérée,1.1 g,en quantité modérée,-20%,-20%,-41%,5,-46%,C,-46%,,,,,,,,,,
1572,Sweet crispy pillows - 50g,3800205511717,['France'],[],[],?,?,,?,,?,,?,,,50 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,Zitronnensaft (jus de citron) - 200ml,8009490000271,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,200 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bouteille'],,,,,,,,,
1574,Ella's Kitchen Carrots + Lentils Crunchy Sticks,5060107337336,['France'],[],[],?,429,1795 kj(429 kcal),"13,3","1,1","64,8","3,6","8,7","0,04","0,016",,,,,,,,,"[""Ella's Kitchen""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Aroyd Frozen Young Coconut Juice 280gr(Local Pick Up Only),16229006754,['France'],[],[],?,57,238 kj(57 kcal),1,"0,9",12,11,0,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,La Nostra Limonata,8032919465535,['France'],[],[],?,50,209 kj(50 kcal),0,0,13,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,Coffret tapenades,3760025972306,['France'],[],[],?,265,1109 kj(265 kcal),28,"3,8",0,0,"1,7","3,5","1,4",,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,
1578,Mantecao - 250g,3276220000831,['France'],[],[],?,512,2142 kj(512 kcal),26,"4,5",64,30,"4,8",0,0,250 g,,,,,,,,,,,,,,,,,,"['EMB 34259A', ""Saint-Georges-d'Orques (Hérault, France)""]",,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Gateau Aux Noix Bio - 220g,3543930000032,['France'],[],[],?,447,1870 kj(447 kcal),"25,2",11,"47,2","19,2","7,2","0,1","0,04",220 g,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,
1580,Fiesta Baked Beans Original,41331021340,['France'],[],[],?,154,644 kj(154 kcal),"0,77",0,"13,8","13,8","6,15",41,"16,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,Sauce SAMOURAï - 500ml,3760257870630,['France'],[],[],?,678,2837 kj(678 kcal),"74,5","4,4","0,6","0,2","1,2","2,8","1,12",500 ml,"['Epicerie', 'Sauces', 'Sauces samouraï']",,+19%,+20%,-81%,+7%,D,,+34%,+34%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,74.5 g,en quantité élevée,4.4 g,en quantité modérée,0.2 g,en faible quantité,2.8 g,en quantité élevée,+19%,-7%,-87%,22,+14%,E,+14%,,,,,,,,,,
1582,Zabodayka,4820002307749,['France'],[],[],?,351,1469 kj(351 kcal),"14,8","5,7","49,8","32,2","4,7","0,41","0,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,13365335,13365335,['France'],[],[],?,241,1008 kj(241 kcal),19,6,"0,6","0,5",17,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,La gache tranchee - La Fournée Dorée - 500g,3587220008452,['France'],[],[],?,338,1414 kj(338 kcal),12,"8,2",49,13,8,"0,97","0,388",500 g,,,,,,,,['La Fournée Dorée'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Poulet fermier,2144860013973,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,7 brochettes de porc,26097268,['France'],[],[],?,187,782 kj(187 kcal),13,"4,2","0,5","0,5",17,"0,12","0,048",,,,,,,,,,,,,,,,,,,"['EMB 79248A', 'Saint-Florent (Deux-Sèvres, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,
1587,icebreakets sours,26174860,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Tarte aux pommes 6 parts,0210788019358,['France'],[],[],?,232,971 kj(232 kcal),"9,3","4,7",33,21,"2,5","0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,China aji poudre de bouillon - 50g,4901001000326,['France'],[],[],?,204,854 kj(204 kcal),"4,4","0,4",18,18,"22,8",49,"19,6",50 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,Qcumber,5036616000528,['France'],[],[],?,26,109 kj(26 kcal),"0,5","0,1","6,5","6,5","0,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,
1591,Auverade,3249290446441,['France'],[],[],?,16,67 kj(16 kcal),0,0,"3,9","3,8",0,"0,026","0,01",,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,
1592,Pain avoine,0211314026895,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Bolognese 163 - 400g,0163000000002,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Papier'],,,,,,,,,
1594,Bolognese 164 - 400g,0164000000009,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Papier'],,,,,,,,,
1595,Bolognese 165 - 400g,0165000000006,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Papier'],,,,,,,,,
1596,Bolognese 166 - 400g,0166000000003,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Papier'],,,,,,,,,
1597,Bolognese 167 - 400g,0167000000000,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Papier'],,,,,,,,,
1598,Glenkinchie 12 Years Malt Whisky 43º,5000281021942,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Santory - Kalise,8413200511733,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,['Kalise'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,Gazpacho Original,3168930158448,['France'],[],[],?,46,192 kj(46 kcal),"2,6","0,4","3,9","3,1","0,9","0,66","0,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,Lupins,3366507310408,['France'],[],[],?,29,121 kj(29 kcal),"0,48","0,12","2,1","1,26","2,48","5,6","2,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Rice Crackers - Nature Addicts,99400057,['France'],[],[],?,442,1849 kj(442 kcal),"9,8","2,2",81,"0,6",7,"1,5","0,6",,,,,,,,,['Nature Addicts'],,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,
1603,Purée cacahuète,7369369999169,['France'],[],[],?,622,2602 kj(622 kcal),"48,8",8,"12,8","5,9",28,"0,03","0,012",,,,,,,,,,,,,,,,,,,,"['Bio', 'Fabriqué en France']",,,,,,,,,,,,,,,,,,,,,,,,,
1604,Cotes de gascogne,4334035323893,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Mini saucisses aux poivrons - Auchan - 300g,3596710472253,['France'],[],[],?,256,1071 kj(256 kcal),21,"7,8",3,"1,7",13,"1,4","0,56",300 g,,,,,,,,['Auchan'],,,,,,,,,,,"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,
1606,Filets de poulet rotis - Leader Price,0217437024992,['France'],[],[],?,146,611 kj(146 kcal),"5,6","1,5","0,7","0,6","23,3","1,3","0,52",,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",,+1%,+4%,+21%,-1%,D,['Leader Price'],-3%,-3%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,5.6 g,en quantité modérée,1.5 g,en quantité modérée,0.6 g,en faible quantité,1.3 g,en quantité modérée,+0%,+10%,+39%,2,-22%,B,-22%,,['Leader Price'],,,,,,,,
1607,Arama,8437015824857,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Macadamia popcorn crunch,24048001614,['France'],[],[],?,450,1883 kj(450 kcal),20,8,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,Seli,5201890000049,['France'],[],[],?,0,0 kj(0 kcal),0,0,3,2,7,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,Correzo,2678230033785,['France'],[],[],?,407,1703 kj(407 kcal),32,12,"2,3",2,25,"4,2","1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,Dinde a poêler saveur tendori,0227110033722,['France'],[],[],?,148,619 kj(148 kcal),"6,9",2,"1,2","0,4",20,"0,93","0,372",,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,
1612,Ligerias,4886507,['France'],[],[],?,451,1887 kj(451 kcal),18,"2,7",66,"1,4","4,1","2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,Sel moulu de guérande,89320419,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,Bernache,3760054630192,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Rillettes du mans - Bahier - 2kg,3180050001374,['France'],[],[],?,422,1766 kj(422 kcal),40,15,"0,5","0,5",15,"1,3","0,52",2 kg,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes françaises', 'Rillettes de viande rouge', 'Rillettes de la Sarthe', 'Rillettes de porc', 'Rillettes du Mans']",,+5%,+7%,+37%,-5%,D,['Bahier'],+4%,+4%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,"['EMB 72331A', 'Sceaux-sur-Huisne (Sarthe, France)']",,40 g,en quantité élevée,15 g,en quantité élevée,0.5 g,en faible quantité,1.3 g,en quantité modérée,+6%,+5%,+79%,20,+3%,E,+3%,,,,,,,,,,
1616,Saucisse champignon fait saucisse de Lyon,4260127864046,['France'],[],[],?,241,1008 kj(241 kcal),22,"8,8","2,2",0,"9,7",1,"0,4",,,,,,,,,,,,,,,,,,,['DE BW-63000 EG'],,,,,,,,,,,,,,,,,,,,,,,,,,
1617,Rillettes de canard,3489350000071,['France'],[],[],?,417,1745 kj(417 kcal),38,13,"0,4","0,3",18,"1,3","0,52",,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",,+4%,+4%,-31%,+11%,D,,-5%,-5%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,['Sans colorants'],38 g,en quantité élevée,13 g,en quantité élevée,0.3 g,en faible quantité,1.3 g,en quantité modérée,+4%,+4%,+20%,20,+4%,E,+4%,,,,,,,,,,
1618,Iste,7038010063404,['France'],[],[],?,28,117 kj(28 kcal),0,0,"6,6","6,6",0,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,Tartinade potiron poivron - 90g,3337530510158,['France'],[],[],?,109,456 kj(109 kcal),"5,88","3,37","5,84","3,3","6,64","1,95","0,78",90 g,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,,
1620,Pâté de campagne,3760158660019,['France'],[],[],?,488,2042 kj(488 kcal),"49,1",18,"1,3","1,09","9,43","1,56","0,624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,Domaine De La Janasse,3760032730067,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,anchoïade,3760048386906,['France'],[],[],?,639,2674 kj(639 kcal),71,"6,3","3,2","1,1","4,8","3,9","1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,WW peanuts curls,5051882889943,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Sorbet Framboises Poivrons,3770009014465,['France'],[],[],?,179,749 kj(179 kcal),"0,01",0,"42,96","9,67","0,66",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Saucisse gourmande supérieure,2451181053725,['France'],[],[],?,264,1105 kj(264 kcal),23,"9,8","1,2",0,13,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Téléphone doogee X5 cassé,27242621886,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Turron don pelayo,8412080025958,['France'],[],[],?,538,2251 kj(538 kcal),20,4,46,39,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,Figatellu de l'île de beauté,2238775026170,['France'],[],[],?,374,1565 kj(374 kcal),30,11,"3,5",2,22,3,"1,2",,,,,,,,,,,,,,,,,,,['FR 2B.077.005 CE'],,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Haricots lingots cuisinés à la graisse d'oie - Les Bories,3416952626408,['France'],[],[],?,114,477 kj(114 kcal),"3,8","1,3","11,9","0,8","5,6","0,88","0,352",,,,,,,,,['Les Bories'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Le petit montagnard,2485720034180,['France'],[],[],?,239,1000 kj(239 kcal),15,10,1,1,25,"2,5",1,,,,,,,,,,,,,,,,,,,"['FR 15.141.001 CE', 'Neussargues-Moissac (Cantal, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Mondeuse,3760194670041,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Ananas,2868500012927,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,Satesaus,8710518731762,['France'],[],[],?,250,1046 kj(250 kcal),"9,9","1,4",32,32,"6,4","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Faitrade banane bio et équitable,2184435001615,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,,
1635,Baguette tradigraines - 250g,3289668272500,['France'],[],[],?,?,,?,,?,,?,,,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,La marquenterre,3286470644372,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Delice de tomate,3700359215526,['France'],[],[],?,108,452 kj(108 kcal),"6,2","1,2","10,5","1,1","2,3","3,9","1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,Viande Bovine,2289914213050,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Pain Multi Cereales,0201134009185,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Cowbell,6008155013085,['France'],[],[],?,435,1820 kj(435 kcal),"14,5","14,5",76,76,11,"3,4","1,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Cantal Jeune - Monoprix,0200004020732,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,['Monoprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Monoprix'],,,,,,,,
1642,Limon tuzu - 750g,8690906008396,['France'],[],[],?,?,,?,,?,,?,,,750 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Caramels au beurre salé,3760009689992,['France'],[],[],?,408,1707 kj(408 kcal),"10,99",7,"73,5","49,3",3,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Boeuf braisé duo de carottes - 400g,3021690029000,['France'],[],[],?,62,259 kj(62 kcal),"2,2","0,5",4,"2,1","5,8","0,8","0,32",400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Holunderblüten,9100000115672,['France'],[],[],?,306,1280 kj(306 kcal),0,0,75,74,0,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Sensofreddo,8002267004212,['France'],[],[],?,83,347 kj(83 kcal),0,0,"17,3","17,3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,Sorbet citron vert - Otantic,3760244100399,['France'],[],[],?,119,498 kj(119 kcal),"0,01","0,01","29,16","3,71","0,22","0,02","0,008",,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets au citron vert']",,-2%,-96%,-0%,-28%,C,['Otantic'],-47%,-47%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,,0.01 g,en faible quantité,0.01 g,en faible quantité,3.71 g,en faible quantité,0.02 g,en faible quantité,-1%,-87%,-84%,1,-82%,B,-82%,,,,,,,,,,
1648,Slim popcorn,0850210008132,['France'],[],[],?,110,460 kj(110 kcal),35,5,50,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,Bonbons gelée - King Regal - 450g,8435063802179,['France'],[],[],?,369,1544 kj(369 kcal),"2,1","1,4",85,56,"2,2","0,16","0,064",450 g,,,,,,,,['King Regal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Ribs de porc barbecue,2245063038050,['France'],[],[],?,249,1042 kj(249 kcal),17,"6,6","5,9","4,7",18,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Ananas troncon,0205440025914,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Hake fillets - 250g,5391521040312,['France'],[],[],?,294,1230 kj(294 kcal),"0,7","0,5","0,5","0,5",16,"0,63","0,252",250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,Amandes natures - Jardin Bio,3456309006453,['France'],[],[],?,637,2665 kj(637 kcal),53,4,14,"4,4",21,0,0,,,,,,,,,['Jardin Bio'],,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,
1654,Rose d'anjou,3507110013403,['France'],[],[],?,?,,?,,?,,?,0,0,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', ""Rosé d'Anjou""]",,,,,,C,,-100%,-100%,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,,,,,,,['France'],,,
1655,Vin Muscadet,3531380045987,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,St nectaire aop,2817896028531,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Go ahead,5000168214191,['France'],[],[],?,445,1862 kj(445 kcal),"17,4","4,6","61,2","37,1","8,9","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Maquereau - la tarifeña,8414430015503,"['France', 'Espagne']",[],[],?,195,816 kj(195 kcal),"9,98","1,18","0,1","0,1","26,43","1,8","0,72",,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",,-12%,-39%,-91%,+61%,D,['la tarifeña'],+62%,+62%,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,9.98 g,en quantité modérée,1.18 g,en faible quantité,0.1 g,en faible quantité,1.8 g,en quantité élevée,-11%,-68%,-81%,5,-20%,C,-20%,,,,,,,,,,
1659,Boudin basque au piment d'Espelette,2457793021329,['France'],[],[],?,342,1431 kj(342 kcal),"30,8","12,2","2,3","1,7",14,"1,4","0,56",,,,,,,,,,,,,,,,,,,"['FR 64.527.001 CE', 'Souraïde (Pyrénées-Atlantiques, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,
1660,White Reeses's,34000433032,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Nucellina,3700320253533,['France'],[],['Sans huile de palme'],?,216,904 kj(216 kcal),11,5,23,22,5,"0,14","0,056",,,,,,,,,,,,,,,,,,,,['en:palm-oil-free'],,,,,,,,,,,,,,,,,,,,,,,,,
