,name,bar_code,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,eco_score,labels,traceability_code,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,nutriment_salt_tr,nutriment_sodium_tr,quantity,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,ingredients_origins,manufacturing,link,allergens,nova_score,markets,generic_name,packaging,additives,brand_owner,palm_ingredients
1896,Pain Bâtard Sélection U - 400g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",['France'],"['Farine de blé : 56,5%', 'eau', 'levure', 'gluten de blé', 'farine de maïs torréfié', 'farine de blé dur fermentée', 'sel de guérande', ""extrait d'acérola"", 'levain de blé dévitalisé']",[],0.5 g,en faible quantité,0.1 g,en faible quantité,2.6 g,en faible quantité,1118,-18%,?,,1118 kj(267 kcal),-19%,"0,5",-92%,"0,1",-91%,54,-1%,"2,6",-34%,"8,7",-9%,,,,,,,,,,,['U'],"1,2","0,48",400g,1.2 g,en quantité modérée,-6%,-6%,0,-100%,B,-100%,['France'],,,['Gluten'],4,"['Super U', 'Magasins U']",,['Frais'],,,
1897,Mini suisse au chocolat x12,,,['France'],[],[],,,,,,,?,,401,,1678 kj(401 kcal),,20,,13,,47,,18,,7,,,,,,,,,,,,,1,"0,4",,,,,,,,,,,,,,,,,,,,
1898,Bruschetta savoyarde,,,['France'],[],[],,,,,,,?,,1,,4 kj(1 kcal),,1,,1,,1,,1,,1,,,,,,,,,,,,,1,"0,4",,,,,,,,,,,,,,,,,,,,
1899,Miel,,,['France'],[],[],,,,,,,?,,336,,1406 kj(336 kcal),,"0,2",,"0,1",,83,,70,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,Donut sucre x2 décongelé - Super u,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Donuts']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,B,,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,['Super u'],,,,,,,,,,,,,,,,,,,,,,
1901,Mini Donut Choco,,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,B,,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,,,,,,,,,,,,
1902,12 macarons - Plaisir patissier - 150g,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",['France'],"[""Sucre - Amandes - Blancs d'œufs - Fourrage framboise groseille 3% "", 'framboises 51%', 'sucre', 'sirop de glucose-fructose', 'groseilles 9%', 'jus de de citron gélifiant : pectines', ""correcteur d'acidité : acide citrique"", ' - Fourrage figue 3% ', 'purée de figue 50%', 'sucre', 'pâte de figue 22%', 'arôme naturel', ""correcteur d'acidité : acide citrique"", ' - Fourrage pomme verte 3% ', 'purée de pomme verte 47%', 'sucre', 'jus de citron', 'arôme naturel', 'gélifiant : pectines', 'antioxydant :  acide ascorbique', ""correcteur d'acidité : acide citrique"", ' - Beurre ', 'lait', ' - Purée de mangue 2% - Caramel 1% ', 'sucre', 'crème ', 'lait', 'sirop de glucose', 'beurre ', 'lait', 'eau', 'sel - Amidon de maïs - Crème ', 'crème ', 'lait', 'stabilisant : carraghénanes', ""émulsifiant : ester lactique des mono - et diglycérides d'acide gras"", ' - Praliné aux noisettes et amandes 0,9% ', 'sucre', 'noisettes', 'amandes', 'stabilisant : sorbitols', 'émulsifiant : lécithine de soja', "" - Noisettes - Blancs d'œufs en poudre - Fourrage chocolat blanc 0,7% "", 'chocolat blanc 55% ', 'sucre', 'lait entier en poudre', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'huile végétale ', 'colza', ' - Eau - Colorants rouge de betterave', 'caramel ordinaire', 'curcumine', 'complexes cuivre chlorophylline', 'extrait de paprika - Sirop de glucose déshydraté - Chocolat blanc 0,4% ', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', "" - Lait écrémé en poudre - Extrait de malt d'orge "", 'gluten', ' - Beurre de cacao 0,1% - Concentré de carotte', ""hibiscus - Arôme naturel de pomme avec d'autres arômes naturels - Gélifiants : pectines amidées"", 'alginate de sodium - Cacao en poudre 0,02% - Arôme naturel - Acidifiant : acide citrique - Agent moussant : citrate de triéthyle - Stabilisant : gomme xanthane - Séquestrant phosphate disodique']",['Non végétalien'],18 g,en quantité modérée,3.6 g,en quantité modérée,54 g,en quantité élevée,?,,413,-3%,1728 kj(413 kcal),-3%,18,+1%,"3,6",-20%,54,-3%,54,+7%,"8,8",+3%,D,,,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,['Plaisir patissier'],"0,17","0,068",150 g,0.17 g,en faible quantité,+19%,+19%,8,-55%,C,-55%,,,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,,,,"['E440 - Pectines', 'E330 - Acide citrique', 'E300 - Acide ascorbique', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E420 - Sorbitol', 'E322i - Lécithine', 'E162 - Rouge de betterave', 'E150a - Caramel E150a', 'E100 - Curcumine', 'E141ii - Sels de sodium et de potassium de complexes cupriques de chlorophyllines', 'E160c - Extrait de paprika', 'E440ii - Pectine amidée', 'E401 - Alginate de sodium', 'E1505 - Citrate de triéthyle', 'E415 - Gomme xanthane', 'E339ii - Phosphate disodique']",,
1903,Muffin Vanille Chocolat,,,['France'],[],[],,,,,,,?,,445,,1862 kj(445 kcal),,25,,"2,3",,48,,25,,"6,2",,,,,,,,,,,,,"0,88","0,352",,,,,,,,,,,,,,,,,,,,
1904,Mini muffins coeur fondant chocolat noisettes - Les Delices Des 7 Vallees,,"['Biscuits et gâteaux', 'Gâteaux', 'Muffins']",['France'],"['Fourrage au chocolat aux NOISETTES 23% ', 'sucre', 'huile de colza', 'NOISETTES 13%', 'LAIT écrémé en poudre', 'chocolat 9% ', 'cacao maigre en poudre', 'pâte de cacao', 'sucre', 'émulsifiant : E322 ', 'SOJA', 'arôme naturel de vanille', ' sucre', ' pépites de chocolat 13,8% ', 'sucre', 'pâte de cacao', 'beurre de cacao', ' émulsifiant', ""' E322 "", 'SOJA', 'OEUFS', 'farine de BLE', 'huile de colza', 'eau', 'cacao en poudre 22%', 'amidon modifié', 'LACTOSERUM en poudre', 'émulsifiants', '? E477-E471', 'poudres à lever: E450-E500', 'sel', 'GLUTEN de BLE', "" Présence éventuelle d'autres fruits à coque et de graines de sésame""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",25 g,en quantité élevée,5.4 g,en quantité élevée,40 g,en quantité élevée,?,,456,+15%,1908 kj(456 kcal),+15%,25,+24%,"5,4",+44%,52,+7%,40,+49%,"4,4",-15%,,['Fabriqué en France'],,,,,,,,,['Les Delices Des 7 Vallees'],"0,59","0,236",,0.59 g,en quantité modérée,-20%,-20%,20,+30%,E,+30%,,,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Graines de sésame', 'Soja']",4,,,,"['E322 - Lécithines', 'E14XX - Amidons modifiés', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']",,
1905,Fouées - Super U - 500g (4x 125g),,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux']",['France'],"['farine de BLE', 'eau', 'sel', 'levure', 'GLUTEN de BLE', 'farine de BLE malte']",[],,,,,,,?,,255,-12%,1067 kj(255 kcal),-13%,?,,,,?,,,,?,,,,,,,,,,,,['Super U'],,,500 g (4 x 125 g),,,,,,,,,,,,['Gluten'],4,['Super U'],,['Barquette plastique'],,,
1906,Pizza Norvégienne pâte fine - Super u - 400,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,['Super u'],,,400,,,,,,,,,,,,,,,,,,,
1907,Crousti'belle,,,['France'],[],[],,,,,,,?,,286,,1197 kj(286 kcal),,"1,1",,"0,055",,"59,1",,"2,86",,"8,75",,,,,,,,,,,,,"1,71","0,684",,,,,,,,,,,,,,,,,,,,
1908,Tartelette citron - Bio U,,"['Tartes', 'Tartelettes', 'Tartelettes aux fruits', 'Biscuit sec nappé aux fruits', 'Tartelettes au citron']",['France'],"['Farines* ', 'blé*', 'seiglc*', 'épeautrc*', 'eau', 'mélange de graines* 9% ', 'tournesol*', 'courge*', 'lin Vun*', 'sésame*', 'millet*', 'levain* ', 'eau', 'farines de blé* et de malt de vinaigre', 'sel', 'fiidon de b16*', 'améliorant* ', 'farine de bt6*', 'fluten de antioxydant g', ' acide awrbique', 'sel de Guérande', 'levure', ""azyme' "", ' amidon de maïs*', 'fécule de pomme de tèrre*', 'poudre de cacao*', 'sucre*', ': Caramel*', 'émulsifiant : lécithine de tournesol', ' pastille azyme* ""Agriculture biologique"" permet d\'identifier les produits biologiques de', 'acuisson à la mise en sachet', 'assurant ainsi une meilleure traçab', 'lité', ' Itates éventuelles de soja', ""d'arachides"", 'lait', 'fruits à coque et œufs', ' %grédient issu de llagrlculture biologique']",['Non végétalien'],8.1 g,en quantité modérée,1.1 g,en faible quantité,1.9 g,en faible quantité,?,,296,-22%,1238 kj(296 kcal),-22%,"8,1",-53%,"1,1",-89%,44,-11%,"1,9",-94%,"9,1",+89%,D,['Bio'],,83.8%,8.2%,3.7%,2.3%,2.0%,0.0%,53,['Bio U'],"0,72","0,288",,0.72 g,en quantité modérée,+167%,+167%,-3,-115%,A,-115%,,,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Arachides', 'Graines de sésame']",4,,,,['E322i - Lécithine'],,
1909,Ovita La pain vitalité,,,['France'],[],[],,,,,,,?,,282,,1180 kj(282 kcal),,"6,7",,"0,84",,"36,9",,"2,2",,"14,4",,,,,,,,,,,,,"1,1","0,44",,,,,,,,,,,,,,,,,,,,
1910,Crêpe maison x6,,,['France'],[],[],,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1911,Baguette au levain - Leclerc,,,['France'],[],[],,,,,,,?,,244,,1021 kj(244 kcal),,1,,"0,5",,49,,"1,1",,"8,4",,,,,,,,,,,,['Leclerc'],"1,2","0,48",,,,,,,,,,,,,,,,,,,,
1912,Pain Complet - E.Leclerc,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains complets']",['France'],"['pâte à pain complet ', 'farine pain complets farine de BLÉ', 'GLUTEN de BLÉ', 'farine de BLÉ malté', 'enzyme : alpha amylase', 'hémi-cellulases et xylanases', 'antioxydant:acide ascorbique', 'eau', 'Levure Liquide', 'sel', 'farine de FROMENT t65', 'GLUTEN vital de FROMENT', 'désactivée', 'germes de BLÉ', 'arrwlases fongiques', 'e300s e471', 'BEURRE incorporation', 'levure fraiche', 'emballage Contient : GLUTEN']",[],1.8 g,en faible quantité,0.4 g,en faible quantité,2.3 g,en faible quantité,?,,260,+4%,1088 kj(260 kcal),+4%,"1,8",-48%,"0,4",-26%,"44,2",+4%,"2,3",-37%,9,+3%,,,,,,,,,,,['E.Leclerc'],"1,78","0,712",,1.78 g,en quantité élevée,+52%,+52%,0,-100%,B,-100%,,,,"['Gluten', 'Lait']",4,,,,"['E1100 - Amylases', 'E300 - Acide ascorbique']",,
1913,Crêpes nature x12 + 3 gratuites,,"['Crêpes et galettes', 'Crêpes']",['France'],[],[],7.5 g,en quantité modérée,6.5 g,en quantité élevée,15 g,en quantité élevée,?,,253,-17%,1059 kj(253 kcal),-18%,"7,5",-24%,"6,5",+79%,39,-14%,15,-29%,"6,6",-8%,B,,,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,,"0,6","0,24",,0.6 g,en quantité modérée,-26%,-26%,14,+16%,D,+16%,,,,,,,,,,,
1914,Crêpes de blé noir  - Leclerc - 6,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,['Leclerc'],,,6,,,,,,,,,,,,,,,,,,,
1915,poulets boucanes sous vide - boucanage atelier service - 1,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,['boucanage atelier service'],,,1,,,,,,,,,,,,,,,,,,,
1916,Concombres au fromage blanc - Bonduelle,,,['France'],[],[],,,,,,,?,,86,,360 kj(86 kcal),,"7,5",,"1,3",,3,,2,,1,,,,,,,,,,,,['Bonduelle'],"0,8","0,32",,,,,,,,,,,,,,,,,,,,
1917,Queso fresco de cabra El Porticatero,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre', 'Bûche de chèvre']",['France'],[],[],29.3 g,en quantité élevée,18.5 g,en quantité élevée,0.34 g,en faible quantité,?,,335,+17%,1402 kj(335 kcal),+17%,"29,27",+28%,"18,5",+15%,"0,66",-54%,"0,34",-42%,"17,52",-6%,E,,,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,"1,4","0,56",,1.4 g,en quantité modérée,-1%,-1%,15,+9%,D,+9%,,,,,,,,,,,
1918,mini vienoiserie,,,['France'],[],[],,,,,,,?,,328,,1372 kj(328 kcal),,17,,12,,37,,11,,"5,4",,,,,,,,,,,,,"0,7","0,28",,,,,,,,,,,,,,,,,,,,
1919,Baguette polka,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,"Beignets fourres pomme, 4 pieces - Leclerc",,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",['France'],[],[],12 g,en quantité modérée,1.8 g,en quantité modérée,19 g,en quantité élevée,?,,305,-14%,1276 kj(305 kcal),-14%,12,-24%,"1,8",-48%,42,-7%,19,+17%,"6,3",-1%,,,,,,,,,,,['Leclerc'],"0,6","0,24",,0.6 g,en quantité modérée,-19%,-19%,7,-42%,C,-42%,,,,,,,Beignets fourrés à la purée de pomme,,,,
1921,"Pains aux raisins feuilletes, 2 pieces - U",,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains aux raisins']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,C,,,74.6%,17.9%,4.8%,2.4%,0.4%,0.0%,64,['U'],,,2,,,,,,,,,,,,,,['Magasins U'],,,,,
1922,"Croissants pur beurre U, 5 pieces",,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants', 'Croissants au beurre']",['France'],"['pate Feuilletee 997-:earine de BLE,BEURRE levure', 'GLUTEN DE BLE,sel,agent de traitement de la Farine:acide ascorbique', 'enzymes', 'Dorure IZ', '?OEUF', ' Traces eventuelles de Fruits a coque et SOJa', ' ns?np']",[],27 g,en quantité élevée,0 g,en faible quantité,6 g,en quantité modérée,1620,,-6%384,-6%,-7%1620 kj(384 kcal),-7%,"+24%21,7",+24%,"-100%14,2",-100%,"-85%40,8",-85%,"-15%7,06",-15%,"-100%7,5",-100%,C,,,78.5%,13.2%,5.3%,2.6%,0.4%,0.0%,69,['U'],"-100%0,986","-100%0,394",,0 g,en faible quantité,-100%,-100%,"-73%18,7",-73%,-73%C,-73%,,,,"['Œufs', 'Gluten', 'Lait']",4,['Magasins U'],,,['E300 - Acide ascorbique'],,
1923,"Pains au chocolat pur beurre U, 4 pieces",,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,D,,,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,['U'],,,,,,,,,,,,,,,,,['Magasins U'],,,,,
1924,Baguette Au Levain 250g - 250g,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,,,,,,,,
1925,Tarte pomme rhubarbe,,"['Tartes', 'Tartes sucrées']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,Eclair *6 - Leclerc - 480g,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Éclairs', 'Éclairs au chocolat', 'Éclairs à la vanille']",['France'],"['Eclair chocolat ', 'Crème chocolat ', 'Crème pâtissiere ', ' Eau', 'Crème poudre ', 'Sucre', 'amidon modifié ', 'pomme de terre', ' poudre de lait', 'stabilisants ', 'E450', ' i i i', ""' E339"", ' i i', 'E263', ' graisse végétale ', ""hydrogéné et non hydrogéné' palme"", ""' sirop de glucose"", ' huile végétale ', 'coco', ""' émulsifiants protéines de lait"", 'colorants ', 'E160a', ' E160b', ""Crème de LAIT' stabiIisant "", 'E407', 'émulsifiant ', 'E472b', ""' Prétachoco "", 'Huile de colza', ' poudre de cacao maigre', ' chocolat noir ', 'masse de cacao', 'sucre ', ' émulsifiant ', 'E322 naturel de vanille ', ""' émulsifiant "", 'E322 ', 'SOJA', ""' E492"", ""' arôme naturel de vanille et autres arômes naturels "", 'lait', '  Coque ', "" œufs,' farine de BLÉ' beurre pâtissier "", 'LAI I', ' ', '238', ' sel', ' stabilisant ', 'glycérol', ""' Glaçage chocolat "", 'fondant ', 'Sucre sirop de glucose base BLÉ', '21', ' St', ' eau', ' Prétachcco ', 'Huila da colza', ' poudre da cacao maigre', ' chocolat noir ', 'masse de cacao', ' sucre', ' émulsifiant ', 'E322 ', 'SOIR', ' Arôme naturel de vanille', ' émulsifiant ', 'E322 ', 'SOJA', ' E492', ""' arôme naturel de vanille at autres arômes naturels "", 'lait', ' Eclair vanille ', 'Crème pâtissière ', 'Eau', ' Crème poudre ', 'Sucra', ' amidon modifié ', 'pomme']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",9.5 g,en quantité modérée,5.4 g,en quantité élevée,22 g,en quantité élevée,?,,231,-10%,967 kj(231 kcal),-10%,"9,5",-23%,"5,4",-7%,33,+4%,22,+9%,"3,3",-24%,,['Point Vert'],,,,,,,,,['Leclerc'],"0,49","0,196",480 g,0.49 g,en quantité modérée,+28%,+28%,13,+1%,D,+1%,,,,"['Œufs', 'Gluten', 'Lait', 'Soja']",4,['Leclerc'],,"['Frais', 'Plastique']","['E14XX - Amidons modifiés', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E263 - Acétate de calcium', 'E160a - Carotènes mélangés', 'E160b - Rocou', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E322 - Lécithines', 'E422 - Glycérol', 'E492 - Tristéarate de sorbitane', '', 'Risque élevé de sur-exposition']",,
1927,Barres de céréales,,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",['France'],[],['Sans huile de palme'],2.3 g,en faible quantité,1 g,en faible quantité,6 g,en quantité modérée,?,,87,-79%,364 kj(87 kcal),-80%,"2,3",-85%,1,-83%,15,-75%,6,-78%,"1,1",-85%,,['en:palm-oil-free'],,,,,,,,,,"0,08","0,032",,0.08 g,en faible quantité,-80%,-80%,2,-85%,B,-85%,,,,,,,,,,,
1928,Bissap rouge en calices,,,['France'],[],[],,,,,,,?,,54,,226 kj(54 kcal),,0,,0,,"6,08",,0,,"7,34",,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1929,Beurre de Baratte d'Excellence Demi-Sel - Échiré - 50g,,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel', 'Beurres de baratte']",['France'],"['Beurre', 'sel']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",80 g,en quantité élevée,,,,,?,,?,,,,80,-1%,,,?,,,,?,,E,['AOP'],"['FR 79.109.001 CE', 'Échiré (Deux-Sèvres, France)']",91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,['Échiré'],,,50 g,,,,,,,,,,"['France', 'Charentes-Poitou']",,['Lait'],2,,,"['Frais', 'Papier', 'métal']",,,
1930,Yaourt bio figues - Exki,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts aux figues']",['France'],"['Lait* entier de vache à 3% matière grasse', 'préparation de fruits* ', 'figue* 7,5 %', 'sucre de canne*', 'pectine', 'jus de citron concentré*', 'poudre de lait écrémé*', 'ferments du yaourt', ' \rProduit pasteurisé', ' \r', '*', "" Produits issus de l'agriculture biologique"", '\rAllergènes : Présence de Lait']",['Non végétalien'],3 g,en quantité modérée,1.7 g,en quantité modérée,12.7 g,en quantité élevée,?,,93,-12%,389 kj(93 kcal),-11%,3,-26%,"1,7",-33%,13,-3%,"12,7",-2%,"3,4",+3%,C,"['Bio', 'Produit pasteurisé']",,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,['Exki'],"0,13","0,052",,0.13 g,en faible quantité,+31%,+31%,2,-46%,B,-46%,,,,,4,,,,['E440 - Pectines'],,
1931,Smoothie fraise banane - Ekki,,['Boissons'],['France'],"['Fraise 45%', 'pomme 44%', 'banane 10%', 'citron 1%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.5 g,en faible quantité,0 g,en faible quantité,9.1 g,en quantité élevée,?,,44,-21%,184 kj(44 kcal),-24%,"0,5",+44%,0,-100%,"9,7",-14%,"9,1",-4%,"0,5",+1%,,"['Fabriqué en Belgique', 'Sans sucre ajouté']",,,,,,,,,['Ekki'],"0,1","0,04",,0.1 g,en faible quantité,+141%,+141%,3,-61%,C,-61%,,,,,1,,,,,,
1932,Jus epinard pomme concombre - Exki,,['Boissons'],['France'],[],[],0.1 g,en faible quantité,0.1 g,en faible quantité,5 g,en quantité modérée,?,,25,-55%,105 kj(25 kcal),-56%,"0,1",-71%,"0,1",-15%,5,-56%,5,-47%,"0,9",+81%,,,,,,,,,,,['Exki'],"0,1","0,04",,0.1 g,en faible quantité,+141%,+141%,8,+4%,D,+4%,,,,,,,,,,,
1933,Smoothie banane citron orange,,,['France'],[],[],,,,,,,?,,49,,205 kj(49 kcal),,"0,2",,0,,"10,2",,"10,2",,"0,3",,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1934,The Scottish-Terrier Breakfast - exki,,['Oeufs-brouilles'],['France'],[],[],13.1 g,en quantité modérée,2.4 g,en quantité modérée,1 g,en faible quantité,?,,169,,707 kj(169 kcal),,"13,1",,"2,4",,"1,4",,1,,12,,,"['Bio', 'Bio européen', 'BE-BIO-01']",,,,,,,,,['Exki'],"1,6","0,64",,1.6 g,en quantité élevée,,,11,,D,,,,,,,,,,,,
1935,Bircher Muesli,,,['France'],[],[],,,,,,,?,,159,,665 kj(159 kcal),,"3,2",,"0,6",,"25,3",,"8,5",,"5,7",,,"['Bio', 'Bio européen', 'BE-BIO-01']",,,,,,,,,,"0,1","0,04",,,,,,,,,,,,,,,,,,,,
1936,Barresaux noix et aux fruits - Exki,,,['France'],[],[],,,,,,,?,,417,,1745 kj(417 kcal),,"21,9",,"14,7",,"41,5",,"31,5",,"8,7",,,,,,,,,,,,['Exki'],"0,07","0,028",,,,,,,,,,,,,,,,,,,,
1937,Tiramisu,,,['France'],[],[],,,,,,,?,,314,,1314 kj(314 kcal),,24,,15,,19,,15,,"3,2",,,,,,,,,,,,,"0,1","0,04",,,,,,,,,,,,,,,,,,,,
1938,Chamonix,,,['France'],[],[],,,,,,,?,,170,,711 kj(170 kcal),,"10,3",,"5,1",,"7,7",,"5,4",,"6,5",,,"['Bio', 'Bio européen', 'BE-BIO-01']",,,,,,,,,,"0,1","0,04",,,,,,,,,,,,,,,,,,,,
1939,Yaourt Banane -,,,['France'],[],[],,,,,,,?,,139,,582 kj(139 kcal),,"2,8",,"0,6",,"22,9",,"14,1",,"4,5",,,"['Bio', 'Bio européen', 'BE-BIO-01']",,,,,,,,,,"0,2","0,08",,,,,,,,,,,,,,,,,,,,
1940,Annapurna,,,['France'],[],[],,,,,,,?,,164,,686 kj(164 kcal),,"7,6",,"0,6",,"15,4",,"9,1",,"5,5",,,"['Bio', 'Bio européen', 'BE-BIO-01']",,,,,,,,,,"0,9","0,36",,,,,,,,,,,,,,,,,,,,
1941,Altiplano - exki,,['Salades'],['France'],[],[],4.7 g,en quantité modérée,0.5 g,en faible quantité,10.5 g,en quantité modérée,?,,145,+2%,607 kj(145 kcal),+4%,"4,7",-42%,"0,5",-59%,"11,6",+24%,"10,5",+379%,"5,8",+15%,,"['Bio', 'Bio européen', 'BE-BIO-01']",,,,,,,,,['Exki'],"0,7","0,28",,0.7 g,en quantité modérée,-15%,-15%,3,+244%,C,+244%,,,,,,,,,,,
1942,Huile d’olive arôme truffe - Little Extra,2001050702737,['Matières grasses'],['France'],"[""Composition : Huile d'olive vierge extra "", '98,9%', ' ', 'provenance UE', 'arôme naturel truffe ', '1,1%']",[],92.5 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,?,,832,+3%,3481 kj(832 kcal),+4%,"92,5",+4%,"12,97",-43%,0,-100%,0,-100%,0,-100%,,,,,,,,,,,['Little Extra'],0,0,,0 g,en faible quantité,-100%,-100%,6,-47%,C,-47%,,,,,,,,,,,
1943,La moutarde - Little Extra,2001085204084,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['France'],[],[],20.2 g,en quantité élevée,1.6 g,en quantité modérée,0.8 g,en faible quantité,?,,223,+31%,933 kj(223 kcal),+31%,"20,2",+87%,"1,6",+95%,"4,5",-35%,"0,8",-79%,"7,6",+16%,B,,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,['Little Extra'],"0,1","0,04",,0.1 g,en faible quantité,-98%,-98%,-1,-109%,A,-109%,,,,,,,,,,,
