,name,bar_code,eco_score,brand,categories,traceability_code,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,ingredients_origins,manufacturing,labels,markets,link,generic_name,palm_ingredients,producer_info,brand_owner
29,Riz BASMATI - Le Forban,3297133004051,C,['Le Forban'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",,['France'],[],,,[],,0.8 g,en faible quantité,0.2 g,en faible quantité,0.01 g,en faible quantité,0.01 g,en faible quantité,?,,361,+10%,1510 kj(361 kcal),+9%,"0,8",-23%,"0,2",-17%,79,+11%,"0,01",-96%,"7,3",-3%,"0,01",-72%,"0,004",-72%,0,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,
30,Confiture allégée Fraises Bananes - Beyer - 340g,3299341159349,C,['Beyer'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits', 'Confiture de fruits allégée en sucres']",,['France'],"['Fruits 61 g', ' Fraises 70%', 'bananes 30%', 'sucre', 'jus de citrons concentré', 'gélifiant : pectine de fruits']",['E440 - Pectines'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,39 g,en quantité élevée,0 g,en faible quantité,?,,164,+1%,686 kj(164 kcal),+0%,"0,5",+109%,"0,1",+125%,39,0%,39,+3%,"0,7",+37%,0,-100%,0,-100%,7,+7%,C,+7%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,340 g,"['Pot', 'Verre', 'Pot en verre']",,,"['Peu ou pas de sucre', 'Peu de sucre', 'Allégé en sucre']",,,,,,
31,"Mirabelles Au Sirop Beyer, Bocal 660ML, - 350g - 660ml",3299342263663,,['Beyer'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop']",,['France'],"['Mirabelles', 'eau', 'sucre,']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.5 g,en faible quantité,0.1 g,en faible quantité,17 g,en quantité élevée,0.01 g,en faible quantité,?,,87,+19%,364 kj(87 kcal),+23%,"0,5",+160%,"0,1",+196%,19,+23%,17,+21%,"0,5",+29%,"0,01",-44%,"0,004",-44%,-2,,A,,,,,,,,,350 g - 660 ml,['Bocal'],,,,['Magasins U'],,,,,
32,Purée Mangues Rhubarbe - Coteaux nantais,3301597002109,B,['Coteaux nantais'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes']",,['France'],[],,,[],,0.6 g,en faible quantité,0 g,en faible quantité,8.4 g,en quantité modérée,0 g,en faible quantité,?,,53,-21%,222 kj(53 kcal),-20%,"0,6",+83%,0,-100%,"9,8",-33%,"8,4",-37%,1,+139%,0,-100%,0,-100%,-6,,A,,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,,,,,"['Bio', 'Sans sucre ajouté']",,,,,,
33,Cassoulet Le Revelois 1050 gr,3302180017005,,['Le revelois'],,,['France'],"['Haricots lingots ', 'origine France', 'sauce cuisinée os de porc', 'concentré de tomate', 'arôme naturel', 'oignons', 'poteaux', 'morceaux de cuisses de canard maigres 20% à la ?uvre ', 'confits dans la graisse de canard', 'saucisses de ', 'épaules de porc', 'gras de bardière', 'boyau naturel de porc', 'sel', ' 20% à la mise en ?uvre', 'couennes de porc', 'graisse de canard', 'mre', ' Peut présenter des traces de Gluten', ' CONSEILS DE PRÉPARATION : Verser le cassoulet dans une ter ', 'enterre de préférence', ' et le faire gratiner à four chaud 45 à 60 rrr Le Revelois - Chemin de Beauséjour - 31250 Revel 1050g n POIDS NET FAB 1107 3 302180 Àconsommer de préférence avant la date figurant sur le couvercle']",,,"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,173,,724 kj(173 kcal),,"9,9",,"3,96",,"8,4",,"0,93",,"12,6",,"1,07",,"0,428",,,,,,,,,,,,,,,,,,,,,,,
34,Surimi - Fleury Michon - 200g,3302742994027,B,['Fleury Michon'],"['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Surimi', 'en:preparations-made-from-fish-meat']",['MSC-C-51334'],"['France', 'Suisse']","['Chair de poisson 38 % ', ""Colin d'Alaska et Merlu du Pacifique"", 'en zone de pêche FAO 67', 'eau', 'amidons de blé et de pomme de terre', 'lait écrémé réhydraté', 'huile de colza', 'sucre', 'sel', 'arômes naturels ', 'contient crustacés', 'mollusques', 'poissons', 'colorant : extrait de paprika', ' Pasteurisé', ' Transformé en France', ' Pro/Pour 1 portion= 5 stäbchen Durchschnittliche Nährwerte']",['E160c - Extrait de paprika'],"['Crustacés', 'Poisson', 'Mollusques']","['Non végétalien', 'Non végétarien']",4,4.4 g,en quantité modérée,0.5 g,en faible quantité,2.9 g,en faible quantité,1.8 g,en quantité élevée,?,,120,+1%,502 kj(120 kcal),+1%,"4,4",-7%,"0,5",-23%,13,+14%,"2,9",+1%,7,-6%,"1,8",+5%,"0,72",+5%,4,-9%,C,-9%,52.0%,22.5%,10.3%,8.6%,5.2%,1.4%,92,200 g,,,,"['Sans arômes artificiels', 'Sans conservateurs', 'Pêche durable', 'Pêche durable MSC', 'Transformé en France']",,,,,,
35,"Poêlée Campagnarde - Saucisse fumée, Jambon, Champignons - Fleury Michon - 280g",3302746299029,,['Fleury Michon'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au porc', 'Poêlées', 'Plats préparés à réchauffer au micro-ondes', 'Poêlées campagnardes']","['FR 85.154.002 CE', 'Mouilleron-en-Pareds (Vendée, France)']",['France'],"['Pommes de terre 50%', 'champignons de Paris 25%', 'allumettes de jambon cuit de qualité choix 7', '1% ', 'jambon de porc', 'dextrose', 'sel', 'bouillons ', 'eau', 'os de porc', 'viande de porc', 'épices', ' ', ' antioxydant : ascorbate de sodium ', ' conservateur : nitrite de sodium', 'saucisse fumée 7', '1% ', 'viande de porc', 'sel', '_dextrose', 'épices et plante aromatique', 'antioxydant : extrait de romarin', 'conservateur : nitrite de sodium', 'huile de tournesol', 'huile de colza', 'oignons', 'persil 0', '6%', 'sel', 'dextrose,\xa0ail', 'estragon', 'poivre', 'paprika']","['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E392 - Extrait de romarin']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,8 g,en quantité modérée,1.5 g,en quantité modérée,0.8 g,en faible quantité,0.73 g,en quantité modérée,687,,?,,687 kj(164 kcal),+30%,8,+45%,"1,5",+19%,20,+43%,"0,8",-39%,"4,7",+19%,"0,73",+5%,"0,292",+5%,2,+80%,B,+80%,,,,,,,,280 g,"['Carton', 'Sous-vide']",,,"['Viande Française', 'en:gluten-free', 'Sans arômes artificiels', 'Viande Porcine Française', 'Sans colorants', 'Sans exhausteur de goût', 'Sans matière grasse hydrogénée', 'Nutriscore', 'Nutriscore B', 'en:palm-oil-free', 'Afdiag']","['Carrefour', 'LECLERC', 'Magasins U']",http://www.fleurymichon.fr,,,,
36,"Betteraves Rouges Epluchees, - Kultive - 500g",3302823105557,B,['Kultive'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Betteraves']",,['France'],[],,,[],,0.1 g,en faible quantité,0.0223 g,en faible quantité,6.7 g,en quantité modérée,0.135 g,en faible quantité,?,,43,-4%,180 kj(43 kcal),-4%,"0,1",-69%,"0,022",-60%,"7,17",-6%,"6,7",-1%,"2,3",+39%,"0,135",-50%,"0,054",-50%,-7,,A,,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,500 g,,,,['Sans conservateurs'],,,,,,
37,Séchoir Des Alpes - 600g,3303820299997,C,['Séchoir des Alpes'],"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']","['FR 04.112.004 CE', 'Manosque (Alpes-de-Haute-Provence, France)']",['France'],[],,,[],,33.5 g,en quantité élevée,13.8 g,en quantité élevée,0.1 g,en faible quantité,5.1 g,en quantité élevée,?,,417,+3%,1745 kj(417 kcal),+3%,"33,5",+6%,"13,8",+12%,"0,9",-60%,"0,1",-93%,"27,9",+1%,"5,1",+9%,"2,04",+9%,25,+4%,E,+4%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,600 g,"['Sachet', 'Plastique']",['France'],['France'],"['Viande-francaise', 'Point Vert', 'Sans colorants', 'Viande-porcine-francaise', 'Artisan', 'Artisanal']",,,,,,
38,Crevettes bio - Pescanova - 300g,3306080032755,C,['Pescanova'],"['Produits de la mer', 'Crustacés', 'Crevettes']","['FR 56.121.179 CE', 'Lorient (Morbihan, France)']",['France'],[],,,[],,22.3 g,en quantité élevée,0.5 g,en faible quantité,0.5 g,en faible quantité,1.8 g,en quantité élevée,?,,0.5,-100%,2 kj(0 kcal),-100%,"22,3",+914%,"0,5",+9%,"0,5",-54%,"0,5",+43%,"22,3",+23%,"1,8",+22%,"0,72",+22%,2,-20%,B,-20%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,300 g,"['Barquette', 'Plastique', 'Film en plastique']",['Équateur'],,"['Bio', 'Bio européen', 'Sans colorants', 'AB Agriculture Biologique']",['Auchan'],,Crevettes entières cuites réfrigérées bio,,,
39,Confiture Fraises des Bois à l'Ancienne - Les Comtes de Provence - 370g,3324490000447,C,['Les Comtes de Provence'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,['France'],"['fraise 55% ', 'fraise 47%', 'fraise des bois 8%', 'sucre de canne', 'acidifiant: jus concentré de citron', 'gélifiant : pectine de fruits']",['E440 - Pectines'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,60 g,en quantité élevée,0 g,en faible quantité,?,,246,+13%,1029 kj(246 kcal),+13%,0,-100%,0,-100%,60,+13%,60,+18%,0,-100%,0,-100%,0,-100%,11,+26%,D,+26%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,370 g,"['Pot', 'Verre']",,"['Peyruis', 'France', 'Provence']",,,,Confiture Fraises des Bois à l'Ancienne,,,
40,2 Feuilletes de la mer - Mon Traiteur Pierre Clot,3325893502064,,['Mon Traiteur Pierre Clot'],,,['France'],"['Pâte feuilletée ', '52,6%', ' : farine ', 'farine de blé', 'farine de fèves', 'farine de blévmalté', 'agent de traitement de la farine : acide ascorbique', 'eau', 'beurre 10,4% ', 'beurre', 'colorant : caroténoïdes', 'sel', ""jaune d'œuf en poudre,jaune d'œuf Garniture "", '47,4%', "" : colin d'Alaska 10,8%"", 'crème fraîche', 'eau', 'champignons 4,89%', 'brocolis 4,8%', 'farine de blé', 'carottes 2,4%', 'oignons', 'lait entier', 'beurre 1,7%', 'vin blanc', 'ail', ""huile d'olive"", 'sel', 'poivre', 'curry 0,005 %contient céleri', ' Pourcentages exprimés sur le total de la recette', ' Traces éventuelles de mollusques', 'crustacés', 'moutarde', 'soja et fruits à coque', ' *Certains ingrédients de ce produit ne proviennent pas de France', ' Conseils de préparation 0000']","['E300 - Acide ascorbique', 'E160 - Caroténoïdes']","['Céleri', 'Gluten', 'Lait']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,274,,1146 kj(274 kcal),,16,,11,,25,,"1,6",,"6,4",,"0,93",,"0,372",,,,,,,,,,,,,,,,,['Certains ingrédients ne proviennent pas de France'],,,,,,
41,4 Crêpes de Froment Biologiques en barquette - La CRÊPE de BROCÉLIANDE - 160g,3326122000016,A,['La CRÊPE de BROCÉLIANDE'],"['Crêpes et galettes', 'Crêpes', 'Crêpes de froment']","['EMB 35027A', 'Boisgervilly (Ille-et-Vilaine, France)']",['France'],"['Farine de froment* 34% ', 'France', 'lait entier frais* ', 'France', 'sucre de canne*', 'ceufs entiers* ', 'France', 'huile de tournesol', 'sel de Guérande', "" *Ingrédients issus de l'agriculture biologique""]",,"['Œufs', 'Gluten', 'Lait', 'Ceufs', 'Ceufs']",['Non végétalien'],3,9.4 g,en quantité modérée,2.1 g,en quantité modérée,20 g,en quantité élevée,0.31 g,en quantité modérée,?,,271,-7%,1134 kj(271 kcal),-7%,"9,4",+22%,"2,1",-28%,38,-19%,20,-2%,"6,8",-11%,"0,31",-61%,"0,124",-61%,6,-43%,C,-43%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,160g,['Barquette'],['France'],['Boisgervilly'],"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'en:produced-in-bretagne', 'AB Agriculture Biologique']",,,4 Crêpes de Froment Biologiques en barquette,,,
42,Praliné feuilleté - L'Artisan Givré,3328859705004,B,"[""L'Artisan Givré""]","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",,['France'],"['Praliné noisette 22,1% ', 'noisette 50%', 'sucre 50%', ' ', 'FRUITS A COQUE', 'eau', 'lait frais entier pasteurisé 17,4% ', 'LAIT', 'pâte noisette chocolat 15,8% ', 'Sucre', 'matière grasse végétale ', 'tournesol', 'noisette 10%', 'lait écrémé en poudre', 'cacao en poudre', 'émulsifiant : lécithine de soja', ' ', 'SOJA', 'FRUITS A COQUE', 'LAIT', 'crème fraîche ', 'LAIT', 'biscuit finement émietté 5,3% ', 'Farine de blé', 'sucre', 'beurre concentré', 'sucre du lait', 'protéines de lait', 'sel', 'extrait de malt', 'poudre à lever : bicarbonate de sodium', ' ', 'GLUTEN', 'LAIT', 'SOJA', 'sucre', 'lactose ', 'LAIT', 'sirop de glucose', 'protéine de lait ', 'LAIT', 'stabilisants: Farine de graines de caroube', 'Farine de graines de guar', 'Carraghénanes', ""émulsifiant : mono & diglycérides d'acide gras"", ' Fabriqué dans un atelier manipulant des e']","['E322i - Lécithine', 'E500ii - Carbonate acide de sodium', 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Gluten', 'Lait', 'Fruits à coque', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,21 g,en quantité élevée,5 g,en quantité modérée,32 g,en quantité élevée,0.2 g,en faible quantité,?,,342,+55%,1431 kj(342 kcal),+56%,21,+93%,5,-27%,35,+34%,32,+43%,3,-10%,"0,2",+32%,"0,08",+32%,15,+19%,D,+19%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,
43,Les petites lunettes - jacquemart,3329229990006,,['Jacquemart'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']",,['France'],[],,,[],,23 g,en quantité élevée,16 g,en quantité élevée,31 g,en quantité élevée,0.47 g,en quantité modérée,?,,486,+21%,2033 kj(486 kcal),+21%,23,+18%,16,+110%,62,+25%,31,+11%,7,+29%,"0,47",-23%,"0,188",-23%,24,+34%,E,+34%,,,,,,,,,['barquette plastique'],,,,,,,,,
44,Confiture extra Banane de la Réunion et Vanille - Lucien Georgelin - 350g,3330720257444,D,['Lucien Georgelin'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits tropicaux', 'Confitures de bananes']",,['France'],"['Bananes de la Réunion 46%', 'sucre', 'eau', 'gélifiant: pectines', 'jus de citron concentré', 'arôme naturel de vanille', ' Préparée avec 46g de fruits pour 100g']",['E440 - Pectines'],,[],4,0.5 g,en faible quantité,0 g,en faible quantité,51 g,en quantité élevée,0.02 g,en faible quantité,?,,221,+1%,925 kj(221 kcal),+1%,"< 0,5",+140%,0,-100%,53,+1%,51,+1%,"0,6",-25%,"0,02",-31%,"0,008",-31%,11,+19%,D,+19%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,350 g,,,,"['Concours général agricole', ""Médaille d'or du Concours général agricole"", ""Médaille d'or du concours général agricole 2017""]",,,,,,
45,Noix de coco givrées - Chef Dessert - 330g,3331480000301,B,['Chef Dessert'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces à la noix de coco']","['FR 32.056.040 CE', 'Blanquefort (Gers, France)', 'EMB 32056', 'Blanquefort (Gers, France)']","['France', 'Suisse']","['Eau', 'sucre liquide ', 'sucre', 'eau', 'pulpe de noix de coco ', 'contient sulfites', ' 9%', 'sirop de glucose-fructose', 'lactose ', 'lait', ' et protéines de lait', 'crème ', 'lait', 'noix de coco râpée 2%', 'lait écrémé en poudre', 'arôme naturel de noix de coco 0,9%', 'émulsifiant: mono - et diglycéride d’acidité gras', 'épaississant: ', 'farine de graines de caroube', 'gomme guar', 'gélifiant: carraghénanes']","['E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['Lait', 'Anhydride sulfureux et sulfites']",['Non végétalien'],4,8.9 g,en quantité modérée,7.7 g,en quantité élevée,24 g,en quantité élevée,0.11 g,en faible quantité,?,,200,-10%,837 kj(200 kcal),-10%,"8,9",-24%,"7,7",-16%,26,+6%,24,+15%,"2,7",-9%,"0,11",-8%,"0,044",-8%,14,-1%,D,-1%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,330g,"['Carton', 'Film plastique', 'Surgelé']",,,['Fabriqué en France'],"['Magasins U', 'Leclerc']",https://www.prolainat.com/nos-marques/chef-dessert/,Fruit givrés,,,
46,Melon -,3332232000150,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Melons et pastèques', 'Fruits frais', 'Melons', 'Melons frais']",,['France'],[],,,[],,0.2 g,en faible quantité,0.1 g,en faible quantité,8 g,en quantité modérée,0.00016 g,en faible quantité,?,,34,-53%,142 kj(34 kcal),-53%,"0,2",-16%,"0,1",+4%,8,-52%,8,-45%,"0,8",+57%,0,-100%,0,-100%,-4,,A,,70.3%,0.0%,0.0%,12.0%,10.7%,7.0%,93,,,,,,,,,,,
47,Huile d'olive - Cauvin,3336590083282,D,['Cauvin'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,['France'],[],,,[],,100 g,en quantité élevée,17 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+5%,3766 kj(900 kcal),+5%,100,+5%,17,+21%,0,,0,,0,,0,-100%,0,-100%,7,+14%,C,+14%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,['Magasins U'],,,,,
48,Tapenade - Les Mets De Provence - 90g,3337730001142,C,['Les Mets De Provence'],"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades']",,['France'],"['Olives noires 80%', ""huile d'olive vierge exta huile d'olive"", 'ail', 'basilic', 'jus de Provence', 'poivre']",,,[],1,36.7 g,en quantité élevée,3.8 g,en quantité modérée,7 g,en quantité modérée,6 g,en quantité élevée,?,,387,+51%,1619 kj(387 kcal),+51%,"36,7",+48%,"3,8",+13%,"8,8",+190%,7,+1226%,7,+305%,6,+100%,"2,4",+100%,18,+26%,D,+26%,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,90 g,,,,,,,,,,
49,4 yaourts à la fraise de Dordogne - Péchalou - 4x 125g,3339520092651,,['Péchalou'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts brassés à la fraise']","['FR 24.396.002 CE', 'Saint-Cyprien (Dordogne, France)', 'EMB 24396C', 'Saint-Cyprien (Dordogne, France)']",['France'],"['Lait entier ', '77%', 'fraise de Dordogne ', '10', '3%', 'sucre', 'lait écrémé en poudre', 'amidon transformé de maïs', 'arômes', 'ferments lactiques', 'épaississants : carraghénanes', 'conservateur du fruit : sorbate de potassium']","['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],['Non végétalien'],4,3.1 g,en quantité modérée,2.1 g,en quantité modérée,15.7 g,en quantité élevée,0.16 g,en faible quantité,430,,107,,430 kj(107 kcal),+13%,"3,1",+10%,"2,1",+17%,16,+23%,"15,7",+27%,"3,8",+7%,"0,16",+51%,"0,064",+51%,4,+78%,C,+78%,,,,,,,,4 x 125 g,"['Pots', 'Frais']","['France', 'Dordogne', 'Limousin']",,['Sans colorants'],,,"Yaourts au lait entier, brassés, à la fraise de Dordogne (sans colorant)",,,
50,Yaourt bio gourmand figue de Solliès - Laiterie du Périgord - 250g (2x 125g),3339526272057,A,"['Laiterie du Périgord', 'Laiterie du Périgord', 'Laiterie du Périgord', 'Laiterie du Périgord', 'Laiterie du Périgord', 'Laiterie du Périgord', 'Laiterie du Périgord']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts aux figues']","['FR 24.396.002 CE', 'Saint-Cyprien (Dordogne, France)']",['France'],"['Yaourt 81 % ', 'lait entier 72 %* - crème 4,2 %* - lait écrémé en poudre* - sucre de canne* - ferments lactiques du yaourt', ' préparation de fruit 20 % ', 'figues de Solliès AOP 12 %* - sucre de canne* - agar agar*', ' *ingrédients biologiques']",['E406 - Agar-agar'],['Lait'],['Non végétalien'],4,4.4 g,en quantité modérée,2.9 g,en quantité modérée,15.3 g,en quantité élevée,0.1 g,en faible quantité,?,,114,+8%,477 kj(114 kcal),+9%,"4,4",+9%,"2,9",+14%,"15,3",+14%,"15,3",+19%,"3,2",-3%,"0,1",+1%,"0,04",+1%,5,+36%,C,+36%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,250 g (2 x 125g),"['Frais', 'pot de yaourt']","['France', 'Dordogne']","['France', 'Dordogne']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,
