,name,bar_code,quantity,packaging,brand,categories,labels,manufacturing,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,allergens,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,additives,link,generic_name,producer_info,brand_owner,palm_ingredients
78,BN P'TIT DEJ - 200g,15191700,200g,['boite de 12 biscuits'],"[""BN P'TIT DEJ""]","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits au chocolat au lait']",,['royaume uni'],,,['France'],"['200 g 12 BISCUITS NAPPES DE CHOCOLAT AU LAIT-Ingrédients Farine de froment ', '39%', '- chocolat au lait ', '29%', ' ', ' SUCre-beurre de cacao-masse de cacao lait écrémé poudre-lactosérum en poudre-beurre patissier-graisses végétales ', 'sal', 'karité', 'palme', ' - émulsifiants: lécithines de soja', 'E476 - arôme naturel', '- huile de palme forine complete de blé ', '9%', ""-sucre-sirop de glucose fructose poudres à lever : carbonates de sodium et d'ammonium"", 'acide malique-sel']","['Huile de palme', 'Non végétalien']",4,23.5 g,en quantité élevée,12.3 g,en quantité élevée,29 g,en quantité élevée,0.99 g,en quantité modérée,?,,495,-2%,2071 kj(495 kcal),-1%,"23,5",-3%,"12,3",-10%,"62,2",-1%,29,-17%,"6,7",-1%,"0,99",+77%,"0,396",+77%,26,+11%,E,+11%,C,,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,['Royaume-Uni'],"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E502 - Carbonates', 'E296 - Acide malique']",http://www.bn-biscuits.com,,,,
79,Yaourt,3585530000586,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
80,10073711,10073711,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
81,Houmous aux olives gourmet - Le Traiteur Gourmet - 180g,3353820013284,180 g,,['Le Traiteur Gourmet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",['Sans conservateurs'],,,,['France'],[],[],,25 g,en quantité élevée,2.2 g,en quantité modérée,0.5 g,en faible quantité,0.63 g,en quantité modérée,?,,318,+21%,1331 kj(318 kcal),+21%,25,+24%,"2,2",-11%,13,+23%,"0,5",-63%,"7,5",+16%,"0,63",-39%,"0,252",-39%,3,-40%,C,-40%,B,,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,,,,
82,Ulti orange carotte,3331936000145,,,['Ulti'],,,,,,['France'],[],[],,,,,,,,,,?,,42,,176 kj(42 kcal),,"0,1",,0,,"9,6",,"8,5",,"0,6",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,
83,Amandes,8436044784231,,,,,,,,,['France'],[],[],,,,,,,,,,?,,582,,2435 kj(582 kcal),,48,,"3,9",,"5,3",,"4,4",,25,,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,
84,Pois chiches - Naturalia,3700036906402,,,['Naturalia'],,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'FR-BIO-01']",,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,,?,,336,,1406 kj(336 kcal),,"5,9",,"0,5",,44,,"2,4",,19,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,
85,Pêche jaune - Auchan - 1,2801192008663,1,,['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits']",,,,['Auchan'],['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
86,Cookie Milka,0210209016409,,,['Milka'],,,,,,['France'],[],[],,,,,,,,,,?,,471,,1971 kj(471 kcal),,"21,8",,"9,5",,"62,8",,"38,6",,"5,5",,"0,56",,"0,224",,,,,,,,,,,,,,,,,,,,,
87,Fraises Gariguettes,3377900000018,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
88,Poivron vert,2890896015220,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
89,Frohe ostern,4000539616402,,,,,,,,,['France'],[],[],,,,,,,,,,?,,545,,2280 kj(545 kcal),,32,,19,,56,,56,,0,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,
90,Miel de lavande - Les ruchers de d’auras - 1kg,3760035831143,1kg,,['Les ruchers de d’auras'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,B,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,
91,Tortilla de patata,8420056092804,,,,,,,,,['France'],[],[],,,,,,,,,,?,,162,,678 kj(162 kcal),,11,,"2,5",,11,,"1,9",,"6,2",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,
92,Poudre d algues - Bioleed - 200g,3800500462325,200g,,['Bioleed'],['Poudre d’algue'],,,,,['France'],[],[],,3.95 g,en quantité modérée,0 g,en faible quantité,,,0 g,en faible quantité,?,,350,,1464 kj(350 kcal),,"3,95",,0,,"25,5",,,,"25,5",,0,,0,,,,,,,,,,,,,,,,,,,,,
93,"Nestlé Fitness Protein Knusper müsli Honig, 300 g",7613035590786,,,['Nestlé'],,,,,,['France'],[],[],,,,,,,,,,?,,409,,1711 kj(409 kcal),,"9,2",,"1,8",,"63,9",,"22,8",,"13,4",,"0,29",,"0,116",,,,,,,,,,,,,,,,,,,,,
94,Suchard Sensations miniature,7622300876456,,,['Suchard'],,,,,,['France'],[],[],,,,,,,,,,?,,600,,2510 kj(600 kcal),,47,,28,,32,,28,,"7,1",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,
95,Terrasana Ramen Rijst Noodles,8713576273007,,,['Terrasana'],,,,,,['France'],[],[],,,,,,,,,,?,,254,,1063 kj(254 kcal),,"2,3",,"0,4",,"49,8",,0,,7,,4,,"1,6",,,,,,,,,,,,,,,,,,,,,
96,Mentos pure fresh - 100g,80345725,100 g,,['Mentos'],,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
97,Walmae Makgeolli,8809288981177,,,,,,,,,['France'],[],[],,,,,,,,,,?,,0.053333333333333,,0 kj(0 kcal),,"0,133",,0,,"1,067",,"0,4",,"0,667",,"0,007",,"0,003",,,,,,,,,,,,,,,,,,,,,
98,Rillettes - Bahier - 500g,3180050139954,500 g,,['Bahier'],,,,,,['France'],[],[],,,,,,,,,,?,,336,,1406 kj(336 kcal),,30,,"9,8",,"0,5",,"0,5",,16,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,
99,Pure leaf,8714100801253,,,['Pure Leaf'],,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
100,Sutdiyari Weichkäse 55%,5701638195797,,,,,,,,,['France'],[],[],,,,,,,,,,?,,290,,1213 kj(290 kcal),,25,,17,,"0,5",,"0,5",,14,,"2,7",,"1,08",,,,,,,,,,,,,,,,,,,,,
101,Thé Glacé Bio,3760167530556,,,,,['Bio'],,,,['France'],[],[],,,,,,,,,,?,,16,,67 kj(16 kcal),,0,,0,,4,,4,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
102,4017645036703,4017645036703,,,,,"['Végétarien', 'Végétalien']",,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
103,Smetana,4030011170207,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
104,0206648025584,0206648025584,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
105,Cornichons malossol a la russe - 32oz,3019896879628,32 oz,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
106,Pain bâtard au seigle,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de seigle']",,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,B,,51.1%,24.1%,13.7%,10.1%,1.0%,0.0%,94,,,,,,,
107,le mottin charentais,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,362,,1515 kj(362 kcal),,34,,24,,"0,7",,"0,6",,"11,9",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,
108,Mogli,4260311980002,,,['Mogli'],,"['Bio', 'Bio-dynamie', 'Demeter']",,,,['France'],[],[],,,,,,,,,,?,,474,,1983 kj(474 kcal),,18,,11,,68,,20,,"7,9",,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,
109,Bière,3272460151128,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,
110,Nitro Cold Brew - Minor Figures - 200ml,5060406080186,200 ml,['Canette'],['Minor Figures'],"['Boissons', 'Boissons au café', 'Cafés glacés']",['Sans sucre ajouté'],,,['Woolworths'],"['Australie', 'France']",[],[],,2.2 g,en quantité modérée,0.3 g,en faible quantité,4 g,en quantité modérée,0.1 g,en faible quantité,250,,?,,250 kj(60 kcal),-37%,"2,2",+52%,"0,3",-64%,"9,1",-23%,4,-61%,"0,6",-70%,"0,1",-33%,"0,04",-33%,12,-7%,E,-7%,,,,,,,,,,,,,,,,
111,Saucisse de volaille - 600g,26084954,600 g,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",,,,,['France'],[],[],,18 g,en quantité modérée,6.6 g,en quantité élevée,1.3 g,en faible quantité,1.7 g,en quantité élevée,?,,230,+28%,962 kj(230 kcal),+26%,18,+53%,"6,6",+82%,"2,7",+116%,"1,3",+150%,14,-15%,"1,7",-4%,"0,68",-4%,15,+53%,D,+53%,E,,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,,,,,,
112,La thiriez triple,3565410000660,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,
113,Yeti disc'o'fruit,3332792003462,,,['Yeti'],,,,,,['France'],[],[],,,,,,,,,,?,,81,,339 kj(81 kcal),,"0,5",,"0,5",,20,,20,,"0,5",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,
114,Huile d'olive TRE PIETRE,8002105000062,,,,,,,,,['France'],[],[],,,,,,,,,,?,,824,,3448 kj(824 kcal),,92,,14,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
115,300g,05901616,300 g,,,,['Fabriqué en Italie'],,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
116,Intense Dark - Magnum - 2x 100ml,8717163668047,2 x 100 ml,,['Magnum'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",,,,,"['France', 'Pays-Bas', 'Espagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,B,,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,
117,Irish Lager - The Crafty Brewing Company - 500ml,20630201,500 ml,"['Glass bottle', 'Glass recycle']","['The Crafty Brewing Company', 'Lidl']","['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",['Déconseillé aux femmes enceintes'],"['County Kildare', 'Ireland']",,['Lidl'],"['France', 'Pays-Bas', 'Suisse']","['orge', 'houblon ', 'Tettnanger', 'Hersbrucker']",[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,C,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,Bière,,,
118,safari multivutamine fraise,3760137966491,,,,,,,,,['France'],[],[],,,,,,,,,,?,,144,,602 kj(144 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
119,3604277112922,3604277112922,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
120,Chips Nature - Émile Noël,3291960015907,,,['Émile Noël'],,['Bio'],,,,['France'],[],[],,,,,,,,,,?,,591,,2473 kj(591 kcal),,"43,7",,"3,5",,"43,1",,"0,2",,"6,3",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,
121,Moscato,3592860053144,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,
122,Aceitunas gordal con hueso - Eroski,8480010137156,,,['Eroski'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes']",,,,,"['France', 'Espagne']",[],[],,19.1 g,en quantité modérée,4 g,en quantité modérée,0 g,en faible quantité,4 g,en quantité élevée,?,,182,+11%,761 kj(182 kcal),+12%,"19,1",+19%,4,+53%,0,-100%,0,-100%,"1,1",-15%,4,+17%,"1,6",+17%,15,+25%,D,+25%,B,,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,
123,Pan de molde ecológico - Dulcesol,8410087416892,,,['Dulcesol'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",['Bio'],,,,"['France', 'Espagne']",[],[],,5.9 g,en quantité modérée,0.6 g,en faible quantité,3.2 g,en faible quantité,1.4 g,en quantité modérée,?,,282,+6%,1180 kj(282 kcal),+5%,"5,9",+32%,"0,6",-7%,46,+0%,"3,2",-39%,"9,1",+8%,"1,4",+23%,"0,56",+23%,4,+176%,C,+176%,B,,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,,,,,
124,Parmigiano Reggiano - Monoprix Gourmet,2200507047340,,,['Monoprix Gourmet'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",['AOP'],,,['Monoprix'],['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,D,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
125,Fourrés chocolat noir,3229899100234,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
126,Pop corn,0364458859093,,,,,,,,,['France'],[],[],,,,,,,,,,?,,415,,1736 kj(415 kcal),,"4,4",,"0,5",,89,,59,,3,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,
127,3300944355103,3300944355103,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
128,Poichichade Curry Madras Bio - Vire Vent de Provence,3760208060332,,,['Vire Vent de Provence'],['Pâtés à tartiner végétaux'],"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",,,,['France'],"['pois chiches 54%', ""huile d'olive AOP Haute Provence 12% sésame"", 'jus de citron', 'eau', 'curry Madras 2 % ', 'coriandre', 'curcuma', 'piment', 'cumin', 'fenugrec', 'moutarde', 'poivre noir', 'ail', 'fenouil', 'sel fin', 'sel de Guerande', 'ail', 'cumin', 'poivre', "" Issu de l'agriculture biologique""]",[],3,18 g,en quantité modérée,3 g,en quantité modérée,0.4 g,en faible quantité,2.4 g,en quantité élevée,?,,242,+4%,1013 kj(242 kcal),+3%,18,+54%,3,+140%,12,-46%,"0,4",-98%,"7,7",+226%,"2,4",+239%,"0,96",+239%,10,+29%,C,+29%,,['Moutarde'],,,,,,,,,,,,,,
129,Sorbet pomme avec morceaux de pomme,3061432100666,,,,,,,,,['France'],[],[],,,,,,,,,,?,,125,,523 kj(125 kcal),,"0,5",,"0,1",,31,,26,,"0,1",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,
130,Le yaourt de martine,9902607000005,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
131,Merlot -  - 75cl,3700956503132,75cl,,,"['Vinaigres', ""Vinaigres d'alcools""]",,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,B,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,
132,Fleur De Sel 250G,3544760000162,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,
133,Pommes séchées - Direct Producteurs Fruits Secs - 80g,3760159012336,80 g,['Sachet'],['Direct Producteurs Fruits Secs'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Pommes', 'Fruits secs']","['Bio', 'Bio européen', 'en:TR-BIO-141', 'AB Agriculture Biologique']",['Turquie'],,['Magasins bio'],['France'],[],[],,0.31 g,en faible quantité,0.06 g,en faible quantité,54.6 g,en quantité élevée,0.22 g,en faible quantité,?,,252,+436%,1054 kj(252 kcal),+452%,"0,31",+5%,"0,06",-25%,"57,2",+440%,"54,6",+571%,"0,78",+115%,"0,22",+446%,"0,088",+446%,3,,C,,A,,61.7%,0.0%,0.0%,19.0%,18.4%,0.9%,99,['Turquie'],,http://www.directproducteursfruitssecs.com/fruitsec/?produit=pommes&id=72,Pommes séchées,,,
134,Rillettes maison,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
135,cezerye - koska - 550g,8691070603882,550 g,,['Koska'],,,,,,['France'],[],[],,,,,,,,,,?,,323,,1351 kj(323 kcal),,"7,7",,,,?,,,,"1,9",,,,,,,,,,,,,,,,,,,,,,,,,
136,Ananas Melon Pastèque,3276530000521,,,,,,,,,['France'],[],[],,,,,,,,,,?,,34,,142 kj(34 kcal),,"0,2",,0,,7,,7,,"0,5",,0,,0,,,,,,,,,,,,,,,,,,,,,
137,Soft Baked Cookies - Milka,,,,['Milka'],,,,,,['France'],[],[],,,,,,,,,,?,,471,,1971 kj(471 kcal),,"21,8",,"9,5",,"62,8",,"38,6",,"5,5",,"0,56",,"0,224",,,,,,,,,,,,,,,,,,,,,
138,42g,7750526000307,42 g,,,,['en:gluten-free'],,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
139,7500462286880,7500462286880,,,,"['Boissons', 'Boissons alcoolisées', 'Bières']",,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,C,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,
140,Abatilles,8001431001996,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
141,Macédoine de légumes - eco + - 800g,16702554,800g,,['eco +'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'en:canned-drained-diced-mixed-vegetables']",,,,,['France'],"['légumes ', 'légumes verts ', '50% minimum sur les légumes', ' ', 'haricots  verts', 'carottes en dés', 'navets en dés', 'eau', 'sel']",[],3,0.6 g,en faible quantité,0.5 g,en faible quantité,1.4 g,en faible quantité,0.48 g,en quantité modérée,?,,52,+24%,218 kj(52 kcal),+25%,"0,6",+59%,"0,5",+324%,7,+23%,"1,4",+10%,"2,7",+19%,"0,48",-26%,"0,192",-26%,-8,,A,,,,,,,,,,,,,,,,,
142,Spécialité à base de miel de montagne et gelée royale - Miel Crétet,3425601534964,,,['Miel Crétet'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', 'Produits à tartiner sucrés', 'Édulcorants', 'Préparations à base de miel', 'Préparations à base de miel et gelée royale']",,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
143,Préparation à base de Miel de fleurs - Propolis - Miel Crétet,3425601535329,,,['Miel Crétet'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', 'Produits à tartiner sucrés', 'Édulcorants', 'Préparations à base de miel', 'Préparations à base de miel et propolis']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
144,Yaourt nature sucre - Belle France - 125g,3258561418117,125g,,['Belle France'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,,,,['France'],[],[],,3.2 g,en quantité modérée,2.1 g,en quantité modérée,10.8 g,en quantité modérée,0.12 g,en faible quantité,?,,370,+302%,1548 kj(370 kcal),+303%,"3,2",-2%,"2,1",+2%,"10,8",-2%,"10,8",+7%,3,-20%,"0,12",+4%,"0,048",+4%,7,+129%,C,+129%,,,,,,,,,,,,,,,,
145,Oli d'oliva verge extra Siurana - Baronia de Cabaces,8423504800020,,,['Baronia de Cabaces'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['AOP'],,,,['France'],[],[],,98 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+5%,3766 kj(900 kcal),+5%,98,+3%,13,-7%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,D,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,
146,Biscoitos aveia - Provida - 250,5602353901697,250,,['Provida'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale""]",,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
147,Whey protein decathlon,3608419150650,,,['Decathlon'],['Compléments alimentaires'],,,,,"['France', 'Espagne']",[],[],,1.7 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,0.4 g,en quantité modérée,?,,379,+30%,1586 kj(379 kcal),+31%,"1,7",-73%,0,-100%,"4,8",-75%,"0,5",-93%,85,+149%,"0,4",-28%,"0,16",-28%,0,-100%,B,-100%,,,,,,,,,,,,,,,,
148,Fruits et Legumes Ultra Frais,2488569025913,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
149,02222295,02222295,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
150,Tourte poulet curry,3770007763891,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
151,Sushi sandwich crevete,0200092038701,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
152,Les bols nomades à l italienne - Carte Nature,3700477661229,,,['Carte Nature'],,['Bio'],,,,['France'],[],[],,,,,,,,,,?,,113,,473 kj(113 kcal),,"5,7",,2,,10,,"1,7",,"4,2",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,
153,Sablés,3770003154112,,,,,,,,,['France'],[],[],,,,,,,,,,?,,536,,2243 kj(536 kcal),,28,,18,,65,,23,,7,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,
154,Moutarde - Amora - 260g,09023400,260g,['Plastique'],['Amora'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,B,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,
155,Reblochon de savoie - Métro chef - 450g,3439495901436,450g,,['Métro chef'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages au lait cru', 'Reblochons']",['Produits destinés aux professionnels'],,"['FR 73.114.001 CE', 'Flumet (Savoie, France)']",,['France'],[],[],,27 g,en quantité élevée,18 g,en quantité élevée,0.5 g,en faible quantité,1.2 g,en quantité modérée,?,,323,-0%,1351 kj(323 kcal),+0%,27,+1%,18,-4%,"0,5",+36%,"0,5",+121%,20,0%,"1,2",-10%,"0,48",-10%,14,-2%,D,-2%,D,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
156,yogi tea,08940186,,['17 sachets'],"['yogi tea', 'Équilibre Feminin']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions']",,,['018 24 1019'],['Biocoop'],['France'],[],[],,,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,,,,,,,,,A,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,['Non Union Européenne'],,,,,,
157,Crespelle ricotta et spinaci,8032413000379,,,,,,,,,['France'],[],[],,,,,,,,,,?,,148,,619 kj(148 kcal),,"7,7",,"5,6",,13,,"2,6",,"6,3",,"0,78",,"0,312",,,,,,,,,,,,,,,,,,,,,
158,Lupins - Esmeralda - 380g,3700068144889,380 g,,['Esmeralda'],,,,,,['France'],[],[],,,,,,,,,,?,,98,,410 kj(98 kcal),,2,,0,,"10,5",,0,,39,,"3,5",,"1,4",,,,,,,,,,,,,,,,,,,,,
