,name,bar_code,eco_score,brand,categories,labels,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,quantity,packaging,ingredients_origins,additives,manufacturing,generic_name,link,palm_ingredients
52,Speck montorsi - U,2874247024345,,['U'],,['en:gluten-free'],['Magasins U'],['France'],"['viande de porc', 'sel', 'épices', 'arômes naturels', 'dextrose', 'fructose', 'antioxydants: ascorbate de sodium', ' conservateurs: nitrite de sodium']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,256,,1071 kj(256 kcal),,16,,"6,1",,0,,0,,28,,"4,6",,"1,84",,,,,,,,,,,,,,,,,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,
53,Speck,2874247025847,,,,['en:gluten-free'],,['France'],[],,[],,,,,,,,,,?,,256,,1071 kj(256 kcal),,16,,"6,1",,0,,0,,28,,"4,6",,"1,84",,,,,,,,,,,,,,,,,,,,,
54,Bresaola - Montorsi,2874248031038,E,['Montorsi'],"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Viandes séchées', 'Bresaola']",['en:gluten-free'],,['France'],[],,[],,2.7 g,en faible quantité,1.6 g,en quantité modérée,0 g,en faible quantité,4.2 g,en quantité élevée,?,,160,-1%,669 kj(160 kcal),-1%,"2,7",-15%,"1,6",+22%,0,-100%,0,-100%,34,+4%,"4,2",+7%,"1,68",+7%,12,-2%,D,-2%,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,,,,,,,,,
55,Bresaola,2874248031427,E,,"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Viandes séchées', 'Bresaola']",['en:gluten-free'],,['France'],[],,[],,2.7 g,en faible quantité,1.6 g,en quantité modérée,0 g,en faible quantité,4.2 g,en quantité élevée,?,,160,-1%,669 kj(160 kcal),-1%,"2,7",-15%,"1,6",+22%,0,-100%,0,-100%,34,+4%,"4,2",+7%,"1,68",+7%,12,-2%,D,-2%,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,,,,,,,,,
56,Bressaola,2874248034183,,,,['en:gluten-free'],,['France'],[],,[],,,,,,,,,,?,,160,,669 kj(160 kcal),,50,,"1,6",,0,,0,,34,,"4,2",,"1,68",,,,,,,,,,,,,,,,,,,,,
57,"Mortadelle, chiffonnade - Montorsi",2874249015419,E,['Montorsi'],"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Mortadelle']",,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,73.5%,18.1%,3.9%,1.2%,0.7%,2.6%,24,['IT 302 L CE'],,,,,,,,
58,Mortadella montorsi,2874250015552,,,,,,['France'],[],,[],,,,,,,,,,?,,266,,1113 kj(266 kcal),,12,,"8,3",,0,,0,,17,,"2,6",,"1,04",,,,,,,,,,,,,,,,,,,,,
59,Mortadella,2874250015682,,,,['en:gluten-free'],,['France'],[],,[],,,,,,,,,,?,,266,,1113 kj(266 kcal),,22,,"8,3",,0,,0,,17,,"2,6",,"1,04",,,,,,,,,,,,,,,,,,,,,
60,Mortadella - Montorsi,2874250015811,,['Montorsi'],,['en:gluten-free'],,['France'],"['MORTRDELLR Sans Gluten Ingrédients', ""' viande de porc"", 'tripes de porc', 'sel', 'saccharose', 'arômes naturels', ""antioxydants: ascorbate de sodium,' épices et plantes aromatiques"", 'conservateurs: nitrite de sodium', ' IL peut contenir Àsataches']",,[],4,,,,,,,,,?,,266,,1113 kj(266 kcal),,22,,"8,3",,0,,0,,17,,"2,6",,"1,04",,,,,,,,,,,,,,,,,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,
61,Jambon rôti aux herbes,2874251021521,,,,['en:gluten-free'],,['France'],[],,[],,,,,,,,,,?,,119,,498 kj(119 kcal),,"3,4",,1,,0,,0,,22,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,
62,Jambon aux herbes,2874251021712,,,,['en:gluten-free'],,['France'],[],,[],,,,,,,,,,?,,119,,498 kj(119 kcal),,"3,4",,1,,"0,1",,"0,1",,22,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,
63,Jambon roti aux herbes,2874251021910,,,,['en:gluten-free'],,['France'],[],,[],,,,,,,,,,?,,119,,498 kj(119 kcal),,"3,4",,1,,0,,0,,22,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,
64,Jambon rôti aux herbes,2874251022115,,,,,,['France'],[],,[],,,,,,,,,,?,,119,,498 kj(119 kcal),,"3,4",,1,,0,,0,,22,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,
65,Jambon roti aux herbes - Montorsi,2874251022436,E,['Montorsi'],"['Viandes', 'Porc', 'Rôtis de porc']",['en:gluten-free'],,['France'],[],,[],,3.4 g,en quantité modérée,1 g,en faible quantité,0 g,en faible quantité,1.8 g,en quantité élevée,?,,119,-17%,498 kj(119 kcal),-16%,"3,4",-32%,1,-52%,0,-100%,0,-100%,22,-2%,"1,8",+5%,"0,72",+5%,3,-58%,C,-58%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,['IT 302.L CE'],,,,,['Italie'],,,
66,Jambon roti aux herbes,2874251022634,,,,['en:gluten-free'],,['France'],[],,[],,,,,,,,,,?,,119,,498 kj(119 kcal),,"3,4",,1,,0,,0,,22,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,
67,Jambon roti aux herbes,2874251022832,,,,,,['France'],[],,[],,,,,,,,,,?,,119,,498 kj(119 kcal),,"3,4",,1,,0,,0,,22,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,
68,Jambon Cru Italien Montorsi,2874252021254,,,,['en:gluten-free'],,['France'],[],,[],,,,,,,,,,?,,242,,1013 kj(242 kcal),,14,,"5,1",,0,,0,,29,,5,,2,,,,,,,,,,,,,,,,,,,,,
69,Jambon cru italien,2874252021384,,,,['en:gluten-free'],,['France'],[],,[],,,,,,,,,,?,,242,,1013 kj(242 kcal),,14,,"5,1",,0,,0,,29,,5,,2,,,,,,,,,,,,,,,,,,,,,
70,Jambon cru italien,2874252021780,,,,['en:gluten-free'],,['France'],[],,[],,,,,,,,,,?,,242,,1013 kj(242 kcal),,14,,"5,1",,0,,0,,29,,5,,2,,,,,,,,,,,,,,,,,,,,,
71,Jambon cru italien,2874252022435,,,,['en:gluten-free'],,['France'],[],,[],,,,,,,,,,?,,242,,1013 kj(242 kcal),,14,,"5,1",,0,,0,,29,,5,,2,,,,,,,,,,,,,,,,,,,,,
72,Jambon cru italien,2874252022565,,,,['en:gluten-free'],,['France'],[],,[],,,,,,,,,,?,,242,,1013 kj(242 kcal),,14,,"5,1",,0,,0,,29,,5,,2,,,,,,,,,,,,,,,,,,,,,
73,Jambon Cru Italien,2874252023098,,,,['en:gluten-free'],,['France'],[],,[],,,,,,,,,,?,,242,,1013 kj(242 kcal),,14,,"5,1",,0,,0,,29,,5,,2,,,,,,,,,,,,,,,,,,,,,
74,Jambon cru Italien,2874252023425,,,,['en:gluten-free'],,['France'],[],,[],,,,,,,,,,?,,242,,1013 kj(242 kcal),,14,,"5,1",,0,,0,,29,,5,,2,,,,,,,,,,,,,,,,,,,,,
75,Jambon cru italien,2874252023944,,,,['en:gluten-free'],,['France'],[],,[],,,,,,,,,,?,,242,,1013 kj(242 kcal),,14,,"5,1",,0,,0,,29,,5,,2,,,,,,,,,,,,,,,,,,,,,
76,Pastylki Mietowe - Goplana 1912,2874254024963,,['Goplana 1912'],,,,['France'],"['sucre', 'chocolat 20% ', 'sucre', 'pâte de cacao', 'graisse de cacao', 'graisses végétalesrde palme', 'de karité', ' cacao en poudre à teneur réduite en matières grasses', 'émulsifiants: lécithine de soja et E476', 'arôme', 'sirop de glucose', 'eau', 'humectant: sorbitole', 'arôme ', 'huile de menthe poivrée naturelles 0,08%', ' Peut contenir des']",,[],4,,,,,,,,,?,,408,,1707 kj(408 kcal),,7,,"4,2",,83,,70,,"0,8",,0,,0,,,,,,,,,,,,,,,,,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]",,,,
77,Pate de viande - Schwamm,2874330015410,,['Schwamm'],,,,['France'],"['viande de porc ', '43%', 'gras de porc', 'eau', 'viande bovine ', '12%', 'oignons', 'épices', 'assaisonnement', 'stabilisant: E450', 'dextrose', 'arômes naturels', 'acidifiant: E330', 'antioxydant: E300', 'sel nitrité ', 'sel iodé ', 'sel', 'potassium iodate', 'conservateur: E250', 'assaisonnement']",,"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,269,,1125 kj(269 kcal),,"24,9",,"9,9",,"0,5",,"0,3",,"12,3",,"2,4",,"0,96",,,,,,,,,,,,,,,,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E300 - Acide ascorbique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,
78,Boudin à la viande - Andre Cazaux,2874590016400,,['Andre Cazaux'],,,,['France'],"['viande', 'gras et sang de porc ', 'origine: Nouvelle aquitaine Occitanie', 'sel', 'épicé', ""correcteurs d'acidité : E325"", 'E262', 'E331 Boyaux naturels de porc', 'ALLERGENE LACTOSE']",['Lait'],"['Non végétalien', 'Non végétarien']",,,,,,,,,,?,,246,,1029 kj(246 kcal),,"21,4",,"7,9",,1,,"0,6",,"16,8",,"3,2",,"1,28",,,,,,,,,,,,,,,,,"['E325 - Lactate de sodium', 'E262 - Acétates de sodium', 'E331 - Citrates de sodium']",,,,
79,Confit foie volaille a l’anciene,2875755014897,,,,,,['France'],[],,[],,,,,,,,,,?,,333,,1393 kj(333 kcal),,"29,3",,11,,"1,1",,"0,9",,"16,2",,"1,5",,"0,6",,,,,,,,,,,,,"['FR 22.272.028 CE', ""Saint-Agathon (Côtes-d'Armor, France)""]",,,,,,,,
80,Confit de foie de volaille à l ancienne,2875755015221,,,,,,['France'],[],,[],,,,,,,,,,?,,333,,1393 kj(333 kcal),,"29,3",,11,,"1,1",,"0,9",,"16,2",,"1,5",,"0,6",,,,,,,,,,,,,"['FR 22.272.028 CE', ""Saint-Agathon (Côtes-d'Armor, France)""]",,,,,,,,
81,Cantal,2877424016461,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Cantal']",,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,
82,Tomme chevre brebis,2877605034376,,,,,,['France'],[],,[],,,,,,,,,,?,,124,,519 kj(124 kcal),,1,,0,,4,,1,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,
83,semoule,2878988009975,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
84,2881783031492,2881783031492,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
85,Cuisse de dinde rotie -,2883255024018,,,,,,['France'],[],,[],,,,,,,,,,960,,?,,960 kj(229 kcal),,24,,"1,64",,0,,0,,"26,4",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,
86,Les grignotons nature,2884602046240,,,,,,['France'],[],,[],,,,,,,,,,?,,474,,1983 kj(474 kcal),,38,,15,,"3,5",,"3,5",,29,,"4,8",,"1,92",,,,,,,,,,,,,"['EMB 42170A', 'Perreux (Loire, France)']",,,,,,,,
87,Provolone doux 27%mg,2885676038315,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Provolone']",,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,
88,Morbier - Les monts de joux,2886436052480,D,['Les monts de joux'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",,,['France'],[],,[],,29 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,,?,,100,-72%,418 kj(100 kcal),-72%,29,+1%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,
89,2886821047824,2886821047824,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
90,"Viande bovine - Intermarché  - 0,198kg",2886846032348,,['Intermarché'],,,['Intermarché'],['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"0,198 kg",,,,,,,
91,Tortellini Ricotta & Epinards,2886865059951,,,,,,['France'],[],,[],,,,,,,,,,?,,274,,1146 kj(274 kcal),,11,,"5,8",,33,,"4,1",,9,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,
92,Viande bovine caissette basses côtes** à griller - Intermarché - 0.586kg (poids variable),2886972047698,,['Intermarché'],"['Viandes', 'Bœuf', 'Viandes fraîches', 'Bœuf de Charolles']","['Viande-francaise', 'Viande-bovine-francaise']",['Intermarché'],['France'],"['Viande de génisse charolaise', ' Basses côtes']",,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['FR 71.342.001 CE', 'Paray-le-Monial (Saône-et-Loire, France)', 'FR 71.342.004 CE', 'Paray-le-Monial (Saône-et-Loire, France)']",0.586 kg (poids variable),"['Barquette', 'Plastique']",['France'],,['France'],Basses côtes de viande bovine,,
93,Agneau selle avec os a rotir,2887218096234,,,,,,['France'],[],,[],,,,,,,,,,?,,166,,695 kj(166 kcal),,10,,10,,0,,0,,15,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,
94,Gigot d'agneau,2887239021659,,,"['Viandes', ""Viandes d'agneau"", ""Gigot d'agneau""]",,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
95,Côtés de porc,2887536012206,E,,"['Viandes', 'Porc', 'Côtes de porc']",,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,77.5%,16.7%,3.3%,1.3%,0.8%,0.5%,21,,,['Aluminium'],,,,,,
96,Biscuit chocolat amande,2887561007413,,,,,,['France'],[],,[],,,,,,,,,,?,,467,,1954 kj(467 kcal),,19,,"3,2",,62,,17,,"9,9",,"0,76",,"0,304",,,,,,,,,,,,,,,,,,,,,
97,2887622016200,2887622016200,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
98,"Porc 2 côtes premières à griller - Intermarché - 0,402kg",2887622019485,D,['Intermarché'],"['Viandes', 'Porc', 'Côtes de porc']","['Viande-francaise', 'Viande-porcine-francaise']",['Intermarché'],['France'],['Côtes de porc'],,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,77.5%,16.7%,3.3%,1.3%,0.8%,0.5%,21,,"0,402 kg","['Barquette', 'Plastique']",['France'],,['France'],,,
99,Produit elabores saucisserie merguez veritable,2887815039108,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
100,Saucisses aux herbes,2887817028476,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses aux herbes']",,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
101,Produits elabores saucisserie saucisse de toulouse,2887820056817,E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Toulouse']",,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,,,,,,,,,
102,Saucisse,2887823044873,,,"['Viandes', 'Charcuteries', 'Saucisses']",,,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,15,-1%,,,,,,,,,,,,,,,,,,,,,,,,
103,2887875034310,2887875034310,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
104,Poulet jaune standard,2887883036863,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
105,Cuisses de poulet blanc,2887886042311,D,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,
106,2887887075707,2887887075707,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
107,Lapin standard - Loeul et Piriot - 1.028kg (variable),2887921040418,C,"['Loeul et Piriot', 'Intermarché']","['Viandes', 'Viandes fraîches', 'Viande de lapin', 'Viandes fraîches de lapin']","['Viande-francaise', 'Lapin Français', 'Alimentation 100\xa0% végétale']",['Intermarché'],['France'],['Lapin standard'],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,1.028 kg (variable),"['Barquette', 'Plastique', 'Frais']",['France'],,['France'],Lapin standard,http://www.loeul-et-piriot.com/produit-lapin.php?id_page=48&id_produit=1,
108,Saucisses de volailles,2887936074255,E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",,,['France'],[],,[],,17 g,en quantité modérée,6 g,en quantité élevée,1 g,en faible quantité,1.8 g,en quantité élevée,?,,235,+31%,983 kj(235 kcal),+29%,17,+44%,6,+65%,5,+300%,1,+92%,17,+3%,"1,8",+1%,"0,72",+1%,14,+43%,D,+43%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,,,,,,,,
109,Jambon cuit sup.vpf U saveurs -,2887938038903,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
110,Mimolette Jeune Boule 24% MG,2888391012141,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes jeunes', 'Fromages-du-nord-pas-de-calais']",,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,
111,Olives noires a la grecque,2888952021384,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
112,Rocamadour lait cru chèvre,2888974018249,E,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages de chèvre', 'Fromages à pâte molle à croûte naturelle', 'Rocamadour']",,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,,,,,,,,
113,Jambon aux herbes,2889393042648,,,,,,['France'],[],,[],,,,,,,,,,?,,1,,4 kj(1 kcal),,"0,1",,"0,01",,"0,01",,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
114,Tournedos,2889498066129,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Frais'],,,,,,
115,Pavé aux noisettes,2889588014375,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
116,Filet de Saumon sans arete avec peau - Carrefour - 270gr,2890037049398,,['Carrefour'],['Fliere qualite'],"['Fliere qualite Carrefour', 'Saumon nourri sans OGM (<0.9\xa0%)']",['Carrefour'],['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['FR 62.753.100 CE', 'Saint-Laurent-Blangy (Pas-de-Calais, France)']",270 gr,"['Barquette', '(conditionne sous atmosphere protectrice)']","['Norvège', 'Saumon atlantique (Salmo salar)']",,"['eleve en Norvege', 'elevage dans les eaux pures des fjords norvegiens']",filet de saumon,http://Carrefour.fr,
117,Roti cuit,2890166019156,,,,,,['France'],[],,[],,,,,,,,,,?,,200,,837 kj(200 kcal),,11,,10,,10,,"0,21",,0,,10,,4,,,,,,,,,,,,,,,,,,,,,
118,Emmental francais,2890525018172,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,,['France'],[],,[],,29 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,,?,,0,-100%,0 kj(0 kcal),-100%,29,-2%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,
119,Emmental français Lait pasteurisé 29%,2890525030044,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,,['France'],[],,[],,29 g,en quantité élevée,1 g,en faible quantité,0 g,en faible quantité,3 g,en quantité élevée,?,,150,-60%,628 kj(150 kcal),-60%,29,-2%,1,-95%,0,-100%,0,-100%,0,-100%,3,+409%,"1,2",+409%,11,-2%,D,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,
120,Fromage etorki,2890681029524,,,,,,['France'],[],,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,33,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
121,Petit chistera au lait de brebis,2890696034445,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
122,Reblochon fermier AOP,2890738062320,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,['France'],[],,[],,27.4 g,en quantité élevée,18.8 g,en quantité élevée,0.1 g,en faible quantité,1.2 g,en quantité modérée,?,,328,+1%,1372 kj(328 kcal),+2%,"27,4",+2%,"18,8",0%,"0,4",+9%,"0,1",-56%,"19,9",-1%,"1,2",-10%,"0,48",-10%,14,-2%,D,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,
123,Comté,2890742029326,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,
124,Comté  8/10 mois  - Badoz,2890751055439,D,['Badoz'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,
125,Saint nectaire laitier aop,2890801012863,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Saint-nectaire']",,,['France'],[],,[],,25 g,en quantité élevée,1 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,?,,1,-100%,4 kj(1 kcal),-100%,25,-9%,1,-95%,1,-2%,1,+241%,1,-95%,1,-33%,"0,4",-33%,4,-73%,C,-73%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,
126,Mimolette quart apero lait pasterise,2890868022836,,,,,,['France'],[],,[],,,,,,,,,,?,,1,,4 kj(1 kcal),,24,,1,,1,,1,,1,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,
127,Mimolette francaise extra-virille,2890869023351,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
128,Sainte maire de touraine APP,2891003039030,,,,,,['France'],[],,[],,,,,,,,,,?,,274,,1146 kj(274 kcal),,22,,"15,4",,1,,1,,18,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,
129,Wasabi crackers,2891255010764,B,,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'en:Wasabi crackers']",,,['France'],[],,[],,6.8 g,en quantité modérée,3.2 g,en quantité modérée,3.9 g,en faible quantité,1.5 g,en quantité modérée,?,,425,-8%,1778 kj(425 kcal),-9%,"6,8",-66%,"3,2",-41%,"83,6",+41%,"3,9",-1%,"6,8",-31%,"1,5",-25%,"0,6",-25%,14,-9%,D,-9%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,,,,,
130,Cake chèvre et courgettes,2891271019642,,,"['Snacks', 'Snacks salés', 'Cake aux legumes']",,,['France'],[],,[],,19 g,en quantité modérée,5.8 g,en quantité élevée,3.9 g,en faible quantité,1.5 g,en quantité modérée,?,,271,+0%,1134 kj(271 kcal),+1%,19,+5%,"5,8",+35%,14,-15%,"3,9",+13%,"9,5",+9%,"1,5",+9%,"0,6",+9%,14,+28%,D,+28%,,,,,,,,,,,,,,,,
131,Tartelettes chocolat noir,2891278004559,D,,"['Tartes', 'Tartelettes', 'Tartelette au chocolat']",,,['France'],[],,[],,27 g,en quantité élevée,16 g,en quantité élevée,30.7 g,en quantité élevée,0.42 g,en quantité modérée,?,,508,+5%,2125 kj(508 kcal),+5%,27,+5%,16,+8%,"57,6",+4%,"30,7",+2%,"6,4",+5%,"0,42",+3%,"0,168",+3%,23,+7%,E,+7%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,,,,,
