,name,bar_code,eco_score,brand,categories,labels,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,quantity,packaging,ingredients_origins,additives,manufacturing,generic_name,link,palm_ingredients
1516,Huilo d'olive fruitee,3027102233003,,,,,,['France'],[],,[],,,,,,,,,,?,,899,,3761 kj(899 kcal),,"99,9",,"13,8",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1517,Petites olives noires à l'huile,3027102411050,,,,,,['France'],[],,[],,,,,,,,,,?,,345,,1443 kj(345 kcal),,"35,33",,"3,79",,"1,29",,0,,"0,69",,"0,666",,"0,267",,,,,,,,,,,,,,,,,,,,,
1518,Olives de la cote d azur,3027102432024,,,,,,['France'],[],,[],,,,,,,,,,?,,162,,678 kj(162 kcal),,14,,"1,42",,"1,71",,0,,"0,92",,"0,886",,"0,354",,,,,,,,,,,,,,,,,,,,,
1519,Olives de la Cote d'Azur,3027102432123,,,,,,['France'],[],,[],,,,,,,,,,?,,162,,678 kj(162 kcal),,14,,"1,42",,"1,71",,0,,"0,92",,"8,86",,"3,544",,,,,,,,,,,,,,,,,,,,,
1520,Fromage de brebis p'tit basque,3027480022459,,,,,,['France'],[],,[],,,,,,,,,,?,,413,,1728 kj(413 kcal),,"35,9",,"25,5",,"0,02",,0,,"22,3",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,
1521,cognac - celebration - ?,3028130050204,C,['Celebration'],"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Cognac']",,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,?,,,,,,,
1522,Ourson chocolat au lait de Lindt - 1,3028732727009,,['Lindt'],,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,1,,,,,,,
1523,"Envie De Forme Son 320G, - Jacquet",3029330001201,,['Jacquet'],,,,"['France', 'Gabon']",[],,[],,,,,,,,,,?,,232,,971 kj(232 kcal),,?,,"0,6",,?,,"1,6",,"10,8",,"1,15",,"0,46",,,,,,,,,,,,,,,,,,,,,
1524,Biscotte - Jacquet,3029330001379,B,['Jacquet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'en:rusk', 'en:zwieback']",,,['France'],[],,[],,5 g,en quantité modérée,2 g,en quantité modérée,10 g,en quantité modérée,1.25 g,en quantité modérée,?,,403,+3%,1686 kj(403 kcal),+2%,5,-26%,2,-22%,77,+12%,10,+71%,11,-3%,"1,25",-3%,"0,5",-3%,13,+71%,D,+71%,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,,,,,,,,,
1525,Jacquet Muffins Brioches,3029330001577,,['Jacquet'],,,,['France'],"['Koel en drooq bcwaton', ' Sluit de myorpaxkinq na eau', 'sucre', 'semoulede ln redig blé OCT', 'œufs entiers en poudre reconstitués ', '2,2%', ""van hg t huile de colzaJaune d'œuf en poudre"", 'arômes poedel ', 'confientalcool', 'gluten de blé', 'sel', ""émulsifiant : mono- arom et?ylgtérides d'acides gras"", 'conservateur : propionate monc decalcium', 'agent de traitement de la farine : acide calci ascorbique Présencepossibledelait$ grainesdesésame Mog']",['Gluten'],['Non végétalien'],4,,,,,,,,,?,,284,,1188 kj(284 kcal),,"0,9",,"0,9",,51,,"9,4",,"9,5",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,
1526,British breakfast,3029330011309,,,,,,['France'],[],,[],,,,,,,,,,?,,252,,1054 kj(252 kcal),,3,,"0,3",,47,,"3,4",,"7,7",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,
1527,British Breakfast,3029330011316,,,,['Fabriqué en France'],,['France'],[],,[],,,,,,,,,,?,,255,,1067 kj(255 kcal),,"3,3",,"0,4",,46,,"3,8",,"8,5",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,
1528,Pain de Mie -  - 280,3029330012672,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",,['Cora'],['France'],"['Farine de blé', 'eau', 'sucre', 'huile de colza', 'levure', 'sel', 'alcool']",['Gluten'],"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",3,3.5 g,en quantité modérée,0.4 g,en faible quantité,6 g,en quantité modérée,1.17 g,en quantité modérée,1144,+1%,?,,1144 kj(273 kcal),+2%,"3,5",-22%,"0,4",-38%,50,+9%,6,+15%,8,-5%,"1,168",+2%,"0,467",+2%,2,+38%,B,+38%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,"['EMB 58079A', 'Clamecy (Nièvre, France)']",280,['Plastique'],['France'],,,,,
1529,Les minis de petite fournee - Jacquet,3029330030065,,['Jacquet'],,,,['France'],[],,[],,,,,,,,,,?,,259,,1084 kj(259 kcal),,3,,"1,6",,48,,4,,"8,6",,"1,25",,"0,5",,,,,,,,,,,,,,,,,,,,,
1530,Pain de mie nature Tartine maline - Jacquet - 475g,3029330031406,B,['Jacquet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']","['Sans additifs', 'en:palm-oil-free']",,['France'],['SANS HUILE DE PALME PALMOLIE Tgrttne'],,['Sans huile de palme'],,4.4 g,en quantité modérée,0.4 g,en faible quantité,9.3 g,en quantité modérée,1 g,en quantité modérée,?,,276,+4%,1155 kj(276 kcal),+3%,"4,4",-2%,"0,4",-38%,48,+5%,"9,3",+79%,"9,5",+13%,1,-12%,"0,4",-12%,1,-31%,B,-31%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,475 g,,,,,,,
1531,Les bouchées créatives à garnir - Jacquet - 12,3029330062790,,['Jacquet'],"['Snacks', 'Snacks salés', 'Apéritif']",,['Carrefour Market'],['France'],"['Farine de blé', 'beurre concentré', 'huile de tournesol', 'eau', 'sel', 'sucre']","['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,16.5 g,en quantité modérée,6.5 g,en quantité élevée,1.1 g,en faible quantité,1.6 g,en quantité élevée,1887,-5%,?,,1887 kj(451 kcal),-4%,"16,5",-32%,"6,5",+59%,66,+28%,"1,1",-65%,"7,6",-1%,"1,6",+3%,"0,64",+3%,15,+18%,D,+18%,,,,,,,,,12,"['Boite', 'Carton']",,,,Mini cuillères apéritives à garnir,,
1532,Brasserie Burger Saveur Fromage - Jacquet,3029330064909,,['Jacquet'],,,,['France'],[],,[],,,,,,,,,,?,,282,,1180 kj(282 kcal),,"5,4",,1,,48,,"3,4",,"8,7",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,
1533,Pain Caractère Graines de Pavot - Jacquet - 375g,3029330065272,,['Jacquet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']","['Sans additifs', 'en:palm-oil-free']",,['France'],"['Farine de blé ', '61%', 'eau', 'sucre', 'huile de colza', 'graines de pavot ', '2,7%', 'gluten de blé', 'arôme', 'levure', 'sel', ""farine de malt d'orge torréfié"", ' Contient amidon de blé']",['Gluten'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,5 g,en quantité modérée,0.5 g,en faible quantité,6 g,en quantité modérée,1.19 g,en quantité modérée,1161,-15%,?,,1161 kj(277 kcal),-16%,5,-19%,"0,5",-57%,47,-14%,6,+53%,9,-5%,"1,19",-7%,"0,476",-7%,1,-80%,B,-80%,,,,,,,,,375 g,"['Sachet', 'Plastique']",,,,,,
1534,Petits pains - Jacquet,3029330066316,,['Jacquet'],,,,['France'],[],,[],,,,,,,,,,?,,250,,1046 kj(250 kcal),,"1,5",,"0,3",,50,,3,,8,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,
1535,Mini Toast - Fan De BARBCUE,3029330068600,,['Fan De BARBCUE'],,['Fabriqué en France'],,['France'],"['Farine de blé', 'eau', 'huile de colza', 'sucre', 'levure', 'arôme ', 'contient alcool', 'sel', 'gluten de blé', ""émulsifiants : mono - et diglycérides d'acides gras"", 'stéaroyl-2-lactylate de sodium', 'conservateur : propionate de calcium', 'agent de traitement de la farine : acide ascorbique', ' Présence possible de tait', 'oeufs', 'soja et graines de sésame']","['Œufs', 'Gluten', 'Graines de sésame', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,100,,418 kj(100 kcal),,"6,5",,"0,8",,52,,"5,5",,"7,5",,"1,2",,"0,48",,,,,,,,,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E282 - Propionate de calcium', 'E300 - Acide ascorbique']",,,,
1536,4 Burgers Géants à la farine complète - Jacquet,3029330073987,B,['Jacquet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Burger']",['Sans huile de palme'],,['France'],[],,[],,6 g,en quantité modérée,0.9 g,en faible quantité,5.5 g,en quantité modérée,1 g,en quantité modérée,?,,285,-1%,1192 kj(285 kcal),-1%,6,+3%,"0,9",-13%,46,-6%,"5,5",-11%,"9,5",+6%,1,-12%,"0,4",-12%,-1,-145%,A,-145%,72.6%,15.0%,7.8%,4.1%,0.5%,0.0%,81,,,,,,,,,
1537,Pain de mie nature,3029330090649,,,,,,['France'],[],,[],,,,,,,,,,?,,291,,1218 kj(291 kcal),,6,,"0,4",,50,,"5,5",,8,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,
1538,Iiel pain de mie,3029330445531,,,,,,['France'],[],,[],,,,,,,,,,?,,274,,1146 kj(274 kcal),,4,,"0,6",,50,,"7,2",,8,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,
1539,Croustimoelleux - Jacquet,3029330446170,,['Jacquet'],,,,['France'],[],,[],,,,,,,,,,?,,261,,1092 kj(261 kcal),,"4,4",,"0,4",,44,,"7,1",,"8,8",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,
1540,Maxi Jac' Nature - Jacquet,3029330446583,,['Jacquet'],,,,['France'],"['Farine de blé ', '60%', 'eau', 'sucre', 'huile de colza', 'poudre de babeurre ', 'lait', 'arôme ', 'contient alcool', 'levure', 'sel', ""gluten de blé farine defèua Présence possible d'Œufs"", 'graines de sésames']","['Gluten', 'Lait', 'Graines de sésame']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,273,,1142 kj(273 kcal),,"4,5",,"0,4",,48,,"8,3",,"8,8",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,
1541,Pain de mie sans sucre ajouté,3029330642428,,,,,,['France'],[],,[],,,,,,,,,,?,,248,,1038 kj(248 kcal),,"3,4",,"0,3",,42,,"3,7",,"9,7",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,
1542,Boisson gourmande soja chocolat,3029336803656,,,,,,['France'],[],,[],,,,,,,,,,?,,71,,297 kj(71 kcal),,2,,"0,4",,"9,4",,9,,"3,4",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,
1543,Black Label Brut - Champagne Lanson - 750ml,3029440005137,B,['Champagne Lanson'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins effervescents', 'Champagnes']",,,['France'],"['Champagne ', 'sulfites']",['Anhydride sulfureux et sulfites'],['Sans huile de palme'],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,750 ml,"['Bouteille', 'Verre']",['France'],,['France'],,,
1544,Pavé pain complet,3029730028518,,,,,,['France'],[],,[],,,,,,,,,,?,,250,,1046 kj(250 kcal),,"2,7",,"0,4",,44,,"4,5",,"9,9",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,
1545,Semi-Epaisse Crème entière de Normandie - Elle & Vire - 20cl,30206369,B,"['Elle & Vire', 'Savencia']","['Produits laitiers', 'Crèmes', 'Crèmes entières']",,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,20 cl,"['Brique', 'Carton', 'Bouchon', 'Plastique']",,,,,,
1546,Tabasco,30241602,,['Tabasco'],,,,['France'],[],,[],,,,,,,,,,?,,16,,67 kj(16 kcal),,"0,6",,"0,2",,"1,5",,"0,4",,"0,9",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,
1547,Uncle Ben's Mélange de 5 céréales au curry,30245099,,"[""Uncle Ben's""]",,,,['France'],[],,[],,,,,,,,,,?,,154,,644 kj(154 kcal),,"2,7",,"0,4",,"27,1",,1,,4,,"0,44",,"0,176",,,,,,,,,,,,,,,,,,,,,
1548,Les moelleux abricos - Maître Prunille - 500g,30298842,,['Maître Prunille'],,,,['France'],['Les Moelleux Abricots SOURCE DE FIBRES Poids Net : 500g'],,[],,,,,,,,,,?,,231,,967 kj(231 kcal),,"0,4",,"0,3",,45,,25,,2,,"0,03",,"0,012",,,,,,,,,,,,,,500 g,,,,,,,
1549,Pâtes bio spaghetti semi complets - Carrefour Bio,3030190156222,,['Carrefour Bio'],,['Bio'],['Carrefour'],['France'],['Semoule semi complète de blé dur biologique'],['Gluten'],[],,,,,,,,,,?,,347,,1452 kj(347 kcal),,"1,8",,"0,5",,69,,"2,5",,11,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,
1550,Melange de legumes,3030210510195,,,,,,['France'],[],,[],,,,,,,,,,?,,43,,180 kj(43 kcal),,"0,5",,"0,1",,"6,7",,"1,1",,"2,1",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,
1551,Haricots blancs à la tomate - Sans marque - 800g (égoutté : 450g) 850ml,3030210540727,B,"['Sans marque', 'Kerlys']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Plats préparés', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes secs', 'Haricots', 'Légumineuses en conserve', 'Légumes préparés', 'Haricots blancs', 'Haricots à la tomate', 'Haricots en conserve', 'Haricots blancs en conserve']",['Point Vert'],,['France'],"['haricots blancs secs trempés', 'eau', 'concentré de tomates ', '1%', 'sel', 'arôme naturel']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.6 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,1 g,en quantité modérée,392,+12%,?,,392 kj(94 kcal),+7%,"0,6",+5%,"0,2",+75%,"14,3",+16%,"< 0,5",-80%,5,+1%,1,+31%,"0,4",+31%,-3,,A,,16.9%,36.6%,17.6%,8.0%,13.1%,7.8%,91,,800 g (égoutté : 450 g) 850 ml,['Conserve'],,,,Haricots blancs à la tomate,,
1552,Pois chiches - Sans marque - 800g (490g égoutté),3030210540741,B,"['Sans marque', 'Kerlys']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches', 'Légumineuses en conserve', 'Pois chiches en conserve']",,,['France'],"['Pois chiches secs trempés', 'eau', 'sel']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,1.8 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,0.78 g,en quantité modérée,472,-4%,?,,472 kj(113 kcal),-2%,"1,8",-12%,"0,3",+12%,"13,6",-9%,"< 0,5",-29%,"6,6",+2%,"0,78",+28%,"0,312",+28%,0,,B,,28.6%,33.2%,14.9%,14.4%,4.2%,4.8%,88,,800 g (490 g égoutté),['Conserve'],,,['France'],,,
1553,Flageolets verts extra fins - Sans marque - 400g,3030210540772,B,"['Sans marque', 'Kerlys']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumineuses en conserve', 'Haricots en conserve', 'Flageolets en conserve']",,,['France'],"['Flageolets verts', 'eau', 'sel', 'affermissant : chlorure de calcium']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,1.3 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.63 g,en quantité modérée,389,+8%,?,,389 kj(93 kcal),+8%,"1,3",+83%,"0,1",-32%,"13,1",+11%,"0,5",-9%,"5,7",+8%,"0,63",-15%,"0,252",-15%,0,,B,,21.5%,38.3%,18.4%,8.4%,5.2%,8.2%,92,,400 g,['Conserve'],,"['E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']",['France'],,,
1554,Épinards en branches - Sans marque - 3825g (2310g égoutté),3030210540925,A,"['Sans marque', 'Kerlys']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes-feuilles', 'Épinards', 'Épinards en conserve']",,,['France'],"['Epinards en branches', 'eau', 'sel']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,13.8%,38.4%,18.3%,9.2%,12.9%,7.5%,91,,3825 g (2310 g égoutté),"['Conserve', 'Acier']",,,['France'],,,
1555,Betteraves rouges en dés assaisonnées - Sans marque - 400g (265g égoutté),3030210541120,A,"['Sans marque', 'Kerlys']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Betteraves', 'Betteraves en conserve']",,,['France'],"['Betteraves rouges en dés', 'eau', ""vinaigre d'alcool"", 'sel', 'sucre']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.5 g,en faible quantité,0.1 g,en faible quantité,4.5 g,en faible quantité,0.6 g,en quantité modérée,173,+10%,?,,173 kj(41 kcal),-5%,"< 0,5",+131%,"< 0,1",+128%,"4,9",-28%,"4,5",-27%,"3,9",+187%,"0,6",+52%,"0,24",+52%,-5,,A,,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,,400 g (265 g égoutté),['Conserve'],,,['France'],,,
1556,Haricots blancs préparés,3030210541199,,,,,,['France'],[],,[],,,,,,,,,,?,,72,,301 kj(72 kcal),,"0,5",,"0,1",,"8,4",,"0,5",,"5,7",,"1,08",,"0,432",,,,,,,,,,,,,,,,,,,,,
1557,Haricots rouges - Les trésors du potager - 400g,3030212302330,B,['Les trésors du potager'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumineuses en conserve', 'Haricots en conserve', 'en:canned-kidney-common-beans']",,,['France'],[],,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,2.4 g,en faible quantité,0.6 g,en quantité modérée,?,,112,+10%,469 kj(112 kcal),+9%,"0,5",-18%,"0,1",-8%,"15,5",+16%,"2,4",+111%,"8,6",+14%,"0,6",-2%,"0,24",-2%,-2,,A,,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,,400 g,['Conserve'],,,,,,
1558,Cidre Bouché Pur jus Kan Ar Mor - La Cidrerie de Tromelin - 75cl,3030400014007,B,['La Cidrerie de Tromelin'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Cidres', 'Alcools artisanaux', 'Cidres artisanaux', 'Cidres bouchés']","['IGP', 'Point Vert', 'Déconseillé aux femmes enceintes', 'IGP de Cornouaille']","['ESAT Kan Ar Mor', 'Cidrerie de Tromelin', 'Netto', 'Leclerc', 'E.Leclerc', 'Intermarché', 'ESAT du Cap Sizun']",['France'],"['Pur jus de pommes à cidre de Bretagne', ' contient des sulfites']",['Anhydride sulfureux et sulfites'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,75 cl,"['Bouteille', 'Verre']","['France', 'Bretagne', 'Finistère']",,"['Cidrerie Tromelin', '29790 Mahalon', 'Finistère', 'Bretagne', 'France']",,http://www.kanarmor.fr/ateliers/index.php/cidrerie/,
1559,Cidre Demi-Sec Pur jus Kan Ar Mor - La Cidrerie de Tromelin - 75cl,3030400015004,B,['La Cidrerie de Tromelin'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Cidres', 'Alcools artisanaux', 'Cidres artisanaux', 'Cidres demi-secs']","['IGP', 'Point Vert', 'Déconseillé aux femmes enceintes', 'IGP de Cornouaille']","['ESAT Kan Ar Mor', 'Cidrerie de Tromelin', 'Netto', 'Leclerc', 'E.Leclerc', 'Intermarché', 'ESAT du Cap Sizun']",['France'],"['Pur jus de pommes à cidre de Bretagne', ' contient des sulfites']",['Anhydride sulfureux et sulfites'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,75 cl,"['Bouteille', 'Verre']","['France', 'Bretagne', 'Finistère']",,"['Cidrerie Tromelin', '29790 Mahalon', 'Finistère', 'Bretagne', 'France']",,http://www.kanarmor.fr/ateliers/index.php/cidrerie/demisec,
1560,"Efiseptyl, Chewing gum menthe sans sucre sans aspartame, 24 dragees - ufsbd",3031440403516,,['Ufsbd'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Chewing-gum']",,,['France'],"['xylitol ', '59%', 'gomme base ', 'antioxydants: extraits riches en tocophérol', 'épaississant: gomme arabique', 'arômes humidifiant : glycérine', 'polyphosphate de sodium', 'colorants: dioxyde de titane', ""agents d'enrobage"", ""' cire de carnauba"", 'talc']",,[],4,0.5 g,en faible quantité,0.5 g,en faible quantité,0.1 g,en faible quantité,0.31 g,en quantité modérée,?,,170,+1%,711 kj(170 kcal),+1%,"0,5",+111%,"0,5",+276%,65,+2%,"0,1",-98%,"0,5",+207%,"0,31",+1079%,"0,124",+1079%,,,,,,,,,,,,,,,,"['E967 - Xylitol', 'E306 - Extrait riche en tocophérols', ""E414 - Gomme d'acacia"", 'E422 - Glycérol', 'E452i - Polyphosphate de sodium', 'E171 - Oxyde de titane', 'E553b - Talc']",,,,
1561,Efiseptyl Oral Care 46 dragées - Ufsbd,3031440403530,,"['Ufsbd', 'Edek']",,,,['France'],"['xylitol ', '59%', 'gomme base ', 'antioxydants: extraits riches en tocophérol', 'épaississant: gomme arabique', 'arômes humidifiant : glycérine', 'polyphosphate de sodium', 'colorants: dioxyde de titane', ""agents d'enrobage"", ""' cire de carnauba"", 'talc']",,[],4,,,,,,,,,?,,170,,711 kj(170 kcal),,"0,4",,"0,4",,65,,"0,1",,"0,4",,"0,3",,"0,12",,,,,,,,,,,,,,,,,"['E967 - Xylitol', 'E306 - Extrait riche en tocophérols', ""E414 - Gomme d'acacia"", 'E422 - Glycérol', 'E452i - Polyphosphate de sodium', 'E171 - Oxyde de titane', 'E553b - Talc']",,,,
1562,Crème caramel,3032162400548,,,,,,['France'],[],,[],,,,,,,,,,?,,10,,42 kj(10 kcal),,10,,10,,10,,10,,10,,10,,4,,,,,,,,,,,,,,,,,,,,,
1563,Crème Uht Tous Usages 30 % - Président,3032220019408,,"['Président', 'Président Professionnel']",,['Produits destinés aux professionnels'],,['France'],[],,[],,,,,,,,,,?,,291,,1218 kj(291 kcal),,30,,20,,3,,3,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,
1564,Fromage fondu en portions - La Bonne Vache - 200g (12portions),3032220061865,D,['La Bonne Vache'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages fondus']",,,['France'],"['lait écrémé reconstitué fromages ', 'lait', 'sel', 'ferments', 'conservateur: lysozyme d’oeuf', 'beurre ', 'lait', 'sel de fonte ', 'E452', 'E331', 'E450', 'E339', 'épaississants ', 'E407', 'E1442', ' A conserver entre 09 préférence', 'remettre froid']",['Lait'],"['Non végétalien', 'Non végétarien']",4,19.5 g,en quantité modérée,14 g,en quantité élevée,8.5 g,en quantité modérée,1.98 g,en quantité élevée,?,,240,-6%,1004 kj(240 kcal),-5%,"19,5",-3%,14,+4%,"8,5",+57%,"8,5",+111%,"7,5",-36%,"1,975",-1%,"0,79",-1%,17,+10%,D,+10%,79.5%,12.0%,2.9%,3.6%,1.6%,0.4%,49,,200g (12 portions),['Frais'],,"['E1105 - Lysozyme', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E1442 - Phosphate de diamidon hydroxypropyle']",,,,
1565,La Bonne Vache Emmental,3032221960266,,,,,,['France'],[],,[],,,,,,,,,,?,,242,,1013 kj(242 kcal),,18,,13,,6,,6,,14,,"2,4",,"0,96",,,,,,,,,,,,,,,,,,,,,
1566,La Bonne Vache Cheddar - La Vie Claire,3032221960273,,['La Vie Claire'],,,['La Vie Claire'],['France'],['BROD'],,[],,,,,,,,,,?,,242,,1013 kj(242 kcal),,18,,13,,6,,6,,14,,"2,4",,"0,96",,,,,,,,,,,,,,,,,,,,,
1567,Queso Blanco Fundido Bonjura,3032224974093,,,,,,['France'],[],,[],,,,,,,,,,?,,312,,1305 kj(312 kcal),,30,,21,,2,,2,,"8,5",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,
1568,Crème de génépi - Cherry Rocher - 70cl,3032230100301,D,['Cherry Rocher'],"['Boissons', 'Boissons alcoolisées', 'Liqueurs']",['Déconseillé aux femmes enceintes'],['Carrefour'],['France'],"['Eau', 'sucre', 'alcool', 'génépi', 'plantes aromatiques']",,[],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,,70 cl,"['Bouteille', 'Verre']",,,,,,
