,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,categories,labels,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,quantity,packaging,ingredients_origins,manufacturing,traceability_code,additives,nova_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,link,markets,palm_ingredients,brand_owner
1508,Knorr Feinschmecker 3 Pfeffer Sauce Maxi Pack,8714100678473,"['France', 'Allemagne']",[],[],?,76,318 kj(76 kcal),"4,4","2,7",8,"0,8","0,8","0,95","0,38",['Knorr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kunststoff'],,,,,,,,,,,,,,,,,
1509,Sauce champignon -,8714100678725,['France'],[],[],?,76,318 kj(76 kcal),5,3,"5,9","1,4","1,6","0,88","0,352",,"['Epicerie', 'Sauces', 'Sauces aux champignons']",,,5 g,en quantité modérée,3 g,en quantité modérée,1.4 g,en faible quantité,0.88 g,en quantité modérée,,-30%,-28%,-39%,-16%,-2%,-20%,-11%,-37%,-37%,5,-38%,C,-38%,B,,,,,,,,48.9%,25.3%,10.1%,8.4%,4.3%,3.0%,88,,,,,
1510,Pasta snack Al Funghi - Knorr,8714100681558,['France'],"['60% pâtes ', 'semoule de BLÉ dur', ""blanc d'OEUF déshydraté"", 'amidon de pomme de terre', '6 % CRÈME en poudre', 'sirop de glucose', 'huile de palme', 'arômes ', 'avec arôme vin blanc', 'sel comestible', '2', '1 % champignons ', 'champignons de Paris', 'cèpe', 'bolet', 'extrait de levure', 'oignons', 'protéines de LAIT', 'substitut du sel ', 'chlorure de potassium', 'sucre', 'persil', 'ail', 'poivre']","['Huile de palme', 'Non végétalien']",?,103,431 kj(103 kcal),"2,8","1,6",16,1,3,"0,83","0,332",['Knorr'],,,"['Œufs', 'Gluten', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,['Huile de palme'],
1511,Kartoffel Snack Pfanni Speck,8714100696385,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,"Pfanni Fleischbällchen & Röstzwiebeln, 53 G",8714100696620,['France'],[],[],?,84,351 kj(84 kcal),"3,5","1,8",10,"1,2","2,1","0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,Fragola fraise - Unilever - 360g,8714100719596,"['Belgique', 'France']",[],[],?,476,1992 kj(476 kcal),"0,5","0,1",27,26,"0,5","0,01","0,004",['Unilever'],,,,,,,,,,,,,,,,,,,,,,,,,,,360 g,,,,,,,,,,,,,,,,['Delhaize'],,
1514,"Ghiacciolo al lampone , Grom",8714100721223,['France'],[],[],?,104,435 kj(104 kcal),"0,5","0,1",25,25,0,"0,01","0,004",,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,Lipton double pêche fraise,8714100733813,['France'],[],[],?,18,75 kj(18 kcal),"0,5","0,1","4,3","4,2","0,5","0,02","0,008",['Lipton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,Purée citrouille et carotte - Knorr,8714100742853,['France'],[],[],?,37,155 kj(37 kcal),"1,5","0,9","4,7","2,1","0,6","0,7","0,28",['Knorr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,Légumes verts Bio - Knorr - 1L,8714100743362,"['Belgique', 'France']","['Eau', 'légumes 40,4 % ', 'pomme de terre 8,0 %', 'haricot vert 5,3 %', 'courgette 4,0 %', 'brocoli 4,0 %', 'CÉLERI-RAVE 4,0%', 'oignon 3,5%', 'pois 3,2 %', 'poireau 3,0 %', 'épinard 2,7 %', 'branches de CÉLERI 2,7 %', 'CRÉME 2,7 %', 'amidon de maïs', 'sel', 'sucre de canne', 'basilic', 'extrait de levure', 'arôme']",['Non végétalien'],?,35,146 kj(35 kcal),"1,1","0,7","4,6","1,4","1,1","0,68","0,272",['Knorr'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes']","['Bio', 'Biogarantie']","['Céleri', 'Lait']",1.1 g,en faible quantité,0.7 g,en faible quantité,1.4 g,en faible quantité,0.68 g,en quantité modérée,,-15%,-15%,-36%,+25%,+0%,-28%,+18%,+4%,+4%,2,+41%,B,+41%,A,1 L,"['Brique', 'Carton']",,,,,4,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,['Delhaize'],,
1518,Muffin Éclats de Noisettes & Pépites de Chocolat - Alsa - 280g e,8714100744727,['France'],"['Sucre', 'farine de blé', 'amidon de pomme de terre', 'pépites de chocolat: 14 % ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant: lécithine de soja', 'éclats de noisettes: 8,9 %', ' poudre à lever: E575 de Carbonates de sodium', 'gomme de cellulose', 'sel', 'arôme', 'atioxydant: extrait de romarin']",[],?,423,1770 kj(423 kcal),25,13,45,25,"5,6","0,58","0,232",['Alsa'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aides culinaires', 'Gâteaux', 'Préparations pour desserts', 'Aides à la pâtisserie', 'Préparations pour gâteaux']",['Sans colorants'],"['Gluten', 'Soja']",,,,,,,,,,+14%,+14%,+143%,+202%,-24%,-17%,-7%,-7%,-7%,,,,,,280 g e,"['Carton', 'Sachet', 'Papier']",,,,"['E322i - Lécithine', 'E575 - Glucono-delta-lactone', 'E466 - Carboxyméthylcellulose', 'E392 - Extrait de romarin']",4,,,,,,,,,,['Cora'],,
1519,Velouté  de 9 légumes - Knorr,8714100766569,['France'],[],[],?,48,201 kj(48 kcal),"1,9","0,2","6,7","2,1","0,7","0,66","0,264",['Knorr'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",,,1.9 g,en faible quantité,0.2 g,en faible quantité,2.1 g,en faible quantité,0.66 g,en quantité modérée,,+23%,+23%,+23%,-67%,+41%,+14%,-18%,+2%,+2%,2,+49%,B,+49%,B,,,,,,,,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,
1520,Lipton Thé Noir Caramel Vanille 12 Capsules - 33g,8714100775868,['France'],"['Thé noir', 'arôme ', '15%', 'caramel ', '2%', 'gousse de vanille broyée ', '2%', 'amidon de maïs', ' Peut contenir : lait']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,4,17 kj(4 kcal),"0,5","0,5","0,5",0,0,0,0,['Lipton'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés noirs', 'Boissons sans alcool', 'Boissons sans sucre ajouté']",['Point Vert'],,,,,,,,,,,+100%,+70%,+2327%,+10817%,+155%,-100%,-100%,-100%,-100%,1,-16%,B,-16%,A,33 g,['12 capsules'],,,,,4,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,Thé noir aromatisé Caramel Vanille,,,,
1521,Rookworst Smoked Sausage,8714100777701,['France'],[],[],?,296,1238 kj(296 kcal),27,11,"0,5",0,14,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,Cup a soup poulet,8714100780107,['France'],[],[],?,26,109 kj(26 kcal),"0,5","0,2","4,7","0,8","0,7","0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,Knorr Goutte de Bouillon Assaisonnement Liquide Saveur Thaï 150 ml,8714100781517,['France'],"['eau', ""extrait d'ANCHOIS : 22%"", 'sel', 'citronnelle : 8,8%', 'feuilles de combava : 7,7% ', 'sucre', 'jus de légumes concentrés ', 'carotte¹', 'oignon', 'poireau¹', 'épices et aromates ', 'gingembre : 3%', 'ail', 'thym¹', 'poivre', 'feuilles de laurier', 'graines de fenouil', 'extrait de levure', 'maltodextrine', 'jus de citron¹', 'POISSON', 'légumes¹ ', 'panais', 'oignon', 'arômes', 'amidon modifié de maïs', 'épaississant : gomme xanthane', 'acidifiant : acide citrique', 'sirop de sucre caramélisé', 'extrait de vin blanc', 'graisse de palme', 'huile de tournesol', ' Peut contenir : crustacés', 'mollusques', "" Ingrédients issus de l'agriculture durable : 4,1%""]","['Huile de palme', 'Non végétalien', 'Non végétarien']",468,111,468 kj(111 kcal),"0,6","0,1",19,"9,3","7,5","23,8","9,52",['Knorr'],"['Epicerie', 'Bouillons', 'Assaisonnement Liquide']","['Agriculture durable', 'Point Vert', 'Sans colorants']","['Céleri', 'Poisson', 'Anhydride sulfureux et sulfites']",0.6 g,en faible quantité,0.1 g,en faible quantité,9.3 g,en quantité modérée,23.8 g,en quantité élevée,-25%,-17%,-20%,-87%,-95%,+12%,+94%,+62%,+12%,+12%,12,+61%,D,+61%,,150 ml,,,,,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E330 - Acide citrique']",4,,,,,,,,Bouillon onctueux.,,,['Huile de palme'],
1524,Knorr Goutte de Bouillon Assaisonnement Liquide Saveur Marocain - 150ml,8714100781524,['France'],"['eau', 'sel comestible', '9% curry ', 'curcuma', 'coriandre', 'fenouil', 'ail', 'gingembre', 'cumin', 'poivre', 'fenugrec', 'piment', 'anis', 'carvi', 'cannelle', 'cardamome', 'mangue', 'laurier', 'tomate', 'oignon', 'sucre', 'concentrés de jus de légumes ', 'carottes', 'oignon', 'poireaux', 'extrait de levure', 'maltodextrine', 'jus de citron', 'arômes', 'panai', 'amidon de maïs modifié', 'épaississant ', 'gomme xanthane', 'acidifiants ', 'acide citrique', 'huiles végétales ', 'palme', 'tournesol', ' Pasteurisé']",['Huile de palme'],?,108,452 kj(108 kcal),"1,9","0,5",18,14,"4,6","25,1","10,04",['Knorr'],"['Epicerie', 'Bouillons', 'Assaisonnement Liquide']","['Point Vert', 'Sans colorants']",,1.9 g,en faible quantité,0.5 g,en faible quantité,14 g,en quantité élevée,25.1 g,en quantité élevée,,-19%,-22%,-57%,-75%,+6%,+192%,-0%,+18%,+18%,12,+61%,D,+61%,,150 ml,['Bouteille'],,,,"['E415 - Gomme xanthane', 'E330 - Acide citrique']",4,,,,,,,,Bouillon concentré,,['Magasins U'],['Huile de palme'],
1525,Knorr Soupe Légumes Variés 62g 2 portions - 62g,8714100784297,['France'],"['Légumes : 50% ', 'pomme de terre¹ : 14%', 'potiron¹ : 14%', 'maïs doux¹', 'pois', 'panais¹ : 3,7%', 'tomate¹ : 1,6%', 'poireau¹ : 1,6%', 'oignon¹', 'CÉLERI-RAVE¹', 'LAIT écrémé', 'farine de BLÉ', 'jus de carotte concentré¹', 'sel', 'sucre', 'amidons ', 'pomme de terre', 'maïs', 'BEURRE concentré', 'épices et aromates ', 'ail¹', 'paprika¹ : 0,3%', 'curcuma¹', 'gingembre', 'ciboulette¹', 'noix de muscade : 0,2%', 'poivre', 'champignon de Paris¹', 'jus de citron¹', ' Peut contenir : moutarde', 'œuf', "" ¹Ingrédients issus de l'agriculture durable : 54%""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Végétarien']",?,43,180 kj(43 kcal),"0,7","0,3",7,3,"1,5","0,73","0,292",['Knorr'],"['Plats préparés', 'Soupes']","['Végétarien', 'Agriculture durable', 'Union Végétarienne Européenne', 'Point Vert']","['Céleri', 'Gluten', 'Lait']",0.7 g,en faible quantité,0.3 g,en faible quantité,3 g,en faible quantité,0.73 g,en quantité modérée,,-25%,-24%,-64%,-50%,+22%,+73%,-32%,-16%,-16%,2,+22%,B,+22%,,62 g,,,,,,3,,,,,,,,Soupe déshydratée.,,,,
1526,Carte D'or Collection Buche Glacée Collection Tarte au Citron Meringuée 9 parts 900ml - 565g,8714100786727,['France'],"['LAIT écrémé réhydraté', 'sucre', 'eau', 'jus de citron à base de jus concentré ', '11%', 'beurre de cacao', 'sirop de glucose-fructose', 'huiles végétales ', 'coco', 'palme', 'colza', 'LAIT en poudre entier', 'farine de BLÉ', 'BEURRE concentré', 'sirop de fructose', 'LAIT en poudre écrémé', 'LACTOSE et protéines de LAIT', 'oligofructose', 'AVOINE complète', 'stabilisants ', 'farine de graines de caroube', 'pectines', 'gomme guar', 'carraghénanes', 'émulsifiants ', ""mono - et diglycérides d'acides gras"", ""phosphatides d'ammonium"", ""esters citriques des mono - et diglycérides d'acides gras"", 'polyricinoléate de polyglycérol', 'LAIT en poudre écrémé ou concentré', 'sirop de sucre caramélisé', 'concentré de carotte', 'amidon de BLÉ', 'arômes', 'sel', ""blanc d'OEUF"", 'poudre à lever ', 'carbonate acide de sodium', ""correcteur d'acidité "", 'acide citrique', 'colorant ', 'caroténoïdes', ' Peut contenir : fruits à coque', 'soja']","['Huile de palme', 'Non végétalien']",708,169,708 kj(169 kcal),"8,3","5,8",22,20,"1,5","0,08","0,032","[""Carte d'Or"", 'Unilever']","['Desserts', 'Surgelés', 'Aliments et boissons de Noël', 'Desserts glacés', 'Bûches de Noël']","['Lait Français', 'Point Vert']","['Œufs', 'Gluten', 'Lait', 'Avoine']",8.3 g,en quantité modérée,5.8 g,en quantité élevée,20 g,en quantité élevée,0.08 g,en faible quantité,-24%,-25%,-25%,-17%,-9%,-27%,-21%,-42%,-43%,-43%,11,-13%,D,-13%,C,565 g,"['surgelé', 'Carton', 'boîte', 'Plastique']",['France'],['France'],"['EMB 52448', 'Saint-Dizier (Haute-Marne, France)']","['E410 - Gomme de caroube', 'E440 - Pectines', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E442 - Phosphatides d'ammonium"", ""E472c - Ester citrique des mono et diglycérides d'acides gras alimentaires"", ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E500ii - Carbonate acide de sodium', 'E330 - Acide citrique', 'E160 - Caroténoïdes']",4,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,"Bûche glacée : glace au fruit au citron, glace parfum biscuit, sauce au citron (4%), biscuit (3%), enrobage au chocolat blanc (15%) et morceaux de meringue (3%).",,['Carrefour Market'],['Huile de palme'],
1527,Knorr Mon Asian Plat Déshydraté Nouille au Poulet façon Soto Ayam 65g - 65g,8714100789148,['France'],"['Préparation pour nouilles –nouilles : 97% ', 'farine de BLÉ', 'tapioca ', 'fécule de manioc', 'huile de palme', 'sel', 'poudres à lever : carbonates de sodium et carbonates de potassium', 'stabilisant : gomme cellulosique', 'légumes ', 'carotte', 'maïs', 'protéines de BLÉ', ' Peut contenir : céleri', 'crustacés', 'lait', 'mollusques', 'œuf', 'poisson', 'sésame', 'soja', ""Sachet d'assaissonnement –sel"", 'sucre', 'matière grasse laitière ', 'glucose', 'huile de palme totalement hydrogénée', 'caséinate de sodium ', 'LAIT', 'farine de riz', 'épices et aromates ', 'échalote', 'citronnelle : 2,2%', 'curcuma', 'ail', 'gingembre', 'exhausteurs de goût : glutamate de sodium', 'E 635', 'inosinate et guanylate de sodium', 'pâte de CREVETTE ', 'CREVETTE', 'sel', 'curry : 4,3% ', 'curcuma', 'coriandre', 'cumin', 'clou de girofle', 'feuilles de laurier', 'fenugrec', 'piment', 'anis étoilé', 'cannelle', 'légumes ', 'poireau', 'oignon', 'sauce SOJA ', 'graines de SOJA', 'sel', ""extrait de malt d'ORGE"", 'BLÉ', 'extrait de levure', 'huile de palme', 'graisse de palme', 'arômes ', 'dont BLÉ', 'ŒUF et SOJA', 'colorants : caramel ordinaire et extrait de paprika', 'acidifiant : acide citrique', 'lactose ', 'LAIT', 'extrait de levure', ' Peut contenir : céleri', 'mollusques', 'œuf', 'poisson', 'sésame', "" Sachet d'huile aromatisée –huile de palme"", 'arômes', ' Peut contenir : céleri', 'crustacés', 'gluten', 'lait', 'mollusques', 'œuf', 'poisson', 'sésame', 'soja']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,80,335 kj(80 kcal),"3,8","1,7",12,"0,6","1,9","1,1","0,44",['Knorr'],['Mon Asian'],['Point Vert'],"['Crustacés', 'Œufs', 'Gluten', 'Lait', 'Soja']",3.8 g,en quantité modérée,1.7 g,en quantité modérée,0.6 g,en faible quantité,1.1 g,en quantité modérée,,,,,,,,,,,4,,C,,,65 g,,,,,"['E500 - Carbonates de sodium', 'E466 - Carboxyméthylcellulose', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E635 - 5'-ribonucléotide disodique"", 'E150a - Caramel E150a', 'E160c - Extrait de paprika', 'E330 - Acide citrique']",4,,,,,,,,Préparation déshydratée pour nouilles instantanées.,,,['Huile de palme'],
1528,Maille Cornichons aux Tomates Séchées Sachet Apéritif 100g - 100g,8714100791264,['France'],"['Cornichons ', 'dont SULFITES', ""vinaigre d'alcool"", 'sucre', 'condiment balsamique blanc ', 'vinaigre de vin blanc', 'moût de raisin concentré rectifié', 'moût de raisin', 'tomate séchée 2,5%', 'sel', 'arômes naturels ', 'dont LAIT']","['Sans huile de palme', 'Non végétalien']",145,34,145 kj(34 kcal),"0,5","0,1","6,4","5,8","0,9",2,"0,8",['Maille'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",['Point Vert'],"['Lait', 'Anhydride sulfureux et sulfites']",0.5 g,en faible quantité,0.1 g,en faible quantité,5.8 g,en quantité modérée,2 g,en quantité élevée,+73%,+26%,+36%,+69%,+46%,+86%,+122%,-11%,+16%,+16%,4,+84%,C,+84%,,100 g,,,,,,4,,,,,,,,Cornichons Extra-fins pasteurisés Aigres-Doux,,,,
1529,Maille Apéritif Cornichons Piment de Cayenne 100g - 100g,8714100791301,"['Belgique', 'France']","['Cornichons ', 'dont SULFITES', 'piment de Cayenne 13%', ""vinaigre d'alcool"", 'condiment balsamique blanc 6% ', 'vinaigre de vin blanc', 'moût de raisin concentré rectifié', 'moût de raisin', 'sucre', 'sel', 'extrait de piment', 'arôme naturel']",['Sans huile de palme'],166,40,166 kj(40 kcal),"0,5","0,1","6,8","6,2","1,1","1,9","0,76",['Maille'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons aigres-doux']",['Point Vert'],['Anhydride sulfureux et sulfites'],0.5 g,en faible quantité,0.1 g,en faible quantité,6.2 g,en quantité modérée,1.9 g,en quantité élevée,+33%,+14%,+22%,+63%,+101%,+32%,+38%,+18%,+37%,+37%,4,+313%,C,+313%,,100 g,"['Sachet', 'Plastique']",,,,,4,,,,,,,,Cornichons Extra-fins pasteurisés Aigres-Doux,,"['Leclerc', 'Magasins U', 'Delhaize']",,
1530,Potage de potiron - Knorr,8714100799130,"['France', 'Suisse']",[],[],?,44,184 kj(44 kcal),"0,6","0,1","7,4","3,2","1,3","0,73","0,292",['Knorr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sachet'],,,,,,,,,,,,,,,,,
1531,Green pepper sauce - Tabasco,8714100810491,['France'],"[""vinaigre d'alcool"", 'piment Jalapefio ', '30%', 'eau', 'sel', 'épaississants ', 'El 422', 'E415', 'antioxydant ', 'acide ascorbique']",[],?,11,46 kj(11 kcal),0,0,"1,8",0,"0,6","7,4","2,96",['Tabasco'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E415 - Gomme xanthane', 'E300 - Acide ascorbique']",4,,,,,,,,,,,,
1532,Ice Tea pocket - Lipton,8714100815656,"['Belgique', 'France']","['Eau', 'sucre', 'fructose', 'extrait de thé ', '0', '12%', 'acidifiants ', 'acide citrique', 'acide malique', ""jus de mangue à partir d'un concentré "", '0', '1%', 'jus de fruit de la passion à partir de concentré ', '0', '1%', ""correcteur d'acidité "", 'citrate trisodique', ' arôme', 'antioxygène ', 'acide ascorbique', 'édulcorant ', ' glycosides de stéviol ']",[],?,19,79 kj(19 kcal),"< 0,5","< 0,5","4,5","4,4","< 0,5","0,04","0,016",['Lipton'],"['Boissons', 'Boissons édulcorées', 'Boissons au thé', 'Thés glacés']",,,0.5 g,en faible quantité,0.5 g,en faible quantité,4.4 g,en quantité modérée,0.04 g,en faible quantité,,-5%,-7%,+395%,+1941%,-4%,-2%,+331%,+58%,+58%,6,-10%,D,-10%,C,,,,,,"['E330 - Acide citrique', 'E296 - Acide malique', 'E331iii - Citrate trisodique', 'E300 - Acide ascorbique', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",4,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,,,,,
1533,Caldo Líquid De Pollastre Knorr,8714100815717,['France'],[],[],?,23,96 kj(23 kcal),"0,5","0,1",0,0,2,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,Salat kronung - Knorr - 8g,8714100823576,"['France', 'Allemagne', 'Suisse']",[],[],?,432,1807 kj(432 kcal),46,"6,9","3,7","2,1","0,5","1,9","0,76","['Knorr', 'Unilever']",,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,8g,['Kunststoff'],,,,,,,,,,,,,,,,,
1535,Pure Leaf Thé Vert Bio Grenade Hibiscus 15 Sachets - 32g,8714100841839,['France'],"[""Thé vert d'Indonésie¹ "", '65,7%', 'hibiscus¹ ', '27,3%', 'écorces de grenade¹ ', '4,5%', 'arôme naturel', ""¹Ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",17,4,17 kj(4 kcal),0,0,"0,5","0,5","0,5",0,0,"['Pure Leaf', 'Unilever']",['Thé Vert Bio'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'en:MA-BIO-154']",,0 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,,,,,,,,,,,0,,B,,,32 g,,,,,,4,,,,,,,,Thé vert aromatisé hibiscus grenade.,,['Magasins U'],,
1536,Just smile amande - Flora,8714100850763,['France'],"['eau', ' sucre', ' AMANDES 2%', ' carbonate calcium', ' sel', ' arôme naturel', ' émulsifiant: lécithine tournesol', ' stabilisant : gomme gellane', ' vitamines riboflavine ', 'B2', ' B12', ' D2', ' Sans produits laitiers']",[],?,22,92 kj(22 kcal),"1,2","0,1","2,4","2,4","0,3","0,13","0,052",['Flora'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de fruits à coque', ""Laits d'amande"", 'Boissons avec sucre ajouté']","['Sans lait', 'Sans ajout de produit laitiers']",['Fruits à coque'],1.2 g,en faible quantité,0.1 g,en faible quantité,2.4 g,en faible quantité,0.13 g,en faible quantité,,-42%,-42%,-44%,-60%,-35%,-13%,-65%,+48%,+48%,0,-100%,B,-100%,E,,,,,,"['E502 - Carbonates', 'E322i - Lécithine', 'E418 - Gomme gellane']",4,82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,,,['Magasins U'],,
1537,Margarina eco - Flora,8714100854747,"['France', 'Espagne']",[],[],?,621,2598 kj(621 kcal),70,16,0,0,0,"0,5","0,2",['Flora'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines', 'Margarines salées']",,,70 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,0.5 g,en quantité modérée,,+20%,+20%,+20%,+1%,-100%,-100%,,-45%,-45%,12,,D,,C,,,,,,,,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,,,,,
1538,sauce champignon - Knorr,8714100876299,['France'],[],[],?,394,1648 kj(394 kcal),17,11,49,12,12,"7,5",3,['Knorr'],"['Epicerie', 'Sauces', 'Sauces aux champignons']",,,17 g,en quantité modérée,11 g,en quantité élevée,12 g,en quantité modérée,7.5 g,en quantité élevée,,+261%,+271%,+109%,+208%,+718%,+582%,+570%,+440%,+440%,26,+221%,E,+221%,B,,,,,,,,48.9%,25.3%,10.1%,8.4%,4.3%,3.0%,88,,,,,
1539,Knorr bio végétale,8714100881767,['France'],[],[],?,7,29 kj(7 kcal),"0,5","0,2",1,"0,6","0,5","0,83","0,332",['Knorr'],,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,The vert matcha yuzu - Lipton,8714100894170,['France'],[],[],?,15,63 kj(15 kcal),"0,5","0,1","3,7","3,5","0,5","0,03","0,012","['Lipton', 'Unilever']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,Cookies maizena,8714100915011,['France'],[],[],?,406,1699 kj(406 kcal),22,13,48,28,4,"0,73","0,292",['Maizena'],,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,Glace au soja vanille enrobée au cacao maigre - Swedish Glace,8714100961841,['France'],"['Eau', 'sucre', 'huiles végétales ', 'coco,colza', 'sirop de glucose', 'sirop de glucose-fructose', 'dextrose', 'poudre de SOJA ', '1,5%', 'poudre de cacao maigre', 'émulsifiants ', ""mono - et diglycérides d'acides gras"", 'lécithine de tournesol ou lécithine de colza', 'arômes', 'stabilisants ', 'farine de graines de caroube', 'gomme guar', 'carraghénanes', 'sel', 'gousses de vanille épuisées broyées', 'colorant', 'caroténoïdes', ',']","[""Pourrait contenir de l'huile de palme"", 'Végétalien', 'Végétarien']",?,285,1192 kj(285 kcal),18,14,30,24,1,"0,17","0,068",['Swedish Glace'],,"['Végétarien', 'Végétalien']",['Soja'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine', 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes']",4,,,,,,,,,,,,
