,name,bar_code,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,brand,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,additives,allergens,labels,packaging,manufacturing,nova_score,markets,link,palm_ingredients,ingredients_origins,generic_name,traceability_code,brand_owner
1050,Home Brand Instant Noodles Beef - homebrand,9300633100520,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",['France'],"['bodies ', '90%', ""'"", ' Wheat Flour', 'Vegetable Oil ', 'Palm', 'Salt', '500', ""OehydratedVegetables Sachet'"", ' Corn', 'Carrot', 'Peas', ' Sachet: Vlavour ', 'Colour ', '150d', 'Flavour Enhancers ', '620', '627 ', '631', 'contains Gluten', 'Egg and Milk', 'Sugar', 'Onion Powder', 'Hydrolysed Vegetable Protein ', 'Colour contains Soy', 'Yeast Extracte Soy Sauce Powder Palm 011', 'Flavour Enhancer ', '635', 'Mtl?Caking Agent ', '551', 'Chives', 'Natural coatain naturally occurring or forms of glutamates']",['Huile de palme'],,,,,,,,,?,,351,+17%,1469 kj(351 kcal),+17%,"3,8",-67%,"1,8",-66%,"10,4",-74%,"1,5",-38%,"1,9",-70%,0,-100%,0,-100%,,,,,,['Homebrand'],,,,,,,,,"[""E150d - Caramel au sulfite d'ammonium"", 'E620 - Acide glutamique', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', ""E635 - 5'-ribonucléotide disodique"", 'E551 - Dioxyde de silicium', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait', 'Soja']",['Contient du gluten'],,,4,,,,,,,
1051,Sea salt crackers,9300633119089,,['France'],[],[],,,,,,,,,?,,490,,2050 kj(490 kcal),,"19,8",,"1,7",,"66,8",,"3,1",,"8,7",,"0,545",,"0,218",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,Joly sun,9300633179403,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,1,,1,,1,,1,,1,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Macro - Fruit & Nut Mix,9300633362782,,['France'],"['Nuts ', '54%', ' ', 'Almonds', 'Cashews', 'Hazelnuts', 'Brazil Nuts', 'Fruits ', '45%', ' ', 'Sultanas ', 'Vegetab!e Oil', 'Raisins ', 'Vegetable Oil', 'Apricots', 'Pears', 'Apples']","[""Pourrait contenir de l'huile de palme""]",,,,,,,,,?,,449,,1879 kj(449 kcal),,"25,4",,"3,5",,"39,5",,"28,8",,"12,1",,"0,12",,"0,048",,,,,,,['Fruit & Nut Mix'],,,,,,,,,,['Fruits à coque'],,,,,,,,,,,
1054,Summer fruit muesli - 750g,9300633364274,,"['Australie', 'France']",[],[],,,,,,,,,?,,368,,1540 kj(368 kcal),,"10,1",,"2,4",,55,,"11,3",,"12,1",,"0,029",,"0,012",,,,,,,,,,,,,,,750 g,,,['Fabriqué en Australie'],,,,['Woolworths'],,,,,,
1055,Liquorice twists strawberry flavoured - Woolworths,9300633373757,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']","['Australie', 'France']","['Wheat Flour', 'Sugar', 'Glucose Syrup', 'Glycerol Palm Oil', 'Natural Strawberry Flavour', 'Malic Acid', 'Citric Acid', 'Salt', 'Natural Colour ', 'Anthocyanins', 'Liquorice Extract']",[],1.5 g,en faible quantité,1 g,en faible quantité,36 g,en quantité élevée,0.1 g,en faible quantité,?,,327,-8%,1368 kj(327 kcal),-9%,"1,5",-19%,1,-6%,74,-11%,36,-38%,"3,1",+46%,"0,1",-17%,"0,04",-17%,11,-24%,D,-24%,E,"['Woolworths', 'Woolworths Select']",90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,"['E296 - Acide malique', 'E330 - Acide citrique', 'E163 - Anthocyanes']",['Gluten'],['Fabriqué en Australie'],,,4,['Woolworths'],,,,,,
1056,Australian Lite Milk - Woolworths - 1l,9300633386696,"['Produits laitiers', 'Laits']","['Australie', 'France']",[],[],1.3 g,en faible quantité,0.9 g,en faible quantité,4.3 g,en faible quantité,0.107 g,en faible quantité,189,-28%,45,-32%,189 kj(45 kcal),-31%,"1,3",-37%,"0,9",-24%,0,-100%,"4,3",-21%,"3,4",-4%,"0,108",-13%,"0,043",-13%,-2,-448%,A,-448%,C,['Woolworths'],78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,1l,,['Lait'],,['Box'],,,['Woolworths'],https://www.woolworths.com.au/shop/productdetails/748596/woolworths-uht-lite-milk,,['Australie'],,,
1057,Extra virgin olive oil - Woolworths,9300633391560,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive d'Espagne"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]","['Australie', 'France']",['Extra virgin olive oil'],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,D,['Woolworths'],88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,['Woolworths'],,,,,,
1058,Crunchy Peanut Butter - Woolworths Homebrand - 375g,9300633416706,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']",['France'],"['Cacahuètes grillées Peanuts ', '89 %', 'sucre', ""huile d'arachide"", 'émulsifiant ', 'E471', ' ', 'contient soja', 'sel']","[""Pourrait contenir de l'huile de palme""]",47.5 g,en quantité élevée,11.1 g,en quantité élevée,10.8 g,en quantité modérée,0.47 g,en quantité modérée,?,,598,-0%,2502 kj(598 kcal),+0%,"47,5",-1%,"11,1",+34%,"17,3",+20%,"10,8",+70%,"23,4",-5%,"0,47",-12%,"0,188",-12%,16,+45%,D,+45%,C,"['Woolworths Homebrand', 'Woolworths']",74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,375 g,"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Arachides', 'Soja']",,"['Verre', 'Bocal']",,4,,,,,,,
1059,Brown medium grain rice,9300633468972,,"['Australie', 'France']",[],[],,,,,,,,,?,,368,,1540 kj(368 kcal),,"2,4",,"0,4",,"76,5",,"0,7",,"7,2",,"0,005",,"0,002",,,,,,,,,,,,,,,,,,,,,,['Woolworths'],,,,,,
1060,Fruit drink orange & mango,9300633541897,,['France'],[],[],,,,,,,,,?,,41,,172 kj(41 kcal),,0,,0,,"9,9",,"9,5",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,Simply nut mix,9300633567972,,['France'],[],[],,,,,,,,,?,,629,,2632 kj(629 kcal),,"56,2",,"8,7",,8,,"5,9",,"20,8",,"0,001",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,Tuna seeded mustard,9300633714406,,['France'],[],[],,,,,,,,,?,,114,,477 kj(114 kcal),,"4,2",,1,,"4,4",,"2,1",,"14,5",,"0,271",,"0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,penne - Macro,9300633903244,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Penne', 'Penne rigate']","['Australie', 'France']",[],[],1.2 g,en faible quantité,0.2 g,en faible quantité,3 g,en faible quantité,0.12 g,en faible quantité,?,,359,+2%,1502 kj(359 kcal),+1%,"1,2",-29%,"0,2",-46%,"72,6",+4%,3,+3%,"11,4",-5%,"0,12",+926%,"0,048",+926%,-1,,A,,,['Macro'],,,,,,,,,,,,,,,['Woolworths'],,,,,,
1064,Organic Coconut Cream - Woolworths,9300633984403,,"['Australie', 'France']",[],[],,,,,,,,,?,,200,,837 kj(200 kcal),,"21,2",,"18,5",,"1,9",,"1,4",,"1,1",,20,,8,,,,,,,['Woolworths'],,,,,,,,,,,,"['steel-tin', 'steel-lid']",,,['Woolworths'],,,,,,
1065,Select Marmalade English Breakfast - Woolworths - 500g,9300633999773,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades', ""Marmelades d'oranges""]","['Australie', 'France']","['Sugar', 'Orange ', '45%', 'Food Acids ', 'Citric Acid', 'Sodium Citrate', 'Gelling Agent ', 'Pectin', 'Natural ', 'Citrus Fruits', ' Flavour']",[],1 g,en faible quantité,1 g,en faible quantité,62.2 g,en quantité élevée,0.0225 g,en faible quantité,?,,274,+14%,1146 kj(274 kcal),+13%,< 1,+488%,< 1,+2253%,"65,4",+10%,"62,2",+10%,"0,5",+46%,"0,022",-8%,"0,009",-8%,12,-1%,D,-1%,B,['Woolworths'],35.9%,18.8%,27.1%,12.6%,4.4%,1.2%,89,500 g,"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E440 - Pectines']",,"['en:Health Star Rating', 'en:Health Star Rating 2']",,['Belgium'],4,,,,,,,
1066,Peanut butter,9300650008861,,"['Australie', 'France']",[],[],,,,,,,,,?,,583,,2439 kj(583 kcal),,"11,8",,"2,3",,"2,3",,"1,2",,"5,6",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Sans sucre ajouté']",,,,['Woolworths'],,,,,,
1067,Super crunchy peanut butter - Vegemite,9300650024779,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']","['Australie', 'France']","['Daihj are based on an average adult det of 8700kJ', ' higher Iower depending on your energy needs MADE I IN A COOL', ' DRY PLACE', ' 20030700']",[],11.3 g,en quantité modérée,10.3 g,en quantité élevée,8.4 g,en quantité modérée,0.57 g,en quantité modérée,?,,616,+3%,2577 kj(616 kcal),+3%,"11,3",-77%,"10,3",+24%,"13,6",-6%,"8,4",+32%,"23,7",-4%,"0,57",+7%,"0,228",+7%,20,+82%,E,+82%,C,['Vegemite'],74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,['Fabriqué en Australie'],,,,['Woolworths'],,,,,,
1068,Vegemite - Veggemite,9300650025158,,['France'],"['YEAST EXTRACT ', 'FROM YEAST ON BARLEY AND WHEAO', 'SALT', 'MINERAL SALT ', '508', 'MALT EXTRACT ', 'FROM BARIE', 'COLOUR ', '1 50', 'LAVOURS', 'NIACIN', 'THIAMINE', 'RIBOFLAVIN', 'FOLATE', 'STATEMENT: CONTAINS SUITABLE FOR VEGETARIANS STORE IN A COOL', 'DRY PLACE']",[],,,,,,,,,?,,174,,728 kj(174 kcal),,1,,1,,"11,1",,"2,4",,"25,9",,"3,3",,"1,32",,,,,,,['Veggemite'],,,,,,,,,,,['Fabriqué en Australie'],,,,,,,,,,
1069,Vegemite -,9300650659018,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Pâtes à tartiner à base de levures']","['Australie', 'France']",[],[],1 g,en faible quantité,1 g,en faible quantité,2.4 g,en faible quantité,3.3 g,en quantité élevée,?,,173,-28%,724 kj(173 kcal),-28%,1,-67%,1,-28%,"11,1",-35%,"2,4",+19%,"25,9",-4%,"3,3",-42%,"1,32",-42%,12,-3%,D,-3%,,,,,,,,,,,,,,,,,['Woolworths'],,,,,,
1070,Peanut Butter - Kraft - 780g e,9300650662414,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes', 'Pâtés végétaux']","['Australie', 'France']","['Arachides grillées ', '85%', 'huile végétale ', 'contient des antioxydants ', 'E320', 'sucre', 'sel']",[],51.5 g,en quantité élevée,10.3 g,en quantité élevée,8.5 g,en quantité modérée,0 g,en faible quantité,?,,619,+3%,2590 kj(619 kcal),+4%,"51,5",+7%,"10,3",+24%,"13,2",-8%,"8,5",+34%,"23,8",-3%,0,-100%,0,-100%,8,-27%,C,-27%,C,['Kraft'],74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,780 g e,['E320 - Butylhydroxyanisol'],['Arachides'],,"['Verre', 'Bocal']",,3,"['Woolworths', 'Coles']",,,,,,
1071,Smooth Peanut Butter 500G - Kraft,9300650664012,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']","['Australie', 'France']",[],[],51.5 g,en quantité élevée,10.3 g,en quantité élevée,8.5 g,en quantité modérée,,,?,,619,+3%,2590 kj(619 kcal),+4%,"51,5",+7%,"10,3",+24%,"13,2",-8%,"8,5",+34%,"23,8",-3%,,,,,,,,,C,['Kraft'],74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,,,,,['Woolworths'],,,,,,
1072,Weet-Bix,9300652010015,,['France'],[],[],,,,,,,,,?,,355,,1485 kj(355 kcal),,"1,3",,"0,3",,67,,"3,3",,"12,4",,"0,27",,"0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Up and go - Sanitarium,9300652011395,,"['Australie', 'France']",[],[],,,,,,,,,?,,79,,331 kj(79 kcal),,"1,5",,"0,2",,12,,"7,6",,"3,3",,"6,7",,"2,68",,,,,,,['Sanitarium'],,,,,,,,,,,,,,,['Woolworths'],,,,,,
1074,Sanitarium Up &go Energize Choc 350ML,9300652013436,"['Produits laitiers', 'Laits']",['France'],"['eau filtrée', 'poudre de lait écrémé', 'protéines de soja', 'sucre de canne', 'concentré de protéine de lait', 'maltodextrine de blé', 'huiles végétales ', 'tournesol', 'canota', 'fructose', 'amidon de maïs', 'cacao ', '0,5%', ""régulateur d'acidité "", '332', 'saveur', 'inuline', 'gommes végétales ', '460', '466', '407', 'minérale ', 'calcium', 'stabilisateur ', '452', 'sel', 'vitamines ', 'C', 'niacine', 'A', 'B12', 'B6', 'B2', 'BI', 'de folate', ' Contient du lait', 'du soja et du blé']",['Non végétalien'],1.5 g,en faible quantité,0.2 g,en faible quantité,7.9 g,en quantité modérée,0.01 g,en faible quantité,?,,82,+24%,343 kj(82 kcal),+25%,"1,5",-27%,"0,2",-83%,"9,9",+64%,"7,9",+45%,"6,7",+89%,"0,01",-92%,"0,004",-92%,-2,-448%,A,-448%,D,['Sanitarium'],78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,"['Gluten', 'Lait', 'Soja']",['Fabriqué en Australie'],,,4,,,,,,,
1075,Sanitarium So Good Bliss Soy Milk Chocolate Long Life,9300652013931,,['France'],"['Filtered water', 'soy protein ', '3', '5%', 'cane sugar', 'corn maltodextrin', 'fructose', 'vegetable oils ', 'sunflower', 'canola', 'cocoa powder ', '0', '5%', 'acidity regulators ', '332', '450', 'minerals ', 'calcium', 'phosphorus', 'magnesium', 'flavour', 'antioxidant ', 'ascorbic acid', 'vitamins ', 'B12', 'A', 'B2', 'BI', ' Contains soy', ' NâREVlENTS: Eau filtrée', 'protéine de soja ', '3', '5%', 'sucre de canne', 'maltodextrine de maïs', 'fructose', 'huiles végétales ', 'tournesol', 'colza', 'cacao ', '0', '5%', ""régulateurs d'acidité "", 'E332', '450', 'minéraux ', 'calcium', 'phosphore', 'magnésium', 'arôme', 'antioxydant ', 'acide ascorbique', 'vitamines ', 'B12', 'A', 'B2', 'BI', ' Contient du soja', ' Not suitable as a complete milk food for children under 2 Years due to Iow fat content', ' All ingredients are of non-animal origin']",[],,,,,,,,,?,,63,,264 kj(63 kcal),,"1,5",,"0,2",,"8,8",,"5,8",,"3,3",,"0,4",,"0,16",,,,,,,['Sanitarium'],,,,,,,,,"['E300 - Acide ascorbique', 'E332 - Citrates de potassium']",['Soja'],['Contient du soja'],,,4,,,,,,,
1076,Peanut Butter Smooth - Sanitarium,9300652125726,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes', 'Beurres de cacahuètes crémeux']","['Australie', 'France']","['Cacahuètes fraîchement grillées ', '100 %']",[],49.4 g,en quantité élevée,4.8 g,en quantité modérée,5.6 g,en quantité modérée,5 g,en quantité élevée,?,,612,+2%,2561 kj(612 kcal),+2%,"49,4",+3%,"4,8",-42%,"9,4",-35%,"5,6",-12%,"30,2",+23%,5,+838%,2,+838%,7,-36%,C,-36%,C,['Sanitarium'],74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,['Arachides'],,,,,['Woolworths'],,,,Beurre de cacahuètes crémeux,,
1077,So Good Coconut - Sanitarium,9300652805598,,['France'],[],[],,,,,,,,,?,,23,,96 kj(23 kcal),,"2,1",,"1,9",,"0,3",,"0,3",,"0,2",,"0,02",,"0,008",,,,,,,['Sanitarium'],,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,
1078,Weet-bix go minis banana & honey flavour split - Sanitarium,9300652808100,,['France'],[],[],,,,,,,,,?,,450,,1883 kj(450 kcal),,"16,2",,"1,6",,"63,5",,"21,3",,"7,6",,"0,28",,"0,112",,,,,,,['Sanitarium'],,,,,,,,,,,,,,,,,,,,,
1079,Lait d'amande a la datte et caramel - Sanitarium,9300652808193,,['France'],"['Eau filtrée', 'amandes ', '2,5%', 'dattes ', '2,5%', 'sucre', 'crème de coco minérale ', 'calcium', 'arôme naturel', 'sel', 'gomme végétale ', 'gomme gellane', 'concentré de jus de citron']",[],,,,,,,,,?,,36,,151 kj(36 kcal),,"1,5",,"0,3",,"4,8",,"4,3",,"0,6",,"0,022",,"0,009",,,,,,,['Sanitarium'],,,,,,,,,['E418 - Gomme gellane'],['Fruits à coque'],,,,4,,,,,,,
1080,Heinz BKD Beans W / BBQ SC 220GM - 220g,9300657017118,,['France'],"['HEINZ Haricots blanos Sauce jambon : ', '5444', ' ', 'Eau', 'TorTdtes Ardon de ', '1422', 'SII Huik de ', 'protégée oec des antoodarts de', ' Acdes alimentaires acétqœ: Acide ctrvœ', 'rxbarts Eïtfllt de Ermkffar:ts Ilicthlre de bhnc:s ', '46%', ' Australe Pads : Zog', ' A péfétence nant k', '\' 21tA""19']",[],,,,,,,,,?,,94,,393 kj(94 kcal),,"0,9",,"0,1",,"6,1",,0,,"4,5",,"0,44",,"0,176",,,,,,,['Heinz'],,,,,,,,220 g,,,,,,,,,,,,,
1081,Heinz Little Kids Mini Corn Cakes Tomato,9300657156565,,['France'],"[' Ground Corn ', '86%', 'Sunflower Oil', 'Tomato Seasoning ', '4', '9%', ' ', 'Contains Milk', 'Wheat', 'Garlic', 'Brown Rice', 'Traces of Sesame & Soy']",[],,,,,,,,,?,,175,,732 kj(175 kcal),,"7,9",,"1,1",,"78,5",,"2,2",,6,,"0,7",,"0,28",,,,,,,['Heinz'],,,,,,,,,,['Gluten'],"['Contient du lait', ""À l'huile de tournesol""]",,,,,,,,,,
1082,Cottee's Ice Magic Chocolate 220G,9300657173418,,['France'],"['vegetable oils [protected with antioxidant ', '319', 'sugar', 'cocoa powder ', '9%', 'skim milk powder', 'emulsifier ', '471', 'flavours', 'traces of wheat', 'oats', 'soy', 'sesame', 'tree nuts & peanuts', ' made in australia', 'packed for h', 'j', ' heinz co', ' aust', ' ltd', ' 2southbank blvd', 'southbank', 'victoria 3006', 'australia', 'consumer information: toll free1800 037 058 ', 'aust', ' 0653 050 ', 'nz', "" cottee's and the flag devicé af ade marks of cadbury enterprises pte"", ' lt dare used under licence by h', 't', ' heinz co', ' aust', "" ltu stributed in new zealand byiz wattie's ltd"", '® registered trademark ©copyrightj', ' heinz co', ' aust', ' ltd best before: microwave safe recy 04 jan 18 09:58']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",,,,,,,,,?,,631,,2640 kj(631 kcal),,"50,4",,"27,7",,40,,"38,1",,"4,1",,,,,,,,,,,,,,,,,,,,"['E319 - Butylhydroquinone tertiaire', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,['Fabriqué en Australie'],,,4,,,,,,,
1083,With real coconut - Yoplait,9300658407710,,['France'],[],[],,,,,,,,,?,,395,,1653 kj(395 kcal),,"2,6",,"1,8",,"12,9",,"12,4",,"4,7",,"0,5",,"0,2",,,,,,,['Yoplait'],,,,,,,,,,,"['Fabriqué en Australie', 'Halal']",,,,,,,,,,
1084,Spring Vegetable Cup-a-soup 4 Serves - Continental - 60g,9300667004412,,['France'],"['Maltodextrin', 'corn starch', 'vegetables ', '11%', ' [onion ', 'pieces', 'powder', 'peas', 'capsicum', 'carrot]', 'salt', 'flavour enhancers ', '621', '635', 'hydrolysed corn protein', 'flavours ', 'contain milk', 'sugar', 'vegetable oil ', 'sunflower', 'soybean', 'parsley', 'colours ', 'carotene', 'turmeric', 'caramel']","[""Pourrait contenir de l'huile de palme""]",,,,,,,,,?,,93,,389 kj(93 kcal),,"0,1",,"0,1",,"5,1",,"0,5",,"0,2",,"0,29",,"0,116",,,,,,,['Continental'],,,,,,,,60 g,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E635 - 5'-ribonucléotide disodique"", 'E160a - Carotènes mélangés', 'E150 - Caramel']",['Soja'],,,,4,,,,,,,
1085,Continental Cup a Soup Hearty Italian Minestrone 2PK 75G,9300667015029,,['France'],[],[],,,,,,,,,?,,53,,222 kj(53 kcal),,"0,3",,"0,1",,"11,1",,"3,2",,"1,1",,"0,265",,"0,106",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,Lift Plus Energy Drink Zero Bottle,9300675028301,,['France'],[],[],,,,,,,,,?,,2,,8 kj(2 kcal),,?,,0,,?,,0,,0,,"0,15",,"0,06",,,,,,,['Lift Plus Energy Drink'],,,,,,,,,,,,,,,,,,,,,
1087,Apple & Peach organic juice - most,9300675052306,"['Boissons', 'Boissons sans sucre ajouté']",['France'],"['APPLE JUICE FROM PEACH PUREE ', '9', '9%', 'NATURAL FLAVOUR', 'ANTIOXIDANT ', 'ASCORBICACID', ' MADE IN NEW ZEALAND', ' @2015 PACIFIC PTE LTD', ' PREPARED AND PACKED BY COCA', 'COIA LIMITED', 'THE OASIS', 'MTWELLINGTON', 'AUCKLAND', 'ISATRADE MARK OF PACIFIC PTE LTD', ' BioGro CERTIFICATION LTD', ' STORE IN WELL USE', ' BEST BEFORE DATE OF BOTTLE', ' INFORMATION CALE NZ ', '0800', ' 505123 ORAU 1800 025123', ' www', 'mostbeverages', 'co', 'nz']",[],1 g,en faible quantité,0 g,en faible quantité,10.8 g,en quantité élevée,0 g,en faible quantité,?,,1,-98%,4 kj(1 kcal),-98%,1,+199%,0,-100%,"11,6",+34%,"10,8",+59%,"0,5",+0%,0,-100%,0,-100%,9,+63%,D,+63%,,['Most'],,,,,,,,,,,['Bio'],,,,,,,,,,
1088,Fruity drink apple,9300675081825,,['France'],[],[],,,,,,,,,?,,26,,109 kj(26 kcal),,1,,0,,"6,1",,"5,5",,1,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,
1089,M&m's eggs,9300682038188,,['France'],[],[],,,,,,,,,?,,535,,2238 kj(535 kcal),,29,,"17,9",,"60,9",,"58,2",,"6,3",,"0,089",,"0,036",,,,,,,"[""M&M's""]",,,,,,,,,,,,,,,,,,,,,
1090,M&m's crispy speckled eggs,9300682041423,,['France'],[],[],,,,,,,,,?,,478,,2000 kj(478 kcal),,"18,9",,"11,6",,"71,1",,"58,7",,"4,4",,"0,16",,"0,064",,,,,,,"[""M&M's""]",,,,,,,,,,,,,,,,,,,,,
1091,Maltesers,9300682047524,,"['Australie', 'France']",[],[],,,,,,,,,?,,21,,88 kj(21 kcal),,"22,7",,14,,"67,1",,"55,3",,"6,3",,"0,1",,"0,04",,,,,,,['Maltesers'],,,,,,,,,,,['Fabriqué en Australie'],,,,['Woolworths'],,,,,,
1092,M &M Milk Block 160G / 13 - M&Ms,9300682049283,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']","['Australie', 'France']","['SUGAR', 'MILK coc0A BUTTER', 'COCOA MASS', 'VEGETAB? FAT', 'EMULSIFIERS ', 'SOY LECITHIN', '476', 'STARCH ', 'SOURCES INCLUDE WHEAT', 'GLUCOSE syRUP ', 'SOURCES INCLUDE VEGETABLE GUM ', '414', 'COLOURS ', '171', '110', '129', '133', 'THICKENER ', 'DEXTRIN', 'GLAZING AGENT ', '903', 'FLAVOURS', ' MILK CHOCOLATE CONTAINS A MINIMUM OF cocoA SOLIDS AND 24% MILK SOLIDS', ' MAY BE PRESENT: PEANUTS', 'TREENUTS,']",[],30.6 g,en quantité élevée,18.4 g,en quantité élevée,57.1 g,en quantité élevée,0.077 g,en faible quantité,?,,538,-3%,2251 kj(538 kcal),-2%,"30,6",-16%,"18,4",-13%,"58,7",+27%,"57,1",+39%,"5,9",-19%,"0,077",-45%,"0,031",-45%,26,+11%,E,+11%,,['M&Ms'],,,,,,,,,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", ""E414 - Gomme d'acacia"", 'E171 - Oxyde de titane', 'E110 - Jaune orangé S', 'E129 - Rouge allura AC', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E1400 - Dextrines', 'E903 - Cire de carnauba']","['Gluten', 'Lait', 'Arachides', 'Soja']",,,,4,['Woolworths'],,,,,,
1093,M &M Almond Block 155G / 13 - Mars,9300682049320,,['France'],"['CHOCOLATE', ' MINIS IRGREOIENTS: SOLIDS', ' cocoti coCOA ROASIEO ALMOUDSi STARCH ', 'SOURCES GLUCOSE ', 'SOURCES WHEAT', 'i ', '903', ' FLAVOURS', ' CHOCOLATE A 09 25+1 COCOX sculDS SOLIOS', ' BE PRESEUT: ?EAwrs,']",[],,,,,,,,,?,,547,,2289 kj(547 kcal),,"32,9",,"17,6",,"54,2",,"52,8",,0,,"7,2",,"2,88",,,,,,,['Mars'],,,,,,,,,,['Gluten'],,,,,,,,,,,
