,name,bar_code,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,brand,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,additives,allergens,labels,packaging,manufacturing,nova_score,markets,link,palm_ingredients,ingredients_origins,generic_name,traceability_code,brand_owner
1779,Pain épeautre biologique - U,9591670013090,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', ""Pain à l'épeautre""]",['France'],"['Farines* ', 'épeautre* 39% ', 'gluten', 'blé*', 'eau', 'levain* ', 'eau', 'farines de blé* et de malt de blé*', 'vinaigre*', 'sel', 'amidon de blé*', 'sel de Guérande', 'levure', 'amélio - rant* ', 'gluten de blé*', 'farine de rmlt de blé*', 'antioxydant : E300', ' Pastille azyme* : amidon de maïs*', 'fécule de pomme de terre*', 'poudre de cacao* ', 'sucre*', 'colorant : caramel*', 'émulsifiant : lécithine de tournesol', ' Traces éventuelles de fruits à coque', 'sésame', 'lait et œuf', ' *Ingrédients issus de liagriculture biolo - gique', ' Les informations en gras sont destinées aux Personnes allergiques et/ou intolé - rantes']",[],1.5 g,en faible quantité,0.2 g,en faible quantité,1.2 g,en faible quantité,1.2 g,en quantité modérée,?,,247,-8%,1033 kj(247 kcal),-8%,"1,5",-35%,"0,2",-46%,47,-4%,"1,2",-43%,"8,9",-8%,"1,2",-2%,"0,48",-2%,-2,-166%,A,-166%,,['U'],,,,,,,,,"['E300 - Acide ascorbique', 'E150 - Caramel', 'E322i - Lécithine']",['Gluten'],['Bio'],,,4,,,,,,,
1780,Caviar d'Aubergine,9599990001179,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', ""Caviars d'aubergine""]",['France'],[],[],1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,?,,1,-99%,4 kj(1 kcal),-99%,1,-94%,1,-52%,1,-81%,1,-67%,1,-36%,1,-12%,"0,4",-12%,4,-39%,C,-39%,,,,,,,,,,,,,,,,,,,,,,,
1781,Cornichons,95925165,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,2.3 g,en quantité élevée,?,,13,-52%,54 kj(13 kcal),-50%,"0,5",+69%,"0,1",+46%,"0,9",-74%,"0,5",-81%,1,-1%,"2,3",+34%,"0,92",+34%,5,+130%,C,+130%,,,,,,,,,,,,,,,,,,,,,,,
1782,Broas da avó,9601318180111,,['France'],[],[],,,,,,,,,?,,314,,1314 kj(314 kcal),,"1,9",,1,,70,,43,,"3,1",,"0,62",,"0,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,Lemon dental mints - Peppersmith - 15g,96031957,,['France'],[],[],,,,,,,,,?,,240,,1004 kj(240 kcal),,"1,4",,"1,3",,94,,0,,0,,0,,0,,,,,,,['Peppersmith'],,,,,,,,15 g,,,['en:gluten-free'],,,,,,,,,,
1784,High Lights - Cadbury - 11g e,96033203,"['Boissons', 'Boissons instantanées']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,"['Cadbury', 'Mondelez']",,,,,,,,11 g e,,,,"['Sachet', 'Plastique']",,,,,,,,,
1785,Peppersmith Eucalyptus Mints - Peperminths,96044322,,['France'],"['INGREDlENTSïXtLlTOL* ', 'SWEETENER', 'GUM ARABIC ', 'THICKENER', 'CALCIUM STEARATEt ', 'ANTI CAKING AGENT', 'PEPPERMINT 011', 'MENTHOL', 'EUCALYPTUS OIL', 'CARNAUBA WAX ', 'GLAZING AGENT', ' *FROM TREES & PLANTS', ' tFROM VEGETABLE SOURCES', ' SUITABLE FOR VEGANS', ' GLUTEN FREE']","['Végétalien', 'Végétarien']",,,,,,,,,?,,240,,1004 kj(240 kcal),,"1,4",,"1,3",,93,,"0,001",,"0,001",,0,,0,,,,,,,['Peperminths'],,,,,,,,,"[""E414 - Gomme d'acacia"", 'E903 - Cire de carnauba']",['Gluten'],"['Végétarien', 'Sans gluten', 'Végétalien']",,,4,,,,,,,
1786,Tuna chunks - Princes,96068885,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', 'Miettes de thon']","['France', 'Royaume-Uni']",[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,0.8 g,en quantité modérée,?,,418,+113%,1749 kj(418 kcal),+114%,"0,5",-96%,"0,1",-94%,0,-100%,0,-100%,"23,5",+32%,"0,8",-24%,"0,32",-24%,3,+32%,C,+32%,D,['Princes'],86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,,,,,,,,,,,,,
1787,96081303,96081303,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,Fisherman's Friend Sugar Free Spearmint,96083864,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,Newmans Own Fiery Bourbon BBQ Sauce,96092422,"['Epicerie', 'Sauces', 'Sauces barbecue']",['France'],"['Sucre', 'Vinaigre de Cidre ', '5%', ""Purée d'Oignon"", '•Bourbon ', '35%', 'Purée dAil', 'Huile de Colza', 'Sauce Worcester ', '25%', ' ', 'Eau', 'Sucre', 'Vinaigre Blanc', 'Mélasse', ""Purée d'Oignon"", 'Sel', 'Concentré de Tamarin', 'Clous de Girofle', 'Parée de Gingembre', 'Eau', 'Mélasse', 'Jus de Citron Concentré Arôme fumé', 'Piment de Cayenne', 'Farine de Houtade', 'Poivre Noir', 'Epaississant ', 'Gomme lanthane', ' Allergènes: voir les ingrédients en gras dans la liste']",[],3.9 g,en quantité modérée,0.3 g,en faible quantité,14.1 g,en quantité élevée,1 g,en quantité modérée,?,,118,-24%,494 kj(118 kcal),-25%,"3,9",+308%,"0,3",+121%,"17,6",-43%,"14,1",-46%,"1,9",+112%,1,-50%,"0,4",-50%,5,-66%,C,-66%,B,['Newmans'],42.3%,24.8%,16.7%,9.7%,5.1%,1.3%,92,,,,,,,4,,,,,,,
1790,Creamy Burger - Newmans’ Own,96092446,,['France'],"['Huile de Colza', 'Eau', 'Lait de baratte ', '10 %', 'Vinaigre de Vin Blanc', ""Jaune d'œuf"", 'Concentré de Jus de Citron', 'Farine de Maïs', 'Sel', 'Ail', 'Poivre Noir', 'Épaississant ', 'Gomme Xanthane', 'Poivre de Cayenne', 'Ciboulette', 'Extrait de Paprika ', 'Huile de colza', 'paprika']",['Non végétalien'],,,,,,,,,?,,472,,1975 kj(472 kcal),,"47,3",,"3,9",,"9,7",,"7,6",,"0,8",,"1,5",,"0,6",,,,,,,['Newmans’ Own'],,,,,,,,,"['E415 - Gomme xanthane', 'E160c - Extrait de paprika']",['Œufs'],,,,4,,,,,,,
1791,Sweet Freedom Hot Chocolate Liquid Chocolate Orange Spice - Choc Shot,96112465,,['France'],"['Sweet Freedorn@', ' ', 'natural fruit extracts', ' apples', 'grapes & carob', 'water', 'cocoa', 'rapeseed oil', 'natural flavours ', 'chocolate', 'orange & cardamom']",[],,,,,,,,,?,,271,,1134 kj(271 kcal),,4,,2,,56,,50,,3,,0,,0,,,,,,,['Choc Shot'],,,,,,,,,,,,,,,,,,,,,
1792,Fisherman's Friend Miel-Citron - 25g,96118580,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Pastilles']",['France'],"['Édulcorants : sorbitols', 'sucralose', 'acésulfame K', ' Arômes : miel-citron', 'menthol', ' Antiagglomérant : stéarate de magnésium', ' Acidifiant : acide citrique']",[],1.3 g,en faible quantité,1.28 g,en faible quantité,0.1 g,en faible quantité,0.001 g,en faible quantité,1031,,?,,1031 kj(246 kcal),-24%,"1,3",+513%,"1,28",+596%,"95,31",+13%,"0,1",-100%,"0,004",-98%,"0,001",-98%,0,-98%,3,-68%,C,-68%,E,"[""Fisherman's Friend""]",90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,25 g,"['E420 - Sorbitol', 'E955 - Sucralose', 'E950 - Acésulfame K', 'E572 - Stéarate de magnésium', 'E330 - Acide citrique']",,"['Peu ou pas de sucre', 'Sans sucre']","['Sachet', 'Plastique']",,4,['Carrefour'],,,,,,
1793,Orangina,96120668,,['France'],[],[],,,,,,,,,?,,20,,84 kj(20 kcal),,0,,0,,"4,5",,"4,3",,0,,"0,07",,"0,028",,,,,,,['Orangina'],,,,,,,,,,,,,,,,,,,,,
1794,Calendrier de l'Avent avec 24 Chocolats au Lait - Disney,96121283,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Aliments et boissons de Noël', 'Chocolats', 'Chocolats au lait', 'Chocolats de Noël', ""Calendriers de l'avent"", ""Calendriers de l'avent en chocolat"", 'Produits sous license']",['France'],"['Sucre', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'lactosérum en poudre ', 'lait', 'matières grasses végétales ', 'palme', 'karité', 'sal', 'noyaux de mangue', 'illipé', 'kokum gurgi dans des proportions variables', 'émulsifiants ', 'lécithine de soja', 'polyricinoléate de polyglycérol', 'arôme de vanille']","['Huile de palme', 'Non végétalien']",28.6 g,en quantité élevée,17.1 g,en quantité élevée,59.7 g,en quantité élevée,0.28 g,en faible quantité,?,,525,-2%,2197 kj(525 kcal),-2%,"28,6",-4%,"17,1",-7%,"60,6",+3%,"59,7",+8%,"5,4",-15%,"0,28",+37%,"0,112",+37%,27,+2%,E,+2%,E,['Disney'],84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]","['Lait', 'Soja']",['Sans fruits à coque'],"['Carton', 'Plastique']",,4,,,,,Calendrier de l'Avent avec 24 Chocolats au Lait,,
1795,Vanilla flavour shake,96132531,,['France'],[],[],,,,,,,,,?,,223,,933 kj(223 kcal),,"0,7",,0,,34,,"24,8",,20,,"0,63",,"0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Shake - Diet NOW,96132753,,['France'],"['Protein vegetablc proteins ', 'soy', ' sk fructose', ' vegetable oils pre soybean oil and refined p syrup', ' milk protein', ' stabili triphosphate', ' anticaking age flavour', ' cocoa powder ', '5,6 oligofructose ', 'chicory root ext gluten', ' acidity regulators: p sodium citrate', 'magnesium mineral mix ', 'vitamin A acetË tocopherol acetate', 'ascor hydrochloride', 'riboflavin', 'niË pantothenate', 'pyridoxine hy folic acid', 'cynocobalamin', 'fe zinc oxide', 'potassium iodid potassium citrate', 'mangan gluconate', ' ernuls thickeners: carrag stabilizer: magm per 100g anticaking: silicon']",[],,,,,,,,,?,,400,,1674 kj(400 kcal),,"10,7",,"3,3",,"37,1",,"30,8",,"35,2",,1,,"0,4",,,,,,,['Diet NOW'],,,,,,,,,,['Soja'],['Fabriqué en France'],,,,,,,,,,
1797,96132777,96132777,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,Caffe Latte flavour shake,96132791,,['France'],[],[],,,,,,,,,?,,218,,912 kj(218 kcal),,"3,2",,"0,64",,"25,4",,"24,1",,21,,"1,17",,"0,468",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,Booja-booja Hazelnut Crunch Chocolates 2pack,96133606,,['France'],"['Chocolate ', 'cocoa solids 55%', 'cane sugar', 'vanilla', 'coconut oil', 'hazelnuts 18%', 'cocoa powder']",[],,,,,,,,,?,,637,,2665 kj(637 kcal),,55,,33,,29,,26,,"5,9",,"0,01",,"0,004",,,,,,,['Booja Booja'],,,,,,,,,,['Fruits à coque'],,,,,,,,,,,
1800,Booja-booja Hazelnut Crunch Chocolates 2pack,96133606,,['France'],"['Chocolate ', 'cocoa solids 55%', 'cane sugar', 'vanilla', 'coconut oil', 'hazelnuts 18%', 'cocoa powder']",[],,,,,,,,,?,,637,,2665 kj(637 kcal),,55,,33,,29,,26,,"5,9",,"0,01",,"0,004",,,,,,,['Booja Booja'],,,,,,,,,,['Fruits à coque'],,,,,,,,,,,
1801,Apple & Summer Berries - cawston press - 200ml,96133972,['Boisson à base de jus de pomme'],['France'],[],[],0.1 g,en faible quantité,0 g,en faible quantité,5.8 g,en quantité modérée,0 g,en faible quantité,?,,25,,105 kj(25 kcal),,"0,1",,0,,"5,8",,"5,8",,"0,3",,0,,0,,1,,B,,,['cawston press'],,,,,,,,200 ml,,,['Sans sucre ajouté'],"['Brique', 'Carton']",,,,,,,jus de fruits,,
1802,Backyard BBQ CLASSIC BBQ,96137192,,['France'],[],[],,,,,,,,,?,,266,,1113 kj(266 kcal),,"0,3",,"0,1",,64,,"54,3",,1,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Tomato Ketchup,96141328,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup', 'Ketchup de tomate']",['France'],[],[],0.4 g,en faible quantité,0.2 g,en faible quantité,5.7 g,en quantité modérée,0.32 g,en quantité modérée,?,,66,-39%,276 kj(66 kcal),-39%,"0,4",+133%,"0,2",+226%,"12,1",-44%,"5,7",-70%,2,+52%,"0,32",-81%,"0,128",-81%,1,-91%,B,-91%,B,,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,,,,,,,,,,,,
1804,Organic Egg Free Mayo With Green Chili - Plamil,96142868,"['Epicerie', 'Sauces', 'Mayonnaises']",['France'],[],"['Végétalien', 'Végétarien']",51.5 g,en quantité élevée,6.5 g,en quantité élevée,4 g,en faible quantité,1.4 g,en quantité modérée,?,,506,-17%,2117 kj(506 kcal),-17%,"51,5",-22%,"6,5",+5%,"9,8",+264%,4,+174%,"0,9",-27%,"1,4",+5%,"0,56",+5%,18,+1%,D,+1%,C,['Plamil'],80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'GB-ORG-05', 'Sans lait', 'Sans fruits à coque']","['Squeezer', 'Plastique']",,,,,,,,,
1805,The Collective Russian Fudge Yoghurt,96146439,,['France'],"['MILK ', '82%', 'SUGAR', 'GLUCOSE SYRUP', 'HONEY', ""SWEETENED' CONDENSED SKIMMED MILK"", 'BUTTER ', 'MILK', 'CORNFLOUR', 'SALT', 'NATURAL FLAVOURINGS ACIDITY REGULATOR ', 'LACTIC ACID', 'GELLINd AGENT ', 'FRUIT PECTIN', 'NATURAL COLOUR {PLAIN CARAMEL', ' CONTAINS CULTURES: S', ' thermophilus', 'L', ' acidophilus', 'Bifidobacterium', 'L', ' casei']",['Non végétalien'],,,,,,,,,?,,137,,573 kj(137 kcal),,"6,2",,"4,2",,"15,5",,"14,6",,5,,"0,29",,"0,116",,,,,,,['The Collective'],,,,,,,,,"['E270 - Acide lactique', 'E440 - Pectines', 'E150a - Caramel E150a']",['Lait'],,,,4,,,,,,,
1806,Sweet freedom - Fruit Syrup,96174395,,['France'],"['F:btiqsé au JUN 2019', '1']","['Végétalien', 'Végétarien']",,,,,,,,,?,,290,,1213 kj(290 kcal),,0,,0,,73,,66,,0,,0,,0,,,,,,,['Fruit Syrup'],,,,,,,,,,,"['Végétarien', 'Végétalien', 'Sans additifs', 'Sans conservateurs']",,,,,,,,,,
1807,Maïs soufflé Caramiel & Noix - Hop o pop - 80g,9632587532141,,['France'],[],[],,,,,,,,,?,,580,,2427 kj(580 kcal),,35,,16,,61,,48,,"3,6",,"0,74",,"0,296",,,,,,,['Hop o pop'],,,,,,,,80 g,,,['Bio'],,,,,,,,,,
1808,Crackers épeautre et quinoa,96564684,,['France'],[],[],,,,,,,,,?,,427,,1787 kj(427 kcal),,15,,"2,3",,53,,"2,4",,15,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
1809,Confiture Fraise Bio - Dorcer - 360g,9688180778271,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",['France'],['Sucre de canne* - fraises* - acidifiant: acide citrique - gélifiant: pectine de fruits'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0.1 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0 g,en faible quantité,1021,+11%,?,,1021 kj(244 kcal),+12%,"0,1",-59%,~ 0,-100%,59,+11%,59,+16%,"0,4",-10%,~ 0,-100%,0,-100%,12,+37%,D,+37%,D,['Dorcer'],75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,360 g,"['E330 - Acide citrique', 'E440 - Pectines']",,"['Bio', 'Point Vert', 'Triman']","['Bocal', 'Verre', 'métal']",,4,,,,,,,
1810,Activia poires,9697395744346,,['France'],[],[],,,,,,,,,?,,93,,389 kj(93 kcal),,"3,3",,"2,3",,"12,3",,"6,7",,"3,3",,"0,12",,"0,048",,,,,,,['Activia'],,,,,,,,,,,,,,,,,,,,,
1811,Farine de blé T65 - Casino,96963333,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé', 'Farines de froment', 'Farines de blé type T65']",['France'],[],[],1.1 g,en faible quantité,0.2 g,en faible quantité,1.5 g,en faible quantité,,,?,,345,+0%,1443 kj(345 kcal),+0%,"1,1",-7%,"0,2",+1%,71,+1%,"1,5",-14%,12,+7%,,,,,,,,,B,['Casino'],77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,,"['Bio', 'Bio européen', 'DE-ÖKO-005', 'Agriculture UE']",,,,['Casino'],,,,,,
1812,Pastille violette,9700204930141,,['France'],[],[],,,,,,,,,?,,389,,1628 kj(389 kcal),,"0,1",,"0,1",,"95,6",,"57,7",,"0,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Concentré de tomates,9717553027118,,['France'],[],[],,,,,,,,,?,,123,,515 kj(123 kcal),,"0,5",,"0,12",,"23,8",,"17,7",,"4,7",,"0,29",,"0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Muesli croustillant choco - Crownfield,97284956,,['France'],[],[],,,,,,,,,?,,446,,1866 kj(446 kcal),,"16,2",,"6,1",,"61,6",,23,,"8,8",,"0,31",,"0,124",,,,,,,['Crownfield'],,,,,,,,,,,"['Bio', 'Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,
1815,LA POM' - Classcroute - 90g e,9760548340457,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Pommes', 'Fruits frais', 'Pommes fraîches']",['France'],"['Pommes', 'antioxygène : acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.3 g,en faible quantité,,,,,0.00508 g,en faible quantité,?,,54,+23%,226 kj(54 kcal),+23%,"0,3",+4%,,,"12,6",+29%,,,"0,3",-20%,"0,005",-91%,"0,002",-91%,,,,,B,['Classcroute'],61.7%,0.0%,0.0%,19.0%,18.4%,0.9%,99,90 g e,['E300 - Acide ascorbique'],,,"['Achet', 'Plastique', 'Frais']",,1,,,,,Quartiers de pomme fraîche à croquer.,,
1816,Yaourt nature,9763550311149,,['France'],[],[],,,,,,,,,?,,47,,197 kj(47 kcal),,"0,5",,"0,5",,"6,7",,"6,7",,"4,7",,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Mogette de Vendée,9767925105340,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes et dérivés', 'Légumes secs', 'Haricots', 'Haricots blancs', 'Légumes français', 'en:White kidney beans', 'Mogette de Vendée']",['France'],[],[],1.2 g,en faible quantité,0.3 g,en faible quantité,2.3 g,en faible quantité,0.05 g,en faible quantité,?,,297,+94%,1243 kj(297 kcal),+93%,"1,2",+13%,"0,3",+37%,"41,3",+123%,"2,3",+92%,"21,2",+110%,"0,05",-90%,"0,02",-90%,-7,,A,,,,,,,,,,,,,,,,,,,,,,,,
1818,Le mini brownie -,9772752170485,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Brownies']",['France'],[],[],25 g,en quantité élevée,5.8 g,en quantité élevée,29 g,en quantité élevée,0.38 g,en quantité modérée,?,,28,-94%,117 kj(28 kcal),-94%,25,-2%,"5,8",-29%,51,+6%,29,-15%,"5,2",-12%,"0,38",-1%,"0,152",-1%,12,-38%,D,-38%,D,,84.5%,9.8%,2.3%,2.2%,1.2%,0.0%,37,,,,,,,,,,,,,,
1819,Filets de maquereaux - Saupiquet,9779587857475,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",['France'],[],[],17 g,en quantité modérée,3.1 g,en quantité modérée,0.3 g,en faible quantité,1.3 g,en quantité modérée,?,,201,-9%,841 kj(201 kcal),-9%,17,+4%,"3,1",-16%,"0,9",-17%,"0,3",-44%,11,-33%,"1,3",+17%,"0,52",+17%,5,-20%,C,-20%,D,['Saupiquet'],39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,,,,,,,,,,,,
1820,Exotic cash,9780201379655,['Non alimentaire'],['France'],[],[],100 g,en quantité élevée,49 g,en quantité élevée,0 g,en faible quantité,,,?,,880,+313%,3682 kj(880 kcal),+313%,100,+809%,49,+1316%,0,-100%,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,Blanche des îles - Les bulles du Mouchet - 75cL,9780545789646,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blanches']",['France'],"[""Malt d'orge"", 'houblon', 'levure de bière', 'sucre', 'et ingredients secrets : VANILLE DE MADAGASCAR et GIMGEMBRE']",[],,,,,,,,,735,+302%,?,,735 kj(176 kcal),+313%,0,-100%,0,-100%,13,+204%,"6,2",+343%,0,-100%,0,-100%,0,-100%,,,,,B,['Les bulles du Mouchet'],6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,75 cL,,['Gluten'],,['Bouteille'],['Bière brassée au château du Mouchet à CHAVANNES (26260) dans la Drôme'],3,,,,['France'],Bière blanche artisanale sur lie non filtrée non pasteurisée,,
