,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,manufacturing,traceability_code,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,additives,ingredients_origins,link,palm_ingredients,producer_info,origin_detail,brand_owner
1245,Galletas saladas surtidas bolsa 300 g - Gut & Günstig,4311501477571,,,300 g,,['Gut & Günstig'],,,,,"['France', 'Allemagne']",[],,[],,,,,,,,,,?,,444,,1858 kj(444 kcal),,16,,"7,5",,64,,"3,9",,"9,3",,"3,1",,"1,24",,,,,,,,,,,,,,,,,,,,
1246,750g,4334011158495,,,750 g,,,"['Chips et frites', 'Frites']",,,,"['France', 'Allemagne']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,
1247,Emmental râpé - Vallée d'Henri,4400087067365,D,,,,"[""Vallée d'Henri""]","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages râpés', 'Emmentals râpés']",,,,['France'],[],,[],,29 g,en quantité élevée,18 g,en quantité élevée,0.1 g,en faible quantité,1 g,en quantité modérée,?,,369,-1%,1544 kj(369 kcal),-1%,29,+0%,18,-9%,"0,1",-89%,"0,1",-75%,27,-1%,1,+32%,"0,4",+32%,13,+9%,D,+9%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,
1248,Franks de poulet 340g - Premium - 340g,4770513114711,,,340 g,,['Premium'],"['Viandes', 'Charcuteries', 'Saucisses']",,,,['France'],"['Viande de volaille séparée mécaniquement ', '74%', 'eau', 'peau de volaille', 'amidon de pomme de terre', 'sel', 'fibre de soja et psyllium', 'isolat de protéine de soja', 'conservateur E250', 'stabilisant E450', 'exhausteur de goût E621', 'épices', 'antioxydant E300', 'dextrose', 'arômes', ""extraits d'épices""]",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,19 g,en quantité modérée,6 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,?,,230,-10%,962 kj(230 kcal),-10%,19,-9%,6,-24%,3,+110%,"0,5",-34%,12,-21%,2,+2%,"0,8",+2%,15,-14%,D,-14%,,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']",,,,,,
1249,Sauce wasabi - S&B - 170g,4901002106553,,Sauce Wasabi,170 g,['Plastique'],['S&B'],"['Epicerie', 'Sauces']",,,['Carrefour Market'],"['France', 'Suisse']","['eau', 'huile de tournesol', 'sucre', 'amidon modifié', 'sel', 'dextrine', 'raifort ', '1,5%', 'arômes ', ""d'huile de moutarde"", 'wasabia japonica ', '0,3%', 'épaississant : E415 ', 'soja', 'émulsifiant : E473', 'acide : E330']",['Soja'],[],4,21.9 g,en quantité élevée,1.9 g,en quantité modérée,13.1 g,en quantité élevée,4.5 g,en quantité élevée,1155,+31%,?,,1155 kj(276 kcal),+17%,"21,9",+21%,"1,9",-12%,"19,3",+95%,"13,1",+103%,"0,5",-81%,"4,5",+86%,"1,8",+86%,16,+38%,D,+38%,,,,,,,,,"['E14XX - Amidons modifiés', 'E1400 - Dextrines', 'E415 - Gomme xanthane', 'E473 - Sucroester', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",['Japon'],,,,,
1250,Soy Sauce - Shoda - 150ml,4901885006544,A,,150 ml,['bouteille verre'],"['Shoda', '正田']","['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja']",['Japon'],,['Carrefour'],['France'],"['Eau', 'graines de soja dégraissées ', '16 %', 'blé', 'sel', 'alcool ', 'éthanol']","['Gluten', 'Soja']","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",3,0 g,en faible quantité,0 g,en faible quantité,1.2 g,en faible quantité,16.4 g,en quantité élevée,311,-33%,?,,311 kj(74 kcal),-32%,0,-100%,0,-100%,"7,1",-60%,"1,2",-90%,"10,9",+70%,"16,4",+37%,"6,56",+37%,5,-55%,C,-55%,21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,,['E1510 - Éthanol'],,,,,,
1251,Worcestershire Sauce - Lea & Perrins - 568ml,5000111018111,,,568 ml,['Bottle'],['Lea & Perrins'],"['Epicerie', 'Sauces', 'Sauces Worcestershire']",,,,"['France', 'Irlande', 'Suisse']",[],,[],,0.5 g,en faible quantité,0.4 g,en faible quantité,18.8 g,en quantité élevée,2.5 g,en quantité élevée,?,,96,-12%,402 kj(96 kcal),-11%,"0,5",+23%,"0,4",+145%,21,-1%,"18,8",-0%,"0,8",+4%,"2,5",-21%,1,-21%,15,+5%,D,+5%,,,,,,,,,,,,,,,
1252,Coca Cola bouteille,5000112609677,,,,,['Coca Cola'],"['Boissons', 'Boissons gazeuses', 'Sodas', 'Sodas au cola', 'en:Boissons', 'en:Boissons avec sucre ajouté']",,,,['France'],"['eau gazéifiée : sucre : colorari? El 50d ', ' acidifiant : acide phosphorique : naturels ', 'extaits végétaux', 'dont caféine', ' EMB : Coca-Cola European Partners France', '9 chemin de Bretagne', 'CS 80050', '92784 Issy-les-Moulineaux Cedex 9', "" Conditionné avec l'autorisation de The Coca-Cola Company"", ' @ 2016 The Coca-Cola Company']",,[],,0 g,en faible quantité,0 g,en faible quantité,10.6 g,en quantité élevée,0 g,en faible quantité,?,,42,+11%,176 kj(42 kcal),+10%,0,,0,,"10,6",+14%,"10,6",+16%,0,-100%,0,-100%,0,-100%,14,+120%,E,+120%,,,,,,,,,"['E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition']",,,,,,
1253,Ice Tea Peach - Lipton - 500ml e,5000118047817,C,,500 ml e,"['Bouteille', 'Plastique', 'pet-bottle']",['Lipton'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons au thé', 'Thés glacés', 'Thés glacés saveur pêche', 'Boissons avec sucre ajouté']",,,,"['France', 'Royaume-Uni']","['Eau', 'sucre', 'acidifiant ', 'acide citrique', 'extrait de thé noir ', '0', '14 %', 'jus de pêche à base de concentré ', '0,1 %', 'arômes', 'antioxydant ', 'acide ascorbique', ""régulateur d'acidité : trisodium de citrate"", 'édulcorants : glycosides de stéviol']",,[],4,0 g,en faible quantité,0 g,en faible quantité,4.4 g,en quantité modérée,0.002 g,en faible quantité,?,,19.2,-17%,"80,4 kj(19 kcal)",-17%,0,-100%,0,-100%,"4,8",-14%,"4,4",-18%,0,-100%,"0,002",-93%,"0,001",-93%,6,-22%,D,-22%,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,"['Point Vert', 'Sans conservateurs']","['E296 - Acide malique', 'E300 - Acide ascorbique', 'E331iii - Citrate trisodique']",,,,,,
1254,Marmite Squeezy 200G,5000118202490,,,200g,,['Marmite'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Pâtes à tartiner à base de levures']",,,,"['France', 'Royaume-Uni']","['yeast extract ', 'contains barley', 'gltt vegetable julce concentrate vitamins', 'thiamin riboflavin nxin', 'vitamin bi 2 and folic acid', ""natural havouring '"", 'contains 9045738 celery', 'mari 200g e']","['Céleri', 'Gluten']",[],,0.5 g,en faible quantité,0.5 g,en faible quantité,1 g,en faible quantité,9.8 g,en quantité élevée,?,,250,+5%,1046 kj(250 kcal),+4%,"0,5",-83%,"0,5",-64%,24,+41%,1,-50%,39,+44%,"9,8",+73%,"3,92",+73%,10,-19%,C,-19%,,,,,,,,,,,,,,,
1255,Snickers x12,5000159384230,,,,['Plastique'],['Snickers'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées aux fruits oléagineux']",,,,"['Belgique', 'France']","['sucre', 'sirop de glucose', 'cacahuètes', 'lait écrémé en poudre', 'beurre de cacao', 'pâte de cacao', 'huile de tournesol', 'lactose', 'matière grasse du lait', 'petit-lait en poudre', 'matière grasse de palme', 'sel', 'émulsifiant ', 'lécithine de soja', 'blanc d’œuf en poudre', 'protéine de lait', 'extrait naturel de vanille']","['Œufs', 'Lait', 'Arachides', 'Soja']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,22.5 g,en quantité élevée,7.9 g,en quantité élevée,51.8 g,en quantité élevée,0.63 g,en quantité modérée,?,,481,+4%,2013 kj(481 kcal),+3%,"22,5",+0%,"7,9",-3%,"60,5",+4%,"51,8",+6%,"8,6",+7%,"0,63",+20%,"0,252",+20%,25,+3%,E,+3%,,,,,,,,,['E322i - Lécithine'],,,['Huile de palme'],,,
1256,Twix Biscuit Twin Finger 4 Pack 200G - 50g,5000159384476,,,50g,,"['Twix', 'Mars Austria OG']","['Snacks', 'Snacks sucrés']",,,['Delhaize'],"['Belgique', 'France', 'Allemagne']","['Zucker Glukosesirup', 'Weizenmehl ', '17%6', ' Palmfett', 'Kakaobutter', 'Magermilchpulver', ' Kakaomasse', 'MichzuckeE Butterreinfett ', 'aus Milch', 'Sußmolkenpulver ', 'aus Milch', 'fettermer Kakao Salz', 'Emulgator ', 'Sojalecithin', 'Backtriebmittel ', 'E500', 'hatoricher Vanilleextrakt', ' ', 'Kann enthalten: Haselnuss', 'Mandel Gorste', 'Hafer']","['Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,24 g,en quantité élevée,13.9 g,en quantité élevée,48.8 g,en quantité élevée,0.44 g,en quantité modérée,?,,495,+10%,2071 kj(495 kcal),+10%,24,+18%,"13,9",+40%,"64,6",+12%,"48,8",+37%,"4,5",-25%,"0,44",+15%,"0,176",+15%,27,+42%,E,+42%,,,,,,,,,['E500 - Carbonates de sodium'],,,,,,
1257,M&M's crispy - 128g,5000159471961,E,,128g,,"[""M&M's""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Fruits à coques enrobés de chocolat', 'Cacahuètes au chocolat']",,,,"['France', 'Allemagne']","['Zucker', 'Kakaomasse', 'Reismehl ', '9', '5%', 'Magermilchpulver', 'Kakaobutter', 'Palmkernfett', 'Milchzucker', 'Palmfett', 'Stärke', 'Butterreinfett ', 'aus Milch', 'Glukosesirup', 'Gerstenmalzextrakt', 'Sheafett', 'Stabilisator ', 'Gummi arabicum', 'Salz', 'Emulgator ', 'Sojalecithin', 'Dextrin', 'Dextrose', 'Überzugsmittel ', 'Carnaubawachs', 'Farbstoffe ', 'E100', 'E120', 'E133', 'E160a', 'E160e', 'E170', 'Aromen', 'Palmkernöl ', 'Kann enthalten: Erdnuss', 'Haselnuss', 'Mandel']","['Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,21 g,en quantité élevée,14.4 g,en quantité élevée,57 g,en quantité élevée,0.32 g,en quantité modérée,?,,494,-3%,2067 kj(494 kcal),-3%,21,-17%,"14,4",+32%,69,+17%,57,+7%,"4,2",-52%,"0,32",+135%,"0,128",+135%,27,+7%,E,+7%,84.5%,11.4%,1.3%,2.4%,0.4%,0.0%,26,,"[""E414 - Gomme d'acacia"", 'E1400 - Dextrines', 'E903 - Cire de carnauba', 'E100 - Curcumine', 'E120 - Acide carminique', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E160a - Carotènes mélangés', ""E160e - Apocaroténal 8'"", 'E170 - Carbonates de calcium']",,,,,,
1258,Muesli goût noisettes raisins Biscuit aux céréales - Balisto - 148g,5000159474818,,,148 g,,['Balisto'],,,,,"['France', 'Suisse']",[],,[],,,,,,,,,,2126,,502,,2126 kj(502 kcal),,25,,"10,6",,"61,1",,"43,9",,"6,2",,"0,64",,"0,256",,,,,,,,,,,,,['Fabriqué en Allemagne'],,,,,,,
1259,Mars Minis - 275g e,5000159474931,,Mars Minis,275 g e,"['Sachet', 'Plastique']",['Mars'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées au caramel']",['Pays-Bas'],,['Delhaize'],"['Belgique', 'France', 'Suisse']","['Sucre', 'sirop de glucose', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'huile de tournesol', 'lait écrémé en poudre', 'lactose', '_petit-lait _en poudre', 'cacao maigre', 'matière grasse du lait', ""extrait de malt d'orge"", 'sel', 'émulsifiant ', 'lécithine de soja', ""blanc d'œuf en poudre"", 'matière grasse de palme', 'protéine de lait hydrolysée', 'extrait naturel de vanille']","['Œufs', 'Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,15.7 g,en quantité modérée,7.7 g,en quantité élevée,61.9 g,en quantité élevée,0.43 g,en quantité modérée,1863,-2%,443,-1%,1863 kj(443 kcal),-1%,"15,7",-11%,"7,7",-14%,"70,9",+8%,"61,9",+13%,"3,9",-13%,"0,43",+0%,"0,172",+0%,23,-2%,E,-2%,,,,,,,,['Point Vert'],['E322i - Lécithine'],,,['Huile de palme'],,,
1260,MINI CUBES - SNIKERS - 150g,5000159496810,,,150 g,,['SNIKERS'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées aux fruits oléagineux']",,,,"['France', 'Suisse']","['Sucre', 'sirop de glucose', 'cacahuètes', 'beurre de cacao', 'lait écrémé en poudre', 'pâte de cacao', 'lactose', 'huile de tournesol', 'matière grasse du lait', 'petit - lait en poudre', 'matière grasse de palme', 'sel', 'émulsifiant ', 'lécithine de soja', ""blanc d' oeuf en poudre"", 'protéine de lait', 'extrait naturel de vanille', ' ', 'peut contenir: noisette']","['Lait', 'Arachides', 'Soja']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,23 g,en quantité élevée,9.1 g,en quantité élevée,53 g,en quantité élevée,0.57 g,en quantité modérée,2036,+2%,486,+5%,2036 kj(486 kcal),+4%,23,+3%,"9,1",+12%,61,+5%,53,+9%,"8,1",+1%,"0,57",+9%,"0,228",+9%,27,+11%,E,+11%,,,,,,,,,['E322i - Lécithine'],,,['Huile de palme'],,,
1261,Twix Ice Cream - 43.1ml,5000159501576,B,,43.1ml,,['Twix'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Surgelés', 'Barres', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Barres glacées']",,,['Leclerc'],['France'],[],,[],,18.1 g,en quantité modérée,11.1 g,en quantité élevée,38 g,en quantité élevée,0.322 g,en quantité modérée,1510,+20%,?,,1510 kj(361 kcal),+21%,"18,1",+8%,"11,1",+9%,"46,8",+43%,38,+48%,"3,51",-9%,"0,322",+53%,"0,129",+53%,23,+26%,E,+26%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,
1262,Mr. freeze - 90x 20ml,5000177486909,,,90 x 20 ml,,['Mr. Freeze'],,,,,['France'],"['Eau de Source', 'Sucre', 'Concentrés de Fruits', 'de Plantes et de Légumes ', 'Pomme', 'Carotte', 'Hibiscus', 'Carthame', 'Cassis', 'Citron', 'Acidifiant ', 'Acide Citrique', 'Stabilisants ', 'Gomme de Cellulose', 'Glycérol', 'Arômes', 'Conservateur ', 'Sorbate de Potassium']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,49,,205 kj(49 kcal),,0,,0,,"11,6",,"11,5",,"0,1",,"0,05",,"0,02",,,,,,,,,,,,,['en:gluten-free'],"['E330 - Acide citrique', 'E466 - Carboxyméthylcellulose', 'E422 - Glycérol', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,
1263,Original Mushy Peas - Batchelors - 300g e,5000232901422,,Pois cassés,300 g e,"['Conserve', 'métal', 'aluminium-tin']",['Batchelors'],"['Conserves', 'Pois cassés']",['Royaume-Uni'],,,"['France', 'Suisse', 'Royaume-Uni']","['Pois préparés ', '95 %', 'eau', 'sucre', 'sel', 'colorants ', 'E102', 'E133']",,['Végétarien'],4,0.4 g,en faible quantité,0.2 g,en faible quantité,1.4 g,en faible quantité,0.45 g,en quantité modérée,?,,88,-23%,368 kj(88 kcal),-21%,"0,4",-92%,"0,2",-83%,"13,1",+156%,"1,4",-26%,"5,9",-27%,"0,45",-48%,"0,18",-48%,-5,-1276%,A,-1276%,,,,,,,,"['Végétarien', 'Point Vert', 'en:Verified']","['E102 - Tartrazine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,,,,,
1264,Caol Ila Aged 12 Years - Caol Ila 12 years - 70cl,5000281016283,,,70 cl,,['Caol Ila 12 years'],,,,['Delhaize'],"['Belgique', 'France']",[],,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,"0,1",,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,
1265,"Knockando, Scotch Whisky Single Malt, 18 Ans, 70 Centilitres - Knockando Distillery",5010103802550,,,,,['Knockando Distillery'],['Boissons'],,,['Magasins U'],['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,563,+905%,2356 kj(563 kcal),+878%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,10,+31%,E,+31%,,,,,,,,,,,,,,,
1266,"The Famous Grouse Blended Scotch Whisky -  - 0,7L",5010314700003,C,,"0,7 L",,,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Whiskys', 'Blended whisky', 'Whisky écossais', 'Blend écossais']",,,"['Magasins U', 'Delhaize']","['Belgique', 'France', 'Portugal']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,
1267,Sparklin fruit flavour drink - Vimto - 330ml,5010438130397,,Boisson gazeuse aromatisée aux fruits,330 ml,"['Canette', 'Aluminium']",['Vimto'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons gazeuses', 'Boissons aux fruits', 'Sodas', 'Sodas aux fruits', 'Boissons avec sucre ajouté']",,,['Dans la rue'],['France'],"['Eau gazéifiée', 'sucre raffiné', ""extraits de carotte noire et d'hibiscus"", 'colorant ', 'caramel E150d', 'acidifiant ', 'acide citrique', 'arôme Vimto ', 'comprenant des extraits naturels de fruits', ""d'herbes et d'épices"", 'conservateurs ', 'benzoate de sodium', 'sorbate de potassium', ""régulateur d'acidité "", 'citrate de sodium']",,[],4,0 g,en faible quantité,0 g,en faible quantité,13.6 g,en quantité élevée,0.01 g,en faible quantité,226,+85%,?,,226 kj(54 kcal),+74%,0,-100%,0,-100%,"13,6",+82%,"13,6",+84%,0,-100%,"0,01",-3%,"0,004",-3%,18,+80%,E,+80%,,,,,,,,,"[""E150d - Caramel au sulfite d'ammonium"", 'E330 - Acide citrique', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium']",,,,,,
1268,Country crisp strawberry - Jordans - 400g,5010477342850,C,,400g,,['Jordans'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,,,"['France', 'Espagne']",[],,[],,14.8 g,en quantité modérée,4.7 g,en quantité modérée,20.9 g,en quantité élevée,0.03 g,en faible quantité,?,,444,+11%,1858 kj(444 kcal),+11%,"14,8",+70%,"4,7",+114%,"66,4",-0%,"20,9",+25%,"7,9",-15%,"0,03",-92%,"0,012",-92%,13,+141%,D,+141%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,,
1269,Taveners British Mix Gums Great British Sweets 165G - 165g,5010511477012,E,Bonbons gélifiés,165 g,['Sachet plastique opaque'],['Taveners'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",,,['Noz'],['France'],"['Sirop de glucose', 'sucre', 'amidons modifiés', 'acidifiants ', 'acide malique', 'acide acétique', 'arômes', 'colorants ', 'anthocyanes', 'extrait de paprika', 'curcumine', 'huile de tournesol', 'concentrés de plantes carthame', 'spiruline', ""agent d'enrobage "", ""cire d'abeille"", 'cire de carnauba']",,['Non végétalien'],4,0.3 g,en faible quantité,0.2 g,en faible quantité,53.4 g,en quantité élevée,0.04 g,en faible quantité,1445,-0%,340,-1%,1445 kj(340 kcal),+0%,"0,3",-25%,"0,2",+19%,"83,6",+4%,"53,4",-7%,"0,1",-97%,"0,04",-65%,"0,016",-65%,14,-1%,D,-1%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"['Sans arômes artificiels', 'Sans colorants', 'en:without-gelatin']","['E14XX - Amidons modifiés', 'E296 - Acide malique', 'E260 - Acide acétique', 'E163 - Anthocyanes', 'E160c - Extrait de paprika', 'E100 - Curcumine', ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba']",,,,,,
1270,Original queso a tiras - Cheestrings - 80g,5011069170790,D,,80 g,"['Sachet', 'Plastique', 'Frais']",['Cheestrings'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages pasteurisés']",,,,"['France', 'Espagne']","['Lait de vache pasteurisé', ""régulateurs d'acidité acide citrique"", 'acide lactique', 'chymosine ', 'présure', 'ferments lactiques ', 'lait']",,[],,22.5 g,en quantité élevée,14.2 g,en quantité élevée,1 g,en faible quantité,1.9 g,en quantité élevée,1264,-3%,304,-3%,1264 kj(304 kcal),-4%,"22,5",-13%,"14,2",-20%,"2,5",+127%,1,+31%,23,+24%,"1,9",+32%,"0,76",+32%,15,+5%,D,+5%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Nouveau'],,,,,,,
1271,Haribo Starmix - 16g,5012035905088,D,"Fruit flavour, cola flavour and sweet foam gums",16 g,"['Plastic', '05 PP', '♷', 'Sachet']",['Haribo'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Bonbons', 'Bonbons gélifiés']",,,,"['France', 'Royaume-Uni']","['Glucose syrup', ' sugar', ' dextrose', ' gelatine', ' acid: citric acid', ' flavouring', ' fruit and plant concentrates : safflower', 'spirulina', 'apple', 'elderberry', 'blackcurrant', 'orange', 'kiwi', 'lemon', 'mango', 'passion fruit', 'aronia', 'grape', ' caramelised sugar syrup', ' elderberry extract', ' glazing agents: beeswax', 'carnauba wax']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,47 g,en quantité élevée,0 g,en faible quantité,?,,342,-1%,1431 kj(342 kcal),-1%,"0,5",+25%,"0,1",-40%,77,-4%,47,-18%,"6,6",+79%,0,-100%,0,-100%,14,-1%,D,-1%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"['Point Vert', 'Sans colorants artificiels', 'en:No artificial colours', 'en:PP 05', 'en:Tidyman wastebasket']","['E428 - Gélatine', 'E330 - Acide citrique', ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba']",,,,,,
1272,Thon entier au naturel - STATESMAN,5016599009473,E,,,,['STATESMAN'],"['Produits de la mer', 'Poissons', 'Thons', 'Thons au naturel']",,,,['France'],[],,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,1.08 g,en quantité modérée,?,,101,-12%,423 kj(101 kcal),-12%,"0,5",-67%,"0,1",-79%,"0,5",+313%,"0,5",+566%,24,-4%,"1,075",+3%,"0,43",+3%,0,-100%,B,-100%,68.8%,7.5%,16.1%,6.6%,0.5%,0.5%,28,,,,,,,,
1273,Cordon Bleu - Quorn,5019503010916,,,,,['Quorn'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts de viande']",,,['Delhaize'],"['Belgique', 'France']","['Protéines végétales ', '43%', 'farine de blé ', 'contient du calcium', 'du fer', 'de la niacine et de la thiamine ajoutés', 'fromage végétarien ', 'lait', ""blanc d'œuf de ferme réhydraté"", 'protéines de blé texturé [farine de blé', 'stabilisant: alginate de sodium]', 'arôme naturel ', 'contient arôme de fumée', 'lait', 'huile de tournesol', 'amidon modifié', 'levure', 'sel', 'protéines de lait', 'colorants: extrait de paprika', 'fibre de pois', 'humectant: sorbitol', 'stabilisateur: méthylcellulose', 'conservateur: sorbate de potassium']","['Gluten', 'Lait']",['Non végétalien'],4,9.5 g,en quantité modérée,4.5 g,en quantité modérée,1.2 g,en faible quantité,1.3 g,en quantité modérée,?,,205,+7%,858 kj(205 kcal),+7%,"9,5",+8%,"4,5",+233%,"12,2",+17%,"1,2",-26%,"15,7",+11%,"1,3",+20%,"0,52",+20%,7,+567%,C,+567%,,,,,,,,,"['E401 - Alginate de sodium', 'E14XX - Amidons modifiés', 'E160c - Extrait de paprika', 'E420 - Sorbitol', 'E461 - Méthylcellulose', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,
1274,150G Biscuit Cheddar Jacob's - Mcvitie s,50168101,,,,['mixed plastic-packet'],['Mcvitie s'],,,,,['France'],"['palme', 'fromage de*ydraté en poudre 0146 dont de Cheddar', 'poudre Iwer ', ""bicarbonate d'ammonium"", 'bicarbonate de dé*ydratee Srop de glucos Sicre', 'extrait de malf ilaturel ', 'extrait de levure dé*ydratée', 'chlorure de potasiums di', '±ilidtfite', 'maltodatrine', 'arômes naturels en poudre', 'protéines de lait', 'en poudre', 'acide lactique', 'arômes naturels Contient: lait', 'oeuf', ' blé', 'orge', "" Peut contenir : Conditions de conxrvatÌon et d'utiliation•"", ' A']","['Œufs', 'Gluten', 'Lait']",['Non végétalien'],4,,,,,,,,,?,,525,,2197 kj(525 kcal),,"31,8",,"15,7",,47,,"5,3",,"10,8",,"1,6",,"0,64",,,,,,,,,,,,,,"[""E503ii - Carbonate acide d'ammonium"", 'E270 - Acide lactique']",,,['Huile de palme'],,,
1275,Chiclets Orbit Eucalipto 14G,50173617,,,,,['Orbit'],"['Snacks', 'Snacks sucrés', 'Confiseries']",,,,['France'],[],,[],,1 g,en faible quantité,1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,148,-65%,619 kj(148 kcal),-65%,1,-93%,1,-85%,"61,9",-7%,0,-100%,0,-100%,0,-100%,0,-100%,1,-95%,B,-95%,,,,,,,,,,,,,,,
