,name,bar_code,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,packaging,brand,manufacturing,markets,allergens,nova_score,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,ingredients_origins,link,additives,traceability_code,palm_ingredients,brand_owner
398,Riscossa I Condimenti - Pastificio Riscossa,8011780042342,,,['France'],['Pulpe de tomates concentre de tomates olives noires huile d olive oignon câpres pâte d anchois vin blanc ail persil basilique piment'],[],,,,,,,,,?,,53,,222 kj(53 kcal),,"2,4",,"0,4",,"6,1",,"5,3",,"1,7",,"0,8",,"0,32",,,,,,,,['Pastificio Riscossa'],,,,,,,,,,,,,,,,,,,
399,Cannelloni 250 G Riscossa 86C,8011780048634,,,['France'],"['Pâtes alimentaires de semoule de blé dur', 'Ingrédients semoule de blé dur', 'eau Contient gluten', "" Peut contenir des traces d'œufs"", ' Produit en Italie', ' Conserver dans un endroit frais et sec Sans pre-cuisson']",[],,,,,,,,,?,,300,,1255 kj(300 kcal),,"1,5",,0,,62,,3,,11,,0,,0,,,,,,,,['Riscossa'],,,['Gluten'],,,,,,,,,,,,,,,,
400,Cannelloni 250 G Riscossa 86C,8011780048634,,,['France'],"['Pâtes alimentaires de semoule de blé dur', 'Ingrédients semoule de blé dur', 'eau Contient gluten', "" Peut contenir des traces d'œufs"", ' Produit en Italie', ' Conserver dans un endroit frais et sec Sans pre-cuisson']",[],,,,,,,,,?,,300,,1255 kj(300 kcal),,"1,5",,0,,62,,3,,11,,0,,0,,,,,,,,['Riscossa'],,,['Gluten'],,,,,,,,,,,,,,,,
401,Orecchiette Alla Paesana 500 G N107,8011780071076,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Orecchiette']",,['France'],[],[],1.5 g,en faible quantité,0.3 g,en faible quantité,3 g,en faible quantité,0 g,en faible quantité,?,,300,-13%,1255 kj(300 kcal),-12%,"1,5",+6%,"0,3",-12%,62,-8%,3,+13%,11,-7%,0,-100%,0,-100%,-2,,A,,,,,,,,,,,,,,,,,,,,,,,
402,"Farfalloni n°105, 500 Grammes, Marque Riscossa",8011780081051,,['Fabriqué en Italie'],['France'],[],[],,,,,,,,,?,,355,,1485 kj(355 kcal),,"1,5",,"0,3",,75,,"3,5",,"12,5",,"0,002",,"0,001",,,,,,,,['Riscossa'],,,,,,,,,,,,,,,,,,,
403,Croccantelle - 180g,8011795005301,,,['France'],[],[],,,,,,,,,?,,434,,1816 kj(434 kcal),,"12,9",,"1,3",,67,,"2,9",,"10,7",,"3,2",,"1,28",,,,,,180 g,,,,,,,,,,,,,,,,,,,,,
404,Croccantelle susto pizza,8011795006001,,,['France'],[],[],,,,,,,,,?,,420,,1757 kj(420 kcal),,10,,1,,70,,4,,10,,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Schiacciatelle,8011795101225,,,['France'],[],[],,,,,,,,,?,,456,,1908 kj(456 kcal),,17,,"2,7",,"63,9",,"3,2",,"10,3",,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Croccantelle prosciutto,8011795101478,,,['France'],[],[],,,,,,,,,?,,445,,1862 kj(445 kcal),,15,,"1,6",,66,,"3,3",,"9,8",,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Croccantell Pollo As,8011795101966,,,['France'],[],[],,,,,,,,,?,,436,,1824 kj(436 kcal),,14,,2,,"66,1",,"3,3",,10,,"3,9",,"1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Croccantelle sapori d'Oriente,8011795103489,,,['France'],[],[],,,,,,,,,?,,434,,1816 kj(434 kcal),,13,,"1,4",,68,,"5,1",,"9,8",,"3,9",,"1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Olio extra vergine di oliva - Grezzona di frantoio - 500ml,8011845002908,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]","['Halal', 'ISO 9001', 'en:Euro kosher', 'en:HIA-ITA-00140']",['France'],"[""mescela di olio originari dell'unione europea""]",[],92 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,3404,-4%,?,,3404 kj(814 kcal),-5%,92,-4%,13,-7%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,500 ml,"['Glass bottle', 'Green dot', 'Tidyman wastebasket']",['Grezzona di frantoio'],"['Levante', 'Via Barletta km 20.200', '76123', 'Andria', 'Italy']",,,,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,Olio extra vergine di oliva,,,,,,
410,Olio Extra Vergine di Olivia,8011845004216,,,['France'],[],[],,,,,,,,,?,,828,,3464 kj(828 kcal),,92,,13,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,OLIO EXTRA VERGINE DI OLIVA,8011845715051,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,
412,Covim Covim Suave Boite De 25 Dosettes De Cafe Ese Decafeine,8011952437105,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés décaféinés', 'Cafés en dosettes', 'Cafés en dosettes compatible Senseo']",,['France'],['DICHIARAZIONE NUTRIZIONALE Valori medi per 100 ml di prodotto'],[],,,,,,,,,?,,18,+6%,75 kj(18 kcal),-5%,"0,1",-73%,0,-100%,"3,3",+132%,0,-100%,1,-29%,"0,02",-66%,"0,008",-66%,,,,,,,['Covim'],,,,,,,,,,,,,,,,,,,
413,Covim Gold Arabica Boite De 25 Dosettes De Cafe Ese 100% Arabica,8011952439192,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,['France'],[],[],,,,,,,,,?,,23,-53%,96 kj(23 kcal),-61%,"0,3",-80%,0,-100%,"3,5",-58%,0,-100%,"1,6",-16%,"0,01",-93%,"0,004",-93%,,,,,,,,,,,,,,,,,,,,,,,,,,
414,"Covim Boã Te De 25 Dosettes De Cafç Ese 2, 4% De Cafçine Granbar",8011952439215,,,['France'],[],[],,,,,,,,,?,,20,,84 kj(20 kcal),,0,,0,,3,,0,,"1,9",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
415,8011961893077,8011961893077,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Tagliatelle - Piemontese,8011987003665,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Tagliatelles']",,['France'],"[""PASTA ALL'UOVO PRODUZIONE ARTIGIANALE TAGLIATELLE LAVORATE A MANO Inqredienti: semoja di GRANO duro"", 'UOVA ', ' min', '20 % ', ' cuocere in acqua bollente salata per 6 minuti', 'scolare', ""condire con olio d'oliva o salse di vostro gradimento"", ' VALORI NUTRIZIONALI MEDI PER 100 g di prodotto ENERGIA']",[],4 g,en quantité modérée,1.2 g,en faible quantité,3.1 g,en faible quantité,0.076 g,en faible quantité,?,,367,+15%,1536 kj(367 kcal),+15%,4,+69%,"1,2",+100%,68,+13%,"3,1",+53%,"13,6",+24%,"0,076",-40%,"0,03",-40%,0,,B,,,,['Piemontese'],,,,,,,,,,,,,,,,,,,
417,8012040705281,8012040705281,,"['en:gluten-free', 'Fabriqué en Italie']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,"Negroamaro Salento - Giordano - 0,75l",8012156000423,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"0,75 l","['Glas', 'Flasche']",['Giordano'],,,,,D,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,
419,Giglio Cannelloni,8012169001301,,,['France'],"['Pâtes de semoule de blé dur INGRÉDIENTS semoule de blé dur', "" Peut contenir des traces d'œufs"", ' Produit en Italie', ' Conserver dans un endroit frais et sec']",[],,,,,,,,,?,,360,,1506 kj(360 kcal),,"1,5",,"0,3",,73,,"3,2",,12,,"0,01",,"0,004",,,,,,,,['Giglio'],,,,,,,,,,,,,,,,,,,
420,ravioli,8012217003875,,,['France'],[],[],,,,,,,,,?,,233,,975 kj(233 kcal),,"4,8",,"2,6",,"36,7",,"4,7",,"9,8",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Tortelloni ricotta,8012217003912,,,['France'],[],[],,,,,,,,,?,,262,,1096 kj(262 kcal),,"6,5",,"2,6",,"41,1",,2,,"9,1",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Roiibos  - Yogi tea  - Biologique,8012220402191,,"['Bio', 'Bio européen', 'DE-ÖKO-005', 'IT-BIO-006']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,Biologique,,['Yogi tea'],,,,,,,,,,,,,,,,,,,
423,Cotechino cotta,8012318000926,,,['France'],[],[],,,,,,,,,?,,242,,1013 kj(242 kcal),,"16,4",,"5,77",,"0,01",,"0,01",,"23,8",,"2,54",,"1,016",,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Orsetti - Morfea,8012345532278,,['Fabriqué en Italie'],['France'],[],[],,,,,,,,,?,,346,,1448 kj(346 kcal),,"0,77",,"0,24",,"68,89",,"0,78",,"10,8",,"0,01",,"0,004",,,,,,,,['Morfea'],,,,,,,,,,,,,,,,,,,
425,Pancetta dolce a cubetti - NoiVoi,8012386150004,"['Viandes', 'Porc', 'Pancetta']","['en:gluten-free', 'Arômes naturels']",['France'],"['Pancetta di suino', 'sale', 'spezie', 'aromi naturali', 'antiossidante: ascorbato di sodio', 'conservanti: nitrato di potassio', 'nitrito di sodio', ' Senza glutine']",[],31 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,3.3 g,en quantité élevée,?,,353,-3%,1477 kj(353 kcal),-2%,31,+2%,13,+7%,"0,5",-6%,0,-100%,18,-8%,"3,3",-8%,"1,32",-8%,24,+4%,E,+4%,,,['NoiVoi'],,,,,E,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,
426,Ragù alla BOLOGNESE,8012386210081,,['en:gluten-free'],['France'],[],[],,,,,,,,,?,,78,,326 kj(78 kcal),,4,,"1,7",,"5,7",,"3,2",,4,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Minestrone di verdure surgelato - Noivoi,8012386480101,,,['France'],"['INGREDENTI: patate', 'carote', 'broccoli', 'pomodoro', 'zucchine', 'fagiolini', 'SEDANO', 'cavolo verza', 'cavolfiore', 'piselli', 'spinaci', 'porro', 'fagioli borlotti']",[],,,,,,,,,?,,141,,590 kj(141 kcal),,0,,0,,"4,2",,"2,4",,"1,6",,"0,05",,"0,02",,,,,,,,['Noivoi'],,,,,,,,,,,,,,,,,,,
428,The alla pesca,8012386520043,,['en:gluten-free'],['France'],[],[],,,,,,,,,?,,24,,100 kj(24 kcal),,0,,0,,"5,6",,"5,6",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Jus d'orange 100% - Noi Voi - 1litro,8012386591012,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', ""Jus d'orange"", ""Jus d'orange à base de concentré""]",,"['France', 'Italie']",['succo di arancia'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,9 g,en quantité élevée,0 g,en faible quantité,?,,40,-7%,167 kj(40 kcal),-8%,0,-100%,0,-100%,9,-7%,9,-1%,"0,7",+12%,0,-100%,0,-100%,2,-33%,C,-33%,1 litro,['Brick'],"['Noi Voi', 'Sterilgarda']",,,,1,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
430,Dado per brodo vegetale. Vegetale stock cubes,8012429001034,,"['en:gluten-free', 'Sans lactose']",['France'],[],[],,,,,,,,,?,,258,,1079 kj(258 kcal),,19,,"9,1",,17,,"1,6",,47,,34,,"13,6",,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Pomodori pelati bio,8012462003040,,['Bio'],['France'],[],[],,,,,,,,,?,,99,,414 kj(99 kcal),,"0,2",,0,,"3,9",,"3,9",,1,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Miel italien - Mielizia,8012527002087,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,,,?,,331,,1385 kj(331 kcal),,0,,0,,"82,5",,"82,5",,"0,3",,,,,,,,,,,,['Mielizia'],,,,,,,,,,,,,,,,,,,
433,Miel biologique d'acacia du Nord de l'Italie - Mielizia,8012527002759,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]","['Bio', 'Bio européen']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,83 g,en quantité élevée,0.03 g,en faible quantité,?,,331,+15%,1385 kj(331 kcal),+14%,0,-100%,0,-100%,83,+7%,83,+17%,"0,3",-14%,"0,03",+91%,"0,012",+91%,,,,,,['Pot en verre'],['Mielizia'],,,,,A,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,['Italie'],,,,,
434,Confettura extra di frutti di bosco,8012532010091,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges']",,['France'],[],[],0.1 g,en faible quantité,0.1 g,en faible quantité,34 g,en quantité élevée,0.1 g,en faible quantité,?,,165,-25%,690 kj(165 kcal),-25%,"0,1",-61%,"0,1",+114%,"36,9",-31%,34,-33%,"0,6",+18%,"0,1",+361%,"0,04",+361%,8,-11%,C,-11%,,,,,,,,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,
435,Bussola' Mignon Biscotteria Carmelina 500G,8012600000078,,,['France'],[],[],,,,,,,,,?,,440,,1841 kj(440 kcal),,"13,5",,"7,1",,"68,4",,"30,9",,"9,5",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Zaletti al cioccolate,8012600000092,,,['France'],[],[],,,,,,,,,?,,449,,1879 kj(449 kcal),,"18,9",,"11,4",,"59,9",,"25,5",,"8,2",,"0,28",,"0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Dolcetti Misti Carmelina Palmisano 300G - 300g,8012600000795,,,['France'],"['WHEAT flour', 'sugar', 'EGG yolk', 'butter ', 'MILK', 'non hydrogenated F vegetable fats ', 'coconut', 'sunflower', 'EGGS', 'chopped PEANUTS', 'raisins', 'dark chocolate chips ', 'sugar', 'cocoa paste', 'cocoa butter', 'emulsifier ', 'E322 SOY lecithin', 'flavoring ', 'vanillin', 'coconut', 'sweetened dried cranberries', 'maize four', ' maize starch', 'cocoa', 'raising agents ', 'disodium diphosphate', 'sodium bicarbonate', ' WHEAT starch', 'pepper', 'MILK powder', 'lemon flavying', 'vanillin', 'salt']",['Non végétalien'],,,,,,,,,?,,450,,1883 kj(450 kcal),,"16,8",,"8,3",,65,,"28,5",,"8,5",,"0,16",,"0,064",,,,,,300 g,,['Dolcetti Misti'],,,"['Œufs', 'Gluten', 'Lait', 'Arachides', 'Soja']",4,,,,,,,,,,,,"['E322 - Lécithines', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']",,,
438,Dolcetti Veneziani,8012600000849,,['en:palm-oil-free'],['France'],[],['Sans huile de palme'],,,,,,,,,?,,450,,1883 kj(450 kcal),,"16,8",,"8,3",,65,,"28,5",,"8,5",,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Viropa Te Verde Bio,8012636004910,,"['Bio', 'en:gluten-free']",['France'],"['Distribuzione controllata da B I O L O G I S C H Organismo di controllo B', ' OLOGICO autorizzato: IT Bio 001 BZ Operatore controllato n,: 41002 B Vertrieb kontrolliert durch Zugelassene Kontrollstelie', ' IT BIO 001 BZ Kontrolliertes Unternehmen Nr', ': 41002 B DE-Ôko-001 Agricoltura non UE VIROPA Bio-Grüntee aus kontrolliert biologischem Anbau', 'ti aditionell schonend verarbeitet ist ein wohltuender Genuss für jeden Teetrinker', ' Das Produkt wird stândig von einem autorisierten Lebensmittelchemiker Überprüft', 'um die beste Oualitât des Produktes zu garantieren', ' VIROPA Bio-Tè verde da coltivazione biologica controllata - come da tradizione lavorato con cura è un gran tè per intenditori', ' Il prodotto è sotto il continuo controllo di un chimico alimentare abilitato per poter garantire la massima qualità del prodotto']",[],,,,,,,,,?,,3,,13 kj(3 kcal),,0,,0,,"0,2",,"0,1",,0,,0,,0,,,,,,,,['Viropa'],,,,,,,,,,,,,,,,,,,
440,Carrefour Milk and Yogurt Biscuits,8012666008124,,,['France'],[],[],,,,,,,,,?,,475,,1987 kj(475 kcal),,?,,"9,1",,?,,17,,"7,4",,"0,5",,"0,2",,,,,,,,['Carrefour'],,['Carrefour'],,,,,,,,,,,,,,,,,
441,Carrefour Medium Peas,8012666008766,,,['France'],[],[],,,,,,,,,?,,72,,301 kj(72 kcal),,"0,9",,0,,"9,1",,3,,"4,7",,"0,65",,"0,26",,,,,,,,['Carrefour'],,['Carrefour'],,,,,,,,,,,,,,,"['EMB 56251E', 'Theix (Morbihan, France)']",,
442,Latte Uht Parzialmente Scremato Pet - Carrefour,8012666010271,"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",,['France'],[],[],,,1 g,en faible quantité,4.8 g,en faible quantité,0.1 g,en faible quantité,?,,46,-2%,192 kj(46 kcal),-2%,?,,1,-1%,?,,"4,8",0%,"3,2",-2%,"0,1",-9%,"0,04",-9%,,,,,,,['Carrefour'],,['Carrefour'],,,D,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,
443,Carne - Carrefour,8012666011131,,['en:gluten-free'],['France'],[],[],,,,,,,,,?,,114,,477 kj(114 kcal),,"7,2",,"2,1",,"5,8",,"4,7",,6,,"1,3",,"0,52",,,,,,,,['Carrefour'],,['Carrefour'],,,,,,,,,,,,,,,,,
444,Yogurt Gusti assorti - Carrefour - 8x 125g,8012666012268,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'en:Lattici']",['en:gluten-free'],"['France', 'Italie']",[],[],3.3 g,en quantité modérée,2.5 g,en quantité modérée,14 g,en quantité élevée,0.13 g,en faible quantité,?,,101,+10%,423 kj(101 kcal),+10%,"3,3",+1%,"2,5",+22%,15,+36%,14,+39%,"3,2",-15%,"0,13",+13%,"0,052",+13%,5,+63%,C,+63%,8 x 125g,,['Carrefour'],['ITALIA'],['Carrefour'],,,,,,,,,,,Yogurt,['en:100% Latte di Alto Adige'],,,['IT 41 7 CE'],,
445,Carrefour 4 Crepes Prosc / Forma,8012666014484,,['Arômes naturels'],['France'],"['farina di ga', 'LQ tenero tipo siero di reidratato', 'scremato reidratato', 'acqua', 'ugya', 'prosciutto cotto affumicato 6,6%', 'coscia di suino', 'acqua', 'sale', 'destrosio da mais', 'aromi naturali', 'antiossidante: ascorbato di sodio', 'conservante: n\\tnto di sodio', 't amido di mozzarella 2,8% sale', 'caglio', 'olio di semi di saie', 'tievito', 'zucchero', 'curcuma', 'paprika', 'correttore di acidità: acido citnco']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,161,,674 kj(161 kcal),,"4,1",,"1,4",,24,,"5,6",,"5,9",,"1,5",,"0,6",,,,,,,,['Carrefour'],,['Carrefour'],,4,,,,,,,,,,,,['E301 - Ascorbate de sodium'],,,
446,Crêpes mozzarella tomate - Carrefour,8012666014491,"['Crêpes et galettes', 'Crêpes']",,['France'],[],[],4.3 g,en quantité modérée,1.5 g,en quantité modérée,6.6 g,en quantité modérée,1.5 g,en quantité modérée,?,,179,-42%,749 kj(179 kcal),-42%,"4,3",-57%,"1,5",-59%,28,-38%,"6,6",-69%,"5,9",-18%,"1,5",+85%,"0,6",+85%,7,-42%,C,-42%,,,['Carrefour'],,['Carrefour'],,,B,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,,,,,,,
447,Pantacce - Carrefour Sélection - 500g,8012666016600,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches']","['Fabriqué en Italie', 'Fabriqué en UE']",['France'],['Semoule de blé dur'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1 g,en faible quantité,,,,,,,1516,+0%,?,,1516 kj(362 kcal),+1%,1,-50%,,,73,+5%,,,14,+12%,,,,,,,,,500 g,['Sachet plastique'],"['Carrefour Sélection', 'CMI (Carrefour Marchandises Internationales)', 'Groupe Carrefour']","['Pastificio Lucio Garofalo SpA - Via dei Pastai 42 - 80054 Gragnano', '(NA : Naples)', 'Campanie', 'Italie', 'Union Européenne']",['Carrefour'],['Gluten'],1,C,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,Pâtes alimentaires au blé dur,,,,,,
448,Anchovies Paste - Carrefour,8012666017218,,['en:gluten-free'],['France'],"[""Pasta di acciughe all'olio di semi di girasole Composizione Ingredienti: acciughe 69%"", 'sale', 'olio di semi di 10,5%', 'aromi SENZA GLUTINE']",[],,,,,,,,,?,,225,,941 kj(225 kcal),,"16,2",,"2,8",,"1,5",,0,,"18,2",,"7,2",,"2,88",,,,,,,,['Carrefour'],,['Carrefour'],,,,,,,,,,,,,,,,,
449,2 tramczzini collo e maionese - Carrefour,8012666021208,,,['France'],[],[],,,,,,,,,?,,297,,1243 kj(297 kcal),,17,,0,,0,,0,,9,,2,,"0,8",,,,,,,,['Carrefour'],,['Carrefour'],,,,,,,,,,,,,,,,,
450,Romarin - Carrefour,8012666024674,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,['Carrefour'],,['Carrefour'],,,,,,,,,,,,,,,,,
451,Carrefour Chocolate And Hazelnut Biscuits,8012666028054,,,['France'],[],[],,,,,,,,,?,,474,,1983 kj(474 kcal),,?,,18,,?,,23,,"7,9",,"0,38",,"0,152",,,,,,,,['Carrefour'],,['Carrefour'],,,,,,,,,,,,,,,,,
452,Torta croccante - Carrefour,8012666029389,,,['France'],[],[],,,,,,,,,?,,499,,2088 kj(499 kcal),,26,,11,,58,,30,,"6,5",,"0,43",,"0,172",,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,
453,Vongole - Carrefour,8012666037834,,,['France'],[],[],,,,,,,,,?,,83,,347 kj(83 kcal),,"1,4",,"0,6",,"1,5",,0,,16,,"1,5",,"0,6",,,,,,,,['Carrefour'],,['Carrefour'],,,,,,,,,,,,,,,,,
454,Salmone Irlandese - Carrefour Bio,8012666042142,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]",['Bio'],['France'],"['salmone ', 'Salmo salar', 'sale', ' *biologico', ' Affunicato con legno di faggio in Francia', ' Allevato in irlanda']","['Non végétalien', 'Non végétarien']",12 g,en quantité modérée,2.5 g,en quantité modérée,0.6 g,en faible quantité,2.9 g,en quantité élevée,?,,198,+4%,828 kj(198 kcal),+4%,12,+8%,"2,5",+16%,"0,6",+21%,"0,6",+69%,22,-0%,"2,9",+0%,"1,16",+0%,14,+4%,D,+4%,,,"['Carrefour Bio', 'Carrefour']",,['Carrefour'],,3,D,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,['Irlande'],,,,,
455,"Vasch. gel. yog. 0,1 F. bosco CRF - Carrefour",8012666042753,,,['France'],"['SCH Cornposizione Ingredienti: gelato aiio yogurt 83%: magro 33,2 % scremato reidratato', ' zuccher3 sciroppo di glucosio', ' olio di cocco', ' fibra armentare solubile', ' emulsionanti: mono - e digticeridi degli acidi grassi', ' addensanti: farina di semi di carube', ' gelatina alimentare', ' aroma', ' Variegatura ai frutti di bosco 12%: succo e purea di fruttj di bosco ', 'succhi di frutti di bosco in proporzione vanabisïe: ribes rosso', 'ribes nero', 'fragole', 'more', 'mirtYdo', ' purea di fragola', ' zucchero', ' acqua', ' sciroppo di glucosio', ' fibra alimentare solubile', ' succo concentrato di barbabietole rosse} addensanti: farina di semi carrube', ' aromi', 'coloranti: antociani', ' acidificanti: acido citrico', ' Frutti di bosco allo sciroppo frutti di bosco in proporzione variabite ', 'rizes rosso', 'ribes nero', 'fragole', 'mores mirtillt', ' scirappo']",[],,,,,,,,,?,,795,,3326 kj(795 kcal),,"5,9",,"5,4",,30,,26,,"2,7",,"0,08",,"0,032",,,,,,,,['Carrefour'],,['Carrefour'],,,,,,,,,,,,,,,,,
456,Carrefour Panettone Classic,8012666044191,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,['France'],"['Farina di frumen!Q', 'uva sultanina 19%', 'hucco', ""tuorlo d'uoya fresche"", ""scorze d'arancia candite 8% "", ""scorze d'arancia"", 'sciroppo di glucosio-fruttosio', 'zucchero', 'correttore di acidità: acido citrico', 'zucchero', 'lievito madre naturale ', 'contiene frumentQ', 'latte intero fresco pastorizzato', 'sciroppo di zucchero invertito', 'emulsionantit mono - e digliceridi degli acidi grassi', 'sale', 'aromi', ' Può contenere tracce di frutta a guscio', 'arachidi e doua']",['Non végétalien'],14 g,en quantité modérée,7.5 g,en quantité élevée,29 g,en quantité élevée,0.425 g,en quantité modérée,?,,370,-1%,1548 kj(370 kcal),-1%,14,-7%,"7,5",-17%,53,+3%,29,+12%,"6,7",-2%,"0,425",-4%,"0,17",-4%,16,-14%,D,-14%,,,['Carrefour'],,['Carrefour'],['Fruits à coque'],4,C,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,['E330 - Acide citrique'],,,
